run_id,repeat,budget,cand,lab,true_y,m3_p,nR,nF,is_margin_pick,in_nz,acc0_R,acc0_full,FR,eR,p0R,p1R,FF,eF,p0F,p1F,V_R,V_full,V_R_direct
w85__r01_f01,1,16,87,1,1,0.6334599075456993,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,90,0,0,0.10897128918441013,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,90,1,0,0.10897128918441013,17,81,0,1,0.8235294117647058,0.9382716049382716,74,-1,0.3279,0.6710,19;74,-1;-1,0.3742;0.3279,0.5102;0.6710,0.058823529411764705,0.024691358024691357,0.05882352941176472
w85__r01_f01,1,16,91,0,0,0.057636383457861484,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,91,1,0,0.057636383457861484,17,81,0,1,0.8235294117647058,0.9382716049382716,74,-1,0.3279,0.5175,19;74,-1;-1,0.3742;0.3279,0.5506;0.5175,0.058823529411764705,0.024691358024691357,0.05882352941176472
w85__r01_f01,1,16,93,0,1,0.3026601517375411,17,81,0,1,0.8235294117647058,0.9382716049382716,26,1,0.5267,0.4644,26,1,0.5267,0.4644,-0.058823529411764705,-0.012345679012345678,-0.05882352941176472
w85__r01_f01,1,16,93,1,1,0.3026601517375411,17,81,0,1,0.8235294117647058,0.9382716049382716,74,-1,0.3279,0.5714,19;74,-1;-1,0.3742;0.3279,0.5003;0.5714,0.058823529411764705,0.024691358024691357,0.05882352941176472
w85__r01_f01,1,16,96,0,0,0.06652831528356273,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,96,1,0,0.06652831528356273,17,81,0,1,0.8235294117647058,0.9382716049382716,74,-1,0.3279,0.5464,19;74,-1;-1,0.3742;0.3279,0.6707;0.5464,0.058823529411764705,0.024691358024691357,0.05882352941176472
w85__r01_f01,1,16,98,0,0,0.026685671607197037,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,98,1,0,0.026685671607197037,17,81,0,1,0.8235294117647058,0.9382716049382716,74,-1,0.3279,0.5122,19;74,-1;-1,0.3742;0.3279,0.5423;0.5122,0.058823529411764705,0.024691358024691357,0.05882352941176472
w85__r01_f01,1,16,99,0,0,0.03515162955557116,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,99,1,0,0.03515162955557116,17,81,0,1,0.8235294117647058,0.9382716049382716,74,-1,0.3279,0.5117,19;74,-1;-1,0.3742;0.3279,0.5444;0.5117,0.058823529411764705,0.024691358024691357,0.05882352941176472
w85__r01_f01,1,16,101,0,0,0.02481896589711141,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,101,1,0,0.02481896589711141,17,81,0,1,0.8235294117647058,0.9382716049382716,74,-1,0.3279,0.5591,19;74,-1;-1,0.3742;0.3279,0.5814;0.5591,0.058823529411764705,0.024691358024691357,0.05882352941176472
w85__r01_f01,1,16,103,0,0,0.10338542920408145,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,103,1,0,0.10338542920408145,17,81,0,1,0.8235294117647058,0.9382716049382716,74,-1,0.3279,0.5164,19;74,-1;-1,0.3742;0.3279,0.5524;0.5164,0.058823529411764705,0.024691358024691357,0.05882352941176472
w85__r01_f01,1,16,104,0,0,0.04886482131507819,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,104,1,0,0.04886482131507819,17,81,0,1,0.8235294117647058,0.9382716049382716,20;74,-1;-1,0.1529;0.3279,0.5033;0.5062,19;20;74,-1;-1;-1,0.3742;0.1529;0.3279,0.6414;0.5033;0.5062,0.11764705882352941,0.037037037037037035,0.11764705882352944
w85__r01_f01,1,16,105,0,0,0.17433401083872013,17,81,0,1,0.8235294117647058,0.9382716049382716,26,1,0.5267,0.4922,26,1,0.5267,0.4922,-0.058823529411764705,-0.012345679012345678,-0.05882352941176472
w85__r01_f01,1,16,105,1,0,0.17433401083872013,17,81,0,1,0.8235294117647058,0.9382716049382716,74,-1,0.3279,0.5080,19;74,-1;-1,0.3742;0.3279,0.5478;0.5080,0.058823529411764705,0.024691358024691357,0.05882352941176472
w85__r01_f01,1,16,106,0,1,0.23471278464097622,17,81,0,1,0.8235294117647058,0.9382716049382716,26,1,0.5267,0.4929,26,1,0.5267,0.4929,-0.058823529411764705,-0.012345679012345678,-0.05882352941176472
w85__r01_f01,1,16,106,1,1,0.23471278464097622,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,19,-1,0.3742,0.5399,0.0,0.012345679012345678,0.0
w85__r01_f01,1,16,109,0,1,0.2746558513197215,17,81,0,1,0.8235294117647058,0.9382716049382716,26,1,0.5267,0.4241,26,1,0.5267,0.4241,-0.058823529411764705,-0.012345679012345678,-0.05882352941176472
w85__r01_f01,1,16,109,1,1,0.2746558513197215,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,19,-1,0.3742,0.5761,0.0,0.012345679012345678,0.0
w85__r01_f01,1,16,110,0,0,0.1636203861875174,17,81,0,1,0.8235294117647058,0.9382716049382716,26,1,0.5267,0.4590,26,1,0.5267,0.4590,-0.058823529411764705,-0.012345679012345678,-0.05882352941176472
w85__r01_f01,1,16,110,1,0,0.1636203861875174,17,81,0,1,0.8235294117647058,0.9382716049382716,74,-1,0.3279,0.5094,19;74,-1;-1,0.3742;0.3279,0.5485;0.5094,0.058823529411764705,0.024691358024691357,0.05882352941176472
w85__r01_f01,1,16,115,0,1,0.5197334798727908,17,81,1,1,0.8235294117647058,0.9382716049382716,25;26;27,1;1;1,0.6180;0.5267;0.5745,0.4670;0.4282;0.3435,24;25;26;27,1;1;1;1,0.5957;0.6180;0.5267;0.5745,0.4945;0.4670;0.4282;0.3435,-0.17647058823529413,-0.04938271604938271,-0.17647058823529405
w85__r01_f01,1,16,115,1,1,0.5197334798727908,17,81,1,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,116,0,1,0.8289210873094817,17,81,0,1,0.8235294117647058,0.9382716049382716,25;26;27,1;1;1,0.6180;0.5267;0.5745,0.4556;0.2937;0.4855,22;24;25;26;27,1;1;1;1;1,0.6078;0.5957;0.6180;0.5267;0.5745,0.4943;0.3100;0.4556;0.2937;0.4855,-0.17647058823529413,-0.06172839506172839,-0.17647058823529405
w85__r01_f01,1,16,116,1,1,0.8289210873094817,17,81,0,1,0.8235294117647058,0.9382716049382716,26,1,0.5267,0.4910,26,1,0.5267,0.4910,-0.058823529411764705,-0.012345679012345678,-0.05882352941176472
w85__r01_f01,1,16,117,0,1,0.9751524801607729,17,81,0,1,0.8235294117647058,0.9382716049382716,21;25;26;27,1;1;1;1,0.5898;0.6180;0.5267;0.5745,0.4989;0.3839;0.2925;0.4557,21;22;24;25;26;27;28,1;1;1;1;1;1;1,0.5898;0.6078;0.5957;0.6180;0.5267;0.5745;0.7873,0.4989;0.4339;0.3308;0.3839;0.2925;0.4557;0.4769,-0.23529411764705882,-0.08641975308641975,-0.23529411764705876
w85__r01_f01,1,16,117,1,1,0.9751524801607729,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,119,0,0,0.46832207752417787,17,81,0,1,0.8235294117647058,0.9382716049382716,25;26;27,1;1;1,0.6180;0.5267;0.5745,0.4446;0.4143;0.3467,25;26;27,1;1;1,0.6180;0.5267;0.5745,0.4446;0.4143;0.3467,-0.17647058823529413,-0.037037037037037035,-0.17647058823529405
w85__r01_f01,1,16,119,1,0,0.46832207752417787,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,120,0,1,0.6094004284888968,17,81,0,1,0.8235294117647058,0.9382716049382716,25;26;27,1;1;1,0.6180;0.5267;0.5745,0.4708;0.3897;0.4627,22;24;25;26;27,1;1;1;1;1,0.6078;0.5957;0.6180;0.5267;0.5745,0.4855;0.4617;0.4708;0.3897;0.4627,-0.17647058823529413,-0.06172839506172839,-0.17647058823529405
w85__r01_f01,1,16,120,1,1,0.6094004284888968,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,121,0,1,0.4485577922221182,17,81,0,1,0.8235294117647058,0.9382716049382716,21;26;27,1;1;1,0.5898;0.5267;0.5745,0.4982;0.4353;0.4799,21;26;27,1;1;1,0.5898;0.5267;0.5745,0.4982;0.4353;0.4799,-0.17647058823529413,-0.037037037037037035,-0.17647058823529405
w85__r01_f01,1,16,121,1,1,0.4485577922221182,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,19,-1,0.3742,0.5163,0.0,0.012345679012345678,0.0
w85__r01_f01,1,16,122,0,1,0.6289645622115074,17,81,0,1,0.8235294117647058,0.9382716049382716,21;25;26;27,1;1;1;1,0.5898;0.6180;0.5267;0.5745,0.4431;0.4827;0.4086;0.4390,21;22;24;25;26;27,1;1;1;1;1;1,0.5898;0.6078;0.5957;0.6180;0.5267;0.5745,0.4431;0.4723;0.4610;0.4827;0.4086;0.4390,-0.23529411764705882,-0.07407407407407407,-0.23529411764705876
w85__r01_f01,1,16,122,1,1,0.6289645622115074,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,123,0,1,0.5835115104883073,17,81,0,1,0.8235294117647058,0.9382716049382716,21;25;26;27,1;1;1;1,0.5898;0.6180;0.5267;0.5745,0.4678;0.4890;0.4071;0.4486,21;22;24;25;26;27,1;1;1;1;1;1,0.5898;0.6078;0.5957;0.6180;0.5267;0.5745,0.4678;0.4780;0.4715;0.4890;0.4071;0.4486,-0.23529411764705882,-0.07407407407407407,-0.23529411764705876
w85__r01_f01,1,16,123,1,1,0.5835115104883073,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,124,0,1,0.9201047597780416,17,81,0,1,0.8235294117647058,0.9382716049382716,25;26;27,1;1;1,0.6180;0.5267;0.5745,0.3879;0.2973;0.4594,22;24;25;26;27;28,1;1;1;1;1;1,0.6078;0.5957;0.6180;0.5267;0.5745;0.7873,0.4694;0.3496;0.3879;0.2973;0.4594;0.4844,-0.17647058823529413,-0.07407407407407407,-0.17647058823529405
w85__r01_f01,1,16,124,1,1,0.9201047597780416,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,125,0,1,0.5541350570142924,17,81,0,1,0.8235294117647058,0.9382716049382716,26,1,0.5267,0.3109,24;26,1;1,0.5957;0.5267,0.4017;0.3109,-0.058823529411764705,-0.024691358024691357,-0.05882352941176472
w85__r01_f01,1,16,125,1,1,0.5541350570142924,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,126,0,1,0.08592534743047509,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,126,1,1,0.08592534743047509,17,81,0,1,0.8235294117647058,0.9382716049382716,74,-1,0.3279,0.5174,19;74,-1;-1,0.3742;0.3279,0.5766;0.5174,0.058823529411764705,0.024691358024691357,0.05882352941176472
w85__r01_f01,1,16,127,0,1,0.5828485124949623,17,81,0,1,0.8235294117647058,0.9382716049382716,21;25;26;27,1;1;1;1,0.5898;0.6180;0.5267;0.5745,0.4567;0.4941;0.4153;0.4479,21;22;24;25;26;27,1;1;1;1;1;1,0.5898;0.6078;0.5957;0.6180;0.5267;0.5745,0.4567;0.4776;0.4712;0.4941;0.4153;0.4479,-0.23529411764705882,-0.07407407407407407,-0.23529411764705876
w85__r01_f01,1,16,127,1,1,0.5828485124949623,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,129,0,1,0.5853144711788332,17,81,0,1,0.8235294117647058,0.9382716049382716,21;25;26;27,1;1;1;1,0.5898;0.6180;0.5267;0.5745,0.4605;0.4914;0.4129;0.4474,21;22;24;25;26;27,1;1;1;1;1;1,0.5898;0.6078;0.5957;0.6180;0.5267;0.5745,0.4605;0.4770;0.4706;0.4914;0.4129;0.4474,-0.23529411764705882,-0.07407407407407407,-0.23529411764705876
w85__r01_f01,1,16,129,1,1,0.5853144711788332,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,130,0,1,0.9523151706147246,17,81,0,1,0.8235294117647058,0.9382716049382716,21;25;26;27,1;1;1;1,0.5898;0.6180;0.5267;0.5745,0.4982;0.3676;0.2986;0.4523,21;22;24;25;26;27;28,1;1;1;1;1;1;1,0.5898;0.6078;0.5957;0.6180;0.5267;0.5745;0.7873,0.4982;0.4533;0.3443;0.3676;0.2986;0.4523;0.4723,-0.23529411764705882,-0.08641975308641975,-0.23529411764705876
w85__r01_f01,1,16,130,1,1,0.9523151706147246,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,131,0,1,0.7838353609578235,17,81,0,1,0.8235294117647058,0.9382716049382716,21;25;26;27,1;1;1;1,0.5898;0.6180;0.5267;0.5745,0.4257;0.4477;0.3888;0.4130,21;22;24;25;26;27,1;1;1;1;1;1,0.5898;0.6078;0.5957;0.6180;0.5267;0.5745,0.4257;0.4501;0.4304;0.4477;0.3888;0.4130,-0.23529411764705882,-0.07407407407407407,-0.23529411764705876
w85__r01_f01,1,16,131,1,1,0.7838353609578235,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,132,0,1,0.8049877667175451,17,81,0,1,0.8235294117647058,0.9382716049382716,21;25;26;27,1;1;1;1,0.5898;0.6180;0.5267;0.5745,0.4120;0.4429;0.3860;0.4093,21;22;24;25;26;27,1;1;1;1;1;1,0.5898;0.6078;0.5957;0.6180;0.5267;0.5745,0.4120;0.4309;0.4262;0.4429;0.3860;0.4093,-0.23529411764705882,-0.07407407407407407,-0.23529411764705876
w85__r01_f01,1,16,132,1,1,0.8049877667175451,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,133,0,1,0.7294344630969363,17,81,0,1,0.8235294117647058,0.9382716049382716,25;26;27,1;1;1,0.6180;0.5267;0.5745,0.4688;0.3036;0.4915,24;25;26;27,1;1;1;1,0.5957;0.6180;0.5267;0.5745,0.3275;0.4688;0.3036;0.4915,-0.17647058823529413,-0.04938271604938271,-0.17647058823529405
w85__r01_f01,1,16,133,1,1,0.7294344630969363,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,135,0,1,0.849068166327811,17,81,0,1,0.8235294117647058,0.9382716049382716,25;26;27,1;1;1,0.6180;0.5267;0.5745,0.4006;0.3711;0.4309,22;24;25;26;27,1;1;1;1;1,0.6078;0.5957;0.6180;0.5267;0.5745,0.4385;0.4219;0.4006;0.3711;0.4309,-0.17647058823529413,-0.06172839506172839,-0.17647058823529405
w85__r01_f01,1,16,135,1,1,0.849068166327811,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,138,0,1,0.7056270723225566,17,81,0,1,0.8235294117647058,0.9382716049382716,21;25;26;27,1;1;1;1,0.5898;0.6180;0.5267;0.5745,0.4298;0.4671;0.3997;0.4273,21;22;24;25;26;27,1;1;1;1;1;1,0.5898;0.6078;0.5957;0.6180;0.5267;0.5745,0.4298;0.4530;0.4473;0.4671;0.3997;0.4273,-0.23529411764705882,-0.07407407407407407,-0.23529411764705876
w85__r01_f01,1,16,138,1,1,0.7056270723225566,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,140,0,1,0.7958106286956763,17,81,0,1,0.8235294117647058,0.9382716049382716,25;26;27,1;1;1,0.6180;0.5267;0.5745,0.4257;0.3303;0.4764,22;24;25;26;27,1;1;1;1;1,0.6078;0.5957;0.6180;0.5267;0.5745,0.4855;0.3813;0.4257;0.3303;0.4764,-0.17647058823529413,-0.06172839506172839,-0.17647058823529405
w85__r01_f01,1,16,140,1,1,0.7958106286956763,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,145,0,1,0.8380418813547976,17,81,0,1,0.8235294117647058,0.9382716049382716,21;25;26;27,1;1;1;1,0.5898;0.6180;0.5267;0.5745,0.4194;0.4351;0.3814;0.4036,21;22;24;25;26;27,1;1;1;1;1;1,0.5898;0.6078;0.5957;0.6180;0.5267;0.5745,0.4194;0.4508;0.4196;0.4351;0.3814;0.4036,-0.23529411764705882,-0.07407407407407407,-0.23529411764705876
w85__r01_f01,1,16,145,1,1,0.8380418813547976,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,147,0,1,0.9139031171154102,17,81,0,1,0.8235294117647058,0.9382716049382716,25;26;27,1;1;1,0.6180;0.5267;0.5745,0.4396;0.2865;0.4784,22;24;25;26;27,1;1;1;1;1,0.6078;0.5957;0.6180;0.5267;0.5745,0.4690;0.3006;0.4396;0.2865;0.4784,-0.17647058823529413,-0.06172839506172839,-0.17647058823529405
w85__r01_f01,1,16,147,1,1,0.9139031171154102,17,81,0,1,0.8235294117647058,0.9382716049382716,27,1,0.5745,0.4965,27,1,0.5745,0.4965,-0.058823529411764705,-0.012345679012345678,-0.05882352941176472
w85__r01_f01,1,16,148,0,1,0.6501497778771181,17,81,0,1,0.8235294117647058,0.9382716049382716,25;26;27,1;1;1,0.6180;0.5267;0.5745,0.4571;0.3172;0.4924,24;25;26;27,1;1;1;1,0.5957;0.6180;0.5267;0.5745,0.3891;0.4571;0.3172;0.4924,-0.17647058823529413,-0.04938271604938271,-0.17647058823529405
w85__r01_f01,1,16,148,1,1,0.6501497778771181,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,149,0,1,0.8537625795681834,17,81,0,1,0.8235294117647058,0.9382716049382716,21;25;26;27,1;1;1;1,0.5898;0.6180;0.5267;0.5745,0.4961;0.4350;0.2929;0.4819,21;22;24;25;26;27,1;1;1;1;1;1,0.5898;0.6078;0.5957;0.6180;0.5267;0.5745,0.4961;0.4826;0.3711;0.4350;0.2929;0.4819,-0.23529411764705882,-0.07407407407407407,-0.23529411764705876
w85__r01_f01,1,16,149,1,1,0.8537625795681834,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
w85__r01_f01,1,16,150,0,1,0.5727034305690495,17,81,0,1,0.8235294117647058,0.9382716049382716,25;26;27,1;1;1,0.6180;0.5267;0.5745,0.4544;0.4207;0.3396,24;25;26;27,1;1;1;1,0.5957;0.6180;0.5267;0.5745,0.4877;0.4544;0.4207;0.3396,-0.17647058823529413,-0.04938271604938271,-0.17647058823529405
w85__r01_f01,1,16,150,1,1,0.5727034305690495,17,81,0,1,0.8235294117647058,0.9382716049382716,,,,,,,,,0.0,0.0,0.0
