draw,restricted_margin_Q,restricted_random_Q,restricted_delta_Q,restricted_ratio,mathematical_lower_bound_delta_Q
38,52.13,83.17199999999998,31.04199999999998,1.5954728563207363,
39,63.12,89.78633333333333,26.666333333333334,1.4224704267004649,
40,57.19,71.89033333333333,14.700333333333333,1.2570437722212509,
41,57.61,96.01133333333333,38.401333333333326,1.6665740901463866,
42,51.3,81.455,30.155,1.5878167641325536,
43,56.98,83.14166666666664,26.16166666666664,1.4591377091377087,
44,55.78,76.99499999999999,21.21499999999999,1.3803334528504838,
45,57.13,89.15566666666666,32.02566666666666,1.5605752961082908,
46,41.76,75.01400000000001,33.25400000000001,1.7963122605363988,
47,56.31,74.59199999999998,18.281999999999982,1.3246670218433667,
48,55.43,78.26100000000001,22.83100000000001,1.4118888688435867,
49,56.09,83.72233333333334,27.632333333333335,1.4926427764901646,
50,59.79,81.45933333333333,21.669333333333334,1.3624240396944862,
51,35.21,72.97500000000001,37.76500000000001,2.072564612326044,
52,52.79,75.93266666666666,23.142666666666663,1.4383911094272905,
53,43.35,83.35033333333332,40.00033333333332,1.9227297193387156,
54,49.79,73.07866666666666,23.288666666666664,1.4677378322286938,
55,61.29,89.04766666666669,27.757666666666687,1.4528906292489263,
56,50.42,78.12166666666666,27.701666666666654,1.5494182202829563,
57,49.39,68.62533333333332,19.235333333333315,1.3894580549368964,
58,58.08,66.46300000000001,8.38300000000001,1.144335399449036,
59,46.9,76.79133333333333,29.89133333333333,1.6373418621179814,
60,56.8,79.65766666666667,22.857666666666674,1.4024237089201879,
61,56.93,75.73033333333333,18.800333333333334,1.3302359622928743,
62,54.35,87.96166666666667,33.61166666666667,1.618429929469488,
63,49.27,81.48533333333334,32.21533333333334,1.6538529192882756,
64,50.32,66.69866666666667,16.378666666666668,1.3254901960784313,
65,55.35,78.14633333333333,22.79633333333333,1.4118578741342969,
66,57.21,71.738,14.527999999999999,1.2539416185981471,
67,62.24,70.47066666666665,8.230666666666643,1.1322407883461865,
68,61.53,84.82733333333331,23.297333333333313,1.3786337288043768,
69,62.38,77.45833333333334,15.07833333333334,1.2417174308004704,
70,50.7,77.63433333333336,26.934333333333356,1.5312491781722555,
71,53.59,83.91266666666667,30.322666666666663,1.5658269577657522,
72,39.88,79.98733333333334,40.10733333333334,2.005700434637245,
73,51.92,72.74066666666667,20.820666666666668,1.401014381099127,
74,56.96,78.54733333333331,21.587333333333312,1.3789911048689134,
75,55.42,78.29466666666666,22.874666666666656,1.4127511127150245,
76,58.51,77.57333333333334,19.06333333333334,1.325813251296075,
77,56.52,83.88066666666667,27.360666666666667,1.4840882283557442,
78,59.45,93.35633333333335,33.90633333333335,1.5703336136809647,
79,46.38,70.972,24.59199999999999,1.5302285467874082,
80,56.91,79.467,22.557000000000002,1.3963626779124936,
81,46.56,80.78900000000002,34.22900000000001,1.735158934707904,
82,58.65,76.56833333333334,17.918333333333344,1.305512929809605,
83,51.73,84.028,32.29800000000001,1.6243572395128554,
84,58.48,88.95166666666668,30.471666666666685,1.5210613315093482,
85,59.88,72.06233333333334,12.18233333333334,1.2034457804497884,
86,47.99,85.85233333333333,37.86233333333333,1.7889629783982774,
87,41.57,66.74066666666667,25.17066666666667,1.6055007617673003,
88,50.48,80.188,29.708000000000006,1.5885103011093504,
89,48.23,75.197,26.967000000000006,1.5591333195106782,
90,48.54,74.46100000000001,25.921000000000014,1.5340131850020604,
91,56.29,94.24433333333333,37.95433333333333,1.674264226920116,
92,47.94,68.15233333333333,20.212333333333333,1.4216172994020304,
93,45.1,78.90666666666667,33.806666666666665,1.7495934959349593,
94,52.87,78.63,25.759999999999998,1.487232835256289,
95,52.87,77.401,24.531,1.4639871382636656,
96,54.48,75.34100000000001,20.86100000000001,1.3829111600587374,
97,56.18,77.51866666666666,21.33866666666666,1.379826747359677,
98,47.86,70.40566666666666,22.545666666666662,1.4710753586850536,
99,63.44,88.26766666666667,24.827666666666673,1.3913566624632199,
100,56.09,79.12766666666666,23.037666666666652,1.4107268081060198,
101,48.2,67.19466666666668,18.994666666666674,1.3940802213001384,
102,46.69,76.49933333333333,29.809333333333328,1.6384522024701933,
103,55.89,87.07833333333333,31.188333333333333,1.5580306554541659,
104,54.17,78.18466666666666,24.014666666666656,1.4433204110516273,
105,48.24,84.84199999999998,36.60199999999998,1.7587479270315087,
106,47.9,80.138,32.23800000000001,1.6730271398747392,
107,55.5,73.19166666666668,17.691666666666677,1.318768768768769,
108,56.46,75.70066666666666,19.240666666666662,1.3407840358956193,
109,51.27,83.53466666666667,32.26466666666666,1.6293088875885833,
110,55.02,93.75066666666666,38.73066666666666,1.7039379619532289,
111,43.09,75.02266666666667,31.932666666666663,1.741069080219695,
112,55.75,80.43466666666666,24.684666666666658,1.4427742899850522,
113,42.58,76.49666666666666,33.91666666666666,1.7965398465633315,
114,56.39,74.80033333333333,18.410333333333327,1.3264822368032156,
115,67.84,76.34333333333333,8.50333333333333,1.1253439465408805,
116,50.06,79.70533333333334,29.64533333333334,1.592196031428952,
117,53.97,79.55533333333334,25.585333333333338,1.4740658390463839,
118,56.84,86.44966666666667,29.60966666666667,1.5209300961764016,
119,58.06,84.022,25.962000000000003,1.4471581122976231,
120,65.24,87.94933333333333,22.709333333333333,1.3480891068873901,
121,39.79,63.57999999999999,23.789999999999992,1.5978889168132695,
122,44.89,72.956,28.066000000000003,1.625217197594119,
123,50.56,87.40733333333334,36.84733333333334,1.728784282700422,
124,49.8,71.79166666666667,21.991666666666674,1.441599732262383,
125,55.37,74.153,18.78300000000001,1.339227018240925,
126,53.62,85.34166666666668,31.721666666666685,1.591601392515231,
127,50.74,64.43933333333332,13.699333333333321,1.2699908027854419,
128,45.53,72.49966666666666,26.969666666666654,1.5923493667179147,
129,51.56,71.53699999999999,19.97699999999999,1.3874515128006204,
130,58.42,76.15533333333332,17.735333333333315,1.3035832477462053,
131,61.45,78.808,17.358000000000004,1.2824735557363711,
132,44.61,80.31566666666667,35.70566666666667,1.8003960248075919,
133,41.2,75.173,33.973,1.8245873786407767,
134,59.14,81.97466666666668,22.834666666666678,1.3861120505016347,
135,55.81,76.943,21.132999999999996,1.3786597383981365,
136,51.73,76.069,24.339000000000006,1.4705006765899866,
137,37.8,68.239,30.439000000000007,1.8052645502645506,
138,59.68,81.85866666666666,22.178666666666665,1.3716264521894548,
139,61.02,68.18833333333333,7.1683333333333294,1.1174751447612803,
140,69.76,78.01433333333334,8.254333333333335,1.1183247324159022,
141,55.53,78.58500000000001,23.055000000000007,1.4151809832522961,
142,61.44,77.74566666666666,16.305666666666667,1.2653917100694445,
143,58.78,76.89366666666666,18.11366666666666,1.3081603720086197,
144,55.73,71.17066666666666,15.440666666666665,1.277062025240744,
145,73.78,88.69233333333334,14.912333333333336,1.2021189120809614,
146,48.95,77.08066666666666,28.130666666666656,1.5746816479400747,
147,54.45,85.17900000000002,30.729000000000013,1.56435261707989,
148,55.56,78.66266666666667,23.102666666666664,1.4158147348212142,
149,48.09,71.71033333333334,23.620333333333335,1.4911693352741389,
150,55.53,81.08666666666667,25.556666666666672,1.4602317065850292,
151,51.16,77.81400000000001,26.65400000000001,1.5209929632525412,
152,60.71,86.23100000000002,25.521000000000022,1.420375555921595,
153,58.95,88.926,29.976,1.508498727735369,
154,52.82,82.51466666666667,29.69466666666667,1.5621860406411714,
155,52.45,81.73700000000001,29.287000000000006,1.5583794089609153,
156,70.75,75.71833333333333,4.968333333333334,1.0702237926972908,
157,55.9,86.06400000000002,30.164000000000023,1.5396064400715568,
158,57.32,83.314,25.993999999999993,1.4534891835310535,
159,51.61,83.96666666666665,32.356666666666655,1.6269456823612993,
160,44.88,74.15466666666666,29.274666666666654,1.652287581699346,
161,58.0,69.96733333333333,11.967333333333329,1.2063333333333333,
162,46.79,83.55900000000001,36.76900000000001,1.7858303056208595,
163,56.57,83.70300000000002,27.133000000000017,1.4796358493901365,
164,45.86,79.78699999999999,33.92699999999999,1.7397950283471433,
165,54.44,80.75399999999999,26.313999999999993,1.4833578251285817,
166,60.5,77.74666666666666,17.246666666666655,1.285068870523416,
167,51.6,83.54366666666667,31.943666666666665,1.61906330749354,
168,51.02,68.27133333333333,17.251333333333328,1.3381288383640402,
169,57.89,76.89666666666666,19.00666666666666,1.328323832555997,
170,61.24,75.805,14.565000000000005,1.2378347485303725,
171,55.84,79.80933333333333,23.969333333333324,1.4292502387774593,
172,37.75,78.79266666666666,41.04266666666666,2.087222958057395,
173,60.33,83.82300000000004,23.493000000000038,1.3894082545997022,
174,52.66,76.696,24.036,1.456437523737182,
175,51.17,74.515,23.345,1.4562243502051984,
176,54.53,73.50966666666666,18.97966666666666,1.3480591723210464,
177,56.48,74.21533333333333,17.735333333333337,1.3140108593012276,
178,46.32,72.86933333333334,26.549333333333344,1.5731721358664366,
179,48.07,81.78166666666667,33.711666666666666,1.7013036543928992,
180,54.7,76.84266666666666,22.142666666666656,1.404801950030469,
181,46.21,75.70833333333334,29.498333333333342,1.6383538916540432,
182,51.68,76.79866666666666,25.118666666666662,1.4860423116615067,
183,54.27,79.34466666666667,25.074666666666666,1.4620355015048214,
184,66.8,75.52533333333332,8.725333333333325,1.1306187624750497,
185,51.72,81.27766666666666,29.557666666666663,1.571493941737561,
186,54.88,82.20066666666666,27.32066666666666,1.4978255587949465,
187,50.91,84.82466666666666,33.91466666666666,1.6661690565049434,
188,63.69,72.734,9.043999999999997,1.1420003140210393,
189,60.73,70.39333333333333,9.663333333333334,1.159119600417147,
190,45.14,76.96300000000001,31.823000000000008,1.7049844926894109,
191,39.16,76.55900000000001,37.399000000000015,1.95503064351379,
192,54.54,77.31533333333334,22.775333333333343,1.417589536731451,
193,48.19,82.92633333333333,34.736333333333334,1.7208203638375874,
194,53.4,70.79266666666668,17.392666666666678,1.3257053682896383,
195,65.59,83.09866666666667,17.50866666666667,1.2669410987447274,
196,52.39,68.41366666666667,16.02366666666667,1.3058535343895146,
197,47.2,82.684,35.483999999999995,1.751779661016949,
198,58.56,79.16733333333333,20.60733333333333,1.3519011839708561,
199,66.9,79.33333333333333,12.433333333333323,1.1858495266567013,
200,58.18,80.98800000000001,22.808000000000014,1.392024750773462,
201,59.01,85.76533333333333,26.755333333333333,1.453403377958538,
202,51.79,74.45933333333333,22.669333333333334,1.437716418871082,
203,61.88,85.323,23.44299999999999,1.3788461538461536,
204,61.92,83.57366666666667,21.653666666666666,1.3497039190353144,
205,53.76,78.25733333333335,24.49733333333335,1.4556795634920638,
206,57.88,77.39533333333333,19.515333333333324,1.3371688551025107,
207,57.3,77.29466666666666,19.99466666666666,1.3489470622454915,
208,40.26,74.766,34.50600000000001,1.8570789865871835,
209,46.48,80.98733333333334,34.50733333333334,1.7424125071715435,
210,52.6,81.15233333333335,28.552333333333344,1.5428200253485427,
211,46.16,72.233,26.073000000000008,1.5648396880415947,
212,56.41,80.225,23.814999999999998,1.4221769189859954,
213,58.75,90.73633333333332,31.98633333333332,1.5444482269503543,
214,45.46,77.41066666666667,31.95066666666667,1.7028303270274234,
215,52.66,84.57266666666666,31.912666666666667,1.6060134194201798,
216,51.51,74.67999999999999,23.169999999999995,1.4498155697922732,
217,43.18,84.39566666666667,41.21566666666667,1.9545082599969124,
218,48.85,84.97800000000001,36.12800000000001,1.73957011258956,
219,56.09,74.47033333333333,18.380333333333326,1.3276935876864562,
220,62.72,77.28466666666667,14.564666666666668,1.232217261904762,
221,55.63,78.59100000000001,22.961000000000006,1.4127449218047816,
222,55.84,83.695,27.85499999999999,1.4988359598853866,
223,68.41,79.371,10.960999999999999,1.160225113287531,
224,59.28,72.61866666666666,13.338666666666654,1.2250112460638773,
225,47.47,71.97266666666667,24.50266666666667,1.5161716171617163,
226,51.53,81.01066666666668,29.48066666666668,1.572106863315868,
227,41.96,83.76966666666667,41.809666666666665,1.996417222751827,
228,50.11,79.66966666666666,29.559666666666658,1.5898955630945253,
229,58.59,86.69066666666667,28.10066666666667,1.479615406497127,
230,51.36,79.50833333333333,28.148333333333326,1.5480594496365523,
231,53.77,75.70766666666667,21.937666666666665,1.4079908251193354,
232,50.92,76.039,25.119,1.4933032207384132,
233,49.37,67.06766666666667,17.69766666666667,1.3584700560394303,
234,55.03,86.18466666666669,31.154666666666685,1.566139681385911,
235,56.5,79.54633333333332,23.046333333333322,1.407899705014749,
236,50.15,75.353,25.202999999999996,1.5025523429710868,
237,52.44,88.86766666666666,36.42766666666667,1.6946542079837275,
238,57.95,77.36833333333334,19.418333333333337,1.3350877192982455,
239,49.06,78.29166666666666,29.231666666666655,1.5958350319336865,
240,46.48,77.94566666666667,31.46566666666667,1.6769721744119337,
241,66.92,85.95333333333333,19.03333333333333,1.2844192070133493,
242,52.3,78.829,26.528999999999996,1.507246653919694,
243,59.64,82.73066666666665,23.09066666666665,1.3871674491392798,
244,55.73,72.70133333333334,16.97133333333334,1.304527782762127,
245,59.21,79.81833333333333,20.608333333333327,1.348054945673591,
246,46.63,85.71433333333333,39.084333333333326,1.8381799985703051,
247,52.06,75.87633333333333,23.816333333333333,1.457478550390575,
248,59.92,86.44499999999998,26.524999999999977,1.4426735647530036,
249,38.46,68.50566666666666,30.045666666666655,1.781218582076616,
250,56.12,86.76833333333335,30.648333333333348,1.54612140650986,
251,60.64,68.70066666666666,8.060666666666663,1.1329265611257695,
252,48.56,79.69933333333334,31.13933333333334,1.6412548050521691,
253,46.22,74.166,27.945999999999998,1.6046300302899177,
254,41.08,78.19433333333335,37.11433333333335,1.903464784160987,
255,41.67,71.71999999999998,30.049999999999983,1.7211423086153104,
256,46.89,78.21066666666665,31.320666666666654,1.6679604748702634,
257,54.53,69.69033333333334,15.160333333333341,1.2780182162723883,
258,53.61,80.31233333333333,26.70233333333333,1.4980849344027856,
259,53.75,86.77033333333333,33.020333333333326,1.6143317829457362,
260,45.96,81.63533333333334,35.675333333333334,1.7762257035102988,
261,64.54,72.61366666666666,8.073666666666654,1.1250955479805802,
262,60.0,86.881,26.881,1.4480166666666667,
263,53.4,77.277,23.877000000000002,1.4471348314606742,
264,47.72,78.584,30.864000000000004,1.6467728415758593,
265,49.11,79.46233333333333,30.352333333333334,1.618047919636191,
266,51.18,82.19566666666665,31.015666666666654,1.6060114628109936,
267,56.03,89.64233333333331,33.61233333333331,1.5998988637039677,
268,44.64,77.64333333333333,33.00333333333333,1.739321983273596,
269,53.81,77.20466666666667,23.394666666666666,1.434764294121291,
270,54.28,83.10700000000001,28.827000000000012,1.5310795873249818,
271,54.25,76.59566666666669,22.345666666666688,1.4119016897081418,
272,57.73,64.93133333333333,7.201333333333331,1.1247416132571164,
273,49.62,83.29433333333333,33.67433333333333,1.6786443638317883,
274,51.91,73.18433333333331,21.274333333333317,1.4098311179605725,
275,58.49,82.42766666666667,23.937666666666665,1.4092608423092265,
276,48.66,71.47833333333332,22.818333333333328,1.4689341005617207,
277,46.85,78.96033333333332,32.11033333333332,1.6853859836357166,
278,60.46,81.62933333333334,21.169333333333334,1.350137832175543,
279,44.95,74.69133333333335,29.741333333333344,1.6616536892843903,
280,57.69,83.11166666666668,25.42166666666668,1.440659848616167,
281,58.48,79.34533333333333,20.865333333333332,1.356794345645235,
282,55.17,70.68966666666667,15.519666666666666,1.281306265482448,
283,49.88,80.05633333333334,30.17633333333334,1.604978615343491,
284,54.02,83.96600000000001,29.946000000000005,1.5543502406516105,
285,43.85,72.81066666666668,28.960666666666675,1.6604484986697075,
286,47.44,73.15766666666667,25.717666666666673,1.5421093310848792,
287,50.14,75.06833333333333,24.928333333333327,1.4971745778486902,
288,53.48,88.92033333333333,35.440333333333335,1.662683869359262,
289,58.18,65.01766666666666,6.837666666666657,1.1175260685229744,
290,37.75,74.90666666666667,37.156666666666666,1.9842825607064019,
291,51.81,83.57233333333333,31.76233333333333,1.6130541079585665,
292,55.91,85.35466666666669,29.44466666666669,1.5266440112084902,
293,50.83,68.30833333333334,17.47833333333334,1.3438586136795856,
294,58.67,74.45366666666666,15.783666666666662,1.269024487245043,
295,42.66,63.391333333333336,20.73133333333334,1.4859665572745744,
296,48.12,73.705,25.585,1.531691604322527,
297,49.52,70.98033333333333,21.46033333333333,1.4333669897684436,
298,56.14,75.95599999999999,19.81599999999999,1.3529747060919128,
299,46.74,73.22933333333333,26.489333333333327,1.5667379831693051,
300,54.18,77.35466666666666,23.17466666666666,1.4277347114556416,
301,64.12,72.11133333333333,7.99133333333333,1.1246309003950925,
302,56.36,75.20733333333334,18.84733333333334,1.3344097468653893,
303,58.14,81.53699999999999,23.39699999999999,1.402425180598555,
304,49.47,69.82300000000001,20.35300000000001,1.4114210632706692,
305,56.96,86.55866666666667,29.598666666666666,1.5196395131086142,
306,59.99,82.57733333333331,22.587333333333312,1.3765183086069896,
307,43.82,76.16433333333333,32.34433333333333,1.7381180587250875,
308,66.72,87.71600000000002,20.996000000000024,1.31468824940048,
309,45.02,83.38433333333333,38.36433333333333,1.8521620020731524,
310,62.21,76.90899999999999,14.698999999999991,1.2362803407812248,
311,57.33,67.64633333333335,10.316333333333347,1.1799465085179373,
312,61.23,89.085,27.854999999999997,1.454924056834885,
313,72.34,86.26633333333331,13.926333333333304,1.192512210856142,
314,52.49,74.95166666666665,22.461666666666652,1.4279227789420204,
315,51.0,77.136,26.135999999999996,1.512470588235294,
316,52.0,73.50500000000001,21.50500000000001,1.4135576923076925,
317,56.56,81.70533333333336,25.145333333333355,1.444578029231495,
318,59.64,76.497,16.857,1.282645875251509,
319,48.45,80.29966666666668,31.84966666666668,1.657371861025112,
320,56.39,79.15599999999999,22.76599999999999,1.403724064550452,
321,54.73,71.87933333333334,17.149333333333338,1.3133442962421586,
322,55.55,68.45066666666666,12.900666666666666,1.2322352235223522,
323,44.52,76.60933333333334,32.089333333333336,1.7207846660676849,
324,48.66,83.065,34.405,1.7070489108097,
325,52.53,79.94333333333334,27.41333333333334,1.5218605241449332,
326,58.12,74.532,16.412,1.282381280110117,
327,58.75,71.05199999999999,12.301999999999992,1.209395744680851,
328,35.59,70.46366666666667,34.873666666666665,1.9798726233960848,
329,44.23,85.13566666666665,40.905666666666654,1.924839852287286,
330,46.26,70.17899999999999,23.91899999999999,1.5170557717250321,
331,57.11,74.524,17.414,1.304920329189284,
332,47.12,74.66633333333333,27.54633333333333,1.5845996038483305,
333,59.73,85.18366666666667,25.45366666666667,1.4261454322227805,
334,58.89,79.41733333333333,20.52733333333333,1.3485707816833645,
335,56.68,79.82366666666665,23.143666666666654,1.4083215713949657,
336,52.62,80.446,27.826,1.5288103382744205,
337,62.65,80.53933333333333,17.889333333333333,1.2855440276669328,
338,45.78,77.35733333333333,31.57733333333333,1.6897626328818989,
339,50.0,77.96166666666667,27.961666666666673,1.5592333333333335,
340,55.67,75.87233333333333,20.20233333333333,1.3628944374588348,
341,60.07,74.14733333333332,14.077333333333321,1.2343488152710724,
342,52.65,86.14166666666668,33.49166666666668,1.6361190250079143,
343,58.22,74.321,16.101,1.276554448643078,
344,43.91,82.35133333333333,38.44133333333333,1.8754573749335763,
345,56.88,82.935,26.055,1.4580696202531644,
346,53.15,75.81333333333333,22.663333333333334,1.4264032612104107,
347,60.28,86.46566666666669,26.18566666666669,1.434400575094006,
348,53.71,85.24299999999998,31.53299999999998,1.5870973747905415,
349,56.51,77.81733333333332,21.307333333333325,1.3770542086946262,
350,44.42,77.69633333333333,33.276333333333326,1.74912952123668,
351,46.55,77.21533333333333,30.665333333333336,1.6587611886860008,
352,55.21,68.44866666666667,13.238666666666667,1.2397874781138682,
353,51.8,83.30666666666667,31.506666666666675,1.6082368082368084,
354,52.09,76.48466666666667,24.394666666666666,1.4683176553401165,
355,61.35,76.32333333333334,14.973333333333336,1.2440641130127683,
356,61.0,77.01966666666667,16.019666666666666,1.2626174863387978,
357,53.6,77.11200000000001,23.512000000000008,1.4386567164179105,
358,37.89,75.68933333333334,37.79933333333334,1.9976071082959446,
359,54.33,76.08533333333332,21.755333333333326,1.4004294742008712,
360,38.96,65.16833333333334,26.208333333333336,1.672698494182067,
361,46.09,74.23733333333332,28.14733333333332,1.610703695667896,
362,59.36,84.09933333333335,24.73933333333335,1.4167677448337828,
363,41.28,69.49933333333334,28.21933333333334,1.683607881136951,
364,45.5,73.94900000000001,28.449000000000012,1.6252527472527476,
365,52.43,75.27499999999999,22.84499999999999,1.435723822239176,
366,57.77,87.55,29.779999999999994,1.515492470140211,
367,54.92,79.68100000000001,24.76100000000001,1.4508557902403498,
368,52.37,79.68733333333334,27.317333333333345,1.521621793647763,
369,53.28,78.48599999999999,25.20599999999999,1.4730855855855853,
370,51.33,67.01133333333334,15.681333333333342,1.30550035716605,
371,46.48,83.40700000000001,36.927000000000014,1.7944707401032707,
372,53.07,90.57833333333333,37.50833333333333,1.7067709314741537,
373,59.88,79.517,19.636999999999993,1.327939211756847,
374,58.4,79.01166666666667,20.61166666666667,1.3529394977168951,
375,64.47,64.57466666666669,0.104666666666688,1.0016234941316378,
376,56.32,70.23400000000002,13.914000000000023,1.2470525568181823,
377,52.88,78.60833333333333,25.72833333333333,1.4865418557740797,
378,52.38,69.02066666666667,16.640666666666668,1.31769123074965,
379,53.03,78.49366666666667,25.46366666666667,1.4801747438556792,
380,49.64,82.99,33.349999999999994,1.6718372280419016,
381,60.44,82.39866666666666,21.95866666666666,1.3633134789322743,
382,52.77,73.86266666666667,21.092666666666666,1.3997094308634956,
383,56.46,76.36766666666666,19.907666666666664,1.3525977092927146,
384,52.08,82.71933333333334,30.63933333333334,1.5883128520225296,
385,50.53,80.18,29.650000000000006,1.586780130615476,
386,61.47,83.918,22.448000000000008,1.3651862697250692,
387,58.59,74.74733333333332,16.157333333333312,1.2757694714683958,
388,52.99,78.10966666666667,25.119666666666667,1.4740454173743474,
389,56.01,81.24599999999998,25.235999999999983,1.450562399571505,
390,46.57,84.56433333333331,37.99433333333331,1.8158542695583704,
391,51.25,72.108,20.858000000000004,1.4069853658536586,
392,46.9,68.89633333333335,21.996333333333347,1.4690049751243783,
393,56.62,71.45266666666667,14.832666666666675,1.2619686800894856,
394,63.25,81.84533333333333,18.59533333333333,1.2939973649538867,
395,57.72,77.41033333333331,19.690333333333314,1.3411353661353658,
396,45.32,78.44500000000001,33.12500000000001,1.7309135039717565,
397,61.36,91.374,30.013999999999996,1.4891460234680574,
398,61.93,71.42766666666667,9.497666666666667,1.1533613219226009,
399,58.26,77.32533333333333,19.065333333333335,1.3272456802837853,
400,52.43,77.07900000000001,24.649000000000008,1.4701316040434866,
401,55.39,78.24600000000001,22.85600000000001,1.412637660227478,
402,51.21,82.50399999999999,31.29399999999999,1.6110915836750632,
403,66.42,78.97466666666666,12.554666666666662,1.1890193716751982,
404,50.18,84.59833333333331,34.418333333333315,1.6858974358974355,
405,58.59,83.31533333333333,24.725333333333325,1.422006030608181,
406,38.86,77.55866666666667,38.69866666666667,1.9958483444844741,
407,58.14,77.238,19.098,1.3284829721362228,
408,62.05,79.78933333333333,17.739333333333335,1.285887724952995,
409,60.33,83.175,22.845,1.3786673296867231,
410,56.97,79.327,22.357,1.3924346147094961,
411,59.56,91.34200000000001,31.78200000000001,1.5336131631967764,
412,47.59,78.071,30.480999999999995,1.6404916999369614,
413,47.67,70.54266666666668,22.872666666666674,1.4798126005174466,
414,53.02,78.695,25.67499999999999,1.4842512259524705,
415,71.1,88.85666666666665,17.75666666666666,1.2497421472105015,
416,42.07,80.69466666666666,38.62466666666666,1.9181047460581568,
417,56.2,80.15933333333334,23.959333333333333,1.4263226571767498,
418,57.34,82.07566666666668,24.735666666666674,1.4313858853621673,
419,44.13,71.87033333333333,27.740333333333332,1.6286048795226225,
420,53.25,79.03933333333333,25.78933333333333,1.4843067292644758,
421,43.48,70.19933333333333,26.71933333333333,1.614520085863232,
422,38.23,67.96033333333334,29.73033333333334,1.7776702415206211,
423,57.71,76.73433333333334,19.024333333333338,1.3296540172124993,
424,58.69,69.51033333333334,10.820333333333338,1.1843641733401489,
425,61.23,84.53666666666668,23.30666666666668,1.3806412978387503,
426,48.08,83.14633333333333,35.06633333333333,1.7293330560177482,
427,51.67,79.47333333333333,27.803333333333327,1.5380943164957097,
428,46.06,79.49466666666666,33.43466666666666,1.725893761760023,
429,39.53,76.66799999999999,37.13799999999999,1.9394889956994685,
430,53.24,74.03533333333333,20.795333333333325,1.3905960430753816,
431,62.52,86.368,23.847999999999992,1.3814459373000638,
432,49.25,73.416,24.165999999999997,1.4906802030456852,
433,44.3,89.33766666666666,45.03766666666667,2.0166516177577125,
434,63.95,95.60133333333333,31.651333333333326,1.4949387542350794,
435,38.36,68.79266666666668,30.432666666666677,1.7933437608620093,
436,60.93,83.47366666666667,22.543666666666674,1.3699928880135677,
437,61.12,69.211,8.091000000000001,1.1323789267015707,
438,54.62,83.57700000000001,28.957000000000015,1.5301537898205788,
439,59.03,80.17166666666667,21.141666666666666,1.35815122254221,
440,56.15,77.52433333333333,21.374333333333333,1.3806648857227664,
441,43.66,69.18333333333334,25.52333333333334,1.5845930676439153,
442,63.15,77.69099999999999,14.54099999999999,1.2302612826603323,
443,59.1,74.73400000000001,15.634000000000007,1.2645346869712353,
444,39.44,62.51833333333333,23.078333333333333,1.5851504394861393,
445,56.77,80.767,23.996999999999993,1.4227056543949268,
446,59.83,86.01033333333335,26.18033333333335,1.437578695191933,
447,55.77,89.52933333333334,33.75933333333334,1.605331420716036,
448,50.52,86.18900000000002,35.66900000000002,1.7060372129849568,
