budget,subset,boundary_definition,quantile,run_id,prediction_count,mean_confidence,median_confidence,fraction_confidence_ge_080,fraction_confidence_ge_090,accuracy_confidence_ge_080,accuracy_confidence_ge_090,brier_score
30,all_test,all,all,primary_common__r03_f01,81,0.865792080393,0.919562131114,0.740740740741,0.592592592593,0.983333333333,1,0.061338032441
30,all_test,all,all,primary_common__r03_f02,81,0.788997809907,0.811604535216,0.518518518519,0.123456790123,1,1,0.0620027886627
30,all_test,all,all,primary_common__r03_f03,81,0.912847366876,0.951711118047,0.864197530864,0.753086419753,0.971428571429,1,0.0560956428146
30,all_test,all,all,primary_common__r03_f04,81,0.863319212316,0.906477802845,0.753086419753,0.543209876543,1,1,0.0349006696186
30,all_test,all,all,primary_common__r03_f05,81,0.90474805084,0.942172666237,0.913580246914,0.691358024691,1,1,0.0236846162978
30,all_test,all,all,primary_common__r04_f01,81,0.871951850014,0.901556867682,0.814814814815,0.506172839506,1,1,0.0419513138639
30,all_test,all,all,primary_common__r04_f02,81,0.868281655243,0.910703289675,0.851851851852,0.543209876543,0.985507246377,0.977272727273,0.0422112052895
30,all_test,all,all,primary_common__r04_f03,81,0.888636557612,0.935037887224,0.864197530864,0.641975308642,0.985714285714,1,0.0462219847536
30,all_test,all,all,primary_common__r04_f04,81,0.872519227372,0.91563874159,0.827160493827,0.555555555556,1,1,0.0288945649081
30,all_test,all,all,primary_common__r04_f05,81,0.887421522586,0.915409792706,0.888888888889,0.604938271605,1,1,0.0406720057317
40,B1_q20,B1,20,primary_common__r01_f01,17,0.722933574096,0.724801862581,0.176470588235,0,1,,0.130737386463
40,B1_q20,B1,20,primary_common__r01_f02,17,0.787638745665,0.803018518674,0.529411764706,0.294117647059,1,1,0.118993059194
40,B1_q20,B1,20,primary_common__r01_f03,17,0.750103786787,0.759674962923,0.411764705882,0.176470588235,1,1,0.117901740539
40,B1_q20,B1,20,primary_common__r01_f04,17,0.725008441833,0.736816150573,0.294117647059,0,1,,0.142194175921
40,B1_q20,B1,20,primary_common__r01_f05,17,0.832137441691,0.884928052686,0.647058823529,0.470588235294,0.909090909091,1,0.149659016893
40,B1_q20,B1,20,primary_common__r02_f01,17,0.810261641768,0.829805651018,0.647058823529,0.294117647059,0.909090909091,1,0.1080403373
40,B1_q20,B1,20,primary_common__r02_f02,17,0.813827774993,0.796562254355,0.470588235294,0.235294117647,1,1,0.134486131286
40,B1_q20,B1,20,primary_common__r02_f03,17,0.722047119652,0.702974041109,0.294117647059,0.117647058824,0.8,1,0.173152371005
40,B1_q20,B1,20,primary_common__r02_f04,17,0.804594083561,0.894013462103,0.588235294118,0.411764705882,1,1,0.103618534817
40,B1_q20,B1,20,primary_common__r02_f05,17,0.791985704864,0.813074595332,0.529411764706,0.294117647059,1,1,0.0742489308471
40,B1_q20,B1,20,primary_common__r03_f01,17,0.688307767737,0.688592378215,0.294117647059,0,0.8,,0.195986527776
40,B1_q20,B1,20,primary_common__r03_f02,17,0.698738838458,0.709830122538,0.117647058824,0,1,,0.0986337092808
40,B1_q20,B1,20,primary_common__r03_f03,17,0.826408533061,0.856713859144,0.647058823529,0.470588235294,0.818181818182,0.875,0.221865529811
