boundary_definition,quantile,budget,matched_run_count,mean_binary_minus_random_accuracy,median_binary_minus_random_accuracy,sd_binary_minus_random_accuracy,ci95_lower,ci95_upper
B3,20,58,20,0.0647058823529,0.0588235294118,0.085136504316,0.0248607718208,0.104550992885
B3,20,59,20,0.0558823529412,0.0588235294118,0.0842224768428,0.0164650204344,0.095299685448
B3,20,60,20,0.0617647058824,0.0588235294118,0.09047719462,0.0194200753477,0.104109336417
B3,20,61,20,0.0617647058824,0.0588235294118,0.0924681303292,0.0184882887536,0.105041123011
B3,20,62,20,0.0676470588235,0.0588235294118,0.0900737268589,0.0254912570136,0.109802860633
B3,20,63,20,0.0558823529412,0.0588235294118,0.0750766014448,0.02074542188,0.0910192840024
B3,20,64,20,0.05,0.0588235294118,0.0769927398441,0.0139662885632,0.0860337114368
B3,20,65,20,0.0529411764706,0.0588235294118,0.0761005574626,0.0173250192415,0.0885573336997
B3,20,66,20,0.0529411764706,0.0588235294118,0.0761005574626,0.0173250192415,0.0885573336997
B3,20,67,20,0.0529411764706,0.0588235294118,0.0761005574626,0.0173250192415,0.0885573336997
B3,20,68,20,0.0470588235294,0.0588235294118,0.0753792088844,0.011780267827,0.0823373792318
B3,20,69,20,0.0470588235294,0.0588235294118,0.0753792088844,0.011780267827,0.0823373792318
B3,20,70,20,0.0382352941176,0.0588235294118,0.0695354934399,0.00569168143025,0.070778906805
B3,20,71,20,0.0470588235294,0.0588235294118,0.0729231976245,0.012929716479,0.0811879305799
B3,20,72,20,0.0411764705882,0.0588235294118,0.0716636348621,0.00763685705636,0.0747160841201
B3,20,73,20,0.0382352941176,0.0294117647059,0.0721069846006,0.00448818652107,0.0719824017142
B3,20,74,20,0.0382352941176,0.0294117647059,0.0721069846006,0.00448818652107,0.0719824017142
B3,20,75,20,0.0382352941176,0.0294117647059,0.0721069846006,0.00448818652107,0.0719824017142
B3,20,76,20,0.0411764705882,0.0294117647059,0.0834076642938,0.00214048209292,0.0802124590835
B3,20,77,20,0.0411764705882,0.0294117647059,0.0834076642938,0.00214048209292,0.0802124590835
B3,20,78,20,0.0441176470588,0.0588235294118,0.0806886224763,0.00635420930574,0.0818810848119
B3,20,79,20,0.0441176470588,0.0588235294118,0.0829149333798,0.00531226372972,0.0829230303879
B3,20,80,20,0.0470588235294,0.0588235294118,0.0800655349857,0.00958699969837,0.0845306473605
B3,30,16,20,0.048,0.04,0.0752259753571,0.0127931597959,0.0832068402041
B3,30,17,20,0.052,0.04,0.081149634367,0.0140208020405,0.0899791979595
B3,30,18,20,0.06,0.04,0.0704870275486,0.0270110556416,0.0929889443584
B3,30,19,20,0.038,0.04,0.0510520889825,0.0141068868784,0.0618931131216
B3,30,20,20,0.054,0.04,0.0714069140099,0.0205805355254,0.0874194644746
B3,30,21,20,0.062,0.04,0.066775350006,0.0307481742035,0.0932518257965
B3,30,22,20,0.06,0.08,0.0846043423049,0.0204039489556,0.0995960510444
B3,30,23,20,0.058,0.06,0.066775350006,0.0267481742035,0.0892518257965
B3,30,24,20,0.056,0.04,0.0654056170129,0.0253892289772,0.0866107710228
B3,30,25,20,0.06,0.06,0.0655342417527,0.0293290307459,0.0906709692541
B3,30,26,20,0.064,0.08,0.0750017543654,0.0288980984502,0.0991019015498
B3,30,27,20,0.056,0.08,0.0679318543991,0.0242069134864,0.0877930865136
B3,30,28,20,0.04,0.06,0.0860844138958,-0.000288745871466,0.0802887458715
B3,30,29,20,0.038,0.04,0.0940100778472,-0.00599807078116,0.0819980707812
B3,30,30,20,0.024,0.04,0.07155417528,-0.00948838487053,0.0574883848705
B3,30,31,20,0.036,0.04,0.0647586612781,0.0056920135814,0.0663079864186
B3,30,32,20,0.034,0.04,0.0677767232206,0.00227951711281,0.0657204828872
B3,30,33,20,0.042,0.04,0.077296421923,0.0058241609753,0.0781758390247
B3,30,34,20,0.036,0.04,0.0732982372158,0.00169536901781,0.0703046309822
B3,30,35,20,0.042,0.04,0.0628783286238,0.0125720363524,0.0714279636476
B3,30,36,20,0.032,0.04,0.060314962794,0.00377172848972,0.0602282715103
B3,30,37,20,0.026,0.04,0.0665226514647,-0.00513355923873,0.0571335592387
B3,30,38,20,0.02,0.04,0.0692820323028,-0.0124249892237,0.0524249892237
B3,30,39,20,0.024,0,0.0525557348265,-0.000596841038807,0.0485968410388
B3,30,40,20,0.036,0,0.0709632966658,0.00278815483334,0.0692118451667
B3,30,41,20,0.038,0.04,0.071642386748,0.00447033089164,0.0715296691084
B3,30,42,20,0.036,0.02,0.0709632966658,0.00278815483334,0.0692118451667
B3,30,43,20,0.034,0,0.0759778361033,-0.00155872186498,0.069558721865
B3,30,44,20,0.038,0.02,0.0761991849659,0.00233768367848,0.0736623163215
B3,30,45,20,0.03,0.02,0.0697363455792,-0.00263761438213,0.0626376143821
B3,30,46,20,0.038,0.04,0.0680247632929,0.00616343078563,0.0698365692144
B3,30,47,20,0.036,0.04,0.0685488684693,0.00391814201258,0.0680818579874
B3,30,48,20,0.044,0.04,0.072140214349,0.0102373404025,0.0777626595975
B3,30,49,20,0.044,0.04,0.072140214349,0.0102373404025,0.0777626595975
B3,30,50,20,0.05,0.04,0.0709336235319,0.0168020422875,0.0831979577125
B3,30,51,20,0.048,0.04,0.0785124864357,0.0112550252642,0.0847449747358
B3,30,52,20,0.046,0.04,0.079233166899,0.008917736425,0.083082263575
B3,30,53,20,0.05,0.04,0.0777309800733,0.0136207815005,0.0863792184995
B3,30,54,20,0.046,0.04,0.0882818453054,0.00468282457174,0.0873171754283
B3,30,55,20,0.052,0.04,0.081149634367,0.0140208020405,0.0899791979595
B3,30,56,20,0.048,0.04,0.0729527604903,0.0138570571024,0.0821429428976
B3,30,57,20,0.044,0.04,0.072140214349,0.0102373404025,0.0777626595975
B3,30,58,20,0.046,0.04,0.0725766382595,0.012033087725,0.079966912275
B3,30,59,20,0.04,0.04,0.0722568517968,0.00618275239657,0.0738172476034
B3,30,60,20,0.048,0.04,0.0763372020777,0.0122730896818,0.0837269103182
B3,30,61,20,0.046,0.06,0.0770782241076,0.00992628069639,0.0820737193036
B3,30,62,20,0.05,0.06,0.0744099597182,0.0151750668708,0.0848249331292
B3,30,63,20,0.04,0.06,0.0608708728202,0.0115115545888,0.0684884454112
B3,30,64,20,0.038,0.06,0.0615244923416,0.00920565123645,0.0667943487636
B3,30,65,20,0.04,0.06,0.0608708728202,0.0115115545888,0.0684884454112
B3,30,66,20,0.04,0.06,0.0635775531391,0.010244789206,0.069755210794
B3,30,67,20,0.04,0.06,0.0635775531391,0.010244789206,0.069755210794
B3,30,68,20,0.036,0.04,0.0634449616431,0.00630684393627,0.0656931560637
B3,30,69,20,0.036,0.04,0.0634449616431,0.00630684393627,0.0656931560637
B3,30,70,20,0.032,0.02,0.0559699167316,0.00580527264347,0.0581947273565
B3,30,71,20,0.034,0.04,0.0598594845846,0.00598489885352,0.0620151011465
B3,30,72,20,0.032,0.04,0.0589022383633,0.00443290387558,0.0595670961244
B3,30,73,20,0.028,0.02,0.0567172117198,0.00145552782319,0.0545444721768
B3,30,74,20,0.028,0.02,0.0567172117198,0.00145552782319,0.0545444721768
B3,30,75,20,0.028,0.02,0.0567172117198,0.00145552782319,0.0545444721768
B3,30,76,20,0.03,0.02,0.0634117704498,0.000322377892898,0.0596776221071
B3,30,77,20,0.032,0.04,0.0630455140522,0.00249379116342,0.0615062088366
B3,30,78,20,0.034,0.06,0.0612501342641,0.00533405476925,0.0626659452307
B3,30,79,20,0.034,0.04,0.06260990337,0.00469766323828,0.0633023367617
B3,30,80,20,0.034,0.04,0.0612501342641,0.00533405476925,0.0626659452307
