run_id,method,budget,keyhole_discovered,non_keyhole_discovered,keyhole_discovery_fraction_of_73,same_simulator_query_budget,candidate_pool_count,candidate_keyhole_count,candidate_keyhole_prevalence,queried_keyhole_fraction,keyhole_enrichment
primary_common__r04_f03,max_depth_straddle,80,19,61,0.260273972603,True,324,59,0.182098765432,0.2375,1.30423728814
primary_common__r04_f04,max_depth_straddle,80,20,60,0.27397260274,True,324,58,0.179012345679,0.25,1.39655172414
primary_common__r04_f05,max_depth_straddle,80,20,60,0.27397260274,True,324,59,0.182098765432,0.25,1.37288135593
primary_common__r01_f01,shared_random_binary_head,80,14,66,0.191780821918,True,324,58,0.179012345679,0.175,0.977586206897
primary_common__r01_f02,shared_random_binary_head,80,9,71,0.123287671233,True,324,58,0.179012345679,0.1125,0.628448275862
primary_common__r01_f03,shared_random_binary_head,80,13,67,0.178082191781,True,324,59,0.182098765432,0.1625,0.892372881356
primary_common__r01_f04,shared_random_binary_head,80,14,66,0.191780821918,True,324,59,0.182098765432,0.175,0.961016949153
primary_common__r01_f05,shared_random_binary_head,80,12,68,0.164383561644,True,324,58,0.179012345679,0.15,0.837931034483
primary_common__r02_f01,shared_random_binary_head,80,13,67,0.178082191781,True,324,58,0.179012345679,0.1625,0.90775862069
primary_common__r02_f02,shared_random_binary_head,80,17,63,0.232876712329,True,324,59,0.182098765432,0.2125,1.16694915254
primary_common__r02_f03,shared_random_binary_head,80,14,66,0.191780821918,True,324,59,0.182098765432,0.175,0.961016949153
primary_common__r02_f04,shared_random_binary_head,80,17,63,0.232876712329,True,324,58,0.179012345679,0.2125,1.18706896552
primary_common__r02_f05,shared_random_binary_head,80,14,66,0.191780821918,True,324,58,0.179012345679,0.175,0.977586206897
primary_common__r03_f01,shared_random_binary_head,80,19,61,0.260273972603,True,324,58,0.179012345679,0.2375,1.32672413793
primary_common__r03_f02,shared_random_binary_head,80,17,63,0.232876712329,True,324,59,0.182098765432,0.2125,1.16694915254
primary_common__r03_f03,shared_random_binary_head,80,13,67,0.178082191781,True,324,59,0.182098765432,0.1625,0.892372881356
primary_common__r03_f04,shared_random_binary_head,80,14,66,0.191780821918,True,324,58,0.179012345679,0.175,0.977586206897
primary_common__r03_f05,shared_random_binary_head,80,12,68,0.164383561644,True,324,58,0.179012345679,0.15,0.837931034483
primary_common__r04_f01,shared_random_binary_head,80,12,68,0.164383561644,True,324,58,0.179012345679,0.15,0.837931034483
primary_common__r04_f02,shared_random_binary_head,80,15,65,0.205479452055,True,324,58,0.179012345679,0.1875,1.0474137931
primary_common__r04_f03,shared_random_binary_head,80,11,69,0.150684931507,True,324,59,0.182098765432,0.1375,0.755084745763
primary_common__r04_f04,shared_random_binary_head,80,16,64,0.219178082192,True,324,58,0.179012345679,0.2,1.11724137931
primary_common__r04_f05,shared_random_binary_head,80,13,67,0.178082191781,True,324,59,0.182098765432,0.1625,0.892372881356
