run_id,method,budget,keyhole_discovered,non_keyhole_discovered,keyhole_discovery_fraction_of_73,same_simulator_query_budget,candidate_pool_count,candidate_keyhole_count,candidate_keyhole_prevalence,queried_keyhole_fraction,keyhole_enrichment
primary_common__r01_f03,max_depth_straddle,30,9,21,0.123287671233,True,324,59,0.182098765432,0.3,1.64745762712
primary_common__r01_f04,max_depth_straddle,30,7,23,0.0958904109589,True,324,59,0.182098765432,0.233333333333,1.2813559322
primary_common__r01_f05,max_depth_straddle,30,7,23,0.0958904109589,True,324,58,0.179012345679,0.233333333333,1.30344827586
primary_common__r02_f01,max_depth_straddle,30,9,21,0.123287671233,True,324,58,0.179012345679,0.3,1.67586206897
primary_common__r02_f02,max_depth_straddle,30,8,22,0.109589041096,True,324,59,0.182098765432,0.266666666667,1.46440677966
primary_common__r02_f03,max_depth_straddle,30,8,22,0.109589041096,True,324,59,0.182098765432,0.266666666667,1.46440677966
primary_common__r02_f04,max_depth_straddle,30,7,23,0.0958904109589,True,324,58,0.179012345679,0.233333333333,1.30344827586
primary_common__r02_f05,max_depth_straddle,30,8,22,0.109589041096,True,324,58,0.179012345679,0.266666666667,1.48965517241
primary_common__r03_f01,max_depth_straddle,30,9,21,0.123287671233,True,324,58,0.179012345679,0.3,1.67586206897
primary_common__r03_f02,max_depth_straddle,30,9,21,0.123287671233,True,324,59,0.182098765432,0.3,1.64745762712
primary_common__r03_f03,max_depth_straddle,30,8,22,0.109589041096,True,324,59,0.182098765432,0.266666666667,1.46440677966
primary_common__r03_f04,max_depth_straddle,30,7,23,0.0958904109589,True,324,58,0.179012345679,0.233333333333,1.30344827586
primary_common__r03_f05,max_depth_straddle,30,9,21,0.123287671233,True,324,58,0.179012345679,0.3,1.67586206897
primary_common__r04_f01,max_depth_straddle,30,7,23,0.0958904109589,True,324,58,0.179012345679,0.233333333333,1.30344827586
primary_common__r04_f02,max_depth_straddle,30,8,22,0.109589041096,True,324,58,0.179012345679,0.266666666667,1.48965517241
primary_common__r04_f03,max_depth_straddle,30,7,23,0.0958904109589,True,324,59,0.182098765432,0.233333333333,1.2813559322
primary_common__r04_f04,max_depth_straddle,30,10,20,0.13698630137,True,324,58,0.179012345679,0.333333333333,1.86206896552
primary_common__r04_f05,max_depth_straddle,30,10,20,0.13698630137,True,324,59,0.182098765432,0.333333333333,1.83050847458
primary_common__r01_f01,shared_random_binary_head,30,4,26,0.0547945205479,True,324,58,0.179012345679,0.133333333333,0.744827586207
primary_common__r01_f02,shared_random_binary_head,30,6,24,0.0821917808219,True,324,58,0.179012345679,0.2,1.11724137931
primary_common__r01_f03,shared_random_binary_head,30,5,25,0.0684931506849,True,324,59,0.182098765432,0.166666666667,0.915254237288
primary_common__r01_f04,shared_random_binary_head,30,6,24,0.0821917808219,True,324,59,0.182098765432,0.2,1.09830508475
primary_common__r01_f05,shared_random_binary_head,30,3,27,0.041095890411,True,324,58,0.179012345679,0.1,0.558620689655
primary_common__r02_f01,shared_random_binary_head,30,4,26,0.0547945205479,True,324,58,0.179012345679,0.133333333333,0.744827586207
primary_common__r02_f02,shared_random_binary_head,30,6,24,0.0821917808219,True,324,59,0.182098765432,0.2,1.09830508475
primary_common__r02_f03,shared_random_binary_head,30,8,22,0.109589041096,True,324,59,0.182098765432,0.266666666667,1.46440677966
primary_common__r02_f04,shared_random_binary_head,30,8,22,0.109589041096,True,324,58,0.179012345679,0.266666666667,1.48965517241
primary_common__r02_f05,shared_random_binary_head,30,8,22,0.109589041096,True,324,58,0.179012345679,0.266666666667,1.48965517241
primary_common__r03_f01,shared_random_binary_head,30,5,25,0.0684931506849,True,324,58,0.179012345679,0.166666666667,0.931034482759
primary_common__r03_f02,shared_random_binary_head,30,5,25,0.0684931506849,True,324,59,0.182098765432,0.166666666667,0.915254237288
primary_common__r03_f03,shared_random_binary_head,30,6,24,0.0821917808219,True,324,59,0.182098765432,0.2,1.09830508475
primary_common__r03_f04,shared_random_binary_head,30,5,25,0.0684931506849,True,324,58,0.179012345679,0.166666666667,0.931034482759
primary_common__r03_f05,shared_random_binary_head,30,5,25,0.0684931506849,True,324,58,0.179012345679,0.166666666667,0.931034482759
primary_common__r04_f01,shared_random_binary_head,30,3,27,0.041095890411,True,324,58,0.179012345679,0.1,0.558620689655
primary_common__r04_f02,shared_random_binary_head,30,6,24,0.0821917808219,True,324,58,0.179012345679,0.2,1.11724137931
primary_common__r04_f03,shared_random_binary_head,30,3,27,0.041095890411,True,324,59,0.182098765432,0.1,0.549152542373
primary_common__r04_f04,shared_random_binary_head,30,8,22,0.109589041096,True,324,58,0.179012345679,0.266666666667,1.48965517241
primary_common__r04_f05,shared_random_binary_head,30,5,25,0.0684931506849,True,324,59,0.182098765432,0.166666666667,0.915254237288
primary_common__r01_f01,binary_uncertainty_repulsion,40,19,21,0.260273972603,True,324,58,0.179012345679,0.475,2.65344827586
primary_common__r01_f02,binary_uncertainty_repulsion,40,17,23,0.232876712329,True,324,58,0.179012345679,0.425,2.37413793103
primary_common__r01_f03,binary_uncertainty_repulsion,40,15,25,0.205479452055,True,324,59,0.182098765432,0.375,2.0593220339
primary_common__r01_f04,binary_uncertainty_repulsion,40,14,26,0.191780821918,True,324,59,0.182098765432,0.35,1.92203389831
primary_common__r01_f05,binary_uncertainty_repulsion,40,15,25,0.205479452055,True,324,58,0.179012345679,0.375,2.09482758621
primary_common__r02_f01,binary_uncertainty_repulsion,40,17,23,0.232876712329,True,324,58,0.179012345679,0.425,2.37413793103
primary_common__r02_f02,binary_uncertainty_repulsion,40,19,21,0.260273972603,True,324,59,0.182098765432,0.475,2.60847457627
primary_common__r02_f03,binary_uncertainty_repulsion,40,14,26,0.191780821918,True,324,59,0.182098765432,0.35,1.92203389831
primary_common__r02_f04,binary_uncertainty_repulsion,40,17,23,0.232876712329,True,324,58,0.179012345679,0.425,2.37413793103
primary_common__r02_f05,binary_uncertainty_repulsion,40,18,22,0.246575342466,True,324,58,0.179012345679,0.45,2.51379310345
primary_common__r03_f01,binary_uncertainty_repulsion,40,18,22,0.246575342466,True,324,58,0.179012345679,0.45,2.51379310345
primary_common__r03_f02,binary_uncertainty_repulsion,40,19,21,0.260273972603,True,324,59,0.182098765432,0.475,2.60847457627
primary_common__r03_f03,binary_uncertainty_repulsion,40,17,23,0.232876712329,True,324,59,0.182098765432,0.425,2.33389830508
primary_common__r03_f04,binary_uncertainty_repulsion,40,14,26,0.191780821918,True,324,58,0.179012345679,0.35,1.95517241379
primary_common__r03_f05,binary_uncertainty_repulsion,40,18,22,0.246575342466,True,324,58,0.179012345679,0.45,2.51379310345
primary_common__r04_f01,binary_uncertainty_repulsion,40,16,24,0.219178082192,True,324,58,0.179012345679,0.4,2.23448275862
primary_common__r04_f02,binary_uncertainty_repulsion,40,17,23,0.232876712329,True,324,58,0.179012345679,0.425,2.37413793103
primary_common__r04_f03,binary_uncertainty_repulsion,40,17,23,0.232876712329,True,324,59,0.182098765432,0.425,2.33389830508
primary_common__r04_f04,binary_uncertainty_repulsion,40,19,21,0.260273972603,True,324,58,0.179012345679,0.475,2.65344827586
primary_common__r04_f05,binary_uncertainty_repulsion,40,16,24,0.219178082192,True,324,59,0.182098765432,0.4,2.19661016949
primary_common__r01_f01,max_depth_straddle,40,13,27,0.178082191781,True,324,58,0.179012345679,0.325,1.81551724138
primary_common__r01_f02,max_depth_straddle,40,11,29,0.150684931507,True,324,58,0.179012345679,0.275,1.53620689655
primary_common__r01_f03,max_depth_straddle,40,10,30,0.13698630137,True,324,59,0.182098765432,0.25,1.37288135593
primary_common__r01_f04,max_depth_straddle,40,9,31,0.123287671233,True,324,59,0.182098765432,0.225,1.23559322034
primary_common__r01_f05,max_depth_straddle,40,10,30,0.13698630137,True,324,58,0.179012345679,0.25,1.39655172414
primary_common__r02_f01,max_depth_straddle,40,12,28,0.164383561644,True,324,58,0.179012345679,0.3,1.67586206897
primary_common__r02_f02,max_depth_straddle,40,12,28,0.164383561644,True,324,59,0.182098765432,0.3,1.64745762712
primary_common__r02_f03,max_depth_straddle,40,11,29,0.150684931507,True,324,59,0.182098765432,0.275,1.51016949153
primary_common__r02_f04,max_depth_straddle,40,8,32,0.109589041096,True,324,58,0.179012345679,0.2,1.11724137931
primary_common__r02_f05,max_depth_straddle,40,11,29,0.150684931507,True,324,58,0.179012345679,0.275,1.53620689655
primary_common__r03_f01,max_depth_straddle,40,12,28,0.164383561644,True,324,58,0.179012345679,0.3,1.67586206897
primary_common__r03_f02,max_depth_straddle,40,12,28,0.164383561644,True,324,59,0.182098765432,0.3,1.64745762712
primary_common__r03_f03,max_depth_straddle,40,8,32,0.109589041096,True,324,59,0.182098765432,0.2,1.09830508475
primary_common__r03_f04,max_depth_straddle,40,9,31,0.123287671233,True,324,58,0.179012345679,0.225,1.25689655172
primary_common__r03_f05,max_depth_straddle,40,12,28,0.164383561644,True,324,58,0.179012345679,0.3,1.67586206897
primary_common__r04_f01,max_depth_straddle,40,9,31,0.123287671233,True,324,58,0.179012345679,0.225,1.25689655172
primary_common__r04_f02,max_depth_straddle,40,9,31,0.123287671233,True,324,58,0.179012345679,0.225,1.25689655172
primary_common__r04_f03,max_depth_straddle,40,10,30,0.13698630137,True,324,59,0.182098765432,0.25,1.37288135593
primary_common__r04_f04,max_depth_straddle,40,12,28,0.164383561644,True,324,58,0.179012345679,0.3,1.67586206897
primary_common__r04_f05,max_depth_straddle,40,11,29,0.150684931507,True,324,59,0.182098765432,0.275,1.51016949153
primary_common__r01_f01,shared_random_binary_head,40,6,34,0.0821917808219,True,324,58,0.179012345679,0.15,0.837931034483
primary_common__r01_f02,shared_random_binary_head,40,6,34,0.0821917808219,True,324,58,0.179012345679,0.15,0.837931034483
primary_common__r01_f03,shared_random_binary_head,40,8,32,0.109589041096,True,324,59,0.182098765432,0.2,1.09830508475
primary_common__r01_f04,shared_random_binary_head,40,8,32,0.109589041096,True,324,59,0.182098765432,0.2,1.09830508475
primary_common__r01_f05,shared_random_binary_head,40,5,35,0.0684931506849,True,324,58,0.179012345679,0.125,0.698275862069
primary_common__r02_f01,shared_random_binary_head,40,5,35,0.0684931506849,True,324,58,0.179012345679,0.125,0.698275862069
primary_common__r02_f02,shared_random_binary_head,40,8,32,0.109589041096,True,324,59,0.182098765432,0.2,1.09830508475
primary_common__r02_f03,shared_random_binary_head,40,11,29,0.150684931507,True,324,59,0.182098765432,0.275,1.51016949153
