repeat,model,prefix_tau,subset,row_count,keyhole_count,roc_auc,pr_auc,accuracy,balanced_accuracy,keyhole_recall,conduction_recall,false_negative,false_positive,brier_score
1,h_only,1.0,q30,110,37,0.938171047760089,0.8364802998650065,0.8727272727272727,0.8441318030359126,0.7567567567567568,0.9315068493150684,9,5,0.09328603452651882
1,h_only,1.0,q20,77,29,0.9094827586206896,0.8046203827314236,0.8441558441558441,0.8204022988505747,0.7241379310344828,0.9166666666666666,8,4,0.11953223744454558
1,h_plus_width_history,0.2,full,350,70,0.990765306122449,0.9616183449452721,0.9571428571428572,0.9196428571428571,0.8571428571428571,0.9821428571428571,10,5,0.031350870536431825
1,h_plus_width_history,0.2,q30,110,37,0.9474268789337282,0.8489361048494892,0.8727272727272727,0.8441318030359126,0.7567567567567568,0.9315068493150684,9,5,0.08866147505989062
1,h_plus_width_history,0.2,q20,77,29,0.9195402298850575,0.8154664958579114,0.8311688311688312,0.8099856321839081,0.7241379310344828,0.8958333333333334,8,5,0.11590846802984746
1,h_plus_width_history,0.4,full,350,70,0.9906632653061225,0.9622677260663144,0.9571428571428572,0.9142857142857144,0.8428571428571429,0.9857142857142858,11,4,0.031760125428901755
1,h_plus_width_history,0.4,q30,110,37,0.9452054794520548,0.8468761169835413,0.8727272727272727,0.8374676045908922,0.7297297297297297,0.9452054794520548,10,4,0.0913245633548632
1,h_plus_width_history,0.4,q20,77,29,0.915948275862069,0.8118469333324208,0.8311688311688312,0.8031609195402298,0.6896551724137931,0.9166666666666666,9,4,0.11873820493735629
1,h_plus_width_history,0.6,full,350,70,0.9902551020408163,0.9599004672949852,0.9514285714285714,0.9053571428571429,0.8285714285714286,0.9821428571428571,12,5,0.03283492801897034
1,h_plus_width_history,0.6,q30,110,37,0.9418733802295447,0.8401769426335739,0.8545454545454545,0.8171047760088856,0.7027027027027027,0.9315068493150684,11,5,0.09431805835971348
1,h_plus_width_history,0.6,q20,77,29,0.9094827586206896,0.803486487205036,0.8051948051948052,0.7755028735632183,0.6551724137931034,0.8958333333333334,10,5,0.12297005422694857
1,h_plus_width_history,0.8,full,350,70,0.9897448979591836,0.9581958169519319,0.9485714285714286,0.8982142857142856,0.8142857142857143,0.9821428571428571,13,5,0.033580625266645826
1,h_plus_width_history,0.8,q30,110,37,0.9378008145131433,0.834728444598972,0.8454545454545455,0.803591262495372,0.6756756756756757,0.9315068493150684,12,5,0.09704345777492654
1,h_plus_width_history,0.8,q20,77,29,0.9044540229885057,0.7984328013871913,0.7922077922077922,0.7582614942528736,0.6206896551724138,0.8958333333333334,11,5,0.12660920366328668
1,h_plus_width_history,1.0,full,350,70,0.9901530612244898,0.9595032891576836,0.9542857142857143,0.9071428571428573,0.8285714285714286,0.9857142857142858,12,4,0.03297604581004866
1,h_plus_width_history,1.0,q30,110,37,0.9396519807478712,0.8359395058330694,0.8636363636363636,0.8239540910773788,0.7027027027027027,0.9452054794520548,11,4,0.09559832655893669
1,h_plus_width_history,1.0,q20,77,29,0.9044540229885057,0.7950818942896529,0.8181818181818182,0.7859195402298851,0.6551724137931034,0.9166666666666666,10,4,0.1248612086594481
1,width_history_only,0.2,full,350,70,0.5956122448979592,0.21997925451041522,0.8,0.5,0.0,1.0,70,0,0.15607699291930716
1,width_history_only,0.2,q30,110,37,0.4120696038504258,0.2805196382115552,0.6636363636363637,0.5,0.0,1.0,37,0,0.25074787251294106
1,width_history_only,0.2,q20,77,29,0.37356321839080464,0.30315168910320395,0.6233766233766234,0.5,0.0,1.0,29,0,0.2779583126774686
1,width_history_only,0.4,full,350,70,0.7409183673469388,0.4625558215002153,0.8028571428571428,0.5125,0.02857142857142857,0.9964285714285714,68,1,0.14029671970201266
1,width_history_only,0.4,q30,110,37,0.5757126990003703,0.4414673941466477,0.6727272727272727,0.5201777119585338,0.05405405405405406,0.9863013698630136,35,1,0.22825012284923937
1,width_history_only,0.4,q20,77,29,0.548132183908046,0.47065307248131955,0.6363636363636364,0.524066091954023,0.06896551724137931,0.9791666666666666,27,1,0.2515723248830766
1,width_history_only,0.6,full,350,70,0.8251020408163265,0.5262188801420323,0.8171428571428572,0.5803571428571428,0.18571428571428572,0.975,57,7,0.1255724169703944
1,width_history_only,0.6,q30,110,37,0.7567567567567568,0.553538479436521,0.6545454545454545,0.513143280266568,0.08108108108108109,0.9452054794520548,34,4,0.1977308781729987
1,width_history_only,0.6,q20,77,29,0.7169540229885057,0.5695301627687446,0.6233766233766234,0.5204741379310345,0.10344827586206896,0.9375,26,3,0.2214450627893157
1,width_history_only,0.8,full,350,70,0.8682142857142857,0.6724824209898956,0.8657142857142858,0.7017857142857142,0.42857142857142855,0.975,40,7,0.1078044716074766
1,width_history_only,0.8,q30,110,37,0.7726767863754165,0.6506014043686672,0.7636363636363637,0.6686412439837097,0.3783783783783784,0.958904109589041,23,3,0.178208662814067
1,width_history_only,0.8,q20,77,29,0.728448275862069,0.6530744661734629,0.7142857142857143,0.6275143678160919,0.27586206896551724,0.9791666666666666,21,1,0.20496412567613875
1,width_history_only,1.0,full,350,70,0.8786734693877551,0.6806838276552203,0.8571428571428571,0.7178571428571429,0.4857142857142857,0.95,36,14,0.1045080344883127
1,width_history_only,1.0,q30,110,37,0.7815623843021104,0.6675393425650731,0.7545454545454545,0.668456127360237,0.40540540540540543,0.9315068493150684,22,5,0.17336311937704693
1,width_history_only,1.0,q20,77,29,0.7291666666666667,0.6535686112970003,0.7012987012987013,0.6239224137931034,0.3103448275862069,0.9375,20,3,0.20174664805278436
2,h_only,0.2,full,350,70,0.9889795918367348,0.9469064681239537,0.96,0.9267857142857143,0.8714285714285714,0.9821428571428571,9,5,0.030170048112257087
2,h_only,0.2,q30,112,36,0.9375,0.8175222015184209,0.875,0.8421052631578947,0.75,0.9342105263157895,9,5,0.09105623664457976
2,h_only,0.2,q20,77,29,0.9022988505747126,0.7863572788749951,0.8311688311688312,0.8099856321839081,0.7241379310344828,0.8958333333333334,8,5,0.12023873634131005
2,h_only,0.4,full,350,70,0.9889795918367348,0.9469064681239537,0.96,0.9267857142857143,0.8714285714285714,0.9821428571428571,9,5,0.030170048112257087
2,h_only,0.4,q30,112,36,0.9375,0.8175222015184209,0.875,0.8421052631578947,0.75,0.9342105263157895,9,5,0.09105623664457976
2,h_only,0.4,q20,77,29,0.9022988505747126,0.7863572788749951,0.8311688311688312,0.8099856321839081,0.7241379310344828,0.8958333333333334,8,5,0.12023873634131005
2,h_only,0.6,full,350,70,0.9889795918367348,0.9469064681239537,0.96,0.9267857142857143,0.8714285714285714,0.9821428571428571,9,5,0.030170048112257087
2,h_only,0.6,q30,112,36,0.9375,0.8175222015184209,0.875,0.8421052631578947,0.75,0.9342105263157895,9,5,0.09105623664457976
2,h_only,0.6,q20,77,29,0.9022988505747126,0.7863572788749951,0.8311688311688312,0.8099856321839081,0.7241379310344828,0.8958333333333334,8,5,0.12023873634131005
2,h_only,0.8,full,350,70,0.9889795918367348,0.9469064681239537,0.96,0.9267857142857143,0.8714285714285714,0.9821428571428571,9,5,0.030170048112257087
2,h_only,0.8,q30,112,36,0.9375,0.8175222015184209,0.875,0.8421052631578947,0.75,0.9342105263157895,9,5,0.09105623664457976
2,h_only,0.8,q20,77,29,0.9022988505747126,0.7863572788749951,0.8311688311688312,0.8099856321839081,0.7241379310344828,0.8958333333333334,8,5,0.12023873634131005
2,h_only,1.0,full,350,70,0.9889795918367348,0.9469064681239537,0.96,0.9267857142857143,0.8714285714285714,0.9821428571428571,9,5,0.030170048112257087
2,h_only,1.0,q30,112,36,0.9375,0.8175222015184209,0.875,0.8421052631578947,0.75,0.9342105263157895,9,5,0.09105623664457976
2,h_only,1.0,q20,77,29,0.9022988505747126,0.7863572788749951,0.8311688311688312,0.8099856321839081,0.7241379310344828,0.8958333333333334,8,5,0.12023873634131005
2,h_plus_width_history,0.2,full,350,70,0.9908163265306122,0.9578599183949138,0.96,0.9267857142857143,0.8714285714285714,0.9821428571428571,9,5,0.02990479892076277
2,h_plus_width_history,0.2,q30,112,36,0.9488304093567252,0.8345437230347545,0.8839285714285714,0.8559941520467836,0.7777777777777778,0.9342105263157895,8,5,0.08532868810397454
2,h_plus_width_history,0.2,q20,77,29,0.9173850574712644,0.8008313978207156,0.8571428571428571,0.8376436781609196,0.7586206896551724,0.9166666666666666,7,4,0.11188840412087808
2,h_plus_width_history,0.4,full,350,70,0.9911224489795918,0.9626111345466901,0.9571428571428572,0.9142857142857144,0.8428571428571429,0.9857142857142858,11,4,0.030464692440496342
2,h_plus_width_history,0.4,q30,112,36,0.9488304093567251,0.8428302033542876,0.875,0.8347953216374269,0.7222222222222222,0.9473684210526315,10,4,0.08755342687249643
2,h_plus_width_history,0.4,q20,77,29,0.9209770114942529,0.8165145297030232,0.8441558441558441,0.8135775862068966,0.6896551724137931,0.9375,9,3,0.1141728305740592
2,h_plus_width_history,0.6,full,350,70,0.9910204081632653,0.9604896154151079,0.9514285714285714,0.9053571428571429,0.8285714285714286,0.9821428571428571,12,5,0.03102356883629344
2,h_plus_width_history,0.6,q30,112,36,0.9462719298245614,0.8310517855164036,0.8571428571428571,0.814327485380117,0.6944444444444444,0.9342105263157895,11,5,0.08921771764316198
2,h_plus_width_history,0.6,q20,77,29,0.9152298850574713,0.8005891565340428,0.8181818181818182,0.7859195402298851,0.6551724137931034,0.9166666666666666,10,4,0.11682132467082414
2,h_plus_width_history,0.8,full,350,70,0.9903061224489796,0.958288582772678,0.9514285714285714,0.9053571428571429,0.8285714285714286,0.9821428571428571,12,5,0.03210438149792419
2,h_plus_width_history,0.8,q30,112,36,0.9418859649122806,0.8276444279145394,0.8571428571428571,0.814327485380117,0.6944444444444444,0.9342105263157895,11,5,0.09305814436320803
2,h_plus_width_history,0.8,q20,77,29,0.9116379310344828,0.8006485046302965,0.8181818181818182,0.7859195402298851,0.6551724137931034,0.9166666666666666,10,4,0.12042970870053879
2,h_plus_width_history,1.0,full,350,70,0.9908673469387755,0.9610359119678353,0.9514285714285714,0.9053571428571429,0.8285714285714286,0.9821428571428571,12,5,0.03130359910900521
2,h_plus_width_history,1.0,q30,112,36,0.9455409356725146,0.8357616870182905,0.8571428571428571,0.814327485380117,0.6944444444444444,0.9342105263157895,11,5,0.09086058280825042
2,h_plus_width_history,1.0,q20,77,29,0.9173850574712643,0.8118300291387845,0.8181818181818182,0.7859195402298851,0.6551724137931034,0.9166666666666666,10,4,0.11705767240855469
2,width_history_only,0.2,full,350,70,0.6231122448979591,0.23921660215266863,0.8,0.5,0.0,1.0,70,0,0.15350013205270485
2,width_history_only,0.2,q30,112,36,0.41922514619883045,0.2725053015211242,0.6785714285714286,0.5,0.0,1.0,36,0,0.23797168187103201
2,width_history_only,0.2,q20,77,29,0.4181034482758621,0.33067368224297494,0.6233766233766234,0.5,0.0,1.0,29,0,0.2703618541976881
2,width_history_only,0.4,full,350,70,0.7513265306122449,0.4541482502511961,0.8028571428571428,0.5125,0.02857142857142857,0.9964285714285714,68,1,0.1388184918695955
2,width_history_only,0.4,q30,112,36,0.6154970760233918,0.4440401662679187,0.6875,0.5211988304093567,0.05555555555555555,0.9868421052631579,34,1,0.21502155855596053
2,width_history_only,0.4,q20,77,29,0.5811781609195403,0.47396598887678326,0.6363636363636364,0.524066091954023,0.06896551724137931,0.9791666666666666,27,1,0.24610622804523266
2,width_history_only,0.6,full,350,70,0.8355612244897959,0.523450898379185,0.8114285714285714,0.5714285714285714,0.17142857142857143,0.9714285714285714,58,8,0.12418430897647881
2,width_history_only,0.6,q30,112,36,0.7876461988304093,0.5698374478943842,0.6785714285714286,0.5292397660818713,0.1111111111111111,0.9473684210526315,32,4,0.18683499895402514
2,width_history_only,0.6,q20,77,29,0.7658045977011495,0.6440219139658292,0.6363636363636364,0.5308908045977012,0.10344827586206896,0.9583333333333334,26,2,0.21343281630105765
2,width_history_only,0.8,full,350,70,0.8743367346938775,0.6617143552557836,0.8571428571428571,0.6964285714285714,0.42857142857142855,0.9642857142857143,40,10,0.10707224167543664
2,width_history_only,0.8,q30,112,36,0.7964181286549707,0.6450569275068383,0.7589285714285714,0.6542397660818713,0.3611111111111111,0.9473684210526315,23,4,0.1690076027440357
2,width_history_only,0.8,q20,77,29,0.7679597701149424,0.7244135262200346,0.7402597402597403,0.6619971264367817,0.3448275862068966,0.9791666666666666,19,1,0.18937536383758247
2,width_history_only,1.0,full,350,70,0.8846938775510205,0.680758697306767,0.8485714285714285,0.7017857142857142,0.45714285714285713,0.9464285714285714,38,15,0.10379360089341921
2,width_history_only,1.0,q30,112,36,0.8004385964912281,0.6662241245767082,0.7410714285714286,0.6410818713450293,0.3611111111111111,0.9210526315789473,23,6,0.16500904674362454
2,width_history_only,1.0,q20,77,29,0.7772988505747126,0.743411979465531,0.7142857142857143,0.6411637931034483,0.3448275862068966,0.9375,19,3,0.1834568512005131
3,h_only,0.2,full,350,70,0.9885204081632653,0.9438713600672977,0.96,0.9321428571428572,0.8857142857142857,0.9785714285714285,8,6,0.030420456087698576
3,h_only,0.2,q30,113,38,0.9343859649122808,0.8168114784828511,0.8761061946902655,0.8547368421052632,0.7894736842105263,0.92,8,6,0.09146272785916996
3,h_only,0.2,q20,76,28,0.9099702380952381,0.7839045553765797,0.8552631578947368,0.8333333333333333,0.75,0.9166666666666666,7,4,0.11162042233908573
3,h_only,0.4,full,350,70,0.9885204081632653,0.9438713600672977,0.96,0.9321428571428572,0.8857142857142857,0.9785714285714285,8,6,0.030420456087698576
3,h_only,0.4,q30,113,38,0.9343859649122808,0.8168114784828511,0.8761061946902655,0.8547368421052632,0.7894736842105263,0.92,8,6,0.09146272785916996
3,h_only,0.4,q20,76,28,0.9099702380952381,0.7839045553765797,0.8552631578947368,0.8333333333333333,0.75,0.9166666666666666,7,4,0.11162042233908573
3,h_only,0.6,full,350,70,0.9885204081632653,0.9438713600672977,0.96,0.9321428571428572,0.8857142857142857,0.9785714285714285,8,6,0.030420456087698576
3,h_only,0.6,q30,113,38,0.9343859649122808,0.8168114784828511,0.8761061946902655,0.8547368421052632,0.7894736842105263,0.92,8,6,0.09146272785916996
3,h_only,0.6,q20,76,28,0.9099702380952381,0.7839045553765797,0.8552631578947368,0.8333333333333333,0.75,0.9166666666666666,7,4,0.11162042233908573
3,h_only,0.8,full,350,70,0.9885204081632653,0.9438713600672977,0.96,0.9321428571428572,0.8857142857142857,0.9785714285714285,8,6,0.030420456087698576
3,h_only,0.8,q30,113,38,0.9343859649122808,0.8168114784828511,0.8761061946902655,0.8547368421052632,0.7894736842105263,0.92,8,6,0.09146272785916996
3,h_only,0.8,q20,76,28,0.9099702380952381,0.7839045553765797,0.8552631578947368,0.8333333333333333,0.75,0.9166666666666666,7,4,0.11162042233908573
3,h_only,1.0,full,350,70,0.9885204081632653,0.9438713600672977,0.96,0.9321428571428572,0.8857142857142857,0.9785714285714285,8,6,0.030420456087698576
3,h_only,1.0,q30,113,38,0.9343859649122808,0.8168114784828511,0.8761061946902655,0.8547368421052632,0.7894736842105263,0.92,8,6,0.09146272785916996
3,h_only,1.0,q20,76,28,0.9099702380952381,0.7839045553765797,0.8552631578947368,0.8333333333333333,0.75,0.9166666666666666,7,4,0.11162042233908573
3,h_plus_width_history,0.2,full,350,70,0.9917857142857143,0.9612758303228977,0.96,0.9214285714285715,0.8571428571428571,0.9857142857142858,10,4,0.029905702630152402
3,h_plus_width_history,0.2,q30,113,38,0.9533333333333334,0.8528234022927689,0.8849557522123894,0.8549122807017544,0.7631578947368421,0.9466666666666667,9,4,0.08437746155084903
3,h_plus_width_history,0.2,q20,76,28,0.9293154761904763,0.8184431642580207,0.8552631578947368,0.8258928571428572,0.7142857142857143,0.9375,8,3,0.10682169823198838
3,h_plus_width_history,0.4,full,350,70,0.9907142857142857,0.9592702113016642,0.96,0.9214285714285715,0.8571428571428571,0.9857142857142858,10,4,0.030872103650897306
3,h_plus_width_history,0.4,q30,113,38,0.9466666666666667,0.845919048074814,0.8849557522123894,0.8549122807017544,0.7631578947368421,0.9466666666666667,9,4,0.08825072219257947
3,h_plus_width_history,0.4,q20,76,28,0.9226190476190476,0.8119330299229338,0.8552631578947368,0.8258928571428572,0.7142857142857143,0.9375,8,3,0.11102430303956244
3,h_plus_width_history,0.6,full,350,70,0.9908673469387754,0.9598184462166472,0.9542857142857143,0.9125,0.8428571428571429,0.9821428571428571,11,5,0.031001772248965744
3,h_plus_width_history,0.6,q30,113,38,0.9449122807017545,0.8428702844187963,0.8672566371681416,0.8350877192982455,0.7368421052631579,0.9333333333333333,10,5,0.0888074882896367
3,h_plus_width_history,0.6,q20,76,28,0.9211309523809524,0.8086017231085786,0.8289473684210527,0.7976190476190477,0.6785714285714286,0.9166666666666666,9,4,0.11115730664296389
3,h_plus_width_history,0.8,full,350,70,0.990969387755102,0.9608577330821773,0.9514285714285714,0.9053571428571429,0.8285714285714286,0.9821428571428571,12,5,0.031148209788031785
3,h_plus_width_history,0.8,q30,113,38,0.9459649122807017,0.8582127299680723,0.8584070796460177,0.8219298245614035,0.7105263157894737,0.9333333333333333,11,5,0.08941532568906999
3,h_plus_width_history,0.8,q20,76,28,0.921875,0.8282998182633782,0.8157894736842105,0.7797619047619048,0.6428571428571429,0.9166666666666666,10,4,0.11147410299857748
3,h_plus_width_history,1.0,full,350,70,0.9914795918367346,0.9629498750104828,0.9514285714285714,0.9053571428571429,0.8285714285714286,0.9821428571428571,12,5,0.030764548150808826
3,h_plus_width_history,1.0,q30,113,38,0.9491228070175438,0.8629603564845175,0.8584070796460177,0.8219298245614035,0.7105263157894737,0.9333333333333333,11,5,0.08845108718555408
3,h_plus_width_history,1.0,q20,76,28,0.9241071428571428,0.8312701662548192,0.8157894736842105,0.7797619047619048,0.6428571428571429,0.9166666666666666,10,4,0.11166124832693936
3,width_history_only,0.2,full,350,70,0.6008673469387755,0.22499966543726424,0.7971428571428572,0.4982142857142857,0.0,0.9964285714285714,70,1,0.1559142147406159
3,width_history_only,0.2,q30,113,38,0.3975438596491228,0.2815597612808363,0.6548672566371682,0.49333333333333335,0.0,0.9866666666666667,38,1,0.25102590953068366
3,width_history_only,0.2,q20,76,28,0.40773809523809523,0.3189829827228762,0.618421052631579,0.4895833333333333,0.0,0.9791666666666666,28,1,0.2710722747310676
3,width_history_only,0.4,full,350,70,0.7472959183673469,0.4506799757396921,0.8,0.5107142857142857,0.02857142857142857,0.9928571428571429,68,2,0.14002408912722433
3,width_history_only,0.4,q30,113,38,0.5856140350877193,0.43446944623531125,0.6637168141592921,0.5129824561403509,0.05263157894736842,0.9733333333333334,36,2,0.22752176064865806
3,width_history_only,0.4,q20,76,28,0.574404761904762,0.4577033233558106,0.631578947368421,0.5148809523809524,0.07142857142857142,0.9583333333333334,26,2,0.24657204539028407
3,width_history_only,0.6,full,350,70,0.8330612244897959,0.5426613975156525,0.8142857142857143,0.5732142857142857,0.17142857142857143,0.975,58,7,0.12390200982119785
3,width_history_only,0.6,q30,113,38,0.7607017543859649,0.5588762761627253,0.6637168141592921,0.5259649122807017,0.10526315789473684,0.9466666666666667,34,4,0.19592574620082334
3,width_history_only,0.6,q20,76,28,0.7514880952380952,0.5990065406748415,0.631578947368421,0.5223214285714286,0.10714285714285714,0.9375,25,3,0.2119966613288881
3,width_history_only,0.8,full,350,70,0.8763265306122449,0.6796404849209485,0.8628571428571429,0.7,0.42857142857142855,0.9714285714285714,40,8,0.10589217633734084
3,width_history_only,0.8,q30,113,38,0.7996491228070176,0.6862433398703066,0.7610619469026548,0.6707017543859649,0.39473684210526316,0.9466666666666667,23,4,0.17118995382225502
3,width_history_only,0.8,q20,76,28,0.7760416666666666,0.7092350792277625,0.7368421052631579,0.6577380952380952,0.35714285714285715,0.9583333333333334,18,2,0.18682879998728957
3,width_history_only,1.0,full,350,70,0.8860714285714286,0.6847999199547524,0.8514285714285714,0.7089285714285714,0.4714285714285714,0.9464285714285714,37,15,0.10264945676985093
3,width_history_only,1.0,q30,113,38,0.8031578947368421,0.6848686468480394,0.7433628318584071,0.6573684210526316,0.39473684210526316,0.92,23,6,0.16786523950456717
3,width_history_only,1.0,q20,76,28,0.7648809523809524,0.7181587399005478,0.6973684210526315,0.6190476190476191,0.32142857142857145,0.9166666666666666,19,4,0.18652961163485504
4,h_only,0.2,full,350,70,0.9886224489795918,0.9447309369568957,0.9628571428571429,0.9285714285714286,0.8714285714285714,0.9857142857142858,9,4,0.030901683082485094
4,h_only,0.2,q30,111,39,0.9348290598290598,0.8420608996046808,0.8828828828828829,0.8568376068376069,0.7692307692307693,0.9444444444444444,9,4,0.09433635287914538
4,h_only,0.2,q20,77,31,0.8997194950911641,0.8077099387631507,0.8311688311688312,0.8113604488078541,0.7096774193548387,0.9130434782608695,9,4,0.1278514227168982
4,h_only,0.4,full,350,70,0.9886224489795918,0.9447309369568957,0.9628571428571429,0.9285714285714286,0.8714285714285714,0.9857142857142858,9,4,0.030901683082485094
4,h_only,0.4,q30,111,39,0.9348290598290598,0.8420608996046808,0.8828828828828829,0.8568376068376069,0.7692307692307693,0.9444444444444444,9,4,0.09433635287914538
4,h_only,0.4,q20,77,31,0.8997194950911641,0.8077099387631507,0.8311688311688312,0.8113604488078541,0.7096774193548387,0.9130434782608695,9,4,0.1278514227168982
4,h_only,0.6,full,350,70,0.9886224489795918,0.9447309369568957,0.9628571428571429,0.9285714285714286,0.8714285714285714,0.9857142857142858,9,4,0.030901683082485094
4,h_only,0.6,q30,111,39,0.9348290598290598,0.8420608996046808,0.8828828828828829,0.8568376068376069,0.7692307692307693,0.9444444444444444,9,4,0.09433635287914538
4,h_only,0.6,q20,77,31,0.8997194950911641,0.8077099387631507,0.8311688311688312,0.8113604488078541,0.7096774193548387,0.9130434782608695,9,4,0.1278514227168982
4,h_only,0.8,full,350,70,0.9886224489795918,0.9447309369568957,0.9628571428571429,0.9285714285714286,0.8714285714285714,0.9857142857142858,9,4,0.030901683082485094
4,h_only,0.8,q30,111,39,0.9348290598290598,0.8420608996046808,0.8828828828828829,0.8568376068376069,0.7692307692307693,0.9444444444444444,9,4,0.09433635287914538
4,h_only,0.8,q20,77,31,0.8997194950911641,0.8077099387631507,0.8311688311688312,0.8113604488078541,0.7096774193548387,0.9130434782608695,9,4,0.1278514227168982
4,h_only,1.0,full,350,70,0.9886224489795918,0.9447309369568957,0.9628571428571429,0.9285714285714286,0.8714285714285714,0.9857142857142858,9,4,0.030901683082485094
4,h_only,1.0,q30,111,39,0.9348290598290598,0.8420608996046808,0.8828828828828829,0.8568376068376069,0.7692307692307693,0.9444444444444444,9,4,0.09433635287914538
4,h_only,1.0,q20,77,31,0.8997194950911641,0.8077099387631507,0.8311688311688312,0.8113604488078541,0.7096774193548387,0.9130434782608695,9,4,0.1278514227168982
4,h_plus_width_history,0.2,full,350,70,0.9918367346938776,0.9644091225455066,0.9571428571428572,0.9196428571428571,0.8571428571428571,0.9821428571428571,10,5,0.02997129923385259
4,h_plus_width_history,0.2,q30,111,39,0.9526353276353277,0.8744958854375311,0.8738738738738738,0.8498931623931625,0.7692307692307693,0.9305555555555556,9,5,0.08547206543579748
4,h_plus_width_history,0.2,q20,77,31,0.9186535764375876,0.8234778351742366,0.8181818181818182,0.8004908835904628,0.7096774193548387,0.8913043478260869,9,5,0.11761560205388351
4,h_plus_width_history,0.4,full,350,70,0.9916836734693878,0.9645313684662195,0.9571428571428572,0.9142857142857144,0.8428571428571429,0.9857142857142858,11,4,0.030369294157051904
4,h_plus_width_history,0.4,q30,111,39,0.9508547008547008,0.8733474331447851,0.8738738738738738,0.844017094017094,0.7435897435897436,0.9444444444444444,10,4,0.0879872633508739
4,h_plus_width_history,0.4,q20,77,31,0.9179523141654979,0.8242748783742732,0.8181818181818182,0.7952314165497896,0.6774193548387096,0.9130434782608695,10,4,0.12072375878843469
4,h_plus_width_history,0.6,full,350,70,0.990969387755102,0.9608473603917898,0.9514285714285714,0.9053571428571429,0.8285714285714286,0.9821428571428571,12,5,0.03162973147123578
4,h_plus_width_history,0.6,q30,111,39,0.9451566951566952,0.8653393799353281,0.8558558558558559,0.8242521367521367,0.717948717948718,0.9305555555555556,11,5,0.09129130511210112
4,h_plus_width_history,0.6,q20,77,31,0.9116409537166901,0.8166848832498897,0.7922077922077922,0.7682328190743337,0.6451612903225806,0.8913043478260869,11,5,0.12524016197234492
4,h_plus_width_history,0.8,full,350,70,0.9911224489795918,0.9618654675319118,0.9514285714285714,0.9053571428571429,0.8285714285714286,0.9821428571428571,12,5,0.031622049685012796
4,h_plus_width_history,0.8,q30,111,39,0.9455128205128205,0.8649568165714479,0.8558558558558559,0.8242521367521367,0.717948717948718,0.9305555555555556,11,5,0.09159608120534529
4,h_plus_width_history,0.8,q20,77,31,0.9102384291725105,0.8140276277766876,0.7922077922077922,0.7682328190743337,0.6451612903225806,0.8913043478260869,11,5,0.12585507609141008
4,h_plus_width_history,1.0,full,350,70,0.9913775510204081,0.9630359070754173,0.9514285714285714,0.9053571428571429,0.8285714285714286,0.9821428571428571,12,5,0.031225247823263302
4,h_plus_width_history,1.0,q30,111,39,0.9472934472934473,0.8675579793225991,0.8558558558558559,0.8242521367521367,0.717948717948718,0.9305555555555556,11,5,0.09064711536700716
4,h_plus_width_history,1.0,q20,77,31,0.9102384291725105,0.8152958186971999,0.7922077922077922,0.7682328190743337,0.6451612903225806,0.8913043478260869,11,5,0.12535166663639397
4,width_history_only,0.2,full,350,70,0.620969387755102,0.23562798796059503,0.7971428571428572,0.4982142857142857,0.0,0.9964285714285714,70,1,0.15426121389640793
