model,subset,prefix_tau,metric,mean,sd_across_repeats,repeat_blocks
width_history_only,q30,0.2,conduction_recall,0.9945921252903949,0.00802719574184109,20
width_history_only,q30,0.2,false_negative,37.45,0.998683343734455,20
width_history_only,q30,0.2,false_positive,0.4,0.5982430416161189,20
width_history_only,q30,0.2,brier_score,0.24807330012260942,0.0056862634040383995,20
width_history_only,q30,0.4,roc_auc,0.5947747241376478,0.022608947438951216,20
width_history_only,q30,0.4,pr_auc,0.45533341048241216,0.02314719974230213,20
width_history_only,q30,0.4,accuracy,0.6712883881698832,0.010096659547448778,20
width_history_only,q30,0.4,balanced_accuracy,0.5186229145650558,0.002959697324398017,20
width_history_only,q30,0.4,keyhole_recall,0.05344068765121396,0.0014273587359606517,20
width_history_only,q30,0.4,conduction_recall,0.9838051414788979,0.005479869239089471,20
width_history_only,q30,0.4,false_negative,35.45,0.998683343734455,20
width_history_only,q30,0.4,false_positive,1.2,0.41039134083406165,20
width_history_only,q30,0.4,brier_score,0.22440895527867383,0.004767538774181671,20
width_history_only,q30,0.6,roc_auc,0.7740751194111866,0.015327858731119076,20
width_history_only,q30,0.6,pr_auc,0.5880690770649944,0.032471639488796306,20
width_history_only,q30,0.6,accuracy,0.6654521317037556,0.011800601220234859,20
width_history_only,q30,0.6,balanced_accuracy,0.5274561270895987,0.011698933488905399,20
width_history_only,q30,0.6,keyhole_recall,0.10688517464833254,0.021537661227128604,20
width_history_only,q30,0.6,conduction_recall,0.9480270795308646,0.007757149672155676,20
width_history_only,q30,0.6,false_negative,33.45,1.2763022245616642,20
width_history_only,q30,0.6,false_positive,3.85,0.5871429486123998,20
width_history_only,q30,0.6,brier_score,0.19296643522222606,0.0038773526487099626,20
width_history_only,q30,0.8,roc_auc,0.794390364894871,0.010883597306873152,20
width_history_only,q30,0.8,pr_auc,0.6737757325692002,0.025642329662613345,20
width_history_only,q30,0.8,accuracy,0.7551872942517985,0.012924982449903246,20
width_history_only,q30,0.8,balanced_accuracy,0.6638247435639288,0.017208553581841677,20
width_history_only,q30,0.8,keyhole_recall,0.3856869521343206,0.03170427742904014,20
width_history_only,q30,0.8,conduction_recall,0.9419625349935371,0.010589409576314063,20
width_history_only,q30,0.8,false_negative,23.0,1.2139539573337679,20
width_history_only,q30,0.8,false_positive,4.3,0.8013147091860318,20
width_history_only,q30,0.8,brier_score,0.17244848288114772,0.0027954603712840166,20
width_history_only,q30,1.0,roc_auc,0.7985940141516926,0.008941196639170436,20
width_history_only,q30,1.0,pr_auc,0.6866113744602148,0.019750678645549198,20
width_history_only,q30,1.0,accuracy,0.7583401528920426,0.008798432843657951,20
width_history_only,q30,1.0,balanced_accuracy,0.6761826461534465,0.017430941176319617,20
width_history_only,q30,1.0,keyhole_recall,0.4265978529136424,0.03438696522225789,20
width_history_only,q30,1.0,conduction_recall,0.9257674393932505,0.006288029915590234,20
width_history_only,q30,1.0,false_negative,21.45,0.9445132413883326,20
width_history_only,q30,1.0,false_positive,5.5,0.512989176042577,20
width_history_only,q30,1.0,brier_score,0.16840753364734026,0.0026997306573250672,20
