experiment_name,population_row_index,has_keyhole,P,VX,LS,ST,log_h,W_initial_um,W_max_um,W_T0_um,max_positive_dWdt_um_per_ms,median_positive_dWdt_um_per_ms,time_of_max_dWdt_tau,early_dWdt_20_um_per_ms,early_dWdt_40_um_per_ms,width_gain_20_um,width_gain_40_um,time_to_50pct_max_width_tau,robust_max_positive_dWdt_um_per_ms,robust_median_positive_dWdt_um_per_ms,robust_early_dWdt_20_um_per_ms,robust_early_dWdt_40_um_per_ms,robust_time_of_max_dWdt_tau,L_initial_um,L_max_um,L_T0_um,L_max_positive_dWdt_um_per_ms,L_median_positive_dWdt_um_per_ms,L_time_of_max_dWdt_tau,L_early_dWdt_20_um_per_ms,L_early_dWdt_40_um_per_ms,L_gain_20_um,L_gain_40_um,L_time_to_50pct_max_tau,L_robust_max_positive_dWdt_um_per_ms,L_robust_median_positive_dWdt_um_per_ms,L_robust_early_dWdt_20_um_per_ms,L_robust_early_dWdt_40_um_per_ms,L_robust_time_of_max_dWdt_tau
P-255p66284442_VX-0p61175678634_LS-8p38548151022e-05_ST-392p782565278_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p88568383831e-06_H-1d842653b1,74,0,255.66284442,0.61175678634,8.38548151022e-05,392.782565278,19.869205273399675,4.0,219.65229463736264,206.63726151111115,224083.13341097158,140.94763798957766,0.005,-231.93899554245442,-68.85639055443156,212.51001076923077,210.96300153846155,0.035,4122.816319854233,19.28273718613432,528.9772196710362,12.886985802532811,0.0,0.0,539.1759438,535.1814415111108,186048.3578433129,1306.9051271357353,0.28,-285.27940835358106,-922.9425521745102,200.39289230769222,350.3346496703296,0.29,1005.9396091272196,411.9246152171446,641.8439105365568,552.6225498682933,0.005
P-256p84590034_VX-0p686841697171_LS-8p87652204691e-05_ST-323p817390946_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0236280396e-06_H-27614c4053,75,0,256.84590034,0.686841697171,8.87652204691e-05,323.817390946,19.730575484367332,4.0,217.7817756923077,202.98572768888883,1696.6196715369845,173.90724039766724,0.1,-645.6064059650039,-78.64079667187129,213.2118071428572,207.63722769230773,0.035,4555.118571898165,25.860873385496333,497.97143963527526,7.17793222938192,0.0,0.0,534.3135266666661,526.5364380631577,105450.67366004817,7193.5666345576565,0.34,-617.519623233466,-1165.2814287698081,201.17974538461536,351.18845692307684,0.28500000000000003,1367.7410886013733,448.14383914987263,715.5841697211413,613.9186394681647,0.0
P-258p098094226_VX-0p965907163653_LS-4p72561688305e-05_ST-378p378118453_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99439364832e-06_H-985b11a49e,76,0,258.098094226,0.965907163653,4.72561688305e-05,378.378118453,20.510574532402405,4.0,144.80226093406594,126.66838,7520.411996638388,164.88033705847255,0.025,-215.07682817948483,0.0,135.62356346961326,126.75379373480664,0.03,4538.336280467073,17.5092742371193,112.41308909505717,-12.407754533431495,0.0,0.0,455.472539880556,451.52789185,127478.29800753591,855.4021858771353,0.81,-95.80492837142573,-371.75835381653735,183.16408176795582,323.4338456353592,0.265,1610.6185932270691,548.8718120562539,937.7597241513474,851.2981596692143,0.0
P-260p125654688_VX-0p378472963537_LS-6p21275317791e-05_ST-359p026868384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p27462753427e-05_H-0602c4a780,77,0,260.125654688,0.378472963537,6.21275317791e-05,359.026868384,20.57645210322566,4.0,220.11643310000002,215.29271242777776,13264.074074019456,197.3282975960929,0.6,-24.8996572868277,-95.34320108173175,196.44949898901112,210.95258968421055,0.065,2075.614141211466,67.17563768145708,458.938575564876,169.9872032259067,0.0,0.0,419.78500460000004,407.4868321111111,24440.430865049195,313.08456530705325,0.96,211.5984843875638,18.93959358386784,148.56167802197803,245.5064753684211,0.32,812.9004988029488,242.26106533795786,415.54017389786856,332.28775219350143,0.0
P-261p886347681_VX-0p412060740992_LS-8p23359668267e-05_ST-378p690023731_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17073045867e-05_H-0e4c2fc094,78,0,261.886347681,0.412060740992,8.23359668267e-05,378.690023731,20.11825666477434,4.0,245.79234145,241.6403140222222,1830.3179988428597,162.69556266726565,0.135,-444.43242326043526,-181.5303481050028,224.24062751381214,238.63494500000002,0.065,3182.950203272324,29.336758920650936,499.76319873022345,191.67908016791915,0.0,0.0,489.4821855861111,474.6905521710526,100139.20774946062,366.6844456405095,0.005,166.05619727712897,70.07785531685946,167.33372220994474,281.46913800000004,0.33,954.3321566061825,293.96869581974335,455.25841104311104,394.53756632037295,0.0
P-263p723264659_VX-0p501861307944_LS-7p03164616445e-05_ST-399p080626763_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p61245771821e-06_H-1d842653b1,79,0,263.723264659,0.501861307944,7.03164616445e-05,399.080626763,20.2633729873063,4.0,214.20131273901097,207.02878144999997,43160.54522405022,182.8092592603687,0.035,-8.659340658297308,-56.141346855567775,205.5306454945055,205.83379255555556,0.04,3041.505206114069,21.54162697501415,430.1249162247169,20.24606407308511,0.0,0.0,503.236077725,497.67588948888886,20801.829362015334,474.5187868640804,0.455,0.0,-485.6528498987453,192.80418131868134,327.2561092222222,0.28500000000000003,1125.5271069684927,298.7469556044452,520.3969352615171,447.80442297500565,0.0
P-264p370573209_VX-0p395776293281_LS-4p78236029631e-05_ST-378p311267492_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21890085003e-05_H-985b11a49e,80,1,264.370573209,0.395776293281,4.78236029631e-05,378.311267492,20.96279175870226,4.0,188.4172902586842,183.4036410536841,13003.558024409229,203.56884731809674,0.645,-265.1721595701586,-34.26446983312655,174.0486766629834,184.16377854444445,0.055,1858.2730763829718,41.24636127791414,495.36348573484065,119.95854488033308,0.0,0.0,437.89160000000004,425.617789275,12710.255320630185,220.17650545179626,0.63,188.81097818199385,89.45133192149726,147.83724961325962,240.38846099999998,0.355,763.5359216014901,247.1419902773216,417.73167091085355,315.58898833268444,0.0
P-265p432977562_VX-0p293015283246_LS-7p41925746724e-05_ST-326p902943993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64637166689e-05_H-1d842653b1,81,0,265.432977562,0.293015283246,7.41925746724e-05,326.902943993,20.45839735218944,4.0,255.33436983157898,252.33227389999996,122470.30238601369,250.94386574134472,0.03,-31.23902141825972,-57.552903073785714,191.27933381215465,237.05005699999992,0.095,2051.918415602729,97.02702407874841,499.26851987469547,299.97400390448666,0.0,0.0,368.9561548638888,348.23381161111115,46583.09768473537,261.12646604812045,0.87,106.96217258493995,135.7409458119401,124.08329425414367,206.8868709999999,0.34500000000000003,759.217833672944,219.0335340365791,361.6100369694499,310.12013014842796,0.0
P-267p46239641_VX-0p483361678819_LS-7p67845272617e-05_ST-366p829607628_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p98035387249e-06_H-1d842653b1,82,0,267.46239641,0.483361678819,7.67845272617e-05,366.829607628,20.164235135429752,4.0,228.19446437362637,221.4842719222222,2312.63177012035,135.48500496098245,0.125,-325.93562794641724,-126.05870456334196,220.69604615384614,223.8779313333333,0.045,3127.9680380432646,17.84237546388242,508.46540270383616,68.6742694486922,0.0,0.0,504.9791999999999,499.19375128888873,29524.93993737965,481.9319569233735,0.685,97.84900851757916,-382.1611138594644,190.44564,319.59229333333315,0.29,990.4651588672963,291.53486277690945,507.7659539497882,425.4183357135503,0.0
P-267p660345133_VX-0p739236683111_LS-7p20061497304e-05_ST-322p433694738_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p52581333317e-06_H-0e4c2fc094,83,0,267.660345133,0.739236683111,7.20061497304e-05,322.433694738,20.048925919555792,4.0,196.0922092664835,179.3490010611111,2294.492663929501,189.62759694992727,0.105,-134.17122026384908,-67.20578099356163,188.35565912087915,183.23804359116022,0.035,4157.325704811868,31.754145130742096,533.3734547810624,0.9861515797009514,0.0,0.0,526.6065480277779,517.963748,91869.80172419337,859.4806635669402,0.92,0.0,-920.1124925656427,197.07272967032966,338.3085801104971,0.295,1514.4139510680018,479.5756001375362,753.8434603684814,658.0921717166954,0.0
P-270p660461155_VX-0p506275452772_LS-4p55363433165e-05_ST-392p157982605_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p52864804446e-06_H-b5aba20bdc,84,1,270.660461155,0.506275452772,4.55363433165e-05,392.157982605,20.936702011785304,4.0,167.4553276925414,155.42779808916654,3172.300446569221,152.186696509321,0.02,51.78660866970012,17.216047309884,161.97728098901098,162.4831515,0.035,2291.6054392585793,13.354581373913845,298.6269870410283,7.333564083384556,0.0,0.0,504.7016746555555,498.22036890000004,41648.84879761689,275.0277071051122,0.735,-57.90128505372817,-265.1077655750898,177.94058021978023,304.04725999999994,0.32,910.3003895895962,323.81829856023546,455.2659827654672,387.5059751548733,0.0
P-273p06384474_VX-0p951903552318_LS-4p77154604482e-05_ST-314p535783501_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06786700319e-06_H-b5afaa2141,85,0,273.06384474,0.951903552318,4.77154604482e-05,314.535783501,20.559734052577472,4.0,149.39028631758242,126.78595843666665,2228.327451395396,142.96572199499735,0.065,-86.34862939225279,-0.9326180272661946,137.75561503296703,130.14161406593405,0.03,4367.895104847606,16.075853374586192,186.95736051926858,-10.046884682135959,0.0,0.0,458.6832764010989,453.604336,105774.58036491419,493.2452925228936,0.12,171.0412407584861,-179.3263192864247,182.92244923076925,323.2087815384615,0.265,1346.6242041574826,599.6386676250936,908.5881648187659,836.6227590828888,0.005
P-273p444240295_VX-0p704920639812_LS-6p35261824567e-05_ST-347p093922324_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84349461565e-06_H-1d842653b1,86,0,273.444240295,0.704920639812,6.35261824567e-05,347.093922324,20.28202037388559,4.0,187.1133470620879,171.00401902222225,30544.733472663436,186.36751543298013,0.895,-361.2028003643735,-71.07852617818813,180.11749529670328,173.61359142857143,0.04,4043.5414701610875,20.728882378043306,518.0668122178294,2.222785070506808,0.0,0.0,513.1028481000001,505.697709,132988.61527965352,413.8544004505012,0.6950000000000001,-148.1222074623406,-1244.2168228576036,191.24245472527468,335.9466701098902,0.28500000000000003,1255.9786164152745,458.76910016622685,688.1054354903265,621.3430712071773,0.0
P-277p972333632_VX-0p331196372511_LS-4p5620211888e-05_ST-324p411035281_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4565741063e-05_H-0e4c2fc094,87,1,277.972333632,0.331196372511,4.5620211888e-05,324.411035281,21.172783038710023,4.0,195.94066859916663,191.86148288666666,75698.00507086712,197.72168659845718,0.04,-111.79873391297035,0.0,170.5165924309392,184.99756735555562,0.065,1908.899146338332,59.03857834529719,454.72874048436694,187.5941626537351,0.005,0.0,378.03649936666636,358.01780275833346,80794.9184768565,297.24722645124973,0.855,53.05186818839194,-60.54418422706476,125.40744872928178,204.47564200000016,0.36,782.3025350577265,215.766888431074,382.837856931985,282.30238087402637,0.0
P-279p19481345_VX-0p961152667742_LS-7p84955743249e-05_ST-372p579911887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01909921797e-06_H-6ea4fcc339,88,0,279.19481345,0.961152667742,7.84955743249e-05,372.579911887,19.83042327304219,4.0,194.62873673516484,169.56157589555548,2268.5990616423605,162.8622298028113,0.115,-379.8759295283384,-72.85471100158873,188.2371293186813,179.4281812857143,0.03,5718.251260810499,55.812897600857525,833.2639600507703,-1.764400575227354,0.0,0.0,574.9358,562.7286089055555,114432.62921148946,1290.4632684930912,0.045,-101.86310077210571,-730.5071851221418,196.59611989010992,349.64217285714244,0.315,1598.137460658948,619.4935238254736,982.1180942057156,892.9676065506081,0.01
P-282p804328276_VX-0p543976889672_LS-5p22197252327e-05_ST-303p777238342_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p8682454983e-06_H-cfd320609e,89,1,282.804328276,0.543976889672,5.22197252327e-05,303.777238342,20.739254881256468,0.0,282.69173708888894,162.67606632361117,219780.21977990153,230.60042438222087,0.0,-99.19378419936716,-59.09524347797219,176.6572675934066,174.81600633149174,0.07,2857.366098317963,21.35784824105858,358.51554028766964,4.442468758966706,0.0,0.0,613.5238025000003,478.5783988333332,123871.567902013,641.0210616439449,0.6,136.94127349517015,-323.1527445086281,187.66500252747252,321.65905248618765,0.385,2508.5269125962336,377.91302352930205,508.01209470315393,451.4963567072422,0.97
P-287p102038097_VX-0p362628106341_LS-6p67475186474e-05_ST-334p763632341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33032175903e-05_H-c5f6eebf67,90,0,287.102038097,0.362628106341,6.67475186474e-05,334.763632341,20.588916573963807,4.0,235.96871585,234.92055671111112,1725.1421735001936,170.72881489015657,0.095,-345.59302642714044,-47.75651709511965,209.1490832967033,226.01110666666665,0.07,1910.5363008438,37.04727330632181,458.1840813226336,212.52792598409013,0.005,0.0,437.10150428421053,419.6619920000001,10816.927777138488,259.74720301930427,0.28,177.74159542057876,83.33179544451181,146.89740593406594,244.58833022222223,0.34500000000000003,747.3143072120224,238.46628975075453,408.115431161699,333.445450159095,0.0
P-292p980726174_VX-0p558994342483_LS-6p4603431573e-05_ST-342p453415035_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p62999897564e-06_H-0e4c2fc094,91,0,292.980726174,0.558994342483,6.4603431573e-05,342.453415035,20.44177933159951,4.0,203.57556834890107,191.24148832499998,2153.859625950663,118.18984627127573,0.075,-126.2384298397505,8.064349669349655,197.31809571428573,195.1929789281768,0.035,3272.5328606916264,11.845255019382307,528.652533805597,7.737657227742438,0.0,0.0,520.498483,516.4624783055557,99659.46913498828,501.200333234331,0.89,45.32812742195755,-373.5285593527811,195.9891187912088,333.1406640883977,0.29,1338.4832822622086,374.65307253090526,557.9480875252191,488.40557027084134,0.0
P-293p577290228_VX-0p952339824621_LS-7p01980103413e-05_ST-347p682708595_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06554538443e-06_H-1d842653b1,92,0,293.577290228,0.952339824621,7.01980103413e-05,347.682708595,20.052843504090035,4.0,188.31179516483516,166.8353386222222,82307.54594707499,167.40308076770157,0.045,-62.50329947989009,-33.520618007068364,179.62679004395605,170.66654804395603,0.03,5492.47169797499,25.984924110790903,801.1364454206156,0.9752450059728782,0.0,0.0,555.4482000000002,549.0032013333333,60345.33650761069,929.5350803042261,0.12,0.0,-761.5223195396234,193.70801461538463,344.49718417582415,0.31,1556.2293856644694,614.3515564078439,964.0972434276202,880.7241672317439,0.005
P-293p648784497_VX-0p426690912013_LS-5p33940457289e-05_ST-351p677261216_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13058902058e-05_H-5799d46da7,93,1,293.648784497,0.426690912013,5.33940457289e-05,351.677261216,20.86494911845737,4.0,199.3237105166667,191.08680872833332,2328.831340592944,164.19259259178713,0.155,-20.768476029250756,-20.768476029250756,185.74371351648352,191.35833565555552,0.055,2637.758896012097,24.72110599597749,520.1147238498675,50.43425753081903,0.0,0.0,495.3831962194445,476.2903117222222,24991.51732198773,361.2737505236637,0.32,266.8906361095002,22.112775470615126,159.4159912087912,267.8075645555555,0.36,851.6428089184031,286.5640435288332,429.7553242482806,362.5285466334619,0.0
P-307p26373251_VX-0p980958450675_LS-7p64412572662e-05_ST-372p845922747_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91776241868e-06_H-0e4c2fc094,94,0,307.26373251,0.980958450675,7.64412572662e-05,372.845922747,19.955801015999114,4.0,199.92080130851647,170.36379097362638,39375.78495818002,197.45112918944272,0.03,-235.0781751314373,-4.926430270507634,194.45790718232044,182.50939999999997,0.03,5280.989744560965,42.895830677168306,882.2257288069273,-18.141099021469035,0.0,0.0,609.6257,594.2968197222222,134115.6062950306,1016.4511405226727,0.455,-108.78027010565945,-852.5827240734244,197.9210027624309,352.0150485714285,0.34,2070.8196805256925,629.614630711624,1017.6123008446842,924.6465428220899,0.0
P-307p533441342_VX-0p76958695679_LS-6p29715413405e-05_ST-358p843506265_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p26845421489e-06_H-0602c4a780,95,0,307.533441342,0.76958695679,6.29715413405e-05,358.843506265,20.368775985148883,4.0,190.83460214725275,169.84160800000006,3344.4381717174033,208.24597316611636,0.08,-58.79658253751634,-53.147957349386566,180.75072821978026,174.42655006593404,0.03,4229.424028489078,35.24802905118558,616.110422928725,-4.366903837202307,0.0,0.0,543.1060891611112,538.5133617666668,62123.72312971065,580.2636667612907,0.51,216.3138509840498,-332.971561406082,192.2536317582418,340.56773208791213,0.305,1395.3425812393089,513.2671507900205,770.953768898241,722.3846636185879,0.0
P-308p624203673_VX-0p258745269308_LS-8p46230110859e-05_ST-352p536460601_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p86442852305e-05_H-19ea1511f8,96,0,308.624203673,0.258745269308,8.46230110859e-05,352.536460601,20.47403647066787,4.0,283.70047334166674,281.362028625,2192.758965458702,234.76162260635837,0.23,-593.1683876136383,-249.7376750946166,194.92105570165745,261.4640544444445,0.12,2125.9547002210984,142.28910537329904,504.77593773948723,345.612116524582,0.0,0.0,351.9543,331.9906059447369,56352.12037003612,299.18591971129774,0.47500000000000003,2.6318387110130725,111.17746913570132,115.1262910497238,193.801665,0.35000000000000003,788.7622362506686,207.543608220921,332.28932708784953,288.4051278820672,0.005
P-310p791038761_VX-0p793031296086_LS-6p97064070297e-05_ST-311p244290057_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p08314025792e-06_H-9f078c62f6,97,0,310.791038761,0.793031296086,6.97064070297e-05,311.244290057,20.21189456381736,4.0,199.09395435604395,178.52549214444443,3396.2994045957153,190.49218570254655,0.095,-259.9643762833209,0.0,189.54111477348067,182.0057376353591,0.035,4461.491368877342,31.132716054435743,647.3168552843983,-9.691379726271238,0.0,0.0,555.8444000000001,548.5861600000001,110092.71605024539,779.086102890029,0.7000000000000001,89.28143350514625,-609.7403695197643,198.1629647513812,343.5783272928177,0.31,1344.0395819898029,531.6040264273664,816.2354215072205,725.8237905208222,0.005
P-311p847977036_VX-0p831533579891_LS-6p59632228328e-05_ST-369p023839283_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80147419139e-06_H-0602c4a780,98,0,311.847977036,0.831533579891,6.59632228328e-05,369.023839283,20.274377415779092,4.0,192.04551764615385,174.67806799605273,2493.972527471596,166.58866550538988,0.08,-357.3680865835766,-19.719386925549728,183.784914021978,178.91081844198897,0.035,4924.140310386125,17.38339650880367,725.7238183051609,-10.251275830499718,0.0,0.0,556.8973730555555,547.007166058333,106269.87501544158,1198.5436541484112,0.17,68.2073421083357,-366.2666515558398,193.20172989010987,343.33904441988943,0.31,1546.6729275676844,516.9254595252344,840.6728349681293,784.1355777903212,0.0
P-319p96920879_VX-0p866402209965_LS-6p35942162539e-05_ST-320p061265262_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56799203364e-06_H-560be51b32,99,0,319.96920879,0.866402209965,6.35942162539e-05,320.061265262,20.334409831646198,4.0,188.49177288269232,166.55969380555555,1488.2500679269478,202.81408950668967,0.065,-110.6309785979143,-11.690149135831309,178.90943090109892,170.63109324861878,0.04,4734.220560096452,15.904309657270659,774.3231502818892,-2.71461862660937,0.0,0.0,551.0851,542.9828265749999,89447.15467717759,765.0595063872927,0.48,118.51067201976429,-525.7295140386523,193.37346681318684,343.1807624309392,0.305,1510.1676130780088,598.0439119286036,884.1941836993337,775.9110075118035,0.0
P-323p763442528_VX-0p850556183123_LS-6p97450047543e-05_ST-350p102665969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67172480635e-06_H-fe613e406c,100,0,323.763442528,0.850556183123,6.97450047543e-05,350.102665969,20.21694267305077,4.0,199.50959258674033,175.01814038166665,3787.8672261779043,193.61346450671863,0.115,-598.9520287398568,-55.121555658683434,189.76023079120878,181.9120946740332,0.035,4809.7492277769525,25.312489485232735,886.3641100573005,-7.634427930385201,0.0,0.0,584.6144,573.9364394105263,141057.20809791313,994.2989320667414,0.725,212.15704624998068,-649.8451231553925,201.60529857142853,345.440952154696,0.325,1350.5434123817877,576.5110400311853,883.5645703389594,804.1381616624238,0.005
P-324p489523844_VX-0p639524903021_LS-7p4699050731e-05_ST-392p096101418_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p54328811939e-06_H-eed8ed7ef3,101,0,324.489523844,0.639524903021,7.4699050731e-05,392.096101418,20.258832870779123,4.0,223.59197044198896,206.70036666666664,1311.5384615371393,166.19369641396466,0.08,-190.73783359451127,-19.88253250154746,214.37524725274727,211.10706483516483,0.04,3773.86066568511,18.371450047012935,622.3676601579238,6.712977402101588,0.0,0.0,574.8593999999999,567.7717895833333,183878.46450884215,714.270619489928,0.715,321.0738437383515,-459.05185137985865,202.8380725274725,349.13294395604413,0.32,1354.042887123498,448.4142886436624,654.4873389362255,584.9362823737044,0.0
P-326p931045044_VX-0p255856443683_LS-6p48737236991e-05_ST-399p817710522_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p88547942494e-05_H-9cf0389d20,102,1,326.931045044,0.255856443683,6.48737236991e-05,399.817710522,20.935920491417882,4.0,255.9464579999999,254.4332270736842,92789.76686892757,230.92530864281076,0.065,-194.72978620192214,-93.65713867664499,178.2720785164835,232.80448133333334,0.115,1790.8868959188467,91.03723294878708,454.8826723624934,330.6510086897253,0.0,0.0,335.3612,310.8393,21902.841204255772,256.15913545105946,0.48,146.58900449847172,194.24158296070314,110.36015879120878,182.50158533333334,0.355,541.3742836615475,210.54217809661134,349.35067497224867,292.8399295513303,0.015
P-328p176471421_VX-0p746856862244_LS-5p78341655667e-05_ST-308p284457774_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45923047225e-06_H-354781c6a2,103,0,328.176471421,0.746856862244,5.78341655667e-05,308.284457774,20.576388636556285,4.0,186.7741132142857,166.62896998526315,2020.9607535326227,172.68870712786187,0.09,-0.9193169550229356,-19.323390894257784,172.34649507692308,166.46924602209947,0.04,4290.878040939793,17.342082042289714,701.6644661366645,-1.0562565384163292,0.0,0.0,540.9516513578948,535.6026215555556,132601.70571230495,1107.4136577713714,0.185,416.3995144518897,-299.73664373603583,191.58771846153846,339.2567352486189,0.31,1346.2411142085418,516.3946486814732,736.2104341445835,671.3450273874148,0.0
P-335p17845091_VX-0p53366627312_LS-7p35439468085e-05_ST-327p916348879_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p03958306155e-06_H-1d842653b1,104,0,335.17845091,0.53366627312,7.35439468085e-05,327.916348879,20.40509649732251,4.0,230.30523642857142,215.20253627777785,2336.345248158529,182.99074074035954,0.09,-130.32967032944725,-67.13925200957132,221.81280384615383,218.70539171270718,0.04,3152.9408930412237,15.209175894880516,547.2317141023383,1.372117002522693,0.0,0.0,557.8777255555555,555.1709601842106,76258.29861072784,511.4080180444503,0.675,299.4031081928646,-228.78428464460873,202.52778791208794,344.74589226519333,0.3,1166.685811375375,382.65595100529106,540.8838155261878,471.22907554872427,0.0
P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,105,0,336.384535968,0.857000372961,5.14827567032e-05,367.720955238,20.706808861943262,0.0,176.8190211868132,150.54272533333332,219780.21978022883,148.0341856956852,0.0,111.84639536326702,29.18125830276341,164.78326923076924,153.4022055801105,0.03,4728.27092673354,13.841306947022728,645.3135399946559,-26.590465363457763,0.0,0.0,543.9036926666669,539.6836010526316,91356.42310938983,725.027587453011,0.47500000000000003,369.85871271593555,-24.519985508590363,189.67666153846156,334.1610464088398,0.315,1498.5427602998984,602.3134382608778,858.1683553134795,771.9822894017833,0.0
P-339p704237738_VX-0p701398887747_LS-5p24684299583e-05_ST-300p218383071_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p87785607775e-06_H-1d842653b1,106,1,339.704237738,0.701398887747,5.24684299583e-05,300.218383071,20.788362968602943,4.0,249.57408461325954,158.64927999999998,3469.432224183371,153.717222839816,0.395,134.22575021095489,48.3162534765632,169.46298933701655,204.69809494505492,0.06,3484.637016771146,15.789258326649522,509.88913816094316,-4.619782478637984,0.0,0.0,566.1265489583335,560.6151911111112,35184.77538934985,525.0000000020528,0.045,256.1692531315973,-288.7898502594837,189.57244861878456,332.36007692307703,0.33,1182.1690152185688,511.14317441803473,698.5621841634658,610.5438112553566,0.0
P-340p203296502_VX-0p374609743194_LS-5p54750053524e-05_ST-307p813155606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28777232591e-05_H-22f5435fc5,107,1,340.203296502,0.374609743194,5.54750053524e-05,307.813155606,21.019845598660854,4.0,220.3617238888889,215.06347486666667,5411.911190138286,196.907167694064,0.07,-97.33043847198496,14.967613227601987,202.95276285714291,209.65856511111113,0.065,2269.976467036287,37.12190175254665,504.4009221926609,132.0915325639207,0.0,0.0,472.5369,440.44830078947365,30473.445833032216,339.48929225233786,0.53,171.69914563463385,41.32471923684136,144.62216637362636,243.43692344444452,0.385,791.6832301891862,253.49378219383985,439.78598852532474,329.8789930170032,0.005
P-341p923576441_VX-0p300981342968_LS-7p54559898543e-05_ST-360p882535069_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60279722173e-05_H-1d842653b1,108,1,341.923576441,0.300981342968,7.54559898543e-05,360.882535069,20.672882232479186,4.0,271.7244756,270.8286532368421,2616.9795283316666,185.6274092617934,0.145,-574.6674486572304,-222.78163580266946,210.63679890109893,254.29708555555555,0.1,2352.1178599145223,118.82405159235218,504.25742606409074,298.43444150932515,0.0,0.0,402.92654869999984,375.8437217222222,67924.82213595015,351.3339042254884,0.01,327.64069933214915,248.762174661225,131.28852186813185,217.46591244444437,0.365,588.1042033231269,223.86858499973266,377.04601070519277,315.17943151979495,0.0
P-342p674555398_VX-0p462731136977_LS-5p8783513777e-05_ST-328p309527448_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04253209208e-05_H-add9572a86,109,1,342.674555398,0.462731136977,5.8783513777e-05,328.309527448,20.834559404764153,0.0,212.6867201111111,199.01238588157895,219780.21977990153,177.03240740689205,0.0,-112.37320371909479,21.47658552658832,207.23917142857144,212.2721288888889,0.05,2662.5945679784545,15.352721974033926,562.9654558169299,31.065599024605678,0.0,0.0,554.815392777778,538.9196333333333,99532.17046020839,505.7274937855074,0.675,330.5835299802903,210.51388889094858,176.6747032967033,299.16062,0.365,867.1543904944227,311.14430900751984,444.5694878480309,383.3659860598698,0.0
