simulation_id,population_row_index,P_W,VX_m_per_s,LS_m,ST_K,has_keyhole,partition,XI_m,XF_m,XL_m,TE_s,DT_s,material,folder_hash,domain_max_x_m,observation_duration_s,max_depth_um,first_keyhole_timestep,keyhole_frame_count,configuration_group,domain_mapping_expected_m,domain_mapping_absolute_error_m,t_90pct_domain_s,observation_completion_ratio,observation_ends_before_90pct_domain_from_TE,observation_ends_before_90pct_domain,TE_vs_time_dat_flag_mismatch
P-211p964201781_VX-0p31026524833_LS-8p22948660567e-05_ST-308p041416816_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p5548375556e-05_H-22f5435fc5,50,211.964201781,0.31026524833,8.22948660567e-05,308.041416816,False,new-data,0.0002,0.0014,0.0012,0.0021,1.5548375556e-05,TI64,22f5435fc5,0.001212,0.0021,75.01098,,0,CFG_MAIN,0.001212,0.0,0.003515701503378872,0.5973203350687568,True,True,False
P-212p474685749_VX-0p445530901525_LS-8p01654967217e-05_ST-390p176194232_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p08278024858e-05_H-4e23685f04,51,212.474685749,0.445530901525,8.01654967217e-05,390.176194232,False,new-data,0.0002,0.0014,0.0012,0.0021,1.08278024858e-05,TI64,4e23685f04,0.001212,0.0021,78.89913,,0,CFG_MAIN,0.001212,0.0,0.0024483150243144068,0.8577327587114961,True,True,False
P-212p944274192_VX-0p351323873231_LS-4p80439392259e-05_ST-351p894554175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37312632889e-05_H-7c2e16b959,52,212.944274192,0.351323873231,4.80439392259e-05,351.894554175,True,new-data,0.0002,0.0014,0.0012,0.0021,1.37312632889e-05,TI64,7c2e16b959,0.001212,0.0021,119.0752,58941.0,7,CFG_MAIN,0.001212,0.0,0.0031048274344931434,0.6763660925789328,True,True,False
P-213p315910834_VX-0p426447159191_LS-8p60684535809e-05_ST-346p722503996_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13123525366e-05_H-6aeda8a35c,53,213.315910834,0.426447159191,8.60684535809e-05,346.722503996,False,new-data,0.0002,0.0014,0.0012,0.0021,1.13123525366e-05,TI64,6aeda8a35c,0.001212,0.0021,78.93777,,0,CFG_MAIN,0.001212,0.0,0.00255787845338054,0.8209928807307479,True,True,False
P-217p682945702_VX-0p631899079757_LS-7p17459883069e-05_ST-324p134516573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p63432129838e-06_H-7c2e16b959,54,217.682945702,0.631899079757,7.17459883069e-05,324.134516573,False,new-data,0.0002,0.0014,0.0012,0.0021,7.63432129838e-06,TI64,7c2e16b959,0.001212,0.0021,74.68508,,0,CFG_MAIN,0.001212,0.0,0.0017262250174813877,1.2165273812703519,False,False,False
P-222p079289377_VX-0p741891960581_LS-8p7279944479e-05_ST-335p366959171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p50245704137e-06_H-0f2c16c7e5,55,222.079289377,0.741891960581,8.7279944479e-05,335.366959171,False,new-data,0.0002,0.0014,0.0012,0.0021,6.50245704137e-06,TI64,0f2c16c7e5,0.001212,0.0021,62.83974,,0,CFG_MAIN,0.001212,0.0,0.00147029494583788,1.4282848526036853,False,False,False
P-225p007853492_VX-0p825221323097_LS-8p70957490335e-05_ST-338p940755161_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p84585064393e-06_H-c2c7cd9590,56,225.007853492,0.825221323097,8.70957490335e-05,338.940755161,False,new-data,0.0002,0.0014,0.0012,0.0021,5.84585064393e-06,TI64,c2c7cd9590,0.001212,0.0021,58.96711,,0,CFG_MAIN,0.001212,0.0,0.001321827211039944,1.5887099179535202,False,False,False
P-227p095146149_VX-0p485569900572_LS-4p61845747353e-05_ST-309p475761642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p93496630935e-06_H-c5f6eebf67,57,227.095146149,0.485569900572,4.61845747353e-05,309.475761642,True,new-data,0.0002,0.0014,0.0012,0.0021,9.93496630935e-06,TI64,c5f6eebf67,0.001212,0.0021,207.3806,38259.0,143,CFG_MAIN,0.001212,0.0,0.0022464324883297764,0.9348155401551154,True,True,False
P-230p324353521_VX-0p227660683076_LS-8p68191306555e-05_ST-386p564919231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p11899592755e-05_H-0602c4a780,58,230.324353521,0.227660683076,8.68191306555e-05,386.564919231,False,new-data,0.0002,0.0014,0.0012,0.0021,2.11899592755e-05,TI64,0602c4a780,0.001212,0.0021,74.786,,0,CFG_MAIN,0.001212,0.0,0.004791341154132697,0.4382906439856985,True,True,False
P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,59,231.081894821,0.850370876493,5.5190986405e-05,302.777484886,False,new-data,0.0002,0.0014,0.0012,0.0021,5.67296074733e-06,TI64,179e4a5e71,0.001212,0.0021,66.55402000000001,,0,CFG_MAIN,0.001212,0.0,0.0012827344281809716,1.6371276500140264,False,False,False
P-233p106311211_VX-0p310101846937_LS-6p6327379673e-05_ST-336p786172861_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p55565684328e-05_H-add9572a86,60,233.106311211,0.310101846937,6.6327379673e-05,336.786172861,False,new-data,0.0002,0.0014,0.0012,0.0021,1.55565684328e-05,TI64,add9572a86,0.001212,0.0021,82.84798,,0,CFG_MAIN,0.001212,0.0,0.003517554025473463,0.5970057559293178,True,True,False
P-233p11801175_VX-0p947725383123_LS-6p63357513021e-05_ST-310p062780041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p09020934642e-06_H-1d842653b1,61,233.11801175,0.947725383123,6.63357513021e-05,310.062780041,False,new-data,0.0002,0.0014,0.0012,0.0021,5.09020934642e-06,TI64,1d842653b1,0.001212,0.0021,59.03615,,0,CFG_MAIN,0.001212,0.0,0.0011509663236047684,1.8245538178935643,False,False,False
P-233p918914285_VX-0p55009860706_LS-6p76633993968e-05_ST-363p156889773_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76955611431e-06_H-9f078c62f6,62,233.918914285,0.55009860706,6.76633993968e-05,363.156889773,False,new-data,0.0002,0.0014,0.0012,0.0021,8.76955611431e-06,TI64,9f078c62f6,0.001212,0.0021,82.8999,,0,CFG_MAIN,0.001212,0.0,0.001982917218841503,1.0590457231628163,False,False,False
P-236p369825033_VX-0p606859942193_LS-6p45901770765e-05_ST-328p218563755_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p94931460723e-06_H-0e4c2fc094,63,236.369825033,0.606859942193,6.45901770765e-05,328.218563755,False,new-data,0.0002,0.0014,0.0012,0.0021,7.94931460723e-06,TI64,0e4c2fc094,0.001212,0.0021,79.34149000000001,,0,CFG_MAIN,0.001212,0.0,0.0017974493357696237,1.1683222209436193,False,False,False
P-238p364831187_VX-0p683428278389_LS-5p30391716287e-05_ST-377p396343519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p05870792234e-06_H-1d842653b1,64,238.364831187,0.683428278389,5.30391716287e-05,377.396343519,False,new-data,0.0002,0.0014,0.0012,0.0021,7.05870792234e-06,TI64,1d842653b1,0.001212,0.0021,88.90671,,0,CFG_MAIN,0.001212,0.0,0.0015960709184748257,1.3157310089997247,False,False,False
P-240p986949999_VX-0p621810109213_LS-6p5255993688e-05_ST-389p31118835_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p75818940789e-06_H-377b770359,65,240.986949999,0.621810109213,6.5255993688e-05,389.31118835,False,new-data,0.0002,0.0014,0.0012,0.0021,7.75818940789e-06,TI64,377b770359,0.001212,0.0021,78.99126,,0,CFG_MAIN,0.001212,0.0,0.0017542333002282349,1.19710417065209,False,False,False
P-241p526098173_VX-0p390351171714_LS-7p60309896784e-05_ST-322p459160533_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23584119956e-05_H-0e4c2fc094,66,241.526098173,0.390351171714,7.60309896784e-05,322.459160533,False,new-data,0.0002,0.0014,0.0012,0.0021,1.23584119956e-05,TI64,0e4c2fc094,0.001212,0.0021,94.03579,,0,CFG_MAIN,0.001212,0.0,0.0027944068803748856,0.7515011556650164,True,True,False
P-242p307622127_VX-0p748861384084_LS-6p09484851001e-05_ST-306p16946129_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p44194066558e-06_H-1d842653b1,67,242.307622127,0.748861384084,6.09484851001e-05,306.16946129,False,new-data,0.0002,0.0014,0.0012,0.0021,6.44194066558e-06,TI64,1d842653b1,0.001212,0.0021,70.81725,,0,CFG_MAIN,0.001212,0.0,0.001456611361172343,1.4417023345951596,False,False,False
P-243p042265843_VX-0p642372627708_LS-5p19118052277e-05_ST-314p809567363_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p50984770355e-06_H-ac0fcec187,68,243.042265843,0.642372627708,5.19118052277e-05,314.809567363,True,new-data,0.0002,0.0014,0.0012,0.0021,7.50984770355e-06,TI64,ac0fcec187,0.001212,0.0021,112.21860000000001,33461.0,4,CFG_MAIN,0.001212,0.0,0.0016980798261781469,1.2366909774356434,False,False,False
P-250p363893775_VX-0p962117015407_LS-8p16921850603e-05_ST-395p976068127_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01406848207e-06_H-0f2c16c7e5,69,250.363893775,0.962117015407,8.16921850603e-05,395.976068127,False,new-data,0.0002,0.0014,0.0012,0.0021,5.01406848207e-06,TI64,0f2c16c7e5,0.001212,0.0021,59.06488,,0,CFG_MAIN,0.001212,0.0,0.0011337498272375568,1.8522604807065455,False,False,False
P-250p760727959_VX-0p576945875618_LS-7p55521762294e-05_ST-375p926323236_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p36147861851e-06_H-a88ac79600,70,250.760727959,0.576945875618,7.55521762294e-05,375.926323236,False,new-data,0.0002,0.0014,0.0012,0.0021,8.36147861851e-06,TI64,a88ac79600,0.001212,0.0021,79.12313,,0,CFG_MAIN,0.001212,0.0,0.00189064528597519,1.1107318837530253,False,False,False
P-251p6022239_VX-0p703685008905_LS-6p09329521029e-05_ST-391p344263507_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p85551140349e-06_H-0e4c2fc094,71,251.6022239,0.703685008905,6.09329521029e-05,391.344263507,False,new-data,0.0002,0.0014,0.0012,0.0021,6.85551140349e-06,TI64,0e4c2fc094,0.001212,0.0021,87.78929000000001,,0,CFG_MAIN,0.001212,0.0,0.001550125391611493,1.35472911505363,False,False,False
P-252p710023356_VX-0p579349155213_LS-8p35702038612e-05_ST-362p250166341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32679319476e-06_H-1d842653b1,72,252.710023356,0.579349155213,8.35702038612e-05,362.250166341,False,new-data,0.0002,0.0014,0.0012,0.0021,8.32679319476e-06,TI64,1d842653b1,0.001212,0.0021,82.97400999999999,,0,CFG_MAIN,0.001212,0.0,0.001882802434740693,1.1153586596509901,False,False,False
P-255p411547814_VX-0p885409904065_LS-6p83114026847e-05_ST-348p701073765_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p44846017745e-06_H-89021150a8,73,255.411547814,0.885409904065,6.83114026847e-05,348.701073765,False,new-data,0.0002,0.0014,0.0012,0.0021,5.44846017745e-06,TI64,89021150a8,0.001212,0.0021,63.226229999999994,,0,CFG_MAIN,0.001212,0.0,0.001231971762448144,1.7045845237775024,False,False,False
P-255p66284442_VX-0p61175678634_LS-8p38548151022e-05_ST-392p782565278_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p88568383831e-06_H-1d842653b1,74,255.66284442,0.61175678634,8.38548151022e-05,392.782565278,False,new-data,0.0002,0.0014,0.0012,0.0021,7.88568383831e-06,TI64,1d842653b1,0.001212,0.0021,79.07471000000001,,0,CFG_MAIN,0.001212,0.0,0.0017830615439936603,1.1777495886633662,False,False,False
P-256p84590034_VX-0p686841697171_LS-8p87652204691e-05_ST-323p817390946_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0236280396e-06_H-27614c4053,75,256.84590034,0.686841697171,8.87652204691e-05,323.817390946,False,new-data,0.0002,0.0014,0.0012,0.0021,7.0236280396e-06,TI64,27614c4053,0.001212,0.0021,70.98262,,0,CFG_MAIN,0.001212,0.0,0.0015881388746385738,1.3223024973039053,False,False,False
P-258p098094226_VX-0p965907163653_LS-4p72561688305e-05_ST-378p378118453_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99439364832e-06_H-985b11a49e,76,258.098094226,0.965907163653,4.72561688305e-05,378.378118453,False,new-data,0.0002,0.0014,0.0012,0.0021,4.99439364832e-06,TI64,985b11a49e,0.001212,0.0021,74.19824,,0,CFG_MAIN,0.001212,0.0,0.0011293010767977568,1.8595572457566005,False,False,False
P-260p125654688_VX-0p378472963537_LS-6p21275317791e-05_ST-359p026868384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p27462753427e-05_H-0602c4a780,77,260.125654688,0.378472963537,6.21275317791e-05,359.026868384,False,new-data,0.0002,0.0014,0.0012,0.0021,1.27462753427e-05,TI64,0602c4a780,0.001212,0.0021,86.94682999999999,,0,CFG_MAIN,0.001212,0.0,0.0028821081162733095,0.728633318140539,True,True,False
P-261p886347681_VX-0p412060740992_LS-8p23359668267e-05_ST-378p690023731_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17073045867e-05_H-0e4c2fc094,78,261.886347681,0.412060740992,8.23359668267e-05,378.690023731,False,new-data,0.0002,0.0014,0.0012,0.0021,1.17073045867e-05,TI64,0e4c2fc094,0.001212,0.0021,94.94726,,0,CFG_MAIN,0.001212,0.0,0.002647182542491175,0.7932962560352035,True,True,False
P-263p723264659_VX-0p501861307944_LS-7p03164616445e-05_ST-399p080626763_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p61245771821e-06_H-1d842653b1,79,263.723264659,0.501861307944,7.03164616445e-05,399.080626763,False,new-data,0.0002,0.0014,0.0012,0.0021,9.61245771821e-06,TI64,1d842653b1,0.001212,0.0021,98.55861,,0,CFG_MAIN,0.001212,0.0,0.0021735088613799186,0.9661796357557754,True,True,False
P-264p370573209_VX-0p395776293281_LS-4p78236029631e-05_ST-378p311267492_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21890085003e-05_H-985b11a49e,80,264.370573209,0.395776293281,4.78236029631e-05,378.311267492,True,new-data,0.0002,0.0014,0.0012,0.0021,1.21890085003e-05,TI64,985b11a49e,0.001212,0.0021,302.1039,43592.0,109,CFG_MAIN,0.001212,0.0,0.0027561024207822756,0.7619455591218371,True,True,False
P-265p432977562_VX-0p293015283246_LS-7p41925746724e-05_ST-326p902943993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64637166689e-05_H-1d842653b1,81,265.432977562,0.293015283246,7.41925746724e-05,326.902943993,False,new-data,0.0002,0.0014,0.0012,0.0021,1.64637166689e-05,TI64,1d842653b1,0.001212,0.0021,86.50816,,0,CFG_MAIN,0.001212,0.0,0.0037226727149389763,0.5641108313316832,True,True,False
P-267p46239641_VX-0p483361678819_LS-7p67845272617e-05_ST-366p829607628_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p98035387249e-06_H-1d842653b1,82,267.46239641,0.483361678819,7.67845272617e-05,366.829607628,False,new-data,0.0002,0.0014,0.0012,0.0021,9.98035387249e-06,TI64,1d842653b1,0.001212,0.0021,90.95953,,0,CFG_MAIN,0.001212,0.0,0.002256695240436017,0.9305642881553905,True,True,False
P-267p660345133_VX-0p739236683111_LS-7p20061497304e-05_ST-322p433694738_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p52581333317e-06_H-0e4c2fc094,83,267.660345133,0.739236683111,7.20061497304e-05,322.433694738,False,new-data,0.0002,0.0014,0.0012,0.0021,6.52581333317e-06,TI64,0e4c2fc094,0.001212,0.0021,74.50152,,0,CFG_MAIN,0.001212,0.0,0.0014755761245633574,1.423172932281903,False,False,False
P-270p660461155_VX-0p506275452772_LS-4p55363433165e-05_ST-392p157982605_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p52864804446e-06_H-b5aba20bdc,84,270.660461155,0.506275452772,4.55363433165e-05,392.157982605,True,new-data,0.0002,0.0014,0.0012,0.0021,9.52864804446e-06,TI64,b5aba20bdc,0.001212,0.0021,301.73389999999995,35644.0,154,CFG_MAIN,0.001212,0.0,0.002154558341763489,0.9746777143575358,True,True,False
P-273p06384474_VX-0p951903552318_LS-4p77154604482e-05_ST-314p535783501_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06786700319e-06_H-b5afaa2141,85,273.06384474,0.951903552318,4.77154604482e-05,314.535783501,False,new-data,0.0002,0.0014,0.0012,0.0021,5.06786700319e-06,TI64,b5afaa2141,0.001212,0.0021,77.25837,,0,CFG_MAIN,0.001212,0.0,0.0011459144125933458,1.8325975979719467,False,False,False
P-273p444240295_VX-0p704920639812_LS-6p35261824567e-05_ST-347p093922324_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84349461565e-06_H-1d842653b1,86,273.444240295,0.704920639812,6.35261824567e-05,347.093922324,False,new-data,0.0002,0.0014,0.0012,0.0021,6.84349461565e-06,TI64,1d842653b1,0.001212,0.0021,88.74047,,0,CFG_MAIN,0.001212,0.0,0.0015474082306497832,1.3571079424323431,False,False,False
P-277p972333632_VX-0p331196372511_LS-4p5620211888e-05_ST-324p411035281_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4565741063e-05_H-0e4c2fc094,87,277.972333632,0.331196372511,4.5620211888e-05,324.411035281,True,new-data,0.0002,0.0014,0.0012,0.0021,1.4565741063e-05,TI64,0e4c2fc094,0.001212,0.0021,301.7815,49692.0,84,CFG_MAIN,0.001212,0.0,0.003293514333294129,0.6376167787615511,True,True,False
P-279p19481345_VX-0p961152667742_LS-7p84955743249e-05_ST-372p579911887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01909921797e-06_H-6ea4fcc339,88,279.19481345,0.961152667742,7.84955743249e-05,372.579911887,False,new-data,0.0002,0.0014,0.0012,0.0021,5.01909921797e-06,TI64,6ea4fcc339,0.001212,0.0021,62.93174,,0,CFG_MAIN,0.001212,0.0,0.0011348873457975991,1.8504039257959295,False,False,False
P-282p804328276_VX-0p543976889672_LS-5p22197252327e-05_ST-303p777238342_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p8682454983e-06_H-cfd320609e,89,282.804328276,0.543976889672,5.22197252327e-05,303.777238342,True,new-data,0.0002,0.0014,0.0012,0.0021,8.8682454983e-06,TI64,cfd320609e,0.001212,0.0021,197.1042,35124.0,165,CFG_MAIN,0.001212,0.0,0.0020052322455421153,1.047260238642464,False,False,False
P-287p102038097_VX-0p362628106341_LS-6p67475186474e-05_ST-334p763632341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33032175903e-05_H-c5f6eebf67,90,287.102038097,0.362628106341,6.67475186474e-05,334.763632341,False,new-data,0.0002,0.0014,0.0012,0.0021,1.33032175903e-05,TI64,c5f6eebf67,0.001212,0.0021,98.64497,,0,CFG_MAIN,0.001212,0.0,0.0030080404164101343,0.6981289175981847,True,True,False
P-292p980726174_VX-0p558994342483_LS-6p4603431573e-05_ST-342p453415035_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p62999897564e-06_H-0e4c2fc094,91,292.980726174,0.558994342483,6.4603431573e-05,342.453415035,False,new-data,0.0002,0.0014,0.0012,0.0021,8.62999897564e-06,TI64,0e4c2fc094,0.001212,0.0021,94.89105,,0,CFG_MAIN,0.001212,0.0,0.0019513614308774034,1.07617172645242,False,False,False
P-293p577290228_VX-0p952339824621_LS-7p01980103413e-05_ST-347p682708595_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06554538443e-06_H-1d842653b1,92,293.577290228,0.952339824621,7.01980103413e-05,347.682708595,False,new-data,0.0002,0.0014,0.0012,0.0021,5.06554538443e-06,TI64,1d842653b1,0.001212,0.0021,66.43639,,0,CFG_MAIN,0.001212,0.0,0.0011453894626680162,1.8334375061460395,False,False,False
P-293p648784497_VX-0p426690912013_LS-5p33940457289e-05_ST-351p677261216_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13058902058e-05_H-5799d46da7,93,293.648784497,0.426690912013,5.33940457289e-05,351.677261216,True,new-data,0.0002,0.0014,0.0012,0.0021,1.13058902058e-05,TI64,5799d46da7,0.001212,0.0021,270.62339999999995,44789.0,114,CFG_MAIN,0.001212,0.0,0.0025564172315129283,0.821462151840209,True,True,False
P-307p26373251_VX-0p980958450675_LS-7p64412572662e-05_ST-372p845922747_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91776241868e-06_H-0e4c2fc094,94,307.26373251,0.980958450675,7.64412572662e-05,372.845922747,False,new-data,0.0002,0.0014,0.0012,0.0021,4.91776241868e-06,TI64,0e4c2fc094,0.001212,0.0021,66.28011000000001,,0,CFG_MAIN,0.001212,0.0,0.001111973702096575,1.8885338709364683,False,False,False
P-307p533441342_VX-0p76958695679_LS-6p29715413405e-05_ST-358p843506265_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p26845421489e-06_H-0602c4a780,95,307.533441342,0.76958695679,6.29715413405e-05,358.843506265,False,new-data,0.0002,0.0014,0.0012,0.0021,6.26845421489e-06,TI64,0602c4a780,0.001212,0.0021,91.83977,,0,CFG_MAIN,0.001212,0.0,0.0014173836892322107,1.4816030521259622,False,False,False
P-308p624203673_VX-0p258745269308_LS-8p46230110859e-05_ST-352p536460601_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p86442852305e-05_H-19ea1511f8,96,308.624203673,0.258745269308,8.46230110859e-05,352.536460601,False,new-data,0.0002,0.0014,0.0012,0.0021,1.86442852305e-05,TI64,19ea1511f8,0.001212,0.0021,94.62959000000001,,0,CFG_MAIN,0.001212,0.0,0.004215729249532889,0.4981344568635863,True,True,False
P-310p791038761_VX-0p793031296086_LS-6p97064070297e-05_ST-311p244290057_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p08314025792e-06_H-9f078c62f6,97,310.791038761,0.793031296086,6.97064070297e-05,311.244290057,False,new-data,0.0002,0.0014,0.0012,0.0021,6.08314025792e-06,TI64,9f078c62f6,0.001212,0.0021,83.4375,,0,CFG_MAIN,0.001212,0.0,0.0013754816554953572,1.5267379187574255,False,False,False
P-311p847977036_VX-0p831533579891_LS-6p59632228328e-05_ST-369p023839283_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80147419139e-06_H-0602c4a780,98,311.847977036,0.831533579891,6.59632228328e-05,369.023839283,False,new-data,0.0002,0.0014,0.0012,0.0021,5.80147419139e-06,TI64,0602c4a780,0.001212,0.0021,84.20674,,0,CFG_MAIN,0.001212,0.0,0.0013117930849443093,1.6008622275129258,False,False,False
P-319p96920879_VX-0p866402209965_LS-6p35942162539e-05_ST-320p061265262_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56799203364e-06_H-560be51b32,99,319.96920879,0.866402209965,6.35942162539e-05,320.061265262,False,new-data,0.0002,0.0014,0.0012,0.0021,5.56799203364e-06,TI64,560be51b32,0.001212,0.0021,83.76426,,0,CFG_MAIN,0.001212,0.0,0.0012589995586969533,1.6679910532879536,False,False,False
P-323p763442528_VX-0p850556183123_LS-6p97450047543e-05_ST-350p102665969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67172480635e-06_H-fe613e406c,100,323.763442528,0.850556183123,6.97450047543e-05,350.102665969,False,new-data,0.0002,0.0014,0.0012,0.0021,5.67172480635e-06,TI64,fe613e406c,0.001212,0.0021,82.93315,,0,CFG_MAIN,0.001212,0.0,0.0012824549649323497,1.6374844009518699,False,False,False
P-324p489523844_VX-0p639524903021_LS-7p4699050731e-05_ST-392p096101418_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p54328811939e-06_H-eed8ed7ef3,101,324.489523844,0.639524903021,7.4699050731e-05,392.096101418,False,new-data,0.0002,0.0014,0.0012,0.0021,7.54328811939e-06,TI64,eed8ed7ef3,0.001212,0.0021,106.0038,,0,CFG_MAIN,0.001212,0.0,0.001705641164006684,1.231208559171342,False,False,False
P-326p931045044_VX-0p255856443683_LS-6p48737236991e-05_ST-399p817710522_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p88547942494e-05_H-9cf0389d20,102,326.931045044,0.255856443683,6.48737236991e-05,399.817710522,True,new-data,0.0002,0.0014,0.0012,0.0021,1.88547942494e-05,TI64,9cf0389d20,0.001212,0.0021,287.6517,67449.0,27,CFG_MAIN,0.001212,0.0,0.0042633282332004705,0.492572911380913,True,True,False
P-328p176471421_VX-0p746856862244_LS-5p78341655667e-05_ST-308p284457774_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45923047225e-06_H-354781c6a2,103,328.176471421,0.746856862244,5.78341655667e-05,308.284457774,False,new-data,0.0002,0.0014,0.0012,0.0021,6.45923047225e-06,TI64,354781c6a2,0.001212,0.0021,102.5376,,0,CFG_MAIN,0.001212,0.0,0.0014605208241946005,1.4378432441441142,False,False,False
P-335p17845091_VX-0p53366627312_LS-7p35439468085e-05_ST-327p916348879_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p03958306155e-06_H-1d842653b1,104,335.17845091,0.53366627312,7.35439468085e-05,327.916348879,False,new-data,0.0002,0.0014,0.0012,0.0021,9.03958306155e-06,TI64,1d842653b1,0.001212,0.0021,98.71385,,0,CFG_MAIN,0.001212,0.0,0.002043974024483131,1.0274103167876787,False,False,False
P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,105,336.384535968,0.857000372961,5.14827567032e-05,367.720955238,False,new-data,0.0002,0.0014,0.0012,0.0021,5.62907643359e-06,TI64,1d842653b1,0.001212,0.0021,94.14768,,0,CFG_MAIN,0.001212,0.0,0.0012728115814363125,1.649890707020627,False,False,False
P-339p704237738_VX-0p701398887747_LS-5p24684299583e-05_ST-300p218383071_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p87785607775e-06_H-1d842653b1,106,339.704237738,0.701398887747,5.24684299583e-05,300.218383071,True,new-data,0.0002,0.0014,0.0012,0.0021,6.87785607775e-06,TI64,1d842653b1,0.001212,0.0021,311.9999,27612.0,39,CFG_MAIN,0.001212,0.0,0.0015551778296994678,1.350327891702145,False,False,False
