contrast,challenger,incumbent,role,subset,metric,challenger_AULC,incumbent_AULC,mean_difference,ci_low,ci_high,positive_repeat_blocks,signflip_p,interval_excludes_zero,holm_p,supported
T2@own - M3@own,T2@own,M3@own,B_own_path_vs_M3,full81,keyhole_recall,0.734555431547619,0.8773348214285713,-0.14277938988095243,-0.1496395926339286,-0.1359627139136905,0,9.999000099990002e-05,True,0.0024997500249975004,True
T2@own - M3@own,T2@own,M3@own,B_own_path_vs_M3,full81,roc_auc,0.9412502429680603,0.9893973942853375,-0.04814715131727725,-0.050863462197265834,-0.045690453866523754,0,9.999000099990002e-05,True,0.0024997500249975004,True
T2@own - M3@own,T2@own,M3@own,B_own_path_vs_M3,full81,pr_auc,0.8575293224400573,0.9575475917710143,-0.10001826933095699,-0.10676298933459433,-0.09367982982958976,0,9.999000099990002e-05,True,0.0024997500249975004,True
T3@own - M3@own,T3@own,M3@own,B_own_path_vs_M3,B1_q20,accuracy,0.8022380514705881,0.8446047794117648,-0.04236672794117647,-0.051631778492647086,-0.03321208639705883,0,9.999000099990002e-05,True,0.0024997500249975004,True
T3@own - M3@own,T3@own,M3@own,B_own_path_vs_M3,B1_q20,balanced_accuracy,0.7800901291633713,0.8231001265444625,-0.04300999738109113,-0.054278032167485266,-0.031883902463638765,1,9.999000099990002e-05,True,0.0024997500249975004,True
T3@own - M3@own,T3@own,M3@own,B_own_path_vs_M3,B1_q20,keyhole_recall,0.6890697544642856,0.7381299913194445,-0.049060236855158736,-0.06815983925471235,-0.030615911768353193,3,9.999000099990002e-05,True,0.0024997500249975004,True
T3@own - M3@own,T3@own,M3@own,B_own_path_vs_M3,B1_q20,roc_auc,0.86342981497669,0.9133512240797396,-0.04992140910304972,-0.061538275884271985,-0.0387194532057569,0,9.999000099990002e-05,True,0.0024997500249975004,True
T3@own - M3@own,T3@own,M3@own,B_own_path_vs_M3,B1_q20,pr_auc,0.7964364779928014,0.8637452772000895,-0.06730879920728816,-0.0835232667623502,-0.052022045319014776,0,9.999000099990002e-05,True,0.0024997500249975004,True
T3@own - M3@own,T3@own,M3@own,B_own_path_vs_M3,B1_q30,accuracy,0.8481562500000001,0.8874156249999998,-0.039259375,-0.04602499999999996,-0.032459140625,0,9.999000099990002e-05,True,0.0024997500249975004,True
T3@own - M3@own,T3@own,M3@own,B_own_path_vs_M3,B1_q30,balanced_accuracy,0.8178907173968397,0.8600476587223259,-0.04215694132548608,-0.05039867352343654,-0.034280999337822346,0,9.999000099990002e-05,True,0.0024997500249975004,True
T3@own - M3@own,T3@own,M3@own,B_own_path_vs_M3,B1_q30,keyhole_recall,0.731516834077381,0.7837064647591991,-0.052189630681818186,-0.06835136232582525,-0.03772401991454726,0,9.999000099990002e-05,True,0.0024997500249975004,True
T3@own - M3@own,T3@own,M3@own,B_own_path_vs_M3,B1_q30,roc_auc,0.9034564192910768,0.9455451794271932,-0.042088760136116475,-0.050747347029701226,-0.03390525887647435,0,9.999000099990002e-05,True,0.0024997500249975004,True
T3@own - M3@own,T3@own,M3@own,B_own_path_vs_M3,B1_q30,pr_auc,0.8150026096180735,0.885853378857024,-0.07085076923895045,-0.08620846987725342,-0.05648002263777491,0,9.999000099990002e-05,True,0.0024997500249975004,True
T3@own - M3@own,T3@own,M3@own,B_own_path_vs_M3,full81,accuracy,0.949433834876543,0.9645052083333333,-0.015071373456790133,-0.017754653742283997,-0.012398654513888899,0,9.999000099990002e-05,True,0.0024997500249975004,True
T3@own - M3@own,T3@own,M3@own,B_own_path_vs_M3,full81,balanced_accuracy,0.9088146829266817,0.9304481642618885,-0.021633481335207046,-0.026326902672110172,-0.01722960266519471,0,9.999000099990002e-05,True,0.0024997500249975004,True
T3@own - M3@own,T3@own,M3@own,B_own_path_vs_M3,full81,keyhole_recall,0.8455163690476191,0.8773348214285713,-0.03181845238095237,-0.041225985863095255,-0.022722628348214285,2,9.999000099990002e-05,True,0.0024997500249975004,True
T3@own - M3@own,T3@own,M3@own,B_own_path_vs_M3,full81,roc_auc,0.9714388714066304,0.9893973942853375,-0.01795852287870711,-0.02340767049240407,-0.013209601876053283,0,9.999000099990002e-05,True,0.0024997500249975004,True
T3@own - M3@own,T3@own,M3@own,B_own_path_vs_M3,full81,pr_auc,0.9079326991601244,0.9575475917710143,-0.049614892610889846,-0.06168594678151248,-0.03871483826722998,0,9.999000099990002e-05,True,0.0024997500249975004,True
