contrast,challenger,incumbent,role,subset,metric,challenger_AULC,incumbent_AULC,mean_difference,ci_low,ci_high,positive_repeat_blocks,signflip_p,interval_excludes_zero,holm_p,supported
M3_T2@A0 - M3@A0,M3_T2@A0,M3@A0,A_same_path_vs_M3,full81,accuracy,0.9422897376543208,0.9634760802469137,-0.0211863425925926,-0.02333051215277779,-0.01900848765432101,0,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T2@A0 - M3@A0,M3_T2@A0,M3@A0,A_same_path_vs_M3,full81,balanced_accuracy,0.8979961184842832,0.9298379096804936,-0.03184179119621051,-0.035007817623530064,-0.028671986947870227,0,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T2@A0 - M3@A0,M3_T2@A0,M3@A0,A_same_path_vs_M3,full81,keyhole_recall,0.8288880208333333,0.8773883928571429,-0.04850037202380954,-0.05376904761904762,-0.043037388392857166,0,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T2@A0 - M3@A0,M3_T2@A0,M3@A0,A_same_path_vs_M3,full81,roc_auc,0.9754804547843843,0.9906786873600074,-0.015198232575622982,-0.016578406455530176,-0.013826971909173704,0,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T2@A0 - M3@A0,M3_T2@A0,M3@A0,A_same_path_vs_M3,full81,pr_auc,0.9220439957032494,0.9610072355719652,-0.038963239868715985,-0.042864097475461806,-0.03507532457058235,0,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T3@A0 - M3@A0,M3_T3@A0,M3@A0,A_same_path_vs_M3,B1_q20,accuracy,0.820951286764706,0.8424816176470588,-0.02153033088235291,-0.025933019301470565,-0.017219554227941115,0,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T3@A0 - M3@A0,M3_T3@A0,M3@A0,A_same_path_vs_M3,B1_q20,balanced_accuracy,0.8005838581990925,0.8219283088872931,-0.021344450688200713,-0.02661137979045699,-0.01616981286942225,0,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T3@A0 - M3@A0,M3_T3@A0,M3@A0,A_same_path_vs_M3,B1_q20,keyhole_recall,0.7204077380952381,0.7413077876984128,-0.02090004960317459,-0.029964894128224197,-0.012035282583085272,2,0.0005999400059994001,True,0.0029997000299970007,True
M3_T3@A0 - M3@A0,M3_T3@A0,M3@A0,A_same_path_vs_M3,B1_q20,roc_auc,0.887220509091603,0.9139023630449412,-0.026681853953338337,-0.03183734844257306,-0.022256513335297573,0,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T3@A0 - M3@A0,M3_T3@A0,M3@A0,A_same_path_vs_M3,B1_q20,pr_auc,0.8337608506307413,0.8674035693492576,-0.03364271871851624,-0.04013497268274195,-0.027670092893411977,0,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T3@A0 - M3@A0,M3_T3@A0,M3@A0,A_same_path_vs_M3,B1_q30,accuracy,0.86529375,0.8838468749999999,-0.01855312500000001,-0.022409375000000037,-0.014756171875000028,0,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T3@A0 - M3@A0,M3_T3@A0,M3@A0,A_same_path_vs_M3,B1_q30,balanced_accuracy,0.8379734405138152,0.8572302999050019,-0.01925685939118662,-0.023584541873600328,-0.014864995529656576,0,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T3@A0 - M3@A0,M3_T3@A0,M3@A0,A_same_path_vs_M3,B1_q30,keyhole_recall,0.7615878596230159,0.7832226224296536,-0.021634762806637786,-0.029476481190250706,-0.014078036503427082,2,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T3@A0 - M3@A0,M3_T3@A0,M3@A0,A_same_path_vs_M3,B1_q30,roc_auc,0.9262625429798892,0.945653405140302,-0.019390862160413073,-0.022322619057457166,-0.016466364412569382,0,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T3@A0 - M3@A0,M3_T3@A0,M3@A0,A_same_path_vs_M3,B1_q30,pr_auc,0.8561746078055574,0.8881522845992403,-0.031977676793683005,-0.03689942186516959,-0.02698795704338191,0,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T3@A0 - M3@A0,M3_T3@A0,M3@A0,A_same_path_vs_M3,full81,accuracy,0.9560850694444444,0.9634760802469137,-0.007391010802469106,-0.008644868827160446,-0.006162181712962922,0,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T3@A0 - M3@A0,M3_T3@A0,M3@A0,A_same_path_vs_M3,full81,balanced_accuracy,0.9198992888136427,0.9298379096804936,-0.009938620866850828,-0.01257942281162167,-0.007385013617737259,1,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T3@A0 - M3@A0,M3_T3@A0,M3@A0,A_same_path_vs_M3,full81,keyhole_recall,0.8634386160714284,0.8773883928571429,-0.01394977678571433,-0.019465848214285795,-0.008808342633928615,3,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T3@A0 - M3@A0,M3_T3@A0,M3@A0,A_same_path_vs_M3,full81,roc_auc,0.9840283113315996,0.9906786873600074,-0.0066503760284077505,-0.007675375292268365,-0.005663113273510019,0,9.999000099990002e-05,True,0.0029997000299970007,True
M3_T3@A0 - M3@A0,M3_T3@A0,M3@A0,A_same_path_vs_M3,full81,pr_auc,0.9411857557639249,0.9610072355719652,-0.01982147980804031,-0.022055120661317484,-0.017526516253793888,0,9.999000099990002e-05,True,0.0029997000299970007,True
H@A0 - M3@A0,H@A0,M3@A0,A_same_path_vs_M3,B1_q20,accuracy,0.8308134191176471,0.8424816176470588,-0.011668198529411733,-0.01611684283088233,-0.006994485294117609,2,0.00019998000199980003,True,0.0029997000299970007,True
H@A0 - M3@A0,H@A0,M3@A0,A_same_path_vs_M3,B1_q20,balanced_accuracy,0.8102735501260891,0.8219283088872931,-0.011654758761204104,-0.016779186994103978,-0.006603928366013371,3,0.0005999400059994001,True,0.0029997000299970007,True
H@A0 - M3@A0,H@A0,M3@A0,A_same_path_vs_M3,B1_q20,keyhole_recall,0.7271648065476192,0.7413077876984128,-0.014142981150793644,-0.02229569304935513,-0.0063599865141369,4,0.0020997900209979003,True,0.0029997000299970007,True
H@A0 - M3@A0,H@A0,M3@A0,A_same_path_vs_M3,B1_q20,roc_auc,0.9079543062189547,0.9139023630449412,-0.005948056825986553,-0.008875877524168586,-0.003142757933798003,5,0.00039996000399960006,True,0.0029997000299970007,True
H@A0 - M3@A0,H@A0,M3@A0,A_same_path_vs_M3,B1_q20,pr_auc,0.8588179168053662,0.8674035693492576,-0.008585652543891386,-0.01240020459611954,-0.004898128097239331,3,0.0007999200079992001,True,0.0029997000299970007,True
H@A0 - M3@A0,H@A0,M3@A0,A_same_path_vs_M3,B1_q30,accuracy,0.871596875,0.8838468749999999,-0.012250000000000021,-0.015356328125000053,-0.00902804687500007,0,9.999000099990002e-05,True,0.0029997000299970007,True
H@A0 - M3@A0,H@A0,M3@A0,A_same_path_vs_M3,B1_q30,balanced_accuracy,0.8437662961524495,0.8572302999050019,-0.013464003752552306,-0.016857958178345393,-0.010154937763901214,0,9.999000099990002e-05,True,0.0029997000299970007,True
H@A0 - M3@A0,H@A0,M3@A0,A_same_path_vs_M3,B1_q30,keyhole_recall,0.766631792252886,0.7832226224296536,-0.01659083017676765,-0.022320163549558063,-0.010883182973710308,2,9.999000099990002e-05,True,0.0029997000299970007,True
H@A0 - M3@A0,H@A0,M3@A0,A_same_path_vs_M3,B1_q30,roc_auc,0.9403432644576089,0.945653405140302,-0.005310140682693509,-0.007127321424361297,-0.0036272214682884964,2,9.999000099990002e-05,True,0.0029997000299970007,True
H@A0 - M3@A0,H@A0,M3@A0,A_same_path_vs_M3,B1_q30,pr_auc,0.8783785090941325,0.8881522845992403,-0.00977377550510788,-0.01323833379979756,-0.006553347760527493,2,9.999000099990002e-05,True,0.0029997000299970007,True
H@A0 - M3@A0,H@A0,M3@A0,A_same_path_vs_M3,full81,accuracy,0.9596305941358025,0.9634760802469137,-0.0038454861111110903,-0.004838927469135763,-0.002853949652777772,0,9.999000099990002e-05,True,0.0029997000299970007,True
H@A0 - M3@A0,H@A0,M3@A0,A_same_path_vs_M3,full81,balanced_accuracy,0.924267589103993,0.9298379096804936,-0.005570320576500631,-0.007441341663234146,-0.0036477695229211265,3,9.999000099990002e-05,True,0.0029997000299970007,True
H@A0 - M3@A0,H@A0,M3@A0,A_same_path_vs_M3,full81,keyhole_recall,0.8691324404761905,0.8773883928571429,-0.008255952380952409,-0.01174146205357146,-0.004769568452380949,5,0.00039996000399960006,True,0.0029997000299970007,True
H@A0 - M3@A0,H@A0,M3@A0,A_same_path_vs_M3,full81,roc_auc,0.9901301682873511,0.9906786873600074,-0.0005485190726561784,-0.0009226432687078063,-0.00017786690953375573,8,0.011898810118988102,True,0.011898810118988102,True
H@A0 - M3@A0,H@A0,M3@A0,A_same_path_vs_M3,full81,pr_auc,0.9582289388126366,0.9610072355719652,-0.002778296759328597,-0.004018634289349087,-0.0015478254480166499,4,0.00039996000399960006,True,0.0029997000299970007,True
T2@A0 - M3@A0,T2@A0,M3@A0,A_same_path_vs_M3,B1_q20,accuracy,0.7283731617647058,0.8424816176470588,-0.1141084558823529,-0.12150735294117643,-0.10637844669117638,0,9.999000099990002e-05,True,0.0029997000299970007,True
T2@A0 - M3@A0,T2@A0,M3@A0,A_same_path_vs_M3,B1_q20,balanced_accuracy,0.7052761884382976,0.8219283088872931,-0.11665212044899546,-0.12475066005229585,-0.10855263140722132,0,9.999000099990002e-05,True,0.0029997000299970007,True
T2@A0 - M3@A0,T2@A0,M3@A0,A_same_path_vs_M3,B1_q20,keyhole_recall,0.6047160218253969,0.7413077876984128,-0.13659176587301586,-0.14930562065972225,-0.12450309399801593,0,9.999000099990002e-05,True,0.0029997000299970007,True
T2@A0 - M3@A0,T2@A0,M3@A0,A_same_path_vs_M3,B1_q20,roc_auc,0.7784912885508588,0.9139023630449412,-0.1354110744940823,-0.14349055490950027,-0.12766255627510506,0,9.999000099990002e-05,True,0.0029997000299970007,True
T2@A0 - M3@A0,T2@A0,M3@A0,A_same_path_vs_M3,B1_q20,pr_auc,0.7302113401635189,0.8674035693492576,-0.13719222918573873,-0.1481426273601095,-0.12592079440085807,0,9.999000099990002e-05,True,0.0029997000299970007,True
T2@A0 - M3@A0,T2@A0,M3@A0,A_same_path_vs_M3,B1_q30,accuracy,0.7812375,0.8838468749999999,-0.10260937500000003,-0.10768445312500001,-0.09744984375000004,0,9.999000099990002e-05,True,0.0029997000299970007,True
T2@A0 - M3@A0,T2@A0,M3@A0,A_same_path_vs_M3,B1_q30,balanced_accuracy,0.7434305558295723,0.8572302999050019,-0.1137997440754295,-0.1189894557292625,-0.10827215822642652,0,9.999000099990002e-05,True,0.0029997000299970007,True
T2@A0 - M3@A0,T2@A0,M3@A0,A_same_path_vs_M3,B1_q30,keyhole_recall,0.633949686598124,0.7832226224296536,-0.1492729358315296,-0.16071831519717264,-0.13846000067640699,0,9.999000099990002e-05,True,0.0029997000299970007,True
T2@A0 - M3@A0,T2@A0,M3@A0,A_same_path_vs_M3,B1_q30,roc_auc,0.832315760484188,0.945653405140302,-0.11333764465611437,-0.11834823946655637,-0.10800637135442231,0,9.999000099990002e-05,True,0.0029997000299970007,True
T2@A0 - M3@A0,T2@A0,M3@A0,A_same_path_vs_M3,B1_q30,pr_auc,0.7389507253715764,0.8881522845992403,-0.14920155922766404,-0.15887289020437947,-0.13952212369805786,0,9.999000099990002e-05,True,0.0029997000299970007,True
T2@A0 - M3@A0,T2@A0,M3@A0,A_same_path_vs_M3,full81,accuracy,0.9092939814814812,0.9634760802469137,-0.0541820987654321,-0.05674575617283949,-0.05154415027006174,0,9.999000099990002e-05,True,0.0029997000299970007,True
T2@A0 - M3@A0,T2@A0,M3@A0,A_same_path_vs_M3,full81,balanced_accuracy,0.8633009523708568,0.9298379096804936,-0.0665369573096369,-0.06971329741562075,-0.06354931041197222,0,9.999000099990002e-05,True,0.0029997000299970007,True
T2@A0 - M3@A0,T2@A0,M3@A0,A_same_path_vs_M3,full81,keyhole_recall,0.7915323660714285,0.8773883928571429,-0.08585602678571436,-0.09216083519345245,-0.07958287760416673,0,9.999000099990002e-05,True,0.0029997000299970007,True
T2@A0 - M3@A0,T2@A0,M3@A0,A_same_path_vs_M3,full81,roc_auc,0.9473484353799186,0.9906786873600074,-0.04333025198008872,-0.04467210543686462,-0.04201815394584166,0,9.999000099990002e-05,True,0.0029997000299970007,True
T2@A0 - M3@A0,T2@A0,M3@A0,A_same_path_vs_M3,full81,pr_auc,0.8604855591589675,0.9610072355719652,-0.10052167641299767,-0.10535165970346938,-0.09603282604881988,0,9.999000099990002e-05,True,0.0029997000299970007,True
T3@A0 - M3@A0,T3@A0,M3@A0,A_same_path_vs_M3,B1_q20,accuracy,0.8105698529411764,0.8424816176470588,-0.03191176470588235,-0.03754147518382353,-0.026134995404411745,0,9.999000099990002e-05,True,0.0029997000299970007,True
T3@A0 - M3@A0,T3@A0,M3@A0,A_same_path_vs_M3,B1_q20,balanced_accuracy,0.7903864858015248,0.8219283088872931,-0.0315418230857684,-0.03771933817051005,-0.02506075336610005,0,9.999000099990002e-05,True,0.0029997000299970007,True
T3@A0 - M3@A0,T3@A0,M3@A0,A_same_path_vs_M3,B1_q20,keyhole_recall,0.709827380952381,0.7413077876984128,-0.031480406746031725,-0.04187819242931544,-0.021410111297123,2,9.999000099990002e-05,True,0.0029997000299970007,True
T3@A0 - M3@A0,T3@A0,M3@A0,A_same_path_vs_M3,B1_q20,roc_auc,0.8809056190120643,0.9139023630449412,-0.032996744032876855,-0.03895139617056124,-0.028054127475172417,0,9.999000099990002e-05,True,0.0029997000299970007,True
T3@A0 - M3@A0,T3@A0,M3@A0,A_same_path_vs_M3,B1_q20,pr_auc,0.8266818369344628,0.8674035693492576,-0.040721732414794605,-0.04814707765249399,-0.03387677717526303,0,9.999000099990002e-05,True,0.0029997000299970007,True
T3@A0 - M3@A0,T3@A0,M3@A0,A_same_path_vs_M3,B1_q30,accuracy,0.8545593749999998,0.8838468749999999,-0.029287500000000022,-0.03326609375000003,-0.02534367187500004,0,9.999000099990002e-05,True,0.0029997000299970007,True
T3@A0 - M3@A0,T3@A0,M3@A0,A_same_path_vs_M3,B1_q30,balanced_accuracy,0.8264647238724507,0.8572302999050019,-0.030765576032551017,-0.03510273157147129,-0.026499439572096804,0,9.999000099990002e-05,True,0.0029997000299970007,True
T3@A0 - M3@A0,T3@A0,M3@A0,A_same_path_vs_M3,B1_q30,keyhole_recall,0.7486082758387446,0.7832226224296536,-0.03461434659090909,-0.04174689472853535,-0.027812459767879702,0,9.999000099990002e-05,True,0.0029997000299970007,True
T3@A0 - M3@A0,T3@A0,M3@A0,A_same_path_vs_M3,B1_q30,roc_auc,0.9217072520671007,0.945653405140302,-0.023946153073201727,-0.026785436648738843,-0.02111086303510126,0,9.999000099990002e-05,True,0.0029997000299970007,True
T3@A0 - M3@A0,T3@A0,M3@A0,A_same_path_vs_M3,B1_q30,pr_auc,0.8484514140453566,0.8881522845992403,-0.03970087055388382,-0.04558802086272095,-0.034016258180053556,0,9.999000099990002e-05,True,0.0029997000299970007,True
T3@A0 - M3@A0,T3@A0,M3@A0,A_same_path_vs_M3,full81,accuracy,0.952662037037037,0.9634760802469137,-0.010814043209876579,-0.012234760802469168,-0.009465639467592626,0,9.999000099990002e-05,True,0.0029997000299970007,True
T3@A0 - M3@A0,T3@A0,M3@A0,A_same_path_vs_M3,full81,balanced_accuracy,0.9153408482647638,0.9298379096804936,-0.01449706141572979,-0.01717051278459568,-0.011900777659743095,0,9.999000099990002e-05,True,0.0029997000299970007,True
T3@A0 - M3@A0,T3@A0,M3@A0,A_same_path_vs_M3,full81,keyhole_recall,0.8571101190476191,0.8773883928571429,-0.02027827380952383,-0.02539584263392856,-0.01542705543154765,0,9.999000099990002e-05,True,0.0029997000299970007,True
T3@A0 - M3@A0,T3@A0,M3@A0,A_same_path_vs_M3,full81,roc_auc,0.9845534416997804,0.9906786873600074,-0.00612524566022698,-0.006902668109836331,-0.005364871704367067,0,9.999000099990002e-05,True,0.0029997000299970007,True
T3@A0 - M3@A0,T3@A0,M3@A0,A_same_path_vs_M3,full81,pr_auc,0.9408122457040748,0.9610072355719652,-0.02019498986789056,-0.022186874267557527,-0.018216832237316575,0,9.999000099990002e-05,True,0.0029997000299970007,True
T4@A0 - M3@A0,T4@A0,M3@A0,A_same_path_vs_M3,B1_q20,accuracy,0.8054181985294118,0.8424816176470588,-0.037063419117647066,-0.04339154411764711,-0.03068922334558821,0,9.999000099990002e-05,True,0.0029997000299970007,True
T4@A0 - M3@A0,T4@A0,M3@A0,A_same_path_vs_M3,B1_q20,balanced_accuracy,0.7849191497521576,0.8219283088872931,-0.03700915913513572,-0.04465488160927614,-0.029253685938085375,0,9.999000099990002e-05,True,0.0029997000299970007,True
T4@A0 - M3@A0,T4@A0,M3@A0,A_same_path_vs_M3,B1_q20,keyhole_recall,0.7021971416170635,0.7413077876984128,-0.03911064608134922,-0.05156365714905756,-0.02669475601438495,2,9.999000099990002e-05,True,0.0029997000299970007,True
T4@A0 - M3@A0,T4@A0,M3@A0,A_same_path_vs_M3,B1_q20,roc_auc,0.8755118748439059,0.9139023630449412,-0.03839048820103512,-0.04576016724161259,-0.03251341515743377,0,9.999000099990002e-05,True,0.0029997000299970007,True
T4@A0 - M3@A0,T4@A0,M3@A0,A_same_path_vs_M3,B1_q20,pr_auc,0.821317277532659,0.8674035693492576,-0.04608629181659839,-0.05497578146776842,-0.03788230212851539,0,9.999000099990002e-05,True,0.0029997000299970007,True
T4@A0 - M3@A0,T4@A0,M3@A0,A_same_path_vs_M3,B1_q30,accuracy,0.8525031250000001,0.8838468749999999,-0.031343750000000004,-0.035843749999999966,-0.02689054687500002,0,9.999000099990002e-05,True,0.0029997000299970007,True
T4@A0 - M3@A0,T4@A0,M3@A0,A_same_path_vs_M3,B1_q30,balanced_accuracy,0.8230453550577389,0.8572302999050019,-0.0341849448472629,-0.03956439764781985,-0.02905113160236877,0,9.999000099990002e-05,True,0.0029997000299970007,True
T4@A0 - M3@A0,T4@A0,M3@A0,A_same_path_vs_M3,B1_q30,keyhole_recall,0.7414211816829004,0.7832226224296536,-0.041801440746753245,-0.05035865751544463,-0.03327003855519479,0,9.999000099990002e-05,True,0.0029997000299970007,True
T4@A0 - M3@A0,T4@A0,M3@A0,A_same_path_vs_M3,B1_q30,roc_auc,0.9151962075192073,0.945653405140302,-0.03045719762109502,-0.0345655722834312,-0.026938907716213645,0,9.999000099990002e-05,True,0.0029997000299970007,True
T4@A0 - M3@A0,T4@A0,M3@A0,A_same_path_vs_M3,B1_q30,pr_auc,0.839985532185804,0.8881522845992403,-0.048166752413436494,-0.054918451984144266,-0.041743542152792655,0,9.999000099990002e-05,True,0.0029997000299970007,True
T4@A0 - M3@A0,T4@A0,M3@A0,A_same_path_vs_M3,full81,accuracy,0.9516280864197532,0.9634760802469137,-0.011847993827160518,-0.013467399691358063,-0.01022952835648147,0,9.999000099990002e-05,True,0.0029997000299970007,True
T4@A0 - M3@A0,T4@A0,M3@A0,A_same_path_vs_M3,full81,balanced_accuracy,0.9132036830357142,0.9298379096804936,-0.016634226644779364,-0.019363042393804125,-0.013903035988129586,0,9.999000099990002e-05,True,0.0029997000299970007,True
T4@A0 - M3@A0,T4@A0,M3@A0,A_same_path_vs_M3,full81,keyhole_recall,0.853295386904762,0.8773883928571429,-0.024093005952380987,-0.02918690476190483,-0.01888092447916672,0,9.999000099990002e-05,True,0.0029997000299970007,True
T4@A0 - M3@A0,T4@A0,M3@A0,A_same_path_vs_M3,full81,roc_auc,0.9820307803851416,0.9906786873600074,-0.008647906974865944,-0.009975770155327971,-0.007480026338646379,0,9.999000099990002e-05,True,0.0029997000299970007,True
T4@A0 - M3@A0,T4@A0,M3@A0,A_same_path_vs_M3,full81,pr_auc,0.9351788314041137,0.9610072355719652,-0.02582840416785151,-0.028750500668908503,-0.022986486078097886,0,9.999000099990002e-05,True,0.0029997000299970007,True
T2@A0 - H@A0,T2@A0,H@A0,A2_trend_vs_physics_trend,B1_q20,accuracy,0.7283731617647058,0.8308134191176471,-0.10244025735294118,-0.11012431066176469,-0.09495852481617645,0,9.999000099990002e-05,True,0.0014998500149985003,True
T2@A0 - H@A0,T2@A0,H@A0,A2_trend_vs_physics_trend,B1_q20,balanced_accuracy,0.7052761884382976,0.8102735501260891,-0.10499736168779136,-0.11340777063106167,-0.09687050482341009,0,9.999000099990002e-05,True,0.0014998500149985003,True
T2@A0 - H@A0,T2@A0,H@A0,A2_trend_vs_physics_trend,B1_q20,keyhole_recall,0.6047160218253969,0.7271648065476192,-0.12244878472222223,-0.13370239722842261,-0.11172905583457343,0,9.999000099990002e-05,True,0.0014998500149985003,True
T2@A0 - H@A0,T2@A0,H@A0,A2_trend_vs_physics_trend,B1_q20,roc_auc,0.7784912885508588,0.9079543062189547,-0.12946301766809576,-0.13742520365647798,-0.1222410945879207,0,9.999000099990002e-05,True,0.0014998500149985003,True
T2@A0 - H@A0,T2@A0,H@A0,A2_trend_vs_physics_trend,B1_q20,pr_auc,0.7302113401635189,0.8588179168053662,-0.12860657664184735,-0.13989320855506543,-0.1177548653009388,0,9.999000099990002e-05,True,0.0014998500149985003,True
T2@A0 - H@A0,T2@A0,H@A0,A2_trend_vs_physics_trend,B1_q30,accuracy,0.7812375,0.871596875,-0.09035937499999999,-0.095340625,-0.08570625000000003,0,9.999000099990002e-05,True,0.0014998500149985003,True
T2@A0 - H@A0,T2@A0,H@A0,A2_trend_vs_physics_trend,B1_q30,balanced_accuracy,0.7434305558295723,0.8437662961524495,-0.10033574032287722,-0.10499118283156929,-0.09574317541824184,0,9.999000099990002e-05,True,0.0014998500149985003,True
T2@A0 - H@A0,T2@A0,H@A0,A2_trend_vs_physics_trend,B1_q30,keyhole_recall,0.633949686598124,0.766631792252886,-0.13268210565476196,-0.14179837725750816,-0.12389436771453378,0,9.999000099990002e-05,True,0.0014998500149985003,True
T2@A0 - H@A0,T2@A0,H@A0,A2_trend_vs_physics_trend,B1_q30,roc_auc,0.832315760484188,0.9403432644576089,-0.10802750397342087,-0.11336929388222355,-0.10293322229804232,0,9.999000099990002e-05,True,0.0014998500149985003,True
T2@A0 - H@A0,T2@A0,H@A0,A2_trend_vs_physics_trend,B1_q30,pr_auc,0.7389507253715764,0.8783785090941325,-0.13942778372255615,-0.14904021537052306,-0.13038925666780907,0,9.999000099990002e-05,True,0.0014998500149985003,True
T2@A0 - H@A0,T2@A0,H@A0,A2_trend_vs_physics_trend,full81,accuracy,0.9092939814814812,0.9596305941358025,-0.05033661265432101,-0.0528367332175926,-0.04788765914351855,0,9.999000099990002e-05,True,0.0014998500149985003,True
T2@A0 - H@A0,T2@A0,H@A0,A2_trend_vs_physics_trend,full81,balanced_accuracy,0.8633009523708568,0.924267589103993,-0.06096663673313626,-0.06389272391214584,-0.058299016193888546,0,9.999000099990002e-05,True,0.0014998500149985003,True
T2@A0 - H@A0,T2@A0,H@A0,A2_trend_vs_physics_trend,full81,keyhole_recall,0.7915323660714285,0.8691324404761905,-0.07760007440476194,-0.08348892299107144,-0.07202183779761909,0,9.999000099990002e-05,True,0.0014998500149985003,True
T2@A0 - H@A0,T2@A0,H@A0,A2_trend_vs_physics_trend,full81,roc_auc,0.9473484353799186,0.9901301682873511,-0.04278173290743254,-0.04410307616872014,-0.041506988000759915,0,9.999000099990002e-05,True,0.0014998500149985003,True
T2@A0 - H@A0,T2@A0,H@A0,A2_trend_vs_physics_trend,full81,pr_auc,0.8604855591589675,0.9582289388126366,-0.09774337965366905,-0.10244363796968475,-0.09324625121218642,0,9.999000099990002e-05,True,0.0014998500149985003,True
T3@A0 - H@A0,T3@A0,H@A0,A2_trend_vs_physics_trend,B1_q20,accuracy,0.8105698529411764,0.8308134191176471,-0.020243566176470613,-0.02515165441176475,-0.01543187040441177,0,9.999000099990002e-05,True,0.0014998500149985003,True
T3@A0 - H@A0,T3@A0,H@A0,A2_trend_vs_physics_trend,B1_q20,balanced_accuracy,0.7903864858015248,0.8102735501260891,-0.019887064324564295,-0.025430405862583567,-0.01434692547578286,0,9.999000099990002e-05,True,0.0014998500149985003,True
T3@A0 - H@A0,T3@A0,H@A0,A2_trend_vs_physics_trend,B1_q20,keyhole_recall,0.709827380952381,0.7271648065476192,-0.01733742559523808,-0.025571776568700383,-0.008960928974454331,4,0.0006999300069993001,True,0.0014998500149985003,True
T3@A0 - H@A0,T3@A0,H@A0,A2_trend_vs_physics_trend,B1_q20,roc_auc,0.8809056190120643,0.9079543062189547,-0.027048687206890305,-0.03358730663325383,-0.02138036515350967,0,9.999000099990002e-05,True,0.0014998500149985003,True
T3@A0 - H@A0,T3@A0,H@A0,A2_trend_vs_physics_trend,B1_q20,pr_auc,0.8266818369344628,0.8588179168053662,-0.032136079870903216,-0.040269866585013886,-0.024948025842088682,0,9.999000099990002e-05,True,0.0014998500149985003,True
