cell,model,path,subset,metric,mean_AULC,ci_low,ci_high
T3@A0,T3,A0,full81,accuracy,0.952662037037037,0.9512335551697529,0.9540191454475309
T3@A0,T3,A0,full81,balanced_accuracy,0.9153408482647638,0.9122940011602398,0.9183098489202225
T3@A0,T3,A0,full81,keyhole_recall,0.8571101190476191,0.8507841703869049,0.8633486049107143
T3@A0,T3,A0,full81,roc_auc,0.9845534416997804,0.9836996769063234,0.9854372867067698
T3@A0,T3,A0,full81,pr_auc,0.9408122457040748,0.9379585275469994,0.9437366042363374
T4@A0,T4,A0,B1_q20,accuracy,0.8054181985294118,0.7998482306985295,0.8105009191176471
T4@A0,T4,A0,B1_q20,balanced_accuracy,0.7849191497521576,0.7756975051180373,0.7929371752542161
T4@A0,T4,A0,B1_q20,keyhole_recall,0.7021971416170635,0.6855704241071428,0.7192670696924601
T4@A0,T4,A0,B1_q20,roc_auc,0.8755118748439059,0.8662557322939647,0.8837464002523084
T4@A0,T4,A0,B1_q20,pr_auc,0.821317277532659,0.8081359466823698,0.8325494295421421
T4@A0,T4,A0,B1_q30,accuracy,0.8525031250000001,0.8491187499999999,0.85571875
T4@A0,T4,A0,B1_q30,balanced_accuracy,0.8230453550577389,0.8170000402037624,0.8285185907448458
T4@A0,T4,A0,B1_q30,keyhole_recall,0.7414211816829004,0.7297839915618236,0.753001407137784
T4@A0,T4,A0,B1_q30,roc_auc,0.9151962075192073,0.9097015385179886,0.9199837041982658
T4@A0,T4,A0,B1_q30,pr_auc,0.839985532185804,0.8311695216541433,0.8469563961157296
T4@A0,T4,A0,full81,accuracy,0.9516280864197532,0.9503413869598766,0.9528134645061728
T4@A0,T4,A0,full81,balanced_accuracy,0.9132036830357142,0.9104750320914705,0.9160033670804864
T4@A0,T4,A0,full81,keyhole_recall,0.853295386904762,0.8473336123511903,0.8595388392857142
T4@A0,T4,A0,full81,roc_auc,0.9820307803851416,0.9805849033482645,0.9834570161927949
T4@A0,T4,A0,full81,pr_auc,0.9351788314041137,0.9315178968625359,0.9389117933313678
H_C1@A0,H_C1,A0,B1_q20,accuracy,0.8292830882352942,0.824733455882353,0.8333365119485294
H_C1@A0,H_C1,A0,B1_q20,balanced_accuracy,0.8046488640482782,0.798175349113777,0.8109496944461788
H_C1@A0,H_C1,A0,B1_q20,keyhole_recall,0.701764632936508,0.6901408668154763,0.7139994101872519
H_C1@A0,H_C1,A0,B1_q20,roc_auc,0.9087839382839384,0.9052054057054058,0.912708895965146
H_C1@A0,H_C1,A0,B1_q20,pr_auc,0.8602085488585487,0.8522545152656534,0.8684481753618956
H_C1@A0,H_C1,A0,B1_q30,accuracy,0.872821875,0.870874921875,0.8746656249999999
H_C1@A0,H_C1,A0,B1_q30,balanced_accuracy,0.8390255479346143,0.8355692508480479,0.8426192393333911
H_C1@A0,H_C1,A0,B1_q30,keyhole_recall,0.7440503528589466,0.7369628376397909,0.7513630941107505
H_C1@A0,H_C1,A0,B1_q30,roc_auc,0.9412239378784271,0.9387324840914161,0.943792626221388
H_C1@A0,H_C1,A0,B1_q30,pr_auc,0.8798109689531671,0.8754236498577144,0.8841711521633152
H_C1@A0,H_C1,A0,full81,accuracy,0.9598678626543211,0.9592129388503087,0.9604697145061726
H_C1@A0,H_C1,A0,full81,balanced_accuracy,0.9186495959730567,0.916684296014348,0.9206061206119361
H_C1@A0,H_C1,A0,full81,keyhole_recall,0.8543616071428574,0.8501067615327382,0.8588580450148809
H_C1@A0,H_C1,A0,full81,roc_auc,0.9908040533264415,0.9904017229867977,0.9912187116366222
H_C1@A0,H_C1,A0,full81,pr_auc,0.9601432441519988,0.9578653172539744,0.9622829357938668
T2_C1@A0,T2_C1,A0,B1_q20,accuracy,0.7302251838235295,0.7223068704044117,0.7381204044117646
T2_C1@A0,T2_C1,A0,B1_q20,balanced_accuracy,0.7020421251925157,0.6938490723198242,0.7092128602463075
T2_C1@A0,T2_C1,A0,B1_q20,keyhole_recall,0.5786343315972221,0.565447585720486,0.5908520027281746
T2_C1@A0,T2_C1,A0,B1_q20,roc_auc,0.7823231193719474,0.7740361407364336,0.7902234902250527
T2_C1@A0,T2_C1,A0,B1_q20,pr_auc,0.738469353088407,0.7265276243317319,0.7500687657870078
T2_C1@A0,T2_C1,A0,B1_q30,accuracy,0.783928125,0.78019046875,0.7874813281249999
T2_C1@A0,T2_C1,A0,B1_q30,balanced_accuracy,0.7375887466155961,0.7320188751886794,0.742660152128418
T2_C1@A0,T2_C1,A0,B1_q30,keyhole_recall,0.6040036864177488,0.5926968709133748,0.6146185248833198
T2_C1@A0,T2_C1,A0,B1_q30,roc_auc,0.8357003652226901,0.8298964353016778,0.8413701522522229
T2_C1@A0,T2_C1,A0,B1_q30,pr_auc,0.7487154419514294,0.7402518887485544,0.7575522020176766
T2_C1@A0,T2_C1,A0,full81,accuracy,0.912109375,0.9096691261574074,0.9144907407407408
T2_C1@A0,T2_C1,A0,full81,balanced_accuracy,0.8577257472782194,0.8542363591248808,0.8609038294222878
T2_C1@A0,T2_C1,A0,full81,keyhole_recall,0.7728601190476192,0.7664381324404762,0.7791618675595239
T2_C1@A0,T2_C1,A0,full81,roc_auc,0.9479394768917857,0.9468032339528346,0.9490528967589338
T2_C1@A0,T2_C1,A0,full81,pr_auc,0.8658043720219906,0.8622666490003797,0.8695036954763424
T3_C1@A0,T3_C1,A0,B1_q20,accuracy,0.8078400735294118,0.8029132582720588,0.8127390854779412
T3_C1@A0,T3_C1,A0,B1_q20,balanced_accuracy,0.7803223441055473,0.7734504279411994,0.7873107175241209
T3_C1@A0,T3_C1,A0,B1_q20,keyhole_recall,0.6660636160714285,0.6531729368179563,0.6787489676339286
T3_C1@A0,T3_C1,A0,B1_q20,roc_auc,0.8936470556353366,0.8878253436721698,0.8999154105930959
T3_C1@A0,T3_C1,A0,B1_q20,pr_auc,0.8431501125124428,0.8341588157375647,0.8519230030584194
T3_C1@A0,T3_C1,A0,B1_q30,accuracy,0.8569906249999999,0.8539248437499999,0.8601345312500001
T3_C1@A0,T3_C1,A0,B1_q30,balanced_accuracy,0.8194162362927253,0.8150014805173995,0.8240487368062475
T3_C1@A0,T3_C1,A0,B1_q30,keyhole_recall,0.7138030725784631,0.7063876109025523,0.7214015379097899
T3_C1@A0,T3_C1,A0,B1_q30,roc_auc,0.9322136421935318,0.9291448072678284,0.9351983173569584
T3_C1@A0,T3_C1,A0,B1_q30,pr_auc,0.8653582538728057,0.8601996891223015,0.8700658418496864
T3_C1@A0,T3_C1,A0,full81,accuracy,0.9530295138888889,0.9519299768518519,0.9540480324074071
T3_C1@A0,T3_C1,A0,full81,balanced_accuracy,0.9046484614771112,0.9025493231513902,0.9066416478130855
T3_C1@A0,T3_C1,A0,full81,keyhole_recall,0.8291517857142858,0.8245892764136906,0.8336086402529762
T3_C1@A0,T3_C1,A0,full81,roc_auc,0.988399591766546,0.9878556021300424,0.9889321966920674
T3_C1@A0,T3_C1,A0,full81,pr_auc,0.9515641851548395,0.9490746635213085,0.9540465016044105
M3@A0,M3,A0,B1_q20,accuracy,0.8424816176470588,0.8382536764705882,0.8467784926470587
M3@A0,M3,A0,B1_q20,balanced_accuracy,0.8219283088872931,0.8146069977711092,0.8293948372726448
M3@A0,M3,A0,B1_q20,keyhole_recall,0.7413077876984128,0.7266515865265376,0.7560368536086308
M3@A0,M3,A0,B1_q20,roc_auc,0.9139023630449412,0.9093720734668976,0.9188413505195975
M3@A0,M3,A0,B1_q20,pr_auc,0.8674035693492576,0.85897640542252,0.8757265573843676
M3@A0,M3,A0,B1_q30,accuracy,0.8838468749999999,0.88031875,0.8871249999999999
M3@A0,M3,A0,B1_q30,balanced_accuracy,0.8572302999050019,0.852126068028006,0.8624005313582029
M3@A0,M3,A0,B1_q30,keyhole_recall,0.7832226224296536,0.7731715613162878,0.7932899597256042
M3@A0,M3,A0,B1_q30,roc_auc,0.945653405140302,0.9430137538918703,0.94833627156001
M3@A0,M3,A0,B1_q30,pr_auc,0.8881522845992403,0.8832066425534512,0.8930701266423594
M3@A0,M3,A0,full81,accuracy,0.9634760802469137,0.9622771749614198,0.9646142216435186
M3@A0,M3,A0,full81,balanced_accuracy,0.9298379096804936,0.9270094593615729,0.9327233318682057
M3@A0,M3,A0,full81,keyhole_recall,0.8773883928571429,0.8715337983630954,0.8835384579613096
M3@A0,M3,A0,full81,roc_auc,0.9906786873600074,0.9901796393796204,0.9912007438625327
M3@A0,M3,A0,full81,pr_auc,0.9610072355719652,0.9586491101820527,0.9633105987436004
M3_T2@A0,M3_T2,A0,B1_q20,accuracy,0.7805652573529411,0.772279296875,0.7885433134191177
M3_T2@A0,M3_T2,A0,B1_q20,balanced_accuracy,0.7567321535885989,0.748486456428229,0.7646121356670674
M3_T2@A0,M3_T2,A0,B1_q20,keyhole_recall,0.6552943948412697,0.6424799223400297,0.6676678501674106
M3_T2@A0,M3_T2,A0,B1_q20,roc_auc,0.8570476716209139,0.8474547431409735,0.8662968599380221
M3_T2@A0,M3_T2,A0,B1_q20,pr_auc,0.8001018016931777,0.7867196373973346,0.8135224251717613
M3_T2@A0,M3_T2,A0,B1_q30,accuracy,0.8328374999999999,0.827984296875,0.8376094531250001
M3_T2@A0,M3_T2,A0,B1_q30,balanced_accuracy,0.7977114526494908,0.7915802595791528,0.8036375973328582
M3_T2@A0,M3_T2,A0,B1_q30,keyhole_recall,0.6985625648223304,0.687953978188695,0.70846293459145
M3_T2@A0,M3_T2,A0,B1_q30,roc_auc,0.9018290973680466,0.8958140997456893,0.907422435792765
M3_T2@A0,M3_T2,A0,B1_q30,pr_auc,0.8221067847929678,0.8121137500133806,0.8316778202636457
M3_T2@A0,M3_T2,A0,full81,accuracy,0.9422897376543208,0.9402805989583332,0.944382740162037
M3_T2@A0,M3_T2,A0,full81,balanced_accuracy,0.8979961184842832,0.8951263777752875,0.900765780687169
M3_T2@A0,M3_T2,A0,full81,keyhole_recall,0.8288880208333333,0.8235301246279763,0.8340109654017858
M3_T2@A0,M3_T2,A0,full81,roc_auc,0.9754804547843843,0.973970167979014,0.9769962328845488
M3_T2@A0,M3_T2,A0,full81,pr_auc,0.9220439957032494,0.9175034738112049,0.9267319469084119
M3_T3@A0,M3_T3,A0,B1_q20,accuracy,0.820951286764706,0.8149906939338236,0.8266683134191177
M3_T3@A0,M3_T3,A0,B1_q20,balanced_accuracy,0.8005838581990925,0.7911336939780054,0.8098396880219392
M3_T3@A0,M3_T3,A0,B1_q20,keyhole_recall,0.7204077380952381,0.7026735808841765,0.7387303137400794
M3_T3@A0,M3_T3,A0,B1_q20,roc_auc,0.887220509091603,0.879071847499289,0.8952575931203128
M3_T3@A0,M3_T3,A0,B1_q20,pr_auc,0.8337608506307413,0.8221595663826305,0.8445675613690046
M3_T3@A0,M3_T3,A0,B1_q30,accuracy,0.86529375,0.8601812499999999,0.8704220312500001
M3_T3@A0,M3_T3,A0,B1_q30,balanced_accuracy,0.8379734405138152,0.8305999070730687,0.8454510988185037
M3_T3@A0,M3_T3,A0,B1_q30,keyhole_recall,0.7615878596230159,0.7479416367215684,0.7754542037281296
M3_T3@A0,M3_T3,A0,B1_q30,roc_auc,0.9262625429798892,0.9216159627682539,0.9309242907516686
M3_T3@A0,M3_T3,A0,B1_q30,pr_auc,0.8561746078055574,0.848714582196927,0.8634444514761955
M3_T3@A0,M3_T3,A0,full81,accuracy,0.9560850694444444,0.9543508632330248,0.9578761574074074
M3_T3@A0,M3_T3,A0,full81,balanced_accuracy,0.9198992888136427,0.9160052390303455,0.9240794178710748
M3_T3@A0,M3_T3,A0,full81,keyhole_recall,0.8634386160714284,0.8552871558779761,0.8719339099702381
M3_T3@A0,M3_T3,A0,full81,roc_auc,0.9840283113315996,0.9829115835548484,0.9851621523234747
M3_T3@A0,M3_T3,A0,full81,pr_auc,0.9411857557639249,0.9377449286413911,0.9446490869823576
H@own,H,own,B1_q20,accuracy,0.8317371323529411,0.8272196691176472,0.8360800781250001
H@own,H,own,B1_q20,balanced_accuracy,0.8106912226228633,0.8030805764222757,0.8183542321583582
H@own,H,own,B1_q20,keyhole_recall,0.7240148499503969,0.7089889361669147,0.7389771670386903
H@own,H,own,B1_q20,roc_auc,0.9067596282840423,0.9028976641387041,0.9108813777964656
H@own,H,own,B1_q20,pr_auc,0.8560868478928294,0.8475445041868562,0.8645155617469439
H@own,H,own,B1_q30,accuracy,0.8721656249999998,0.868846875,0.8752281249999998
H@own,H,own,B1_q30,balanced_accuracy,0.8437425315709121,0.8393481369904572,0.8482686468736717
H@own,H,own,B1_q30,keyhole_recall,0.7647243979978355,0.7554375728546627,0.7739144914547259
H@own,H,own,B1_q30,roc_auc,0.9392494373603343,0.9367773624777115,0.9418436059771681
H@own,H,own,B1_q30,pr_auc,0.8755846972379953,0.8709132718059314,0.8804177431618517
H@own,H,own,full81,accuracy,0.9599074074074071,0.958740330825617,0.9610031346450616
H@own,H,own,full81,balanced_accuracy,0.9242328492985561,0.9221633002108474,0.9262638376199359
H@own,H,own,full81,keyhole_recall,0.8686268601190477,0.864286439732143,0.873040662202381
H@own,H,own,full81,roc_auc,0.9895176458077577,0.9889866823784049,0.9900605187397529
H@own,H,own,full81,pr_auc,0.9557363547295965,0.9532277414877559,0.9582286674875485
T2@own,T2,own,B1_q20,accuracy,0.7555974264705883,0.750105583639706,0.7606022518382352
T2@own,T2,own,B1_q20,balanced_accuracy,0.7127704517704518,0.707245098854596,0.7185805233205378
T2@own,T2,own,B1_q20,keyhole_recall,0.5233887958829365,0.5109361328125,0.5359668898809524
T2@own,T2,own,B1_q20,roc_auc,0.7813355770748348,0.7730611053957978,0.7897093891162006
T2@own,T2,own,B1_q20,pr_auc,0.7368170377707939,0.7233062627292324,0.7497729774923981
T2@own,T2,own,B1_q30,accuracy,0.8017593749999999,0.7985686718749999,0.8052374999999998
T2@own,T2,own,B1_q30,balanced_accuracy,0.7331416110589509,0.7285511393645687,0.7384032976212697
T2@own,T2,own,B1_q30,keyhole_recall,0.5360799287518037,0.5261613932291668,0.5468419590717443
T2@own,T2,own,B1_q30,roc_auc,0.8320016856748786,0.8260579955393565,0.8378747976670522
T2@own,T2,own,B1_q30,pr_auc,0.7464457289001308,0.7369254344608944,0.7557438803756903
T2@own,T2,own,full81,accuracy,0.930324074074074,0.9285560136959876,0.9321865837191358
T2@own,T2,own,full81,balanced_accuracy,0.8539020603153068,0.851492506528084,0.8564031091751066
T2@own,T2,own,full81,keyhole_recall,0.734555431547619,0.7285505208333334,0.7405179222470237
T2@own,T2,own,full81,roc_auc,0.9412502429680603,0.9383789925486711,0.9437834402165646
T2@own,T2,own,full81,pr_auc,0.8575293224400573,0.8504770331906942,0.8636244938147948
T3@own,T3,own,B1_q20,accuracy,0.8022380514705881,0.7931479779411765,0.8109056755514706
T3@own,T3,own,B1_q20,balanced_accuracy,0.7800901291633713,0.7688188107275753,0.7905938792219066
T3@own,T3,own,B1_q20,keyhole_recall,0.6890697544642856,0.6684084627666169,0.7075944467695933
T3@own,T3,own,B1_q20,roc_auc,0.86342981497669,0.8513181546616361,0.874795305489324
T3@own,T3,own,B1_q20,pr_auc,0.7964364779928014,0.7794566488074708,0.8124696320060069
T3@own,T3,own,B1_q30,accuracy,0.8481562500000001,0.8411592968750001,0.8551781249999999
T3@own,T3,own,B1_q30,balanced_accuracy,0.8178907173968397,0.8092347701965492,0.8261816759325541
T3@own,T3,own,B1_q30,keyhole_recall,0.731516834077381,0.714708106737013,0.7469888282941016
T3@own,T3,own,B1_q30,roc_auc,0.9034564192910768,0.8949629224729508,0.9117082453102869
T3@own,T3,own,B1_q30,pr_auc,0.8150026096180735,0.8005845567242997,0.8282129158564484
T3@own,T3,own,full81,accuracy,0.949433834876543,0.9466019965277774,0.952150848765432
T3@own,T3,own,full81,balanced_accuracy,0.9088146829266817,0.9039536844554118,0.913081226906256
T3@own,T3,own,full81,keyhole_recall,0.8455163690476191,0.8356338262648811,0.8548794549851191
T3@own,T3,own,full81,roc_auc,0.9714388714066304,0.966222256959588,0.976320446443715
T3@own,T3,own,full81,pr_auc,0.9079326991601244,0.8960586976691908,0.9186707303811873
M3@own,M3,own,B1_q20,accuracy,0.8446047794117648,0.8406477481617647,0.8486352251838235
M3@own,M3,own,B1_q20,balanced_accuracy,0.8231001265444625,0.8159936917168119,0.8301724272878815
M3@own,M3,own,B1_q20,keyhole_recall,0.7381299913194445,0.7225255882626488,0.7540341541108633
M3@own,M3,own,B1_q20,roc_auc,0.9133512240797396,0.908940387271149,0.9182947117200292
M3@own,M3,own,B1_q20,pr_auc,0.8637452772000895,0.8557643414335108,0.8711130408437703
M3@own,M3,own,B1_q30,accuracy,0.8874156249999998,0.8846905468749999,0.8901375
M3@own,M3,own,B1_q30,balanced_accuracy,0.8600476587223259,0.8558022576221243,0.8642155112256834
M3@own,M3,own,B1_q30,keyhole_recall,0.7837064647591991,0.7747267791615936,0.7925890668684614
M3@own,M3,own,B1_q30,roc_auc,0.9455451794271932,0.9427811084148483,0.9485362217826596
M3@own,M3,own,B1_q30,pr_auc,0.885853378857024,0.8803997081622549,0.8910955405259874
M3@own,M3,own,full81,accuracy,0.9645052083333333,0.9635677083333333,0.9654581404320985
M3@own,M3,own,full81,balanced_accuracy,0.9304481642618885,0.9279079729636619,0.9329616037986811
M3@own,M3,own,full81,keyhole_recall,0.8773348214285713,0.8716948288690475,0.882795777529762
M3@own,M3,own,full81,roc_auc,0.9893973942853375,0.9881651509010008,0.9904807424003496
M3@own,M3,own,full81,pr_auc,0.9575475917710143,0.954254221153258,0.9609157568643388
M3_T2@own,M3_T2,own,B1_q20,accuracy,0.7819255514705883,0.7739014246323531,0.7897983685661765
M3_T2@own,M3_T2,own,B1_q20,balanced_accuracy,0.7488175356544499,0.740226422056134,0.7579322979429425
M3_T2@own,M3_T2,own,B1_q20,keyhole_recall,0.6112978360615078,0.5941615102616566,0.6290901576450891
M3_T2@own,M3_T2,own,B1_q20,roc_auc,0.848054242523969,0.8375354032984159,0.8589584811184909
M3_T2@own,M3_T2,own,B1_q20,pr_auc,0.7979189162531019,0.7829888694984943,0.8130296045818132
M3_T2@own,M3_T2,own,B1_q30,accuracy,0.8350375,0.829259375,0.8411688281249999
M3_T2@own,M3_T2,own,B1_q30,balanced_accuracy,0.7883405017709557,0.7800916455222132,0.796591977788083
M3_T2@own,M3_T2,own,B1_q30,keyhole_recall,0.6568817471590909,0.6412722234200262,0.6728762378951343
M3_T2@own,M3_T2,own,B1_q30,roc_auc,0.891001673610859,0.8824312319760009,0.8991389140886017
M3_T2@own,M3_T2,own,B1_q30,pr_auc,0.8188556707952405,0.8073036694605665,0.8302624213481592
M3_T2@own,M3_T2,own,full81,accuracy,0.9454726080246914,0.9432291425540121,0.9476784336419752
M3_T2@own,M3_T2,own,full81,balanced_accuracy,0.8909249228694192,0.8861282099862398,0.8955738652201148
M3_T2@own,M3_T2,own,full81,keyhole_recall,0.8057176339285714,0.7960804501488096,0.8148580078125001
M3_T2@own,M3_T2,own,full81,roc_auc,0.96623501363246,0.9617444022931037,0.9706172691925415
M3_T2@own,M3_T2,own,full81,pr_auc,0.9098049656477107,0.90048616671815,0.9183562666329506
M3_T3@own,M3_T3,own,B1_q20,accuracy,0.8107261029411765,0.8029916130514707,0.8182078354779411
M3_T3@own,M3_T3,own,B1_q20,balanced_accuracy,0.7865127162334195,0.7767957354115069,0.7958473534359519
M3_T3@own,M3_T3,own,B1_q20,keyhole_recall,0.6911827876984127,0.6712930726066468,0.7118961999317955
M3_T3@own,M3_T3,own,B1_q20,roc_auc,0.8731223555090744,0.8633592131203216,0.8826911017042854
M3_T3@own,M3_T3,own,B1_q20,pr_auc,0.8124090570472324,0.8008405148770638,0.823508784883556
M3_T3@own,M3_T3,own,B1_q30,accuracy,0.858171875,0.8519936718749999,0.8642219531249999
M3_T3@own,M3_T3,own,B1_q30,balanced_accuracy,0.8263957084701223,0.8178282498749864,0.8351634601541484
M3_T3@own,M3_T3,own,B1_q30,keyhole_recall,0.7371492971004688,0.7202733721139971,0.7548428931474341
M3_T3@own,M3_T3,own,B1_q30,roc_auc,0.9111940660446862,0.9040588534782402,0.9182067216385988
M3_T3@own,M3_T3,own,B1_q30,pr_auc,0.8332209563660156,0.8242314386126539,0.8418010562265729
M3_T3@own,M3_T3,own,full81,accuracy,0.9535233410493825,0.9514477237654321,0.9555160590277777
M3_T3@own,M3_T3,own,full81,balanced_accuracy,0.9125534631529852,0.9077071757184048,0.9170627263502396
M3_T3@own,M3_T3,own,full81,keyhole_recall,0.8486796875,0.8381638113839286,0.8587296409970239
M3_T3@own,M3_T3,own,full81,roc_auc,0.9736404343609333,0.9698610868837122,0.9771383036328434
M3_T3@own,M3_T3,own,full81,pr_auc,0.917069422138607,0.9098466865068,0.9241755879315434
M3@P:M3_T2,M3,P:M3_T2@own,B1_q20,accuracy,0.8393841911764705,0.8347655101102941,0.8437364430147059
M3@P:M3_T2,M3,P:M3_T2@own,B1_q20,balanced_accuracy,0.8103293868674728,0.8025091753298785,0.8180272767271789
M3@P:M3_T2,M3,P:M3_T2@own,B1_q20,keyhole_recall,0.6996709759424603,0.6804408086867559,0.7177924796937004
M3@P:M3_T2,M3,P:M3_T2@own,B1_q20,roc_auc,0.9120981590024559,0.9071011870535063,0.9176258518770726
M3@P:M3_T2,M3,P:M3_T2@own,B1_q20,pr_auc,0.8642616044561521,0.8558541551872181,0.8727027586058063
M3@P:M3_T2,M3,P:M3_T2@own,B1_q30,accuracy,0.8841875,0.8804839062499997,0.8874657031250002
M3@P:M3_T2,M3,P:M3_T2@own,B1_q30,balanced_accuracy,0.8482203440311569,0.8423721348845784,0.853727397270578
M3@P:M3_T2,M3,P:M3_T2@own,B1_q30,keyhole_recall,0.7493310335497836,0.7355754749644886,0.7620359818892044
M3@P:M3_T2,M3,P:M3_T2@own,B1_q30,roc_auc,0.9433949169919643,0.9398023181006581,0.9471083866378401
M3@P:M3_T2,M3,P:M3_T2@own,B1_q30,pr_auc,0.8848792614286319,0.8794723064339666,0.8903922451803712
M3@P:M3_T2,M3,P:M3_T2@own,full81,accuracy,0.9632291666666666,0.9619627459490742,0.9643672839506172
M3@P:M3_T2,M3,P:M3_T2@own,full81,balanced_accuracy,0.9217121870860794,0.9173160007213327,0.9258216142173669
M3@P:M3_T2,M3,P:M3_T2@own,full81,keyhole_recall,0.8569534970238095,0.8473023716517857,0.8658757533482144
M3@P:M3_T2,M3,P:M3_T2@own,full81,roc_auc,0.9886896932746978,0.9873817356269418,0.990004321285382
M3@P:M3_T2,M3,P:M3_T2@own,full81,pr_auc,0.9575580513548297,0.9540282386154246,0.9610654961283155
M3@P:M3_T3,M3,P:M3_T3@own,B1_q20,accuracy,0.8363419117647058,0.8324632352941178,0.8403218060661763
M3@P:M3_T3,M3,P:M3_T3@own,B1_q20,balanced_accuracy,0.8121875168017745,0.8054962823282401,0.8195614543225872
M3@P:M3_T3,M3,P:M3_T3@own,B1_q20,keyhole_recall,0.7164641927083333,0.6990685205853174,0.7342149530319939
M3@P:M3_T3,M3,P:M3_T3@own,B1_q20,roc_auc,0.9134136291226135,0.9092743341212822,0.9179118161677732
M3@P:M3_T3,M3,P:M3_T3@own,B1_q20,pr_auc,0.8645758564828115,0.8552853605674555,0.8728872762104781
M3@P:M3_T3,M3,P:M3_T3@own,B1_q30,accuracy,0.8797906249999998,0.8764810937499999,0.8834469531250001
M3@P:M3_T3,M3,P:M3_T3@own,B1_q30,balanced_accuracy,0.8490497456614714,0.8439526713774608,0.8545533651247316
M3@P:M3_T3,M3,P:M3_T3@own,B1_q30,keyhole_recall,0.7632807934253246,0.7515351951433983,0.7758429894649621
M3@P:M3_T3,M3,P:M3_T3@own,B1_q30,roc_auc,0.9451061705752108,0.9423878964975607,0.947755193459291
