run_id,repeat,fold,model,subset,roc_auc,pr_auc,accuracy,balanced_accuracy,keyhole_recall,conduction_recall,brier_score,log_loss,false_negative,false_positive,true_negative,true_positive,row_count
w85__r09_f02,9,2,log_h_st_logistic,full81,0.9861407249466951,0.9127808699237271,0.9506172839506173,0.8853944562899787,0.7857142857142857,0.9850746268656716,0.042889997093302566,0.15721749566525947,3,1,66,11,81
w85__r09_f02,9,2,log_h_st_logistic,B1_q30,0.9206349206349206,0.7083900226757369,0.84,0.7579365079365079,0.5714285714285714,0.9444444444444444,0.1322160893077617,0.48000163863815826,3,1,17,4,25
w85__r09_f02,9,2,log_h_st_logistic,B1_q20,0.8571428571428572,0.7083900226757369,0.7647058823529411,0.7357142857142858,0.5714285714285714,0.9,0.19442816755574274,0.7046455175010486,3,1,9,4,17
w85__r09_f02,9,2,log_irradiance,full81,0.9392324093816631,0.7455228303442589,0.9259259259259259,0.8139658848614073,0.6428571428571429,0.9850746268656716,0.06815965878032731,0.25522810228249804,5,1,66,9,81
w85__r09_f02,9,2,log_irradiance,B1_q30,0.9126984126984128,0.7023809523809524,0.84,0.7579365079365079,0.5714285714285714,0.9444444444444444,0.13556679515256276,0.5155206259094957,3,1,17,4,25
w85__r09_f02,9,2,log_irradiance,B1_q20,0.8714285714285714,0.7253968253968254,0.7647058823529411,0.7357142857142858,0.5714285714285714,0.9,0.1983354662378656,0.7461630852282146,3,1,9,4,17
w85__r09_f02,9,2,log_king_style,full81,0.986140724946695,0.9218496897593536,0.9629629629629629,0.9211087420042643,0.8571428571428571,0.9850746268656716,0.03698997082843358,0.13800471781873017,2,1,66,12,81
w85__r09_f02,9,2,log_king_style,B1_q30,0.9126984126984128,0.7023809523809524,0.88,0.8293650793650793,0.7142857142857143,0.9444444444444444,0.11955829166954707,0.43715666510682355,2,1,17,5,25
w85__r09_f02,9,2,log_king_style,B1_q20,0.8428571428571427,0.7023809523809524,0.8235294117647058,0.8071428571428572,0.7142857142857143,0.9,0.1758131127249121,0.6417420556521962,2,1,9,5,17
w85__r09_f02,9,2,log_linear_energy,full81,0.9509594882729211,0.8223512314624846,0.9012345679012346,0.7707889125799574,0.5714285714285714,0.9701492537313433,0.07071372481799808,0.21922542881221846,6,2,65,8,81
w85__r09_f02,9,2,log_linear_energy,B1_q30,0.7777777777777779,0.5524332810047096,0.72,0.5436507936507936,0.14285714285714285,0.9444444444444444,0.19512519080548402,0.5428211298676267,6,1,17,1,25
w85__r09_f02,9,2,log_linear_energy,B1_q20,0.7,0.6090496804782519,0.5882352941176471,0.5214285714285715,0.14285714285714285,0.9,0.28077026934815347,0.7539807858101211,6,1,9,1,17
w85__r09_f02,9,2,log_volumetric_energy,full81,0.9861407249466951,0.9343005034181504,0.9629629629629629,0.9211087420042643,0.8571428571428571,0.9850746268656716,0.03975797883639781,0.1271079146123342,2,1,66,12,81
w85__r09_f02,9,2,log_volumetric_energy,B1_q30,0.9047619047619048,0.7551948051948052,0.88,0.8293650793650793,0.7142857142857143,0.9444444444444444,0.12140846715814303,0.377167907382313,2,1,17,5,25
w85__r09_f02,9,2,log_volumetric_energy,B1_q20,0.8571428571428571,0.7738095238095237,0.8235294117647058,0.8071428571428572,0.7142857142857143,0.9,0.1772757771201532,0.5430715677179174,2,1,9,5,17
w85__r09_f02,9,2,logistic_M1,full81,0.9893390191897655,0.9338169766741194,0.9506172839506173,0.8853944562899787,0.7857142857142857,0.9850746268656716,0.033448418206263826,0.144047641272965,3,1,66,11,81
w85__r09_f02,9,2,logistic_M1,B1_q30,0.9365079365079365,0.7407029478458049,0.84,0.7579365079365079,0.5714285714285714,0.9444444444444444,0.10520322032866057,0.44871677782661956,3,1,17,4,25
w85__r09_f02,9,2,logistic_M1,B1_q20,0.8857142857142858,0.7407029478458049,0.7647058823529411,0.7357142857142858,0.5714285714285714,0.9,0.15470095325652017,0.6588227462681018,3,1,9,4,17
w85__r09_f02,9,2,logistic_M3,full81,0.9936034115138592,0.9650528043385186,0.9506172839506173,0.8853944562899787,0.7857142857142857,0.9850746268656716,0.03318666099380631,0.11547552267204161,3,1,66,11,81
w85__r09_f02,9,2,logistic_M3,B1_q30,0.9603174603174602,0.8736394557823128,0.84,0.7579365079365079,0.5714285714285714,0.9444444444444444,0.10746350561657758,0.3703260350973014,3,1,17,4,25
w85__r09_f02,9,2,logistic_M3,B1_q20,0.9285714285714286,0.8736394557823128,0.7647058823529411,0.7357142857142858,0.5714285714285714,0.9,0.15803442407356486,0.5444728836741348,3,1,9,4,17
w85__r09_f03,9,3,gpc_1d_h,full81,0.995959595959596,0.9844444444444445,0.9506172839506173,0.9696969696969697,1.0,0.9393939393939394,0.03475068571267374,0.11637023620583134,0,4,62,15,81
