feature,threshold,direction,balanced_accuracy,keyhole_recall,conduction_recall,predicted_keyhole_fraction
max_positive_delta_W,21.766920079269322,above,0.4642857142857143,0.8428571428571429,0.08571428571428572,0.9
max_positive_delta_W,21.766920079269322,below,0.5357142857142857,0.15714285714285714,0.9142857142857143,0.1
max_positive_delta_W,22.226082072254194,above,0.4625,0.8285714285714286,0.09642857142857143,0.8885714285714286
max_positive_delta_W,22.226082072254194,below,0.5375,0.17142857142857143,0.9035714285714286,0.11142857142857143
max_positive_delta_W,22.412777532114553,above,0.46785714285714286,0.8285714285714286,0.10714285714285714,0.88
max_positive_delta_W,22.412777532114553,below,0.5321428571428571,0.17142857142857143,0.8928571428571429,0.12
max_positive_delta_W,22.550487186006286,above,0.4660714285714286,0.8142857142857143,0.11785714285714285,0.8685714285714285
max_positive_delta_W,22.550487186006286,below,0.5339285714285714,0.18571428571428572,0.8821428571428571,0.13142857142857142
max_positive_delta_W,22.747683871350933,above,0.4625,0.8,0.125,0.86
max_positive_delta_W,22.747683871350933,below,0.5375,0.2,0.875,0.14
max_positive_delta_W,22.953423852900595,above,0.44285714285714284,0.7571428571428571,0.12857142857142856,0.8485714285714285
max_positive_delta_W,22.953423852900595,below,0.5571428571428572,0.24285714285714285,0.8714285714285714,0.15142857142857144
max_positive_delta_W,23.025388482502365,above,0.4482142857142857,0.7571428571428571,0.1392857142857143,0.84
max_positive_delta_W,23.025388482502365,below,0.5517857142857143,0.24285714285714285,0.8607142857142858,0.16
max_positive_delta_W,23.364698171428554,above,0.45535714285714285,0.7571428571428571,0.15357142857142858,0.8285714285714286
max_positive_delta_W,23.364698171428554,below,0.5446428571428571,0.24285714285714285,0.8464285714285714,0.17142857142857143
max_positive_delta_W,23.685365881655105,above,0.4517857142857143,0.7428571428571429,0.16071428571428573,0.82
max_positive_delta_W,23.685365881655105,below,0.5482142857142858,0.2571428571428571,0.8392857142857143,0.18
max_positive_delta_W,23.766481806164816,above,0.45892857142857146,0.7428571428571429,0.175,0.8085714285714286
max_positive_delta_W,23.766481806164816,below,0.5410714285714285,0.2571428571428571,0.825,0.19142857142857142
max_positive_delta_W,23.867655340573176,above,0.4642857142857143,0.7428571428571429,0.18571428571428572,0.8
max_positive_delta_W,23.867655340573176,below,0.5357142857142857,0.2571428571428571,0.8142857142857143,0.2
max_positive_delta_W,23.98681292362359,above,0.4714285714285714,0.7428571428571429,0.2,0.7885714285714286
max_positive_delta_W,23.98681292362359,below,0.5285714285714286,0.2571428571428571,0.8,0.21142857142857144
max_positive_delta_W,24.328838133174916,above,0.46785714285714286,0.7285714285714285,0.20714285714285716,0.78
max_positive_delta_W,24.328838133174916,below,0.5321428571428571,0.2714285714285714,0.7928571428571428,0.22
max_positive_delta_W,24.551669273508303,above,0.44821428571428573,0.6857142857142857,0.21071428571428572,0.7685714285714286
max_positive_delta_W,24.551669273508303,below,0.5517857142857143,0.3142857142857143,0.7892857142857143,0.23142857142857143
max_positive_delta_W,24.740882831109882,above,0.4446428571428571,0.6714285714285714,0.21785714285714286,0.76
max_positive_delta_W,24.740882831109882,below,0.5553571428571429,0.32857142857142857,0.7821428571428571,0.24
max_positive_delta_W,24.916968420673086,above,0.44285714285714284,0.6571428571428571,0.22857142857142856,0.7485714285714286
max_positive_delta_W,24.916968420673086,below,0.5571428571428572,0.34285714285714286,0.7714285714285715,0.25142857142857145
max_positive_delta_W,25.09999873963188,above,0.4303571428571429,0.6285714285714286,0.23214285714285715,0.74
max_positive_delta_W,25.09999873963188,below,0.5696428571428571,0.37142857142857144,0.7678571428571429,0.26
max_positive_delta_W,25.365464563398223,above,0.4375,0.6285714285714286,0.24642857142857144,0.7285714285714285
max_positive_delta_W,25.365464563398223,below,0.5625,0.37142857142857144,0.7535714285714286,0.2714285714285714
max_positive_delta_W,25.678147466861542,above,0.44285714285714284,0.6285714285714286,0.2571428571428571,0.72
max_positive_delta_W,25.678147466861542,below,0.5571428571428572,0.37142857142857144,0.7428571428571429,0.28
max_positive_delta_W,25.865547885815893,above,0.44999999999999996,0.6285714285714286,0.2714285714285714,0.7085714285714285
max_positive_delta_W,25.865547885815893,below,0.55,0.37142857142857144,0.7285714285714285,0.2914285714285714
max_positive_delta_W,26.108287263093878,above,0.45535714285714285,0.6285714285714286,0.28214285714285714,0.7
max_positive_delta_W,26.108287263093878,below,0.5446428571428572,0.37142857142857144,0.7178571428571429,0.3
max_positive_delta_W,26.43856442104508,above,0.4625,0.6285714285714286,0.29642857142857143,0.6885714285714286
max_positive_delta_W,26.43856442104508,below,0.5375000000000001,0.37142857142857144,0.7035714285714286,0.31142857142857144
max_positive_delta_W,26.61305441702891,above,0.46785714285714286,0.6285714285714286,0.30714285714285716,0.68
max_positive_delta_W,26.61305441702891,below,0.5321428571428571,0.37142857142857144,0.6928571428571428,0.32
max_positive_delta_W,26.903643346901116,above,0.475,0.6285714285714286,0.32142857142857145,0.6685714285714286
max_positive_delta_W,26.903643346901116,below,0.525,0.37142857142857144,0.6785714285714286,0.3314285714285714
max_positive_delta_W,26.99292059879678,above,0.4714285714285714,0.6142857142857143,0.32857142857142857,0.66
max_positive_delta_W,26.99292059879678,below,0.5285714285714286,0.38571428571428573,0.6714285714285714,0.34
max_positive_delta_W,27.291841330975217,above,0.4785714285714286,0.6142857142857143,0.34285714285714286,0.6485714285714286
max_positive_delta_W,27.291841330975217,below,0.5214285714285715,0.38571428571428573,0.6571428571428571,0.3514285714285714
max_positive_delta_W,27.62406182679865,above,0.475,0.6,0.35,0.64
max_positive_delta_W,27.62406182679865,below,0.525,0.4,0.65,0.36
max_positive_delta_W,27.934961104917587,above,0.4732142857142857,0.5857142857142857,0.3607142857142857,0.6285714285714286
max_positive_delta_W,27.934961104917587,below,0.5267857142857143,0.4142857142857143,0.6392857142857142,0.37142857142857144
max_positive_delta_W,28.121940031038527,above,0.46964285714285714,0.5714285714285714,0.3678571428571429,0.62
max_positive_delta_W,28.121940031038527,below,0.5303571428571429,0.42857142857142855,0.6321428571428571,0.38
max_positive_delta_W,28.21374868185984,above,0.4589285714285714,0.5428571428571428,0.375,0.6085714285714285
max_positive_delta_W,28.21374868185984,below,0.5410714285714285,0.45714285714285713,0.625,0.3914285714285714
max_positive_delta_W,28.345666003516442,above,0.4642857142857143,0.5428571428571428,0.38571428571428573,0.6
max_positive_delta_W,28.345666003516442,below,0.5357142857142857,0.45714285714285713,0.6142857142857143,0.4
max_positive_delta_W,28.452914070011076,above,0.4714285714285714,0.5428571428571428,0.4,0.5885714285714285
max_positive_delta_W,28.452914070011076,below,0.5285714285714286,0.45714285714285713,0.6,0.4114285714285714
max_positive_delta_W,28.62401620000007,above,0.47678571428571426,0.5428571428571428,0.4107142857142857,0.58
max_positive_delta_W,28.62401620000007,below,0.5232142857142857,0.45714285714285713,0.5892857142857143,0.42
max_positive_delta_W,28.85044311835487,above,0.4839285714285714,0.5428571428571428,0.425,0.5685714285714286
max_positive_delta_W,28.85044311835487,below,0.5160714285714285,0.45714285714285713,0.575,0.43142857142857144
max_positive_delta_W,28.96935254211823,above,0.48035714285714287,0.5285714285714286,0.43214285714285716,0.56
max_positive_delta_W,28.96935254211823,below,0.5196428571428571,0.4714285714285714,0.5678571428571428,0.44
max_positive_delta_W,29.0495933744337,above,0.47857142857142854,0.5142857142857142,0.44285714285714284,0.5485714285714286
max_positive_delta_W,29.0495933744337,below,0.5214285714285715,0.4857142857142857,0.5571428571428572,0.4514285714285714
max_positive_delta_W,29.202176517783712,above,0.4839285714285714,0.5142857142857142,0.45357142857142857,0.54
max_positive_delta_W,29.202176517783712,below,0.5160714285714285,0.4857142857142857,0.5464285714285714,0.46
max_positive_delta_W,29.30035521788594,above,0.48214285714285715,0.5,0.4642857142857143,0.5285714285714286
max_positive_delta_W,29.30035521788594,below,0.5178571428571428,0.5,0.5357142857142857,0.4714285714285714
max_positive_delta_W,29.421497430186808,above,0.47857142857142854,0.4857142857142857,0.4714285714285714,0.52
max_positive_delta_W,29.421497430186808,below,0.5214285714285714,0.5142857142857142,0.5285714285714286,0.48
max_positive_delta_W,29.474664714436766,above,0.47678571428571426,0.4714285714285714,0.48214285714285715,0.5085714285714286
max_positive_delta_W,29.474664714436766,below,0.5232142857142857,0.5285714285714286,0.5178571428571429,0.49142857142857144
max_positive_delta_W,29.617109031596186,above,0.4732142857142857,0.45714285714285713,0.48928571428571427,0.5
max_positive_delta_W,29.617109031596186,below,0.5267857142857142,0.5428571428571428,0.5107142857142857,0.5
max_positive_delta_W,29.751940634192305,above,0.46964285714285714,0.44285714285714284,0.49642857142857144,0.49142857142857144
max_positive_delta_W,29.751940634192305,below,0.5303571428571429,0.5571428571428572,0.5035714285714286,0.5085714285714286
max_positive_delta_W,29.838887791934056,above,0.46785714285714286,0.42857142857142855,0.5071428571428571,0.48
max_positive_delta_W,29.838887791934056,below,0.5321428571428571,0.5714285714285714,0.4928571428571429,0.52
max_positive_delta_W,30.018666021456035,above,0.4732142857142857,0.42857142857142855,0.5178571428571429,0.4714285714285714
max_positive_delta_W,30.018666021456035,below,0.5267857142857143,0.5714285714285714,0.48214285714285715,0.5285714285714286
max_positive_delta_W,30.070058252027444,above,0.4535714285714286,0.38571428571428573,0.5214285714285715,0.46
max_positive_delta_W,30.070058252027444,below,0.5464285714285715,0.6142857142857143,0.4785714285714286,0.54
max_positive_delta_W,30.21782090616679,above,0.45,0.37142857142857144,0.5285714285714286,0.4514285714285714
max_positive_delta_W,30.21782090616679,below,0.55,0.6285714285714286,0.4714285714285714,0.5485714285714286
max_positive_delta_W,30.255219893666787,above,0.4482142857142857,0.35714285714285715,0.5392857142857143,0.44
max_positive_delta_W,30.255219893666787,below,0.5517857142857143,0.6428571428571429,0.4607142857142857,0.56
max_positive_delta_W,30.41038180666482,above,0.4357142857142857,0.32857142857142857,0.5428571428571428,0.43142857142857144
max_positive_delta_W,30.41038180666482,below,0.5642857142857143,0.6714285714285714,0.45714285714285713,0.5685714285714286
max_positive_delta_W,30.640137553692313,above,0.43392857142857144,0.3142857142857143,0.5535714285714286,0.42
max_positive_delta_W,30.640137553692313,below,0.5660714285714286,0.6857142857142857,0.44642857142857145,0.58
max_positive_delta_W,30.84213253326375,above,0.42142857142857143,0.2857142857142857,0.5571428571428572,0.4114285714285714
max_positive_delta_W,30.84213253326375,below,0.5785714285714285,0.7142857142857143,0.44285714285714284,0.5885714285714285
max_positive_delta_W,30.960537931750974,above,0.4107142857142857,0.2571428571428571,0.5642857142857143,0.4
max_positive_delta_W,30.960537931750974,below,0.5892857142857143,0.7428571428571429,0.4357142857142857,0.6
max_positive_delta_W,31.079407190285696,above,0.41607142857142854,0.2571428571428571,0.575,0.3914285714285714
max_positive_delta_W,31.079407190285696,below,0.5839285714285715,0.7428571428571429,0.425,0.6085714285714285
max_positive_delta_W,31.125450538571435,above,0.4232142857142857,0.2571428571428571,0.5892857142857143,0.38
max_positive_delta_W,31.125450538571435,below,0.5767857142857142,0.7428571428571429,0.4107142857142857,0.62
max_positive_delta_W,31.219116256870883,above,0.42857142857142855,0.2571428571428571,0.6,0.37142857142857144
max_positive_delta_W,31.219116256870883,below,0.5714285714285714,0.7428571428571429,0.4,0.6285714285714286
max_positive_delta_W,31.307209767516536,above,0.4267857142857143,0.24285714285714285,0.6107142857142858,0.36
max_positive_delta_W,31.307209767516536,below,0.5732142857142857,0.7571428571428571,0.3892857142857143,0.64
max_positive_delta_W,31.343093657197876,above,0.4232142857142857,0.22857142857142856,0.6178571428571429,0.3514285714285714
max_positive_delta_W,31.343093657197876,below,0.5767857142857142,0.7714285714285715,0.3821428571428571,0.6485714285714286
max_positive_delta_W,31.375291459307686,above,0.42142857142857143,0.21428571428571427,0.6285714285714286,0.34
max_positive_delta_W,31.375291459307686,below,0.5785714285714285,0.7857142857142857,0.37142857142857144,0.66
max_positive_delta_W,31.550002111120907,above,0.4089285714285714,0.18571428571428572,0.6321428571428571,0.3314285714285714
max_positive_delta_W,31.550002111120907,below,0.5910714285714286,0.8142857142857143,0.3678571428571429,0.6685714285714286
max_positive_delta_W,31.680813452891034,above,0.3982142857142857,0.15714285714285714,0.6392857142857142,0.32
max_positive_delta_W,31.680813452891034,below,0.6017857142857143,0.8428571428571429,0.3607142857142857,0.68
max_positive_delta_W,31.805864825147708,above,0.3946428571428572,0.14285714285714285,0.6464285714285715,0.31142857142857144
max_positive_delta_W,31.805864825147708,below,0.6053571428571428,0.8571428571428571,0.3535714285714286,0.6885714285714286
max_positive_delta_W,31.850859607142855,above,0.38392857142857145,0.11428571428571428,0.6535714285714286,0.3
max_positive_delta_W,31.850859607142855,below,0.6160714285714286,0.8857142857142857,0.3464285714285714,0.7
max_positive_delta_W,31.902160067598448,above,0.38035714285714284,0.1,0.6607142857142857,0.2914285714285714
max_positive_delta_W,31.902160067598448,below,0.6196428571428572,0.9,0.3392857142857143,0.7085714285714285
max_positive_delta_W,31.942024969098902,above,0.3696428571428571,0.07142857142857142,0.6678571428571428,0.28
max_positive_delta_W,31.942024969098902,below,0.6303571428571428,0.9285714285714286,0.33214285714285713,0.72
max_positive_delta_W,32.62831253733742,above,0.3660714285714286,0.05714285714285714,0.675,0.2714285714285714
max_positive_delta_W,32.62831253733742,below,0.6339285714285714,0.9428571428571428,0.325,0.7285714285714285
max_positive_delta_W,35.103894279310204,above,0.3732142857142857,0.05714285714285714,0.6892857142857143,0.26
max_positive_delta_W,35.103894279310204,below,0.6267857142857143,0.9428571428571428,0.3107142857142857,0.74
max_positive_delta_W,35.63850227541212,above,0.37857142857142856,0.05714285714285714,0.7,0.25142857142857145
max_positive_delta_W,35.63850227541212,below,0.6214285714285714,0.9428571428571428,0.3,0.7485714285714286
max_positive_delta_W,35.85058914398902,above,0.38571428571428573,0.05714285714285714,0.7142857142857143,0.24
max_positive_delta_W,35.85058914398902,below,0.6142857142857143,0.9428571428571428,0.2857142857142857,0.76
max_positive_delta_W,36.63563508417341,above,0.39107142857142857,0.05714285714285714,0.725,0.23142857142857143
max_positive_delta_W,36.63563508417341,below,0.6089285714285715,0.9428571428571428,0.275,0.7685714285714286
max_positive_delta_W,37.269084299472475,above,0.39821428571428574,0.05714285714285714,0.7392857142857143,0.22
max_positive_delta_W,37.269084299472475,below,0.6017857142857143,0.9428571428571428,0.26071428571428573,0.78
max_positive_delta_W,37.64975449372535,above,0.4035714285714286,0.05714285714285714,0.75,0.21142857142857144
max_positive_delta_W,37.64975449372535,below,0.5964285714285714,0.9428571428571428,0.25,0.7885714285714286
max_positive_delta_W,37.937328441346,above,0.40178571428571425,0.04285714285714286,0.7607142857142857,0.2
max_positive_delta_W,37.937328441346,below,0.5982142857142857,0.9571428571428572,0.2392857142857143,0.8
max_positive_delta_W,38.22684904311957,above,0.40714285714285714,0.04285714285714286,0.7714285714285715,0.19142857142857142
max_positive_delta_W,38.22684904311957,below,0.5928571428571429,0.9571428571428572,0.22857142857142856,0.8085714285714286
max_positive_delta_W,38.410564575153785,above,0.41428571428571426,0.04285714285714286,0.7857142857142857,0.18
max_positive_delta_W,38.410564575153785,below,0.5857142857142857,0.9571428571428572,0.21428571428571427,0.82
max_positive_delta_W,38.93012264583058,above,0.4196428571428571,0.04285714285714286,0.7964285714285714,0.17142857142857143
max_positive_delta_W,38.93012264583058,below,0.5803571428571429,0.9571428571428572,0.20357142857142857,0.8285714285714286
max_positive_delta_W,39.113200019487074,above,0.41785714285714287,0.02857142857142857,0.8071428571428572,0.16
max_positive_delta_W,39.113200019487074,below,0.5821428571428572,0.9714285714285714,0.19285714285714287,0.84
max_positive_delta_W,39.15669030071549,above,0.4232142857142857,0.02857142857142857,0.8178571428571428,0.15142857142857144
max_positive_delta_W,39.15669030071549,below,0.5767857142857142,0.9714285714285714,0.18214285714285713,0.8485714285714285
max_positive_delta_W,39.385539217038875,above,0.4303571428571429,0.02857142857142857,0.8321428571428572,0.14
max_positive_delta_W,39.385539217038875,below,0.5696428571428571,0.9714285714285714,0.16785714285714284,0.86
max_positive_delta_W,39.4912502506264,above,0.4357142857142857,0.02857142857142857,0.8428571428571429,0.13142857142857142
max_positive_delta_W,39.4912502506264,below,0.5642857142857143,0.9714285714285714,0.15714285714285714,0.8685714285714285
max_positive_delta_W,39.640557576450995,above,0.44285714285714284,0.02857142857142857,0.8571428571428571,0.12
max_positive_delta_W,39.640557576450995,below,0.5571428571428572,0.9714285714285714,0.14285714285714285,0.88
max_positive_delta_W,39.728091689296654,above,0.44821428571428573,0.02857142857142857,0.8678571428571429,0.11142857142857143
max_positive_delta_W,39.728091689296654,below,0.5517857142857143,0.9714285714285714,0.13214285714285715,0.8885714285714286
max_positive_delta_W,39.79880048379124,above,0.45535714285714285,0.02857142857142857,0.8821428571428571,0.1
max_positive_delta_W,39.79880048379124,below,0.5446428571428571,0.9714285714285714,0.11785714285714285,0.9
max_positive_delta_W,39.88264757263969,above,0.46071428571428574,0.02857142857142857,0.8928571428571429,0.09142857142857143
max_positive_delta_W,39.88264757263969,below,0.5392857142857143,0.9714285714285714,0.10714285714285714,0.9085714285714286
max_positive_delta_W,39.906698482527474,above,0.46785714285714286,0.02857142857142857,0.9071428571428571,0.08
max_positive_delta_W,39.906698482527474,below,0.5321428571428571,0.9714285714285714,0.09285714285714286,0.92
max_positive_delta_W,39.928678706925176,above,0.4732142857142857,0.02857142857142857,0.9178571428571428,0.07142857142857142
max_positive_delta_W,39.928678706925176,below,0.5267857142857143,0.9714285714285714,0.08214285714285714,0.9285714285714286
max_positive_delta_W,39.95341903525273,above,0.48035714285714287,0.02857142857142857,0.9321428571428572,0.06
max_positive_delta_W,39.95341903525273,below,0.5196428571428572,0.9714285714285714,0.06785714285714285,0.94
max_positive_delta_W,39.97583902990387,above,0.4857142857142857,0.02857142857142857,0.9428571428571428,0.05142857142857143
max_positive_delta_W,39.97583902990387,below,0.5142857142857142,0.9714285714285714,0.05714285714285714,0.9485714285714286
max_positive_delta_W,47.74014884926917,above,0.4928571428571429,0.02857142857142857,0.9571428571428572,0.04
max_positive_delta_W,47.74014884926917,below,0.5071428571428571,0.9714285714285714,0.04285714285714286,0.96
max_positive_delta_W,47.96377744412567,above,0.4982142857142857,0.02857142857142857,0.9678571428571429,0.03142857142857143
max_positive_delta_W,47.96377744412567,below,0.5017857142857143,0.9714285714285714,0.03214285714285714,0.9685714285714285
max_positive_delta_W,55.86500755215346,above,0.5053571428571428,0.02857142857142857,0.9821428571428571,0.02
max_positive_delta_W,55.86500755215346,below,0.49464285714285716,0.9714285714285714,0.017857142857142856,0.98
max_positive_delta_W,63.44765069770663,above,0.5107142857142857,0.02857142857142857,0.9928571428571429,0.011428571428571429
max_positive_delta_W,63.44765069770663,below,0.48928571428571427,0.9714285714285714,0.007142857142857143,0.9885714285714285
max_positive_width_rate,2335.392701925945,above,0.48928571428571427,0.9714285714285714,0.007142857142857143,0.9885714285714285
max_positive_width_rate,2335.392701925945,below,0.5107142857142857,0.02857142857142857,0.9928571428571429,0.011428571428571429
max_positive_width_rate,2437.7579346100483,above,0.46785714285714286,0.9285714285714286,0.007142857142857143,0.98
max_positive_width_rate,2437.7579346100483,below,0.5321428571428571,0.07142857142857142,0.9928571428571429,0.02
max_positive_width_rate,2532.511298813938,above,0.45714285714285713,0.9,0.014285714285714285,0.9685714285714285
max_positive_width_rate,2532.511298813938,below,0.5428571428571429,0.1,0.9857142857142858,0.03142857142857143
max_positive_width_rate,2589.5864644424582,above,0.4625,0.9,0.025,0.96
max_positive_width_rate,2589.5864644424582,below,0.5375,0.1,0.975,0.04
max_positive_width_rate,2650.0639906220017,above,0.44285714285714284,0.8571428571428571,0.02857142857142857,0.9485714285714286
max_positive_width_rate,2650.0639906220017,below,0.5571428571428572,0.14285714285714285,0.9714285714285714,0.05142857142857143
max_positive_width_rate,2668.423352833057,above,0.4392857142857143,0.8428571428571429,0.03571428571428571,0.94
max_positive_width_rate,2668.423352833057,below,0.5607142857142857,0.15714285714285714,0.9642857142857143,0.06
max_positive_width_rate,2738.4192848410125,above,0.42857142857142855,0.8142857142857143,0.04285714285714286,0.9285714285714286
max_positive_width_rate,2738.4192848410125,below,0.5714285714285714,0.18571428571428572,0.9571428571428572,0.07142857142857142
max_positive_width_rate,2785.235879970757,above,0.42500000000000004,0.8,0.05,0.92
max_positive_width_rate,2785.235879970757,below,0.575,0.2,0.95,0.08
max_positive_width_rate,2828.2999616112993,above,0.4142857142857143,0.7714285714285715,0.05714285714285714,0.9085714285714286
max_positive_width_rate,2828.2999616112993,below,0.5857142857142857,0.22857142857142856,0.9428571428571428,0.09142857142857143
max_positive_width_rate,2844.8238249744713,above,0.41964285714285715,0.7714285714285715,0.06785714285714285,0.9
max_positive_width_rate,2844.8238249744713,below,0.5803571428571429,0.22857142857142856,0.9321428571428572,0.1
max_positive_width_rate,2866.6166789089784,above,0.4267857142857143,0.7714285714285715,0.08214285714285714,0.8885714285714286
max_positive_width_rate,2866.6166789089784,below,0.5732142857142857,0.22857142857142856,0.9178571428571428,0.11142857142857143
max_positive_width_rate,2906.3897074382235,above,0.4232142857142857,0.7571428571428571,0.08928571428571429,0.88
max_positive_width_rate,2906.3897074382235,below,0.5767857142857142,0.24285714285714285,0.9107142857142857,0.12
max_positive_width_rate,2938.7807207023493,above,0.42142857142857143,0.7428571428571429,0.1,0.8685714285714285
max_positive_width_rate,2938.7807207023493,below,0.5785714285714285,0.2571428571428571,0.9,0.13142857142857142
max_positive_width_rate,2952.4743199886025,above,0.4267857142857143,0.7428571428571429,0.11071428571428571,0.86
max_positive_width_rate,2952.4743199886025,below,0.5732142857142857,0.2571428571428571,0.8892857142857142,0.14
max_positive_width_rate,2972.969623972687,above,0.43392857142857144,0.7428571428571429,0.125,0.8485714285714285
max_positive_width_rate,2972.969623972687,below,0.5660714285714286,0.2571428571428571,0.875,0.15142857142857144
max_positive_width_rate,3006.8360863160456,above,0.4392857142857143,0.7428571428571429,0.1357142857142857,0.84
max_positive_width_rate,3006.8360863160456,below,0.5607142857142857,0.2571428571428571,0.8642857142857143,0.16
max_positive_width_rate,3029.367039468968,above,0.4196428571428571,0.7,0.1392857142857143,0.8285714285714286
max_positive_width_rate,3029.367039468968,below,0.5803571428571429,0.3,0.8607142857142858,0.17142857142857143
max_positive_width_rate,3046.6521592066842,above,0.4160714285714286,0.6857142857142857,0.14642857142857144,0.82
max_positive_width_rate,3046.6521592066842,below,0.5839285714285714,0.3142857142857143,0.8535714285714285,0.18
max_positive_width_rate,3068.0860607283616,above,0.41428571428571426,0.6714285714285714,0.15714285714285714,0.8085714285714286
max_positive_width_rate,3068.0860607283616,below,0.5857142857142857,0.32857142857142857,0.8428571428571429,0.19142857142857142
max_positive_width_rate,3142.5349905900325,above,0.4196428571428571,0.6714285714285714,0.16785714285714284,0.8
max_positive_width_rate,3142.5349905900325,below,0.5803571428571429,0.32857142857142857,0.8321428571428572,0.2
max_positive_width_rate,3176.7452405220265,above,0.4089285714285714,0.6428571428571429,0.175,0.7885714285714286
max_positive_width_rate,3176.7452405220265,below,0.5910714285714286,0.35714285714285715,0.825,0.21142857142857144
max_positive_width_rate,3203.04663347493,above,0.4142857142857143,0.6428571428571429,0.18571428571428572,0.78
max_positive_width_rate,3203.04663347493,below,0.5857142857142857,0.35714285714285715,0.8142857142857143,0.22
max_positive_width_rate,3227.0754310370985,above,0.4035714285714286,0.6142857142857143,0.19285714285714287,0.7685714285714286
max_positive_width_rate,3227.0754310370985,below,0.5964285714285714,0.38571428571428573,0.8071428571428572,0.23142857142857143
max_positive_width_rate,3249.5245914795605,above,0.4,0.6,0.2,0.76
max_positive_width_rate,3249.5245914795605,below,0.6000000000000001,0.4,0.8,0.24
max_positive_width_rate,3267.3727134760557,above,0.3892857142857143,0.5714285714285714,0.20714285714285716,0.7485714285714286
max_positive_width_rate,3267.3727134760557,below,0.6107142857142857,0.42857142857142855,0.7928571428571428,0.25142857142857145
max_positive_width_rate,3308.840048919707,above,0.39464285714285713,0.5714285714285714,0.21785714285714286,0.74
max_positive_width_rate,3308.840048919707,below,0.6053571428571428,0.42857142857142855,0.7821428571428571,0.26
max_positive_width_rate,3352.447176895825,above,0.4017857142857143,0.5714285714285714,0.23214285714285715,0.7285714285714285
max_positive_width_rate,3352.447176895825,below,0.5982142857142857,0.42857142857142855,0.7678571428571429,0.2714285714285714
max_positive_width_rate,3382.517730262629,above,0.40714285714285714,0.5714285714285714,0.24285714285714285,0.72
max_positive_width_rate,3382.517730262629,below,0.5928571428571429,0.42857142857142855,0.7571428571428571,0.28
max_positive_width_rate,3442.4008537922796,above,0.3964285714285714,0.5428571428571428,0.25,0.7085714285714285
max_positive_width_rate,3442.4008537922796,below,0.6035714285714285,0.45714285714285713,0.75,0.2914285714285714
max_positive_width_rate,3497.0516447464756,above,0.4017857142857143,0.5428571428571428,0.26071428571428573,0.7
max_positive_width_rate,3497.0516447464756,below,0.5982142857142857,0.45714285714285713,0.7392857142857143,0.3
max_positive_width_rate,3521.5785310789533,above,0.3910714285714285,0.5142857142857142,0.26785714285714285,0.6885714285714286
max_positive_width_rate,3521.5785310789533,below,0.6089285714285714,0.4857142857142857,0.7321428571428571,0.31142857142857144
max_positive_width_rate,3556.7037379688936,above,0.37857142857142856,0.4857142857142857,0.2714285714285714,0.68
max_positive_width_rate,3556.7037379688936,below,0.6214285714285714,0.5142857142857142,0.7285714285714285,0.32
max_positive_width_rate,3593.7298078418185,above,0.3857142857142857,0.4857142857142857,0.2857142857142857,0.6685714285714286
max_positive_width_rate,3593.7298078418185,below,0.6142857142857143,0.5142857142857142,0.7142857142857143,0.3314285714285714
max_positive_width_rate,3615.6918912279084,above,0.39107142857142857,0.4857142857142857,0.29642857142857143,0.66
max_positive_width_rate,3615.6918912279084,below,0.6089285714285715,0.5142857142857142,0.7035714285714286,0.34
