subset,contrast,contrast_role,metric,lower_is_better,mean_difference,ci_low,ci_high,signflip_p,repeat_blocks,holm_p_metric_family,verdict,verdict_after_holm,metric_family
q20,abl_shape3_plus_robust_early_dWdt_20_um_per_ms - gpc_4d_plus_old_shape3,ablation,pr_auc,False,-0.006329798498961503,-0.011369095725356224,-0.001636269105764086,0.022298885055747213,20,0.08919554022298885,DEGRADES,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,abl_shape3_plus_robust_early_dWdt_20_um_per_ms - gpc_4d_plus_old_shape3,ablation,roc_auc,False,-0.0034603297283016367,-0.006142661860105311,-0.0009502199497190717,0.017149142542872857,20,0.08574571271436429,DEGRADES,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,abl_shape3_plus_robust_early_dWdt_20_um_per_ms - gpc_4d_plus_old_shape3,ablation,accuracy,False,-0.003141304949933266,-0.006794002948040538,0.00046668604481104936,0.1887905604719764,20,0.1887905604719764,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,abl_shape3_plus_robust_early_dWdt_20_um_per_ms - gpc_4d_plus_old_shape3,ablation,balanced_accuracy,False,-0.005237322342585509,-0.0099217803661004,-0.0011664386601120608,0.03399830008499575,20,0.0679966001699915,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
q30,abl_shape3_plus_robust_early_dWdt_20_um_per_ms - gpc_4d_plus_old_shape3,ablation,keyhole_recall,False,-0.011881314512893454,-0.019985775248933125,-0.005161943319838058,0.015399230038498074,20,0.046197690115494225,DEGRADES,DEGRADES,hard_decision
q30,abl_shape3_plus_robust_early_dWdt_20_um_per_ms - gpc_4d_plus_old_shape3,ablation,brier_score,True,0.0032754100297013255,0.0021253843158077846,0.0044240289071252005,4.999750012499375e-05,20,0.0002999850007499625,DEGRADES,DEGRADES,ranking_or_probability
q30,abl_shape3_plus_robust_early_dWdt_20_um_per_ms - gpc_4d_plus_old_shape3,ablation,pr_auc,False,-0.007391770230632905,-0.010721884651575211,-0.004217879558102243,0.000599970001499925,20,0.0023998800059997,DEGRADES,DEGRADES,ranking_or_probability
q30,abl_shape3_plus_robust_early_dWdt_20_um_per_ms - gpc_4d_plus_old_shape3,ablation,roc_auc,False,-0.004398882174837471,-0.005996017941642515,-0.00272847077066389,9.99950002499875e-05,20,0.0004999750012499375,DEGRADES,DEGRADES,ranking_or_probability
full,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,accuracy,False,-0.001428571428571429,-0.002714285714285708,-0.00028571428571427804,0.060296985150742465,20,0.1808909554522274,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
full,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,balanced_accuracy,False,-0.004107142857142865,-0.006875000000000015,-0.00142857142857144,0.010099495025248737,20,0.06059697015149242,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
full,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,keyhole_recall,False,-0.00857142857142858,-0.014285714285714301,-0.0035714285714285644,0.0111994400279986,20,0.06059697015149242,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
full,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,brier_score,True,0.0003359188795700905,9.296394053542263e-05,0.000592838625101318,0.01504924753762312,20,0.06059697015149242,DEGRADES,NO DETECTABLE DIFFERENCE,ranking_or_probability
full,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,pr_auc,False,-0.00019455172815522893,-0.0007793041429772591,0.000390951574740838,0.5401729913504325,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
full,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,roc_auc,False,1.0204081632658735e-05,-0.0001760204081632634,0.0002015943877551452,0.9389030548472577,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,accuracy,False,-0.00523865655444603,-0.009861700651174327,-0.0006241565452091812,0.05669716514174291,20,0.17009149542522872,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
q20,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,balanced_accuracy,False,-0.006755499938202947,-0.012443755206929944,-0.0012910294654660214,0.03419829008549573,20,0.1367931603419829,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
q20,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,keyhole_recall,False,-0.014691555431961439,-0.02464976296414007,-0.004776295751893623,0.020048997550122495,20,0.10024498775061247,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
q20,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,brier_score,True,0.001397445938262363,0.0004934092497403858,0.0022981871459290867,0.008199590020498975,20,0.04919754012299385,DEGRADES,DEGRADES,ranking_or_probability
q20,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,pr_auc,False,-0.0008962117513884815,-0.0035587456530197983,0.002001227434278456,0.551872406379681,20,0.551872406379681,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,roc_auc,False,-0.0014997687705881446,-0.0031950504067874766,0.00016288433168139076,0.1079946002699865,20,0.215989200539973,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,accuracy,False,-0.0036161851414144965,-0.006774173771363881,-0.0004703462944613433,0.032298385080745964,20,0.0968951552422379,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
q30,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,balanced_accuracy,False,-0.006089536905326392,-0.010158867749328261,-0.0020006608582266625,0.009899505024748763,20,0.03959802009899505,DEGRADES,DEGRADES,hard_decision
q30,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,keyhole_recall,False,-0.013521416152995092,-0.021564175511543916,-0.005441119256908727,0.0030498475076246186,20,0.01829908504574771,DEGRADES,DEGRADES,hard_decision
q30,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,brier_score,True,0.0009687000261229831,0.0003776163411986015,0.0015939328706752061,0.004649767511624419,20,0.023248837558122095,DEGRADES,DEGRADES,ranking_or_probability
q30,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,pr_auc,False,-0.0006814266466191599,-0.002250314474659913,0.0009733512091170116,0.4362281885905705,20,0.4362281885905705,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,abl_shape3_plus_robust_early_dWdt_40_um_per_ms - gpc_4d_plus_old_shape3,ablation,roc_auc,False,-0.0007005454930833433,-0.0016632951444595712,0.00027247553831912674,0.17034148292585372,20,0.34068296585170743,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
full,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,accuracy,False,-0.0008571428571428619,-0.0025714285714285743,0.0005714285714285728,0.4263286835658217,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,balanced_accuracy,False,-0.0008035714285714257,-0.0032165178571428666,0.001785714285714296,0.576021198940053,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,keyhole_recall,False,-0.0007142857142857229,-0.005000000000000016,0.0035714285714285644,1.0,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,brier_score,True,0.0004267294558476081,0.00012861261718711186,0.0007173913425896635,0.014649267536623168,20,0.05859707014649267,DEGRADES,NO DETECTABLE DIFFERENCE,ranking_or_probability
full,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,pr_auc,False,-0.0017619563489625124,-0.0026623676117269912,-0.0009042946575019969,0.0009499525023748813,20,0.004749762511874407,DEGRADES,DEGRADES,ranking_or_probability
full,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,roc_auc,False,-0.0016913265306122472,-0.002204145408163269,-0.0012218112244897785,4.999750012499375e-05,20,0.0002999850007499625,DEGRADES,DEGRADES,ranking_or_probability
q20,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,accuracy,False,-0.0025555584766111085,-0.010230777993935892,0.003955912508544085,0.5975701214939253,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,balanced_accuracy,False,-0.0019933663487869237,-0.009558420194664574,0.004767680228713327,0.6356182190890456,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,keyhole_recall,False,0.0013322176757243453,-0.007089134256316548,0.009579973118279567,0.967551622418879,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,brier_score,True,0.0010358188935701812,7.186193976966006e-05,0.0019838819330141723,0.04969751512424379,20,0.24848757562121893,DEGRADES,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,pr_auc,False,-0.001790452718262514,-0.00478296740744947,0.0010904518026324619,0.2584370781460927,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,roc_auc,False,-0.0024820306443005145,-0.0041711930669392225,-0.0007876809857718956,0.014749262536873156,20,0.08849557522123894,DEGRADES,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,accuracy,False,-0.0026626974635824254,-0.00801252731189127,0.0018705709987513078,0.40177991100444976,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,balanced_accuracy,False,-0.0023257863126284195,-0.008044660833327928,0.0030809555590197396,0.4654767261636918,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,keyhole_recall,False,-0.00135332701122175,-0.009390311363995573,0.006721194879089609,0.7722113894305285,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,brier_score,True,0.000764377746080569,-2.6213464494903418e-05,0.0015286547939984975,0.07499625018749062,20,0.3749812509374531,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,pr_auc,False,-0.0014528019884823661,-0.0037473694797388675,0.0008182460964662629,0.23573821308934553,20,0.9429528523573821,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,abl_shape3_plus_robust_max_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,roc_auc,False,-0.00232232949076856,-0.003545575655275096,-0.0010343125502034099,0.0026498675066246686,20,0.01589920503974801,DEGRADES,DEGRADES,ranking_or_probability
full,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,accuracy,False,-0.00028571428571428915,-0.0007142857142857229,0.0,0.5018749062546872,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,balanced_accuracy,False,-0.00044642857142857537,-0.0012500000000000122,0.0,0.503974801259937,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,keyhole_recall,False,-0.0007142857142857173,-0.002142857142857152,0.0,1.0,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,brier_score,True,0.00012333679532231835,0.00010917479227127198,0.00013780191687386948,4.999750012499375e-05,20,0.0002999850007499625,DEGRADES,DEGRADES,ranking_or_probability
full,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,pr_auc,False,-0.00010946819545117891,-0.00019607638704200418,-1.951203729641765e-05,0.027398630068496577,20,0.1095945202739863,DEGRADES,NO DETECTABLE DIFFERENCE,ranking_or_probability
full,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,roc_auc,False,-6.632653061224846e-05,-9.948979591838381e-05,-3.826530612244805e-05,0.0002999850007499625,20,0.0014999250037498126,DEGRADES,DEGRADES,ranking_or_probability
q20,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,accuracy,False,-0.0012989203778677517,-0.0032557354925776107,0.0,0.5012249387530624,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,balanced_accuracy,False,-0.0014363354037267128,-0.003614130434782622,0.0,0.4992750362481876,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,keyhole_recall,False,-0.001785714285714285,-0.005357142857142855,0.0,1.0,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,brier_score,True,0.0001846456702051448,0.00014752390831584977,0.00022439977508786725,4.999750012499375e-05,20,0.0002999850007499625,DEGRADES,DEGRADES,ranking_or_probability
q20,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,pr_auc,False,0.00014844740421057211,-0.0002468490479227196,0.0007470530922078455,0.8708564571771411,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,roc_auc,False,-0.00021533061550816913,-0.0003611223840900539,-7.176183413669657e-05,0.032098395080245985,20,0.16049197540122992,DEGRADES,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,accuracy,False,-0.0008889064475347708,-0.002224241466498117,0.0,0.49982500874956254,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,balanced_accuracy,False,-0.0009868421052631581,-0.002631578947368418,0.0,0.4898755062246888,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,keyhole_recall,False,-0.001315789473684209,-0.003947368421052627,0.0,1.0,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,brier_score,True,0.00016676264278303043,0.00013581191488509396,0.00019919957013510121,4.999750012499375e-05,20,0.0002999850007499625,DEGRADES,DEGRADES,ranking_or_probability
q30,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,pr_auc,False,-2.1265098264627857e-05,-0.00027707280141008137,0.0003357199064531691,0.95975201239938,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,abl_shape3_plus_robust_median_positive_dWdt_um_per_ms - gpc_4d_plus_old_shape3,ablation,roc_auc,False,-0.00016204105497543697,-0.0002861735563970341,-3.6612336783549e-05,0.016899155042247888,20,0.08449577521123944,DEGRADES,NO DETECTABLE DIFFERENCE,ranking_or_probability
full,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,accuracy,False,-0.0020000000000000018,-0.0027142857142857134,-0.00128571428571429,4.999750012499375e-05,20,0.0002999850007499625,DEGRADES,DEGRADES,hard_decision
full,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,balanced_accuracy,False,-0.0017857142857143015,-0.0025892857142857497,-0.0010714285714285897,0.00014999250037498125,20,0.000599970001499925,DEGRADES,DEGRADES,hard_decision
full,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,keyhole_recall,False,-0.0014285714285714346,-0.0035714285714285865,0.0,0.5029248537573121,20,0.5029248537573121,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,brier_score,True,0.0010706243571586376,0.0007143210479952425,0.0014569194343063655,4.999750012499375e-05,20,0.0002999850007499625,DEGRADES,DEGRADES,ranking_or_probability
full,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,pr_auc,False,-0.0014156525866343861,-0.0024257639200147567,-0.0005530439336929526,0.004749762511874406,20,0.014249287535623219,DEGRADES,DEGRADES,ranking_or_probability
full,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,roc_auc,False,-0.0005994897959183731,-0.0010000000000000067,-0.00023718112244898557,0.008499575021248937,20,0.016999150042497874,DEGRADES,DEGRADES,ranking_or_probability
q20,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,accuracy,False,-0.009125523599207824,-0.012397909108435445,-0.005861463098305214,0.000199990000499975,20,0.000999950002499875,DEGRADES,DEGRADES,hard_decision
q20,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,balanced_accuracy,False,-0.007975533148539372,-0.010645162666913933,-0.005291123146484265,0.00014999250037498125,20,0.0008999550022498875,DEGRADES,DEGRADES,hard_decision
q20,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,keyhole_recall,False,-0.00317540322580645,-0.007963709677419351,0.0,0.5055247237638119,20,0.8007599620018999,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,brier_score,True,0.0013203429409852855,0.0006399042470294934,0.002047639388091369,0.0011499425028748563,20,0.004599770011499425,DEGRADES,DEGRADES,ranking_or_probability
q20,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,pr_auc,False,-0.0009639719223469012,-0.00309953267616963,0.0010907742215878655,0.40037998100094996,20,0.8007599620018999,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,roc_auc,False,-0.0008250458109176906,-0.0018218120839028648,0.00011555970815495069,0.11309434528273586,20,0.33928303584820757,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,accuracy,False,-0.006262423496936775,-0.008491065070572826,-0.004033851278873406,0.0002999850007499625,20,0.00119994000299985,DEGRADES,DEGRADES,hard_decision
q30,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,balanced_accuracy,False,-0.005322781206973715,-0.007003831604433165,-0.0036512342341717833,0.00014999250037498125,20,0.0008999550022498875,DEGRADES,DEGRADES,hard_decision
q30,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,keyhole_recall,False,-0.0025978407557354978,-0.00651147098515521,0.0,0.5030748462576872,20,0.6285685715714214,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,brier_score,True,0.0012816613218772776,0.0007415260178610533,0.0018583187480708692,0.000199990000499975,20,0.000999950002499875,DEGRADES,DEGRADES,ranking_or_probability
q30,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,pr_auc,False,-0.0008568750799713753,-0.0024861008766042933,0.0006606967067901634,0.3142842857857107,20,0.6285685715714214,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,abl_shape3_plus_robust_time_of_max_dWdt_tau - gpc_4d_plus_old_shape3,ablation,roc_auc,False,-0.0007703071256603966,-0.0014351962463128574,-0.0001094201848054501,0.03854807259637018,20,0.11564421778911053,DEGRADES,NO DETECTABLE DIFFERENCE,ranking_or_probability
full,gpc_4d_plus_max_delta_W - gpc_4d,primary,accuracy,False,0.0007142857142857118,-0.0011428571428571566,0.002571428571428558,0.5653717314134293,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_max_delta_W - gpc_4d,primary,balanced_accuracy,False,0.0039285714285714314,-0.00017857142857142253,0.00794642857142856,0.08604569771511425,20,0.343782810859457,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_max_delta_W - gpc_4d,primary,keyhole_recall,False,0.009285714285714303,0.00142857142857144,0.017142857142857165,0.05694715264236788,20,0.2847357632118394,IMPROVES,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_max_delta_W - gpc_4d,primary,brier_score,True,0.0009231051220350963,0.0004957996727810755,0.0013600744944122147,0.0013499325033748313,20,0.008099595020248988,DEGRADES,DEGRADES,ranking_or_probability
full,gpc_4d_plus_max_delta_W - gpc_4d,primary,pr_auc,False,0.0010805071496566786,-7.999352755187205e-05,0.00222514815357194,0.08594570271486425,20,0.343782810859457,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
full,gpc_4d_plus_max_delta_W - gpc_4d,primary,roc_auc,False,-7.653061224510704e-06,-0.0006556122448979685,0.0005586734693877552,0.9880005999700014,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,gpc_4d_plus_max_delta_W - gpc_4d,primary,accuracy,False,0.005298684246052671,-0.003853545991703868,0.013914575822470389,0.22663866806659666,20,0.23718814059297036,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
