run_id,repeat,fold,feature,subset,learned_threshold,learned_direction,direction_is_below,train_n,test_n,balanced_accuracy,accuracy,keyhole_recall,conduction_recall,true_negative,false_positive,false_negative,true_positive,feature_roc_auc,feature_pr_auc
w85__r01_f03,1,3,max_positive_width_rate,q30,3569.2076807102126,below,1,283,24,0.6092436974789917,0.625,0.5714285714285714,0.6470588235294118,11,6,3,4,0.5714285714285714,0.42601794340924776
w85__r01_f03,1,3,max_positive_width_rate,q20,3569.2076807102126,below,1,283,17,0.6357142857142857,0.6470588235294118,0.5714285714285714,0.7,7,3,3,4,0.5857142857142856,0.5676670668267306
w85__r01_f04,1,4,max_positive_delta_W,full,32.40799515411522,below,1,280,70,0.5985155195681511,0.44285714285714284,0.8461538461538461,0.3508771929824561,20,37,2,11,0.5465587044534412,0.25354587225547165
w85__r01_f04,1,4,max_positive_delta_W,q30,32.40799515411522,below,1,280,21,0.4666666666666667,0.38095238095238093,0.6666666666666666,0.26666666666666666,4,11,2,4,0.2666666666666667,0.22596946110878
w85__r01_f04,1,4,max_positive_delta_W,q20,32.40799515411522,below,1,280,15,0.46590909090909094,0.3333333333333333,0.75,0.18181818181818182,2,9,1,3,0.20454545454545453,0.21063311688311687
w85__r01_f04,1,4,max_positive_width_rate,full,3846.0258180027904,below,1,280,70,0.5080971659919028,0.5857142857142857,0.38461538461538464,0.631578947368421,36,21,8,5,0.5883940620782726,0.4095682905618641
w85__r01_f04,1,4,max_positive_width_rate,q30,3846.0258180027904,below,1,280,21,0.23333333333333334,0.3333333333333333,0.0,0.4666666666666667,7,8,6,0,0.1888888888888889,0.2089186641818221
w85__r01_f04,1,4,max_positive_width_rate,q20,3846.0258180027904,below,1,280,15,0.13636363636363635,0.2,0.0,0.2727272727272727,3,8,4,0,0.15909090909090906,0.2043831168831169
w85__r01_f05,1,5,max_positive_delta_W,full,32.40799515411522,below,1,278,72,0.6491228070175439,0.4444444444444444,1.0,0.2982456140350877,17,40,0,15,0.6584795321637427,0.30378179174189207
w85__r01_f05,1,5,max_positive_delta_W,q30,32.40799515411522,below,1,278,24,0.6153846153846154,0.5833333333333334,1.0,0.23076923076923078,3,10,0,11,0.5314685314685315,0.4657279542235917
w85__r01_f05,1,5,max_positive_delta_W,q20,32.40799515411522,below,1,278,17,0.65,0.5882352941176471,1.0,0.3,3,7,0,7,0.5857142857142857,0.4794174079888366
w85__r01_f05,1,5,max_positive_width_rate,full,2822.8208493114153,below,1,278,72,0.5403508771929825,0.7777777777777778,0.13333333333333333,0.9473684210526315,54,3,13,2,0.7789473684210526,0.4683075119098222
