name,first_observed_conduction_timestep,first_observed_conduction_frame_index_0based,first_persistent_conduction_timestep,first_persistent_conduction_frame_index_0based,persistent_onset_exists,persistent_onset_differs_from_first_observed,persistent_minus_first_observed_timestep,intervening_reversion_count,intervening_reversion_frame_count,conduction_entry_count,return_to_forming_or_initial_after_conduction,screenshot_bug_before_first_conduction,keyhole_any,transition_pattern
P-114p820217584_VX-0p948189613582_LS-6p03705790634e-05_ST-353p560035146_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p08771719698e-06_H-d4c4d1b9c0,26021,91,26021,91,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-115p281467344_VX-0p424433079834_LS-5p4086019252e-05_ST-352p652659088_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13660334979e-05_H-d616b14147,50034,76,50034,76,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-116p440418649_VX-0p621036488786_LS-7p33150072515e-05_ST-327p034160515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p76785372538e-06_H-3f4a2df486,41027,95,41027,95,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-116p693370328_VX-0p231004403842_LS-8p2871053211e-05_ST-317p198938228_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p08832408507e-05_H-d147d48e9f,83909,73,83909,73,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-118p4900546_VX-0p535113778256_LS-4p79907961621e-05_ST-385p412174328_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p01513061154e-06_H-dd169576f0,39182,77,39182,77,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-119p65849417_VX-0p305673131798_LS-5p10692886867e-05_ST-393p327897391_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p57819582462e-05_H-cb2618ba4f,72094,83,72094,83,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-122p148440758_VX-0p768953415756_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p43159459768e-06_H-306f9d252b,9630,72,9630,72,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-122p399838052_VX-0p958262341264_LS-8p77032416896e-05_ST-376p830559352_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03423790676e-06_H-79d0c72bd8,60951,219,60951,219,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-123p578555013_VX-0p413960648538_LS-5p40122226787e-05_ST-380p745973079_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16535729182e-05_H-f404b6f8f4,53226,80,53226,80,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-124p939831153_VX-0p895565001264_LS-4p79284796095e-05_ST-395p904294171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p38667834965e-06_H-cf6d926251,24588,81,24588,81,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-126p228008246_VX-0p201684842681_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p27081552964e-06_H-306f9d252b,33658,66,33658,66,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-126p429096271_VX-0p381791494837_LS-8p54596605095e-05_ST-336p470624887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p26354847299e-05_H-bf3689621a,57713,83,57713,83,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-129p840936159_VX-0p750604494449_LS-8p84568803437e-05_ST-319p185657099_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p42698070514e-06_H-f575443233,76053,210,76053,210,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-133p003569327_VX-0p736244453131_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p53962249042e-06_H-306f9d252b,13551,97,13551,97,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-133p058435031_VX-0p81650327798_LS-4p78587303962e-05_ST-362p382821566_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p90826850683e-06_H-dd169576f0,29896,91,29896,91,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-133p757797566_VX-0p645163458122_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p89815386795e-06_H-306f9d252b,12754,80,12754,80,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-134p442185153_VX-0p806363522352_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p3187841709e-06_H-b0e5aed98c,9949,78,9949,78,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-135p171981101_VX-0p652238458987_LS-5p89001447273e-05_ST-362p997098414_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p39625291417e-06_H-01d46950f6,36619,88,36619,88,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-135p208661893_VX-0p295797438033_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-6p32116012922e-06_H-fb250c7cf9,24334,70,24334,70,True,False,0,0,0,1,False,False,True,Initial Emptiness → Forming Phase → Conduction → Keyhole
P-136p115095044_VX-0p8200930762_LS-6p39666133344e-05_ST-362p502989524_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p88240620853e-06_H-f575443233,27498,85,27498,85,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-136p984349172_VX-0p357723834949_LS-5p17808569448e-05_ST-373p061688931_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p34856001521e-05_H-270d04032e,63084,85,63084,85,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-137p340072051_VX-0p708357837186_LS-8p48461574474e-05_ST-331p337392673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p81028761138e-06_H-701e6757d1,36341,92,36341,92,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-137p601432421_VX-0p461948695475_LS-6p48780591522e-05_ST-397p490087405_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04429791669e-05_H-ef2aaf59fd,55168,91,55168,91,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-138p247900083_VX-0p876957934743_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p13212389961e-06_H-306f9d252b,8679,74,8679,74,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-139p278080234_VX-0p813607985113_LS-8p25985701782e-05_ST-356p830860854_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p9292935803e-06_H-6014a1f9c3,33920,103,33920,103,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,31376,68,31376,68,True,False,0,0,0,1,False,False,True,Initial Emptiness → Forming Phase → Conduction → Keyhole
P-140p320645521_VX-0p612281673664_LS-8p56006119926e-05_ST-348p910931315_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p87892372174e-06_H-dd169576f0,40313,91,40313,91,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-140p539865228_VX-0p255658736827_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p31358918074e-06_H-fb250c7cf9,30169,75,30169,75,True,False,0,0,0,1,False,False,True,Initial Emptiness → Forming Phase → Conduction → Keyhole
P-140p573028588_VX-0p551169304036_LS-6p78791919712e-05_ST-377p8442615_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p16896078445e-05_H-bf889bf790,41161,60,41161,60,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-140p974625597_VX-0p98622838083_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p89589248085e-06_H-b0e5aed98c,8656,82,8656,82,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-143p879945116_VX-0p336279357485_LS-6p76007351295e-05_ST-398p207663754_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p91595257833e-05_H-bf889bf790,64320,61,64320,61,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-143p909481867_VX-0p917293492006_LS-5p50242100517e-05_ST-352p206869428_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p25908081225e-06_H-cf6d926251,25740,88,25740,88,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-144p684844876_VX-0p221020126644_LS-8p32765690701e-05_ST-337p418493583_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p18266122469e-05_H-73ae961aa0,81692,68,81692,68,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-144p999955433_VX-0p569412101686_LS-7p52189895652e-05_ST-349p795043891_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p47210761544e-06_H-24e0a43587,39619,83,39619,83,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-145p249113956_VX-0p501139719932_LS-7p51242767898e-05_ST-325p186450026_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p62629863717e-06_H-30d8d23b36,42370,80,42370,80,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-145p536707456_VX-0p311971481812_LS-7p55813970315e-05_ST-356p422554756_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p54633384276e-05_H-f404b6f8f4,72340,85,72340,85,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-146p427721311_VX-0p978546391515_LS-4p61745657385e-05_ST-377p807319924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p92988441309e-06_H-c321cc4e90,22504,81,22504,81,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-149p217972816_VX-0p206404715799_LS-4p87379527164e-05_ST-365p118947745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p33721433367e-05_H-b40dbd8ddd,93913,73,93913,73,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction
P-149p254341218_VX-0p887957223036_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p10571289147e-06_H-306f9d252b,8108,70,8108,70,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-149p73987868_VX-0p504680707931_LS-6p9723584777e-05_ST-320p536129041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p55875770008e-06_H-95ed9fb76f,48389,90,48389,90,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-149p779509657_VX-0p251536582152_LS-4p84927831067e-05_ST-381p35096431_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91786044071e-05_H-6af407d4ba,84449,80,84449,80,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction
P-150p924001842_VX-0p859014749555_LS-8p54585725094e-05_ST-302p841995718_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p6158763345e-06_H-9bd689b964,66450,212,66450,212,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction → Screenshot Bug
P-151p505871803_VX-0p995509859725_LS-6p72580848008e-05_ST-301p996554082_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p84587928074e-06_H-73846c96ef,23719,88,23719,88,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-151p630328889_VX-0p596649793105_LS-5p54888002616e-05_ST-323p086654154_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p0798550665e-05_H-bf889bf790,35047,58,35047,58,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-153p721476211_VX-0p579411174254_LS-7p49286492013e-05_ST-383p484527945_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32590191107e-06_H-8daf8adcd4,46270,94,46270,94,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-155p56408626_VX-0p882684317254_LS-6p13538276829e-05_ST-315p150952839_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p46528414374e-06_H-cda596b3bb,27953,92,27953,92,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-158p404299584_VX-0p530960738208_LS-8p44011119013e-05_ST-377p174397227_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p08564467365e-06_H-fa25be35ef,47493,93,47493,93,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-158p77294915_VX-0p755822601012_LS-5p98686493415e-05_ST-315p3922311_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p38260961839e-06_H-0d7d85a8f4,31948,89,31948,89,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-159p365045029_VX-0p465685970522_LS-5p71815338387e-05_ST-335p270795676_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03591710045e-05_H-312d3c9a86,44458,75,44458,75,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-160p556282667_VX-0p957190479289_LS-5p53708249108e-05_ST-363p791890923_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03987524677e-06_H-0590129dfb,23005,81,23005,81,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-161p701140241_VX-0p559592851831_LS-7p43216837725e-05_ST-378p872335114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p15136442488e-05_H-bf889bf790,41809,65,41809,65,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-163p117472792_VX-0p458171151631_LS-7p76324682791e-05_ST-309p146066051_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p05290797682e-05_H-45d75eceb5,53304,90,53304,90,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-163p341658752_VX-0p941874162971_LS-5p45765866009e-05_ST-310p281913475_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p12183133657e-06_H-b40dbd8ddd,23661,83,23661,83,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-166p164223082_VX-0p514604075971_LS-6p70362084208e-05_ST-302p957496397_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p25202137351e-05_H-bf889bf790,39951,56,39951,56,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-166p614725594_VX-0p931765035172_LS-5p67575778907e-05_ST-364p064697506_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17740033261e-06_H-0744488b5e,23633,82,23633,82,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-167p36850481_VX-0p484912828283_LS-7p82623244153e-05_ST-326p173250025_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p94842850435e-06_H-31e40e99ef,50363,92,50363,92,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-167p779770961_VX-0p390580196452_LS-6p45833025222e-05_ST-394p852870083_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23511653864e-05_H-73ae961aa0,60495,87,60495,87,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-171p239447318_VX-0p969583751496_LS-7p40725617215e-05_ST-384p912438459_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p97545528746e-06_H-7931c20f4a,23532,83,23532,83,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,87522,77,87522,77,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-171p875575389_VX-0p916897438596_LS-6p66389080354e-05_ST-338p337187717_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2613524697e-06_H-30d8d23b36,26909,90,26909,90,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-173p720948038_VX-0p230617607979_LS-6p23730108092e-05_ST-383p499521736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09182665855e-05_H-eb41f0639c,89809,78,89809,78,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-174p128102602_VX-0p994422815088_LS-7p40414236536e-05_ST-367p557277174_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p85117651146e-06_H-6705b84f8a,23478,85,23478,85,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-176p31832051_VX-0p578189015568_LS-5p80825678862e-05_ST-392p957182722_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p34350095405e-06_H-568de84222,38557,84,38557,84,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-176p64993117_VX-0p775213670345_LS-6p57722012124e-05_ST-360p022077993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p222956054e-06_H-5731c00627,27721,81,27721,81,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-177p868754925_VX-0p784825891065_LS-5p3694165939e-05_ST-378p775948175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p14673987943e-06_H-fa25be35ef,29412,86,29412,86,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction → Screenshot Bug
P-179p651163568_VX-0p66389382017_LS-6p65035978508e-05_ST-326p14019277_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p26640383816e-06_H-f77f7c89dc,34375,86,34375,86,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction
P-181p197687991_VX-0p643443519749_LS-5p49477846524e-05_ST-320p630170488_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p49734895908e-06_H-6014a1f9c3,33818,80,33818,80,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-181p214517461_VX-0p293157847988_LS-6p39704529171e-05_ST-391p855294349_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64557102466e-05_H-e6df4d4a2d,71548,79,71548,79,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-182p701235644_VX-0p787372384637_LS-5p07019733104e-05_ST-389p154544132_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1268602978e-06_H-d9be003c20,27967,82,27967,82,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-183p86712976_VX-0p92773562332_LS-4p77447546287e-05_ST-393p876492884_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19988721113e-06_H-95ed9fb76f,22306,78,22306,78,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-184p554601264_VX-0p855768445974_LS-6p11854963854e-05_ST-316p977306706_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63717980689e-06_H-0011cc30ec,30385,97,30385,97,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-186p021611878_VX-0p483877556354_LS-6p53069178085e-05_ST-388p836932905_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96971349398e-06_H-b40dbd8ddd,49373,90,49373,90,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-186p850960621_VX-0p845582390035_LS-8p39602076571e-05_ST-354p289806443_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p70508641129e-06_H-f404b6f8f4,29495,92,29495,92,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-188p702615393_VX-0p897654681927_LS-7p37418626284e-05_ST-361p378936642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p37413851912e-06_H-cedd8dc36d,24531,81,24531,81,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction → Screenshot Bug
P-190p553348142_VX-0p571798591092_LS-6p21059581714e-05_ST-350p091118048_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p43674797065e-06_H-30d8d23b36,37595,80,37595,80,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-193p028200221_VX-0p93446669696_LS-8p62901752671e-05_ST-365p941151844_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p16243181133e-06_H-4852b0403a,24700,85,24700,85,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-193p440626378_VX-0p303697281962_LS-7p07136561297e-05_ST-354p067159473_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58846354233e-05_H-5731c00627,76936,88,76936,88,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-193p81397439_VX-0p717380412454_LS-5p49903358659e-05_ST-340p433066031_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p72463384735e-06_H-ff88caf608,31069,83,31069,83,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-194p036512211_VX-0p298398024189_LS-7p09068727373e-05_ST-343p727832606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61667310503e-05_H-7931c20f4a,73852,83,73852,83,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
