benchmark,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30,acquisition_selected_position,acquisition_selected_p_plus,acquisition_selected_uncertainty_score,acquisition_selected_entropy,acquisition_binary_entropy_margin_note,acquisition_gate_fraction,acquisition_min_shortlist_size,acquisition_shortlist_size,acquisition_beta,acquisition_selected_shortlist_position,acquisition_selected_normalized_uncertainty,acquisition_selected_raw_diversity,acquisition_selected_normalized_diversity,acquisition_selected_score,acquisition_repulsion_bandwidth,acquisition_selected_raw_distance_to_labelled,acquisition_selected_repulsion
branin,random,0,22,27,28,1089,118.76419287696478,False,False,False,1071,0.8036885862127292,0.3926228275745416,0.4952462415399629,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,23,28,29,1004,6.638436818724241,False,True,True,987,0.33580531729631957,0.6716106345926391,0.6382138848231307,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,24,29,30,1200,8.347622242872312,False,True,True,1180,0.2856121330407291,0.5712242660814582,0.5981759614692492,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,25,30,31,1397,6.038028113372121,False,True,True,1370,0.31466277125099396,0.6293255425019879,0.6227807550968808,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,26,31,32,1399,1.979343264338901,True,True,True,1371,0.3836632115241798,0.7673264230483596,0.6658290017484793,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,27,32,33,795,79.9767936777662,False,False,False,778,0.802090258769681,0.39581948246063803,0.497491020021711,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,28,33,34,694,47.27100020384135,False,False,False,680,0.7999506793437376,0.4000986413125247,0.5004707888846724,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,29,34,35,166,22.43973826663101,False,False,False,163,0.32461959932038553,0.6492391986407711,0.6303026684030355,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,30,35,36,1320,26.59814208014088,False,False,False,1290,0.46191332214658587,0.9238266442931717,0.6902431783334801,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,31,36,37,190,135.80169256679332,False,False,False,185,0.5511689898257544,0.8976620203484913,0.687901470593743,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,32,37,38,351,12.877435194525283,False,False,False,341,0.5165429442591787,0.9669141114816426,0.6925997426470372,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,33,38,39,1485,12.302352192450265,False,False,True,1448,0.3343763850166397,0.6687527700332794,0.6372347099990965,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,34,39,40,318,8.28155138545969,False,True,True,308,0.5144572611826312,0.9710854776347375,0.6927290974904066,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,35,40,41,668,13.899945308711958,False,False,False,650,0.5413476671186004,0.9173046657627992,0.6897240135971874,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,36,41,42,301,59.30386453127717,False,False,False,291,0.8103314883840085,0.37933702323198304,0.48574194597301956,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,37,42,43,1370,22.341557750900343,False,False,False,1334,0.6099119612178185,0.7801760775643629,0.6687874513850879,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,38,43,44,1080,10.914242711829974,False,False,True,1053,0.32343931115946134,0.6468786223189227,0.6294347842177462,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,39,44,45,936,11.483313862241232,False,False,True,911,0.5887664742492689,0.8224670515014623,0.6773043632867477,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,40,45,46,389,77.505306012958,False,False,False,376,0.5555974617817867,0.8888050764364266,0.6869522219369908,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,41,46,47,575,1.4999240127947004,True,True,True,558,0.3033423298255684,0.6066846596511368,0.6136697089751959,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,42,47,48,1412,17.83342069748136,False,False,False,1369,0.73330781671865,0.5333843665627,0.579940982384073,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,43,48,49,436,47.3094063373465,False,False,False,420,0.4439627252887135,0.887925450577427,0.686853614132122,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,0,44,49,50,1376,66.86486328386464,False,False,False,1334,0.8249679191116002,0.35006416177679966,0.463776180797851,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,1,6,7,1034,11.61747663492202,False,False,True,1031,0.5025911592433383,0.9948176815133234,0.6931337522873904,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,2,7,8,644,87.37495979231744,False,False,False,642,0.6027291909194901,0.7945416181610199,0.6718895457870008,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,3,8,9,708,3.992740363237772,True,True,True,704,0.40656968684695016,0.8131393736939003,0.6755856884619371,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,4,9,10,589,23.254568101252676,False,False,False,587,0.46579159092167544,0.9315831818433509,0.6908049207577001,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,5,10,11,328,1.4077370089356513,True,True,True,327,0.4694909383524717,0.9389818767049434,0.6912844179589619,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,6,11,12,347,26.093890366553218,False,False,False,345,0.40124105220226625,0.8024821044045325,0.67351166270478,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,7,12,13,515,23.45036925104718,False,False,False,511,0.38673030178404133,0.7734606035680827,0.6672630186701829,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,8,13,14,1269,19.054685099940563,False,False,False,1259,0.5017683787533329,0.9964632424933342,0.6931409262200758,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,9,14,15,506,11.528689425377696,False,False,True,502,0.5039354689823456,0.9921290620353087,0.6931162044078814,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,10,15,16,164,147.74417008023343,False,False,False,163,0.46448276119630805,0.9289655223926161,0.6906221060050046,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,11,16,17,1040,22.413083737061186,False,False,False,1028,0.502396434419718,0.9952071311605639,0.6931356947201144,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,12,17,18,741,7.455400820340515,False,True,True,730,0.4919513126042432,0.9839026252084864,0.693017612226275,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,13,18,19,702,17.608387493505255,False,False,False,692,0.4865317449020594,0.9730634898041188,0.6927843488847807,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,14,19,20,490,56.35849763103538,False,False,False,485,0.45659629010053493,0.9131925802010699,0.6893746701573743,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,15,20,21,1448,49.817086731848136,False,False,False,1428,0.5230888582327182,0.9538222835345636,0.6920806105664885,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,16,21,22,1304,14.923821087778183,False,False,False,1286,0.4529200499375605,0.905840099875121,0.6887075631972822,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,17,22,23,119,24.698267235835253,False,False,False,118,0.3537547387123823,0.7075094774247646,0.6497400354554641,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,18,23,24,1486,9.126346474153742,False,False,True,1463,0.3582969338085604,0.7165938676171208,0.6524320128649457,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,19,24,25,437,144.21735706768857,False,False,False,432,0.5902298055339941,0.8195403889320119,0.6767747963129788,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,20,25,26,1308,14.812329407662252,False,False,False,1287,0.43690384341512356,0.8738076868302471,0.6851636623641222,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,21,26,27,1301,40.18459189343443,False,False,False,1281,0.6177555899456308,0.7644888201087383,0.6651521910958025,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,22,27,28,792,65.55429819496729,False,False,False,776,0.7035211298767194,0.5929577402465611,0.6078512698390551,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,23,28,29,63,66.41106346111046,False,False,False,62,0.5177299450681048,0.9645401098637905,0.6925183468340352,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,24,29,30,376,7.593036197158295,False,True,True,370,0.43581715318075,0.8716343063615,0.6848855280882697,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,25,30,31,1369,13.502200969938109,False,False,False,1342,0.46123613964461185,0.9224722792892237,0.6901388890024607,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,26,31,32,854,67.35902332320802,False,False,False,835,0.7530516942794634,0.4938966114410732,0.5589576136987006,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,27,32,33,387,123.0186349621977,False,False,False,380,0.6220195000444164,0.7559609999111672,0.6630668226283956,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,28,33,34,1259,26.276964233229574,False,False,False,1236,0.28427224369585247,0.5685444873917049,0.5969431589508317,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,29,34,35,799,24.144788966553698,False,False,False,779,0.32717471271450904,0.6543494254290181,0.6321597319470019,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,30,35,36,1239,8.385345126542283,False,True,True,1215,0.49028900403466835,0.9805780080693367,0.6929585618153593,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,31,36,37,264,20.70641525299439,False,False,False,260,0.5578482576048316,0.8843034847903368,0.6864393268421397,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,32,37,38,1208,18.268295931270867,False,False,False,1183,0.30775998418693007,0.6155199683738601,0.6172966398946652,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,33,38,39,267,54.508405350123894,False,False,False,262,0.49514905238040363,0.9902981047608073,0.6931001164359807,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,34,39,40,697,11.581677099748845,False,False,True,679,0.6477532204517047,0.7044935590965906,0.6488264000217084,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,35,40,41,145,83.74573093302479,False,False,False,142,0.5866926207554286,0.8266147584891428,0.6780397265431635,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,36,41,42,1109,44.370252775519276,False,False,False,1081,0.5955518070641119,0.8088963858717761,0.6747740826055468,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,37,42,43,375,131.60922055201135,False,False,False,366,0.7689814500040484,0.46203709999190323,0.540504140917322,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,38,43,44,752,10.94564287116657,False,False,True,728,0.23245380738882204,0.4649076147776441,0.5422243472523377,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,39,44,45,939,12.86646120768097,False,False,False,911,0.22006853778816549,0.44013707557633097,0.5269946937190384,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,40,45,46,1130,103.79347411662144,False,False,False,1098,0.8183285980359187,0.36334280392816254,0.47391847236894824,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,41,46,47,1187,2.1819900331288515,True,True,True,1154,0.6143157307341767,0.7713685385316467,0.6667784093540311,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,42,47,48,1481,16.06311912894992,False,False,False,1435,0.6081709897380847,0.7836580205238306,0.6695591985828464,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,43,48,49,1330,27.764100899329847,False,False,False,1287,0.2449589376957988,0.4899178753915976,0.5567288981958713,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,1,44,49,50,714,83.35061087154841,False,False,False,691,0.7784527739851228,0.4430944520297544,0.5288592698071555,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,1,6,7,1080,29.7698693975003,False,False,False,1076,0.4087858693681028,0.8175717387362056,0.6764135973529628,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,2,7,8,1295,6.048929054110722,False,True,True,1290,0.456551514946824,0.913103029893648,0.6893668728712503,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,3,8,9,1131,7.075453139899967,False,True,True,1126,0.3711896610036547,0.7423793220073094,0.6595858038035252,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,4,9,10,1307,11.048511913928493,False,False,True,1300,0.3861964303276295,0.772392860655259,0.6670162617115022,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,5,10,11,774,25.77726643889755,False,False,False,771,0.32484010231513594,0.6496802046302719,0.6304641028875664,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,6,11,12,677,21.81816857278692,False,False,False,674,0.3281610724820325,0.656322144964065,0.6328686801416084,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,7,12,13,1147,3.649746837100473,True,True,True,1139,0.4862538779491459,0.9725077558982917,0.6927692211969112,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,8,13,14,1335,6.062924146933746,False,True,True,1324,0.40052630538428957,0.8010526107685791,0.6732244884852041,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,9,14,15,314,18.221677886185923,False,False,False,314,0.3365223877315202,0.6730447754630404,0.6387018059331188,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,10,15,16,251,17.705668892105457,False,False,False,251,0.43191781158401454,0.8638356231680291,0.6838479506356308,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,11,16,17,1066,9.428196728082526,False,False,True,1058,0.31187417307279475,0.6237483461455895,0.6205920248777179,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,12,17,18,842,10.814445475944154,False,False,True,835,0.3332462637830531,0.6664925275661062,0.6364537992232908,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,13,18,19,760,21.620881909770922,False,False,False,754,0.4343456592571613,0.8686913185143226,0.684501249394622,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,14,19,20,992,10.587733168416435,False,False,True,983,0.40319909163170564,0.8063981832634113,0.6742874845906319,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,15,20,21,61,4.8494779624709174,True,True,True,61,0.31854323590403055,0.6370864718080611,0.6257665096535513,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,16,21,22,601,26.7034232244484,False,False,False,595,0.49789243035620157,0.9957848607124031,0.6931382968340316,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,17,22,23,346,11.21501195664446,False,False,True,343,0.41317465156220123,0.8263493031244025,0.677993194453641,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,18,23,24,336,28.632329976539015,False,False,False,333,0.31549497313670827,0.6309899462734165,0.6234269439856434,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,19,24,25,952,10.921620462819448,False,False,True,939,0.2824078108902768,0.5648156217805536,0.5952130485954815,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,20,25,26,984,97.74363563089162,False,False,False,970,0.5354438784909803,0.9291122430180394,0.6906325349930891,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,21,26,27,465,6.467726612786734,False,True,True,458,0.39682791724584376,0.7936558344916875,0.6717045167629603,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,22,27,28,153,21.169051518552365,False,False,False,152,0.4574419630777413,0.9148839261554826,0.689520420960086,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,23,28,29,327,19.502435716823044,False,False,False,323,0.4861394509608097,0.9722789019216194,0.6927629016946717,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,24,29,30,629,9.90304878469685,False,False,True,617,0.3172435228688073,0.6344870457376146,0.6247742171129104,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,25,30,31,873,46.147788176041146,False,False,False,856,0.46569426077333276,0.9313885215466655,0.6907915628454733,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,26,31,32,958,7.269417057521345,False,True,True,939,0.410014787157138,0.820029574314276,0.6768639282962141,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,27,32,33,1497,14.78661686932195,False,False,False,1465,0.3189408528297122,0.6378817056594244,0.6260685231430494,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,28,33,34,353,3.7877151335867865,True,True,True,346,0.30064388444600354,0.6012877688920071,0.6114088772589712,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,29,34,35,476,23.52860704956794,False,False,False,465,0.532165762346537,0.935668475306926,0.6910764783609793,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,30,35,36,308,152.50158310807117,False,False,False,305,0.6239140670678012,0.7521718658643977,0.6621154457600762,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,31,36,37,1173,38.14286640115088,False,False,False,1143,0.5809914582364399,0.8380170835271201,0.6799699657842246,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,32,37,38,767,9.211184696509015,False,False,True,749,0.24661540166886198,0.49323080333772396,0.5585861426482268,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,33,38,39,1125,111.00615961311524,False,False,False,1096,0.6214984206045813,0.7570031587908375,0.6633258099903193,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,34,39,40,182,59.0716726093782,False,False,False,180,0.7238932035468792,0.5522135929062415,0.5892386369080734,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,35,40,41,738,3.232091478986103,True,True,True,720,0.4830594597585538,0.9661189195171076,0.6925731068906638,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,36,41,42,9,9.357906858834045,False,False,True,9,0.36032186301457614,0.7206437260291523,0.6536031584438748,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,37,42,43,1238,25.85864822167121,False,False,False,1202,0.2323768764136389,0.4647537528272778,0.5421324360666167,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,38,43,44,236,112.90418687095817,False,False,False,232,0.7110712272906312,0.5778575454187376,0.6011897341167323,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,39,44,45,527,3.983960667993781,True,True,True,510,0.20419634337326897,0.40839268674653795,0.5061650470489527,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,40,45,46,1029,113.51404691373563,False,False,False,998,0.7933299570722738,0.41334008585545234,0.5095111754640205,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,41,46,47,1336,15.519946446691105,False,False,False,1293,0.20571641172602995,0.4114328234520599,0.508225654686804,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,42,47,48,442,28.38425545104073,False,False,False,428,0.21213356025157282,0.42426712050314563,0.5167697933938808,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,43,48,49,351,212.69743132044763,False,False,False,340,0.6343025276006529,0.7313949447986943,0.6566260312211236,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,2,44,49,50,27,83.04577349596035,False,False,False,26,0.5873407050197272,0.8253185899605455,0.6778118302964448,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,1,6,7,229,10.364314534521064,False,False,True,228,0.5116702923829237,0.9766594152341526,0.6928747643735813,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,2,7,8,757,179.6335630772282,False,False,False,754,0.564355567874486,0.8712888642510279,0.6848408785117224,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,3,8,9,1123,62.18424642266247,False,False,False,1116,0.5715438369720971,0.8569123260558058,0.6828749177435391,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,4,9,10,552,9.453254564533125,False,False,True,549,0.6438666102142179,0.7122667795715643,0.6511609895814329,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,5,10,11,1095,11.931050624232213,False,False,True,1089,0.5524555362358115,0.8950889275283771,0.6876338743417646,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,6,11,12,955,13.639403679738457,False,False,False,949,0.49077918869303616,0.9815583773860723,0.6929771241976874,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,7,12,13,1261,84.09681970109037,False,False,False,1249,0.6280209126106229,0.7439581747787543,0.6600005889030421,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,8,13,14,466,24.062856683246885,False,False,False,464,0.4735298307809117,0.9470596615618234,0.6917451855236971,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,9,14,15,212,148.4922742613907,False,False,False,211,0.5811245136980574,0.8377509726038852,0.6799264409425946,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,10,15,16,243,10.86724480219165,False,False,True,240,0.5406324596682879,0.9187350806634242,0.6898415429807203,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,11,16,17,92,126.60560214841666,False,False,False,91,0.6293097008756376,0.7413805982487247,0.6593220476242934,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,12,17,18,1320,43.238481381969336,False,False,False,1303,0.4758977249924854,0.9517954499849708,0.6919848908632569,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,13,18,19,1461,7.443122336757497,False,True,True,1443,0.5255249858035427,0.9489500283929146,0.6918435641889842,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,14,19,20,1096,17.19143584900462,False,False,False,1084,0.5284544760793679,0.9430910478412642,0.6915269909480442,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,15,20,21,1218,52.87348100794101,False,False,False,1202,0.6849032211290478,0.6301935577419044,0.6231181541382134,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,16,21,22,1383,47.42366238304277,False,False,False,1363,0.5779513672369774,0.8440972655260452,0.6809446338560491,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,17,22,23,798,6.216904249456757,False,True,True,789,0.5536318209225897,0.8927363581548207,0.687383353689202,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,18,23,24,1067,114.92128495287812,False,False,False,1055,0.7491598806645925,0.501680238670815,0.563256229312751,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,19,24,25,276,58.511517646405025,False,False,False,271,0.7018510967041607,0.5962978065916786,0.6092877036763877,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,20,25,26,351,14.871724725430937,False,False,False,345,0.6505909959099654,0.6988180081800692,0.6470800215547412,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,21,26,27,413,14.810697695089424,False,False,False,406,0.6921853759557735,0.6156292480884531,0.6173409246411623,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,22,27,28,1254,20.553770882496714,False,False,False,1231,0.5247134445280679,0.9505731109438642,0.6919251740312472,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,23,28,29,691,10.591531362749496,False,False,True,680,0.5240978434354702,0.9518043131290597,0.6919853183991482,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,24,29,30,662,104.93200187804658,False,False,False,651,0.7245702650538419,0.5508594698923162,0.5885848996724465,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,random,3,25,30,31,1004,113.93647409561856,False,False,False,987,0.693266282358195,0.61346743528361,0.616462261995949,null,null,null,null,null,null,null,null,null,null,null,null,null
