idx,n,err,pmean,q20frac,y,D,logh,B1,kh_frames,partition,cfg,TE
22,20,0.0,3.7491457192118107e-07,0.0,0,43.398149999999994,19.364453647708604,2.18122333756249,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
23,20,0.0,0.002667749669620889,0.0,0,51.09016,20.030197610973932,1.3821481977526142,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
24,20,0.0,1.2707732520311765e-05,0.0,0,51.23838,19.49566377060797,1.5831222227177468,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
25,20,0.0,0.06182398340177997,1.0,0,87.34396000000001,20.234807725350827,0.6241600664435467,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
26,20,0.0,8.629523733816313e-06,0.0,0,47.2123,19.589869728553882,2.000160669409275,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
27,20,0.0,0.0060466097551170606,0.3,0,58.92024,20.07977568889144,0.9154095872633387,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
28,20,0.0,0.002066490800569909,0.0,0,66.76807,19.807256977046084,1.4291416987922234,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
29,20,0.0,0.0010830673679947723,0.0,0,51.07507,19.934833853824976,1.2650266506359462,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
30,20,0.0,0.0018310723459535438,0.0,0,66.837,19.82926302640283,1.4297287264457967,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
31,20,0.0,0.00040952805406391235,0.0,0,62.98711000000001,19.647022062424472,1.679793007867983,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
32,20,0.0,3.621290210276129e-06,0.0,0,54.55363,19.388440150090464,2.1174664711062294,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
33,20,0.0,0.12739114004027668,1.0,0,71.23713000000001,20.47734590867905,0.7658984888470086,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
34,20,0.0,1.6958949720446982e-05,0.0,0,51.38208,19.58329430426774,1.826785880156237,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
35,20,0.0,5.194277196096664e-06,0.0,0,54.75972,19.391390898233666,2.0361843721300272,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
