arm,subset,budget,metric,mean,ci_lower,ci_upper,is_reported_checkpoint
A0_m3_margin,B1_q20,19,accuracy,0.8105882352941178,0.7994117647058825,0.8211764705882354,False
A0_m3_margin,B1_q20,19,balanced_accuracy,0.7948740564990565,0.7812907592407593,0.8078163863913864,False
A0_m3_margin,B1_q20,19,keyhole_recall,0.7173650793650793,0.6854230158730159,0.74729375,False
A0_m3_margin,B1_q20,19,roc_auc,0.877709595959596,0.8648296297452548,0.8899700733294482,False
A0_m3_margin,B1_q20,19,pr_auc,0.8039718251111634,0.780361908077204,0.8254880838392888,False
A0_m3_margin,B1_q20,19,brier_score,0.16503528008821278,0.1547081701902579,0.176175164670537,False
A0_m3_margin,B1_q20,19,conduction_recall,0.8723830336330336,0.8526690039127539,0.8910810134310132,False
A0_m3_margin,B1_q20,20,accuracy,0.8129411764705884,0.803529411764706,0.8217647058823531,False
A0_m3_margin,B1_q20,20,balanced_accuracy,0.7970638666888668,0.7842798326673327,0.8083390394327895,False
A0_m3_margin,B1_q20,20,keyhole_recall,0.7265436507936507,0.6985592261904761,0.7542623015873016,False
A0_m3_margin,B1_q20,20,roc_auc,0.8781081973581975,0.8672487019924519,0.8886772286741037,False
A0_m3_margin,B1_q20,20,pr_auc,0.8010833042184757,0.778876807932348,0.8223875046793517,False
A0_m3_margin,B1_q20,20,brier_score,0.16562174585789532,0.15529769313192598,0.1763275049503828,False
A0_m3_margin,B1_q20,20,conduction_recall,0.8675840825840826,0.8502373966311467,0.88409109987235,False
A0_m3_margin,B1_q20,21,accuracy,0.8129411764705884,0.8047058823529414,0.8205882352941177,False
A0_m3_margin,B1_q20,21,balanced_accuracy,0.7985142635142637,0.7895537056693305,0.8072728132978133,False
A0_m3_margin,B1_q20,21,keyhole_recall,0.7322222222222222,0.7058927579365079,0.7584500992063492,False
A0_m3_margin,B1_q20,21,roc_auc,0.8822048784548784,0.8726886537074038,0.8919182976745477,False
A0_m3_margin,B1_q20,21,pr_auc,0.8085382704098215,0.7920872787904174,0.8255212637958412,False
A0_m3_margin,B1_q20,21,brier_score,0.1621964790509493,0.15350136638341183,0.1710160578522038,False
A0_m3_margin,B1_q20,21,conduction_recall,0.8648063048063047,0.847767587967588,0.882395915889666,False
A0_m3_margin,B1_q20,22,accuracy,0.8123529411764707,0.8041176470588237,0.8205882352941177,False
A0_m3_margin,B1_q20,22,balanced_accuracy,0.7983080946830946,0.7864224750943501,0.8094843260905762,False
A0_m3_margin,B1_q20,22,keyhole_recall,0.736345238095238,0.7064482142857144,0.7665878968253969,False
A0_m3_margin,B1_q20,22,roc_auc,0.8867989094239095,0.8769304358835609,0.8958361239454989,False
A0_m3_margin,B1_q20,22,pr_auc,0.8157661469729046,0.7957841098567439,0.8337815745580478,False
A0_m3_margin,B1_q20,22,brier_score,0.15959469912432805,0.15120820686772946,0.16827537093759037,False
A0_m3_margin,B1_q20,22,conduction_recall,0.8602709512709513,0.845236485042735,0.8749222041847042,False
A0_m3_margin,B1_q20,23,accuracy,0.8135294117647061,0.8029411764705884,0.8241176470588236,False
A0_m3_margin,B1_q20,23,balanced_accuracy,0.7986371545121546,0.7893924232017981,0.8077931037712286,False
A0_m3_margin,B1_q20,23,keyhole_recall,0.7309563492063493,0.7119364087301586,0.7493621031746032,False
A0_m3_margin,B1_q20,23,roc_auc,0.8958533827283827,0.8882792169635919,0.9037126325063825,False
A0_m3_margin,B1_q20,23,pr_auc,0.8345928854292298,0.8199256850499038,0.8498421981481176,False
A0_m3_margin,B1_q20,23,brier_score,0.15528182666006435,0.14716628876057014,0.1630764463680857,False
A0_m3_margin,B1_q20,23,conduction_recall,0.8663179598179598,0.847415870934621,0.8848176802364303,False
A0_m3_margin,B1_q20,24,accuracy,0.8170588235294118,0.8094117647058825,0.824720588235294,True
A0_m3_margin,B1_q20,24,balanced_accuracy,0.7988360528360529,0.7888711281773781,0.8081978511072261,True
A0_m3_margin,B1_q20,24,keyhole_recall,0.7287698412698413,0.7100904761904762,0.747921626984127,True
A0_m3_margin,B1_q20,24,roc_auc,0.8998342629592629,0.8923563301282051,0.9073491116522366,True
A0_m3_margin,B1_q20,24,pr_auc,0.8401588667459992,0.8248146836667196,0.855400059013812,True
A0_m3_margin,B1_q20,24,brier_score,0.14996412901009504,0.14174791743125156,0.15837847993593615,True
A0_m3_margin,B1_q20,24,conduction_recall,0.8689022644022643,0.8568615065490065,0.8803906635031636,True
A0_m3_margin,B1_q20,25,accuracy,0.8276470588235295,0.8182352941176472,0.8376470588235294,False
A0_m3_margin,B1_q20,25,balanced_accuracy,0.8112233183483182,0.7999970963064713,0.8221829972111222,False
A0_m3_margin,B1_q20,25,keyhole_recall,0.7415595238095238,0.7199593253968254,0.7622068452380952,False
A0_m3_margin,B1_q20,25,roc_auc,0.9033952852702853,0.8964252684815186,0.910122145909646,False
A0_m3_margin,B1_q20,25,pr_auc,0.849541654419473,0.8359470587045198,0.8623522782911079,False
A0_m3_margin,B1_q20,25,brier_score,0.14510247506736956,0.13780893335038263,0.15302037733979673,False
A0_m3_margin,B1_q20,25,conduction_recall,0.8808871128871129,0.8698299790487289,0.8920025287212784,False
A0_m3_margin,B1_q20,26,accuracy,0.8300000000000001,0.8211764705882354,0.8394117647058824,False
A0_m3_margin,B1_q20,26,balanced_accuracy,0.8125178155178154,0.8010034115190364,0.8238540032883782,False
A0_m3_margin,B1_q20,26,keyhole_recall,0.7424801587301586,0.7210314484126984,0.7624015873015874,False
A0_m3_margin,B1_q20,26,roc_auc,0.906615467865468,0.9000000142218894,0.9131742233460981,False
A0_m3_margin,B1_q20,26,pr_auc,0.8530438366598906,0.8407425835392919,0.8642452645521754,False
A0_m3_margin,B1_q20,26,brier_score,0.14014985073048997,0.13268931431259934,0.14791159983874397,False
A0_m3_margin,B1_q20,26,conduction_recall,0.8825554723054724,0.8711061993561994,0.89495178987679,False
A0_m3_margin,B1_q20,27,accuracy,0.8294117647058824,0.8217647058823531,0.8382352941176471,False
A0_m3_margin,B1_q20,27,balanced_accuracy,0.8119383255633256,0.8018420440670441,0.8229531867438117,False
A0_m3_margin,B1_q20,27,keyhole_recall,0.7406587301587302,0.7170553571428572,0.76448125,False
A0_m3_margin,B1_q20,27,roc_auc,0.9072597402597401,0.899662929084804,0.9150410315379064,False
A0_m3_margin,B1_q20,27,pr_auc,0.8536223869520612,0.8403098713144121,0.8670775292594212,False
A0_m3_margin,B1_q20,27,brier_score,0.13894182918956857,0.13170947923959042,0.14669810148445947,False
A0_m3_margin,B1_q20,27,conduction_recall,0.883217920967921,0.8672765817515817,0.8985087488899989,False
A0_m3_margin,B1_q20,28,accuracy,0.8341176470588236,0.8288235294117647,0.8394117647058824,False
A0_m3_margin,B1_q20,28,balanced_accuracy,0.8169698912198913,0.8098822125790877,0.8241998303779555,False
A0_m3_margin,B1_q20,28,keyhole_recall,0.7479920634920636,0.7314520833333333,0.7645519841269841,False
A0_m3_margin,B1_q20,28,roc_auc,0.9057653873903874,0.8998589570152069,0.9114821126789877,False
A0_m3_margin,B1_q20,28,pr_auc,0.8519597486229664,0.8417160316276537,0.8618147237179481,False
A0_m3_margin,B1_q20,28,brier_score,0.13653723112216226,0.13010788757863576,0.14395384945188522,False
A0_m3_margin,B1_q20,28,conduction_recall,0.885947718947719,0.8743062479187479,0.897631727994228,False
A0_m3_margin,B1_q20,29,accuracy,0.8305882352941177,0.8211764705882354,0.8400000000000001,False
A0_m3_margin,B1_q20,29,balanced_accuracy,0.8104482461982461,0.7979748033216784,0.8226056447025197,False
A0_m3_margin,B1_q20,29,keyhole_recall,0.733186507936508,0.7123955357142857,0.7543655753968254,False
A0_m3_margin,B1_q20,29,roc_auc,0.9090125013875016,0.9034677235958487,0.9145439577783328,False
A0_m3_margin,B1_q20,29,pr_auc,0.8598693018634543,0.8501558594858558,0.8686344361619616,False
A0_m3_margin,B1_q20,29,brier_score,0.13119402310531642,0.12544533860857954,0.1371097366094527,False
A0_m3_margin,B1_q20,29,conduction_recall,0.8877099844599844,0.8753950757575757,0.8999883935508934,False
A0_m3_margin,B1_q20,30,accuracy,0.8305882352941177,0.8205882352941177,0.8400000000000001,False
A0_m3_margin,B1_q20,30,balanced_accuracy,0.8090102952602951,0.7956407831751581,0.8219766344766346,False
A0_m3_margin,B1_q20,30,keyhole_recall,0.7256587301587302,0.6993953373015873,0.7503657738095239,False
A0_m3_margin,B1_q20,30,roc_auc,0.9104205794205795,0.9037467553280053,0.9170663576007326,False
A0_m3_margin,B1_q20,30,pr_auc,0.8605980447410768,0.8490848088601374,0.8704365571631073,False
A0_m3_margin,B1_q20,30,brier_score,0.12955479210378343,0.12439639539925296,0.1349057092814801,False
A0_m3_margin,B1_q20,30,conduction_recall,0.8923618603618604,0.8831172514985014,0.9015046217671218,False
A0_m3_margin,B1_q20,31,accuracy,0.8311764705882354,0.8229411764705883,0.8388235294117647,False
A0_m3_margin,B1_q20,31,balanced_accuracy,0.8097426184926185,0.7982050945582196,0.8209641386391385,False
A0_m3_margin,B1_q20,31,keyhole_recall,0.7229920634920635,0.6983173611111111,0.747480257936508,False
A0_m3_margin,B1_q20,31,roc_auc,0.9094327478077477,0.9034005380036627,0.9155479104229103,False
A0_m3_margin,B1_q20,31,pr_auc,0.8608591929293086,0.8504625016234965,0.8702394678770237,False
A0_m3_margin,B1_q20,31,brier_score,0.1273890323573258,0.12230119628713762,0.13284719830792036,False
A0_m3_margin,B1_q20,31,conduction_recall,0.8964931734931735,0.8860599005161505,0.9067195922133424,False
A0_m3_margin,B1_q20,32,accuracy,0.8341176470588236,0.8258823529411765,0.841764705882353,True
A0_m3_margin,B1_q20,32,balanced_accuracy,0.8132126762126763,0.8022546883671884,0.8242488938145189,True
A0_m3_margin,B1_q20,32,keyhole_recall,0.729452380952381,0.708083134920635,0.7503140873015874,True
A0_m3_margin,B1_q20,32,roc_auc,0.9108190836940837,0.905471006077256,0.9158953865578864,True
A0_m3_margin,B1_q20,32,pr_auc,0.8617024452127394,0.8520274985002256,0.8705271348684513,True
A0_m3_margin,B1_q20,32,brier_score,0.12651213653911936,0.12140813657153243,0.13222082802620938,True
A0_m3_margin,B1_q20,32,conduction_recall,0.8969729714729715,0.8880095154845155,0.9058416520979021,True
A0_m3_margin,B1_q20,33,accuracy,0.8329411764705883,0.825294117647059,0.8400000000000001,False
A0_m3_margin,B1_q20,33,balanced_accuracy,0.8083496364746365,0.7970002962315462,0.8186017676767676,False
A0_m3_margin,B1_q20,33,keyhole_recall,0.7104722222222221,0.689498611111111,0.730544742063492,False
A0_m3_margin,B1_q20,33,roc_auc,0.909049630924631,0.9044930534743038,0.9131489624958374,False
A0_m3_margin,B1_q20,33,pr_auc,0.8594385560926003,0.8515917800866786,0.8668924605087924,False
A0_m3_margin,B1_q20,33,brier_score,0.1273183576501691,0.12199052859676661,0.13307033403623772,False
A0_m3_margin,B1_q20,33,conduction_recall,0.9062270507270508,0.8965829344266845,0.915848747086247,False
A0_m3_margin,B1_q20,34,accuracy,0.8364705882352942,0.8294117647058824,0.8441176470588235,False
A0_m3_margin,B1_q20,34,balanced_accuracy,0.8135442612942614,0.8028543668137419,0.8232755040098789,False
A0_m3_margin,B1_q20,34,keyhole_recall,0.7238690476190477,0.702785515873016,0.744015873015873,False
A0_m3_margin,B1_q20,34,roc_auc,0.9110981795981796,0.9061553654678656,0.9158843378843378,False
A0_m3_margin,B1_q20,34,pr_auc,0.8609927759118412,0.8497489673435905,0.8708079695596999,False
A0_m3_margin,B1_q20,34,brier_score,0.12569073754886592,0.1200835428499477,0.13162319765949648,False
A0_m3_margin,B1_q20,34,conduction_recall,0.903219474969475,0.8921002324064823,0.912564364108114,False
A0_m3_margin,B1_q20,35,accuracy,0.8394117647058824,0.8300000000000001,0.8494117647058823,False
A0_m3_margin,B1_q20,35,balanced_accuracy,0.819145757020757,0.8073451891858142,0.8311149877899877,False
A0_m3_margin,B1_q20,35,keyhole_recall,0.7379523809523809,0.7156824404761906,0.761400892857143,False
A0_m3_margin,B1_q20,35,roc_auc,0.9134227994227994,0.9070621545121543,0.9200153957153957,False
A0_m3_margin,B1_q20,35,pr_auc,0.8636657336089059,0.8523600123776526,0.8742405997722517,False
A0_m3_margin,B1_q20,35,brier_score,0.12462171517038408,0.11859636017034801,0.13114482417108,False
A0_m3_margin,B1_q20,35,conduction_recall,0.9003391330891329,0.8870985250860252,0.911893500943501,False
A0_m3_margin,B1_q20,36,accuracy,0.8382352941176471,0.8270588235294118,0.8494117647058825,False
A0_m3_margin,B1_q20,36,balanced_accuracy,0.8148782606282607,0.8014983228576978,0.8287149291680541,False
A0_m3_margin,B1_q20,36,keyhole_recall,0.7304682539682539,0.7064441468253968,0.7549011904761906,False
A0_m3_margin,B1_q20,36,roc_auc,0.9129716117216116,0.9070767704517704,0.9197696879509378,False
A0_m3_margin,B1_q20,36,pr_auc,0.8634154144835866,0.8517935116344841,0.8745610774625506,False
A0_m3_margin,B1_q20,36,brier_score,0.12428383357533579,0.11840871299789216,0.13056855612070875,False
A0_m3_margin,B1_q20,36,conduction_recall,0.8992882672882672,0.8848623785936284,0.912094531857032,False
A0_m3_margin,B1_q20,37,accuracy,0.8388235294117647,0.8294117647058824,0.8488235294117648,False
A0_m3_margin,B1_q20,37,balanced_accuracy,0.8179510073260072,0.8060929462898213,0.8299767888361639,False
A0_m3_margin,B1_q20,37,keyhole_recall,0.7376349206349206,0.7156782738095238,0.7585563492063493,False
A0_m3_margin,B1_q20,37,roc_auc,0.9112670662670663,0.9059939615939615,0.9166163475413476,False
A0_m3_margin,B1_q20,37,pr_auc,0.8642406690130079,0.8551739128433683,0.8718676689628033,False
A0_m3_margin,B1_q20,37,brier_score,0.1245068500111122,0.11901859914711023,0.13048948857722006,False
A0_m3_margin,B1_q20,37,conduction_recall,0.898267094017094,0.8854018162393162,0.910407702020202,False
A0_m3_margin,B1_q20,38,accuracy,0.8423529411764706,0.8329411764705883,0.8511764705882353,False
A0_m3_margin,B1_q20,38,balanced_accuracy,0.821766969141969,0.8099091946248197,0.8323740266677765,False
A0_m3_margin,B1_q20,38,keyhole_recall,0.7402777777777778,0.7198530753968254,0.7586470238095239,False
A0_m3_margin,B1_q20,38,roc_auc,0.9133858780108779,0.9062862262737263,0.9209006771006771,False
A0_m3_margin,B1_q20,38,pr_auc,0.8648338782793614,0.852351599085066,0.8759483978418973,False
A0_m3_margin,B1_q20,38,brier_score,0.1238161175770923,0.11871892635950372,0.12943898291436035,False
A0_m3_margin,B1_q20,38,conduction_recall,0.9032561605061604,0.8901558656621155,0.9146287129537131,False
A0_m3_margin,B1_q20,39,accuracy,0.8423529411764706,0.8329411764705883,0.8517647058823531,False
A0_m3_margin,B1_q20,39,balanced_accuracy,0.8214192612942612,0.8103496062964813,0.8321566020784771,False
A0_m3_margin,B1_q20,39,keyhole_recall,0.7391269841269841,0.7137810515873018,0.7633139880952381,False
A0_m3_margin,B1_q20,39,roc_auc,0.9148565046065047,0.9091707126207126,0.9208329205516707,False
A0_m3_margin,B1_q20,39,pr_auc,0.8677511605496899,0.8572777226116747,0.8780913534123991,False
A0_m3_margin,B1_q20,39,brier_score,0.12435150567535813,0.11966576050894542,0.12958198139219299,False
A0_m3_margin,B1_q20,39,conduction_recall,0.9037115384615385,0.8899883692696193,0.9162208187645687,False
A0_m3_margin,B1_q20,40,accuracy,0.8464705882352941,0.8388235294117647,0.8541176470588235,True
A0_m3_margin,B1_q20,40,balanced_accuracy,0.8270682511932513,0.817642734002109,0.8360336913086914,True
A0_m3_margin,B1_q20,40,keyhole_recall,0.7487380952380953,0.7297847222222222,0.766683234126984,True
A0_m3_margin,B1_q20,40,roc_auc,0.9153243145743145,0.9093338793151293,0.9217023358585861,True
A0_m3_margin,B1_q20,40,pr_auc,0.8662466580837205,0.8556877242194469,0.8761717051260576,True
A0_m3_margin,B1_q20,40,brier_score,0.12391750411087141,0.11915507333611228,0.1295510563046254,True
A0_m3_margin,B1_q20,40,conduction_recall,0.9053984071484071,0.8918725330225331,0.9168193813131315,True
A0_m3_margin,B1_q20,41,accuracy,0.8464705882352941,0.8400000000000001,0.8529411764705882,False
A0_m3_margin,B1_q20,41,balanced_accuracy,0.8263516206016206,0.8173076180763679,0.8355290424852926,False
A0_m3_margin,B1_q20,41,keyhole_recall,0.7474007936507936,0.7280511904761905,0.7664171626984126,False
A0_m3_margin,B1_q20,41,roc_auc,0.9175686258186257,0.9108499105061605,0.9252976877289377,False
A0_m3_margin,B1_q20,41,pr_auc,0.872095611015709,0.8606781970410866,0.8832519218372566,False
A0_m3_margin,B1_q20,41,brier_score,0.12240921018584827,0.11790377091159834,0.1276127506336075,False
A0_m3_margin,B1_q20,41,conduction_recall,0.9053024475524474,0.8929954011266511,0.9160231303418803,False
A0_m3_margin,B1_q20,42,accuracy,0.8452941176470589,0.8376470588235294,0.8529411764705882,False
A0_m3_margin,B1_q20,42,balanced_accuracy,0.8251075729825731,0.8147533008658009,0.8348643294205795,False
A0_m3_margin,B1_q20,42,keyhole_recall,0.7458849206349207,0.725202380952381,0.7666757936507936,False
A0_m3_margin,B1_q20,42,roc_auc,0.9157096514596514,0.9089348020035519,0.9230724664224662,False
A0_m3_margin,B1_q20,42,pr_auc,0.8698341175598705,0.8580579819471656,0.8809258828065675,False
A0_m3_margin,B1_q20,42,brier_score,0.12204225991229127,0.1170840032279673,0.12790822500504365,False
A0_m3_margin,B1_q20,42,conduction_recall,0.9043302253302252,0.8927248591686091,0.9144206293706292,False
A0_m3_margin,B1_q20,43,accuracy,0.8447058823529412,0.8376470588235294,0.851764705882353,False
A0_m3_margin,B1_q20,43,balanced_accuracy,0.8236795426795427,0.8123146495865246,0.8345970900627149,False
A0_m3_margin,B1_q20,43,keyhole_recall,0.7438015873015873,0.7189285714285715,0.7668215277777778,False
A0_m3_margin,B1_q20,43,roc_auc,0.9185369075369076,0.9113068861693862,0.9261924603174605,False
A0_m3_margin,B1_q20,43,pr_auc,0.8724738409317366,0.8613803930892967,0.8832377140697156,False
A0_m3_margin,B1_q20,43,brier_score,0.12119349174063421,0.11690288309531047,0.12589832796233796,False
A0_m3_margin,B1_q20,43,conduction_recall,0.903557498057498,0.8913243152680652,0.9137328525641025,False
A0_m3_margin,B1_q20,44,accuracy,0.8452941176470589,0.8382352941176471,0.8523529411764705,False
A0_m3_margin,B1_q20,44,balanced_accuracy,0.8246631285381284,0.8147214844183595,0.8347187368187369,False
A0_m3_margin,B1_q20,44,keyhole_recall,0.742218253968254,0.719662003968254,0.7630837301587301,False
A0_m3_margin,B1_q20,44,roc_auc,0.9172926795426797,0.9106646825396827,0.9242402715340217,False
A0_m3_margin,B1_q20,44,pr_auc,0.8714870443068448,0.8601576839028476,0.8816967401348651,False
A0_m3_margin,B1_q20,44,brier_score,0.12155249445850369,0.11689695395618052,0.12701048114676844,False
A0_m3_margin,B1_q20,44,conduction_recall,0.9071080031080031,0.8942725330225331,0.9183756798756798,False
A0_m3_margin,B1_q20,45,accuracy,0.8511764705882354,0.8441176470588235,0.8588235294117649,False
A0_m3_margin,B1_q20,45,balanced_accuracy,0.831127775002775,0.8201732128982129,0.8414647428959929,False
A0_m3_margin,B1_q20,45,keyhole_recall,0.7503293650793651,0.7277883928571429,0.7720324404761905,False
A0_m3_margin,B1_q20,45,roc_auc,0.9171296481296481,0.9109390463702965,0.9236244207181706,False
A0_m3_margin,B1_q20,45,pr_auc,0.8720248183714044,0.8598031017648254,0.8825601753909121,False
A0_m3_margin,B1_q20,45,brier_score,0.12069272578081898,0.11636975439889427,0.12584757556690865,False
A0_m3_margin,B1_q20,45,conduction_recall,0.9119261849261848,0.9023059052059051,0.9210636460761461,False
A0_m3_margin,B1_q20,46,accuracy,0.8476470588235294,0.8411764705882353,0.8547058823529412,False
A0_m3_margin,B1_q20,46,balanced_accuracy,0.8291533882783882,0.8205507894882895,0.8373302083333333,False
A0_m3_margin,B1_q20,46,keyhole_recall,0.7522619047619047,0.7332103174603175,0.7701472222222221,False
A0_m3_margin,B1_q20,46,roc_auc,0.9170747308247307,0.9110740072427572,0.9234195956820958,False
A0_m3_margin,B1_q20,46,pr_auc,0.8729006368385219,0.8620018651743268,0.8825510810871228,False
A0_m3_margin,B1_q20,46,brier_score,0.12093979348212247,0.11676504712362837,0.12563080977153415,False
A0_m3_margin,B1_q20,46,conduction_recall,0.9060448717948718,0.8935312354312352,0.917122372766123,False
A0_m3_margin,B1_q20,47,accuracy,0.8488235294117648,0.8405882352941176,0.8570588235294118,False
A0_m3_margin,B1_q20,47,balanced_accuracy,0.8278579337329337,0.8171874188311689,0.8382662025474525,False
A0_m3_margin,B1_q20,47,keyhole_recall,0.7447619047619047,0.7241110119047618,0.7646553571428572,False
A0_m3_margin,B1_q20,47,roc_auc,0.9176595626595626,0.9124298500111,0.9235473526473524,False
A0_m3_margin,B1_q20,47,pr_auc,0.8725139804043867,0.863419727681833,0.881281164694818,False
A0_m3_margin,B1_q20,47,brier_score,0.12049189002712571,0.116093975553133,0.1253402352074513,False
A0_m3_margin,B1_q20,47,conduction_recall,0.9109539627039627,0.8982685703185702,0.9220822455322456,False
A0_m3_margin,B1_q20,48,accuracy,0.8511764705882353,0.8441176470588235,0.8582352941176472,False
A0_m3_margin,B1_q20,48,balanced_accuracy,0.8298996003996002,0.8182883855727604,0.8415773285742034,False
A0_m3_margin,B1_q20,48,keyhole_recall,0.7470674603174603,0.7240910714285715,0.7696430555555555,False
A0_m3_margin,B1_q20,48,roc_auc,0.9181974414474414,0.9130953171828171,0.9238135822510823,False
A0_m3_margin,B1_q20,48,pr_auc,0.8728187697903559,0.8639073953386394,0.881073412089729,False
A0_m3_margin,B1_q20,48,brier_score,0.12026043946580653,0.11558796445394122,0.1254139478367123,False
A0_m3_margin,B1_q20,48,conduction_recall,0.9127317404817404,0.9040177253302251,0.921269556138306,False
A0_m3_margin,B1_q20,49,accuracy,0.85,0.8435294117647059,0.8570588235294118,False
A0_m3_margin,B1_q20,49,balanced_accuracy,0.8291732295482296,0.8186899156399156,0.8399122884060383,False
A0_m3_margin,B1_q20,49,keyhole_recall,0.7499404761904762,0.7277257936507938,0.7726240079365079,False
A0_m3_margin,B1_q20,49,roc_auc,0.918415612165612,0.9125353077478077,0.9248419247419247,False
A0_m3_margin,B1_q20,49,pr_auc,0.8727502186875787,0.8631554642200218,0.8812699020237303,False
A0_m3_margin,B1_q20,49,brier_score,0.1197806615128109,0.11514708112367841,0.12533670833194765,False
A0_m3_margin,B1_q20,49,conduction_recall,0.9084059829059828,0.8957551621989123,0.9194782536907536,False
A0_m3_margin,B1_q20,50,accuracy,0.8529411764705884,0.8452941176470589,0.8605882352941178,False
A0_m3_margin,B1_q20,50,balanced_accuracy,0.8319472194472194,0.8212191603535354,0.8428506854256853,False
A0_m3_margin,B1_q20,50,keyhole_recall,0.7496349206349207,0.7295792658730159,0.7697859126984127,False
A0_m3_margin,B1_q20,50,roc_auc,0.918212481962482,0.9126776487401488,0.9240213446275948,False
A0_m3_margin,B1_q20,50,pr_auc,0.8712502229271661,0.8624774683473332,0.8791811800900268,False
A0_m3_margin,B1_q20,50,brier_score,0.1200711776179372,0.11578329442541159,0.1250120413857829,False
A0_m3_margin,B1_q20,50,conduction_recall,0.9142595182595181,0.9021012577700078,0.9238903651903652,False
A0_m3_margin,B1_q20,51,accuracy,0.8529411764705882,0.8452941176470589,0.8605882352941177,False
A0_m3_margin,B1_q20,51,balanced_accuracy,0.8307275224775225,0.8195812562437561,0.8419068441974692,False
A0_m3_margin,B1_q20,51,keyhole_recall,0.7452182539682541,0.7231339285714287,0.7664964285714286,False
A0_m3_margin,B1_q20,51,roc_auc,0.919266206016206,0.9143670808358308,0.9245797965922965,False
A0_m3_margin,B1_q20,51,pr_auc,0.8726108321922398,0.863668421932973,0.8806583957312528,False
A0_m3_margin,B1_q20,51,brier_score,0.11933949146314042,0.11482630352712944,0.12468715139766132,False
A0_m3_margin,B1_q20,51,conduction_recall,0.916236790986791,0.9035784188034188,0.9257586732711732,False
A0_m3_margin,B1_q20,52,accuracy,0.8494117647058823,0.8423529411764706,0.8570588235294118,False
A0_m3_margin,B1_q20,52,balanced_accuracy,0.8275550283050283,0.8171364226051725,0.8382157876845376,False
A0_m3_margin,B1_q20,52,keyhole_recall,0.7417460317460318,0.7207495039682539,0.7621429563492063,False
A0_m3_margin,B1_q20,52,roc_auc,0.9172868242868244,0.9113331467143967,0.9231179882617381,False
A0_m3_margin,B1_q20,52,pr_auc,0.8711552210375213,0.86120663339941,0.8792699898508678,False
A0_m3_margin,B1_q20,52,brier_score,0.11949103416443656,0.1150336015754743,0.12482979216021664,False
A0_m3_margin,B1_q20,52,conduction_recall,0.9133640248640249,0.9018583916083918,0.9222963238150738,False
A0_m3_margin,B1_q20,53,accuracy,0.8547058823529412,0.8470588235294118,0.8623529411764708,False
A0_m3_margin,B1_q20,53,balanced_accuracy,0.8319929098679097,0.8207428391053392,0.8431267017704517,False
A0_m3_margin,B1_q20,53,keyhole_recall,0.7436111111111112,0.7207457341269843,0.7649448412698412,False
A0_m3_margin,B1_q20,53,roc_auc,0.9196807914307913,0.9143152965090465,0.9253103008103007,False
A0_m3_margin,B1_q20,53,pr_auc,0.8723514589266163,0.8634900684602868,0.8804351169710469,False
A0_m3_margin,B1_q20,53,brier_score,0.11873891135601344,0.11422034324336969,0.12412687970246213,False
A0_m3_margin,B1_q20,53,conduction_recall,0.9203747086247087,0.910618584887335,0.9288596590909091,False
