arm,subset,region,metric,mean_AULC,ci_lower,ci_upper
A4_oracle_width_margin,B1_q30,FULL_B16_80,pr_auc,0.8921358174668379,0.8868511219532877,0.8969583705439245
A4_oracle_width_margin,B1_q30,FULL_B16_80,brier_score,0.09080865481360936,0.08801767484671681,0.09375379902727013
A4_oracle_width_margin,B1_q30,FULL_B16_80,conduction_recall,0.9333593206929998,0.9291169551132175,0.9371929743694328
A4_oracle_width_margin,full81,EARLY_B16_40,accuracy,0.9594032921810698,0.9577519933127571,0.9609234182098764
A4_oracle_width_margin,full81,EARLY_B16_40,balanced_accuracy,0.9273729236663005,0.9238976991900618,0.9306657148005912
A4_oracle_width_margin,full81,EARLY_B16_40,keyhole_recall,0.8774732142857143,0.870004935515873,0.8848755704365078
A4_oracle_width_margin,full81,EARLY_B16_40,roc_auc,0.9835915451153326,0.9805355924707719,0.9863355824929287
A4_oracle_width_margin,full81,EARLY_B16_40,pr_auc,0.9414057647333405,0.9349421709552324,0.9478251037153202
A4_oracle_width_margin,full81,EARLY_B16_40,brier_score,0.03597667457621302,0.034463427370237276,0.0375472615605401
A4_oracle_width_margin,full81,EARLY_B16_40,conduction_recall,0.9772726330468867,0.9752439518788631,0.9791637762890095
A4_oracle_width_margin,full81,FULL_B16_80,accuracy,0.96633487654321,0.9653510561342592,0.9671923225308643
A4_oracle_width_margin,full81,FULL_B16_80,balanced_accuracy,0.9368799804245815,0.934730695327391,0.9389297457202118
A4_oracle_width_margin,full81,FULL_B16_80,keyhole_recall,0.8909817708333334,0.8864616164434523,0.8955120721726191
A4_oracle_width_margin,full81,FULL_B16_80,roc_auc,0.9894044616440256,0.9875646287068612,0.9909125127583471
A4_oracle_width_margin,full81,FULL_B16_80,pr_auc,0.958596706352755,0.9544006608983974,0.9625454070208174
A4_oracle_width_margin,full81,FULL_B16_80,brier_score,0.03007369687319113,0.029045748631641916,0.031192650269815752
A4_oracle_width_margin,full81,FULL_B16_80,conduction_recall,0.9827781900158298,0.9816390040210878,0.9838317004289632
