contrast,role,subset,budget,metric,mean_difference,ci_lower,ci_upper
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,18,accuracy,0.0,-0.005882352941176461,0.00588235294117645
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,18,balanced_accuracy,-0.0018964646464646462,-0.009936020923520915,0.004920864898989898
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,18,keyhole_recall,-0.00037698412698412566,-0.015266269841269846,0.014357837301587302
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,18,roc_auc,-0.0020179126429126946,-0.00670850746475754,0.0025536165223664677
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,18,pr_auc,-0.005926612651017416,-0.01382882853230326,0.0018455375177622187
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,18,brier_score,0.0013568323082559417,-8.57813316893924e-05,0.0028192834377601668
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,18,conduction_recall,-0.003415945165945172,-0.010411688311688311,0.003783207070707064
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,19,accuracy,0.002352941176470591,-0.0041176470588235314,0.008235294117647063
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,19,balanced_accuracy,0.002144716394716378,-0.005712847222222239,0.009905480283605276
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,19,keyhole_recall,0.002583333333333332,-0.01266666666666667,0.017000000000000015
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,19,roc_auc,-0.0007786519036518946,-0.005330230186480195,0.003949992368742369
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,19,pr_auc,0.0015160909306742854,-0.005327367185008538,0.008363712025408488
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,19,brier_score,0.0007485457655224722,-0.001174889396327462,0.0027492142561234985
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,19,conduction_recall,0.0017060994560994468,-0.00803632478632479,0.012376403457653416
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,20,accuracy,-0.0029411764705882413,-0.012352941176470594,0.005882352941176461
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,20,balanced_accuracy,-0.003796356421356439,-0.014292821067821093,0.005980496933621907
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,20,keyhole_recall,-0.0074563492063492,-0.023734523809523803,0.010583333333333333
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,20,roc_auc,-0.004027000777000744,-0.007361940143190079,-0.0004282325313575138
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,20,pr_auc,-0.006311017663993862,-0.012386760544349834,0.000630562802497288
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,20,brier_score,0.000590642871441182,-0.0018477523348531632,0.0033135622233911844
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,20,conduction_recall,-0.00013636363636364003,-0.01212645202020198,0.011371906565656531
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,21,accuracy,-0.0011764705882353177,-0.01176470588235295,0.008823529411764664
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,21,balanced_accuracy,-0.0024617604617604705,-0.014349742965367994,0.008487878787878786
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,21,keyhole_recall,-0.010761904761904773,-0.03241765873015875,0.00904781746031746
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,21,roc_auc,-0.003801892551892555,-0.007033556721056731,-0.0007646037989788173
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,21,pr_auc,-0.0037903073007239663,-0.009946368481055989,0.0027182743171731273
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,21,brier_score,0.0016031614882632314,-0.0003708046208513255,0.0035585150733574646
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,21,conduction_recall,0.00583838383838387,-0.005517866161616143,0.017621780303030316
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,22,accuracy,-1.1102230246251566e-17,-0.011176470588235283,0.011764705882352927
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,22,balanced_accuracy,-0.0029815323565323903,-0.016481103271728314,0.01118916118603616
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,22,keyhole_recall,-0.016619047619047627,-0.04276587301587302,0.008528075396825398
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,22,roc_auc,0.0003420329670329292,-0.006638523282273296,0.007370337301587246
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,22,pr_auc,0.0034512136167598184,-0.007262184103649874,0.016018504107451027
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,22,brier_score,-0.0005651006751795085,-0.004076156020578552,0.002658118453182439
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,22,conduction_recall,0.010655982905982886,-0.0029102564102564347,0.02377089646464644
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,23,accuracy,-0.002352941176470591,-0.012941176470588234,0.008235294117647058
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,23,balanced_accuracy,-0.003686563436563456,-0.013333766233766253,0.00686015512265512
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,23,keyhole_recall,-0.009757936507936521,-0.02615099206349206,0.008060416666666648
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,23,roc_auc,-0.0005338134088134272,-0.006075830419580444,0.005004568348318333
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,23,pr_auc,-0.0022834645642768716,-0.013633296040638484,0.009921830867027016
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,23,brier_score,-0.0015955852300761479,-0.004320287930066038,0.001211787605200292
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,23,conduction_recall,0.0023848096348096483,-0.014304734848484851,0.01756976010101011
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,24,accuracy,0.006470588235294106,-0.004117647058823548,0.015882352941176466
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,24,balanced_accuracy,0.006607448107448089,-0.004684657356532369,0.016871409146409094
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,24,keyhole_recall,0.0017063492063491947,-0.02128998015873019,0.022138988095238073
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,24,roc_auc,-0.0005173992673992656,-0.006425777694527693,0.006100468975468986
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,24,pr_auc,-0.0009444817022898177,-0.013283409698151465,0.012843353651435357
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,24,brier_score,-0.0008669949396929631,-0.00414015741600418,0.0027747662918893292
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,24,conduction_recall,0.011508547008547015,-0.007115127233877241,0.027972916666666674
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,25,accuracy,-0.008235294117647052,-0.019999999999999997,0.0035294117647058807
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,25,balanced_accuracy,-0.009225344100344108,-0.02027320977633478,0.0017613938145188193
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,25,keyhole_recall,-0.014408730158730166,-0.037254067460317467,0.007506051587301544
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,25,roc_auc,-0.001181360306360324,-0.006303945360195394,0.003908749930624912
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,25,pr_auc,-0.002998156797036339,-0.013142869092307961,0.00738526962591566
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,25,brier_score,0.001238586651828244,-0.0022246437964602425,0.005276152002672884
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,25,conduction_recall,-0.004041958041958016,-0.02186298076923076,0.009918623737373773
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,26,accuracy,-0.0005882352941176561,-0.012352941176470561,0.011176470588235288
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,26,balanced_accuracy,0.0001883671883672,-0.012972739760239712,0.014200990675990666
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,26,keyhole_recall,-0.0029801587301587274,-0.03327410714285714,0.028440972222222218
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,26,roc_auc,-0.0020122932622932744,-0.007636285242535238,0.003556564269064289
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,26,pr_auc,-0.0033452575558842847,-0.012791768779481483,0.006621476710002193
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,26,brier_score,-0.00019027721564943216,-0.0025383918904384717,0.0023769289456316784
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,26,conduction_recall,0.0033568931068931164,-0.01112562576312576,0.015282887945387971
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,27,accuracy,-0.007647058823529418,-0.017058823529411765,0.0011764705882352732
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,27,balanced_accuracy,-0.007882936507936505,-0.019321799728049715,0.002579569735819708
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,27,keyhole_recall,-0.01718253968253968,-0.043147817460317456,0.010116071428571403
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,27,roc_auc,0.0019574869574869647,-0.002825703463203448,0.007514821636696632
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,27,pr_auc,0.005425611751434601,-0.0038039897325642127,0.01649451028221116
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,27,brier_score,-2.3897850404707572e-05,-0.0025623139163731203,0.0023851842485016037
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,27,conduction_recall,0.0014166666666666828,-0.01621972125097125,0.018956589937839927
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,28,accuracy,-0.0005882352941176616,-0.008823529411764702,0.007647058823529384
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,28,balanced_accuracy,-0.0015710678210678509,-0.012162029637029692,0.008630830280830249
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,28,keyhole_recall,-0.012543650793650779,-0.03702390873015873,0.012242063492063521
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,28,roc_auc,0.007554709179709196,0.0034932463369963195,0.011777813852813887
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,28,pr_auc,0.0113923345853493,0.004282296276675614,0.019908240062439134
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,28,brier_score,-0.0015667059725313153,-0.004649743275732315,0.0016271227154579962
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,28,conduction_recall,0.009401515151515171,-0.002283964646464615,0.020967234848484863
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,29,accuracy,-0.0017647058823529404,-0.014117647058823507,0.009999999999999992
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,29,balanced_accuracy,-0.0030175518925518842,-0.016418835331335358,0.011111694555444555
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,29,keyhole_recall,-0.01619047619047621,-0.042199007936507965,0.010432837301587287
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,29,roc_auc,0.0038790237540237637,-0.001521577380952376,0.009448173354423375
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,29,pr_auc,0.0047792652161874945,-0.0014904682491683383,0.01194073953129232
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,29,brier_score,0.0016338759935053653,-0.002988090669916171,0.006596407388701597
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,29,conduction_recall,0.010155372405372388,0.0007668262293261928,0.02018321400821399
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,30,accuracy,-0.0017647058823529404,-0.015294117647058824,0.009411764705882352
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,30,balanced_accuracy,0.00027952602952601715,-0.013874915362415365,0.01242218163780661
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,30,keyhole_recall,0.00019444444444443598,-0.023087400793650806,0.021766170634920624
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,30,roc_auc,0.003026390276390284,-0.0023094773282273163,0.008337806637806647
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,30,pr_auc,0.004524685492560137,-0.0042579999629028045,0.013474748824808312
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,30,brier_score,0.0020708547742130656,-0.00231292336392067,0.007531100232565885
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,30,conduction_recall,0.0003646076146076316,-0.009348183760683765,0.009608245920745937
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,31,accuracy,0.0017647058823529239,-0.01000000000000002,0.012352941176470584
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,31,balanced_accuracy,0.0030551948051947718,-0.010324718684093712,0.01565504599567096
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,31,keyhole_recall,0.009234126984126989,-0.014806547619047629,0.03282182539682539
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,31,roc_auc,0.00036706349206349633,-0.006318105505605501,0.007471924256299287
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,31,pr_auc,-0.0018578150031056228,-0.012864969106442766,0.009622307287522584
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,31,brier_score,0.0038103583875892444,-0.0013773496179753527,0.009633140154012069
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,31,conduction_recall,-0.003123737373737373,-0.011312237762237748,0.005129797979797961
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,32,accuracy,-0.006470588235294112,-0.017647058823529394,0.004705882352941171
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,32,balanced_accuracy,-0.0057586025086025115,-0.019443446484071474,0.0077081002331002325
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,32,keyhole_recall,-0.0006626984126984203,-0.029170734126984114,0.02892648809523805
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,32,roc_auc,-0.0011231962481962898,-0.007386807983683002,0.004762029637029586
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,32,pr_auc,-0.004897829519013025,-0.01315292873399363,0.0029701994200457393
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,32,brier_score,0.0052371813128978826,6.600714334051277e-05,0.012256501330505185
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,32,conduction_recall,-0.010854506604506615,-0.0245839015151515,0.00291382575757573
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,33,accuracy,-0.0029411764705882413,-0.012352941176470594,0.006470588235294112
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,33,balanced_accuracy,-0.001431401931401921,-0.011582924714174724,0.009636519730269731
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,33,keyhole_recall,0.010067460317460326,-0.006377182539682544,0.028396924603174598
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,33,roc_auc,0.0038379953379953646,-0.0019544583888333952,0.009163822288822308
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,33,pr_auc,0.004281269010453182,-0.003688166577382675,0.012074829155373636
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,33,brier_score,0.0018885657198010664,-0.0024780781111690855,0.007547695125924118
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,33,conduction_recall,-0.012930264180264167,-0.023680555555555538,-0.0023991404428904193
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,34,accuracy,-0.004705882352941166,-0.014117647058823507,0.004117647058823526
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,34,balanced_accuracy,-0.003927669552669555,-0.012459559884559882,0.004478796897546883
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,34,keyhole_recall,0.005432539682539678,-0.006532043650793658,0.017758134920634917
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,34,roc_auc,0.0036458957708957796,-0.003936801739926747,0.009818030927405958
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,34,pr_auc,0.004495756475991086,-0.0034644293027525537,0.012322870942585154
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,34,brier_score,0.0021924382616989855,-0.0029936809300917864,0.008781571121201578
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,34,conduction_recall,-0.013287878787878838,-0.027204608585858634,-0.0005423611111111769
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,35,accuracy,-0.005294117647058843,-0.01470588235294119,0.0029411764705882084
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,35,balanced_accuracy,-0.005897491397491383,-0.015787313727938714,0.0031945270007769882
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,35,keyhole_recall,-0.0042658730158730285,-0.019833531746031776,0.011877281746031745
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,35,roc_auc,0.0010350066600066598,-0.005584236249861293,0.0067295239482739674
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,35,pr_auc,0.0014031881316370009,-0.004956144567448839,0.007512132951892215
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,35,brier_score,0.0015780344219778774,-0.0023638459720153717,0.006981293513644441
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,35,conduction_recall,-0.0075291097791097775,-0.020401966089466088,0.005495345626595625
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,36,accuracy,-0.0005882352941176782,-0.011191176470588293,0.009411764705882324
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,36,balanced_accuracy,0.0013346514596514537,-0.010879178807303817,0.01273608405483406
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,36,keyhole_recall,0.007190476190476186,-0.015096626984126988,0.030936805555555526
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,36,roc_auc,0.004124944499944483,-0.0018210220335220535,0.009434896700521665
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,36,pr_auc,0.006707908928917317,-0.0012361476859586403,0.014767412352324394
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,36,brier_score,0.0004115475891263966,-0.0037043632183609535,0.0061840132293630844
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,36,conduction_recall,-0.0045211732711732625,-0.019260479797979787,0.01008019133644133
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,37,accuracy,0.001764705882352946,-0.007647058823529412,0.010588235294117659
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,37,balanced_accuracy,0.002192821067821066,-0.008071455627705615,0.011847767857142841
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,37,keyhole_recall,0.005095238095238092,-0.01632549603174603,0.0253894841269841
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,37,roc_auc,0.00584644522144524,0.0007610802392052314,0.010614612470862496
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,37,pr_auc,0.004120544302932261,-0.002166610294467458,0.010268354805597445
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,37,brier_score,-0.00029126036800003333,-0.004919235538131129,0.005639393238798603
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,37,conduction_recall,-0.0007095959595959545,-0.01365170454545453,0.011997979797979784
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,38,accuracy,0.0011764705882352845,-0.00823529411764708,0.01058823529411762
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,38,balanced_accuracy,0.0037910006660006323,-0.006619145437895438,0.01405598845598842
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,38,keyhole_recall,0.018091269841269842,-0.0012704365079364867,0.03815486111111108
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,38,roc_auc,0.004181818181818198,-0.0006141108891108877,0.008523557692307705
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,38,pr_auc,0.004865901558110963,-0.0009508482968103036,0.010734157884631473
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,38,brier_score,9.339681840581371e-05,-0.0040579134945644725,0.005521148969082064
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,38,conduction_recall,-0.010509268509268482,-0.022062762237762188,0.0017968822843823032
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,39,accuracy,0.0011764705882352788,-0.007058823529411784,0.009411764705882324
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,39,balanced_accuracy,0.002434523809523803,-0.006243889790764782,0.01114291576479076
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,39,keyhole_recall,0.010507936507936516,-0.008318353174603162,0.029496130952380975
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,39,roc_auc,0.003516206016206025,-0.0020471861471861473,0.008680751887001913
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,39,pr_auc,0.002471354064158676,-0.004024156933137169,0.008468852092394182
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,39,brier_score,-0.0010057508739313506,-0.005388920496179006,0.0051216090354143234
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,39,conduction_recall,-0.0056388888888888825,-0.016936868686868688,0.005505176767676818
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,40,accuracy,0.001764705882352935,-0.005294117647058849,0.008823529411764713
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,40,balanced_accuracy,0.003853174603174575,-0.004764267676767678,0.012569318181818152
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,40,keyhole_recall,0.018011904761904736,-0.002944642857142895,0.03888908730158726
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,40,roc_auc,0.00281249306249301,-0.0027096015096015717,0.008175046481296444
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,40,pr_auc,0.00548242542419713,-0.0012973567436071803,0.01192865999705372
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,40,brier_score,-0.0008737477090494106,-0.005843117136567045,0.0051440511452441945
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,40,conduction_recall,-0.01030555555555555,-0.021760542929292935,0.0016389520202020576
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,41,accuracy,0.002941176470588236,-0.002941176470588247,0.008823529411764713
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,41,balanced_accuracy,0.004490745365745346,-0.003908225108225118,0.013204674839049843
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,41,keyhole_recall,0.012849206349206343,-0.009694841269841293,0.036071924603174585
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,41,roc_auc,-0.0004913974913974661,-0.006085166222666161,0.004678209290709274
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,41,pr_auc,-0.0029217842614901513,-0.008841067260043082,0.00263967399960179
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,41,brier_score,-4.1905058960345354e-05,-0.0047118344324801765,0.006125430295677598
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,41,conduction_recall,-0.003867715617715589,-0.01399766414141412,0.00627727272727278
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,42,accuracy,0.002941176470588219,-0.003529411764705914,0.009411764705882342
