dataset,training_simulations,bound_setting,lengthscale_lower_bound,lengthscale_upper_bound,start_id,initial_constant,initial_lengthscale_P,initial_lengthscale_VX,initial_lengthscale_LS,initial_lengthscale_ST,optimizer,extra_optimizer_restarts,fit_runtime_seconds,optimization_failure,converged_without_exception,failure_message,optimization_warning_count,optimization_warning_categories,optimization_warning_messages,selected_solution,optimized_kernel_expression,log_marginal_likelihood,signal_variance,ard_lengthscale_P,P_at_lower_bound,P_at_upper_bound,ard_lengthscale_VX,VX_at_lower_bound,VX_at_upper_bound,ard_lengthscale_LS,LS_at_lower_bound,LS_at_upper_bound,ard_lengthscale_ST,ST_at_lower_bound,ST_at_upper_bound,selected_solution_change_assessment,selected_LML_delta_vs_primary,selected_max_lengthscale_ratio_vs_primary,selected_solution_changes_materially_vs_primary,weakly_identified_components
broad,238,primary_upper_1e2,0.01,100.0,all_1,1.0,1.0,1.0,1.0,1.0,fmin_l_bfgs_b,0,0.22399919999952544,False,True,,0,,,False,"1.07**2 * Matern(length_scale=[1.43, 0.955, 0.893, 0.229], nu=1.5)",-269.94480610354157,1.1430145239063967,1.427557341666827,False,False,0.954966202753524,False,False,0.8926613595867542,False,False,0.2286682935529264,False,False,not_selected,,,False,
broad,238,primary_upper_1e2,0.01,100.0,all_0p1,0.1,0.1,0.1,0.1,0.1,fmin_l_bfgs_b,0,0.20550850000108767,False,True,,0,,,False,"1.01**2 * Matern(length_scale=[2.17, 0.901, 0.2, 0.394], nu=1.5)",-270.85201612537196,1.0183372749941557,2.1659374271866256,False,False,0.9007806619804377,False,False,0.19965953526019473,False,False,0.3941730003003165,False,False,not_selected,,,False,
broad,238,primary_upper_1e2,0.01,100.0,all_10,10.0,10.0,10.0,10.0,10.0,fmin_l_bfgs_b,0,0.2798327000000427,False,True,,4,ConvergenceWarning,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified lower bound 0.01. Decreasing the bound and calling fit again may find a better value. || ConvergenceWarning: The optimal value found for dimension 1 of parameter k2__length_scale is close to the specified lower bound 0.01. Decreasing the bound and calling fit again may find a better value. || ConvergenceWarning: The optimal value found for dimension 2 of parameter k2__length_scale is close to the specified lower bound 0.01. Decreasing the bound and calling fit again may find a better value. || ConvergenceWarning: The optimal value found for dimension 3 of parameter k2__length_scale is close to the specified lower bound 0.01. Decreasing the bound and calling fit again may find a better value.,False,"1**2 * Matern(length_scale=[0.01, 0.01, 0.01, 0.01], nu=1.5)",-337.70729693087037,0.9999983464387409,0.010000000000000004,True,False,0.010000129525553804,False,False,0.010000000000000004,True,False,0.010000295815925512,False,False,not_selected,,,False,
broad,238,primary_upper_1e2,0.01,100.0,mixed_A,1.0,0.1,1.0,10.0,0.3,fmin_l_bfgs_b,0,0.23665319999963685,False,True,,0,,,True,"1.07**2 * Matern(length_scale=[1.43, 0.955, 0.893, 0.229], nu=1.5)",-269.9448060537098,1.1429877118131648,1.427513415405845,False,False,0.9549019262884055,False,False,0.8926977254822159,False,False,0.22865978477075125,False,False,selected_primary_reference,0.0,1.0,False,
broad,238,primary_upper_1e2,0.01,100.0,mixed_B,1.0,10.0,0.3,0.1,3.0,fmin_l_bfgs_b,0,0.21395880000090983,False,True,,0,,,False,"0.989**2 * Matern(length_scale=[2.15, 0.852, 0.0338, 2.31], nu=1.5)",-274.5658505334108,0.9778635371373456,2.153558333489038,False,False,0.8516405946203925,False,False,0.03377443364000324,False,False,2.314721928302416,False,False,not_selected,,,False,
broad,238,widened_upper_1e3,0.01,1000.0,all_1,1.0,1.0,1.0,1.0,1.0,fmin_l_bfgs_b,0,0.18242459999964922,False,True,,0,,,False,"1.07**2 * Matern(length_scale=[1.43, 0.955, 0.893, 0.229], nu=1.5)",-269.94480610354157,1.1430145239063967,1.427557341666827,False,False,0.954966202753524,False,False,0.8926613595867542,False,False,0.2286682935529264,False,False,not_selected,,,False,
broad,238,widened_upper_1e3,0.01,1000.0,all_0p1,0.1,0.1,0.1,0.1,0.1,fmin_l_bfgs_b,0,0.14988249999987602,False,True,,0,,,False,"1.01**2 * Matern(length_scale=[2.17, 0.901, 0.2, 0.394], nu=1.5)",-270.85201612019796,1.018340856499496,2.1658807703210914,False,False,0.9007473644550844,False,False,0.19965948313014042,False,False,0.3941907860500171,False,False,not_selected,,,False,
broad,238,widened_upper_1e3,0.01,1000.0,all_10,10.0,10.0,10.0,10.0,10.0,fmin_l_bfgs_b,0,0.2640102000004845,False,True,,4,ConvergenceWarning,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified lower bound 0.01. Decreasing the bound and calling fit again may find a better value. || ConvergenceWarning: The optimal value found for dimension 1 of parameter k2__length_scale is close to the specified lower bound 0.01. Decreasing the bound and calling fit again may find a better value. || ConvergenceWarning: The optimal value found for dimension 2 of parameter k2__length_scale is close to the specified lower bound 0.01. Decreasing the bound and calling fit again may find a better value. || ConvergenceWarning: The optimal value found for dimension 3 of parameter k2__length_scale is close to the specified lower bound 0.01. Decreasing the bound and calling fit again may find a better value.,False,"1**2 * Matern(length_scale=[0.01, 0.01, 0.01, 0.01], nu=1.5)",-337.70729693087037,0.9999983464387409,0.010000000000000004,True,False,0.010000129525553804,False,False,0.010000000000000004,True,False,0.010000295815925512,False,False,not_selected,,,False,
broad,238,widened_upper_1e3,0.01,1000.0,mixed_A,1.0,0.1,1.0,10.0,0.3,fmin_l_bfgs_b,0,0.1960030000009283,False,True,,0,,,True,"1.07**2 * Matern(length_scale=[1.43, 0.955, 0.893, 0.229], nu=1.5)",-269.9448060537098,1.1429877118131648,1.427513415405845,False,False,0.9549019262884055,False,False,0.8926977254822159,False,False,0.22865978477075125,False,False,no_material_change,0.0,1.0,False,
broad,238,widened_upper_1e3,0.01,1000.0,mixed_B,1.0,10.0,0.3,0.1,3.0,fmin_l_bfgs_b,0,0.18435390000013285,False,True,,0,,,False,"0.989**2 * Matern(length_scale=[2.15, 0.852, 0.0338, 2.31], nu=1.5)",-274.5658505334108,0.9778635371373456,2.153558333489038,False,False,0.8516405946203925,False,False,0.03377443364000324,False,False,2.314721928302416,False,False,not_selected,,,False,
