benchmark,surrogate_variant,acquisition_rule,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30,acquisition_selected_position,acquisition_selected_p_plus,acquisition_selected_uncertainty_score,acquisition_selected_entropy,acquisition_binary_entropy_margin_note,acquisition_gate_fraction,acquisition_min_shortlist_size,acquisition_shortlist_size,acquisition_beta,acquisition_selected_shortlist_position,acquisition_selected_normalized_uncertainty,acquisition_selected_raw_diversity,acquisition_selected_normalized_diversity,acquisition_selected_score,acquisition_repulsion_bandwidth,acquisition_selected_raw_distance_to_labelled,acquisition_selected_repulsion
ackley,fixed_iso_gpc,random,random,0,19,30,31,3243,0.9925178393508904,False,False,False,3218,0.4979185258332852,0.9958370516665704,0.6931385154655039,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,20,31,32,1960,0.3513364241505599,False,True,True,1945,0.5108148221873243,0.9783703556253514,0.692913241559004,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,21,32,33,1655,1.19649756270967,False,False,False,1642,0.39928574540360273,0.7985714908072055,0.6727209986482423,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,22,33,34,1109,0.17631363220888296,True,True,True,1101,0.5138391383466931,0.9723217233066137,0.6927640881371533,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,23,34,35,1517,0.16251897956376915,True,True,True,1504,0.4006074853995756,0.8012149707991512,0.6732572124417461,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,24,35,36,3726,0.5092197523352482,False,False,True,3692,0.5383632297652241,0.9232735404695518,0.6902008109271167,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,25,36,37,1104,2.607325006281094,False,False,False,1096,0.517463602999797,0.965072794000406,0.6925371016249451,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,26,37,38,680,3.325215028334629,False,False,False,674,0.3491898536059921,0.6983797072119842,0.6469436836382416,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,27,38,39,3428,1.2090694995355857,False,False,False,3395,0.4334555921545302,0.8669111843090604,0.6842645323342296,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,28,39,40,2419,4.433977565055676,False,False,False,2395,0.2677670029170258,0.5355340058340516,0.5810251796331981,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,29,40,41,2261,4.155506719143643,False,False,False,2238,0.413202750668745,0.82640550133749,0.678003051589567,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,30,41,42,176,0.5126663654217296,False,False,True,175,0.5484604534279924,0.9030790931440151,0.6884429682895816,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,31,42,43,3844,0.6671514917728931,False,False,False,3803,0.40287703933668695,0.8057540786733739,0.6741609752507083,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,32,43,44,3203,0.5830444737052343,False,False,False,3169,0.3604995133061948,0.7209990266123896,0.6537050554703823,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,33,44,45,878,1.4429610477451664,False,False,False,868,0.4427643865137867,0.8855287730275734,0.6865809652982314,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,34,45,46,1980,2.35555078878099,False,False,False,1957,0.2629089483795042,0.5258178967590084,0.5760776479158547,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,35,46,47,1411,1.2795008357392081,False,False,False,1394,0.4555908838156597,0.9111817676313194,0.6891976389885803,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,36,47,48,594,0.7687263272651865,False,False,False,588,0.4536887493491264,0.9073774986982528,0.6888515623758312,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,37,48,49,464,0.7855352724359932,False,False,False,459,0.5522528328518348,0.8954943342963304,0.6876764799889217,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,38,49,50,1417,2.0197518123677387,False,False,False,1397,0.5033179901945575,0.993364019610885,0.6931251622804808,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,39,50,51,2130,1.2995935770689666,False,False,False,2101,0.48488959463748316,0.9697791892749663,0.6926904623247554,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,40,51,52,1154,1.5636587604078596,False,False,False,1139,0.2576998290964525,0.515399658192905,0.5706372348109715,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,41,52,53,2230,0.05779772877514411,True,True,True,2198,0.4672540845028763,0.9345081690057526,0.6910010548714147,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,42,53,54,2862,1.585703536971792,False,False,False,2823,0.4141008161703894,0.8282016323407788,0.6783163771424061,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,43,54,55,3473,2.0880179812577104,False,False,False,3425,0.6358154135258189,0.7283691729483621,0.6557879187974578,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,44,55,56,107,2.2577927334803434,False,False,False,107,0.44021509230167055,0.8804301846033411,0.6859815784762373,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,45,56,57,845,1.7359655469391786,False,False,False,832,0.4854082382564435,0.970816476512887,0.6927212810714913,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,46,57,58,1064,1.6231647878228745,False,False,False,1049,0.4051003169173555,0.810200633834711,0.675025548967944,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,47,58,59,1666,1.8578635753109456,False,False,False,1638,0.30266033169846196,0.6053206633969239,0.6131015728392959,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,48,59,60,3982,2.1593312907720996,False,False,False,3923,0.4722097888515293,0.9444195777030586,0.6916017926498109,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,49,60,61,229,0.4432823567934072,False,False,True,226,0.5127787977330414,0.9744424045339173,0.692820549652809,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,50,61,62,3024,2.2223266273318227,False,False,False,2978,0.5147448088407423,0.9705103823185155,0.6927122987400566,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,51,62,63,3634,1.7854392581146783,False,False,False,3579,0.4190522554793006,0.8381045109586012,0.6799842494579598,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,52,63,64,2377,1.3377740668403053,False,False,False,2337,0.39280228531544026,0.7856045706308805,0.6699850930397058,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,53,64,65,90,1.833906888170544,False,False,False,90,0.30796603133387634,0.6159320626677527,0.617463564666376,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,54,65,66,2393,1.2390655355892637,False,False,False,2351,0.5477192729788101,0.9045614540423799,0.688585983464064,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,55,66,67,1656,0.9550268222097227,False,False,False,1626,0.554611298556523,0.890777402886954,0.687170476178941,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,56,67,68,2238,0.18444688874245152,False,True,True,2198,0.4100088735350482,0.8200177470700964,0.6768617762317295,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,57,68,69,2746,0.022378218156470453,True,True,True,2698,0.43879056201848243,0.8775811240369649,0.6856351608924025,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,58,69,70,2066,2.0814721001068612,False,False,False,2029,0.42913482091702804,0.8582696418340561,0.6830695346015724,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,59,70,71,2740,2.4674925092374966,False,False,False,2691,0.5661968251071556,0.8676063497856887,0.6843573572451032,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,60,71,72,3571,0.30577122805413204,False,True,True,3508,0.4587384798026477,0.9174769596052954,0.6897382791615221,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,61,72,73,2642,1.511856407029148,False,False,False,2593,0.40550214418348673,0.8110042883669735,0.6751796193703414,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,62,73,74,1902,1.3236313992895763,False,False,False,1868,0.32503221593964327,0.6500644318792865,0.6306045722484082,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,63,74,75,3976,0.21110396901470097,False,True,True,3903,0.4689542077907731,0.9379084155815463,0.6912182575648288,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,64,75,76,3952,0.805934677607997,False,False,False,3879,0.5041206955784316,0.9917586088431367,0.6931132199114014,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,65,76,77,1396,2.750140346185164,False,False,False,1371,0.26043450242173094,0.5208690048434619,0.5735109025541824,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,66,77,78,1240,0.8640101186574576,False,False,False,1218,0.4864211763590127,0.9728423527180254,0.6927783663134529,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,67,78,79,613,0.010961187479594514,True,True,True,602,0.46720155301351696,0.9344031060270339,0.6909941586986432,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,random,random,0,68,79,80,237,0.8900979028771854,False,False,False,232,0.4733749309397055,0.946749861879411,0.6917287211523667,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,1,12,13,54,0.6245168309977043,False,False,False,54,0.5000233363627168,0.9999533272745664,0.6931471794707738,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,2,13,14,3101,1.1535405480104934,False,False,False,3090,0.4999693058309334,0.9999386116618668,0.6931471786756812,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,3,14,15,722,0.4534399583846973,False,False,True,718,0.49994919375273417,0.9998983875054683,0.6931471753973959,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,4,15,16,2191,1.4524742995741349,False,False,False,2184,0.5000156361680422,0.9999687276639155,0.6931471800709658,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,5,16,17,2210,0.4642131388152979,False,False,True,2202,0.500002491435862,0.9999950171282761,0.6931471805475309,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,6,17,18,3901,1.711721226467878,False,False,False,3884,0.5000011434286273,0.9999977131427453,0.6931471805573305,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,7,18,19,291,0.8094897902274614,False,False,False,290,0.4999855824688232,0.9999711649376464,0.6931471801442148,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,8,19,20,3033,0.44853758347570505,False,False,True,3019,0.4999728520501565,0.999945704100313,0.6931471790859229,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,9,20,21,1145,1.8993002885963826,False,False,False,1138,0.49996866332902934,0.9999373266580587,0.6931471785959714,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,10,21,22,122,3.7963716717472717,False,False,False,121,0.4999732354711318,0.9999464709422636,0.6931471791272653,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,11,22,23,2044,2.2021360522302054,False,False,False,2034,0.5000085112000598,0.9999829775998803,0.6931471804150643,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,12,23,24,3595,1.679648455025717,False,False,False,3574,0.5000016182909558,0.9999967634180884,0.6931471805547076,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,13,24,25,3830,1.3647170797154047,False,False,False,3807,0.5000155782723207,0.9999688434553586,0.6931471800745802,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,14,25,26,498,0.9132218698114727,False,False,False,493,0.49999583091429556,0.9999916618285911,0.6931471805251828,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,15,26,27,2372,0.12086533622047568,True,True,True,2357,0.5000804298847267,0.9998391402305467,0.6931471676220126,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,16,27,28,3915,1.5567898036301493,False,False,False,3888,0.5000118123782282,0.9999763752435435,0.6931471802808808,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,17,28,29,2440,1.582580356629057,False,False,False,2423,0.4998926387612895,0.999785277522579,0.693147157507074,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,18,29,30,16,0.11044283612292638,True,True,True,16,0.500042222808915,0.9999155543821701,0.6931471769944142,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,19,30,31,3835,0.06448483283513973,True,True,True,3807,0.5000085856204035,0.999982828759193,0.6931471804125195,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,20,31,32,3192,1.465087371847499,False,False,False,3167,0.49997363009568735,0.9999472601913747,0.6931471791692015,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,21,32,33,347,2.5978125215840198,False,False,False,342,0.5000263689687021,0.9999472620625958,0.6931471791693002,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,22,33,34,298,0.5275420233065873,False,False,True,294,0.49999121031710386,0.9999824206342077,0.6931471804054282,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,23,34,35,466,0.1698038861173714,True,True,True,458,0.5000024930658038,0.9999950138683924,0.6931471805475146,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,24,35,36,3714,0.6798887604351744,False,False,False,3683,0.5000183584582331,0.9999632830835339,0.6931471798858793,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,25,36,37,350,2.052420953371632,False,False,False,343,0.5000067178652388,0.9999865642695225,0.6931471804696858,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,26,37,38,3221,1.2348239831404673,False,False,False,3191,0.5000318031876826,0.9999363936246348,0.6931471785370598,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,27,38,39,2118,0.41700028421898416,False,False,True,2101,0.5000020018222134,0.9999959963555731,0.6931471805519307,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,28,39,40,719,0.0869042121742627,True,True,True,707,0.5000072483721437,0.9999855032557126,0.6931471804548675,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,29,40,41,809,1.0970968077559107,False,False,False,794,0.5000120677769715,0.999975864446057,0.6931471802686828,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,30,41,42,879,2.1384621597070446,False,False,False,863,0.499971581390421,0.999943162780842,0.6931471789447106,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,31,42,43,274,0.9261937255194894,False,False,False,271,0.49977067387360213,0.9995413477472043,0.6931470753789971,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,32,43,44,2795,2.1771109879184394,False,False,False,2766,0.500147770167799,0.999704459664402,0.6931471368878996,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,33,44,45,1660,1.9688387986023237,False,False,False,1641,0.49991618708482055,0.9998323741696411,0.6931471665107358,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,34,45,46,1514,0.8198907579627139,False,False,False,1495,0.49999753134641417,0.9999950626928283,0.6931471805477568,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,35,46,47,473,0.024133791915867064,True,True,True,462,0.50002127343811,0.99995745312378,0.693147179654827,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,36,47,48,3094,0.5857682424505715,False,False,False,3058,0.49993205087141773,0.9998641017428355,0.6931471713257772,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,37,48,49,1298,0.8600379010414034,False,False,False,1278,0.4999890780180228,0.9999781560360456,0.693147180321366,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,38,49,50,34,0.4642241923312671,False,False,True,33,0.5000116895158705,0.999976620968259,0.6931471802866557,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,39,50,51,450,1.3114355613882793,False,False,False,439,0.49988153000492763,0.9997630600098553,0.6931471524896655,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,40,51,52,3387,0.3551791438942562,False,True,True,3343,0.5000716168408406,0.9998567663183189,0.6931471703020016,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,41,52,53,2451,0.7430062255250149,False,False,False,2417,0.4999445183469518,0.9998890366939036,0.6931471744035176,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,42,53,54,3196,0.12630808924595271,True,True,True,3152,0.500026601547101,0.999946796905798,0.6931471791446606,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,43,54,55,999,2.390675622319362,False,False,False,978,0.4999813737155883,0.9999627474311766,0.6931471798660683,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,44,55,56,2306,0.004061663123769321,True,True,True,2275,0.5000122888170424,0.9999754223659152,0.6931471802579152,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,45,56,57,628,0.5189583683313561,False,False,True,613,0.49996942612693823,0.9999388522538765,0.693147178690422,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,46,57,58,1569,0.5914448471269935,False,False,False,1543,0.49994482360784415,0.9998896472156883,0.6931471744710768,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,47,58,59,1701,1.0512541741440415,False,False,False,1673,0.5001185701282693,0.9997628597434614,0.6931471524421944,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,48,59,60,1147,0.005121982352214616,True,True,True,1123,0.5000057145523202,0.9999885708953595,0.6931471804946331,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,49,60,61,3504,0.790255854470379,False,False,False,3451,0.4999748137396054,0.9999496274792108,0.6931471792912498,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,50,61,62,451,0.35528613512532026,False,True,True,439,0.500025319785256,0.999949360429488,0.6931471792777623,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,51,62,63,1888,1.7720513413793544,False,False,False,1856,0.4999309953329414,0.9998619906658828,0.6931471710366571,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,52,63,64,563,0.045485969449460484,True,True,True,547,0.5000116427401803,0.9999767145196394,0.6931471802888385,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,53,64,65,2323,2.5201298720582646,False,False,False,2283,0.49993827124696016,0.9998765424939203,0.6931471729390675,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,54,65,66,950,1.0984155631039734,False,False,False,926,0.4998829353157237,0.9997658706314474,0.6931471531516644,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,55,66,67,359,2.2671236498019294,False,False,False,349,0.5001918868795849,0.9996162262408301,0.6931471069187944,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,56,67,68,3075,0.7546495717238866,False,False,False,3023,0.4999547454512057,0.9999094909024114,0.6931471764639969,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,57,68,69,2328,0.46159202777166897,False,False,True,2285,0.5001305649270595,0.9997388701458809,0.6931471464655445,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,58,69,70,424,0.29883325585840304,False,True,True,412,0.499976016539365,0.99995203307873,0.6931471794095325,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,fixed_iso_gpc,classifier_margin,classifier_margin,0,59,70,71,1625,0.9414689448430344,False,False,False,1592,0.4999784573332106,0.9999569146664212,0.6931471796317723,null,null,null,null,null,null,null,null,null,null,null,null,null
