experiment_name,partition,target_extraction_valid,extraction_status,extraction_failure_reasons,T0_width_valid_sample_count,T0_length_valid_sample_count,T0_depth_valid_sample_count,T0_total_height_valid_sample_count,T0_kinetic_energy_valid_sample_count,active_region_start_row_index,active_region_end_row_index,active_region_start_time_s,active_region_end_time_s,active_region_sample_count,active_region_fraction_of_monitor,active_region_too_short,T0_start_row_index,T0_end_row_index,T0_start_time_s,T0_end_time_s,T0_sample_count,T0_fallback_last_rows_used,T0_inside_active_region,active_cutoff_time_s,recording_ends_before_90pct_domain,length_flat_or_decreasing_across_active_region,flag_primary_window_unstable_week6_rule,active_region_definition
P-122p181848607_VX-0p882188233955_LS-4p98408399334e-05_ST-370p38962934_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p46835745177e-06_H-2afbe2208b,new-data,True,PASS,,11426.0,11426.0,11426.0,11426.0,11426.0,10944.0,68049.0,0.000198959,0.001236458,57106.0,0.49399653979238756,False,56624.0,68049.0,0.001028971,0.001236458,11426.0,False,True,0.0012364708097610394,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-124p08408212_VX-0p537482635976_LS-5p36452858207e-05_ST-384p350705088_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p97539805031e-06_H-1d842653b1,new-data,True,PASS,,18827.0,18827.0,18827.0,18827.0,18827.0,17594.0,111714.0,0.0003198857,0.002029449,94121.0,0.8141955017301038,False,92888.0,111714.0,0.001687554,0.002029449,18827.0,False,True,0.0020294609108985374,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-126p384227376_VX-0p205870034079_LS-4p55514058242e-05_ST-348p956388187_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p34328450209e-05_H-1d842653b1,new-data,True,PASS,,13978.0,13978.0,13978.0,13978.0,13978.0,45714.0,115599.0,0.0008308365,0.002100003,69886.0,0.6045501730103806,False,101622.0,115599.0,0.00184617,0.002100003,13978.0,False,True,0.002100003,True,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-129p716882801_VX-0p574107735504_LS-5p55330779174e-05_ST-369p509713723_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p40281414912e-06_H-0e4c2fc094,new-data,True,PASS,,17641.0,17641.0,17641.0,17641.0,17641.0,16395.0,104585.0,0.000298076,0.00189998,88191.0,0.7628979238754325,False,86945.0,104585.0,0.001579624,0.00189998,17641.0,False,True,0.0018999918178116938,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-131p192514944_VX-0p432823544687_LS-6p72236683266e-05_ST-324p578264519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p11456982002e-05_H-dfd65b549a,new-data,True,PASS,,18862.0,18862.0,18862.0,18862.0,18862.0,21301.0,115599.0,0.0003873156,0.002100003,94299.0,0.8157352941176471,False,96738.0,115599.0,0.001757473,0.002100003,18862.0,False,True,0.002100003,True,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-132p334528879_VX-0p441351904611_LS-8p05471929698e-05_ST-380p80221881_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p09303269174e-05_H-2934a8b202,new-data,True,PASS,,18982.0,18982.0,18982.0,18982.0,18982.0,20699.0,115599.0,0.0003763653,0.002100003,94901.0,0.8209429065743945,False,96618.0,115599.0,0.001755293,0.002100003,18982.0,False,True,0.002100003,True,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-132p644034819_VX-0p797235702485_LS-4p6520297442e-05_ST-303p62522115_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p0510594144e-06_H-0e4c2fc094,new-data,True,PASS,,12653.0,12653.0,12653.0,12653.0,12653.0,12060.0,75304.0,0.0002192427,0.001368214,63245.0,0.5471020761245675,False,62652.0,75304.0,0.001138444,0.001368214,12653.0,False,True,0.001368227735662056,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-140p236446589_VX-0p550532928497_LS-7p91865165046e-05_ST-370p758962256_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76263771576e-06_H-a88ac79600,new-data,True,PASS,,18495.0,18495.0,18495.0,18495.0,18495.0,16606.0,109065.0,0.0003019141,0.001981341,92460.0,0.7998269896193771,False,90571.0,109065.0,0.001645475,0.001981341,18495.0,False,True,0.001981352873801706,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-143p707582907_VX-0p952433280409_LS-8p80948922839e-05_ST-329p530804101_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06504833697e-06_H-1605f46060,new-data,True,PASS,,10628.0,10628.0,10628.0,10628.0,10628.0,9912.0,63028.0,0.0001802021,0.001145273,53117.0,0.45948961937716265,False,52401.0,63028.0,0.0009522777,0.001145273,10628.0,False,True,0.0011452770734046397,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-144p087720513_VX-0p415546267467_LS-5p02923295381e-05_ST-327p07537462_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16091058462e-05_H-0602c4a780,new-data,True,PASS,,18632.0,18632.0,18632.0,18632.0,18632.0,22448.0,115599.0,0.0004081794,0.002100003,93152.0,0.8058131487889273,False,96968.0,115599.0,0.00176165,0.002100003,18632.0,False,True,0.002100003,True,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-148p299467422_VX-0p674162518859_LS-5p7557139752e-05_ST-331p520012414_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p15572353559e-06_H-e73b90164d,new-data,True,PASS,,15055.0,15055.0,15055.0,15055.0,15055.0,13806.0,89058.0,0.0002509824,0.001617998,75253.0,0.6509775086505191,False,74004.0,89058.0,0.001344605,0.001617998,15055.0,False,True,0.0016180074825965503,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-150p071418192_VX-0p423845414489_LS-8p67749479825e-05_ST-322p128190627_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1381792602e-05_H-2afbe2208b,new-data,True,PASS,,18918.0,18918.0,18918.0,18918.0,18918.0,21019.0,115599.0,0.0003821861,0.002100003,94581.0,0.8181747404844291,False,96682.0,115599.0,0.001756456,0.002100003,18918.0,False,True,0.002100003,True,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-155p252053768_VX-0p916931554055_LS-7p35634948929e-05_ST-366p816583574_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p26115671522e-06_H-1d842653b1,new-data,True,PASS,,11078.0,11078.0,11078.0,11078.0,11078.0,10100.0,65469.0,0.000183619,0.001189603,55370.0,0.47897923875432524,False,54392.0,65469.0,0.0009884359,0.001189603,11078.0,False,True,0.0011896198742164465,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-155p610380822_VX-0p863747905944_LS-4p82199969556e-05_ST-303p817651114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p58510251639e-06_H-44aa3a8888,new-data,True,PASS,,11709.0,11709.0,11709.0,11709.0,11709.0,10981.0,69503.0,0.0001996315,0.001262864,58523.0,0.5062543252595155,False,57795.0,69503.0,0.001050237,0.001262864,11709.0,False,True,0.001262868474115549,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-157p183722649_VX-0p714259673467_LS-7p38607203139e-05_ST-347p368293375_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p75401507634e-06_H-add9572a86,new-data,True,PASS,,14260.0,14260.0,14260.0,14260.0,14260.0,12776.0,84056.0,0.0002322563,0.001527158,71281.0,0.6166176470588235,False,69797.0,84056.0,0.001268203,0.001527158,14260.0,False,True,0.00152717567646691,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-160p605564338_VX-0p585171267024_LS-4p89218084001e-05_ST-323p833105745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p24394647322e-06_H-0602c4a780,new-data,True,PASS,,17330.0,17330.0,17330.0,17330.0,17330.0,15974.0,102607.0,0.000290418,0.001864058,86634.0,0.7494290657439446,False,85278.0,102607.0,0.00154935,0.001864058,17330.0,False,True,0.001864069651860166,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-162p142815649_VX-0p926926325143_LS-6p49234891537e-05_ST-377p454931887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p20442722594e-06_H-eed8ed7ef3,new-data,True,PASS,,10962.0,10962.0,10962.0,10962.0,10962.0,9976.0,64763.0,0.0001813653,0.001176781,54788.0,0.4739446366782007,False,53802.0,64763.0,0.0009777211,0.001176781,10962.0,False,True,0.001176792556659472,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-163p562272254_VX-0p729793018519_LS-5p10150522361e-05_ST-318p261957537_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p6102586358e-06_H-eed8ed7ef3,new-data,True,PASS,,13897.0,13897.0,13897.0,13897.0,13897.0,12804.0,82267.0,0.0002327652,0.001494668,69464.0,0.6008996539792387,False,68371.0,82267.0,0.001242306,0.001494668,13897.0,False,True,0.0014946703686116467,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-164p187091551_VX-0p507792014735_LS-6p92164167976e-05_ST-301p020288893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p50018996564e-06_H-c15424829d,new-data,True,PASS,,19583.0,19583.0,19583.0,19583.0,19583.0,17702.0,115599.0,0.0003218502,0.002100003,97898.0,0.8468685121107267,False,96017.0,115599.0,0.001744379,0.002100003,19583.0,False,True,0.002100003,True,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-164p607131174_VX-0p867199563125_LS-5p32762751968e-05_ST-314p058214573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56287250149e-06_H-0e4c2fc094,new-data,True,PASS,,11694.0,11694.0,11694.0,11694.0,11694.0,10782.0,69226.0,0.0001960146,0.001257833,58445.0,0.5055795847750865,False,57533.0,69226.0,0.001045479,0.001257833,11694.0,False,True,0.0012578419620845331,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-166p111836501_VX-0p454755470987_LS-7p13150844087e-05_ST-303p391516497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p06081639712e-05_H-0e4c2fc094,new-data,True,PASS,,19204.0,19204.0,19204.0,19204.0,19204.0,19591.0,115599.0,0.0003562109,0.002100003,96009.0,0.8305276816608996,False,96396.0,115599.0,0.001751262,0.002100003,19204.0,False,True,0.002100003,True,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-167p350234557_VX-0p509305540745_LS-7p79284260895e-05_ST-367p465417979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p47195782704e-06_H-0c5439e4b5,new-data,True,PASS,,19645.0,19645.0,19645.0,19645.0,19645.0,17390.0,115599.0,0.0003161749,0.002100003,98210.0,0.8495674740484429,False,95955.0,115599.0,0.001743253,0.002100003,19645.0,False,True,0.002100003,True,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-168p279672268_VX-0p662944494492_LS-8p51138696034e-05_ST-361p222757169_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p27680920966e-06_H-1d842653b1,new-data,True,PASS,,15425.0,15425.0,15425.0,15425.0,15425.0,13465.0,90566.0,0.0002447796,0.001645384,77102.0,0.6669723183391003,False,75142.0,90566.0,0.001365272,0.001645384,15425.0,False,True,0.0016453866184315423,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-172p471893954_VX-0p300060565388_LS-5p45268436948e-05_ST-394p546009672_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60771562794e-05_H-0e4c2fc094,new-data,True,PASS,,17099.0,17099.0,17099.0,17099.0,17099.0,30107.0,115599.0,0.0005474011,0.002100003,85493.0,0.7395588235294117,False,98501.0,115599.0,0.00178949,0.002100003,17099.0,False,True,0.002100003,True,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-173p043282634_VX-0p866796851528_LS-6p96390683614e-05_ST-349p021338305_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56545699781e-06_H-27614c4053,new-data,True,PASS,,11753.0,11753.0,11753.0,11753.0,11753.0,10515.0,69258.0,0.0001911618,0.001258414,58744.0,0.5081660899653979,False,57506.0,69258.0,0.001044989,0.001258414,11753.0,False,True,0.001258426352238272,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-173p906668607_VX-0p677544388934_LS-8p62016404031e-05_ST-334p396108383_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p12000672104e-06_H-89021150a8,new-data,True,PASS,,15104.0,15104.0,15104.0,15104.0,15104.0,13114.0,88613.0,0.0002383995,0.001609916,75500.0,0.653114186851211,False,73510.0,88613.0,0.001335634,0.001609916,15104.0,False,True,0.0016099314197202442,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-177p821134596_VX-0p63969291749_LS-8p76195222961e-05_ST-320p228793407_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5413068851e-06_H-0e4c2fc094,new-data,True,PASS,,16020.0,16020.0,16020.0,16020.0,16020.0,13781.0,93859.0,0.0002505276,0.001705188,80079.0,0.6927249134948097,False,77840.0,93859.0,0.00141427,0.001705188,16020.0,False,True,0.0017051931796900847,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-185p872045369_VX-0p416268682161_LS-7p15564692144e-05_ST-371p982346013_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p15889587897e-05_H-bc28d74e69,new-data,True,PASS,,18926.0,18926.0,18926.0,18926.0,18926.0,20982.0,115599.0,0.000381513,0.002100003,94618.0,0.8184948096885813,False,96674.0,115599.0,0.00175631,0.002100003,18926.0,False,True,0.002100003,True,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-187p255870651_VX-0p828194463092_LS-4p64611349328e-05_ST-375p783913497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p82486459159e-06_H-bc28d74e69,new-data,True,PASS,,12238.0,12238.0,12238.0,12238.0,12238.0,11323.0,72488.0,0.0002058475,0.001317074,61166.0,0.5291176470588236,False,60251.0,72488.0,0.00109484,0.001317074,12238.0,False,True,0.0013170819760465226,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-198p376734591_VX-0p636800402216_LS-8p40585875992e-05_ST-361p411435367_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5755614887e-06_H-1605f46060,new-data,True,PASS,,16143.0,16143.0,16143.0,16143.0,16143.0,13592.0,94285.0,0.0002470897,0.001712924,80694.0,0.698044982698962,False,78143.0,94285.0,0.001419773,0.001712924,16143.0,False,True,0.0017129386165651405,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-199p601335125_VX-0p449852506485_LS-5p7030843283e-05_ST-364p706449651_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07237828699e-05_H-1d842653b1,new-data,True,PASS,,19150.0,19150.0,19150.0,19150.0,19150.0,19863.0,115599.0,0.0003611585,0.002100003,95737.0,0.8281747404844291,False,96450.0,115599.0,0.001752242,0.002100003,19150.0,False,True,0.002100003,True,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-203p030488295_VX-0p654564663741_LS-6p39602473907e-05_ST-333p568221635_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p36996796534e-06_H-0e4c2fc094,new-data,True,PASS,,15634.0,15634.0,15634.0,15634.0,15634.0,13582.0,91726.0,0.0002469078,0.001666451,78145.0,0.6759948096885813,False,76093.0,91726.0,0.001382543,0.001666451,15634.0,False,True,0.0016664510940230205,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-203p317554156_VX-0p724937635215_LS-5p40301996917e-05_ST-325p306920736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p65453187788e-06_H-dfd65b549a,new-data,True,PASS,,14056.0,14056.0,14056.0,14056.0,14056.0,12563.0,82818.0,0.0002283849,0.001504675,70256.0,0.6077508650519031,False,68763.0,82818.0,0.001249425,0.001504675,14056.0,False,True,0.001504681157402586,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-204p071587815_VX-0p957219619336_LS-8p8582220221e-05_ST-334p090301355_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03972182096e-06_H-676863bc48,new-data,True,PASS,,10708.0,10708.0,10708.0,10708.0,10708.0,9195.0,62712.0,0.0001671704,0.001139534,53518.0,0.46295847750865055,False,52005.0,62712.0,0.0009450861,0.001139534,10708.0,False,True,0.0011395503998932466,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-204p165012598_VX-0p624752635414_LS-8p54709329997e-05_ST-334p626206985_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p72164906486e-06_H-4ecd858c02,new-data,False,FAIL,missing kinetic-energy_melt.dat; missing position-bounds_melt.dat,,,,,,,,,,,,,,,,,,,,,,,,
P-207p432942583_VX-0p674802143379_LS-5p74396795379e-05_ST-382p34582068_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p14894084192e-06_H-676863bc48,new-data,True,PASS,,15134.0,15134.0,15134.0,15134.0,15134.0,13327.0,88974.0,0.0002422709,0.001616472,75648.0,0.6543944636678201,False,73841.0,88974.0,0.001341645,0.001616472,15134.0,False,True,0.0016164738222939467,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-208p096600196_VX-0p256636148953_LS-4p52492384214e-05_ST-395p602757306_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p87975101041e-05_H-1980b1708d,new-data,True,PASS,,16007.0,16007.0,16007.0,16007.0,16007.0,35569.0,115599.0,0.0006465953,0.002100003,80031.0,0.6923096885813149,False,99593.0,115599.0,0.001809322,0.002100003,16007.0,False,True,0.002100003,True,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-209p47686991_VX-0p866693950214_LS-6p90699464413e-05_ST-369p570871734_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56611777644e-06_H-b021dd2b47,new-data,True,PASS,,11809.0,11809.0,11809.0,11809.0,11809.0,10244.0,69266.0,0.0001862363,0.00125856,59023.0,0.5105795847750865,False,57458.0,69266.0,0.001044117,0.00125856,11809.0,False,True,0.0012585757633714473,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-210p211145159_VX-0p921242046338_LS-8p23126060485e-05_ST-311p238003519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p23653975868e-06_H-0e4c2fc094,new-data,True,PASS,,11132.0,11132.0,11132.0,11132.0,11132.0,9530.0,65163.0,0.0001732591,0.001184046,55634.0,0.4812629757785467,False,54032.0,65163.0,0.000981898,0.001184046,11132.0,False,True,0.0011840536418588408,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-210p302841339_VX-0p779412575788_LS-5p86430912284e-05_ST-304p177226769_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18943131388e-06_H-c15424829d,new-data,True,PASS,,13099.0,13099.0,13099.0,13099.0,13099.0,11554.0,77027.0,0.000210046,0.001399505,65474.0,0.5663840830449827,False,63929.0,77027.0,0.001161635,0.001399505,13099.0,False,True,0.001399515524749112,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-210p331349445_VX-0p877062157481_LS-5p88084341536e-05_ST-346p930868597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p50031780743e-06_H-0e4c2fc094,new-data,True,PASS,,11634.0,11634.0,11634.0,11634.0,11634.0,10302.0,68447.0,0.0001872905,0.001243686,58146.0,0.5029930795847751,False,56814.0,68447.0,0.001032421,0.001243686,11634.0,False,True,0.001243697485629609,False,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
P-211p964201781_VX-0p31026524833_LS-8p22948660567e-05_ST-308p041416816_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p5548375556e-05_H-22f5435fc5,new-data,True,PASS,,17763.0,17763.0,17763.0,17763.0,17763.0,26788.0,115599.0,0.0004871236,0.002100003,88812.0,0.7682698961937716,False,97837.0,115599.0,0.001777431,0.002100003,17763.0,False,True,0.002100003,True,False,False,"valid melt rows from first valid melt through min(recording end, 90% laser-domain-exit time)"
