experiment_name,partition,week6_simulation_id,new_T0_start_row_index,old_T0_start_row_index,new_T0_end_row_index,old_T0_end_row_index,new_T0_start_time_s,old_T0_start_time_s,new_T0_end_time_s,old_T0_end_time_s,new_width_um,old_width_um,difference_width_um,relative_difference_width_um,identical_within_tolerance_width_um,new_depth_um,old_depth_um,difference_depth_um,relative_difference_depth_um,identical_within_tolerance_depth_um,new_total_height_um,old_total_height_um,difference_total_height_um,relative_difference_total_height_um,identical_within_tolerance_total_height_um,new_kinetic_energy_nJ,old_kinetic_energy_nJ,difference_kinetic_energy_nJ,relative_difference_kinetic_energy_nJ,identical_within_tolerance_kinetic_energy_nJ,window_endpoints_identical
P-123p578555013_VX-0p413960648538_LS-5p40122226787e-05_ST-380p745973079_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16535729182e-05_H-f404b6f8f4,old-data-local,sim_00019,97019.0,97019,115599.0,115599,0.001762576,0.001762576,0.002100003,0.002100003,165.79511,165.79511,0.0,0.0,True,54.767900000000004,54.7679,7.105427357601002e-15,1.2973707879252266e-16,True,82.15323,82.15323,0.0,0.0,True,1.22083,1.22083,0.0,0.0,True,True
P-124p939831153_VX-0p895565001264_LS-4p79284796095e-05_ST-395p904294171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p38667834965e-06_H-cf6d926251,old-data-local,sim_00020,55780.0,55780,67032.0,67032,0.001013643,0.001013643,0.001217988,0.001217988,111.25722999999999,111.25723,-1.4210854715202004e-14,-1.27729718915364e-16,True,42.80561,42.80561,0.0,0.0,True,63.481910000000006,63.481910000000006,0.0,0.0,True,1.0323099999999998,1.0323099999999998,0.0,0.0,True,True
P-126p429096271_VX-0p381791494837_LS-8p54596605095e-05_ST-336p470624887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p26354847299e-05_H-bf3689621a,old-data-local,sim_00022,97272.0,97272,115599.0,115599,0.001767171,0.001767171,0.002100003,0.002100003,205.0187,205.0187,0.0,0.0,True,50.78823,50.78823,0.0,0.0,True,80.10618500000001,80.106185,1.4210854715202004e-14,1.7740021841262324e-16,True,1.2522734999999998,1.2522735,-2.220446049250313e-16,-1.7731318671602592e-16,True,True
P-129p840936159_VX-0p750604494449_LS-8p84568803437e-05_ST-319p185657099_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p42698070514e-06_H-f575443233,old-data-local,sim_00023,66512.0,66512,79985.0,79985,0.001208545,0.001208545,0.001453225,0.001453225,157.41665999999998,157.41665999990002,9.99591520667309e-11,6.349972872426234e-13,True,34.760245,34.760245000000005,-7.105427357601002e-15,-2.0441246480285168e-16,True,65.331135,65.331135,0.0,0.0,True,1.208273,1.208273,0.0,0.0,True,True
P-133p058435031_VX-0p81650327798_LS-4p78587303962e-05_ST-362p382821566_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p90826850683e-06_H-dd169576f0,old-data-local,sim_00025,61167.0,61167,73526.0,73526,0.001111475,0.001111475,0.001335924,0.001335924,116.67253500000001,116.672535,1.4210854715202004e-14,1.2180119952996653e-16,True,46.692314999999994,46.692315,-7.105427357601002e-15,-1.5217552090961868e-16,True,67.79281,67.79281,0.0,0.0,True,1.0885715,1.0885715,0.0,0.0,True,True
P-133p757797566_VX-0p645163458122_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p89815386795e-06_H-306f9d252b,old-data-local,sim_00026,55045.0,55045,68795.0,68795,0.001000295,0.001000295,0.001250006,0.001250006,126.32101,126.32101,0.0,0.0,True,62.056760000000004,62.05676,7.105427357601002e-15,1.1449884521204463e-16,True,87.94537,87.94537,0.0,0.0,True,1.545804,1.545804,0.0,0.0,True,True
P-134p442185153_VX-0p806363522352_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p3187841709e-06_H-b0e5aed98c,old-data-local,sim_00027,55045.0,55045,68795.0,68795,0.001000295,0.001000295,0.001250006,0.001250006,112.75596,112.75596,0.0,0.0,True,50.8492,50.8492,0.0,0.0,True,76.45266,76.45266,0.0,0.0,True,1.473876,1.473876,0.0,0.0,True,True
P-135p208661893_VX-0p295797438033_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-6p32116012922e-06_H-fb250c7cf9,old-data-local,sim_00029,55045.0,55045,68795.0,68795,0.001000295,0.001000295,0.001250006,0.001250006,167.08695,167.08695,0.0,0.0,True,119.1028,119.1028,0.0,0.0,True,139.68542000000002,139.68542,2.842170943040401e-14,2.0346940597239146e-16,True,1.474215,1.474215,0.0,0.0,True,True
P-136p115095044_VX-0p8200930762_LS-6p39666133344e-05_ST-362p502989524_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p88240620853e-06_H-f575443233,old-data-local,sim_00030,60857.0,60857,73204.0,73204,0.001105845,0.001105845,0.001330077,0.001330077,135.324055,135.32405500000002,-2.842170943040401e-14,-2.100270305261249e-16,True,42.780620000000006,42.780620000000006,0.0,0.0,True,68.658365,68.65836500000002,-1.4210854715202004e-14,-2.0697921826716963e-16,True,1.2338040000000001,1.233804,2.220446049250313e-16,1.7996748667132812e-16,True,True
P-136p984349172_VX-0p357723834949_LS-5p17808569448e-05_ST-373p061688931_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p34856001521e-05_H-270d04032e,old-data-local,sim_00031,97684.0,97684,115599.0,115599,0.001774653,0.001774653,0.002100003,0.002100003,171.66867000000002,171.66867,2.842170943040401e-14,1.6556142381952402e-16,True,58.804159999999996,58.80416,-7.105427357601002e-15,-1.2083205265751608e-16,True,82.71786,82.71786,0.0,0.0,True,1.4193765,1.4193765,0.0,0.0,True,True
P-137p340072051_VX-0p708357837186_LS-8p48461574474e-05_ST-331p337392673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p81028761138e-06_H-701e6757d1,old-data-local,sim_00032,70434.0,70434,84757.0,84757,0.001279771,0.001279771,0.001539888,0.001539888,160.39622,160.39622,0.0,0.0,True,38.749285,38.749285,0.0,0.0,True,69.379865,69.379865,0.0,0.0,True,1.2219185000000001,1.2219185,2.220446049250313e-16,1.8171801550187785e-16,True,True
P-137p601432421_VX-0p461948695475_LS-6p48780591522e-05_ST-397p490087405_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04429791669e-05_H-ef2aaf59fd,old-data-local,sim_00033,96463.0,96463,115599.0,115599,0.001752479,0.001752479,0.002100003,0.002100003,175.24007,175.24007,0.0,0.0,True,58.25875,58.25875,0.0,0.0,True,86.98210999999999,86.98210999999999,0.0,0.0,True,1.38681,1.38681,0.0,0.0,True,True
P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,old-data-local,sim_00036,55045.0,55045,68795.0,68795,0.001000295,0.001000295,0.001250006,0.001250006,180.18406,180.1840599999,9.99875737761613e-11,5.549190853853376e-13,True,86.1642,86.1642,0.0,0.0,True,105.02062,105.02062,0.0,0.0,True,1.473584,1.473584,0.0,0.0,True,True
P-140p320645521_VX-0p612281673664_LS-8p56006119926e-05_ST-348p910931315_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p87892372174e-06_H-dd169576f0,old-data-local,sim_00037,81453.0,81453,98062.0,98062,0.001479885,0.001479885,0.001781518,0.001781518,173.99099,173.99099,0.0,0.0,True,42.74968,42.74968,0.0,0.0,True,74.64543499999999,74.64543499999999,0.0,0.0,True,1.238601,1.2386009999999998,2.220446049250313e-16,1.792704873684353e-16,True,True
P-140p974625597_VX-0p98622838083_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p89589248085e-06_H-b0e5aed98c,old-data-local,sim_00040,48702.0,48702,60867.0,60867,0.000885101,0.000885101,0.001106027,0.001106027,104.20475,104.20475,0.0,0.0,True,46.84275,46.84275,0.0,0.0,True,69.59268500000002,69.592685,1.4210854715202004e-14,2.0420040863780443e-16,True,1.496812,1.4968120000000005,-4.440892098500626e-16,-2.9669003846178576e-16,True,True
P-143p879945116_VX-0p336279357485_LS-6p76007351295e-05_ST-398p207663754_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p91595257833e-05_H-bf889bf790,old-data-local,sim_00041,60457.0,60457,68795.0,68795,0.001098581,0.001098581,0.001250006,0.001250006,175.03382,175.03381999989998,1.000159954855917e-10,5.714095452275957e-13,True,58.74863,58.74863,0.0,0.0,True,73.60055,73.60055,0.0,0.0,True,1.111911,1.111911,0.0,0.0,True,True
P-143p909481867_VX-0p917293492006_LS-5p50242100517e-05_ST-352p206869428_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p25908081225e-06_H-cf6d926251,old-data-local,sim_00042,54414.0,54414,65444.0,65444,0.0009888355,0.0009888355,0.001189149,0.001189149,119.34365000000001,119.34365,1.4210854715202004e-14,1.1907508036834808e-16,True,46.50832,46.50832,0.0,0.0,True,69.11158999999999,69.11158999999999,0.0,0.0,True,1.326213,1.326213,0.0,0.0,True,True
P-144p684844876_VX-0p221020126644_LS-8p32765690701e-05_ST-337p418493583_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p18266122469e-05_H-73ae961aa0,old-data-local,sim_00043,100389.0,100389,115599.0,115599,0.001823778,0.001823778,0.002100003,0.002100003,233.5733,233.5733,0.0,0.0,True,58.73507,58.73507,0.0,0.0,True,72.09173,72.09173,0.0,0.0,True,1.659752,1.659752,0.0,0.0,True,True
P-144p999955433_VX-0p569412101686_LS-7p52189895652e-05_ST-349p795043891_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p47210761544e-06_H-24e0a43587,old-data-local,sim_00044,87562.0,87562,105448.0,105448,0.001590829,0.001590829,0.001915653,0.001915653,171.50607,171.50607,0.0,0.0,True,49.850550000000005,49.850550000000005,0.0,0.0,True,80.41339,80.41339,0.0,0.0,True,1.364982,1.364982,0.0,0.0,True,True
P-145p536707456_VX-0p311971481812_LS-7p55813970315e-05_ST-356p422554756_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p54633384276e-05_H-f404b6f8f4,old-data-local,sim_00046,98185.0,98185,115599.0,115599,0.001783751,0.001783751,0.002100003,0.002100003,219.07139999999998,219.0714,-2.842170943040401e-14,-1.2973719723525757e-16,True,62.49203,62.49203,0.0,0.0,True,84.49150999999999,84.49150999999999,0.0,0.0,True,1.605738,1.605738,0.0,0.0,True,True
P-146p427721311_VX-0p978546391515_LS-4p61745657385e-05_ST-377p807319924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p92988441309e-06_H-c321cc4e90,old-data-local,sim_00047,51034.0,51034,61345.0,61345,0.0009274519,0.0009274519,0.001114708,0.001114708,107.70817000000001,107.70817,1.4210854715202004e-14,1.3193850304208126e-16,True,46.563705,46.563705000000006,-7.105427357601002e-15,-1.5259583311940063e-16,True,65.87016,65.87016,0.0,0.0,True,1.2361065,1.2361065,0.0,0.0,True,True
P-149p217972816_VX-0p206404715799_LS-4p87379527164e-05_ST-365p118947745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p33721433367e-05_H-b40dbd8ddd,old-data-local,sim_00048,101414.0,101414,115599.0,115599,0.001842393,0.001842393,0.002100003,0.002100003,186.066025,186.0660249999,9.99875737761613e-11,5.373768466124594e-13,True,62.73913,62.73913,0.0,0.0,True,76.34071,76.34071,0.0,0.0,True,1.5031995,1.5031995,0.0,0.0,True,True
P-149p254341218_VX-0p887957223036_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p10571289147e-06_H-306f9d252b,old-data-local,sim_00049,54093.0,54093,67607.0,67607,0.0009830059,0.0009830059,0.001228431,0.001228431,112.30330000000001,112.3033,1.4210854715202004e-14,1.2653995666380245e-16,True,54.44253,54.44253,0.0,0.0,True,79.02216,79.02216,0.0,0.0,True,1.706918,1.706918,0.0,0.0,True,True
P-149p73987868_VX-0p504680707931_LS-6p9723584777e-05_ST-320p536129041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p55875770008e-06_H-95ed9fb76f,old-data-local,sim_00050,96077.0,96077,115599.0,115599,0.001745468,0.001745468,0.002100003,0.002100003,175.62060000000002,175.6206,2.842170943040401e-14,1.6183585200371714e-16,True,54.75336,54.75336,0.0,0.0,True,84.75428,84.75428,0.0,0.0,True,1.479571,1.479571,0.0,0.0,True,True
P-149p779509657_VX-0p251536582152_LS-4p84927831067e-05_ST-381p35096431_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91786044071e-05_H-6af407d4ba,old-data-local,sim_00051,99834.0,99834,115599.0,115599,0.001813699,0.001813699,0.002100003,0.002100003,185.7301,185.7300999999,9.99875737761613e-11,5.383487855561115e-13,True,62.751915,62.751915,0.0,0.0,True,78.973885,78.973885,0.0,0.0,True,1.667281,1.667281,0.0,0.0,True,True
P-151p505871803_VX-0p995509859725_LS-6p72580848008e-05_ST-301p996554082_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p84587928074e-06_H-73846c96ef,old-data-local,sim_00053,50116.0,50116,60299.0,60299,0.0009107803,0.0009107803,0.001095712,0.001095712,127.03549999999998,127.03549999999998,0.0,0.0,True,42.398039999999995,42.39804,-7.105427357601002e-15,-1.6758858092499092e-16,True,66.58751000000001,66.58751,1.4210854715202004e-14,2.1341622047741393e-16,True,1.3873015,1.3873015,0.0,0.0,True,True
P-151p630328889_VX-0p596649793105_LS-5p54888002616e-05_ST-323p086654154_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p0798550665e-05_H-bf889bf790,old-data-local,sim_00054,58149.0,58149,68795.0,68795,0.001056666,0.001056666,0.001250006,0.001250006,141.63122,141.63121999999998,2.842170943040401e-14,2.0067404227968954e-16,True,60.221,60.221,0.0,0.0,True,82.28788000000002,82.28788000000002,0.0,0.0,True,1.370451,1.370451,0.0,0.0,True,True
P-153p721476211_VX-0p579411174254_LS-7p49286492013e-05_ST-383p484527945_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32590191107e-06_H-8daf8adcd4,old-data-local,sim_00055,86024.0,86024,103627.0,103627,0.001562898,0.001562898,0.001882582,0.001882582,173.01360999999997,173.01361,-2.842170943040401e-14,-1.642744141943747e-16,True,52.22291,52.22291,0.0,0.0,True,82.31963999999999,82.31964,-1.4210854715202004e-14,-1.726301853992802e-16,True,1.4543255,1.4543255000000002,-2.220446049250313e-16,-1.5267875377625662e-16,True,True
P-158p404299584_VX-0p530960738208_LS-8p44011119013e-05_ST-377p174397227_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p08564467365e-06_H-fa25be35ef,old-data-local,sim_00057,93826.0,93826,113087.0,113087,0.001704589,0.001704589,0.002054384,0.002054384,190.14990999999998,190.14991,-2.842170943040401e-14,-1.4947001253066072e-16,True,52.19154,52.19154,0.0,0.0,True,84.50438,84.50438,0.0,0.0,True,1.5760180000000001,1.576018,2.220446049250313e-16,1.4088963763423472e-16,True,True
P-159p365045029_VX-0p465685970522_LS-5p71815338387e-05_ST-335p270795676_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03591710045e-05_H-312d3c9a86,old-data-local,sim_00059,96405.0,96405,115599.0,115599,0.001751425,0.001751425,0.002100003,0.002100003,167.93076,167.93076,0.0,0.0,True,66.02616,66.02616,0.0,0.0,True,94.3093,94.3093,0.0,0.0,True,1.7357719999999999,1.735772,-2.220446049250313e-16,-1.2792267931792384e-16,True,True
P-160p556282667_VX-0p957190479289_LS-5p53708249108e-05_ST-363p791890923_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03987524677e-06_H-0590129dfb,old-data-local,sim_00060,52124.0,52124,62714.0,62714,0.0009472472,0.0009472472,0.00113957,0.00113957,122.50959,122.50959,0.0,0.0,True,46.845589999999994,46.84559,-7.105427357601002e-15,-1.5167761485341526e-16,True,68.50958999999999,68.50958999999999,0.0,0.0,True,1.518095,1.518095,0.0,0.0,True,True
P-161p701140241_VX-0p559592851831_LS-7p43216837725e-05_ST-378p872335114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p15136442488e-05_H-bf889bf790,old-data-local,sim_00061,58288.0,58288,68795.0,68795,0.00105919,0.00105919,0.001250006,0.001250006,150.99865,150.99865,0.0,0.0,True,62.67888000000001,62.67888000000001,0.0,0.0,True,118.67936499999999,118.679365,-1.4210854715202004e-14,-1.1974158030928126e-16,True,1.4011065,1.4011065,0.0,0.0,True,True
P-163p341658752_VX-0p941874162971_LS-5p45765866009e-05_ST-310p281913475_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p12183133657e-06_H-b40dbd8ddd,old-data-local,sim_00063,52972.0,52972,63735.0,63735,0.0009626476,0.0009626476,0.001158112,0.001158112,119.666035,119.666035,0.0,0.0,True,46.81844,46.81844,0.0,0.0,True,68.79976,68.79976,0.0,0.0,True,1.5546505000000002,1.5546505,2.220446049250313e-16,1.4282605957096551e-16,True,True
P-166p164223082_VX-0p514604075971_LS-6p70362084208e-05_ST-302p957496397_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p25202137351e-05_H-bf889bf790,old-data-local,sim_00064,58561.0,58561,68795.0,68795,0.001064148,0.001064148,0.001250006,0.001250006,158.71868,158.71867999999998,2.842170943040401e-14,1.7906971901734572e-16,True,66.67379000000001,66.67379000000001,0.0,0.0,True,85.82342,85.82342,0.0,0.0,True,1.435804,1.435804,0.0,0.0,True,True
P-166p614725594_VX-0p931765035172_LS-5p67575778907e-05_ST-364p064697506_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17740033261e-06_H-0744488b5e,old-data-local,sim_00065,53535.0,53535,64427.0,64427,0.0009728721,0.0009728721,0.001170679,0.001170679,127.16725,127.16725,0.0,0.0,True,50.62764,50.62764,0.0,0.0,True,73.68124,73.68124,0.0,0.0,True,1.642684,1.642684,0.0,0.0,True,True
P-167p779770961_VX-0p390580196452_LS-6p45833025222e-05_ST-394p852870083_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23511653864e-05_H-73ae961aa0,old-data-local,sim_00067,97060.0,97060,115599.0,115599,0.001763321,0.001763321,0.002100003,0.002100003,197.005395,197.0053949999,9.99875737761613e-11,5.075372366133022e-13,True,66.76979,66.76979,0.0,0.0,True,95.021635,95.021635,0.0,0.0,True,1.9200795,1.9200795,0.0,0.0,True,True
P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,old-data-local,sim_00069,100067.0,100067,115599.0,115599,0.00181793,0.00181793,0.002100003,0.002100003,217.8064,217.8064,0.0,0.0,True,66.73917,66.73917,0.0,0.0,True,82.81033000000001,82.81033000000001,0.0,0.0,True,1.979994,1.979994,0.0,0.0,True,True
P-171p875575389_VX-0p916897438596_LS-6p66389080354e-05_ST-338p337187717_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2613524697e-06_H-30d8d23b36,old-data-local,sim_00070,54373.0,54373,65472.0,65472,0.0009880909,0.0009880909,0.001189657,0.001189657,139.50626499999998,139.50626499999998,0.0,0.0,True,46.827484999999996,46.827485,-7.105427357601002e-15,-1.5173625825946027e-16,True,71.56308,71.56308,0.0,0.0,True,1.6403885,1.6403884999999998,2.220446049250313e-16,1.3536098608654678e-16,True,True
P-173p720948038_VX-0p230617607979_LS-6p23730108092e-05_ST-383p499521736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09182665855e-05_H-eb41f0639c,old-data-local,sim_00071,100141.0,100141,115599.0,115599,0.001819274,0.001819274,0.002100003,0.002100003,218.06499999999997,218.0649999999,9.99591520667309e-11,4.5839154411197e-13,True,66.733,66.733,0.0,0.0,True,82.53554,82.53554,0.0,0.0,True,1.989017,1.989017,0.0,0.0,True,True
P-174p128102602_VX-0p994422815088_LS-7p40414236536e-05_ST-367p557277174_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p85117651146e-06_H-6705b84f8a,old-data-local,sim_00072,50127.0,50127,60365.0,60365,0.0009109801,0.0009109801,0.00109691,0.00109691,138.67175999999998,138.6717599999,9.99875737761613e-11,7.210377496920311e-13,True,46.3826,46.3826,0.0,0.0,True,72.52207,72.52207,0.0,0.0,True,1.707608,1.707608,0.0,0.0,True,True
P-176p31832051_VX-0p578189015568_LS-5p80825678862e-05_ST-392p957182722_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p34350095405e-06_H-568de84222,old-data-local,sim_00073,86218.0,86218,103847.0,103847,0.001566421,0.001566421,0.001886578,0.001886578,159.804935,159.804935,0.0,0.0,True,61.26925,61.26925,0.0,0.0,True,88.679415,88.679415,0.0,0.0,True,1.8571235,1.8571235,0.0,0.0,True,True
