prediction_model,budget,mean_accuracy
h_model_h_acquisition,45,0.8376470588235294
h_model_h_acquisition,46,0.8347058823529412
h_model_h_acquisition,47,0.8352941176470589
h_model_h_acquisition,48,0.8364705882352941
h_model_h_acquisition,49,0.8394117647058823
h_model_h_acquisition,50,0.838235294117647
h_model_h_acquisition,51,0.8394117647058823
h_model_h_acquisition,52,0.84
h_model_h_acquisition,53,0.8376470588235294
h_model_h_acquisition,54,0.8370588235294117
h_model_h_acquisition,55,0.8364705882352941
h_model_h_acquisition,56,0.8376470588235294
h_model_h_acquisition,57,0.8370588235294117
h_model_h_acquisition,58,0.8370588235294117
h_model_h_acquisition,59,0.8364705882352941
h_model_h_acquisition,60,0.8370588235294117
h_model_h_acquisition,61,0.8370588235294117
h_model_h_acquisition,62,0.8358823529411764
h_model_h_acquisition,63,0.8370588235294117
h_model_h_acquisition,64,0.8352941176470589
h_model_h_acquisition,65,0.8364705882352941
h_model_h_acquisition,66,0.8370588235294117
h_model_h_acquisition,67,0.8364705882352941
h_model_h_acquisition,68,0.8352941176470589
h_model_h_acquisition,69,0.8347058823529412
h_model_h_acquisition,70,0.8335294117647059
h_model_h_acquisition,71,0.8335294117647059
h_model_h_acquisition,72,0.8341176470588235
h_model_h_acquisition,73,0.8329411764705883
h_model_h_acquisition,74,0.8335294117647059
h_model_h_acquisition,75,0.8341176470588235
h_model_h_acquisition,76,0.8347058823529412
h_model_h_acquisition,77,0.8347058823529412
h_model_h_acquisition,78,0.8347058823529412
h_model_h_acquisition,79,0.8347058823529412
h_model_h_acquisition,80,0.8347058823529412
frozen_4d_margin,16,0.7317647058823529
matched_random_mean_of_30_paths,16,0.7317647058823529
frozen_4d_margin,17,0.7458823529411763
matched_random_mean_of_30_paths,17,0.7379607843137255
frozen_4d_margin,18,0.7470588235294118
matched_random_mean_of_30_paths,18,0.7425882352941174
frozen_4d_margin,19,0.7511764705882352
matched_random_mean_of_30_paths,19,0.7461764705882353
frozen_4d_margin,20,0.7635294117647059
matched_random_mean_of_30_paths,20,0.7477843137254903
frozen_4d_margin,21,0.758235294117647
matched_random_mean_of_30_paths,21,0.7497843137254903
frozen_4d_margin,22,0.7688235294117647
matched_random_mean_of_30_paths,22,0.7513725490196079
frozen_4d_margin,23,0.7735294117647059
matched_random_mean_of_30_paths,23,0.7535686274509805
frozen_4d_margin,24,0.7823529411764706
matched_random_mean_of_30_paths,24,0.7548039215686275
frozen_4d_margin,25,0.7823529411764706
matched_random_mean_of_30_paths,25,0.7559607843137255
frozen_4d_margin,26,0.7835294117647058
matched_random_mean_of_30_paths,26,0.7574509803921569
frozen_4d_margin,27,0.7882352941176469
matched_random_mean_of_30_paths,27,0.7594901960784313
frozen_4d_margin,28,0.7888235294117646
matched_random_mean_of_30_paths,28,0.760313725490196
frozen_4d_margin,29,0.7923529411764706
matched_random_mean_of_30_paths,29,0.7619019607843136
frozen_4d_margin,30,0.7970588235294116
matched_random_mean_of_30_paths,30,0.7631176470588233
frozen_4d_margin,31,0.7941176470588238
matched_random_mean_of_30_paths,31,0.7634117647058823
frozen_4d_margin,32,0.7947058823529413
matched_random_mean_of_30_paths,32,0.7657450980392158
frozen_4d_margin,33,0.79
matched_random_mean_of_30_paths,33,0.7665098039215686
frozen_4d_margin,34,0.8005882352941177
matched_random_mean_of_30_paths,34,0.768156862745098
frozen_4d_margin,35,0.7982352941176472
matched_random_mean_of_30_paths,35,0.770313725490196
frozen_4d_margin,36,0.8011764705882353
matched_random_mean_of_30_paths,36,0.7701568627450981
frozen_4d_margin,37,0.8035294117647058
matched_random_mean_of_30_paths,37,0.7716078431372548
frozen_4d_margin,38,0.8170588235294117
matched_random_mean_of_30_paths,38,0.7721960784313725
frozen_4d_margin,39,0.8200000000000002
matched_random_mean_of_30_paths,39,0.7729803921568628
frozen_4d_margin,40,0.8170588235294117
matched_random_mean_of_30_paths,40,0.7745098039215687
frozen_4d_margin,41,0.82
matched_random_mean_of_30_paths,41,0.7756078431372551
frozen_4d_margin,42,0.82
matched_random_mean_of_30_paths,42,0.7769607843137255
frozen_4d_margin,43,0.8229411764705883
matched_random_mean_of_30_paths,43,0.7774117647058821
frozen_4d_margin,44,0.8194117647058823
matched_random_mean_of_30_paths,44,0.7781176470588234
frozen_4d_margin,45,0.8170588235294116
matched_random_mean_of_30_paths,45,0.7780392156862745
frozen_4d_margin,46,0.82
matched_random_mean_of_30_paths,46,0.7787254901960783
frozen_4d_margin,47,0.8217647058823527
matched_random_mean_of_30_paths,47,0.7791960784313724
frozen_4d_margin,48,0.821764705882353
matched_random_mean_of_30_paths,48,0.779705882352941
frozen_4d_margin,49,0.828235294117647
matched_random_mean_of_30_paths,49,0.7806274509803921
frozen_4d_margin,50,0.826470588235294
matched_random_mean_of_30_paths,50,0.7809999999999998
frozen_4d_margin,51,0.8276470588235293
matched_random_mean_of_30_paths,51,0.7815686274509802
frozen_4d_margin,52,0.8276470588235293
matched_random_mean_of_30_paths,52,0.7821960784313725
frozen_4d_margin,53,0.8311764705882351
matched_random_mean_of_30_paths,53,0.7821568627450981
frozen_4d_margin,54,0.8264705882352941
matched_random_mean_of_30_paths,54,0.7832352941176469
frozen_4d_margin,55,0.8258823529411764
matched_random_mean_of_30_paths,55,0.7837647058823529
frozen_4d_margin,56,0.83
matched_random_mean_of_30_paths,56,0.7844901960784313
frozen_4d_margin,57,0.8317647058823529
matched_random_mean_of_30_paths,57,0.7852156862745097
frozen_4d_margin,58,0.8305882352941175
matched_random_mean_of_30_paths,58,0.7860196078431372
frozen_4d_margin,59,0.8341176470588235
matched_random_mean_of_30_paths,59,0.7864117647058824
frozen_4d_margin,60,0.8329411764705881
matched_random_mean_of_30_paths,60,0.786843137254902
frozen_4d_margin,61,0.8352941176470587
matched_random_mean_of_30_paths,61,0.7870392156862746
frozen_4d_margin,62,0.8347058823529412
matched_random_mean_of_30_paths,62,0.7879607843137254
frozen_4d_margin,63,0.8376470588235293
matched_random_mean_of_30_paths,63,0.7884509803921569
frozen_4d_margin,64,0.8370588235294116
matched_random_mean_of_30_paths,64,0.7894313725490194
frozen_4d_margin,65,0.8388235294117646
matched_random_mean_of_30_paths,65,0.7900392156862747
frozen_4d_margin,66,0.8388235294117646
matched_random_mean_of_30_paths,66,0.7908235294117648
frozen_4d_margin,67,0.838235294117647
matched_random_mean_of_30_paths,67,0.791156862745098
frozen_4d_margin,68,0.84
matched_random_mean_of_30_paths,68,0.7913725490196079
frozen_4d_margin,69,0.836470588235294
matched_random_mean_of_30_paths,69,0.7917843137254902
frozen_4d_margin,70,0.838235294117647
matched_random_mean_of_30_paths,70,0.7921764705882353
frozen_4d_margin,71,0.8376470588235293
matched_random_mean_of_30_paths,71,0.7931764705882353
frozen_4d_margin,72,0.838235294117647
matched_random_mean_of_30_paths,72,0.7935490196078431
frozen_4d_margin,73,0.84
matched_random_mean_of_30_paths,73,0.7933137254901961
frozen_4d_margin,74,0.838235294117647
matched_random_mean_of_30_paths,74,0.793921568627451
frozen_4d_margin,75,0.834705882352941
matched_random_mean_of_30_paths,75,0.7941372549019607
frozen_4d_margin,76,0.8352941176470587
matched_random_mean_of_30_paths,76,0.7942156862745098
frozen_4d_margin,77,0.836470588235294
matched_random_mean_of_30_paths,77,0.7949019607843136
frozen_4d_margin,78,0.8358823529411764
matched_random_mean_of_30_paths,78,0.7959215686274511
frozen_4d_margin,79,0.8358823529411764
matched_random_mean_of_30_paths,79,0.7957647058823529
frozen_4d_margin,80,0.8329411764705881
matched_random_mean_of_30_paths,80,0.7958627450980393
