name,hash,P,VX,LS,ST,LS_micrometres,observed_conduction,first_observed_conduction_timestep,initial_emptiness_frame_count,screenshot_bug_frame_count,preconduction_screenshot_bug_frame_count,screenshot_bug_any,screenshot_bug_before_first_observed_conduction,first_label,first_non_initial_emptiness_label,first_non_empty_like_label,initial_empty_like_block_stored_frames,initial_empty_like_block_timestep_width,begins_initial_emptiness_then_bug,all_preconduction_bug_in_initial_empty_like_block,all_bug_frames_in_initial_empty_like_block,initial_empty_like_block_contains_bug,screenshot_bug_after_physical_regime,screenshot_bug_block_count,screenshot_bug_block_structure,stored_frame_count,label_sequence_rle,sequence_pattern_category
P-219p728507107_VX-0p99152217595_LS-6p49667790705e-05_ST-393p045172137_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p86536833974e-06_H-765e346b33,765e346b33,219.728507107,0.99152217595,6.49667790705e-05,393.045172137,64.9667790705,True,24349.0,0,94,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,8832.0,False,True,False,True,True,2,multiple_separated_blocks,427,Screenshot Bug × 32 → Forming Phase × 57 → Conduction × 276 → Screenshot Bug × 62,multiple_separated_bug_blocks
P-220p072225453_VX-0p425314653287_LS-7p24382024748e-05_ST-381p760927113_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1342474485e-05_H-ba17ade68b,ba17ade68b,220.072225453,0.425314653287,7.24382024748e-05,381.760927113,72.43820247480001,True,55551.0,0,30,30,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,30,19962.0,False,True,True,True,False,1,one_contiguous_block,184,Screenshot Bug × 30 → Forming Phase × 56 → Conduction × 98,initial_empty_like_block_bug_only
P-220p256246323_VX-0p736244453131_LS-5p8651582992e-05_ST-358p758060614_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-8p75110568607e-06_H-bf889bf790,bf889bf790,220.256246323,0.736244453131,5.8651582992e-05,358.758060614,58.651582991999994,True,29360.0,0,25,25,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,25,12035.0,False,True,True,True,False,1,one_contiguous_block,143,Screenshot Bug × 25 → Forming Phase × 35 → Conduction × 83,initial_empty_like_block_bug_only
P-220p462707704_VX-0p946752122114_LS-8p2300511791e-05_ST-313p968629329_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p0954420807e-06_H-b41989dc4b,b41989dc4b,220.462707704,0.946752122114,8.2300511791e-05,313.968629329,82.30051179099999,True,26620.0,1,57,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,9249.0,False,True,False,True,True,2,multiple_separated_blocks,409,Screenshot Bug × 32 → Initial Emptiness × 1 → Forming Phase × 61 → Conduction × 290 → Screenshot Bug × 25,multiple_separated_bug_blocks
P-221p576145741_VX-0p645163458122_LS-7p3903246332e-05_ST-318p590626589_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-9p98654362553e-06_H-bf889bf790,bf889bf790,221.576145741,0.645163458122,7.3903246332e-05,318.590626589,73.90324633200001,True,36259.0,1,25,25,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,26,13734.0,False,True,True,True,False,1,one_contiguous_block,127,Screenshot Bug × 25 → Initial Emptiness × 1 → Forming Phase × 40 → Conduction × 61,initial_empty_like_block_bug_only
P-222p052357041_VX-0p997941039436_LS-5p29599486117e-05_ST-383p923575745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p83407377027e-06_H-02b1b704be,02b1b704be,222.052357041,0.997941039436,5.29599486117e-05,383.923575745,52.9599486117,True,9307.0,112,0,0,False,False,Initial Emptiness,Conduction,Conduction,32,9041.0,False,,False,False,False,0,none,426,Initial Emptiness × 32 → Conduction × 314 → Initial Emptiness × 80,no_bug
P-223p161294482_VX-0p578452940205_LS-4p86833733719e-05_ST-359p100984903_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p33969415266e-06_H-1e85da8953,1e85da8953,223.161294482,0.578452940205,4.86833733719e-05,359.100984903,48.683373371900004,True,16055.0,31,0,0,False,False,Initial Emptiness,Conduction,Conduction,31,15597.0,False,,False,False,False,0,none,249,Initial Emptiness × 31 → Conduction × 125 → Keyhole × 5 → Conduction × 1 → Keyhole × 4 → Conduction × 8 → Keyhole × 4 → Conduction × 71,no_bug
P-223p185978023_VX-0p49812515056_LS-8p14092862216e-05_ST-313p14559396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p68455537246e-06_H-b40dbd8ddd,b40dbd8ddd,223.185978023,0.49812515056,8.14092862216e-05,313.14559396,81.4092862216,True,49559.0,0,32,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,16513.0,False,True,True,True,False,1,one_contiguous_block,218,Screenshot Bug × 32 → Forming Phase × 61 → Conduction × 125,initial_empty_like_block_bug_only
P-225p435545826_VX-0p86531734725_LS-6p64530039846e-05_ST-364p26873014_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p57497271764e-06_H-d9fce10048,d9fce10048,225.435545826,0.86531734725,6.64530039846e-05,364.26873014,66.4530039846,True,27901.0,0,36,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,10120.0,False,True,False,True,True,2,multiple_separated_blocks,375,Screenshot Bug × 33 → Forming Phase × 57 → Conduction × 282 → Screenshot Bug × 3,multiple_separated_bug_blocks
P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,5cefbb31d2,225.511353261,0.242923031869,6.38341457094e-05,340.774386379,63.834145709400005,True,36051.0,33,0,0,False,False,Initial Emptiness,Conduction,Conduction,33,34957.0,False,,False,False,False,0,none,107,Initial Emptiness × 33 → Conduction × 74,no_bug
P-226p380431899_VX-0p944850720806_LS-5p28066961668e-05_ST-329p382817534_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p10569606054e-06_H-5637cba0f4,5637cba0f4,226.380431899,0.944850720806,5.28066961668e-05,329.382817534,52.806696166799995,True,23586.0,0,94,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,9549.0,False,True,False,True,True,2,multiple_separated_blocks,405,Screenshot Bug × 33 → Forming Phase × 49 → Conduction × 262 → Screenshot Bug × 61,multiple_separated_bug_blocks
P-226p648480029_VX-0p577602942666_LS-6p93800013331e-05_ST-342p653362063_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p35196680396e-06_H-b4093437b1,b4093437b1,226.648480029,0.577602942666,6.93800013331e-05,342.653362063,69.3800013331,True,15161.0,30,0,0,False,False,Initial Emptiness,Conduction,Conduction,30,14702.0,False,,False,False,False,0,none,248,Initial Emptiness × 30 → Conduction × 218,no_bug
P-227p690023792_VX-0p392329282459_LS-7p92871102354e-05_ST-391p94840599_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p22961013075e-05_H-12074f4927,12074f4927,227.690023792,0.392329282459,7.92871102354e-05,391.94840599,79.28711023540001,True,21640.0,30,0,0,False,False,Initial Emptiness,Conduction,Conduction,30,20964.0,False,,False,False,False,0,none,170,Initial Emptiness × 30 → Conduction × 140,no_bug
P-227p786589532_VX-0p30483440954_LS-7p3391662288e-05_ST-359p259536614_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58253807708e-05_H-180177fd7b,180177fd7b,227.786589532,0.30483440954,7.3391662288e-05,359.259536614,73.39166228799999,True,67064.0,0,32,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,26979.0,False,True,True,True,False,1,one_contiguous_block,134,Screenshot Bug × 32 → Forming Phase × 45 → Conduction × 57,initial_empty_like_block_bug_only
P-228p027925635_VX-0p505215249994_LS-8p46696228038e-05_ST-384p613421136_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p54864407413e-06_H-8eb307dfff,8eb307dfff,228.027925635,0.505215249994,8.46696228038e-05,384.613421136,84.6696228038,True,46234.0,0,30,30,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,30,16282.0,False,True,True,True,False,1,one_contiguous_block,219,Screenshot Bug × 30 → Forming Phase × 56 → Conduction × 133,initial_empty_like_block_bug_only
P-228p907235932_VX-0p414638318501_LS-7p95917332413e-05_ST-340p25610662_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16345267376e-05_H-02b1b704be,02b1b704be,228.907235932,0.414638318501,7.95917332413e-05,340.25610662,79.59173324129999,True,20476.0,29,0,0,False,False,Initial Emptiness,Conduction,Conduction,29,19837.0,False,,False,False,False,0,none,179,Initial Emptiness × 29 → Conduction × 150,no_bug
P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,ba17ade68b,228.959503311,0.480404321045,6.0796636822e-05,336.115873803,60.796636821999996,True,48624.0,1,31,31,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,18226.0,False,True,True,True,False,1,one_contiguous_block,209,Screenshot Bug × 31 → Initial Emptiness × 1 → Forming Phase × 54 → Conduction × 76 → Keyhole × 47,initial_empty_like_block_bug_only
P-229p384485496_VX-0p374546448601_LS-5p61892687884e-05_ST-346p005476369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28798994652e-05_H-f404b6f8f4,f404b6f8f4,229.384485496,0.374546448601,5.61892687884e-05,346.005476369,56.1892687884,True,55994.0,0,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,23375.0,False,True,True,True,False,1,one_contiguous_block,164,Screenshot Bug × 33 → Forming Phase × 45 → Conduction × 86,initial_empty_like_block_bug_only
P-229p39632192_VX-0p478464286668_LS-6p73160020334e-05_ST-313p601802213_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00825092644e-05_H-73ae961aa0,73ae961aa0,229.39632192,0.478464286668,6.73160020334e-05,313.601802213,67.3160020334,True,49377.0,0,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,17746.0,False,True,True,True,False,1,one_contiguous_block,210,Screenshot Bug × 33 → Forming Phase × 56 → Conduction × 121,initial_empty_like_block_bug_only
P-229p433825146_VX-0p876957934743_LS-6p77377719261e-05_ST-358p900225798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-7p34693508648e-06_H-bf889bf790,bf889bf790,229.433825146,0.876957934743,6.77377719261e-05,358.900225798,67.73777192610001,True,27070.0,0,24,24,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,24,10103.0,False,True,True,True,False,1,one_contiguous_block,170,Screenshot Bug × 24 → Forming Phase × 41 → Conduction × 105,initial_empty_like_block_bug_only
P-232p272231119_VX-0p829414389208_LS-6p88203473429e-05_ST-337p761722106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p81629721619e-06_H-24e0a43587,24e0a43587,232.272231119,0.829414389208,6.88203473429e-05,337.761722106,68.8203473429,True,29430.0,1,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,10558.0,False,True,True,True,False,1,one_contiguous_block,359,Screenshot Bug × 33 → Initial Emptiness × 1 → Forming Phase × 58 → Conduction × 267,initial_empty_like_block_bug_only
P-234p126702838_VX-0p687075747958_LS-6p17120592739e-05_ST-378p601004081_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p02123545672e-06_H-9aef4c9512,9aef4c9512,234.126702838,0.687075747958,6.17120592739e-05,378.601004081,61.7120592739,True,32441.0,0,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,12746.0,False,True,True,True,False,1,one_contiguous_block,300,Screenshot Bug × 33 → Forming Phase × 50 → Conduction × 217,initial_empty_like_block_bug_only
P-234p345987256_VX-0p872091919433_LS-7p00578367301e-05_ST-333p182550298_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p53166529298e-06_H-b41981edcb,b41981edcb,234.345987256,0.872091919433,7.00578367301e-05,333.182550298,70.0578367301,True,10041.0,32,0,0,False,False,Initial Emptiness,Conduction,Conduction,32,9737.0,False,,False,False,False,0,none,378,Initial Emptiness × 32 → Conduction × 346,no_bug
P-235p890696826_VX-0p62852965691_LS-7p09715556056e-05_ST-349p581827429_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p6752473809e-06_H-765072ed36,765072ed36,235.890696826,0.62852965691,7.09715556056e-05,349.581827429,70.9715556056,True,13933.0,33,0,0,False,False,Initial Emptiness,Conduction,Conduction,33,13511.0,False,,False,False,False,0,none,274,Initial Emptiness × 33 → Conduction × 241,no_bug
P-236p206080041_VX-0p584146530445_LS-8p43378292301e-05_ST-319p849522294_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p25840838144e-06_H-b41981edcb,b41981edcb,236.206080041,0.584146530445,8.43378292301e-05,319.849522294,84.3378292301,True,14537.0,31,0,0,False,False,Initial Emptiness,Conduction,Conduction,31,13629.0,False,,False,False,False,0,none,255,Initial Emptiness × 31 → Conduction × 224,no_bug
P-236p763849841_VX-0p800191513041_LS-6p78517796151e-05_ST-355p994293515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p02870753363e-06_H-eb41f0639c,eb41f0639c,236.763849841,0.800191513041,6.78517796151e-05,355.994293515,67.8517796151,True,30174.0,1,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,10944.0,False,True,True,True,False,1,one_contiguous_block,348,Screenshot Bug × 33 → Initial Emptiness × 1 → Forming Phase × 57 → Conduction × 257,initial_empty_like_block_bug_only
P-237p061390501_VX-0p937687434899_LS-4p7428723532e-05_ST-371p522412287_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p14470006046e-06_H-6445dc47a6,6445dc47a6,237.061390501,0.937687434899,4.7428723532e-05,371.522412287,47.428723532,True,20655.0,0,93,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,9622.0,False,True,False,True,True,2,multiple_separated_blocks,403,Screenshot Bug × 33 → Forming Phase × 38 → Conduction × 272 → Screenshot Bug × 60,multiple_separated_bug_blocks
P-237p334710533_VX-0p878374904385_LS-5p83506544001e-05_ST-382p29609677_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p49209748472e-06_H-8773df93d2,8773df93d2,237.334710533,0.878374904385,5.83506544001e-05,382.29609677,58.3506544001,True,25975.0,1,50,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,34,10272.0,False,True,False,True,True,2,multiple_separated_blocks,379,Screenshot Bug × 33 → Initial Emptiness × 1 → Forming Phase × 51 → Conduction × 277 → Screenshot Bug × 17,multiple_separated_bug_blocks
P-238p319282705_VX-0p253960262605_LS-5p92121677448e-05_ST-384p128817665_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p89955725889e-05_H-452de4062d,452de4062d,238.319282705,0.253960262605,5.92121677448e-05,384.128817665,59.2121677448,True,81551.0,0,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,33436.0,False,True,True,True,False,1,one_contiguous_block,112,Screenshot Bug × 33 → Forming Phase × 45 → Conduction × 34,initial_empty_like_block_bug_only
P-238p568860016_VX-0p692328357435_LS-6p05159821767e-05_ST-343p889085336_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p96796621315e-06_H-eb41f0639c,eb41f0639c,238.568860016,0.692328357435,6.05159821767e-05,343.889085336,60.5159821767,True,35264.0,0,33,33,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,33,12649.0,False,True,True,True,False,1,one_contiguous_block,301,Screenshot Bug × 33 → Forming Phase × 58 → Conduction × 210,initial_empty_like_block_bug_only
P-240p150803131_VX-0p464417169926_LS-7p86781365033e-05_ST-312p042470117_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03874725471e-05_H-0744488b5e,0744488b5e,240.150803131,0.464417169926,7.86781365033e-05,312.042470117,78.67813650330001,True,54875.0,0,32,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,17711.0,False,True,True,True,False,1,one_contiguous_block,204,Screenshot Bug × 32 → Forming Phase × 64 → Conduction × 108,initial_empty_like_block_bug_only
P-240p318887809_VX-0p361018894241_LS-4p85509578057e-05_ST-398p513006139_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33625155912e-05_H-3a501d5f99,3a501d5f99,240.318887809,0.361018894241,4.85509578057e-05,398.513006139,48.5509578057,True,24985.0,34,0,0,False,False,Initial Emptiness,Conduction,Conduction,34,24251.0,False,,False,False,False,0,none,159,Initial Emptiness × 34 → Conduction × 36 → Keyhole × 36 → Conduction × 53,no_bug
P-243p325077963_VX-0p998321353283_LS-5p70160449472e-05_ST-337p156153016_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p83223221376e-06_H-d7a336064e,d7a336064e,243.325077963,0.998321353283,5.70160449472e-05,337.156153016,57.0160449472,True,9037.0,111,0,0,False,False,Initial Emptiness,Conduction,Conduction,33,8771.0,False,,False,False,False,0,none,424,Initial Emptiness × 33 → Conduction × 313 → Initial Emptiness × 78,no_bug
P-243p936893462_VX-0p545516283598_LS-5p6904291389e-05_ST-360p082453969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p84322017154e-06_H-e0ed0fec98,e0ed0fec98,243.936893462,0.545516283598,5.6904291389e-05,360.082453969,56.904291389,True,16538.0,34,0,0,False,False,Initial Emptiness,Conduction,Conduction,34,16052.0,False,,False,False,False,0,none,238,Initial Emptiness × 34 → Conduction × 80 → Keyhole × 5 → Conduction × 6 → Keyhole × 12 → Conduction × 2 → Keyhole × 3 → Conduction × 9 → Keyhole × 9 → Conduction × 1 → Keyhole × 1 → Conduction × 4 → Keyhole × 19 → Conduction × 53,no_bug
P-244p346847818_VX-0p692297386822_LS-7p87344285445e-05_ST-312p797130588_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p96827793206e-06_H-9bd689b964,9bd689b964,244.346847818,0.692297386822,7.87344285445e-05,312.797130588,78.73442854449999,True,41021.0,1,29,29,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,30,12266.0,False,True,True,True,False,1,one_contiguous_block,300,Screenshot Bug × 29 → Initial Emptiness × 1 → Forming Phase × 74 → Conduction × 196,initial_empty_like_block_bug_only
P-244p476502118_VX-0p49526990633_LS-8p73976519147e-05_ST-336p403249939_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p74038709269e-06_H-f06f0c9a83,f06f0c9a83,244.476502118,0.49526990633,8.73976519147e-05,336.403249939,87.3976519147,True,47164.0,1,31,31,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,16609.0,False,True,True,True,False,1,one_contiguous_block,217,Screenshot Bug × 31 → Initial Emptiness × 1 → Forming Phase × 56 → Conduction × 129,initial_empty_like_block_bug_only
P-246p298220115_VX-0p718479932945_LS-4p8795144948e-05_ST-311p768373355_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p71434285331e-06_H-0b12abf205,0b12abf205,246.298220115,0.718479932945,4.8795144948e-05,311.768373355,48.795144948,True,12928.0,35,0,0,False,False,Initial Emptiness,Conduction,Conduction,35,12558.0,False,,False,False,False,0,none,314,Initial Emptiness × 35 → Conduction × 279,no_bug
P-246p351544569_VX-0p710899222357_LS-7p68583817855e-05_ST-368p835081824_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p78594159524e-06_H-f404b6f8f4,f404b6f8f4,246.351544569,0.710899222357,7.68583817855e-05,368.835081824,76.8583817855,True,39200.0,0,32,32,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,32,11945.0,False,True,True,True,False,1,one_contiguous_block,309,Screenshot Bug × 32 → Forming Phase × 72 → Conduction × 205,initial_empty_like_block_bug_only
P-246p882256304_VX-0p912145169038_LS-8p52944569156e-05_ST-321p903093968_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p288764077e-06_H-0b12abf205,0b12abf205,246.882256304,0.912145169038,8.52944569156e-05,321.903093968,85.2944569156,True,9600.0,31,0,0,False,False,Initial Emptiness,Conduction,Conduction,31,9309.0,False,,False,False,False,0,none,394,Initial Emptiness × 31 → Conduction × 363,no_bug
P-247p324665735_VX-0p977977830338_LS-8p14476523525e-05_ST-343p514293063_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p93275047078e-06_H-b40dbd8ddd,b40dbd8ddd,247.324665735,0.977977830338,8.14476523525e-05,343.514293063,81.4476523525,True,25771.0,0,65,30,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,30,8683.0,False,True,False,True,True,2,multiple_separated_blocks,423,Screenshot Bug × 30 → Forming Phase × 62 → Conduction × 296 → Screenshot Bug × 35,multiple_separated_bug_blocks
P-248p695097131_VX-0p887957223036_LS-5p04400481913e-05_ST-333p269518536_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-7p25592725977e-06_H-bf889bf790,bf889bf790,248.695097131,0.887957223036,5.04400481913e-05,333.269518536,50.4400481913,True,29531.0,0,26,26,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,26,9978.0,False,True,True,True,False,1,one_contiguous_block,174,Screenshot Bug × 26 → Forming Phase × 48 → Conduction × 100,initial_empty_like_block_bug_only
P-52p5445860993_VX-0p633129978235_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p95323714861e-06_H-306f9d252b,306f9d252b,52.5445860993,0.633129978235,4.5e-05,300.0,45.0,True,13322.0,2,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,2,163.0,False,,False,False,False,0,none,424,Initial Emptiness × 2 → Forming Phase × 79 → Conduction × 111 → Forming Phase × 1 → Conduction × 231,no_bug
P-53p4525830151_VX-0p394191978834_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-4p7433308439e-06_H-306f9d252b,306f9d252b,53.4525830151,0.394191978834,4.5e-05,300.0,45.0,True,9915.0,2,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,2,261.0,False,,False,False,False,0,none,265,Initial Emptiness × 2 → Forming Phase × 36 → Conduction × 227,no_bug
P-55p2363598851_VX-0p252312006514_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p41059847866e-06_H-fb250c7cf9,fb250c7cf9,55.2363598851,0.252312006514,4.5e-05,300.0,45.0,True,14268.0,1,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,1,0.0,False,,False,False,False,0,none,170,Initial Emptiness × 1 → Forming Phase × 34 → Conduction × 135,no_bug
P-59p3859586774_VX-0p222677981218_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p39680224058e-06_H-306f9d252b,306f9d252b,59.3859586774,0.222677981218,4.5e-05,300.0,45.0,True,15242.0,1,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,1,0.0,False,,False,False,False,0,none,150,Initial Emptiness × 1 → Forming Phase × 32 → Conduction × 117,no_bug
P-63p4364244112_VX-0p87794698955_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p12972194663e-06_H-306f9d252b,306f9d252b,63.4364244112,0.87794698955,4.5e-05,300.0,45.0,True,5389.0,3,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,3,235.0,False,,False,False,False,0,none,587,Initial Emptiness × 3 → Forming Phase × 42 → Conduction × 542,no_bug
P-67p3007401579_VX-0p639039009111_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p92592931724e-06_H-306f9d252b,306f9d252b,67.3007401579,0.639039009111,4.5e-05,300.0,45.0,True,8852.0,2,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,2,161.0,False,,False,False,False,0,none,429,Initial Emptiness × 2 → Forming Phase × 53 → Conduction × 374,no_bug
P-71p6599397131_VX-0p537693260466_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p47741567376e-06_H-306f9d252b,306f9d252b,71.6599397131,0.537693260466,4.5e-05,300.0,45.0,True,10329.0,2,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,2,192.0,False,,False,False,False,0,none,361,Initial Emptiness × 2 → Forming Phase × 52 → Conduction × 307,no_bug
P-71p8781037338_VX-0p56768277259_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p29371096306e-06_H-306f9d252b,306f9d252b,71.8781037338,0.56768277259,4.5e-05,300.0,45.0,True,8696.0,2,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,2,182.0,False,,False,False,False,0,none,381,Initial Emptiness × 2 → Forming Phase × 46 → Conduction × 333,no_bug
P-72p876222127_VX-0p956216556443_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p95539698515e-06_H-306f9d252b,306f9d252b,72.876222127,0.956216556443,4.5e-05,300.0,45.0,True,4840.0,2,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,2,108.0,False,,False,False,False,0,none,640,Initial Emptiness × 2 → Forming Phase × 43 → Conduction × 595,no_bug
P-74p5163352518_VX-0p201002332148_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p30229491189e-06_H-fb250c7cf9,fb250c7cf9,74.5163352518,0.201002332148,4.5e-05,300.0,45.0,True,21999.0,1,0,0,False,False,Initial Emptiness,Forming Phase,Forming Phase,1,0.0,False,,False,False,False,0,none,136,Initial Emptiness × 1 → Forming Phase × 42 → Conduction × 93,no_bug
P-76p2867092863_VX-0p693142102976_LS-5p97726511316e-05_ST-352p808802476_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p95978585387e-06_H-0744488b5e,0744488b5e,76.2867092863,0.693142102976,5.97726511316e-05,352.808802476,59.7726511316,True,28708.0,0,44,36,True,True,Screenshot Bug,Screenshot Bug,Forming Phase,36,14548.0,False,True,False,True,True,2,multiple_separated_blocks,299,Screenshot Bug × 36 → Forming Phase × 36 → Conduction × 219 → Screenshot Bug × 8,multiple_separated_bug_blocks
P-76p6986127633_VX-0p686212461643_LS-6p4052091323e-05_ST-393p159111444_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0300684885e-06_H-b41981edcb,b41981edcb,76.6986127633,0.686212461643,6.4052091323e-05,393.159111444,64.052091323,True,15081.0,35,0,0,False,False,Initial Emptiness,Conduction,Conduction,35,14695.0,False,,False,False,False,0,none,293,Initial Emptiness × 35 → Conduction × 258,no_bug
