family,model,repeat,roc_auc,pr_auc,balanced_accuracy,brier_score,log_loss
pair_plane,pair_P_LS,2,0.9752021785773229,0.8639449717137977,0.8524715299554382,0.046592060650107014,0.1669681516969521
pair_plane,pair_P_LS,3,0.9760686581944216,0.873580895158939,0.8661701600924245,0.046063314472053134,0.1604838657976196
pair_plane,pair_P_LS,4,0.9767700940749299,0.8743679723011558,0.8661701600924245,0.04607403229664601,0.16117922034463325
pair_plane,pair_P_LS,5,0.9760686581944216,0.8733629542990877,0.8661701600924245,0.04610201739124426,0.16045208870659844
pair_plane,pair_P_ST,1,0.9246162733124278,0.816829091714095,0.8517907245420036,0.061051777700707355,0.22545556500478284
pair_plane,pair_P_ST,2,0.9234197062221489,0.81737934465879,0.846447433569896,0.06157189313752636,0.2275258367472969
pair_plane,pair_P_ST,3,0.9202426142927876,0.813846988582241,0.8517907245420036,0.06221408694305687,0.230575286138501
pair_plane,pair_P_ST,4,0.9229658359465258,0.8037496117907732,0.846447433569896,0.0620225231394751,0.22973384693429985
pair_plane,pair_P_ST,5,0.9264317544149199,0.8193675892993008,0.8532967486383891,0.060709034025288044,0.22364937803959395
pair_plane,pair_P_VX,1,0.9553969301864993,0.8805633127825219,0.8608268691203169,0.053186023009565125,0.1869403375199843
pair_plane,pair_P_VX,2,0.956717280079221,0.8819220186639786,0.8676761841888101,0.05305871419186882,0.18360371453537966
pair_plane,pair_P_VX,3,0.9568410628816637,0.8819440454121937,0.8608268691203169,0.053045159744785186,0.18383280535408245
pair_plane,pair_P_VX,4,0.9558508004621225,0.8798871375020882,0.8676761841888101,0.053141650299955344,0.18578436801487555
pair_plane,pair_P_VX,5,0.9571298894206965,0.8827885395715076,0.8676761841888101,0.052506851418146774,0.18343739632326472
pair_plane,pair_VX_LS,1,0.8937118336359136,0.6538820500684376,0.7674121142102657,0.09085677163771938,0.30166675696593653
pair_plane,pair_VX_LS,2,0.8949084007261925,0.6507688098622268,0.7339907575507509,0.09090993588064664,0.2992205615403446
pair_plane,pair_VX_LS,3,0.897507839577488,0.6626155635294769,0.7560447268526159,0.0900745947968028,0.29622677376500306
pair_plane,pair_VX_LS,4,0.8958986631457335,0.647835458806022,0.7575507509490015,0.09081748009467458,0.2989702044513967
pair_plane,pair_VX_LS,5,0.8966826208945369,0.6633474599800329,0.7628940419211091,0.09031807524936995,0.29746178108096477
pair_plane,pair_VX_ST,1,0.5910216207294934,0.21914610563665993,0.5,0.14633180173731675,0.4667787346833045
pair_plane,pair_VX_ST,2,0.5964680640369697,0.21963741343609106,0.5,0.14593377971211471,0.46480359821012646
pair_plane,pair_VX_ST,3,0.5951889750783957,0.21973290480612206,0.5,0.14599028585109483,0.46528788027616635
pair_plane,pair_VX_ST,4,0.5904852285855751,0.21406686309875772,0.5,0.14641070249700533,0.46617320216593877
pair_plane,pair_VX_ST,5,0.6052153820762503,0.229806515893203,0.5,0.1452434502733875,0.4627307957589293
physical_score,areal_P_over_VX_LS__log,1,0.963855421686747,0.8501169509209826,0.8153573196897177,0.06242608892957735,0.18556953294004666
physical_score,areal_P_over_VX_LS__log,2,0.963484073279419,0.848514614503271,0.8138512955933321,0.062211278245043335,0.18479923526836534
physical_score,areal_P_over_VX_LS__log,3,0.9642267700940749,0.8538032414171234,0.8138512955933321,0.06203707284090348,0.18369993287441647
physical_score,areal_P_over_VX_LS__log,4,0.9633190295428289,0.8493343955255218,0.8207006106618253,0.0623008972438411,0.18520102770069768
physical_score,areal_P_over_VX_LS__log,5,0.9638141607525994,0.8513285317474854,0.8207006106618253,0.061893660436955586,0.18394744897989382
physical_score,areal_P_over_VX_LS__raw,1,0.9640204654233371,0.8514457242592101,0.8115200528139956,0.06500092830673485,0.19733145475938912
physical_score,areal_P_over_VX_LS__raw,2,0.9637316388843042,0.849963478431757,0.803164713649117,0.06472429459380627,0.1962399497025425
physical_score,areal_P_over_VX_LS__raw,3,0.9642267700940749,0.8536204203875943,0.8115200528139956,0.06451611501292501,0.19484652568132374
physical_score,areal_P_over_VX_LS__raw,4,0.9635665951477141,0.8503707941121036,0.8130260769103812,0.06471322399713568,0.19625130121561896
physical_score,areal_P_over_VX_LS__raw,5,0.9639792044891896,0.8515323417767363,0.8046707377455025,0.06439670211930801,0.1952835001235176
physical_score,irradiance_P_over_LS2__log,1,0.9720250866479617,0.8730232791701188,0.8768567420366398,0.04573849218600221,0.16011902042068535
physical_score,irradiance_P_over_LS2__log,2,0.9720250866479617,0.854838178523805,0.8578148209275458,0.04543903317976442,0.16233457300664195
physical_score,irradiance_P_over_LS2__log,3,0.9749133520382902,0.8784027386429037,0.864664135996039,0.04473198384280688,0.15518227039893592
physical_score,irradiance_P_over_LS2__log,4,0.9733454365406834,0.8735528032350708,0.8783627661330253,0.045016210980416575,0.15815712444374377
physical_score,irradiance_P_over_LS2__log,5,0.9737580458821586,0.8682844134907124,0.8920613962700116,0.04505934129453653,0.15744045827387493
physical_score,irradiance_P_over_LS2__raw,1,0.9713236507674534,0.8717608938856882,0.8471282389833306,0.047563988638459925,0.18414460982941908
physical_score,irradiance_P_over_LS2__raw,2,0.9717362601089289,0.8535047711183337,0.8539775540518237,0.047897726139797654,0.19534407081337563
physical_score,irradiance_P_over_LS2__raw,3,0.9748720911041425,0.8699155507982286,0.8471282389833306,0.04670327737586546,0.17951143660973995
physical_score,irradiance_P_over_LS2__raw,4,0.9730978709357979,0.8665061661904203,0.845622214886945,0.04736290119964527,0.18412226267042398
physical_score,irradiance_P_over_LS2__raw,5,0.9735517412114211,0.8674188323339719,0.8402789239148374,0.047223822756095046,0.18251518774652112
physical_score,keyhole_process_score_h__log,1,0.9896847664631128,0.9538228635429143,0.9239767288331409,0.029720209249590825,0.1031644642305496
physical_score,keyhole_process_score_h__log,2,0.9883644165703911,0.937460839201138,0.9239767288331409,0.0297483045563412,0.11209741949964629
physical_score,keyhole_process_score_h__log,3,0.990303680475326,0.9547916779986615,0.9224707047367553,0.02870567526010649,0.10048224327453845
physical_score,keyhole_process_score_h__log,4,0.9903036804753259,0.9545168018090546,0.9224707047367553,0.029177071342352697,0.10129134667245761
physical_score,keyhole_process_score_h__log,5,0.9901386367387358,0.9544681282601005,0.9224707047367553,0.028992697051742494,0.10161503982747941
physical_score,keyhole_process_score_h__raw,1,0.9898498101997029,0.9547893888099029,0.9201394619574187,0.03005136726309768,0.11256789630236
physical_score,keyhole_process_score_h__raw,2,0.9882818947020962,0.9394728424283443,0.9201394619574187,0.030345334118535218,0.12640067913226752
physical_score,keyhole_process_score_h__raw,3,0.990303680475326,0.9548996786729277,0.9186334378610331,0.029236474292036026,0.1106349512527115
physical_score,keyhole_process_score_h__raw,4,0.9903036804753259,0.9545168018090546,0.9254827529295263,0.029614891413647253,0.11119916902812618
physical_score,keyhole_process_score_h__raw,5,0.9902211586070309,0.9547497858020321,0.9201394619574187,0.0295701529203496,0.11173616535718611
physical_score,king_style_P_over_LS_sqrtVX__log,1,0.9874979369532926,0.9485272901828875,0.9209646806403697,0.03251532574065704,0.10883800665036628
physical_score,king_style_P_over_LS_sqrtVX__log,2,0.9871265885459646,0.9462251395603055,0.9278139957088628,0.032470450485135215,0.1118613807560021
physical_score,king_style_P_over_LS_sqrtVX__log,3,0.9879518072289156,0.950178958121937,0.9224707047367553,0.03152398810054571,0.10650211595302657
physical_score,king_style_P_over_LS_sqrtVX__log,4,0.987745502558178,0.9492559870101167,0.9209646806403697,0.031866433855232267,0.1071100574586985
physical_score,king_style_P_over_LS_sqrtVX__log,5,0.9877042416240304,0.9499196816509275,0.9239767288331409,0.031909400251010515,0.10773152944184838
physical_score,king_style_P_over_LS_sqrtVX__raw,1,0.9875804588215877,0.949283538806802,0.9132901468889256,0.0320568539624997,0.11268417408344741
physical_score,king_style_P_over_LS_sqrtVX__raw,2,0.9870853276118172,0.9461440094261148,0.9186334378610331,0.032149673287756385,0.11750969624253084
physical_score,king_style_P_over_LS_sqrtVX__raw,3,0.9879518072289156,0.950178958121937,0.9201394619574187,0.031172763481737014,0.11061939047841438
physical_score,king_style_P_over_LS_sqrtVX__raw,4,0.9877867634923255,0.9497633436818569,0.9201394619574187,0.03148582295725249,0.11113198958276983
physical_score,king_style_P_over_LS_sqrtVX__raw,5,0.9876629806898829,0.94984066774448,0.9186334378610331,0.03161080241623543,0.11218605943204217
physical_score,linear_energy_P_over_VX__log,1,0.9007674533751444,0.6487708388963143,0.6950816966496121,0.09877816805067963,0.29667825445645235
physical_score,linear_energy_P_over_VX__log,2,0.9015514111239479,0.6510755924191245,0.692069648456841,0.09850361990823016,0.2955440969184755
physical_score,linear_energy_P_over_VX__log,3,0.9009324971117345,0.6476558469594557,0.692069648456841,0.09861736414546467,0.2960877602665664
physical_score,linear_energy_P_over_VX__log,4,0.9011388017824723,0.6494760059275911,0.692069648456841,0.09852201124710773,0.29600991745605215
physical_score,linear_energy_P_over_VX__log,5,0.9012625845849149,0.6495045917969893,0.6905636243604555,0.09813257488874148,0.2946434025150588
physical_score,linear_energy_P_over_VX__raw,1,0.9003548440336689,0.6472687573651857,0.6745337514441326,0.10205039064727862,0.3176438836439132
physical_score,linear_energy_P_over_VX__raw,2,0.9016339329922429,0.6514933357209854,0.6676844363756396,0.10160208153040812,0.3158789865359595
physical_score,linear_energy_P_over_VX__raw,3,0.9008087143092919,0.6479649083519301,0.6745337514441326,0.10180090070297548,0.3170662920267447
physical_score,linear_energy_P_over_VX__raw,4,0.9013038455190625,0.6497105395623292,0.6676844363756396,0.10183853102757888,0.3173633118873173
physical_score,linear_energy_P_over_VX__raw,5,0.9016751939263905,0.6506933834543565,0.6745337514441326,0.10135559337920953,0.3154775135113402
physical_score,volumetric_P_over_VX_LS2__log,1,0.9801534906750289,0.9121020135776511,0.9050792209935632,0.04417077092586778,0.14002590040940727
physical_score,volumetric_P_over_VX_LS2__log,2,0.9798234032018485,0.9089480266609681,0.9050792209935632,0.04381346745879402,0.13889100825285286
physical_score,volumetric_P_over_VX_LS2__log,3,0.9801947516091765,0.9113050907794366,0.9050792209935632,0.043395568893101484,0.13735203664898282
physical_score,volumetric_P_over_VX_LS2__log,4,0.979699620399406,0.9087613034579852,0.9065852450899488,0.04421657395087368,0.13960499962601758
physical_score,volumetric_P_over_VX_LS2__log,5,0.9799471860042911,0.9101073034692095,0.9050792209935632,0.043341703241523304,0.1378043902288064
physical_score,volumetric_P_over_VX_LS2__raw,1,0.9800709688067337,0.911381746848516,0.9027479782142267,0.045425164602959214,0.15048043692769666
physical_score,volumetric_P_over_VX_LS2__raw,2,0.9799884469384387,0.9098120228618601,0.9042540023106123,0.044766296804973085,0.1482636843923845
physical_score,volumetric_P_over_VX_LS2__raw,3,0.9801122297408814,0.910615900950397,0.8974046872421191,0.04453614552629905,0.14686492798585546
physical_score,volumetric_P_over_VX_LS2__raw,4,0.979699620399406,0.9089453991516875,0.8974046872421191,0.04535701809198711,0.14918880017795358
physical_score,volumetric_P_over_VX_LS2__raw,5,0.9800297078725863,0.9106057408657249,0.8974046872421191,0.04431771494508087,0.14701086679105302
