boundary_definition,quantile,method,method_label,budget,run_count,mean_accuracy,median_accuracy,sd_accuracy,q25_accuracy,q75_accuracy,iqr_accuracy,ci95_accuracy_lower,ci95_accuracy_upper,mean_error,accuracy_identity_max_abs_error,interval_type
B1,20,binary_uncertainty_repulsion,Binary,20,20,0.776470588235,0.764705882353,0.0677445790544,0.75,0.823529411765,0.0735294117647,0.744765149281,0.80817602719,0.223529411765,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,20,20,0.752941176471,0.764705882353,0.107283471309,0.691176470588,0.823529411765,0.132352941176,0.702730966327,0.803151386614,0.247058823529,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,20,20,0.729411764706,0.705882352941,0.0903261054059,0.705882352941,0.764705882353,0.0588235294118,0.6871378461,0.771685683312,0.270588235294,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,21,20,0.788235294118,0.764705882353,0.0644379479418,0.764705882353,0.823529411765,0.0588235294118,0.758077406161,0.818393182075,0.211764705882,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,21,20,0.773529411765,0.823529411765,0.099671651795,0.705882352941,0.823529411765,0.117647058824,0.726881642813,0.820177180716,0.226470588235,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,21,20,0.729411764706,0.705882352941,0.0923202994907,0.705882352941,0.779411764706,0.0735294117647,0.686204534539,0.772618994873,0.270588235294,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,22,20,0.779411764706,0.764705882353,0.0951855055086,0.705882352941,0.882352941176,0.176470588235,0.734863576845,0.823959952566,0.220588235294,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,22,20,0.794117647059,0.794117647059,0.103657393454,0.705882352941,0.823529411765,0.117647058824,0.745604493591,0.842630800527,0.205882352941,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,22,20,0.732352941176,0.705882352941,0.09047719462,0.705882352941,0.779411764706,0.0735294117647,0.690008310642,0.774697571711,0.267647058824,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,23,20,0.779411764706,0.764705882353,0.0710895511034,0.75,0.823529411765,0.0735294117647,0.746140830644,0.812682698768,0.220588235294,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,23,20,0.773529411765,0.764705882353,0.0745898760453,0.705882352941,0.823529411765,0.117647058824,0.738620275202,0.808438548327,0.226470588235,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,23,20,0.726470588235,0.705882352941,0.0815864372872,0.705882352941,0.764705882353,0.0588235294118,0.688286960216,0.764654216254,0.273529411765,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,24,20,0.770588235294,0.764705882353,0.080745028371,0.705882352941,0.823529411765,0.117647058824,0.73279839877,0.808378071819,0.229411764706,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,24,20,0.8,0.823529411765,0.0772878453332,0.764705882353,0.823529411765,0.0588235294118,0.763828174943,0.836171825057,0.2,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,24,20,0.726470588235,0.705882352941,0.0837888962183,0.705882352941,0.779411764706,0.0735294117647,0.687256177707,0.765684998763,0.273529411765,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,25,20,0.782352941176,0.764705882353,0.0716636348621,0.764705882353,0.823529411765,0.0588235294118,0.748813327645,0.815892554708,0.217647058824,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,25,20,0.797058823529,0.823529411765,0.0884414516279,0.75,0.838235294118,0.0882352941176,0.755666950043,0.838450697016,0.202941176471,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,25,20,0.726470588235,0.705882352941,0.0900737268589,0.705882352941,0.779411764706,0.0735294117647,0.684314786425,0.768626390045,0.273529411765,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,26,20,0.782352941176,0.794117647059,0.0765776816191,0.764705882353,0.823529411765,0.0588235294118,0.746513482968,0.818192399384,0.217647058824,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,26,20,0.797058823529,0.823529411765,0.0884414516279,0.75,0.838235294118,0.0882352941176,0.755666950043,0.838450697016,0.202941176471,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,26,20,0.720588235294,0.705882352941,0.0989380878098,0.691176470588,0.779411764706,0.0882352941176,0.674283784856,0.766892685733,0.279411764706,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,27,20,0.794117647059,0.823529411765,0.0798377520633,0.764705882353,0.838235294118,0.0735294117647,0.756752428917,0.831482865201,0.205882352941,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,27,20,0.788235294118,0.794117647059,0.0942723187278,0.705882352941,0.838235294118,0.132352941176,0.744114490826,0.832356097409,0.211764705882,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,27,20,0.738235294118,0.705882352941,0.0750766014448,0.705882352941,0.779411764706,0.0735294117647,0.703098363056,0.773372225179,0.261764705882,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,28,20,0.782352941176,0.823529411765,0.0789200462647,0.75,0.823529411765,0.0735294117647,0.745417222569,0.819288659784,0.217647058824,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,28,20,0.785294117647,0.794117647059,0.0978274286246,0.705882352941,0.838235294118,0.132352941176,0.739509471708,0.831078763586,0.214705882353,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,28,20,0.747058823529,0.735294117647,0.0834076642938,0.705882352941,0.779411764706,0.0735294117647,0.708022835034,0.786094812025,0.252941176471,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,29,20,0.797058823529,0.823529411765,0.0863577326346,0.75,0.838235294118,0.0882352941176,0.756642160551,0.837475486508,0.202941176471,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,29,20,0.788235294118,0.823529411765,0.0882868786261,0.705882352941,0.838235294118,0.132352941176,0.746915763023,0.829554825212,0.211764705882,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,29,20,0.755882352941,0.764705882353,0.0668651812805,0.705882352941,0.779411764706,0.0735294117647,0.724588484814,0.787176221068,0.244117647059,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,30,20,0.797058823529,0.794117647059,0.0774643690012,0.764705882353,0.838235294118,0.0735294117647,0.760804382853,0.833313264206,0.202941176471,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,30,20,0.791176470588,0.823529411765,0.09047719462,0.705882352941,0.882352941176,0.176470588235,0.748831840054,0.833521101123,0.208823529412,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,30,20,0.773529411765,0.764705882353,0.0721069846006,0.705882352941,0.823529411765,0.117647058824,0.739782304168,0.807276519361,0.226470588235,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,31,20,0.797058823529,0.794117647059,0.0726103553513,0.764705882353,0.823529411765,0.0588235294118,0.76307613117,0.831041515889,0.202941176471,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,31,20,0.791176470588,0.823529411765,0.0884414516279,0.705882352941,0.882352941176,0.176470588235,0.749784597102,0.832568344075,0.208823529412,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,31,20,0.767647058824,0.764705882353,0.0700573431125,0.705882352941,0.823529411765,0.117647058824,0.734859212971,0.800434904676,0.232352941176,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,32,20,0.8,0.794117647059,0.0698621062914,0.764705882353,0.823529411765,0.0588235294118,0.767303527793,0.832696472207,0.2,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,32,20,0.788235294118,0.794117647059,0.0861994231841,0.705882352941,0.882352941176,0.176470588235,0.747892722242,0.828577865993,0.211764705882,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,32,20,0.773529411765,0.764705882353,0.0695354934399,0.705882352941,0.823529411765,0.117647058824,0.740985799077,0.806073024452,0.226470588235,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,33,20,0.802941176471,0.764705882353,0.0745898760453,0.764705882353,0.838235294118,0.0735294117647,0.768032039908,0.837850313033,0.197058823529,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,33,20,0.788235294118,0.823529411765,0.0961847309014,0.705882352941,0.882352941176,0.176470588235,0.743219454378,0.833251133857,0.211764705882,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,33,20,0.770588235294,0.764705882353,0.080745028371,0.705882352941,0.823529411765,0.117647058824,0.73279839877,0.808378071819,0.229411764706,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,34,20,0.802941176471,0.794117647059,0.0978274286246,0.764705882353,0.882352941176,0.117647058824,0.757156530531,0.84872582241,0.197058823529,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,34,20,0.788235294118,0.823529411765,0.0882868786261,0.75,0.882352941176,0.132352941176,0.746915763023,0.829554825212,0.211764705882,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,34,20,0.776470588235,0.764705882353,0.0703815343078,0.705882352941,0.823529411765,0.117647058824,0.743531016233,0.809410160237,0.223529411765,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,35,20,0.808823529412,0.794117647059,0.100761984894,0.764705882353,0.882352941176,0.117647058824,0.761665468862,0.855981589961,0.191176470588,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,35,20,0.788235294118,0.823529411765,0.0861994231841,0.705882352941,0.882352941176,0.176470588235,0.747892722242,0.828577865993,0.211764705882,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,35,20,0.767647058824,0.764705882353,0.0726103553513,0.705882352941,0.823529411765,0.117647058824,0.733664366464,0.801629751183,0.232352941176,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,36,20,0.805882352941,0.794117647059,0.0956150236338,0.75,0.838235294118,0.0882352941176,0.76113314441,0.850631561472,0.194117647059,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,36,20,0.785294117647,0.823529411765,0.0900737268589,0.705882352941,0.838235294118,0.132352941176,0.743138315837,0.827449919457,0.214705882353,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,36,20,0.773529411765,0.764705882353,0.0769927398441,0.705882352941,0.823529411765,0.117647058824,0.737495700328,0.809563123202,0.226470588235,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,37,20,0.817647058824,0.823529411765,0.0913286456043,0.764705882353,0.882352941176,0.117647058824,0.774903936962,0.860390180685,0.182352941176,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,37,20,0.782352941176,0.823529411765,0.0876658612201,0.705882352941,0.823529411765,0.117647058824,0.741324055174,0.823381827179,0.217647058824,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,37,20,0.782352941176,0.823529411765,0.0834076642938,0.705882352941,0.823529411765,0.117647058824,0.743316952681,0.821388929672,0.217647058824,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,38,20,0.808823529412,0.823529411765,0.0912787801103,0.764705882353,0.882352941176,0.117647058824,0.76610374532,0.851543313504,0.191176470588,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,38,20,0.773529411765,0.794117647059,0.0940305324391,0.705882352941,0.823529411765,0.117647058824,0.72952176794,0.81753705559,0.226470588235,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,38,20,0.782352941176,0.823529411765,0.0834076642938,0.705882352941,0.823529411765,0.117647058824,0.743316952681,0.821388929672,0.217647058824,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,39,20,0.808823529412,0.823529411765,0.0806886224763,0.764705882353,0.882352941176,0.117647058824,0.771060091659,0.846586967165,0.191176470588,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,39,20,0.782352941176,0.794117647059,0.085563256385,0.705882352941,0.823529411765,0.117647058824,0.742308104528,0.822397777825,0.217647058824,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,39,20,0.779411764706,0.794117647059,0.0806886224763,0.705882352941,0.823529411765,0.117647058824,0.741648326953,0.817175202459,0.220588235294,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,40,20,0.811764705882,0.823529411765,0.0946578921927,0.75,0.882352941176,0.132352941176,0.767463448655,0.85606596311,0.188235294118,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,40,20,0.779411764706,0.764705882353,0.0806886224763,0.705882352941,0.823529411765,0.117647058824,0.741648326953,0.817175202459,0.220588235294,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,40,20,0.767647058824,0.794117647059,0.0884414516279,0.705882352941,0.823529411765,0.117647058824,0.726255185337,0.80903893231,0.232352941176,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,41,20,0.811764705882,0.823529411765,0.0907284508511,0.75,0.882352941176,0.132352941176,0.769302483812,0.854226927953,0.188235294118,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,41,20,0.791176470588,0.823529411765,0.0797807047162,0.75,0.823529411765,0.0735294117647,0.753837951427,0.82851498975,0.208823529412,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,41,20,0.764705882353,0.764705882353,0.0934964016752,0.705882352941,0.823529411765,0.117647058824,0.720948219421,0.808463545285,0.235294117647,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,42,20,0.811764705882,0.823529411765,0.0965626684315,0.764705882353,0.882352941176,0.117647058824,0.766571985934,0.856957425831,0.188235294118,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,42,20,0.788235294118,0.823529411765,0.0882868786261,0.75,0.823529411765,0.0735294117647,0.746915763023,0.829554825212,0.211764705882,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,42,20,0.767647058824,0.764705882353,0.0963266312454,0.705882352941,0.823529411765,0.117647058824,0.722564807679,0.812729309968,0.232352941176,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,43,20,0.805882352941,0.823529411765,0.102952232931,0.75,0.882352941176,0.132352941176,0.757699224756,0.854065481126,0.194117647059,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,43,20,0.785294117647,0.764705882353,0.0859349260181,0.764705882353,0.823529411765,0.0588235294118,0.745075334256,0.825512901038,0.214705882353,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,43,20,0.767647058824,0.764705882353,0.0963266312454,0.705882352941,0.823529411765,0.117647058824,0.722564807679,0.812729309968,0.232352941176,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,44,20,0.814705882353,0.823529411765,0.101482365718,0.764705882353,0.882352941176,0.117647058824,0.767210673199,0.862201091507,0.185294117647,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,44,20,0.785294117647,0.764705882353,0.0837888962183,0.75,0.823529411765,0.0735294117647,0.746079707119,0.824508528175,0.214705882353,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,44,20,0.770588235294,0.794117647059,0.0971268173508,0.705882352941,0.823529411765,0.117647058824,0.725131485524,0.816044985064,0.229411764706,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,45,20,0.811764705882,0.823529411765,0.0946578921927,0.764705882353,0.882352941176,0.117647058824,0.767463448655,0.85606596311,0.188235294118,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,45,20,0.791176470588,0.794117647059,0.0820316598959,0.764705882353,0.823529411765,0.0588235294118,0.752784471974,0.829568469202,0.208823529412,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,45,20,0.773529411765,0.823529411765,0.0859349260181,0.705882352941,0.823529411765,0.117647058824,0.733310628374,0.813748195156,0.226470588235,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,46,20,0.820588235294,0.823529411765,0.0944170932979,0.764705882353,0.882352941176,0.117647058824,0.776399675418,0.86477679517,0.179411764706,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,46,20,0.8,0.823529411765,0.0772878453332,0.764705882353,0.823529411765,0.0588235294118,0.763828174943,0.836171825057,0.2,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,46,20,0.773529411765,0.794117647059,0.0815864372872,0.705882352941,0.823529411765,0.117647058824,0.735345783746,0.811713039784,0.226470588235,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,47,20,0.817647058824,0.823529411765,0.0913286456043,0.764705882353,0.882352941176,0.117647058824,0.774903936962,0.860390180685,0.182352941176,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,47,20,0.8,0.823529411765,0.0748944501013,0.764705882353,0.823529411765,0.0588235294118,0.764948318392,0.835051681608,0.2,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,47,20,0.773529411765,0.764705882353,0.0859349260181,0.705882352941,0.823529411765,0.117647058824,0.733310628374,0.813748195156,0.226470588235,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,48,20,0.820588235294,0.823529411765,0.0863577326346,0.764705882353,0.882352941176,0.117647058824,0.780171572315,0.861004898273,0.179411764706,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,48,20,0.797058823529,0.823529411765,0.0726103553513,0.764705882353,0.823529411765,0.0588235294118,0.76307613117,0.831041515889,0.202941176471,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,48,20,0.767647058824,0.764705882353,0.0924681303292,0.705882352941,0.823529411765,0.117647058824,0.724370641695,0.810923475952,0.232352941176,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,49,20,0.826470588235,0.852941176471,0.0944170932979,0.764705882353,0.882352941176,0.117647058824,0.78228202836,0.870659148111,0.173529411765,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,49,20,0.797058823529,0.823529411765,0.0726103553513,0.764705882353,0.823529411765,0.0588235294118,0.76307613117,0.831041515889,0.202941176471,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,49,20,0.767647058824,0.764705882353,0.0924681303292,0.705882352941,0.823529411765,0.117647058824,0.724370641695,0.810923475952,0.232352941176,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,50,20,0.829411764706,0.852941176471,0.0913286456043,0.764705882353,0.882352941176,0.117647058824,0.786668642844,0.872154886568,0.170588235294,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,50,20,0.8,0.823529411765,0.0724220013237,0.764705882353,0.823529411765,0.0588235294118,0.766105460039,0.833894539961,0.2,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,50,20,0.773529411765,0.764705882353,0.0900737268589,0.705882352941,0.823529411765,0.117647058824,0.731373609955,0.815685213575,0.226470588235,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,51,20,0.832352941176,0.852941176471,0.101482365718,0.764705882353,0.882352941176,0.117647058824,0.784857732023,0.87984815033,0.167647058824,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,51,20,0.788235294118,0.823529411765,0.0796093173975,0.764705882353,0.823529411765,0.0588235294118,0.75097698669,0.825493601545,0.211764705882,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,51,20,0.776470588235,0.764705882353,0.0886984746971,0.75,0.823529411765,0.0735294117647,0.73495842425,0.817982752221,0.223529411765,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,52,20,0.829411764706,0.823529411765,0.0971268173508,0.764705882353,0.882352941176,0.117647058824,0.783955014936,0.874868514476,0.170588235294,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,52,20,0.802941176471,0.823529411765,0.0745898760453,0.764705882353,0.823529411765,0.0588235294118,0.768032039908,0.837850313033,0.197058823529,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,52,20,0.779411764706,0.764705882353,0.0892613203922,0.75,0.823529411765,0.0735294117647,0.737636180826,0.821187348585,0.220588235294,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,53,20,0.838235294118,0.852941176471,0.0970799301565,0.764705882353,0.882352941176,0.117647058824,0.79280048823,0.883670100005,0.161764705882,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,53,20,0.802941176471,0.823529411765,0.0695354934399,0.764705882353,0.823529411765,0.0588235294118,0.770397563783,0.835484789158,0.197058823529,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,53,20,0.782352941176,0.764705882353,0.0917265936573,0.75,0.838235294118,0.0882352941176,0.739423573893,0.82528230846,0.217647058824,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,54,20,0.835294117647,0.823529411765,0.0907284508511,0.808823529412,0.882352941176,0.0735294117647,0.792831895577,0.877756339718,0.164705882353,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,54,20,0.811764705882,0.823529411765,0.0703815343078,0.764705882353,0.823529411765,0.0588235294118,0.77882513388,0.844704277884,0.188235294118,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,54,20,0.788235294118,0.764705882353,0.0903261054059,0.764705882353,0.838235294118,0.0735294117647,0.745961375512,0.830509212723,0.211764705882,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,55,20,0.844117647059,0.882352941176,0.0940305324391,0.808823529412,0.882352941176,0.0735294117647,0.800110003234,0.888125290884,0.155882352941,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,55,20,0.808823529412,0.823529411765,0.0710895511034,0.764705882353,0.823529411765,0.0588235294118,0.775552595349,0.842094463474,0.191176470588,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,shared_random_binary_head,Random,55,20,0.785294117647,0.764705882353,0.0920733873088,0.75,0.838235294118,0.0882352941176,0.742202445939,0.828385789355,0.214705882353,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,binary_uncertainty_repulsion,Binary,56,20,0.838235294118,0.823529411765,0.0892613203922,0.823529411765,0.882352941176,0.0588235294118,0.796459710238,0.880010877997,0.161764705882,0,two-sided descriptive t interval across 20 matched outer runs
B1,20,max_depth_straddle,Max-Depth,56,20,0.805882352941,0.823529411765,0.0741613709549,0.764705882353,0.823529411765,0.0588235294118,0.771173762934,0.840590942948,0.194117647059,0,two-sided descriptive t interval across 20 matched outer runs
