model,run_id,repeat,A16_32,A16_40,A16_48,A16_60,A16_80,A41_80
P1,w85__r11_f05,11,0.770220588235294,0.77328431372549,0.7748161764705881,0.7860962566844916,0.7817095588235292,0.7865761689291103
P1,w85__r12_f01,12,0.6636029411764706,0.7120098039215685,0.7490808823529411,0.7854278074866309,0.8318014705882353,0.9049773755656105
P1,w85__r12_f02,12,0.8345588235294117,0.8345588235294118,0.8318014705882353,0.8295454545454543,0.8175551470588234,0.8069381598793364
P1,w85__r12_f03,12,0.8492647058823528,0.8602941176470588,0.8658088235294117,0.8703208556149733,0.8740808823529411,0.8823529411764707
P1,w85__r12_f04,12,0.8492647058823528,0.8602941176470588,0.853860294117647,0.8582887700534758,0.8639705882352942,0.8665158371040724
P1,w85__r12_f05,12,0.8290441176470588,0.8443627450980391,0.8556985294117647,0.8629679144385026,0.8690257352941178,0.8838612368024132
P1,w85__r13_f01,13,0.7683823529411764,0.7794117647058822,0.7895220588235292,0.79879679144385,0.8065257352941174,0.8235294117647058
P1,w85__r13_f02,13,0.9375,0.9252450980392156,0.9080882352941175,0.9077540106951868,0.911764705882353,0.9042232277526395
P1,w85__r13_f03,13,0.863970588235294,0.8578431372549019,0.8556985294117646,0.8629679144385026,0.8690257352941178,0.8770739064856711
P1,w85__r13_f04,13,0.6580882352941176,0.6948529411764707,0.7224264705882353,0.7499999999999999,0.7711397058823528,0.8182503770739066
P1,w85__r13_f05,13,0.8474264705882353,0.8394607843137255,0.8501838235294117,0.858957219251337,0.8662683823529411,0.8823529411764707
P1,w85__r14_f01,14,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.6918449197860963,0.7136948529411765,0.7187028657616894
P1,w85__r14_f02,14,0.9227941176470589,0.9289215686274509,0.9319852941176471,0.9344919786096255,0.9365808823529413,0.9411764705882348
P1,w85__r14_f03,14,0.7830882352941175,0.7830882352941174,0.7941176470588234,0.8021390374331546,0.8088235294117645,0.8250377073906486
P1,w85__r14_f04,14,0.9025735294117647,0.9154411764705882,0.921875,0.9271390374331548,0.9315257352941178,0.9411764705882348
P1,w85__r14_f05,14,0.7720588235294117,0.7696078431372548,0.7821691176470589,0.7934491978609622,0.8028492647058822,0.8235294117647058
P1,w85__r15_f01,15,0.8235294117647058,0.8431372549019608,0.8529411764705882,0.8609625668449198,0.8676470588235294,0.8823529411764707
P1,w85__r15_f02,15,0.8216911764705882,0.8345588235294118,0.8547794117647058,0.8676470588235293,0.8740808823529412,0.896681749622926
P1,w85__r15_f03,15,0.8841911764705882,0.8970588235294118,0.9080882352941176,0.9171122994652404,0.9246323529411766,0.9411764705882348
P1,w85__r15_f04,15,0.7003676470588236,0.6936274509803922,0.6957720588235294,0.6985294117647061,0.700827205882353,0.7058823529411767
P1,w85__r15_f05,15,0.8878676470588235,0.8872549019607843,0.8860294117647058,0.8850267379679145,0.8841911764705884,0.8823529411764707
P1,w85__r16_f01,16,0.8327205882352942,0.8321078431372548,0.8465073529411764,0.8576203208556149,0.864889705882353,0.885369532428356
P1,w85__r16_f02,16,0.8382352941176471,0.8431372549019608,0.8455882352941176,0.8569518716577541,0.864889705882353,0.8778280542986425
P1,w85__r16_f03,16,0.8529411764705882,0.863970588235294,0.8685661764705882,0.8723262032085561,0.8754595588235294,0.8823529411764707
P1,w85__r16_f04,16,0.8602941176470588,0.8590686274509803,0.8556985294117645,0.8629679144385026,0.8690257352941178,0.8755656108597285
P1,w85__r16_f05,16,0.7610294117647058,0.77328431372549,0.7858455882352939,0.7921122994652403,0.8019301470588234,0.8190045248868779
P1,w85__r17_f01,17,0.8694852941176471,0.8651960784313725,0.8694852941176471,0.8729946524064172,0.8759191176470589,0.8823529411764707
P1,w85__r17_f02,17,0.8106617647058822,0.8125,0.8152573529411764,0.8175133689839569,0.8184742647058822,0.8220211161387633
P1,w85__r17_f03,17,0.744485294117647,0.761029411764706,0.7619485294117647,0.7627005347593584,0.7633272058823528,0.7647058823529412
P1,w85__r17_f04,17,0.9117647058823529,0.9215686274509803,0.9264705882352942,0.9217914438502673,0.9122242647058825,0.9057315233785823
P1,w85__r17_f05,17,0.8400735294117647,0.8345588235294118,0.8318014705882353,0.8348930481283421,0.8469669117647058,0.8552036199095022
P1,w85__r18_f01,18,0.7977941176470589,0.8026960784313726,0.7941176470588236,0.7860962566844921,0.7794117647058824,0.7639517345399699
P1,w85__r18_f02,18,0.8345588235294117,0.8333333333333334,0.8308823529411764,0.8288770053475932,0.827205882352941,0.8235294117647058
P1,w85__r18_f03,18,0.8161764705882353,0.8210784313725489,0.8272058823529411,0.8262032085561496,0.8253676470588234,0.828054298642534
P1,w85__r18_f04,18,0.900735294117647,0.9068627450980392,0.9099264705882353,0.9157754010695188,0.9237132352941178,0.9336349924585216
P1,w85__r18_f05,18,0.8180147058823529,0.8186274509803922,0.8216911764705882,0.8221925133689836,0.822610294117647,0.8250377073906486
P1,w85__r19_f01,19,0.8474264705882353,0.8615196078431372,0.8667279411764706,0.8709893048128343,0.8745404411764706,0.8823529411764707
P1,w85__r19_f02,19,0.875,0.8774509803921567,0.8805147058823529,0.8910427807486628,0.9067095588235295,0.9253393665158367
P1,w85__r19_f03,19,0.9319852941176471,0.9227941176470589,0.9246323529411765,0.9284759358288767,0.9324448529411765,0.9381598793363495
P1,w85__r19_f04,19,0.8823529411764706,0.8578431372549019,0.8400735294117646,0.8328877005347592,0.8483455882352942,0.8446455505279034
P1,w85__r19_f05,19,0.599264705882353,0.5992647058823529,0.6112132352941176,0.6209893048128343,0.6291360294117647,0.647058823529412
P1,w85__r20_f01,20,0.7941176470588235,0.7867647058823529,0.8014705882352942,0.8235294117647058,0.8419117647058825,0.8748114630467572
P1,w85__r20_f02,20,0.8841911764705882,0.8835784313725489,0.8832720588235294,0.8943850267379677,0.9090073529411766,0.9253393665158367
P1,w85__r20_f03,20,0.8823529411764706,0.9019607843137255,0.9209558823529411,0.9358288770053474,0.9549632352941176,0.9871794871794872
P1,w85__r20_f04,20,0.8363970588235293,0.8431372549019608,0.8428308823529411,0.8368983957219249,0.8451286764705882,0.8469079939668175
P1,w85__r20_f05,20,0.6654411764705883,0.6593137254901961,0.65625,0.6537433155080214,0.6622242647058822,0.6644042232277528
