comparison_type,target,target_definition,reference_model,candidate_model,heldout_simulation_id,heldout_numeric_simulation_id,observed_target_um,reference_predicted_mean_um,candidate_predicted_mean_um,reference_residual_um,candidate_residual_um,reference_absolute_error_um,candidate_absolute_error_um,candidate_minus_reference_absolute_error_um
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00196,196,334.7715,313.2589241039755,294.15782253181203,21.512575896024487,40.61367746818797,21.512575896024487,40.61367746818797,19.101101572163486
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00197,197,274.9252,265.208568309489,293.80838867338554,9.716631690510953,-18.883188673385572,9.716631690510953,18.883188673385572,9.166556982874619
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00198,198,306.52430000000004,293.93699764239915,304.3673875787403,12.58730235760089,2.156912421259733,12.58730235760089,2.156912421259733,-10.430389936341157
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00199,199,368.42745,360.4061236289277,331.79377490297696,8.021326371072234,36.633675097023,8.021326371072234,36.633675097023,28.612348725950767
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00200,200,378.0697999999,384.8196957054543,389.7048659784088,-6.749895705554252,-11.635065978508749,6.749895705554252,11.635065978508749,4.885170272954497
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00201,201,407.9838,408.0415289304729,412.1964193959378,-0.0577289304728765,-4.21261939593785,0.0577289304728765,4.21261939593785,4.154890465464973
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00202,202,411.7458499999,411.1088013366282,409.4389776137346,0.6370486632717984,2.3068723861653666,0.6370486632717984,2.3068723861653666,1.6698237228935682
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00203,203,260.29440000000005,272.3860064543948,298.3362083689299,-12.091606454394707,-38.04180836892982,12.091606454394707,38.04180836892982,25.950201914535114
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00204,204,419.05935,417.5087297498893,397.52798751062767,1.5506202501106827,21.531362489372327,1.5506202501106827,21.531362489372327,19.980742239261644
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00205,205,416.3437,414.03068231607176,376.7459690268398,2.3130176839281944,39.59773097316014,2.3130176839281944,39.59773097316014,37.284713289231945
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00206,206,423.9279,426.998921460273,430.4974853446574,-3.071021460273016,-6.569585344657412,3.071021460273016,6.569585344657412,3.498563884384396
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00207,207,438.48655,440.0253280411288,422.99046868481065,-1.5387780411287508,15.496081315189372,1.5387780411287508,15.496081315189372,13.95730327406062
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00208,208,271.544,248.92620227334103,333.408015807678,22.61779772665892,-61.864015807678015,22.61779772665892,61.864015807678015,39.246218081019094
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00209,209,431.6813,434.9780596500217,392.3168312857831,-3.29675965002167,39.36446871421691,3.29675965002167,39.36446871421691,36.06770906419524
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00210,210,390.5658,378.1070651872272,363.11045957029495,12.458734812772889,27.455340429705075,12.458734812772889,27.455340429705075,14.996605616932186
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00211,211,452.0165999999,449.5036987474747,425.7727811208341,2.5129012524253085,26.243818879065884,2.5129012524253085,26.243818879065884,23.730917626640576
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00212,212,370.77355,361.0139031624184,363.5577990087336,9.759646837581611,7.215750991266361,9.759646837581611,7.215750991266361,-2.54389584631525
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00213,213,326.3569999999,319.13358959949335,354.08080216797487,7.223410400406635,-27.723802168074883,7.223410400406635,27.723802168074883,20.500391767668248
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00214,214,402.6010999999,404.87106008772383,375.8718679202298,-2.269960087823847,26.72923207967017,2.269960087823847,26.72923207967017,24.45927199184632
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00215,215,299.9695,316.0881443675666,349.5427034371222,-16.118644367566617,-49.57320343712223,16.118644367566617,49.57320343712223,33.454559069555614
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00216,216,354.9286,348.652022290823,383.0034364269313,6.276577709176991,-28.074836426931316,6.276577709176991,28.074836426931316,21.798258717754326
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00217,217,265.17940000000004,292.3838794844142,367.2864649404599,-27.20447948441415,-102.10706494045984,27.20447948441415,102.10706494045984,74.90258545604568
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00218,218,360.6214,356.4723513311352,388.7315271875416,4.149048668864793,-28.11012718754165,4.149048668864793,28.11012718754165,23.961078518676857
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00219,219,435.5851,432.9846407621397,424.3707323686531,2.600459237860264,11.214367631346876,2.600459237860264,11.214367631346876,8.613908393486613
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00220,220,492.01249999999993,494.5213232199628,475.605853062734,-2.508823219962892,16.40664693726592,2.508823219962892,16.40664693726592,13.897823717303027
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00221,221,450.8883,453.7506778520925,465.8621655968242,-2.86237785209255,-14.973865596824226,2.86237785209255,14.973865596824226,12.111487744731676
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00222,222,430.2324,432.4925758765749,407.5734243765987,-2.2601758765748627,22.65897562340126,2.2601758765748627,22.65897562340126,20.3987997468264
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00223,223,275.9694,274.33041627350224,386.9209282712949,1.63898372649777,-110.95152827129488,1.63898372649777,110.95152827129488,109.3125445447971
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00224,224,461.3197,465.3644332962826,434.8760527154932,-4.0447332962826295,26.443647284506824,4.0447332962826295,26.443647284506824,22.398913988224194
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00225,225,439.8377,429.8405888174906,422.6845920709848,9.9971111825094,17.153107929015277,9.9971111825094,17.153107929015277,7.155996746505878
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00226,226,450.1215,437.6936377069092,427.3313591380679,12.427862293090811,22.790140861932173,12.427862293090811,22.790140861932173,10.362278568841361
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00227,227,486.5945,489.36445203841294,484.2958359077805,-2.769952038412953,2.29866409221944,2.769952038412953,2.29866409221944,-0.47128794619351266
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00228,228,481.3407999999,484.4316933933933,455.0682871857356,-3.0908933934932747,26.27251281416443,3.0908933934932747,26.27251281416443,23.181619420671154
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00229,229,496.0947,494.5375485998227,463.55619964366247,1.557151400177304,32.53850035633752,1.557151400177304,32.53850035633752,30.981348956160218
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00230,230,377.2146499999,363.087003152296,403.82957083888994,14.127646847604067,-26.61492083898992,14.127646847604067,26.61492083898992,12.487273991385853
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00231,231,520.7354999999001,470.8472010056241,497.3225425661591,49.88829899427594,23.412957433740985,49.88829899427594,23.412957433740985,-26.475341560534957
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00232,232,429.25925,458.66275658612665,457.7740720777461,-29.40350658612664,-28.514822077746032,29.40350658612664,28.514822077746032,-0.8886845083806065
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00233,233,524.9916999999999,533.2698879369046,521.9111212967795,-8.278187936904715,3.080578703220453,8.278187936904715,3.080578703220453,-5.197609233684261
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00234,234,219.7644999999,222.2624141568823,244.5438324148258,-2.4979141569823184,-24.77933241492582,2.4979141569823184,24.77933241492582,22.2814182579435
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00235,235,222.5017999999,229.6428101406553,265.7074003961037,-7.141010140755356,-43.20560039620372,7.141010140755356,43.20560039620372,36.064590255448365
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00236,236,251.34715000000003,260.4149797033659,239.14492832867413,-9.067829703365843,12.2022216713259,9.067829703365843,12.2022216713259,3.134391967960056
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00237,237,259.0113,262.933213099753,250.66141390426947,-3.921913099752999,8.34988609573054,3.921913099752999,8.34988609573054,4.427972995977541
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00238,238,243.2096499999,239.24486447397172,210.04550302520803,3.9647855259282494,33.16414697469196,3.9647855259282494,33.16414697469196,29.19936144876371
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00239,239,248.2754,251.29027113214744,296.01691407624656,-3.014871132147448,-47.741514076246574,3.014871132147448,47.741514076246574,44.726642944099126
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00240,240,255.3211,249.3533694605729,268.1989749363021,5.967730539427066,-12.877874936302078,5.967730539427066,12.877874936302078,6.910144396875012
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00241,241,264.7064,269.3907495604434,312.69528209519564,-4.684349560443422,-47.98888209519566,4.684349560443422,47.98888209519566,43.30453253475224
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,linear_ridge,sim_00242,242,280.1191999999,277.0767814780145,313.8256754361887,3.0424185218855087,-33.70647543628871,3.0424185218855087,33.70647543628871,30.664056914403204
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00001,1,262.5708499999,259.9457569704069,266.8654223820987,2.625093029493144,-4.29457238219868,2.625093029493144,4.29457238219868,1.6694793527055363
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00002,2,297.7007,307.60921890840865,296.8926337015416,-9.908518908408666,0.8080662984583569,9.908518908408666,0.8080662984583569,-9.10045260995031
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00003,3,261.8447,275.9614320091668,302.5501550664154,-14.11673200916681,-40.70545506641543,14.11673200916681,40.70545506641543,26.58872305724862
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00004,4,288.07835,274.44571177073,261.2423024560724,13.632638229270071,26.836047543927634,13.632638229270071,26.836047543927634,13.203409314657563
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00005,5,236.3840299999,234.92788311080045,222.72430668039925,1.4561468890995286,13.659723319500728,1.4561468890995286,13.659723319500728,12.203576430401199
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00006,6,292.1034,288.9473659991631,298.7407170448653,3.1560340008369394,-6.637317044865256,3.1560340008369394,6.637317044865256,3.4812830440283165
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00007,7,262.4155,263.2595691794053,244.69708691798337,-0.8440691794052668,17.71841308201664,0.8440691794052668,17.71841308201664,16.874343902611372
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00008,8,291.7725,282.32186860056595,297.3944655500299,9.45063139943403,-5.621965550029927,9.45063139943403,5.621965550029927,-3.8286658494041035
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00009,9,264.21325,283.5519900196803,285.19807383835035,-19.3387400196803,-20.984823838350337,19.3387400196803,20.984823838350337,1.6460838186700357
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00010,10,277.71595,285.5328280204958,294.33371579805504,-7.816878020495835,-16.617765798055075,7.816878020495835,16.617765798055075,8.80088777755924
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00011,11,304.21659999990004,308.0966972837451,278.63792586912734,-3.880097283845032,25.578674130772697,3.880097283845032,25.578674130772697,21.698576846927665
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00012,12,294.68050000000005,285.0400415624392,274.14303320553006,9.64045843756088,20.537466794469992,9.64045843756088,20.537466794469992,10.897008356909112
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00013,13,298.7764,303.1531955395161,313.9418241890801,-4.376795539516138,-15.165424189080111,4.376795539516138,15.165424189080111,10.788628649563973
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00014,14,246.4534,255.4020815267018,252.0441010322964,-8.94868152670179,-5.59070103229638,8.94868152670179,5.59070103229638,-3.3579804944054104
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00015,15,288.6902,303.0231618454128,294.9362248508874,-14.332961845412797,-6.246024850887409,14.332961845412797,6.246024850887409,-8.086936994525388
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00016,16,259.6157499999,253.94260949843917,243.25304223879047,5.673140501460864,16.362707761109533,5.673140501460864,16.362707761109533,10.689567259648669
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00017,17,298.90819999990003,283.18042158050025,298.26809797229873,15.727778419399783,0.6401020276013014,15.727778419399783,0.6401020276013014,-15.087676391798482
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00018,18,337.0178,338.86554943986863,324.7922942673706,-1.847749439868608,12.225505732629417,1.847749439868608,12.225505732629417,10.37775629276081
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00019,19,300.40250000000003,297.6354392772305,281.286592659166,2.7670607227695427,19.11590734083404,2.7670607227695427,19.11590734083404,16.348846618064496
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00020,20,315.0097,316.5762060605274,310.9996104067636,-1.566506060527388,4.010089593236387,1.566506060527388,4.010089593236387,2.443583532708999
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00021,21,237.46728,233.2579951717868,223.02085328338384,4.209284828213214,14.446426716616145,4.209284828213214,14.446426716616145,10.237141888402931
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00022,22,330.92805,314.030718580633,305.7890796013983,16.897331419366992,25.138970398601657,16.897331419366992,25.138970398601657,8.241638979234665
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00023,23,326.9422499999,329.309007533879,353.7193269486302,-2.366757533979012,-26.77707694873021,2.366757533979012,26.77707694873021,24.410319414751196
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00024,24,315.0021999999,302.9509389382637,317.49802603762964,12.051261061636296,-2.495826037729671,12.051261061636296,2.495826037729671,-9.555435023906625
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00025,25,325.39555,321.7614442173432,325.25092860637653,3.634105782656832,0.1446213936234812,3.634105782656832,0.1446213936234812,-3.489484389033351
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00026,26,313.16880000000003,310.6160662358373,318.9875085973668,2.552733764162724,-5.818708597366765,2.552733764162724,5.818708597366765,3.265974833204041
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00027,27,319.57300000000004,295.49065195770174,314.9484708505259,24.082348042298293,4.624529149474142,24.082348042298293,4.624529149474142,-19.45781889282415
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00028,28,340.38794999989994,337.2234421186599,336.60022453328764,3.1645078812400698,3.787725466612301,3.1645078812400698,3.787725466612301,0.623217585372231
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00029,29,272.4107,270.3805870519975,261.6503178035314,2.030112948002511,10.76038219646864,2.030112948002511,10.76038219646864,8.73026924846613
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00030,30,347.8147999999,344.72019024081703,342.90069994626646,3.094609759082971,4.914100053633547,3.094609759082971,4.914100053633547,1.819490294550576
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00031,31,297.74080000000004,292.8327345192646,279.2055934952035,4.908065480735445,18.53520650479652,4.908065480735445,18.53520650479652,13.627141024061075
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00032,32,341.3759,341.5994522346361,365.060983682473,-0.2235522346360881,-23.68508368247302,0.2235522346360881,23.68508368247302,23.461531447836933
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00033,33,345.4248,313.9166217665383,319.17623754583065,31.508178233461702,26.24856245416936,31.508178233461702,26.24856245416936,-5.259615779292343
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00034,34,210.193359,324.9789303232936,321.29760723447924,-114.7855713232936,-111.10424823447926,114.7855713232936,111.10424823447926,-3.681323088814338
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00035,35,355.46340000000004,346.5421160302688,367.7264221542303,8.921283969731235,-12.263022154230214,8.921283969731235,12.263022154230214,3.341738184498979
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00036,36,253.19306,247.9620898229089,240.96616401504951,5.230970177091109,12.226895984950488,5.230970177091109,12.226895984950488,6.995925807859379
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00037,37,351.3479,354.808589743529,368.3904274579195,-3.4606897435290307,-17.042527457919505,3.4606897435290307,17.042527457919505,13.581837714390474
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00038,38,262.18217,261.39970832679904,253.1073255861529,0.7824616732009417,9.074844413847076,0.7824616732009417,9.074844413847076,8.292382740646135
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00039,39,318.0508999999,346.9061341083534,344.04644591779874,-28.855234108453374,-25.99554591789871,28.855234108453374,25.99554591789871,-2.859688190554664
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00040,40,331.3465499999,291.4344579590234,295.38450781788623,39.91209204087659,35.96204218201376,39.91209204087659,35.96204218201376,-3.950049858862826
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00041,41,210.0625,312.9273649691975,299.5050717289854,-102.86486496919753,-89.4425717289854,102.86486496919753,89.4425717289854,-13.422293240212127
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00042,42,353.673,352.96399260818094,336.7332305412319,0.7090073918190569,16.939769458768126,0.7090073918190569,16.939769458768126,16.23076206694907
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00043,43,255.2423,280.2581271805084,278.80514043131984,-25.01582718050841,-23.56284043131987,25.01582718050841,23.56284043131987,-1.4529867491885398
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00044,44,361.6798,358.3067921390471,357.9772938299655,3.373007860952896,3.702506170034496,3.373007860952896,3.702506170034496,0.32949830908159994
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00045,45,361.2748999999,360.0983011985405,346.2360302103587,1.1765988013594892,15.038869789541309,1.1765988013594892,15.038869789541309,13.86227098818182
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00046,46,314.6128,307.70878467208263,298.6233623146088,6.904015327917364,15.98943768539118,6.904015327917364,15.98943768539118,9.085422357473817
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00047,47,348.32504999990005,344.1405439595377,331.19419101460034,4.184506040362351,17.13085898529971,4.184506040362351,17.13085898529971,12.94635294493736
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00048,48,206.787,223.89575669064143,236.0744790735997,-17.108756690641457,-29.287479073599656,17.108756690641457,29.287479073599656,12.178722382958199
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00049,49,341.9964,308.67174713501623,329.6093976511316,33.32465286498376,12.387002348868409,33.32465286498376,12.387002348868409,-20.937650516115355
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00050,50,361.6657,356.31764023260416,346.80786144860144,5.348059767395853,14.857838551398572,5.348059767395853,14.857838551398572,9.50977878400272
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00051,51,240.4737499999,249.31110812977676,251.23904509026184,-8.83735812987672,-10.765295090361832,8.83735812987672,10.765295090361832,1.9279369604851126
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00052,52,366.6239999999,365.54599229565787,379.09071382175466,1.0780077042421112,-12.466713821854682,1.0780077042421112,12.466713821854682,11.388706117612571
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00053,53,375.0644,368.59596926560266,332.5562980720609,6.468430734397373,42.50810192793915,6.468430734397373,42.50810192793915,36.03967119354178
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00054,54,327.3556,354.73548102416714,348.89576697173493,-27.37988102416716,-21.540166971734948,27.37988102416716,21.540166971734948,-5.839714052432214
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00055,55,381.79805,364.1262501212756,374.92898737392966,17.671799878724357,6.869062626070331,17.671799878724357,6.869062626070331,-10.802737252654026
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00056,56,374.78355,368.56621316940766,358.7578894258473,6.21733683059233,16.02566057415271,6.21733683059233,16.02566057415271,9.80832374356038
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00057,57,388.2283,386.0374695017298,384.6662781086267,2.190830498270202,3.562021891373263,2.190830498270202,3.562021891373263,1.3711913931030608
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00058,58,374.7926,364.226331884326,370.0179620420847,10.566268115674006,4.7746379579152745,10.566268115674006,4.7746379579152745,-5.791630157758732
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00059,59,358.57309999999995,349.7712934379457,336.74362292417817,8.801806562054253,21.829477075821785,8.801806562054253,21.829477075821785,13.027670513767532
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00060,60,382.4964,383.1353260467311,364.94258291029126,-0.6389260467310578,17.55381708970873,0.6389260467310578,17.55381708970873,16.914891042977672
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00061,61,336.6283,392.2577722617351,382.51893866427326,-55.62947226173509,-45.89063866427324,55.62947226173509,45.89063866427324,-9.738833597461849
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00062,62,390.0072999999,363.1540682898956,362.4540307480835,26.853231710004422,27.55326925181652,26.853231710004422,27.55326925181652,0.7000375418120974
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00063,63,373.1391,370.15043211345255,356.70624933230664,2.988667886547489,16.4328506676934,2.988667886547489,16.4328506676934,13.444182781145912
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00064,64,322.9517,376.90431805108426,368.2785770639528,-53.95261805108424,-45.32687706395279,53.95261805108424,45.32687706395279,-8.625740987131444
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00065,65,392.21,392.19767440848113,380.2454974537633,0.0123255915188451,11.964502546236702,0.0123255915188451,11.964502546236702,11.952176954717856
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00066,66,398.4615,391.49130206305847,375.0552380060501,6.970197936941531,23.406261993949897,6.970197936941531,23.406261993949897,16.436064057008366
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00067,67,358.5394,338.4472646017047,332.3550718927061,20.092135398295284,26.18432810729388,20.092135398295284,26.18432810729388,6.092192708998596
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00068,68,431.2872999999,426.87931867081664,412.0085325894784,4.407981329083384,19.278767410421665,4.407981329083384,19.278767410421665,14.87078608133828
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00069,69,250.336,243.0579749080492,276.36839914099846,7.278025091950809,-26.03239914099848,7.278025091950809,26.03239914099848,18.75437404904767
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00070,70,413.70025,408.4058710951399,395.1202695662097,5.294378904860082,18.579980433790297,5.294378904860082,18.579980433790297,13.285601528930215
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00071,71,247.9619,236.32371996366183,274.30951662457267,11.638180036338156,-26.34761662457268,11.638180036338156,26.34761662457268,14.709436588234524
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00072,72,438.3516,429.6425136996896,407.9928245573536,8.709086300310446,30.358775442646447,8.709086300310446,30.358775442646447,21.649689142336
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00073,73,394.40055,404.1683051918797,383.1365393921933,-9.7677551918797,11.26401060780671,9.7677551918797,11.26401060780671,1.4962554159270098
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00074,74,412.8323,408.7818980468744,411.6821761443805,4.050401953125629,1.1501238556195403,4.050401953125629,1.1501238556195403,-2.9002780975060887
Phase 3A simple model minus current GP,length,T0,matern32_learned_nugget,polynomial_ridge_degree2,sim_00075,75,396.6682,396.50369841576526,402.6929693037788,0.1645015842347561,-6.024769303778783,0.1645015842347561,6.024769303778783,5.8602677195440265
