comparison_type,target,target_definition,reference_model,candidate_model,heldout_simulation_id,heldout_numeric_simulation_id,observed_target_um,reference_predicted_mean_um,candidate_predicted_mean_um,reference_residual_um,candidate_residual_um,reference_absolute_error_um,candidate_absolute_error_um,candidate_minus_reference_absolute_error_um
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00063,63,119.666035,122.5706241705985,111.56776559065288,-2.9045891705985127,8.098269409347111,2.9045891705985127,8.098269409347111,5.193680238748598
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00064,64,158.71867999999998,177.06873189477272,175.46947980140794,-18.350051894772747,-16.750799801407965,18.350051894772747,16.750799801407965,-1.5992520933647825
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00065,65,127.16725,126.35860083065164,117.93416702249428,0.8086491693483566,9.233082977505717,0.8086491693483566,9.233082977505717,8.42443380815736
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00066,66,192.46097,195.78973647148493,191.33566622929533,-3.3287664714849257,1.1253037707046758,3.3287664714849257,1.1253037707046758,-2.20346270078025
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00067,67,197.0053949999,192.43525483906495,190.32113366066463,4.570140160835024,6.684261339235377,4.570140160835024,6.684261339235377,2.114121178400353
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00068,68,141.05757,141.51068421354145,133.58926871460187,-0.4531142135414541,7.468301285398127,0.4531142135414541,7.468301285398127,7.015187071856673
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00069,69,217.8064,212.245430165448,205.72085440991648,5.560969834551997,12.08554559008354,5.560969834551997,12.08554559008354,6.524575755531542
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00070,70,139.50626499999998,138.21019050644043,130.82276236336563,1.2960744935595585,8.683502636634358,1.2960744935595585,8.683502636634358,7.3874281430748
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00071,71,218.0649999999,212.93201467925283,208.22903687873375,5.132985320647151,9.835963121166202,5.132985320647151,9.835963121166202,4.702977800519051
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00072,72,138.6717599999,140.68873905896197,131.1054619290548,-2.016979059061981,7.566298070845193,2.016979059061981,7.566298070845193,5.549319011783211
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00073,73,159.804935,161.64936316062645,164.68177965021667,-1.8444281606264497,-4.876844650216668,1.8444281606264497,4.876844650216668,3.0324164895902186
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00074,74,149.77721,148.77682186383623,148.7702735435653,1.000388136163764,1.006936456434687,1.000388136163764,1.006936456434687,0.006548320270922892
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00075,75,135.46609,134.89070314475538,136.04589549192227,0.5753868552446306,-0.5798054919222579,0.5753868552446306,0.5798054919222579,0.004418636677627319
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00076,76,159.62537500000002,159.3159547472824,162.51528401148175,0.3094202527176151,-2.889909011481734,0.3094202527176151,2.889909011481734,2.580488758764119
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00077,77,148.44292,147.8562892744277,153.2292970702802,0.5866307255722916,-4.786377070280224,0.5866307255722916,4.786377070280224,4.199746344707933
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00078,78,218.8874,208.6975415608686,205.3039986861373,10.18985843913137,13.58340131386268,10.18985843913137,13.58340131386268,3.3935428747313097
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00079,79,131.92373999999998,132.4538219743217,134.6160178999787,-0.5300819743217176,-2.6922778999787056,0.5300819743217176,2.6922778999787056,2.162195925656988
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00080,80,119.1025,119.7656534844669,115.5295783499028,-0.6631534844669034,3.572921650097186,0.6631534844669034,3.572921650097186,2.9097681656302825
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00081,81,139.88122,138.4315718681998,135.90169178633923,1.4496481318002168,3.979528213660785,1.4496481318002168,3.979528213660785,2.529880081860568
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00082,82,183.60647,185.73517259031175,186.3005405017842,-2.128702590311775,-2.6940705017842106,2.128702590311775,2.6940705017842106,0.5653679114724355
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00083,83,167.11939999999998,164.44950814041292,162.73123498407415,2.669891859587068,4.388165015925836,2.669891859587068,4.388165015925836,1.7182731563387676
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00084,84,155.04631,150.54655236986596,146.87996181129037,4.499757630134042,8.166348188709634,4.499757630134042,8.166348188709634,3.6665905585755922
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00085,85,169.61128,168.94456433256525,173.05063331755773,0.6667156674347439,-3.439353317557732,0.6667156674347439,3.439353317557732,2.7726376501229884
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00086,86,161.4233999999,161.30212706835226,157.20050235488563,0.1212729315477361,4.2228976450143705,0.1212729315477361,4.2228976450143705,4.101624713466634
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00087,87,226.0174,222.67279978333383,214.17624064111905,3.3446002166661515,11.84115935888093,3.3446002166661515,11.84115935888093,8.496559142214778
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00088,88,143.44961500000002,143.88009052913986,149.5365165520327,-0.4304755291398408,-6.0869015520326855,0.4304755291398408,6.0869015520326855,5.656426022892845
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00089,89,228.18175,224.7817767994293,214.8494238558265,3.399973200570656,13.332326144173493,3.399973200570656,13.332326144173493,9.932352943602837
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00090,90,218.6967,218.35898158387008,211.29377834762525,0.3377184161299169,7.402921652374744,0.3377184161299169,7.402921652374744,7.065203236244827
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00091,91,143.340925,142.64887542884426,142.30266217820326,0.6920495711557351,1.0382628217967351,0.6920495711557351,1.0382628217967351,0.34621325064100006
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00092,92,131.11235,130.61970237774412,123.51288417080232,0.4926476222558733,7.599465829197669,0.4926476222558733,7.599465829197669,7.106818206941796
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00093,93,159.81514,158.2724259856086,155.96935610582608,1.542714014391407,3.845783894173934,1.542714014391407,3.845783894173934,2.3030698797825266
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00094,94,135.3150999999,133.75037724553374,133.60980602168445,1.564722754366244,1.7052939782155363,1.564722754366244,1.7052939782155363,0.14057122384929222
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00095,95,146.943905,153.60900177647588,163.28958491075662,-6.6650967764758775,-16.345679910756616,6.6650967764758775,16.345679910756616,9.680583134280738
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00096,96,171.39184,173.00296750703606,175.84554442094884,-1.6111275070360591,-4.453704420948839,1.6111275070360591,4.453704420948839,2.8425769139127794
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00097,97,248.8456,242.94978385564508,231.66372827103896,5.895816144354939,17.181871728961056,5.895816144354939,17.181871728961056,11.286055584606117
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00098,98,246.7974,241.5492112281869,230.1171255748252,5.248188771813119,16.680274425174787,5.248188771813119,16.680274425174787,11.432085653361668
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00099,99,135.28140499999998,137.08647984003002,142.82578920684162,-1.805074840030045,-7.544384206841642,1.805074840030045,7.544384206841642,5.739309366811597
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00100,100,212.2565,211.91712483611067,208.27771751966105,0.3393751638893434,3.978782480338992,0.3393751638893434,3.978782480338992,3.6394073164496485
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00101,101,169.625425,240.33538814676655,226.93216324428096,-70.70996314676657,-57.30673824428095,70.70996314676657,57.30673824428095,-13.403224902485618
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00102,102,234.6763,226.76431665433867,217.7751899940896,7.911983345661326,16.901110005910397,7.911983345661326,16.901110005910397,8.98912666024907
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00103,103,219.1649,225.7833441482965,218.14364938504968,-6.618444148296476,1.0212506149503042,6.618444148296476,1.0212506149503042,-5.5971935333461715
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00104,104,135.20257999999998,136.84784043014125,142.27523169653762,-1.6452604301412634,-7.072651696537633,1.6452604301412634,7.072651696537633,5.42739126639637
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00105,105,154.72028999999998,160.48476794954766,170.8771659051243,-5.764477949547683,-16.15687590512431,5.764477949547683,16.15687590512431,10.392397955576627
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00106,106,175.27590999999998,170.8160208929488,172.77590178862104,4.459889107051197,2.5000082113789404,4.459889107051197,2.5000082113789404,-1.9598808956722564
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00107,107,256.76705,248.4641880319108,233.8089580094636,8.30286196808919,22.95809199053639,8.30286196808919,22.95809199053639,14.6552300224472
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00108,108,191.5584,190.3120368494992,194.68308625704748,1.2463631505008266,-3.124686257047472,1.2463631505008266,3.124686257047472,1.8783231065466452
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00109,109,175.15818000000002,174.63806101784655,173.64019587237746,0.5201189821534626,1.5179841276225543,0.5201189821534626,1.5179841276225543,0.9978651454690917
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00110,110,183.61817,183.80755035076749,187.35007348611495,-0.1893803507674931,-3.7319034861149873,0.1893803507674931,3.7319034861149873,3.542523135347494
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00111,111,167.20978,163.78161585906724,170.10996716848632,3.4281641409327506,-2.900187168486326,3.4281641409327506,2.900187168486326,-0.5279769724464245
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00112,112,151.10872999999998,150.68375139575394,149.73926655833094,0.4249786042460357,1.3694634416690403,0.4249786042460357,1.3694634416690403,0.9444848374230046
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00113,113,139.288005,136.33300087254463,140.26793734206208,2.955004127455368,-0.9799323420620852,2.955004127455368,0.9799323420620852,-1.9750717853932827
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00114,114,142.81567,142.63754671392292,138.19695676152202,0.1781232860770956,4.618713238477994,0.1781232860770956,4.618713238477994,4.440589952400899
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00115,115,215.1937,213.85741800932564,211.6896339572681,1.3362819906743368,3.504066042731921,1.3362819906743368,3.504066042731921,2.167784052057584
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00116,116,143.29097,152.58573930128196,160.72734271311734,-9.294769301281974,-17.43637271311735,9.294769301281974,17.43637271311735,8.141603411835376
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00117,117,163.45689,161.18052592284062,159.20681875741295,2.2763640771593714,4.25007124258704,2.2763640771593714,4.25007124258704,1.973707165427669
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00118,118,155.22697499999998,182.56804819676844,186.78646301177864,-27.341073196768463,-31.55948801177865,27.341073196768463,31.55948801177865,4.218414815010188
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00119,119,211.69135,213.55886685602343,211.5823170236538,-1.8675168560234567,0.1090329763462136,1.8675168560234567,0.1090329763462136,-1.758483879677243
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00120,120,155.399235,151.48197619837865,155.49763806945538,3.917258801621358,-0.0984030694553723,3.917258801621358,0.0984030694553723,-3.8188557321659857
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00121,121,131.18576,128.78020223731505,131.25330995852016,2.405557762684936,-0.0675499585201748,2.405557762684936,0.0675499585201748,-2.338007804164761
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00122,122,242.10655,233.7972287725137,228.41625206138,8.309321227486294,13.690297938620034,8.309321227486294,13.690297938620034,5.380976711133741
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00123,123,218.61185,222.13284074660368,217.93371720829956,-3.5209907466036725,0.6781327917004774,3.5209907466036725,0.6781327917004774,-2.842857954903195
Phase 3A simple model minus current GP,width,T0,matern32_learned_nugget,linear_ridge,sim_00124,124,188.76015,187.4969978472352,194.8821426323423,1.2631521527648315,-6.121992632342256,1.2631521527648315,6.121992632342256,4.858840479577425
