model,subset,budget,metric,mean,ci_lower,ci_upper
M2,B1_q20,40,accuracy,0.8347058823529412,0.8276470588235295,0.8411764705882353
M2,B1_q20,40,balanced_accuracy,0.818914516039516,0.8120483398545898,0.8260981483793984
M2,B1_q20,40,keyhole_recall,0.7469166666666667,0.7346060515873016,0.7598531746031746
M2,B1_q20,40,conduction_recall,0.8909123654123654,0.8794814033189032,0.9020481920856922
M2,B1_q20,40,false_negative,1.67,1.5899999999999999,1.7599999999999998
M2,B1_q20,40,false_positive,1.1400000000000001,1.0399999999999998,1.2399999999999998
M2,B1_q20,80,accuracy,0.8347058823529412,0.8300000000000001,0.8400000000000001
M2,B1_q20,80,balanced_accuracy,0.8140442612942612,0.8061372745310247,0.8208341075591076
M2,B1_q20,80,keyhole_recall,0.7262301587301588,0.7102063492063493,0.7417104166666668
M2,B1_q20,80,conduction_recall,0.9018583638583637,0.8937241015928513,0.9101670815295816
M2,B1_q20,80,false_negative,1.7900000000000003,1.7100000000000002,1.8699999999999997
M2,B1_q20,80,false_positive,1.02,0.9400000000000001,1.0999999999999999
M3,B1_q20,16,accuracy,0.7858823529411766,0.7682352941176471,0.8023676470588235
M3,B1_q20,16,balanced_accuracy,0.7719142107892109,0.7515784531440781,0.790333235861361
M3,B1_q20,16,keyhole_recall,0.7221190476190478,0.6700986111111111,0.7729374007936508
M3,B1_q20,16,conduction_recall,0.8217093739593739,0.7872670003607505,0.856449768981019
M3,B1_q20,16,false_negative,1.8,1.4600000000000002,2.1500000000000004
M3,B1_q20,16,false_positive,1.8399999999999999,1.4699999999999998,2.21
M3,B1_q20,40,accuracy,0.8494117647058823,0.8411764705882353,0.8576470588235295
M3,B1_q20,40,balanced_accuracy,0.8362605311355311,0.8266733467920968,0.8464380983599734
M3,B1_q20,40,keyhole_recall,0.7724404761904762,0.7550630952380952,0.7890912698412698
M3,B1_q20,40,conduction_recall,0.9000805860805862,0.8878953532578533,0.911187941919192
M3,B1_q20,40,false_negative,1.5100000000000002,1.4000000000000001,1.6199999999999999
M3,B1_q20,40,false_positive,1.0500000000000003,0.95,1.1600000000000001
M3,B1_q20,80,accuracy,0.8576470588235294,0.8529411764705882,0.8617647058823529
M3,B1_q20,80,balanced_accuracy,0.8320654206904207,0.8229715863997115,0.8399517978549229
M3,B1_q20,80,keyhole_recall,0.7327460317460317,0.7137816468253967,0.7501832341269843
M3,B1_q20,80,conduction_recall,0.9313848096348096,0.9229250242812743,0.9386944541569542
M3,B1_q20,80,false_negative,1.7200000000000002,1.65,1.8
M3,B1_q20,80,false_positive,0.7,0.6499999999999998,0.76
