model,subset,budget,metric,mean,ci_lower,ci_upper
H,full81,16,conduction_recall,0.9637109905020352,0.9563861374943464,0.9710607756671189
H,full81,16,brier_score,0.048328857570660064,0.044111819628443814,0.05296442410363399
H,full81,40,roc_auc,0.9908040533264414,0.9904112441041546,0.9912080086580086
H,full81,40,pr_auc,0.9601432441519988,0.9578351799697301,0.9622503657346527
H,full81,40,accuracy,0.9604938271604938,0.9588888888888889,0.9620987654320986
H,full81,40,balanced_accuracy,0.9283036764230793,0.9261035859662725,0.9303712105059121
H,full81,40,keyhole_recall,0.878142857142857,0.8735238095238096,0.8825714285714286
H,full81,40,conduction_recall,0.9784644957033019,0.9763591135232927,0.9805608322026232
H,full81,40,brier_score,0.03130921223182602,0.030716080145016724,0.03196998886902648
H,full81,80,roc_auc,0.9908040533264414,0.990405741853503,0.9912069436367944
H,full81,80,pr_auc,0.9601432441519988,0.9578097267922777,0.9622618786734219
H,full81,80,accuracy,0.9614814814814814,0.9606172839506172,0.9624691358024691
H,full81,80,balanced_accuracy,0.9227134134522196,0.9207329545454545,0.9248883932609678
H,full81,80,keyhole_recall,0.8622857142857141,0.8582857142857142,0.8666666666666668
H,full81,80,conduction_recall,0.9831411126187246,0.9822523744911805,0.9840524649479871
H,full81,80,brier_score,0.02987128541875399,0.029575845498476378,0.03020202895612939
M2,full81,16,roc_auc,0.9805783958992913,0.9726648804139474,0.9863320122870496
M2,full81,16,pr_auc,0.9350318383870369,0.9215834631218043,0.9460858452704187
M2,full81,16,accuracy,0.9435802469135803,0.9375308641975307,0.949382716049383
M2,full81,16,balanced_accuracy,0.9074745428700652,0.8924040156361052,0.921631617076953
M2,full81,16,keyhole_recall,0.8512380952380953,0.8172845238095239,0.8830476190476191
M2,full81,16,conduction_recall,0.9637109905020352,0.9564743894165536,0.9709499660786974
M2,full81,16,brier_score,0.048690213600018094,0.04446187998961167,0.05300496015111893
M2,full81,40,roc_auc,0.9908640994163382,0.9904814886605932,0.9912405725700503
M2,full81,40,pr_auc,0.9603473199848839,0.9580517930831881,0.962432768062755
M2,full81,40,accuracy,0.9603703703703704,0.9587654320987655,0.9619753086419752
M2,full81,40,balanced_accuracy,0.9282539897913032,0.9263274059895327,0.9302127301802674
M2,full81,40,keyhole_recall,0.8781904761904762,0.8736190476190476,0.8827142857142857
M2,full81,40,conduction_recall,0.9783175033921303,0.9761716417910448,0.9805631501582994
M2,full81,40,brier_score,0.03138594178261159,0.030772719928296853,0.0320392468786807
M2,full81,80,roc_auc,0.9911631883870691,0.9907760407917123,0.9915424403954256
M2,full81,80,pr_auc,0.9613943204052943,0.959094502340915,0.9635340942488655
M2,full81,80,accuracy,0.9622222222222222,0.961111111111111,0.963456790123457
M2,full81,80,balanced_accuracy,0.9258661562318278,0.9237929387155134,0.9282732191316148
M2,full81,80,keyhole_recall,0.8691904761904761,0.8649999999999999,0.873904761904762
M2,full81,80,conduction_recall,0.9825418362731796,0.9813387607417459,0.9836408864767074
M2,full81,80,brier_score,0.02955946339302845,0.029229239239272283,0.029918279397631215
M3,full81,16,roc_auc,0.9809344403523508,0.972799621212121,0.9867447182378152
M3,full81,16,pr_auc,0.9365800091914466,0.9234011563981109,0.9471425122548974
M3,full81,16,accuracy,0.9438271604938271,0.9371604938271606,0.9497530864197531
M3,full81,16,balanced_accuracy,0.9081910900045228,0.8918836967758611,0.9231262922400983
M3,full81,16,keyhole_recall,0.8526666666666667,0.8170940476190476,0.8864285714285713
M3,full81,16,conduction_recall,0.9637155133423791,0.9564811736770693,0.9710857078245136
M3,full81,16,brier_score,0.04888925485334674,0.044845416758860196,0.05322106153318064
M3,full81,40,roc_auc,0.9917843897396136,0.9913332186470247,0.9922080630397794
M3,full81,40,pr_auc,0.9636688769496089,0.9611413973749061,0.9660849207086503
M3,full81,40,accuracy,0.9650617283950618,0.9634567901234569,0.9669135802469133
M3,full81,40,balanced_accuracy,0.9356442463009629,0.931768118821477,0.939472840343736
M3,full81,40,keyhole_recall,0.8898095238095237,0.8813333333333334,0.8979999999999999
M3,full81,40,conduction_recall,0.9814789687924019,0.9793758480325645,0.9834350972410674
M3,full81,40,brier_score,0.030072453287422456,0.0293092493166062,0.030889234338122344
M3,full81,80,roc_auc,0.9925940858478173,0.9920946442032262,0.9931007521914237
M3,full81,80,pr_auc,0.966777994474884,0.9642131959375928,0.9692578167910522
M3,full81,80,accuracy,0.9685185185185186,0.9674074074074074,0.9695061728395065
M3,full81,80,balanced_accuracy,0.93219315758868,0.9291613789817148,0.9351608289720228
M3,full81,80,keyhole_recall,0.8755238095238095,0.8692857142857143,0.8818571428571429
M3,full81,80,conduction_recall,0.9888625056535505,0.9879782903663502,0.989629183627318
M3,full81,80,brier_score,0.027361725359886502,0.02686613912823999,0.027846425614063856
