benchmark,method,seed,budget,global_error,classifier_uncertainty_region_fraction_eps05,classifier_uncertainty_region_fraction_eps10,near_boundary_error_q10,near_boundary_test_size_q10,classifier_uncertainty_region_fraction_q10_eps05,classifier_uncertainty_region_fraction_q10_eps10,near_boundary_error_q20,near_boundary_test_size_q20,classifier_uncertainty_region_fraction_q20_eps05,classifier_uncertainty_region_fraction_q20_eps10,near_boundary_error_q30,near_boundary_test_size_q30,classifier_uncertainty_region_fraction_q30_eps05,classifier_uncertainty_region_fraction_q30_eps10
ackley,random,2,40,0.3309,0.5166,0.8231,0.471,1000,0.559,0.882,0.4595,2000,0.5735,0.892,0.449,3000,0.565,0.8876666666666667
ackley,random,2,41,0.3286,0.5209,0.8167,0.475,1000,0.58,0.886,0.458,2000,0.589,0.894,0.4493333333333333,3000,0.582,0.8906666666666667
ackley,random,2,42,0.3352,0.4916,0.7978,0.481,1000,0.546,0.872,0.4645,2000,0.548,0.8775,0.4543333333333333,3000,0.5416666666666666,0.8743333333333333
ackley,random,2,43,0.3404,0.4825,0.7843,0.476,1000,0.537,0.849,0.465,2000,0.539,0.856,0.4543333333333333,3000,0.531,0.851
ackley,random,2,44,0.3543,0.4592,0.7669,0.479,1000,0.488,0.837,0.474,2000,0.494,0.8435,0.4646666666666667,3000,0.4886666666666667,0.8386666666666667
ackley,random,2,45,0.3649,0.4386,0.7485,0.484,1000,0.463,0.815,0.478,2000,0.458,0.8255,0.4696666666666667,3000,0.4533333333333333,0.8196666666666667
ackley,random,2,46,0.3614,0.4302,0.7302,0.483,1000,0.45,0.801,0.477,2000,0.454,0.813,0.4713333333333333,3000,0.45,0.808
ackley,random,2,47,0.3602,0.4234,0.7193,0.483,1000,0.437,0.795,0.476,2000,0.4385,0.8035,0.4706666666666667,3000,0.437,0.8
ackley,random,2,48,0.361,0.4146,0.7043,0.487,1000,0.427,0.773,0.478,2000,0.4315,0.7835,0.472,3000,0.429,0.78
ackley,random,2,49,0.3471,0.4313,0.7171,0.483,1000,0.449,0.796,0.4735,2000,0.451,0.8025,0.4686666666666667,3000,0.4493333333333333,0.7963333333333333
ackley,random,2,50,0.3362,0.4274,0.7069,0.481,1000,0.457,0.796,0.47,2000,0.4595,0.8065,0.463,3000,0.4563333333333333,0.8023333333333333
ackley,random,2,51,0.3385,0.4175,0.6997,0.488,1000,0.443,0.797,0.476,2000,0.444,0.8075,0.4673333333333333,3000,0.44433333333333336,0.803
ackley,random,2,52,0.3416,0.3997,0.6868,0.491,1000,0.42,0.774,0.478,2000,0.4195,0.7885,0.469,3000,0.42,0.7836666666666666
ackley,random,2,53,0.3366,0.3952,0.6794,0.493,1000,0.421,0.775,0.478,2000,0.423,0.79,0.4673333333333333,3000,0.4226666666666667,0.7846666666666666
ackley,random,2,54,0.3345,0.3947,0.675,0.495,1000,0.428,0.771,0.4755,2000,0.4295,0.7855,0.4643333333333333,3000,0.42933333333333334,0.779
ackley,random,2,55,0.3296,0.3857,0.6746,0.49,1000,0.429,0.772,0.4735,2000,0.428,0.785,0.459,3000,0.4256666666666667,0.7786666666666666
ackley,random,2,56,0.3261,0.3881,0.6728,0.494,1000,0.429,0.781,0.4735,2000,0.43,0.7915,0.4593333333333333,3000,0.42966666666666664,0.7853333333333333
ackley,random,2,57,0.3257,0.3922,0.6658,0.502,1000,0.432,0.779,0.475,2000,0.4345,0.7895,0.46166666666666667,3000,0.436,0.7816666666666666
ackley,random,2,58,0.3369,0.3835,0.6583,0.499,1000,0.414,0.763,0.478,2000,0.4205,0.7775,0.46366666666666667,3000,0.422,0.7706666666666667
ackley,random,2,59,0.336,0.3783,0.6565,0.497,1000,0.411,0.762,0.479,2000,0.417,0.7745,0.463,3000,0.419,0.769
ackley,random,2,60,0.3413,0.3616,0.6447,0.497,1000,0.4,0.745,0.481,2000,0.404,0.7525,0.463,3000,0.406,0.7473333333333333
ackley,random,2,61,0.3401,0.3583,0.6455,0.496,1000,0.396,0.748,0.4825,2000,0.402,0.7575,0.4656666666666667,3000,0.4033333333333333,0.7523333333333333
ackley,random,2,62,0.3366,0.3552,0.6427,0.494,1000,0.397,0.755,0.4825,2000,0.405,0.7615,0.465,3000,0.4043333333333333,0.7556666666666667
ackley,random,2,63,0.3275,0.3607,0.6475,0.492,1000,0.417,0.766,0.4755,2000,0.4255,0.7735,0.45666666666666667,3000,0.4246666666666667,0.7683333333333333
ackley,random,2,64,0.3292,0.3537,0.637,0.493,1000,0.406,0.746,0.476,2000,0.416,0.7545,0.4583333333333333,3000,0.41633333333333333,0.7496666666666667
ackley,random,2,65,0.3264,0.3508,0.6404,0.486,1000,0.41,0.754,0.4725,2000,0.4175,0.761,0.45566666666666666,3000,0.41633333333333333,0.756
ackley,random,2,66,0.3279,0.3444,0.6299,0.489,1000,0.401,0.752,0.4765,2000,0.407,0.756,0.459,3000,0.4083333333333333,0.7516666666666667
ackley,random,2,67,0.3314,0.335,0.6189,0.49,1000,0.389,0.729,0.4765,2000,0.397,0.734,0.4593333333333333,3000,0.3973333333333333,0.731
ackley,random,2,68,0.333,0.3342,0.6186,0.491,1000,0.387,0.722,0.4785,2000,0.394,0.7265,0.45966666666666667,3000,0.3933333333333333,0.7256666666666667
ackley,random,2,69,0.3319,0.3255,0.6099,0.49,1000,0.377,0.714,0.4745,2000,0.383,0.7185,0.456,3000,0.383,0.7163333333333334
ackley,random,2,70,0.334,0.3141,0.5973,0.496,1000,0.361,0.7,0.4775,2000,0.3665,0.6945,0.459,3000,0.36833333333333335,0.6933333333333334
ackley,random,2,71,0.329,0.3139,0.6087,0.491,1000,0.373,0.718,0.4755,2000,0.374,0.7115,0.45466666666666666,3000,0.373,0.7113333333333334
ackley,random,2,72,0.3298,0.3027,0.5943,0.489,1000,0.362,0.705,0.4755,2000,0.362,0.6935,0.455,3000,0.36,0.6933333333333334
ackley,random,2,73,0.3243,0.3049,0.5982,0.487,1000,0.367,0.713,0.4755,2000,0.3665,0.7005,0.4543333333333333,3000,0.36533333333333334,0.7003333333333334
ackley,random,2,74,0.3134,0.3176,0.6089,0.486,1000,0.388,0.738,0.474,2000,0.391,0.7245,0.4523333333333333,3000,0.3873333333333333,0.7206666666666667
ackley,random,2,75,0.3135,0.3153,0.6043,0.486,1000,0.384,0.728,0.474,2000,0.3895,0.717,0.452,3000,0.38533333333333336,0.7146666666666667
ackley,random,2,76,0.3138,0.3153,0.5969,0.489,1000,0.383,0.714,0.4755,2000,0.386,0.7065,0.4523333333333333,3000,0.38233333333333336,0.706
ackley,random,2,77,0.3099,0.3207,0.6064,0.487,1000,0.389,0.74,0.473,2000,0.3895,0.7305,0.45,3000,0.38566666666666666,0.727
ackley,random,2,78,0.3118,0.3105,0.5935,0.491,1000,0.379,0.703,0.475,2000,0.383,0.6985,0.451,3000,0.37733333333333335,0.699
ackley,random,2,79,0.312,0.3078,0.5894,0.491,1000,0.378,0.697,0.4755,2000,0.381,0.692,0.452,3000,0.37433333333333335,0.6936666666666667
ackley,random,2,80,0.3142,0.2995,0.5779,0.491,1000,0.37,0.681,0.475,2000,0.3705,0.674,0.451,3000,0.364,0.676
ackley,random,3,12,0.421,0.8666,0.9995,0.498,1000,0.844,0.999,0.486,2000,0.845,0.9995,0.483,3000,0.85,0.9996666666666667
ackley,random,3,13,0.4145,0.8539,0.9995,0.487,1000,0.827,0.999,0.4805,2000,0.824,0.9995,0.4746666666666667,3000,0.828,0.9996666666666667
ackley,random,3,14,0.4201,0.8334,0.9991,0.493,1000,0.794,0.999,0.48,2000,0.799,0.9985,0.47433333333333333,3000,0.802,0.9983333333333333
ackley,random,3,15,0.3833,0.8296,0.9985,0.485,1000,0.833,0.999,0.4775,2000,0.8375,0.9995,0.4726666666666667,3000,0.8443333333333334,0.999
ackley,random,3,16,0.3915,0.82,0.9989,0.487,1000,0.81,0.999,0.4835,2000,0.812,0.9995,0.4786666666666667,3000,0.818,0.999
ackley,random,3,17,0.3966,0.7765,0.9958,0.498,1000,0.782,0.996,0.491,2000,0.778,0.997,0.48233333333333334,3000,0.779,0.996
ackley,random,3,18,0.3965,0.7198,0.98,0.494,1000,0.71,0.987,0.4905,2000,0.707,0.9895,0.48033333333333333,3000,0.712,0.9873333333333333
ackley,random,3,19,0.3954,0.6812,0.9553,0.491,1000,0.677,0.971,0.49,2000,0.672,0.972,0.48333333333333334,3000,0.6743333333333333,0.9693333333333334
ackley,random,3,20,0.3988,0.6717,0.9543,0.485,1000,0.665,0.969,0.485,2000,0.6565,0.971,0.47933333333333333,3000,0.6596666666666666,0.968
ackley,random,3,21,0.4071,0.6433,0.9472,0.484,1000,0.623,0.961,0.487,2000,0.6175,0.962,0.4816666666666667,3000,0.6183333333333333,0.9586666666666667
ackley,random,3,22,0.3852,0.6275,0.9369,0.493,1000,0.639,0.968,0.4855,2000,0.6395,0.9695,0.47633333333333333,3000,0.643,0.9656666666666667
ackley,random,3,23,0.3758,0.6409,0.9428,0.489,1000,0.657,0.967,0.483,2000,0.654,0.9725,0.4716666666666667,3000,0.6563333333333333,0.967
ackley,random,3,24,0.3767,0.6328,0.9355,0.494,1000,0.653,0.955,0.483,2000,0.6485,0.9635,0.472,3000,0.652,0.958
ackley,random,3,25,0.3623,0.6129,0.9231,0.494,1000,0.672,0.96,0.479,2000,0.664,0.9665,0.4663333333333333,3000,0.6656666666666666,0.9623333333333334
ackley,random,3,26,0.3689,0.6175,0.9226,0.499,1000,0.689,0.962,0.478,2000,0.6825,0.9685,0.466,3000,0.6813333333333333,0.966
ackley,random,3,27,0.3613,0.6137,0.9207,0.494,1000,0.688,0.961,0.472,2000,0.682,0.968,0.46,3000,0.68,0.9656666666666667
ackley,random,3,28,0.3599,0.5801,0.8898,0.488,1000,0.663,0.945,0.467,2000,0.6485,0.948,0.457,3000,0.6463333333333333,0.944
ackley,random,3,29,0.3619,0.5287,0.861,0.494,1000,0.592,0.947,0.472,2000,0.589,0.9475,0.4603333333333333,3000,0.594,0.943
ackley,random,3,30,0.3498,0.562,0.8785,0.501,1000,0.646,0.953,0.474,2000,0.6415,0.955,0.462,3000,0.642,0.95
ackley,random,3,31,0.3543,0.5298,0.8593,0.508,1000,0.599,0.948,0.478,2000,0.599,0.9475,0.462,3000,0.5963333333333334,0.9436666666666667
ackley,random,3,32,0.334,0.5394,0.8652,0.504,1000,0.624,0.952,0.4735,2000,0.623,0.951,0.4543333333333333,3000,0.617,0.9466666666666667
ackley,random,3,33,0.317,0.546,0.8705,0.501,1000,0.645,0.956,0.471,2000,0.635,0.956,0.448,3000,0.6293333333333333,0.9506666666666667
ackley,random,3,34,0.3201,0.5376,0.8679,0.491,1000,0.628,0.95,0.4675,2000,0.619,0.95,0.45,3000,0.6113333333333333,0.944
ackley,random,3,35,0.3235,0.5405,0.8711,0.497,1000,0.618,0.942,0.47,2000,0.6015,0.9445,0.45166666666666666,3000,0.5983333333333334,0.9376666666666666
ackley,random,3,36,0.3293,0.5283,0.8637,0.493,1000,0.594,0.94,0.4665,2000,0.581,0.9435,0.451,3000,0.5813333333333334,0.9353333333333333
ackley,random,3,37,0.3274,0.5062,0.8352,0.478,1000,0.562,0.931,0.4575,2000,0.555,0.9325,0.44333333333333336,3000,0.5556666666666666,0.9243333333333333
ackley,random,3,38,0.3248,0.5057,0.8319,0.476,1000,0.572,0.936,0.46,2000,0.5715,0.9375,0.44533333333333336,3000,0.57,0.929
ackley,random,3,39,0.3234,0.493,0.8182,0.47,1000,0.555,0.936,0.454,2000,0.555,0.935,0.441,3000,0.5526666666666666,0.9253333333333333
ackley,random,3,40,0.3255,0.4715,0.7871,0.467,1000,0.522,0.888,0.454,2000,0.527,0.8935,0.44066666666666665,3000,0.525,0.8886666666666667
ackley,random,3,41,0.3332,0.4504,0.769,0.458,1000,0.489,0.876,0.452,2000,0.4945,0.8785,0.44066666666666665,3000,0.496,0.8746666666666667
ackley,random,3,42,0.3322,0.4342,0.7433,0.458,1000,0.474,0.852,0.4515,2000,0.4815,0.85,0.43966666666666665,3000,0.48233333333333334,0.8463333333333334
ackley,random,3,43,0.3334,0.4255,0.7262,0.464,1000,0.46,0.848,0.4585,2000,0.476,0.841,0.44633333333333336,3000,0.4756666666666667,0.8383333333333334
ackley,random,3,44,0.3242,0.4304,0.7293,0.463,1000,0.476,0.851,0.458,2000,0.4895,0.843,0.44533333333333336,3000,0.49033333333333334,0.8406666666666667
ackley,random,3,45,0.3183,0.433,0.7213,0.474,1000,0.487,0.849,0.46,2000,0.4995,0.841,0.441,3000,0.501,0.8396666666666667
ackley,random,3,46,0.3225,0.4164,0.7026,0.479,1000,0.465,0.824,0.4625,2000,0.479,0.815,0.44433333333333336,3000,0.478,0.814
ackley,random,3,47,0.3176,0.4128,0.7025,0.478,1000,0.465,0.824,0.459,2000,0.4815,0.817,0.43966666666666665,3000,0.47933333333333333,0.8156666666666667
ackley,random,3,48,0.3123,0.4204,0.7161,0.481,1000,0.488,0.832,0.4595,2000,0.495,0.8325,0.43666666666666665,3000,0.49233333333333335,0.829
ackley,random,3,49,0.3166,0.4152,0.7069,0.479,1000,0.47,0.825,0.4605,2000,0.4805,0.8245,0.438,3000,0.4806666666666667,0.821
ackley,random,3,50,0.3186,0.4089,0.7079,0.48,1000,0.461,0.827,0.4595,2000,0.467,0.8265,0.43833333333333335,3000,0.4656666666666667,0.8236666666666667
ackley,random,3,51,0.3165,0.3992,0.6897,0.48,1000,0.449,0.814,0.4565,2000,0.456,0.8135,0.43466666666666665,3000,0.45466666666666666,0.8073333333333333
ackley,random,3,52,0.3103,0.4187,0.7047,0.486,1000,0.477,0.838,0.457,2000,0.4835,0.8395,0.43433333333333335,3000,0.481,0.8313333333333334
ackley,random,3,53,0.3075,0.4144,0.6967,0.482,1000,0.481,0.834,0.457,2000,0.486,0.836,0.43433333333333335,3000,0.48333333333333334,0.8286666666666667
ackley,random,3,54,0.3099,0.4117,0.6984,0.477,1000,0.473,0.836,0.458,2000,0.4835,0.835,0.438,3000,0.48133333333333334,0.8293333333333334
ackley,random,3,55,0.3084,0.409,0.7011,0.474,1000,0.481,0.841,0.4565,2000,0.4875,0.838,0.43733333333333335,3000,0.4826666666666667,0.8316666666666667
ackley,random,3,56,0.3089,0.398,0.6833,0.473,1000,0.467,0.81,0.4565,2000,0.4745,0.8035,0.437,3000,0.4713333333333333,0.8023333333333333
ackley,random,3,57,0.3108,0.3856,0.6831,0.472,1000,0.457,0.81,0.4555,2000,0.4625,0.804,0.43833333333333335,3000,0.459,0.8033333333333333
ackley,random,3,58,0.3148,0.3702,0.6771,0.474,1000,0.432,0.805,0.459,2000,0.4405,0.798,0.44266666666666665,3000,0.43666666666666665,0.7963333333333333
ackley,random,3,59,0.3138,0.3635,0.6668,0.475,1000,0.424,0.8,0.4595,2000,0.4345,0.7935,0.444,3000,0.43133333333333335,0.791
ackley,random,3,60,0.3135,0.3589,0.6606,0.473,1000,0.42,0.799,0.4595,2000,0.4285,0.7905,0.44333333333333336,3000,0.425,0.7856666666666666
ackley,random,3,61,0.311,0.3796,0.6834,0.473,1000,0.434,0.835,0.46,2000,0.443,0.8295,0.44366666666666665,3000,0.439,0.8223333333333334
ackley,random,3,62,0.3104,0.3778,0.6783,0.474,1000,0.435,0.834,0.457,2000,0.4405,0.8305,0.44166666666666665,3000,0.43766666666666665,0.8216666666666667
ackley,random,3,63,0.3091,0.3741,0.6734,0.474,1000,0.428,0.831,0.457,2000,0.434,0.8285,0.44066666666666665,3000,0.43066666666666664,0.8196666666666667
ackley,random,3,64,0.3139,0.3705,0.6647,0.473,1000,0.413,0.813,0.4565,2000,0.428,0.8155,0.441,3000,0.42433333333333334,0.8083333333333333
ackley,random,3,65,0.3161,0.3656,0.6569,0.477,1000,0.406,0.808,0.457,2000,0.4175,0.806,0.442,3000,0.41533333333333333,0.798
ackley,random,3,66,0.3084,0.3664,0.6591,0.477,1000,0.414,0.812,0.4555,2000,0.4225,0.81,0.43933333333333335,3000,0.4196666666666667,0.8006666666666666
ackley,random,3,67,0.307,0.3624,0.6538,0.477,1000,0.409,0.812,0.4565,2000,0.4225,0.807,0.44,3000,0.418,0.7986666666666666
ackley,random,3,68,0.3062,0.3594,0.6499,0.475,1000,0.412,0.81,0.4575,2000,0.4255,0.806,0.43933333333333335,3000,0.41933333333333334,0.7976666666666666
ackley,random,3,69,0.3079,0.3574,0.6469,0.476,1000,0.411,0.809,0.46,2000,0.423,0.8005,0.441,3000,0.415,0.7946666666666666
ackley,random,3,70,0.3001,0.3742,0.6623,0.475,1000,0.425,0.843,0.4595,2000,0.436,0.833,0.44,3000,0.43033333333333335,0.8286666666666667
ackley,random,3,71,0.2988,0.3717,0.6584,0.473,1000,0.426,0.845,0.46,2000,0.4365,0.8335,0.44133333333333336,3000,0.431,0.829
ackley,random,3,72,0.3025,0.3669,0.6527,0.479,1000,0.407,0.838,0.468,2000,0.4225,0.8275,0.44733333333333336,3000,0.42,0.8246666666666667
ackley,random,3,73,0.307,0.3543,0.6362,0.475,1000,0.388,0.805,0.465,2000,0.4035,0.797,0.44666666666666666,3000,0.401,0.7946666666666666
ackley,random,3,74,0.2956,0.3675,0.6513,0.479,1000,0.417,0.846,0.4655,2000,0.4275,0.8305,0.44333333333333336,3000,0.425,0.8266666666666667
ackley,random,3,75,0.2942,0.3665,0.6504,0.478,1000,0.429,0.85,0.467,2000,0.433,0.8335,0.44366666666666665,3000,0.4256666666666667,0.8273333333333334
ackley,random,3,76,0.2937,0.3613,0.6414,0.477,1000,0.423,0.836,0.4645,2000,0.4195,0.8225,0.44166666666666665,3000,0.41533333333333333,0.815
ackley,random,3,77,0.3,0.3537,0.6316,0.475,1000,0.412,0.822,0.4615,2000,0.4065,0.8105,0.441,3000,0.4003333333333333,0.8023333333333333
ackley,random,3,78,0.2996,0.3517,0.6279,0.475,1000,0.402,0.82,0.4615,2000,0.402,0.809,0.441,3000,0.396,0.799
ackley,random,3,79,0.3001,0.3541,0.6258,0.457,1000,0.393,0.825,0.4535,2000,0.3965,0.8085,0.43866666666666665,3000,0.393,0.7966666666666666
ackley,random,3,80,0.3071,0.3372,0.6115,0.463,1000,0.372,0.784,0.4595,2000,0.369,0.7785,0.44266666666666665,3000,0.36566666666666664,0.768
ackley,random,4,12,0.3964,0.8478,0.998,0.478,1000,0.873,1.0,0.4745,2000,0.871,0.9995,0.472,3000,0.8753333333333333,0.999
ackley,random,4,13,0.3678,0.805,0.988,0.483,1000,0.887,1.0,0.471,2000,0.8825,1.0,0.464,3000,0.886,0.9996666666666667
ackley,random,4,14,0.3803,0.7554,0.972,0.482,1000,0.827,1.0,0.4765,2000,0.827,0.9995,0.4723333333333333,3000,0.829,0.999
ackley,random,4,15,0.3586,0.7867,0.9765,0.475,1000,0.852,1.0,0.4655,2000,0.8465,0.9995,0.462,3000,0.846,0.999
ackley,random,4,16,0.3647,0.7401,0.9542,0.482,1000,0.801,0.991,0.4685,2000,0.7945,0.994,0.4676666666666667,3000,0.793,0.993
ackley,random,4,17,0.3681,0.708,0.9297,0.489,1000,0.759,0.972,0.471,2000,0.7525,0.974,0.4703333333333333,3000,0.7486666666666667,0.9733333333333334
ackley,random,4,18,0.3719,0.6748,0.9233,0.484,1000,0.711,0.973,0.47,2000,0.7065,0.974,0.4706666666666667,3000,0.7073333333333334,0.9733333333333334
ackley,random,4,19,0.3672,0.6712,0.9233,0.484,1000,0.712,0.975,0.4695,2000,0.709,0.975,0.4663333333333333,3000,0.709,0.974
ackley,random,4,20,0.3691,0.6443,0.9056,0.484,1000,0.69,0.97,0.469,2000,0.694,0.9715,0.4673333333333333,3000,0.695,0.9696666666666667
ackley,random,4,21,0.3589,0.6636,0.9136,0.491,1000,0.704,0.976,0.47,2000,0.7085,0.9785,0.4613333333333333,3000,0.713,0.9753333333333334
ackley,random,4,22,0.3511,0.6323,0.8874,0.493,1000,0.692,0.972,0.47,2000,0.697,0.9725,0.46,3000,0.7006666666666667,0.9706666666666667
ackley,random,4,23,0.3537,0.6199,0.8672,0.493,1000,0.673,0.94,0.47,2000,0.6795,0.939,0.461,3000,0.683,0.94
ackley,random,4,24,0.344,0.6168,0.8669,0.488,1000,0.664,0.937,0.465,2000,0.6735,0.9375,0.45466666666666666,3000,0.6773333333333333,0.9386666666666666
ackley,random,4,25,0.3524,0.592,0.8656,0.488,1000,0.625,0.932,0.4665,2000,0.636,0.9325,0.4593333333333333,3000,0.6353333333333333,0.9343333333333333
ackley,random,4,26,0.3679,0.5624,0.8565,0.489,1000,0.579,0.931,0.4765,2000,0.5905,0.9325,0.4736666666666667,3000,0.5943333333333334,0.9343333333333333
ackley,random,4,27,0.3621,0.5541,0.8575,0.488,1000,0.578,0.93,0.4725,2000,0.5905,0.9295,0.4703333333333333,3000,0.5906666666666667,0.9323333333333333
ackley,random,4,28,0.3595,0.5778,0.8659,0.488,1000,0.603,0.929,0.467,2000,0.614,0.93,0.4653333333333333,3000,0.6183333333333333,0.932
ackley,random,4,29,0.3556,0.5606,0.8522,0.491,1000,0.606,0.924,0.468,2000,0.6085,0.924,0.463,3000,0.6123333333333333,0.9236666666666666
ackley,random,4,30,0.3572,0.5333,0.8421,0.499,1000,0.571,0.925,0.4715,2000,0.576,0.9235,0.4656666666666667,3000,0.5766666666666667,0.9226666666666666
ackley,random,4,31,0.3583,0.5271,0.8344,0.499,1000,0.564,0.921,0.4735,2000,0.5665,0.919,0.467,3000,0.5673333333333334,0.9176666666666666
ackley,random,4,32,0.3582,0.5097,0.8103,0.499,1000,0.544,0.911,0.4715,2000,0.547,0.9035,0.4656666666666667,3000,0.5473333333333333,0.9036666666666666
ackley,random,4,33,0.3624,0.5049,0.8089,0.5,1000,0.527,0.902,0.4725,2000,0.527,0.8955,0.4663333333333333,3000,0.5293333333333333,0.895
ackley,random,4,34,0.3652,0.4731,0.7886,0.497,1000,0.48,0.861,0.4725,2000,0.48,0.862,0.4666666666666667,3000,0.4876666666666667,0.8633333333333333
ackley,random,4,35,0.3611,0.467,0.7991,0.497,1000,0.477,0.87,0.4725,2000,0.4755,0.8735,0.4646666666666667,3000,0.4826666666666667,0.8773333333333333
ackley,random,4,36,0.3583,0.4648,0.8025,0.495,1000,0.471,0.876,0.4735,2000,0.472,0.879,0.46366666666666667,3000,0.47933333333333333,0.8796666666666667
ackley,random,4,37,0.3573,0.4513,0.7823,0.493,1000,0.462,0.846,0.471,2000,0.461,0.8495,0.462,3000,0.468,0.852
ackley,random,4,38,0.3431,0.4714,0.797,0.492,1000,0.497,0.861,0.469,2000,0.495,0.865,0.4583333333333333,3000,0.49933333333333335,0.8673333333333333
ackley,random,4,39,0.3442,0.4687,0.7885,0.493,1000,0.494,0.853,0.4705,2000,0.4905,0.855,0.45966666666666667,3000,0.49366666666666664,0.857
ackley,random,4,40,0.3401,0.459,0.7774,0.501,1000,0.491,0.852,0.4765,2000,0.488,0.8525,0.4613333333333333,3000,0.49366666666666664,0.8533333333333334
ackley,random,4,41,0.3442,0.4409,0.7622,0.5,1000,0.48,0.847,0.48,2000,0.469,0.849,0.464,3000,0.476,0.85
ackley,random,4,42,0.3338,0.4512,0.7665,0.498,1000,0.495,0.848,0.476,2000,0.49,0.8505,0.45966666666666667,3000,0.495,0.852
ackley,random,4,43,0.3275,0.4765,0.7798,0.497,1000,0.536,0.876,0.477,2000,0.5275,0.8735,0.46066666666666667,3000,0.5256666666666666,0.873
ackley,random,4,44,0.3167,0.4835,0.7853,0.5,1000,0.536,0.876,0.4715,2000,0.5345,0.873,0.453,3000,0.5336666666666666,0.8726666666666667
ackley,random,4,45,0.3104,0.4829,0.7885,0.498,1000,0.55,0.881,0.47,2000,0.546,0.878,0.44666666666666666,3000,0.5453333333333333,0.8783333333333333
ackley,random,4,46,0.2964,0.4938,0.7954,0.496,1000,0.576,0.898,0.466,2000,0.568,0.892,0.44266666666666665,3000,0.5663333333333334,0.8906666666666667
ackley,random,4,47,0.3011,0.4839,0.7843,0.494,1000,0.566,0.897,0.4645,2000,0.5525,0.8925,0.448,3000,0.552,0.8896666666666667
ackley,random,4,48,0.2937,0.4836,0.7899,0.488,1000,0.575,0.901,0.454,2000,0.5665,0.896,0.43933333333333335,3000,0.564,0.8946666666666667
ackley,random,4,49,0.2934,0.4894,0.7987,0.493,1000,0.579,0.906,0.453,2000,0.571,0.903,0.43833333333333335,3000,0.5696666666666667,0.9006666666666666
ackley,random,4,50,0.2822,0.5154,0.8144,0.485,1000,0.628,0.926,0.444,2000,0.6145,0.9215,0.42766666666666664,3000,0.6096666666666667,0.9193333333333333
ackley,random,4,51,0.278,0.5103,0.8216,0.484,1000,0.631,0.925,0.4445,2000,0.6155,0.922,0.42633333333333334,3000,0.6066666666666667,0.9206666666666666
ackley,random,4,52,0.2799,0.5044,0.8083,0.49,1000,0.612,0.917,0.447,2000,0.6025,0.91,0.43066666666666664,3000,0.593,0.9086666666666666
ackley,random,4,53,0.2624,0.5125,0.8065,0.485,1000,0.653,0.935,0.442,2000,0.643,0.926,0.4216666666666667,3000,0.6303333333333333,0.9253333333333333
ackley,random,4,54,0.2586,0.5207,0.7979,0.484,1000,0.667,0.93,0.441,2000,0.656,0.92,0.425,3000,0.643,0.92
ackley,random,4,55,0.2618,0.5175,0.7931,0.488,1000,0.662,0.914,0.444,2000,0.6485,0.9035,0.424,3000,0.6343333333333333,0.904
ackley,random,4,56,0.268,0.5069,0.7837,0.485,1000,0.617,0.901,0.4475,2000,0.613,0.892,0.42866666666666664,3000,0.6016666666666667,0.8926666666666667
ackley,random,4,57,0.2727,0.4969,0.7738,0.488,1000,0.587,0.894,0.452,2000,0.5865,0.8835,0.43333333333333335,3000,0.5766666666666667,0.8833333333333333
ackley,random,4,58,0.2661,0.4907,0.7682,0.49,1000,0.581,0.903,0.4525,2000,0.591,0.8915,0.43133333333333335,3000,0.5786666666666667,0.8896666666666667
ackley,random,4,59,0.2549,0.508,0.7839,0.491,1000,0.613,0.925,0.447,2000,0.6195,0.9175,0.423,3000,0.608,0.9146666666666666
ackley,random,4,60,0.261,0.5028,0.7755,0.491,1000,0.598,0.917,0.4485,2000,0.6025,0.909,0.4266666666666667,3000,0.5926666666666667,0.906
ackley,random,4,61,0.2637,0.494,0.7651,0.489,1000,0.577,0.912,0.448,2000,0.5835,0.8965,0.4266666666666667,3000,0.576,0.8946666666666667
ackley,random,4,62,0.2672,0.4854,0.7589,0.489,1000,0.567,0.892,0.449,2000,0.5665,0.8775,0.4266666666666667,3000,0.5573333333333333,0.88
ackley,random,4,63,0.2669,0.4762,0.7539,0.487,1000,0.558,0.885,0.447,2000,0.558,0.8725,0.426,3000,0.55,0.8756666666666667
ackley,random,4,64,0.264,0.4671,0.7502,0.489,1000,0.555,0.885,0.4475,2000,0.5525,0.8775,0.42633333333333334,3000,0.5423333333333333,0.8796666666666667
