left_model,right_model,subset,metric,left_minus_right,ci_lower,ci_upper,repeat_blocks_positive,repeat_blocks
log_h_st_logistic,log_h_logistic,B1_q30,log_loss,0.005165965127073619,0.004634973253933257,0.005740765043256751,20,20
log_h_st_logistic,log_h_logistic,B1_q20,roc_auc,-0.004368792423411999,-0.005029024139157489,-0.0037384194178977062,0,20
log_h_st_logistic,log_h_logistic,B1_q20,pr_auc,0.0005323839995550417,-0.0039058744875191177,0.005254823635193802,7,20
log_h_st_logistic,log_h_logistic,B1_q20,accuracy,-0.005882352941176472,-0.009411764705882364,-0.001764705882352946,2,20
log_h_st_logistic,log_h_logistic,B1_q20,balanced_accuracy,-0.007511094995890111,-0.012235855119683092,-0.0026961461040182657,2,20
log_h_st_logistic,log_h_logistic,B1_q20,keyhole_recall,-0.015039660292269413,-0.024499575224151256,-0.004924674516067484,2,20
log_h_st_logistic,log_h_logistic,B1_q20,conduction_recall,1.7470300489169643e-05,-0.0027777777777777735,0.0028301886792452824,1,20
log_h_st_logistic,log_h_logistic,B1_q20,brier_score,0.0033675378237794846,0.0030840425683515025,0.003681218341588097,20,20
log_h_st_logistic,log_h_logistic,B1_q20,log_loss,0.007429482603931415,0.0065549841476623145,0.00847687186112746,20,20
gpc_5d_h_augmented,gpc_4d,full81,roc_auc,-0.0004167354348902752,-0.0006251031523353939,-0.0002393134180557975,2,20
gpc_5d_h_augmented,gpc_4d,full81,pr_auc,-0.0019235368883399162,-0.0027268656042010687,-0.0012529948316712639,2,20
gpc_5d_h_augmented,gpc_4d,full81,accuracy,0.00012345679012347178,-0.0012345679012345455,0.0013580246913580507,9,20
gpc_5d_h_augmented,gpc_4d,full81,balanced_accuracy,0.002212617593662336,-0.0006024096385541803,0.005144206964845688,9,20
gpc_5d_h_augmented,gpc_4d,full81,keyhole_recall,0.005479452054794542,-1.712328767120976e-05,0.011643835616438369,9,20
gpc_5d_h_augmented,gpc_4d,full81,conduction_recall,-0.001054216867469876,-0.0018072289156626509,-0.0003012048192771122,0,20
gpc_5d_h_augmented,gpc_4d,full81,brier_score,0.0005838466520097559,0.0004370242882781478,0.0007542904044490486,20,20
gpc_5d_h_augmented,gpc_4d,full81,log_loss,0.005536116066265777,0.004693162374959007,0.00657297743567643,20,20
gpc_5d_h_augmented,gpc_4d,B1_q30,roc_auc,-0.0013572768481206088,-0.002246787449667291,-0.0005452290502764905,3,20
gpc_5d_h_augmented,gpc_4d,B1_q30,pr_auc,-0.0058408590380425954,-0.008032657741095725,-0.0038139488516731783,1,20
gpc_5d_h_augmented,gpc_4d,B1_q30,accuracy,0.00040000000000000034,-0.0036000000000000034,0.004400000000000004,9,20
gpc_5d_h_augmented,gpc_4d,B1_q30,balanced_accuracy,0.002929319501363492,-0.0025844099343244414,0.00847352107070395,9,20
gpc_5d_h_augmented,gpc_4d,B1_q30,keyhole_recall,0.00997710622710623,-5.3529549718568234e-05,0.020864203631734073,9,20
gpc_5d_h_augmented,gpc_4d,B1_q30,conduction_recall,-0.004118467224379247,-0.007074143751084072,-0.0011976477337923119,0,20
gpc_5d_h_augmented,gpc_4d,B1_q30,brier_score,0.0012160528891352988,0.0009165826165994653,0.0015046606379836255,20,20
gpc_5d_h_augmented,gpc_4d,B1_q30,log_loss,0.004720593673123466,0.003923755134803838,0.005560966282829723,20,20
gpc_5d_h_augmented,gpc_4d,B1_q20,roc_auc,-0.002535268107040356,-0.004110241585730897,-0.0011952136346750663,3,20
gpc_5d_h_augmented,gpc_4d,B1_q20,pr_auc,-0.007401258659476784,-0.010706925735724926,-0.004451483102706932,2,20
gpc_5d_h_augmented,gpc_4d,B1_q20,accuracy,-0.0005882352941176284,-0.0064705882352941,0.004705882352941204,6,20
gpc_5d_h_augmented,gpc_4d,B1_q20,balanced_accuracy,0.001106786909833929,-0.0057018300731735225,0.008345816409719684,6,20
gpc_5d_h_augmented,gpc_4d,B1_q20,keyhole_recall,0.008098146516671189,-0.0041938025210083996,0.02157605380862022,6,20
gpc_5d_h_augmented,gpc_4d,B1_q20,conduction_recall,-0.005884572697003326,-0.010901960784313719,-0.001922863485016658,0,20
gpc_5d_h_augmented,gpc_4d,B1_q20,brier_score,0.0016019306227784546,0.001117983804731773,0.0020862766520773597,18,20
gpc_5d_h_augmented,gpc_4d,B1_q20,log_loss,0.0053555264887115515,0.004051342755829203,0.006822072231089606,20,20
logistic_M3,logistic_M1,full81,roc_auc,0.003760934147549094,0.003509190873081355,0.004031193266215528,20,20
logistic_M3,logistic_M1,full81,pr_auc,0.018755204233204238,0.01635708325528689,0.0219554791693724,20,20
logistic_M3,logistic_M1,full81,accuracy,0.0011111111111111126,-0.0011111111111111128,0.003456790123456804,9,20
logistic_M3,logistic_M1,full81,balanced_accuracy,0.005486672718270363,0.0007334131044727298,0.010239932332068014,13,20
logistic_M3,logistic_M1,full81,keyhole_recall,0.012328767123287699,0.002739726027397299,0.021232876712328798,12,20
logistic_M3,logistic_M1,full81,conduction_recall,-0.0013554216867469825,-0.0030120481927710776,0.00045180722891565735,4,20
logistic_M3,logistic_M1,full81,brier_score,-0.004932009887428705,-0.005516835612590572,-0.0044063897218557255,0,20
logistic_M3,logistic_M1,full81,log_loss,-0.020197382885260785,-0.022793807035395058,-0.01797778882283575,0,20
logistic_M3,logistic_M1,B1_q30,roc_auc,0.020690948113488067,0.01929649457470389,0.02222644394723007,20,20
logistic_M3,logistic_M1,B1_q30,pr_auc,0.06535203417526328,0.059976662300816413,0.07094878836972969,20,20
logistic_M3,logistic_M1,B1_q30,accuracy,0.002400000000000002,-0.004400000000000004,0.009600000000000008,8,20
logistic_M3,logistic_M1,B1_q30,balanced_accuracy,0.007309682591667044,-0.0013113382022475089,0.01674775679392793,11,20
logistic_M3,logistic_M1,B1_q30,keyhole_recall,0.02113262753506657,0.00359283145716074,0.037447601179308475,12,20
logistic_M3,logistic_M1,B1_q30,conduction_recall,-0.006513262351732496,-0.01243145956897748,-0.0011062480329761437,3,20
logistic_M3,logistic_M1,B1_q30,brier_score,-0.013945372938114233,-0.015532739577943716,-0.012446336523532242,0,20
logistic_M3,logistic_M1,B1_q30,log_loss,-0.05702768090037098,-0.06515270194122776,-0.050312505688878545,0,20
logistic_M3,logistic_M1,B1_q20,roc_auc,0.027818856260906556,0.025285690619709335,0.030224194088018897,20,20
logistic_M3,logistic_M1,B1_q20,pr_auc,0.07031008047122227,0.0652275834750865,0.07529070811226454,20,20
logistic_M3,logistic_M1,B1_q20,accuracy,2.2204460492503132e-17,-0.00823529411764703,0.00882352941176474,6,20
logistic_M3,logistic_M1,B1_q20,balanced_accuracy,0.004885789868781454,-0.00395159591432748,0.015478271541722707,10,20
logistic_M3,logistic_M1,B1_q20,keyhole_recall,0.027219122986437982,0.010482983167607218,0.04449971846326506,12,20
logistic_M3,logistic_M1,B1_q20,conduction_recall,-0.017447543248875104,-0.026307388790865468,-0.008563555016426838,2,20
logistic_M3,logistic_M1,B1_q20,brier_score,-0.014515934449966277,-0.01705040336470628,-0.012012364039173877,0,20
logistic_M3,logistic_M1,B1_q20,log_loss,-0.06484657256163308,-0.07742790716907845,-0.05512454050062718,0,20
