experiment_name,has_keyhole,has_conduction,labelled_frame_count,relevant_physical_frame_count,keyhole_frame_count,keyhole_fraction_of_relevant_physical_frames,keyhole_segment_count,maximum_keyhole_segment_frames,keyhole_transient_by_sequence,keyhole_persistent_to_last_physical_frame,repeated_keyhole_episodes,keyhole_timing_relative_to_T0,keyhole_persistence_group,collapsed_physical_sequence,frames_csv_sha256,label_sequence_sha256,keyhole_negative_contains_conduction,keyhole_negative_without_conduction
P-311p847977036_VX-0p831533579891_LS-6p59632228328e-05_ST-369p023839283_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80147419139e-06_H-0602c4a780,False,True,358,210,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,b85d0c19c93cccf8aa5097eb895e681dc03432902fd1a1933950059962f6fbe2,f29a67ea45a423d81a5d4e5c121c0298a0dab8c6d2d8bb11b1e9d160e7e2039a,True,False
P-319p96920879_VX-0p866402209965_LS-6p35942162539e-05_ST-320p061265262_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56799203364e-06_H-560be51b32,False,True,377,210,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,e11ba9d69716cb4f07da4a3e63d0e14e4b6e8b119bff25033a34ba25cd25a42b,02bd0ba003ca08ed7e48c33b39dcb70145e64d756b5392cb26cd527b794cf165,True,False
P-323p763442528_VX-0p850556183123_LS-6p97450047543e-05_ST-350p102665969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67172480635e-06_H-fe613e406c,False,True,369,218,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,22a88692c0b10ac537ef514df9a91c9be330de1c1e62e4e0cdd4cecf308fcded,6bda078e8f9fb5d88f26e1b8e9c1aee458a3d1633518abb480eb0ff8210e59af,True,False
P-324p489523844_VX-0p639524903021_LS-7p4699050731e-05_ST-392p096101418_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p54328811939e-06_H-eed8ed7ef3,False,True,278,209,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,8cbccff34dbb0a91f2ee08e96aa1ef4f8ba23439523cc3b31be6e9cba44022dc,e84344fe0495e47171cab68ab4d463959e93c737d849372150ecb5a7a5db7c47,True,False
P-326p931045044_VX-0p255856443683_LS-6p48737236991e-05_ST-399p817710522_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p88547942494e-05_H-9cf0389d20,True,True,113,81,27,0.3333333333333333,1,27,True,False,False,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Conduction,af3cd10c34a430c5ab9a1f482ce4f9e407869a54bc8e62ad659e862459ad7e9c,fb6f9d73e1137ca91a7aa2ebb7e5f7d4b18949079f67265cc74a45c292256d7a,False,False
P-328p176471421_VX-0p746856862244_LS-5p78341655667e-05_ST-308p284457774_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45923047225e-06_H-354781c6a2,False,True,326,218,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,38c952ff9db729b34df092ee480ae360718a0048ecdb7db788b224ce1f30c57c,f510887e25ba3f389b3605f4232cad41c734d8f7383ba8c77c0f3ecdce8d59eb,True,False
P-335p17845091_VX-0p53366627312_LS-7p35439468085e-05_ST-327p916348879_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p03958306155e-06_H-1d842653b1,False,True,233,203,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,40a0aafb9ebad7005649c052ecc3766bb40fa4084c042c40c09d0cf2268bb2d1,88cf40d05d7d300eba4a7c6222a092b86800ed8b01b369164c40b7d099789fd1,True,False
P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,False,True,375,206,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,08331f65c55d47ef59774675a72ef88cb1999052230d962d8bdf9d66585418b1,55e635fe5f16d66d69c4a33501584784bcda9bee123154254464b0af9f6cee2f,True,False
P-339p704237738_VX-0p701398887747_LS-5p24684299583e-05_ST-300p218383071_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p87785607775e-06_H-1d842653b1,True,True,303,211,39,0.1848341232227488,1,39,True,False,False,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Conduction,fec2daceac9da8981e8faaadda577f28f9aa220eb2c7c74c80b61130a2fe1d6a,ace002f76985088f1f1a183780f6f3beb366a27ed46628bb8591b6efb423e5ae,False,False
P-340p203296502_VX-0p374609743194_LS-5p54750053524e-05_ST-307p813155606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28777232591e-05_H-22f5435fc5,True,False,165,131,100,0.7633587786259542,1,100,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,9bd3872be764bd80611ae4ce8699bc021e72be0edd241d91b78d8e2924e3c234,b1a12646d72b43d773f94536f3a05f52ca4f4cfee1abd2db93e6e7b6071fb15d,False,False
P-341p923576441_VX-0p300981342968_LS-7p54559898543e-05_ST-360p882535069_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60279722173e-05_H-1d842653b1,True,True,133,103,19,0.1844660194174757,1,19,True,False,False,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Conduction,e2b2ccdab58fd0313975e606ceb70e27d772cda6a8f97ac6a4498bf85e912e5a,e8b75462af3df77ce500b1926d366f468ebe16543a6f463f7541d7f14bbac149,False,False
P-342p674555398_VX-0p462731136977_LS-5p8783513777e-05_ST-328p309527448_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04253209208e-05_H-add9572a86,True,False,202,168,127,0.7559523809523809,1,127,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,d41fcb085499498c3ee38748ea60d06572b3e6b7fd69d3403d31a7f6d04bd2c8,21211db089cf40e2b499be49e44ddacaead63c2e3a528772732df20d2f9c0ae9,False,False
P-347p783460623_VX-0p850325890926_LS-5p3362114496e-05_ST-354p131736173_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67326086915e-06_H-d1ce08951f,False,True,368,218,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction -> Forming Phase -> Conduction,cdecdc4e627322fdd5f274461947cad42c82f3a673d12e156285498cebf3bc04,9b57c6dc39848cc671c3ca5f61950e75ba78b73c0c1b6196addaca0cdfd31160,True,False
P-348p497115387_VX-0p94790268949_LS-7p31988762132e-05_ST-305p038657876_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p08925721649e-06_H-1d842653b1,False,True,410,211,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,411382f505afa39b0da26780ed7d604f741eeab4f3b06a0ad6c10d2501898fc8,40b1367201e7610a051085e289f6b91d0dbdaa29a8b8ee3213b27022d48d2d0a,True,False
P-352p513614722_VX-0p929202686833_LS-7p33895545023e-05_ST-314p010655484_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19167741481e-06_H-1553ff852f,False,True,404,237,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,24214e9d428153803723d5f11469f6f0e32fbf7b5e14b32bb91d7305f5ca9047,bd7aa7d85be423ecfe9857a1d7bdadcbdaee500d965c144d3c2f174558d37488,True,False
P-353p971838789_VX-0p831374608218_LS-4p0859447809e-05_ST-397p346534493_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80258352291e-06_H-eac21b41c2,True,True,359,219,44,0.2009132420091324,7,35,True,False,True,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Forming Phase -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction,2ddf07475779c5a5b48c73abf8d1fb2a59071679f018c3cf49b768e85560dd32,ce8443f542f1988d9740cff87b37bced27499e201efe246747651ff93e2b5f8f,False,False
P-354p619445985_VX-0p364015239092_LS-5p30095356481e-05_ST-318p142674345_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p32525237544e-05_H-1553ff852f,True,False,159,127,97,0.7637795275590551,1,97,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,c03187243fa64034c2ea986bad8fd43ad4857e172e6531a948ad2711cfeb9e31,bd415ec96c22e083b8b12433667ffe2e116a987832008e2815bab211468796a6,False,False
P-355p313197397_VX-0p977425276438_LS-4p00293473664e-05_ST-317p253821106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p9355390323e-06_H-4dbd940f3b,True,True,420,218,8,0.036697247706422,1,8,True,False,False,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Forming Phase -> Conduction,ddd36601b7eadf2849192bcdca53dec6177ef45e35329cf48025460ea0553b71,637558ce78b1a490f20078a6a2f6a6085c65a77698722f784956cc5af47f2be9,False,False
P-358p08766286_VX-0p398145183006_LS-4p39068251559e-05_ST-301p093308231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21164861687e-05_H-3d091b92d3,True,False,173,140,120,0.8571428571428571,1,120,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,c935b348f7e064b9d5e40a313e2eaf1a6d01af5937b9f7fd5eb9237ce57fe7fd,83f6d226e7f94b60cf42f9398a44b24394dc09decceff9c78a7516deaf063f88,False,False
P-360p567405001_VX-0p20359066256_LS-4p0817768449e-05_ST-337p353350673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p36951957538e-05_H-a3855470b8,True,True,90,55,31,0.5636363636363636,1,31,True,False,False,spans_multiple_T0_regions,transient Keyhole,Forming Phase -> Keyhole -> Conduction,378681f723be39ffd32313a101eb4a23091dfdc44bdb78b6bab2ba6dc1695632,4ab9ae847df02178c44c192198cf6278c5e6038a63b68ef2279e5038a89744c8,False,False
P-363p673556898_VX-0p448546579177_LS-4p04529881073e-05_ST-391p93586396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07550047798e-05_H-f55fc58583,True,False,194,162,144,0.8888888888888888,1,144,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,fcce43c471a92d857a88122b2e135647159189d3fb3bc2296832fd8c5451f531,40bb35db2621af10516b0b9ce8cfdf1feac6c492c218e34b9b3ecfceacf72ed8,False,False
P-364p483174853_VX-0p95103094401_LS-4p26115279421e-05_ST-393p929813999_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p07251697056e-06_H-1ef68d8f61,False,True,410,221,0,0.0,0,0,False,False,False,no_Keyhole,Keyhole-negative,Forming Phase -> Conduction,b52d6959883c3f47b6c31f7793bb0e3c2a45fab7a8f634975b73e64474bd4dca,df3fb0676f5b40bc1baa4c36ebf51b008243748b01cdd484ddbca5bd78555c5e,True,False
P-367p938083726_VX-0p695829187084_LS-4p35800266683e-05_ST-364p389584597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p93290924348e-06_H-c87ffcf9e3,True,True,302,220,154,0.7,3,148,True,False,True,spans_multiple_T0_regions,transient Keyhole,Forming Phase -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction,7a0ee06248f3f355f6223326d5c1040197f2506eea5880389101788e70216e76,2e0d9d3fc78d33d2f24e5586487120c46448b37098e8cc5b9ce5679dfd1b7384,False,False
P-369p066732517_VX-0p471239257303_LS-5p48020687799e-05_ST-388p757421411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02370940626e-05_H-1553ff852f,True,False,207,174,139,0.7988505747126436,1,139,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,50efab6e8d8dd01884306b59b8ceab240d060f817550495ccd0bdd0336e22ae5,345fd367f8595d9c279d20fafef4512248261e4523f61101877c2c1b10414277,False,False
P-370p938359136_VX-0p662619902131_LS-4p40125404953e-05_ST-395p513826563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p28037384253e-06_H-3273b99318,True,True,287,221,159,0.7194570135746606,8,146,True,False,True,spans_multiple_T0_regions,transient Keyhole,Forming Phase -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction,11b448d03095b09e353c79e40b535348aa2610759ed12b0a937328e206e230c5,1ae4f1de69f6f050e3efa0f0cd1f9b4b180aa221971acb2da51d01c2b84f93eb,False,False
P-372p630059968_VX-0p727703112845_LS-4p39975555357e-05_ST-362p949632289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p62924277478e-06_H-54d2aec398,True,True,317,218,140,0.6422018348623854,5,91,True,False,True,spans_multiple_T0_regions,transient Keyhole,Forming Phase -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction,4d9c02e653a067f9586887680d35326fb059161963cfffbbf2c8fe1b4e27ac8e,2555140f82dc3f182c93d0c98a8a05b3f046835c2c66d537b15170381f7cd965,False,False
P-373p935133861_VX-0p314504521571_LS-4p29297292387e-05_ST-349p298273812_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p53387956997e-05_H-c87ffcf9e3,True,False,138,104,88,0.8461538461538461,1,88,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,0c05fdb5b5941d4361b72c318a41b063dee8e6d42373ea17ee3d6880d529f4dc,9595e1ef6677ae56c118cba0e5faa90f7392d87e66c5690c4d411633f4aa8263,False,False
P-374p135097027_VX-0p852003077267_LS-4p24872306812e-05_ST-324p485874926_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p66209293338e-06_H-c87ffcf9e3,True,True,368,218,40,0.1834862385321101,1,40,True,False,False,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Conduction,63d1fbf3a32c17d1ed397f6439182bd1d98b5c7ef94784ac36baecc76f5c71af,5831bcd16fda4389c6f2f8ebd7c2d5228174420dae08bd86d20290722609fd2d,False,False
P-375p190327887_VX-0p471971299611_LS-7p58652830639e-05_ST-330p289975384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02212160082e-05_H-1553ff852f,True,True,205,177,9,0.0508474576271186,1,9,True,False,False,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Conduction,0720433743afe90db9dd387e5ac4517f705edcc722fd9f2df63edac11de75c0e,e0ac350c6e09e859917d426bbe6dd0c7d678a7bdb4bbd3eb9bbfce8f1d1e38c4,False,False
P-377p008330657_VX-0p791215989527_LS-4p31405408456e-05_ST-371p11107289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09709695819e-06_H-3d091b92d3,True,True,340,218,66,0.3027522935779816,1,66,True,False,False,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Conduction,4231dbde55809613f1a3871802075af1dff3a88dc1bc4e67418de4d6b578be5d,ea132452ba3d46d89ee291923e94fbe2e04d55e244f415d9a4c4c18c07650479,False,False
P-377p125910628_VX-0p77115452106_LS-4p31707402483e-05_ST-313p190582012_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p25571201526e-06_H-8b3ff695c9,True,True,336,222,86,0.3873873873873873,1,86,True,False,False,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Conduction,276f19a06c3aa5071617304f586f998ee6079138b6eebaa9b397f96efe576e98,6ec97ab2524b6b4191da63e9524fd04a95358494ff76acff55bcfb3471ae25d1,False,False
P-378p283018896_VX-0p735158781064_LS-4p42419225112e-05_ST-367p022862863_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p56201180925e-06_H-36d24309a8,True,True,321,221,93,0.420814479638009,11,78,True,False,True,spans_multiple_T0_regions,transient Keyhole,Forming Phase -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction,0477f1ce764c22d48de4c6ecc40bc28e8e84f4c9df1f2634e73da82e5302e669,f49eed779239fa17772d73aac8000e71a40562393a7a277e44ae88eb5c841ff1,False,False
P-378p699667122_VX-0p273966982762_LS-4p19552514454e-05_ST-349p537322979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p76084014007e-05_H-c87ffcf9e3,True,False,121,87,73,0.8390804597701149,1,73,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,fcf7d89efd985c35c9cea3b1e04535eb1069e6b3308022a441ca56d85e236809,45a167b4225da2420dacc018992dfcae73b031ce6f52fb80bc7ab838c6818053,False,False
P-378p895448518_VX-0p547210222693_LS-4p25171421559e-05_ST-392p752580943_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p81584517788e-06_H-dc75daed1b,True,False,238,206,178,0.8640776699029126,1,178,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,df236bd4f42cc3e8308c62a71f9609c6ce31b31db15748720d89cfbb7e15918e,a4a4eba0164e78c2cc06bb6a6c7e56f9f1600bc1c7493b6e92ee4bc314d67b16,False,False
P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,True,True,102,70,33,0.4714285714285714,1,33,True,False,False,spans_multiple_T0_regions,transient Keyhole,Forming Phase -> Keyhole -> Conduction,48a32ddb59a19471720da658621fb6fc2c3caeeae225e4fd11cfbe8a8e18b3cb,80a456ece3a34b748f3d8175843ae7cf5c3357eb96277f72ea9851ec2b4d5893,False,False
P-383p924442814_VX-0p598551929363_LS-4p34843261877e-05_ST-301p171019532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p05965258211e-06_H-82800d7335,True,False,261,223,192,0.8609865470852018,1,192,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,e694fed42757abed15f206249290a609b8aa8a89eed076762101e8a38f6b835f,0cb7a80f4f4c20d4661562f1f783e2194c79929fbeb76adf03ba02ebaaa0be07,False,False
P-385p522203_VX-0p931994182449_LS-4p05647861864e-05_ST-365p262393292_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17612737704e-06_H-3a5de7627d,True,True,397,232,12,0.0517241379310344,4,6,True,False,True,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction,85768848bf4b55e36257366b6f415b3080e65922ebaffd1abeb92bab801a99e4,4dc5d1a7e9b9bb293bd4600ccbe9ffe4775229a18a1c52789f653c00dd1fbf16,False,False
P-385p792960663_VX-0p466570238049_LS-4p25767555058e-05_ST-363p826454642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03395377793e-05_H-3d091b92d3,True,False,203,171,152,0.8888888888888888,1,152,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,e33599d6797f9bf3789310ab623d79100d332a00dcb67a9ecf8dcc88b6659422,110978ac99aeb90ef1ec7dc463588e4813f5ab3486c652972b9f836ebe668d69,False,False
P-387p363679816_VX-0p298546823055_LS-4p09005526538e-05_ST-395p436254411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61586733821e-05_H-c87ffcf9e3,True,False,131,97,80,0.8247422680412371,1,80,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,96cd2d84a0cdad669025767f4d693c1c632d2d1848843e1123d06b14dd5cd4fc,ea7acb7597ec74191cfc10b9f12946524437a22c9282384686a7d0bff386195a,False,False
P-389p770210211_VX-0p908238681403_LS-4p3221586392e-05_ST-323p581279452_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p31151194261e-06_H-8b3ff695c9,True,True,393,224,11,0.0491071428571428,1,11,True,False,False,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Forming Phase -> Conduction,0ad166eb9f980cf80db7a1684bbae20bde6b55b5ce052148ef45421c265cae7b,674c403472f6a69f78ae377d362e767aa04f870604583728ceedacdf276f1883,False,False
P-391p91054261_VX-0p798138981731_LS-4p10405950637e-05_ST-398p591592241_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p04421123819e-06_H-eac21b41c2,True,True,346,225,83,0.3688888888888889,1,83,True,False,False,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Conduction,461691d728fae0dd95a05c271f54343cc3457bae9086ac5f191570758a89c63f,1333758416840c1abf5f6df382e8e45e12dd3c9d700795acafb0bde32569af8c,False,False
P-394p301389958_VX-0p965504599187_LS-4p1845661123e-05_ST-386p588977515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99647604691e-06_H-aae9cbe76f,True,True,422,235,5,0.0212765957446808,2,3,True,False,True,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Conduction -> Keyhole -> Conduction,fda047478eec020a3308b90e867d1aa159c3a1bc35aa3ed19847489837e7e764,2ccecd06392d03831d936b54805a3eac51942f72a8772bc7df14e4531c43a6df,False,False
P-399p256835613_VX-0p656366203199_LS-4p10009761764e-05_ST-341p515144691_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p34973948918e-06_H-3c3f1974a9,True,False,286,224,194,0.8660714285714286,1,194,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,406f50e06912474e1a784a38df4b00a803ba8ca22dac2f01117f73aee4affcde,85d54803947f3996841246a4e158ff620b4b22d79a6e3740f393c6d7889657ac,False,False
P-400p342090514_VX-0p84724542505_LS-4p08786684736e-05_ST-395p5494372_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p69388805225e-06_H-39de960155,True,True,362,227,61,0.2687224669603524,3,52,True,False,True,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction,d6a724ebb2507fdaf9f5430b3419a6e5da4342e57024b29751098e5fff2bc003,2a53f3787456047e66fb75ac595ddd9501347be2d0f40de1fd0236b1dd323923,False,False
P-404p674556304_VX-0p544519129004_LS-4p43635630435e-05_ST-368p185027338_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p85941438245e-06_H-4d45e0bf17,True,False,237,205,181,0.8829268292682927,1,181,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,fe4882c2a9b2cf8221655f5ceb9e1b14ac5ec8acd75a9ffffee978e90f455ad7,67350da52e9ff017598c52852bbccdbc5168ac2a20214957217e96541defea39,False,False
P-406p350963493_VX-0p484226878203_LS-4p36170368492e-05_ST-370p554621114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96252133074e-06_H-778de5c076,True,False,212,178,154,0.8651685393258427,1,154,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,fc39d12685a17045835f7777dd80f65751b8daad84dbbf9e1c9fe2f5e6627103,619cb5a4edbec68c1eb645e17963bea0f61c9238f5bc4ab15e4a8d199ca2a713,False,False
P-408p574656479_VX-0p243547442248_LS-8p65536608509e-05_ST-318p028622224_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p98077243534e-05_H-1553ff852f,True,False,108,80,45,0.5625,1,45,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,ac522e556de2e20c4689f0cf2d964f223cadb451bb342de91ede806cbf5f17b6,5b1631a76743b2fcbb12b1b0a4c6d4073261b505e740efbe4d7b3de2d6dc251e,False,False
P-409p380479822_VX-0p571506017722_LS-4p19025576691e-05_ST-383p379922389_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p44106702891e-06_H-86665dad6a,True,False,250,216,193,0.8935185185185185,1,193,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,fbf318f8034e26f724c798324e44e7e8acbba0395bb9cb9ba2cb6c93a84fdd6b,c7678a2254a4915452c538c97f99b987a4160ea31574b50db44e5ebe50d52215,False,False
P-413p007329362_VX-0p214914258115_LS-4p25156575745e-05_ST-342p625619244_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p24467219873e-05_H-c87ffcf9e3,True,True,95,61,38,0.6229508196721312,2,36,True,False,True,spans_multiple_T0_regions,transient Keyhole,Forming Phase -> Keyhole -> Conduction -> Keyhole -> Conduction,255ca4cb2667112256f92ba1cc1b96959c675ac5dc5c26a9c4fa1b1f0ca3f828,ec8e9b9a5aabe663e529331764c544859f301c1c5f871e9324d19f10d423e2c3,False,False
P-413p458184039_VX-0p35207482727_LS-4p49853708666e-05_ST-303p358380963_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37019753455e-05_H-ff013f97fe,True,False,152,120,104,0.8666666666666667,1,104,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,4094d9302f85015fda188ebd98c9a5de16d67f04b0243d6fb00eb1af39acd553,80d0a5516d97090df738e43e33dbb5b48547f0100a7cf4bfb1da3049863efb81,False,False
P-420p548248194_VX-0p890019823061_LS-4p2728397196e-05_ST-342p58191385_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p42023950256e-06_H-39de960155,True,True,385,224,11,0.0491071428571428,3,8,True,False,True,before_T0,transient Keyhole,Forming Phase -> Keyhole -> Forming Phase -> Conduction -> Keyhole -> Conduction -> Keyhole -> Conduction,37baca1d58144467ae3c131c80cc6b5f46f6f0003d6cf2b95a48d24fe9318910,669b4d47d968d02874790c4e5f3175aecc0a5dcdfad5497046a31ddbbaf29e37,False,False
P-422p617573631_VX-0p52186874631_LS-4p33544604908e-05_ST-334p849986924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p24393468113e-06_H-eac21b41c2,True,False,228,195,174,0.8923076923076924,1,174,False,True,False,spans_multiple_T0_regions,persistent Keyhole,Forming Phase -> Keyhole,81c0cc84fb3717d4f85830365928d28550f5d1e9c6ad1f09d042c0c244b9cae5,baf017617622a7f4cf3f718073a2d0eefcd7ccbfb8d8b8641f9eb5b2cbb44a83,False,False
