name,kernel_key,kernel_label,observed_target,clean_trained_prediction,clean_trained_std,clean_trained_absolute_error,heldout_screenshot_bug_any,broad_observed_target_check,broad_trained_prediction,broad_trained_std,broad_trained_absolute_error,paired_absolute_error_difference_broad_minus_clean,paired_improvement_clean_minus_broad,paired_outcome
P-126p228008246_VX-0p201684842681_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p27081552964e-06_H-306f9d252b,isotropic_rbf,Isotropic RBF,33658.0,30417.87870251417,2521.4028988396667,3240.1212974858317,False,33658.0,30396.132006163618,6048.8399104602395,3261.867993836382,21.746696350550337,-21.746696350550337,worsened_by_broad_training
P-126p228008246_VX-0p201684842681_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p27081552964e-06_H-306f9d252b,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,33658.0,31852.154694623,1305.9567775801056,1805.845305376999,False,33658.0,32127.73807829759,2214.359789625279,1530.2619217024112,-275.5833836745878,275.5833836745878,improved_by_broad_training
P-126p228008246_VX-0p201684842681_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p27081552964e-06_H-306f9d252b,matern_3_2,Matérn 3/2,33658.0,31402.898583385577,1412.1526693434298,2255.101416614423,False,33658.0,30861.558518532896,8891.096567547318,2796.4414814671036,541.3400648526804,-541.3400648526804,worsened_by_broad_training
P-126p228008246_VX-0p201684842681_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p27081552964e-06_H-306f9d252b,matern_5_2,Matérn 5/2,33658.0,30902.333073032074,1698.2593856152598,2755.666926967926,False,33658.0,30442.581797126804,7654.81384037999,3215.4182028731957,459.7512759052697,-459.7512759052697,worsened_by_broad_training
P-133p003569327_VX-0p736244453131_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p53962249042e-06_H-306f9d252b,isotropic_rbf,Isotropic RBF,13551.0,9381.227130282121,1750.3939988693162,4169.772869717879,False,13551.0,8166.268713691919,4316.136059907348,5384.731286308081,1214.9584165902015,-1214.9584165902015,worsened_by_broad_training
P-133p003569327_VX-0p736244453131_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p53962249042e-06_H-306f9d252b,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,13551.0,9973.708529067228,2120.9960250091685,3577.2914709327724,False,13551.0,8887.030588376245,3105.472358913042,4663.969411623755,1086.6779406909827,-1086.6779406909827,worsened_by_broad_training
P-133p003569327_VX-0p736244453131_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p53962249042e-06_H-306f9d252b,matern_3_2,Matérn 3/2,13551.0,10725.591291422528,1164.3233925392035,2825.4087085774718,False,13551.0,10618.997012067011,7850.484338640472,2932.0029879329886,106.59427935551685,-106.59427935551685,worsened_by_broad_training
P-133p003569327_VX-0p736244453131_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p53962249042e-06_H-306f9d252b,matern_5_2,Matérn 5/2,13551.0,10480.763566056348,1389.7575717186942,3070.2364339436517,False,13551.0,10091.296410738792,6689.1448346797215,3459.7035892612075,389.4671553175558,-389.4671553175558,worsened_by_broad_training
P-133p757797566_VX-0p645163458122_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p89815386795e-06_H-306f9d252b,isotropic_rbf,Isotropic RBF,12754.0,24074.57710024294,3249.6569658058106,11320.57710024294,False,12754.0,27190.02092649619,8989.207205295259,14436.020926496189,3115.4438262532494,-3115.4438262532494,worsened_by_broad_training
P-133p757797566_VX-0p645163458122_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p89815386795e-06_H-306f9d252b,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,12754.0,16248.54353653529,2710.5509582831733,3494.5435365352896,False,12754.0,24755.216595317754,5345.21948014071,12001.216595317754,8506.673058782464,-8506.673058782464,worsened_by_broad_training
P-133p757797566_VX-0p645163458122_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p89815386795e-06_H-306f9d252b,matern_3_2,Matérn 3/2,12754.0,17328.397552701572,2279.3779913885182,4574.397552701572,False,12754.0,19320.915228023503,13001.072544253146,6566.915228023503,1992.5176753219312,-1992.5176753219312,worsened_by_broad_training
P-133p757797566_VX-0p645163458122_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p89815386795e-06_H-306f9d252b,matern_5_2,Matérn 5/2,12754.0,19553.940497141175,2805.045224783164,6799.940497141175,False,12754.0,20909.799149377177,12113.365117444622,8155.799149377177,1355.858652236002,-1355.858652236002,worsened_by_broad_training
P-134p442185153_VX-0p806363522352_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p3187841709e-06_H-b0e5aed98c,isotropic_rbf,Isotropic RBF,9949.0,11624.564647614823,1602.981688071865,1675.5646476148231,False,9949.0,12755.92679804972,3536.691460472555,2806.9267980497207,1131.3621504348976,-1131.3621504348976,worsened_by_broad_training
P-134p442185153_VX-0p806363522352_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p3187841709e-06_H-b0e5aed98c,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,9949.0,7900.771649685545,1705.774555361548,2048.2283503144554,False,9949.0,9175.551669118093,2881.113831301381,773.4483308819072,-1274.7800194325482,1274.7800194325482,improved_by_broad_training
P-134p442185153_VX-0p806363522352_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p3187841709e-06_H-b0e5aed98c,matern_3_2,Matérn 3/2,9949.0,10615.749833924547,1127.5475394296072,666.7498339245467,False,9949.0,11164.822682758746,7398.54468773695,1215.822682758746,549.0728488341992,-549.0728488341992,worsened_by_broad_training
P-134p442185153_VX-0p806363522352_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p3187841709e-06_H-b0e5aed98c,matern_5_2,Matérn 5/2,9949.0,10840.886211148729,1288.3358596904832,891.8862111487288,False,9949.0,11576.247326020362,6057.811896270697,1627.2473260203624,735.3611148716336,-735.3611148716336,worsened_by_broad_training
P-135p208661893_VX-0p295797438033_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-6p32116012922e-06_H-fb250c7cf9,isotropic_rbf,Isotropic RBF,24334.0,26893.870737321486,1959.0601500846826,2559.8707373214856,False,24334.0,27495.681568404616,4581.762559706021,3161.681568404616,601.8108310831303,-601.8108310831303,worsened_by_broad_training
P-135p208661893_VX-0p295797438033_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-6p32116012922e-06_H-fb250c7cf9,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,24334.0,26347.812924849044,1494.2170977643777,2013.812924849044,False,24334.0,27286.357145738548,3705.2323601390453,2952.357145738548,938.5442208895038,-938.5442208895038,worsened_by_broad_training
P-135p208661893_VX-0p295797438033_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-6p32116012922e-06_H-fb250c7cf9,matern_3_2,Matérn 3/2,24334.0,27811.826766339276,1132.6659261645707,3477.826766339276,False,24334.0,28977.78093682839,7669.167310967438,4643.780936828389,1165.9541704891126,-1165.9541704891126,worsened_by_broad_training
P-135p208661893_VX-0p295797438033_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-6p32116012922e-06_H-fb250c7cf9,matern_5_2,Matérn 5/2,24334.0,27476.40581229871,1309.5212580226978,3142.4058122987117,False,24334.0,28674.662269726887,6124.975725886435,4340.662269726887,1198.256457428175,-1198.256457428175,worsened_by_broad_training
P-138p247900083_VX-0p876957934743_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p13212389961e-06_H-306f9d252b,isotropic_rbf,Isotropic RBF,8679.0,6303.967415144547,1832.5339239673585,2375.032584855453,False,8679.0,4920.1041742263515,4254.679223463944,3758.8958257736485,1383.8632409181955,-1383.8632409181955,worsened_by_broad_training
P-138p247900083_VX-0p876957934743_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p13212389961e-06_H-306f9d252b,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,8679.0,9651.432893870908,848.3618938663278,972.4328938709077,False,8679.0,4563.607464483695,2887.781923867358,4115.392535516305,3142.959641645397,-3142.959641645397,worsened_by_broad_training
P-138p247900083_VX-0p876957934743_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p13212389961e-06_H-306f9d252b,matern_3_2,Matérn 3/2,8679.0,7678.795090883323,1195.0291672808808,1000.2049091166773,False,8679.0,6938.462980727512,7347.724301749791,1740.5370192724877,740.3321101558104,-740.3321101558104,worsened_by_broad_training
P-138p247900083_VX-0p876957934743_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p13212389961e-06_H-306f9d252b,matern_5_2,Matérn 5/2,8679.0,7214.962604396975,1418.71842588039,1464.0373956030253,False,8679.0,6464.055827232183,6243.208073474456,2214.944172767817,750.9067771647915,-750.9067771647915,worsened_by_broad_training
P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,isotropic_rbf,Isotropic RBF,31376.0,32682.62784448457,1077.3175355397707,1306.6278444845702,False,31376.0,33068.87543468275,2538.0110814043337,1692.8754346827482,386.24759019817793,-386.24759019817793,worsened_by_broad_training
P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,31376.0,33209.72964109808,703.5646364045579,1833.729641098078,False,31376.0,32521.66003463707,1302.802604366621,1145.6600346370687,-688.0696064610092,688.0696064610092,improved_by_broad_training
P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,matern_3_2,Matérn 3/2,31376.0,33356.94840657567,697.529011116528,1980.9484065756697,False,31376.0,33200.13838037137,4968.272639717757,1824.1383803713688,-156.8100262043008,156.8100262043008,improved_by_broad_training
P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,matern_5_2,Matérn 5/2,31376.0,33141.58903026695,752.6281372341035,1765.5890302669504,False,31376.0,33399.90464266691,3668.8968120553036,2023.9046426669083,258.3156123999579,-258.3156123999579,worsened_by_broad_training
P-140p539865228_VX-0p255658736827_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p31358918074e-06_H-fb250c7cf9,isotropic_rbf,Isotropic RBF,30169.0,28982.083268309936,892.176281358438,1186.916731690064,False,30169.0,28762.32786760891,2079.6210376763947,1406.6721323910897,219.7554007010258,-219.7554007010258,worsened_by_broad_training
P-140p539865228_VX-0p255658736827_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p31358918074e-06_H-fb250c7cf9,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,30169.0,29300.043658444192,708.3834747888627,868.9563415558077,False,30169.0,28846.13829791062,1255.2507322936367,1322.8617020893798,453.9053605335721,-453.9053605335721,worsened_by_broad_training
P-140p539865228_VX-0p255658736827_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p31358918074e-06_H-fb250c7cf9,matern_3_2,Matérn 3/2,30169.0,28369.57048709412,564.8544203700163,1799.429512905881,False,30169.0,28307.432466088598,4159.996043867188,1861.5675339114023,62.138021005521296,-62.138021005521296,worsened_by_broad_training
P-140p539865228_VX-0p255658736827_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p31358918074e-06_H-fb250c7cf9,matern_5_2,Matérn 5/2,30169.0,28624.77377393335,611.1256028335202,1544.2262260666503,False,30169.0,28320.68890605575,3016.7528736824156,1848.3110939442486,304.0848678775983,-304.0848678775983,worsened_by_broad_training
P-140p974625597_VX-0p98622838083_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p89589248085e-06_H-b0e5aed98c,isotropic_rbf,Isotropic RBF,8656.0,13544.732726427223,5528.6138809954555,4888.732726427223,False,8656.0,20180.250562804707,13025.203914073572,11524.250562804707,6635.517836377485,-6635.517836377485,worsened_by_broad_training
P-140p974625597_VX-0p98622838083_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p89589248085e-06_H-b0e5aed98c,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,8656.0,11083.542696979872,3096.450135686663,2427.542696979872,False,8656.0,11417.20184297748,13276.710163855005,2761.20184297748,333.659145997608,-333.659145997608,worsened_by_broad_training
P-140p974625597_VX-0p98622838083_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p89589248085e-06_H-b0e5aed98c,matern_3_2,Matérn 3/2,8656.0,7969.85574470881,3236.6484467140963,686.1442552911903,False,8656.0,15465.192273069537,15194.825051562817,6809.192273069537,6123.048017778347,-6123.048017778347,worsened_by_broad_training
P-140p974625597_VX-0p98622838083_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p89589248085e-06_H-b0e5aed98c,matern_5_2,Matérn 5/2,8656.0,9751.101370591357,4129.485930784943,1095.1013705913574,False,8656.0,16543.184410737107,14879.356019041845,7887.184410737107,6792.08304014575,-6792.08304014575,worsened_by_broad_training
P-149p254341218_VX-0p887957223036_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p10571289147e-06_H-306f9d252b,isotropic_rbf,Isotropic RBF,8108.0,11937.08906182459,3212.767735212009,3829.0890618245903,False,8108.0,14178.202644698205,7825.775707560677,6070.202644698205,2241.113582873615,-2241.113582873615,worsened_by_broad_training
P-149p254341218_VX-0p887957223036_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p10571289147e-06_H-306f9d252b,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,8108.0,7643.482264430759,1216.3027464821378,464.51773556924127,False,8108.0,13619.143495255612,3461.0538669056973,5511.143495255612,5046.625759686371,-5046.625759686371,worsened_by_broad_training
P-149p254341218_VX-0p887957223036_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p10571289147e-06_H-306f9d252b,matern_3_2,Matérn 3/2,8108.0,9942.546245739155,1710.4569679088283,1834.546245739155,False,8108.0,11824.15582236904,9342.391279800888,3716.155822369041,1881.6095766298859,-1881.6095766298859,worsened_by_broad_training
P-149p254341218_VX-0p887957223036_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p10571289147e-06_H-306f9d252b,matern_5_2,Matérn 5/2,8108.0,10593.1483889232,2208.052551403354,2485.1483889232004,False,8108.0,12165.418180161094,8674.163401134776,4057.418180161094,1572.2697912378935,-1572.2697912378935,worsened_by_broad_training
P-243p936893462_VX-0p545516283598_LS-5p6904291389e-05_ST-360p082453969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p84322017154e-06_H-e0ed0fec98,isotropic_rbf,Isotropic RBF,16538.0,17101.954774602997,8026.642373526608,563.9547746029966,False,16538.0,32753.004482996595,19564.238311248722,16215.004482996595,15651.049708393599,-15651.049708393599,worsened_by_broad_training
P-243p936893462_VX-0p545516283598_LS-5p6904291389e-05_ST-360p082453969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p84322017154e-06_H-e0ed0fec98,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,16538.0,16929.462952028585,3640.460065790313,391.4629520285853,False,16538.0,20253.295722075192,15725.198130872282,3715.2957220751923,3323.832770046607,-3323.832770046607,worsened_by_broad_training
P-243p936893462_VX-0p545516283598_LS-5p6904291389e-05_ST-360p082453969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p84322017154e-06_H-e0ed0fec98,matern_3_2,Matérn 3/2,16538.0,17500.872537678588,4456.118116766524,962.8725376785878,False,16538.0,34643.46389207094,17453.336008984345,18105.46389207094,17142.591354392353,-17142.591354392353,worsened_by_broad_training
P-243p936893462_VX-0p545516283598_LS-5p6904291389e-05_ST-360p082453969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p84322017154e-06_H-e0ed0fec98,matern_5_2,Matérn 5/2,16538.0,17242.264164737135,5949.707203180266,704.2641647371347,False,16538.0,34346.14596785506,18098.446989556207,17808.14596785506,17103.881803117925,-17103.881803117925,worsened_by_broad_training
P-52p5445860993_VX-0p633129978235_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p95323714861e-06_H-306f9d252b,isotropic_rbf,Isotropic RBF,13322.0,18114.648910995667,3691.7093456837442,4792.648910995667,False,13322.0,21533.593415450217,9141.67201435888,8211.593415450217,3418.94450445455,-3418.94450445455,worsened_by_broad_training
P-52p5445860993_VX-0p633129978235_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p95323714861e-06_H-306f9d252b,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,13322.0,10104.766936090444,1035.9132784640394,3217.233063909556,False,13322.0,10758.39452384039,2334.119076665307,2563.6054761596097,-653.6275877499465,653.6275877499465,improved_by_broad_training
P-52p5445860993_VX-0p633129978235_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p95323714861e-06_H-306f9d252b,matern_3_2,Matérn 3/2,13322.0,10244.696303307333,2165.080798112742,3077.3036966926666,False,13322.0,13490.585668639342,11727.078889303286,168.58566863934175,-2908.718028053325,2908.718028053325,improved_by_broad_training
P-52p5445860993_VX-0p633129978235_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p95323714861e-06_H-306f9d252b,matern_5_2,Matérn 5/2,13322.0,12730.858756065203,2788.19647003112,591.1412439347969,False,13322.0,14898.038126754185,10986.54288016908,1576.0381267541852,984.8968828193883,-984.8968828193883,worsened_by_broad_training
P-53p4525830151_VX-0p394191978834_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-4p7433308439e-06_H-306f9d252b,isotropic_rbf,Isotropic RBF,9915.0,17363.59657149111,5456.156026731632,7448.596571491111,False,9915.0,21353.565544267694,13128.607891218127,11438.565544267694,3989.9689727765835,-3989.9689727765835,worsened_by_broad_training
P-53p4525830151_VX-0p394191978834_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-4p7433308439e-06_H-306f9d252b,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,9915.0,24307.276507693245,5313.934552689795,14392.276507693245,False,9915.0,13679.816642848706,12243.449928841173,3764.8166428487057,-10627.459864844539,10627.459864844539,improved_by_broad_training
P-53p4525830151_VX-0p394191978834_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-4p7433308439e-06_H-306f9d252b,matern_3_2,Matérn 3/2,9915.0,14527.778485865303,2827.9535795834922,4612.778485865303,False,9915.0,19173.473548963964,15665.383147353175,9258.473548963964,4645.695063098661,-4645.695063098661,worsened_by_broad_training
P-53p4525830151_VX-0p394191978834_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-4p7433308439e-06_H-306f9d252b,matern_5_2,Matérn 5/2,9915.0,15739.418651378566,3676.2626088367765,5824.418651378566,False,9915.0,19801.345443537506,15111.066365050503,9886.345443537506,4061.92679215894,-4061.92679215894,worsened_by_broad_training
P-55p2363598851_VX-0p252312006514_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p41059847866e-06_H-fb250c7cf9,isotropic_rbf,Isotropic RBF,14268.0,12479.795227433222,1701.672606551671,1788.204772566778,False,14268.0,12503.695604652228,4038.40708939273,1764.3043953477718,-23.90037721900626,23.90037721900626,improved_by_broad_training
P-55p2363598851_VX-0p252312006514_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p41059847866e-06_H-fb250c7cf9,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,14268.0,12750.614158207602,2055.6707401573285,1517.3858417923984,False,14268.0,12828.249435864494,2803.5326970376473,1439.7505641355056,-77.63527765689287,77.63527765689287,improved_by_broad_training
P-55p2363598851_VX-0p252312006514_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p41059847866e-06_H-fb250c7cf9,matern_3_2,Matérn 3/2,14268.0,12867.912009726544,977.8888153918199,1400.087990273456,False,14268.0,13691.79604902527,6349.413915585682,576.2039509747301,-823.8840392987258,823.8840392987258,improved_by_broad_training
