dataset,fold_index,name,optimizer,optimizer_label,training_simulations,fit_runtime_seconds,predict_runtime_seconds,fold_runtime_seconds,optimizer_convergence_applicable,optimizer_selected_run_success,optimizer_selected_start_index,optimizer_run_count,optimizer_unsuccessful_run_count,optimizer_fallback_run_count,optimizer_start_thetas_json,optimizer_objectives_json,optimizer_runs_json,warning_count,warning_messages,fit_failed,fit_failure_message,fallback_fit_used,parameter_bound_hit_count,parameter_bound_hit_parameters,optimized_kernel_expression,log_marginal_likelihood_train_fold,signal_variance,lengthscale
clean,2,P-122p148440758_VX-0p768953415756_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p43159459768e-06_H-306f9d252b,powell,Powell,90,0.21407580003142357,0.0002688000095076859,0.21434460004093125,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[61.01470733924604, 61.0147073392463]","[{""optimizer"": ""powell"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.24816282098754577, 0.16389159506779852], ""objective"": 61.01470733924604, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 4, ""function_evaluations"": 151, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.07442950003314763, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""powell"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.24816255711152163, 0.1638916264801857], ""objective"": 61.0147073392463, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 7, ""function_evaluations"": 305, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.13770119997207075, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.883**2 * Matern(length_scale=1.18, nu=1.5)",-61.01470733924604,0.7802328946448013,1.1780865977724946
clean,2,P-122p148440758_VX-0p768953415756_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p43159459768e-06_H-306f9d252b,none,No optimization,90,0.0017561999848112464,0.00025670003378763795,0.0020129000185988843,False,True,-1,0,0,0,[],[],[],0,,False,,False,0,,"1**2 * Matern(length_scale=1, nu=1.5)",-66.286246164206,1.0,1.0
clean,3,P-126p228008246_VX-0p201684842681_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p27081552964e-06_H-306f9d252b,lbfgsb,L-BFGS-B,90,0.03704610001295805,0.0003921000170521438,0.037438200030010194,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[62.27782106793117, 127.70446738427432]","[{""optimizer"": ""lbfgsb"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.24332323748366105, 0.15299668028205565], ""objective"": 62.27782106793117, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 7, ""function_evaluations"": 10, ""gradient_evaluations"": 10, ""runtime_seconds"": 0.011207100003957748, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""lbfgsb"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-1.0126711193309824e-06, -4.415048444207739], ""objective"": 127.70446738427432, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 6, ""function_evaluations"": 14, ""gradient_evaluations"": 14, ""runtime_seconds"": 0.02281519997632131, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.885**2 * Matern(length_scale=1.17, nu=1.5)",-62.27782106793117,0.7840180487878365,1.1653211103989156
clean,3,P-126p228008246_VX-0p201684842681_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p27081552964e-06_H-306f9d252b,slsqp,SLSQP,90,0.040152100031264126,0.00033389998134225607,0.04048600001260638,True,True,1,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[62.27782106828631, 62.27782106793647]","[{""optimizer"": ""slsqp"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.24332788712320003, 0.15299595986240458], ""objective"": 62.27782106828631, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 8, ""function_evaluations"": 12, ""gradient_evaluations"": 8, ""runtime_seconds"": 0.012037599983159453, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""slsqp"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.24332339411126241, 0.15299674757281329], ""objective"": 62.27782106793647, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 16, ""function_evaluations"": 21, ""gradient_evaluations"": 16, ""runtime_seconds"": 0.025538799993228167, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.885**2 * Matern(length_scale=1.17, nu=1.5)",-62.27782106793647,0.7840179259889798,1.1653211888142585
clean,3,P-126p228008246_VX-0p201684842681_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p27081552964e-06_H-306f9d252b,powell,Powell,90,0.22571660001995042,0.000388299988117069,0.2261049000080675,True,True,1,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[62.27782106792742, 62.277821067926666]","[{""optimizer"": ""powell"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.243322793999876, 0.15299674308834146], ""objective"": 62.27782106792742, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 4, ""function_evaluations"": 146, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.06438719999277964, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""powell"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.24332270029607958, 0.15299670271944693], ""objective"": 62.277821067926666, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 7, ""function_evaluations"": 313, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.15945619996637106, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.885**2 * Matern(length_scale=1.17, nu=1.5)",-62.277821067926666,0.7840184699527091,1.1653211365456815
clean,3,P-126p228008246_VX-0p201684842681_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p27081552964e-06_H-306f9d252b,none,No optimization,90,0.0015172999701462686,0.0002607000060379505,0.0017779999761842191,False,True,-1,0,0,0,[],[],[],0,,False,,False,0,,"1**2 * Matern(length_scale=1, nu=1.5)",-67.10914552548897,1.0,1.0
clean,4,P-133p003569327_VX-0p736244453131_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p53962249042e-06_H-306f9d252b,lbfgsb,L-BFGS-B,90,0.041461899993009865,0.0004615999641828239,0.04192349995719269,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[59.65008730913536, 127.70446746814105]","[{""optimizer"": ""lbfgsb"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.25571903302850957, 0.17997562820003737], ""objective"": 59.65008730913536, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 9, ""function_evaluations"": 12, ""gradient_evaluations"": 12, ""runtime_seconds"": 0.016419899999164045, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""lbfgsb"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-1.0125007451133346e-06, -4.434911837648734], ""objective"": 127.70446746814105, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 6, ""function_evaluations"": 14, ""gradient_evaluations"": 14, ""runtime_seconds"": 0.022602899989578873, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.88**2 * Matern(length_scale=1.2, nu=1.5)",-59.65008730913536,0.7743595076759131,1.197188185135286
clean,4,P-133p003569327_VX-0p736244453131_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p53962249042e-06_H-306f9d252b,slsqp,SLSQP,90,0.05483989999629557,0.0002861000248230994,0.05512600002111867,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[59.65008730915816, 59.650087309175376]","[{""optimizer"": ""slsqp"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.2557231657782288, 0.17997404266352252], ""objective"": 59.65008730915816, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 8, ""function_evaluations"": 12, ""gradient_evaluations"": 8, ""runtime_seconds"": 0.013669800013303757, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""slsqp"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.25571856607623694, 0.1799760904032601], ""objective"": 59.650087309175376, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 24, ""function_evaluations"": 30, ""gradient_evaluations"": 24, ""runtime_seconds"": 0.03881240001646802, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.88**2 * Matern(length_scale=1.2, nu=1.5)",-59.65008730915816,0.774356307448488,1.197186286951208
clean,4,P-133p003569327_VX-0p736244453131_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p53962249042e-06_H-306f9d252b,powell,Powell,90,0.2133146999985911,0.00031830003717914224,0.21363300003577024,True,True,1,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[59.6500873091022, 59.650087309099405]","[{""optimizer"": ""powell"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.25572106443605586, 0.17997438603586338], ""objective"": 59.6500873091022, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 4, ""function_evaluations"": 156, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.07863850001012906, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""powell"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.2557209390112508, 0.17997458953174728], ""objective"": 59.650087309099405, ""success"": true, ""message"": ""Optimization terminated successfully."", ""iterations"": 7, ""function_evaluations"": 307, ""gradient_evaluations"": -1, ""runtime_seconds"": 0.1327506999950856, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.88**2 * Matern(length_scale=1.2, nu=1.5)",-59.650087309099405,0.7743580317614626,1.1971869416545264
clean,4,P-133p003569327_VX-0p736244453131_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p53962249042e-06_H-306f9d252b,none,No optimization,90,0.001366899989079684,0.0002294000005349517,0.0015962999896146357,False,True,-1,0,0,0,[],[],[],0,,False,,False,0,,"1**2 * Matern(length_scale=1, nu=1.5)",-65.62228824162881,1.0,1.0
clean,5,P-133p757797566_VX-0p645163458122_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p89815386795e-06_H-306f9d252b,lbfgsb,L-BFGS-B,90,0.03686839999863878,0.0002780999639071524,0.03714649996254593,True,True,0,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[59.948281576543465, 127.70446734865538]","[{""optimizer"": ""lbfgsb"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.24752593061502448, 0.17114272195802605], ""objective"": 59.948281576543465, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 9, ""function_evaluations"": 12, ""gradient_evaluations"": 12, ""runtime_seconds"": 0.015464800002519041, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""lbfgsb"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-9.579617053445835e-07, -4.424691395566689], ""objective"": 127.70446734865538, ""success"": true, ""message"": ""CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH"", ""iterations"": 5, ""function_evaluations"": 13, ""gradient_evaluations"": 13, ""runtime_seconds"": 0.019646700005978346, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.884**2 * Matern(length_scale=1.19, nu=1.5)",-59.948281576543465,0.7807299757400044,1.1866600993893124
clean,5,P-133p757797566_VX-0p645163458122_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p89815386795e-06_H-306f9d252b,slsqp,SLSQP,90,0.03595579997636378,0.0002739999908953905,0.03622979996725917,True,True,1,2,0,0,"[[0.0, 0.0], [-5.715374768429403, 1.1571584954261906]]","[59.94828157658335, 59.948281576506375]","[{""optimizer"": ""slsqp"", ""start_index"": 0, ""start_theta"": [0.0, 0.0], ""result_theta"": [-0.2475303291780723, 0.17114111074161883], ""objective"": 59.94828157658335, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 8, ""function_evaluations"": 12, ""gradient_evaluations"": 8, ""runtime_seconds"": 0.013159699970856309, ""fallback_used"": false, ""exception"": """"}, {""optimizer"": ""slsqp"", ""start_index"": 1, ""start_theta"": [-5.715374768429403, 1.1571584954261906], ""result_theta"": [-0.24752798585699098, 0.17114155716627652], ""objective"": 59.948281576506375, ""success"": true, ""message"": ""Optimization terminated successfully"", ""iterations"": 14, ""function_evaluations"": 19, ""gradient_evaluations"": 14, ""runtime_seconds"": 0.02086219994816929, ""fallback_used"": false, ""exception"": """"}]",0,,False,,False,0,,"0.884**2 * Matern(length_scale=1.19, nu=1.5)",-59.948281576506375,0.7807283711526426,1.1866587171782241
