model,run_id,repeat,budget,correct
P0,w85__r01_f02,1,39,0.7647058823529411
P0,w85__r01_f02,1,40,0.7647058823529411
P0,w85__r01_f02,1,41,0.7647058823529411
P0,w85__r01_f02,1,42,0.7647058823529411
P0,w85__r01_f02,1,43,0.7647058823529411
P0,w85__r01_f02,1,44,0.7647058823529411
P0,w85__r01_f02,1,45,0.8235294117647058
P0,w85__r01_f02,1,46,0.7647058823529411
P0,w85__r01_f02,1,47,0.7647058823529411
P0,w85__r01_f02,1,48,0.8235294117647058
P0,w85__r01_f02,1,49,0.8235294117647058
P0,w85__r01_f02,1,50,0.7647058823529411
P0,w85__r01_f02,1,51,0.7647058823529411
P0,w85__r01_f02,1,52,0.7647058823529411
P0,w85__r01_f02,1,53,0.7647058823529411
P0,w85__r01_f02,1,54,0.7647058823529411
P0,w85__r01_f02,1,55,0.7647058823529411
P0,w85__r01_f02,1,56,0.8235294117647058
P0,w85__r01_f02,1,57,0.8235294117647058
P0,w85__r01_f02,1,58,0.8235294117647058
P0,w85__r01_f02,1,59,0.8235294117647058
P0,w85__r01_f02,1,60,0.8235294117647058
P0,w85__r01_f02,1,61,0.8235294117647058
P0,w85__r01_f02,1,62,0.7647058823529411
P0,w85__r01_f02,1,63,0.7647058823529411
P0,w85__r01_f02,1,64,0.7647058823529411
P0,w85__r01_f02,1,65,0.7647058823529411
P0,w85__r01_f02,1,66,0.7647058823529411
P0,w85__r01_f02,1,67,0.7647058823529411
P0,w85__r01_f02,1,68,0.7647058823529411
P0,w85__r01_f02,1,69,0.7647058823529411
P0,w85__r01_f02,1,70,0.7647058823529411
P0,w85__r01_f02,1,71,0.7647058823529411
P0,w85__r01_f02,1,72,0.7647058823529411
P0,w85__r01_f02,1,73,0.7647058823529411
P0,w85__r01_f02,1,74,0.7647058823529411
P0,w85__r01_f02,1,75,0.7647058823529411
P0,w85__r01_f02,1,76,0.7647058823529411
P0,w85__r01_f02,1,77,0.7647058823529411
P0,w85__r01_f02,1,78,0.7647058823529411
P0,w85__r01_f02,1,79,0.7647058823529411
P0,w85__r01_f02,1,80,0.7647058823529411
P0,w85__r01_f03,1,16,0.8823529411764706
P0,w85__r01_f03,1,17,0.8823529411764706
P0,w85__r01_f03,1,18,0.8823529411764706
P0,w85__r01_f03,1,19,0.8823529411764706
P0,w85__r01_f03,1,20,0.8823529411764706
P0,w85__r01_f03,1,21,0.8823529411764706
P0,w85__r01_f03,1,22,0.8823529411764706
P0,w85__r01_f03,1,23,0.9411764705882353
P0,w85__r01_f03,1,24,0.9411764705882353
P0,w85__r01_f03,1,25,0.9411764705882353
P0,w85__r01_f03,1,26,0.9411764705882353
P0,w85__r01_f03,1,27,0.9411764705882353
P0,w85__r01_f03,1,28,0.9411764705882353
P0,w85__r01_f03,1,29,0.9411764705882353
P0,w85__r01_f03,1,30,0.9411764705882353
P0,w85__r01_f03,1,31,0.9411764705882353
P0,w85__r01_f03,1,32,0.9411764705882353
P0,w85__r01_f03,1,33,0.8823529411764706
P0,w85__r01_f03,1,34,0.8823529411764706
P0,w85__r01_f03,1,35,0.8823529411764706
P0,w85__r01_f03,1,36,0.8823529411764706
P0,w85__r01_f03,1,37,0.8823529411764706
P0,w85__r01_f03,1,38,0.8823529411764706
P0,w85__r01_f03,1,39,0.8823529411764706
P0,w85__r01_f03,1,40,0.9411764705882353
P0,w85__r01_f03,1,41,0.8823529411764706
P0,w85__r01_f03,1,42,0.9411764705882353
P0,w85__r01_f03,1,43,0.9411764705882353
P0,w85__r01_f03,1,44,0.9411764705882353
P0,w85__r01_f03,1,45,0.9411764705882353
P0,w85__r01_f03,1,46,0.9411764705882353
P0,w85__r01_f03,1,47,0.9411764705882353
P0,w85__r01_f03,1,48,0.9411764705882353
P0,w85__r01_f03,1,49,1.0
P0,w85__r01_f03,1,50,0.9411764705882353
P0,w85__r01_f03,1,51,1.0
P0,w85__r01_f03,1,52,0.9411764705882353
P0,w85__r01_f03,1,53,0.9411764705882353
P0,w85__r01_f03,1,54,0.9411764705882353
P0,w85__r01_f03,1,55,0.9411764705882353
P0,w85__r01_f03,1,56,0.9411764705882353
P0,w85__r01_f03,1,57,0.9411764705882353
P0,w85__r01_f03,1,58,0.9411764705882353
P0,w85__r01_f03,1,59,0.9411764705882353
P0,w85__r01_f03,1,60,0.9411764705882353
P0,w85__r01_f03,1,61,0.9411764705882353
P0,w85__r01_f03,1,62,0.9411764705882353
P0,w85__r01_f03,1,63,0.9411764705882353
P0,w85__r01_f03,1,64,0.9411764705882353
P0,w85__r01_f03,1,65,0.9411764705882353
P0,w85__r01_f03,1,66,0.9411764705882353
P0,w85__r01_f03,1,67,0.9411764705882353
P0,w85__r01_f03,1,68,0.9411764705882353
P0,w85__r01_f03,1,69,0.9411764705882353
P0,w85__r01_f03,1,70,0.9411764705882353
P0,w85__r01_f03,1,71,0.9411764705882353
P0,w85__r01_f03,1,72,0.9411764705882353
P0,w85__r01_f03,1,73,0.9411764705882353
P0,w85__r01_f03,1,74,0.8823529411764706
P0,w85__r01_f03,1,75,0.9411764705882353
P0,w85__r01_f03,1,76,0.9411764705882353
P0,w85__r01_f03,1,77,0.9411764705882353
P0,w85__r01_f03,1,78,0.9411764705882353
P0,w85__r01_f03,1,79,0.9411764705882353
P0,w85__r01_f03,1,80,0.9411764705882353
P0,w85__r01_f04,1,16,0.8235294117647058
P0,w85__r01_f04,1,17,0.8235294117647058
P0,w85__r01_f04,1,18,0.8235294117647058
P0,w85__r01_f04,1,19,0.8235294117647058
P0,w85__r01_f04,1,20,0.6470588235294118
P0,w85__r01_f04,1,21,0.6470588235294118
P0,w85__r01_f04,1,22,0.7058823529411765
P0,w85__r01_f04,1,23,0.8235294117647058
P0,w85__r01_f04,1,24,0.8235294117647058
P0,w85__r01_f04,1,25,0.7647058823529411
P0,w85__r01_f04,1,26,0.7647058823529411
P0,w85__r01_f04,1,27,0.7647058823529411
P0,w85__r01_f04,1,28,0.8235294117647058
P0,w85__r01_f04,1,29,0.8235294117647058
P0,w85__r01_f04,1,30,0.8235294117647058
P0,w85__r01_f04,1,31,0.8235294117647058
P0,w85__r01_f04,1,32,0.8235294117647058
P0,w85__r01_f04,1,33,0.8235294117647058
P0,w85__r01_f04,1,34,0.8235294117647058
P0,w85__r01_f04,1,35,0.8235294117647058
P0,w85__r01_f04,1,36,0.8235294117647058
P0,w85__r01_f04,1,37,0.8235294117647058
P0,w85__r01_f04,1,38,0.8235294117647058
P0,w85__r01_f04,1,39,0.8235294117647058
P0,w85__r01_f04,1,40,0.8235294117647058
P0,w85__r01_f04,1,41,0.8235294117647058
P0,w85__r01_f04,1,42,0.7647058823529411
P0,w85__r01_f04,1,43,0.8235294117647058
P0,w85__r01_f04,1,44,0.8823529411764706
P0,w85__r01_f04,1,45,0.8823529411764706
P0,w85__r01_f04,1,46,0.8235294117647058
P0,w85__r01_f04,1,47,0.8823529411764706
P0,w85__r01_f04,1,48,0.8823529411764706
P0,w85__r01_f04,1,49,0.8823529411764706
P0,w85__r01_f04,1,50,0.8823529411764706
P0,w85__r01_f04,1,51,0.8235294117647058
P0,w85__r01_f04,1,52,0.8235294117647058
P0,w85__r01_f04,1,53,0.8235294117647058
P0,w85__r01_f04,1,54,0.8235294117647058
P0,w85__r01_f04,1,55,0.8235294117647058
P0,w85__r01_f04,1,56,0.8235294117647058
P0,w85__r01_f04,1,57,0.8235294117647058
P0,w85__r01_f04,1,58,0.8235294117647058
P0,w85__r01_f04,1,59,0.8235294117647058
P0,w85__r01_f04,1,60,0.8235294117647058
P0,w85__r01_f04,1,61,0.8235294117647058
P0,w85__r01_f04,1,62,0.8235294117647058
P0,w85__r01_f04,1,63,0.8235294117647058
P0,w85__r01_f04,1,64,0.8235294117647058
P0,w85__r01_f04,1,65,0.8235294117647058
P0,w85__r01_f04,1,66,0.8823529411764706
P0,w85__r01_f04,1,67,0.8823529411764706
P0,w85__r01_f04,1,68,0.8823529411764706
P0,w85__r01_f04,1,69,0.8823529411764706
P0,w85__r01_f04,1,70,0.8823529411764706
P0,w85__r01_f04,1,71,0.8823529411764706
P0,w85__r01_f04,1,72,0.8823529411764706
P0,w85__r01_f04,1,73,0.8823529411764706
P0,w85__r01_f04,1,74,0.8823529411764706
P0,w85__r01_f04,1,75,0.8823529411764706
P0,w85__r01_f04,1,76,0.8823529411764706
P0,w85__r01_f04,1,77,0.8823529411764706
P0,w85__r01_f04,1,78,0.8823529411764706
P0,w85__r01_f04,1,79,0.8823529411764706
P0,w85__r01_f04,1,80,0.8823529411764706
P0,w85__r01_f05,1,16,0.5882352941176471
P0,w85__r01_f05,1,17,0.5882352941176471
P0,w85__r01_f05,1,18,0.6470588235294118
P0,w85__r01_f05,1,19,0.7058823529411765
P0,w85__r01_f05,1,20,0.7647058823529411
P0,w85__r01_f05,1,21,0.6470588235294118
P0,w85__r01_f05,1,22,0.6470588235294118
P0,w85__r01_f05,1,23,0.6470588235294118
P0,w85__r01_f05,1,24,0.7058823529411765
P0,w85__r01_f05,1,25,0.6470588235294118
P0,w85__r01_f05,1,26,0.6470588235294118
P0,w85__r01_f05,1,27,0.6470588235294118
P0,w85__r01_f05,1,28,0.7058823529411765
P0,w85__r01_f05,1,29,0.7647058823529411
P0,w85__r01_f05,1,30,0.7647058823529411
P0,w85__r01_f05,1,31,0.7647058823529411
P0,w85__r01_f05,1,32,0.7647058823529411
P0,w85__r01_f05,1,33,0.8235294117647058
P0,w85__r01_f05,1,34,0.8235294117647058
P0,w85__r01_f05,1,35,0.7647058823529411
P0,w85__r01_f05,1,36,0.7647058823529411
P0,w85__r01_f05,1,37,0.7647058823529411
P0,w85__r01_f05,1,38,0.8235294117647058
P0,w85__r01_f05,1,39,0.8235294117647058
P0,w85__r01_f05,1,40,0.8235294117647058
P0,w85__r01_f05,1,41,0.8235294117647058
P0,w85__r01_f05,1,42,0.8235294117647058
P0,w85__r01_f05,1,43,0.8235294117647058
P0,w85__r01_f05,1,44,0.8235294117647058
P0,w85__r01_f05,1,45,0.8235294117647058
P0,w85__r01_f05,1,46,0.8235294117647058
P0,w85__r01_f05,1,47,0.8235294117647058
P0,w85__r01_f05,1,48,0.8235294117647058
P0,w85__r01_f05,1,49,0.8235294117647058
P0,w85__r01_f05,1,50,0.8235294117647058
P0,w85__r01_f05,1,51,0.8235294117647058
P0,w85__r01_f05,1,52,0.8235294117647058
P0,w85__r01_f05,1,53,0.8235294117647058
P0,w85__r01_f05,1,54,0.8235294117647058
P0,w85__r01_f05,1,55,0.8235294117647058
P0,w85__r01_f05,1,56,0.8235294117647058
P0,w85__r01_f05,1,57,0.8235294117647058
P0,w85__r01_f05,1,58,0.8235294117647058
P0,w85__r01_f05,1,59,0.8235294117647058
P0,w85__r01_f05,1,60,0.8235294117647058
P0,w85__r01_f05,1,61,0.8235294117647058
P0,w85__r01_f05,1,62,0.8235294117647058
P0,w85__r01_f05,1,63,0.8235294117647058
P0,w85__r01_f05,1,64,0.8235294117647058
P0,w85__r01_f05,1,65,0.8235294117647058
P0,w85__r01_f05,1,66,0.8235294117647058
P0,w85__r01_f05,1,67,0.8235294117647058
P0,w85__r01_f05,1,68,0.8235294117647058
P0,w85__r01_f05,1,69,0.8235294117647058
P0,w85__r01_f05,1,70,0.8235294117647058
P0,w85__r01_f05,1,71,0.8235294117647058
P0,w85__r01_f05,1,72,0.8235294117647058
P0,w85__r01_f05,1,73,0.8235294117647058
P0,w85__r01_f05,1,74,0.8235294117647058
P0,w85__r01_f05,1,75,0.8235294117647058
P0,w85__r01_f05,1,76,0.8235294117647058
P0,w85__r01_f05,1,77,0.8235294117647058
P0,w85__r01_f05,1,78,0.8235294117647058
P0,w85__r01_f05,1,79,0.8235294117647058
P0,w85__r01_f05,1,80,0.8235294117647058
P0,w85__r02_f01,2,16,0.7647058823529411
P0,w85__r02_f01,2,17,0.7647058823529411
P0,w85__r02_f01,2,18,0.7647058823529411
P0,w85__r02_f01,2,19,0.7647058823529411
P0,w85__r02_f01,2,20,0.8235294117647058
P0,w85__r02_f01,2,21,0.8235294117647058
P0,w85__r02_f01,2,22,0.8235294117647058
P0,w85__r02_f01,2,23,0.8235294117647058
P0,w85__r02_f01,2,24,0.8235294117647058
P0,w85__r02_f01,2,25,0.8235294117647058
P0,w85__r02_f01,2,26,0.8235294117647058
P0,w85__r02_f01,2,27,0.8235294117647058
P0,w85__r02_f01,2,28,0.8823529411764706
P0,w85__r02_f01,2,29,0.9411764705882353
P0,w85__r02_f01,2,30,0.8235294117647058
P0,w85__r02_f01,2,31,0.8823529411764706
P0,w85__r02_f01,2,32,0.8235294117647058
P0,w85__r02_f01,2,33,0.8823529411764706
P0,w85__r02_f01,2,34,0.8823529411764706
P0,w85__r02_f01,2,35,0.8823529411764706
P0,w85__r02_f01,2,36,0.8823529411764706
P0,w85__r02_f01,2,37,0.8823529411764706
P0,w85__r02_f01,2,38,0.8823529411764706
P0,w85__r02_f01,2,39,0.8823529411764706
P0,w85__r02_f01,2,40,0.8823529411764706
P0,w85__r02_f01,2,41,0.8823529411764706
P0,w85__r02_f01,2,42,0.8823529411764706
P0,w85__r02_f01,2,43,0.8823529411764706
P0,w85__r02_f01,2,44,0.8823529411764706
P0,w85__r02_f01,2,45,0.8823529411764706
P0,w85__r02_f01,2,46,0.8235294117647058
P0,w85__r02_f01,2,47,0.8235294117647058
P0,w85__r02_f01,2,48,0.8235294117647058
P0,w85__r02_f01,2,49,0.8235294117647058
P0,w85__r02_f01,2,50,0.8823529411764706
P0,w85__r02_f01,2,51,0.8823529411764706
P0,w85__r02_f01,2,52,0.8235294117647058
P0,w85__r02_f01,2,53,0.8823529411764706
P0,w85__r02_f01,2,54,0.8235294117647058
P0,w85__r02_f01,2,55,0.9411764705882353
P0,w85__r02_f01,2,56,0.8235294117647058
P0,w85__r02_f01,2,57,0.8235294117647058
P0,w85__r02_f01,2,58,0.8235294117647058
P0,w85__r02_f01,2,59,0.8235294117647058
P0,w85__r02_f01,2,60,0.8823529411764706
P0,w85__r02_f01,2,61,0.8235294117647058
P0,w85__r02_f01,2,62,0.8823529411764706
P0,w85__r02_f01,2,63,0.9411764705882353
P0,w85__r02_f01,2,64,0.8823529411764706
P0,w85__r02_f01,2,65,0.8823529411764706
P0,w85__r02_f01,2,66,0.8823529411764706
P0,w85__r02_f01,2,67,0.8823529411764706
P0,w85__r02_f01,2,68,0.8823529411764706
P0,w85__r02_f01,2,69,0.8823529411764706
P0,w85__r02_f01,2,70,0.8823529411764706
P0,w85__r02_f01,2,71,0.9411764705882353
P0,w85__r02_f01,2,72,0.8823529411764706
P0,w85__r02_f01,2,73,0.9411764705882353
P0,w85__r02_f01,2,74,0.9411764705882353
P0,w85__r02_f01,2,75,0.9411764705882353
P0,w85__r02_f01,2,76,0.9411764705882353
P0,w85__r02_f01,2,77,0.9411764705882353
P0,w85__r02_f01,2,78,0.9411764705882353
P0,w85__r02_f01,2,79,0.9411764705882353
P0,w85__r02_f01,2,80,0.9411764705882353
P0,w85__r02_f02,2,16,0.6470588235294118
P0,w85__r02_f02,2,17,0.7647058823529411
P0,w85__r02_f02,2,18,0.7647058823529411
P0,w85__r02_f02,2,19,0.7647058823529411
P0,w85__r02_f02,2,20,0.7647058823529411
P0,w85__r02_f02,2,21,0.8235294117647058
P0,w85__r02_f02,2,22,0.8235294117647058
P0,w85__r02_f02,2,23,0.8235294117647058
P0,w85__r02_f02,2,24,0.8235294117647058
P0,w85__r02_f02,2,25,0.8235294117647058
P0,w85__r02_f02,2,26,0.8235294117647058
P0,w85__r02_f02,2,27,0.8235294117647058
P0,w85__r02_f02,2,28,0.8235294117647058
P0,w85__r02_f02,2,29,0.8235294117647058
P0,w85__r02_f02,2,30,0.8235294117647058
P0,w85__r02_f02,2,31,0.8235294117647058
P0,w85__r02_f02,2,32,0.8235294117647058
P0,w85__r02_f02,2,33,0.8235294117647058
P0,w85__r02_f02,2,34,0.8823529411764706
P0,w85__r02_f02,2,35,0.8823529411764706
P0,w85__r02_f02,2,36,0.8823529411764706
P0,w85__r02_f02,2,37,0.8823529411764706
P0,w85__r02_f02,2,38,0.9411764705882353
P0,w85__r02_f02,2,39,0.9411764705882353
P0,w85__r02_f02,2,40,0.8235294117647058
P0,w85__r02_f02,2,41,0.8823529411764706
P0,w85__r02_f02,2,42,0.9411764705882353
P0,w85__r02_f02,2,43,0.8235294117647058
P0,w85__r02_f02,2,44,0.9411764705882353
P0,w85__r02_f02,2,45,0.8235294117647058
P0,w85__r02_f02,2,46,0.8235294117647058
P0,w85__r02_f02,2,47,0.8235294117647058
P0,w85__r02_f02,2,48,0.8235294117647058
P0,w85__r02_f02,2,49,0.9411764705882353
P0,w85__r02_f02,2,50,0.9411764705882353
P0,w85__r02_f02,2,51,0.8823529411764706
P0,w85__r02_f02,2,52,0.8235294117647058
P0,w85__r02_f02,2,53,0.9411764705882353
P0,w85__r02_f02,2,54,0.9411764705882353
P0,w85__r02_f02,2,55,0.9411764705882353
P0,w85__r02_f02,2,56,0.8823529411764706
P0,w85__r02_f02,2,57,0.8823529411764706
P0,w85__r02_f02,2,58,0.8823529411764706
P0,w85__r02_f02,2,59,0.8823529411764706
P0,w85__r02_f02,2,60,0.8823529411764706
P0,w85__r02_f02,2,61,0.8823529411764706
P0,w85__r02_f02,2,62,0.8235294117647058
P0,w85__r02_f02,2,63,0.8235294117647058
P0,w85__r02_f02,2,64,0.9411764705882353
P0,w85__r02_f02,2,65,0.8235294117647058
P0,w85__r02_f02,2,66,0.8235294117647058
P0,w85__r02_f02,2,67,0.9411764705882353
P0,w85__r02_f02,2,68,0.9411764705882353
P0,w85__r02_f02,2,69,0.8235294117647058
P0,w85__r02_f02,2,70,0.9411764705882353
P0,w85__r02_f02,2,71,0.9411764705882353
P0,w85__r02_f02,2,72,0.9411764705882353
P0,w85__r02_f02,2,73,0.9411764705882353
P0,w85__r02_f02,2,74,0.9411764705882353
P0,w85__r02_f02,2,75,0.9411764705882353
P0,w85__r02_f02,2,76,0.9411764705882353
P0,w85__r02_f02,2,77,0.9411764705882353
P0,w85__r02_f02,2,78,0.9411764705882353
P0,w85__r02_f02,2,79,0.9411764705882353
P0,w85__r02_f02,2,80,0.9411764705882353
P0,w85__r02_f03,2,16,0.7058823529411765
P0,w85__r02_f03,2,17,0.6470588235294118
P0,w85__r02_f03,2,18,0.7647058823529411
P0,w85__r02_f03,2,19,0.7647058823529411
P0,w85__r02_f03,2,20,0.8235294117647058
P0,w85__r02_f03,2,21,0.8235294117647058
P0,w85__r02_f03,2,22,0.8235294117647058
P0,w85__r02_f03,2,23,0.8235294117647058
P0,w85__r02_f03,2,24,0.8235294117647058
P0,w85__r02_f03,2,25,0.8235294117647058
P0,w85__r02_f03,2,26,0.8823529411764706
P0,w85__r02_f03,2,27,0.8823529411764706
P0,w85__r02_f03,2,28,0.8235294117647058
P0,w85__r02_f03,2,29,0.8823529411764706
P0,w85__r02_f03,2,30,0.8235294117647058
P0,w85__r02_f03,2,31,0.8235294117647058
P0,w85__r02_f03,2,32,0.8235294117647058
P0,w85__r02_f03,2,33,0.8823529411764706
P0,w85__r02_f03,2,34,0.8235294117647058
P0,w85__r02_f03,2,35,0.8235294117647058
P0,w85__r02_f03,2,36,0.8823529411764706
P0,w85__r02_f03,2,37,0.8823529411764706
P0,w85__r02_f03,2,38,0.8823529411764706
P0,w85__r02_f03,2,39,0.8823529411764706
P0,w85__r02_f03,2,40,0.8823529411764706
P0,w85__r02_f03,2,41,0.8823529411764706
P0,w85__r02_f03,2,42,0.8823529411764706
P0,w85__r02_f03,2,43,0.9411764705882353
P0,w85__r02_f03,2,44,0.9411764705882353
P0,w85__r02_f03,2,45,0.8823529411764706
P0,w85__r02_f03,2,46,0.8823529411764706
P0,w85__r02_f03,2,47,0.8823529411764706
P0,w85__r02_f03,2,48,0.8823529411764706
P0,w85__r02_f03,2,49,0.8823529411764706
P0,w85__r02_f03,2,50,0.8823529411764706
P0,w85__r02_f03,2,51,0.8823529411764706
P0,w85__r02_f03,2,52,0.8823529411764706
P0,w85__r02_f03,2,53,0.8823529411764706
P0,w85__r02_f03,2,54,0.8823529411764706
P0,w85__r02_f03,2,55,0.8823529411764706
P0,w85__r02_f03,2,56,0.8823529411764706
P0,w85__r02_f03,2,57,0.8823529411764706
P0,w85__r02_f03,2,58,0.8823529411764706
P0,w85__r02_f03,2,59,0.8823529411764706
P0,w85__r02_f03,2,60,0.8823529411764706
P0,w85__r02_f03,2,61,0.8823529411764706
P0,w85__r02_f03,2,62,0.8823529411764706
P0,w85__r02_f03,2,63,0.8823529411764706
P0,w85__r02_f03,2,64,0.8823529411764706
P0,w85__r02_f03,2,65,0.8823529411764706
P0,w85__r02_f03,2,66,0.8823529411764706
P0,w85__r02_f03,2,67,0.8823529411764706
P0,w85__r02_f03,2,68,0.8823529411764706
P0,w85__r02_f03,2,69,0.8823529411764706
P0,w85__r02_f03,2,70,0.8823529411764706
P0,w85__r02_f03,2,71,0.8823529411764706
P0,w85__r02_f03,2,72,0.8823529411764706
P0,w85__r02_f03,2,73,0.8823529411764706
P0,w85__r02_f03,2,74,0.8823529411764706
P0,w85__r02_f03,2,75,0.8823529411764706
P0,w85__r02_f03,2,76,0.8823529411764706
P0,w85__r02_f03,2,77,0.8823529411764706
P0,w85__r02_f03,2,78,0.8823529411764706
P0,w85__r02_f03,2,79,0.8823529411764706
P0,w85__r02_f03,2,80,0.8823529411764706
P0,w85__r02_f04,2,16,0.7647058823529411
P0,w85__r02_f04,2,17,0.7647058823529411
P0,w85__r02_f04,2,18,0.7647058823529411
P0,w85__r02_f04,2,19,0.7647058823529411
P0,w85__r02_f04,2,20,0.7647058823529411
P0,w85__r02_f04,2,21,0.7647058823529411
P0,w85__r02_f04,2,22,0.7647058823529411
P0,w85__r02_f04,2,23,0.7647058823529411
P0,w85__r02_f04,2,24,0.7647058823529411
P0,w85__r02_f04,2,25,0.7058823529411765
P0,w85__r02_f04,2,26,0.7058823529411765
P0,w85__r02_f04,2,27,0.8235294117647058
P0,w85__r02_f04,2,28,0.8235294117647058
P0,w85__r02_f04,2,29,0.8235294117647058
P0,w85__r02_f04,2,30,0.7647058823529411
P0,w85__r02_f04,2,31,0.7058823529411765
P0,w85__r02_f04,2,32,0.8235294117647058
P0,w85__r02_f04,2,33,0.7647058823529411
P0,w85__r02_f04,2,34,0.7058823529411765
P0,w85__r02_f04,2,35,0.8235294117647058
P0,w85__r02_f04,2,36,0.8235294117647058
P0,w85__r02_f04,2,37,0.8235294117647058
P0,w85__r02_f04,2,38,0.8235294117647058
P0,w85__r02_f04,2,39,0.8235294117647058
P0,w85__r02_f04,2,40,0.8235294117647058
P0,w85__r02_f04,2,41,0.8235294117647058
P0,w85__r02_f04,2,42,0.8235294117647058
P0,w85__r02_f04,2,43,0.8235294117647058
P0,w85__r02_f04,2,44,0.8235294117647058
P0,w85__r02_f04,2,45,0.8235294117647058
P0,w85__r02_f04,2,46,0.8235294117647058
P0,w85__r02_f04,2,47,0.8235294117647058
P0,w85__r02_f04,2,48,0.8235294117647058
P0,w85__r02_f04,2,49,0.8235294117647058
P0,w85__r02_f04,2,50,0.8235294117647058
P0,w85__r02_f04,2,51,0.8235294117647058
P0,w85__r02_f04,2,52,0.8235294117647058
P0,w85__r02_f04,2,53,0.8235294117647058
P0,w85__r02_f04,2,54,0.8235294117647058
