experiment_name,P,VX,LS,ST,outside_week6_P_range,outside_week6_VX_range,outside_week6_LS_range,outside_week6_ST_range,outside_any_week6_axis_range,inside_week6_4d_convex_hull,convex_hull_assessment,nearest_week6_scaled_euclidean_distance,has_keyhole
P-203p317554156_VX-0p724937635215_LS-5p40301996917e-05_ST-325p306920736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p65453187788e-06_H-dfd65b549a,203.317554156,0.724937635215,5.40301996917e-05,325.306920736,False,False,False,False,False,True,computed,0.16061250225688192,False
P-204p071587815_VX-0p957219619336_LS-8p8582220221e-05_ST-334p090301355_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03972182096e-06_H-676863bc48,204.071587815,0.957219619336,8.8582220221e-05,334.090301355,False,False,False,False,False,False,computed,0.17878342676243103,False
P-204p165012598_VX-0p624752635414_LS-8p54709329997e-05_ST-334p626206985_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p72164906486e-06_H-4ecd858c02,204.165012598,0.624752635414,8.54709329997e-05,334.626206985,False,False,False,False,False,True,computed,0.209548570483847,False
P-207p432942583_VX-0p674802143379_LS-5p74396795379e-05_ST-382p34582068_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p14894084192e-06_H-676863bc48,207.432942583,0.674802143379,5.74396795379e-05,382.34582068,False,False,False,False,False,True,computed,0.17119681748856153,False
P-208p096600196_VX-0p256636148953_LS-4p52492384214e-05_ST-395p602757306_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p87975101041e-05_H-1980b1708d,208.096600196,0.256636148953,4.52492384214e-05,395.602757306,False,False,False,False,False,False,computed,0.22457991737027735,True
P-209p47686991_VX-0p866693950214_LS-6p90699464413e-05_ST-369p570871734_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56611777644e-06_H-b021dd2b47,209.47686991,0.866693950214,6.90699464413e-05,369.570871734,False,False,False,False,False,True,computed,0.11353932153815881,False
P-210p211145159_VX-0p921242046338_LS-8p23126060485e-05_ST-311p238003519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p23653975868e-06_H-0e4c2fc094,210.211145159,0.921242046338,8.23126060485e-05,311.238003519,False,False,False,False,False,False,computed,0.06714926239059074,False
P-210p302841339_VX-0p779412575788_LS-5p86430912284e-05_ST-304p177226769_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18943131388e-06_H-c15424829d,210.302841339,0.779412575788,5.86430912284e-05,304.177226769,False,False,False,False,False,True,computed,0.15751473027248436,False
P-210p331349445_VX-0p877062157481_LS-5p88084341536e-05_ST-346p930868597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p50031780743e-06_H-0e4c2fc094,210.331349445,0.877062157481,5.88084341536e-05,346.930868597,False,False,False,False,False,True,computed,0.1660285568577577,False
P-211p964201781_VX-0p31026524833_LS-8p22948660567e-05_ST-308p041416816_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p5548375556e-05_H-22f5435fc5,211.964201781,0.31026524833,8.22948660567e-05,308.041416816,False,False,False,False,False,False,computed,0.06161395551332333,False
P-212p474685749_VX-0p445530901525_LS-8p01654967217e-05_ST-390p176194232_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p08278024858e-05_H-4e23685f04,212.474685749,0.445530901525,8.01654967217e-05,390.176194232,False,False,False,False,False,True,computed,0.1057022137118599,False
P-212p944274192_VX-0p351323873231_LS-4p80439392259e-05_ST-351p894554175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37312632889e-05_H-7c2e16b959,212.944274192,0.351323873231,4.80439392259e-05,351.894554175,False,False,False,False,False,True,computed,0.19700399811832056,True
P-213p315910834_VX-0p426447159191_LS-8p60684535809e-05_ST-346p722503996_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13123525366e-05_H-6aeda8a35c,213.315910834,0.426447159191,8.60684535809e-05,346.722503996,False,False,False,False,False,True,computed,0.17819893006976592,False
P-217p682945702_VX-0p631899079757_LS-7p17459883069e-05_ST-324p134516573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p63432129838e-06_H-7c2e16b959,217.682945702,0.631899079757,7.17459883069e-05,324.134516573,False,False,False,False,False,True,computed,0.0781438654292492,False
P-222p079289377_VX-0p741891960581_LS-8p7279944479e-05_ST-335p366959171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p50245704137e-06_H-0f2c16c7e5,222.079289377,0.741891960581,8.7279944479e-05,335.366959171,False,False,False,False,False,True,computed,0.20327521036922983,False
P-225p007853492_VX-0p825221323097_LS-8p70957490335e-05_ST-338p940755161_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p84585064393e-06_H-c2c7cd9590,225.007853492,0.825221323097,8.70957490335e-05,338.940755161,False,False,False,False,False,False,computed,0.20663631216625214,False
P-227p095146149_VX-0p485569900572_LS-4p61845747353e-05_ST-309p475761642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p93496630935e-06_H-c5f6eebf67,227.095146149,0.485569900572,4.61845747353e-05,309.475761642,False,False,False,False,False,False,computed,0.13539640663292035,True
P-230p324353521_VX-0p227660683076_LS-8p68191306555e-05_ST-386p564919231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p11899592755e-05_H-0602c4a780,230.324353521,0.227660683076,8.68191306555e-05,386.564919231,False,False,False,False,False,False,computed,0.2723081322344002,False
P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,231.081894821,0.850370876493,5.5190986405e-05,302.777484886,False,False,False,False,False,False,computed,0.24904261624422808,False
P-233p106311211_VX-0p310101846937_LS-6p6327379673e-05_ST-336p786172861_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p55565684328e-05_H-add9572a86,233.106311211,0.310101846937,6.6327379673e-05,336.786172861,False,False,False,False,False,False,computed,0.11539839674884897,False
P-233p11801175_VX-0p947725383123_LS-6p63357513021e-05_ST-310p062780041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p09020934642e-06_H-1d842653b1,233.11801175,0.947725383123,6.63357513021e-05,310.062780041,False,False,False,False,False,False,computed,0.16394914743697417,False
P-233p918914285_VX-0p55009860706_LS-6p76633993968e-05_ST-363p156889773_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76955611431e-06_H-9f078c62f6,233.918914285,0.55009860706,6.76633993968e-05,363.156889773,False,False,False,False,False,True,computed,0.18407407977456125,False
P-236p369825033_VX-0p606859942193_LS-6p45901770765e-05_ST-328p218563755_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p94931460723e-06_H-0e4c2fc094,236.369825033,0.606859942193,6.45901770765e-05,328.218563755,False,False,False,False,False,True,computed,0.19064872667818916,False
P-238p364831187_VX-0p683428278389_LS-5p30391716287e-05_ST-377p396343519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p05870792234e-06_H-1d842653b1,238.364831187,0.683428278389,5.30391716287e-05,377.396343519,False,False,False,False,False,True,computed,0.19563538579277906,False
P-240p986949999_VX-0p621810109213_LS-6p5255993688e-05_ST-389p31118835_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p75818940789e-06_H-377b770359,240.986949999,0.621810109213,6.5255993688e-05,389.31118835,False,False,False,False,False,False,computed,0.1606377152399269,False
P-241p526098173_VX-0p390351171714_LS-7p60309896784e-05_ST-322p459160533_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23584119956e-05_H-0e4c2fc094,241.526098173,0.390351171714,7.60309896784e-05,322.459160533,False,False,False,False,False,False,computed,0.1521649835006714,False
P-242p307622127_VX-0p748861384084_LS-6p09484851001e-05_ST-306p16946129_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p44194066558e-06_H-1d842653b1,242.307622127,0.748861384084,6.09484851001e-05,306.16946129,False,False,False,False,False,False,computed,0.16630665934247052,False
P-243p042265843_VX-0p642372627708_LS-5p19118052277e-05_ST-314p809567363_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p50984770355e-06_H-ac0fcec187,243.042265843,0.642372627708,5.19118052277e-05,314.809567363,False,False,False,False,False,False,computed,0.12321754009382278,True
P-250p363893775_VX-0p962117015407_LS-8p16921850603e-05_ST-395p976068127_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01406848207e-06_H-0f2c16c7e5,250.363893775,0.962117015407,8.16921850603e-05,395.976068127,True,False,False,False,True,False,computed,0.2447828863097201,False
P-250p760727959_VX-0p576945875618_LS-7p55521762294e-05_ST-375p926323236_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p36147861851e-06_H-a88ac79600,250.760727959,0.576945875618,7.55521762294e-05,375.926323236,True,False,False,False,True,False,computed,0.18619385337876787,False
P-251p6022239_VX-0p703685008905_LS-6p09329521029e-05_ST-391p344263507_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p85551140349e-06_H-0e4c2fc094,251.6022239,0.703685008905,6.09329521029e-05,391.344263507,True,False,False,False,True,False,computed,0.15840362274634634,False
P-252p710023356_VX-0p579349155213_LS-8p35702038612e-05_ST-362p250166341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32679319476e-06_H-1d842653b1,252.710023356,0.579349155213,8.35702038612e-05,362.250166341,True,False,False,False,True,False,computed,0.23494250223871055,False
P-255p411547814_VX-0p885409904065_LS-6p83114026847e-05_ST-348p701073765_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p44846017745e-06_H-89021150a8,255.411547814,0.885409904065,6.83114026847e-05,348.701073765,True,False,False,False,True,False,computed,0.16107303462876563,False
P-255p66284442_VX-0p61175678634_LS-8p38548151022e-05_ST-392p782565278_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p88568383831e-06_H-1d842653b1,255.66284442,0.61175678634,8.38548151022e-05,392.782565278,True,False,False,False,True,False,computed,0.2116203312210852,False
P-256p84590034_VX-0p686841697171_LS-8p87652204691e-05_ST-323p817390946_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0236280396e-06_H-27614c4053,256.84590034,0.686841697171,8.87652204691e-05,323.817390946,True,False,False,False,True,False,computed,0.19764081488949484,False
P-258p098094226_VX-0p965907163653_LS-4p72561688305e-05_ST-378p378118453_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99439364832e-06_H-985b11a49e,258.098094226,0.965907163653,4.72561688305e-05,378.378118453,True,False,False,False,True,False,computed,0.13236732855427416,False
P-260p125654688_VX-0p378472963537_LS-6p21275317791e-05_ST-359p026868384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p27462753427e-05_H-0602c4a780,260.125654688,0.378472963537,6.21275317791e-05,359.026868384,True,False,False,False,True,False,computed,0.24366438768983645,False
P-261p886347681_VX-0p412060740992_LS-8p23359668267e-05_ST-378p690023731_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17073045867e-05_H-0e4c2fc094,261.886347681,0.412060740992,8.23359668267e-05,378.690023731,True,False,False,False,True,False,computed,0.22297581227156574,False
P-263p723264659_VX-0p501861307944_LS-7p03164616445e-05_ST-399p080626763_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p61245771821e-06_H-1d842653b1,263.723264659,0.501861307944,7.03164616445e-05,399.080626763,True,False,False,False,True,False,computed,0.3021888012309249,False
P-264p370573209_VX-0p395776293281_LS-4p78236029631e-05_ST-378p311267492_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21890085003e-05_H-985b11a49e,264.370573209,0.395776293281,4.78236029631e-05,378.311267492,True,False,False,False,True,False,computed,0.24177979030661698,True
P-265p432977562_VX-0p293015283246_LS-7p41925746724e-05_ST-326p902943993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64637166689e-05_H-1d842653b1,265.432977562,0.293015283246,7.41925746724e-05,326.902943993,True,False,False,False,True,False,computed,0.3009253136829278,False
P-267p46239641_VX-0p483361678819_LS-7p67845272617e-05_ST-366p829607628_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p98035387249e-06_H-1d842653b1,267.46239641,0.483361678819,7.67845272617e-05,366.829607628,True,False,False,False,True,False,computed,0.3056687725726225,False
P-267p660345133_VX-0p739236683111_LS-7p20061497304e-05_ST-322p433694738_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p52581333317e-06_H-0e4c2fc094,267.660345133,0.739236683111,7.20061497304e-05,322.433694738,True,False,False,False,True,False,computed,0.22278395934285233,False
P-270p660461155_VX-0p506275452772_LS-4p55363433165e-05_ST-392p157982605_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p52864804446e-06_H-b5aba20bdc,270.660461155,0.506275452772,4.55363433165e-05,392.157982605,True,False,False,False,True,False,computed,0.2564132555592245,True
P-273p06384474_VX-0p951903552318_LS-4p77154604482e-05_ST-314p535783501_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06786700319e-06_H-b5afaa2141,273.06384474,0.951903552318,4.77154604482e-05,314.535783501,True,False,False,False,True,False,computed,0.24710340247144513,False
P-273p444240295_VX-0p704920639812_LS-6p35261824567e-05_ST-347p093922324_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84349461565e-06_H-1d842653b1,273.444240295,0.704920639812,6.35261824567e-05,347.093922324,True,False,False,False,True,False,computed,0.19347981780220191,False
