path,item_type,size_bytes,blob_id,lfs_sha256,xet_hash,last_commit_oid,last_commit_date,classification
P-105p276295276_VX-0p639039009111_LS-7p6636834293e-05_ST-367p44858305_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p00822530836e-05_H-bf889bf790,folder,,,,,4e124d0a7a51cadab14af3d21381017eec33db5d,2026-08-05T22:16:10+00:00,experiment folder
P-107p176159755_VX-0p320752066655_LS-8p75302281584e-05_ST-393p859643937_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p50400296819e-05_H-8daf8adcd4,folder,,,,,0fb9fb95c8c10e423cee7cb4140921a0757601fe,2026-08-05T22:16:34+00:00,experiment folder
P-109p741517589_VX-0p915030812968_LS-7p99759662409e-05_ST-303p804431165_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p27208541466e-06_H-0e4c2fc094,folder,,,,,3a7ecf7ead46520e6bf8f128a0933c633027b1df,2026-08-05T19:35:19+00:00,experiment folder
P-109p759946449_VX-0p241926176876_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p72873359867e-06_H-fb250c7cf9,folder,,,,,e9942f4f71c7fb9e037c04b2d0458add71908731,2026-08-05T22:17:03+00:00,experiment folder
P-110p110895975_VX-0p451651242475_LS-8p6859144947e-05_ST-349p969995372_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p06810745755e-05_H-6f31342894,folder,,,,,1d0022f1ef4080eb1f7c9cebd7302962708cbb34,2026-08-05T18:13:01+00:00,experiment folder
P-110p131967455_VX-0p225166085115_LS-5p63312318207e-05_ST-326p092691949_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p14247212255e-05_H-b41981edcb,folder,,,,,2050fbf5700f0e7102aa8947f9e0d548f47800ae,2026-08-05T18:13:14+00:00,experiment folder
P-110p234671953_VX-0p866589137882_LS-8p08580037422e-05_ST-348p980680204_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56679098795e-06_H-6705b84f8a,folder,,,,,3920402a236e7499c1becfb674082a114867bb75,2026-08-05T22:17:37+00:00,experiment folder
P-110p642328299_VX-0p274154737479_LS-7p4676600105e-05_ST-358p612942181_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p7596342297e-05_H-b40dbd8ddd,folder,,,,,0b45e3aa1f2640399a8aef51075079a930297c26,2026-08-05T22:18:09+00:00,experiment folder
P-111p098510779_VX-0p492021331775_LS-4p80108469254e-05_ST-345p911753718_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p80469807196e-06_H-0602c4a780,folder,,,,,55aebccbd7d6956916b08e92227fea523d2768f3,2026-08-05T19:36:09+00:00,experiment folder
P-112p428225508_VX-0p704865651228_LS-6p30987392704e-05_ST-309p241492678_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84402849623e-06_H-30d8d23b36,folder,,,,,71822c4a5fa78e28de2b0f1a36116fa5571eb4a3,2026-08-05T22:18:45+00:00,experiment folder
P-112p904894498_VX-0p537693260466_LS-4p63068354409e-05_ST-322p169166627_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p19825809506e-05_H-bf889bf790,folder,,,,,a18ce6a88ceb2e3fc12d809bf07b4c679c890371,2026-08-05T22:19:14+00:00,experiment folder
P-113p286681534_VX-0p56768277259_LS-5p80401726566e-05_ST-302p148970527_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p13495658689e-05_H-bf889bf790,folder,,,,,af748e8a79475977f76227557f0a4e7feeb58715,2026-08-05T22:19:35+00:00,experiment folder
P-113p729503671_VX-0p646987288946_LS-8p28088886776e-05_ST-328p878079062_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p45628343159e-06_H-0e4c2fc094,folder,,,,,cf3b59af08b4f0fe3bbd8589a9ee8997060e5cbd,2026-08-05T19:36:52+00:00,experiment folder
P-114p820217584_VX-0p948189613582_LS-6p03705790634e-05_ST-353p560035146_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p08771719698e-06_H-d4c4d1b9c0,folder,,,,,ad7d4bfb6450f8e072a700d8cca89892977e9113,2026-08-05T22:20:04+00:00,experiment folder
P-115p281467344_VX-0p424433079834_LS-5p4086019252e-05_ST-352p652659088_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13660334979e-05_H-d616b14147,folder,,,,,0e552bda066d50f9c80f6095b9aa67ded9beff58,2026-08-05T22:20:39+00:00,experiment folder
P-115p973342836_VX-0p629021136955_LS-5p81694798744e-05_ST-308p264473639_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p66925039494e-06_H-27614c4053,folder,,,,,4aa841951ac5630d80da1ee46d7ccf7a451535a9,2026-08-05T19:37:42+00:00,experiment folder
P-116p440418649_VX-0p621036488786_LS-7p33150072515e-05_ST-327p034160515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p76785372538e-06_H-3f4a2df486,folder,,,,,b2ea69a08d4ccc5126194893ba3971037d8c0be6,2026-08-05T22:21:13+00:00,experiment folder
P-116p693370328_VX-0p231004403842_LS-8p2871053211e-05_ST-317p198938228_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p08832408507e-05_H-d147d48e9f,folder,,,,,653e4f7eb6bfc784917bd644944e939eb4bc3324,2026-08-05T22:22:08+00:00,experiment folder
P-117p204089079_VX-0p299188895548_LS-6p61946140465e-05_ST-399p004242061_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61239961603e-05_H-0e4c2fc094,folder,,,,,487d00c475a0d374b13c12f9c6f053e616debf84,2026-08-05T19:38:21+00:00,experiment folder
P-118p139890353_VX-0p847347819728_LS-5p08934239386e-05_ST-372p913421628_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p69319999497e-06_H-d7a336064e,folder,,,,,27dd306c847c94c76bfcc0558db6a6d7a3076670,2026-08-05T18:13:27+00:00,experiment folder
P-118p239150472_VX-0p728951155133_LS-5p59862781201e-05_ST-395p421202378_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p61789280262e-06_H-44aa3a8888,folder,,,,,a297c6f67255e76b8b4f5be0302e6cced3ef6ce5,2026-08-05T19:39:10+00:00,experiment folder
P-118p4900546_VX-0p535113778256_LS-4p79907961621e-05_ST-385p412174328_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p01513061154e-06_H-dd169576f0,folder,,,,,e065b8665dbdb0b46c58475221e4e9f7f1f762da,2026-08-05T22:22:40+00:00,experiment folder
P-119p523515535_VX-0p859779155666_LS-6p70931710444e-05_ST-392p874711106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p61088341259e-06_H-2934a8b202,folder,,,,,1210fc62676f83ad0544d8d093e5a3ecdbd8b85f,2026-08-05T19:39:58+00:00,experiment folder
P-119p65849417_VX-0p305673131798_LS-5p10692886867e-05_ST-393p327897391_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p57819582462e-05_H-cb2618ba4f,folder,,,,,1a1b09a34bcbdb295e166082feb942e6f449cc62,2026-08-05T22:23:18+00:00,experiment folder
P-120p079917874_VX-0p610410046914_LS-8p29242579558e-05_ST-398p6729924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p90308191584e-06_H-a88ac79600,folder,,,,,a682271d4c7ccab86ba921df94a0e5233a76cd5d,2026-08-05T19:40:41+00:00,experiment folder
P-120p906267006_VX-0p64748664338_LS-6p03748750968e-05_ST-359p518818343_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p45053299916e-06_H-c5f6eebf67,folder,,,,,e1e863cd5ed24bae1283c9a788fdd52dbcfb1a6c,2026-08-05T19:41:29+00:00,experiment folder
P-121p661876009_VX-0p281641526906_LS-7p16631028882e-05_ST-330p429005364_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p71285841829e-05_H-25d163a2a5,folder,,,,,57540b997302bf3e1da61067aa2840fe3aacff3b,2026-08-05T18:13:42+00:00,experiment folder
P-122p148440758_VX-0p768953415756_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p43159459768e-06_H-306f9d252b,folder,,,,,4654c28a5e4d6a627b7b67bba7d23a9d73242f7c,2026-08-05T22:23:49+00:00,experiment folder
P-122p181848607_VX-0p882188233955_LS-4p98408399334e-05_ST-370p38962934_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p46835745177e-06_H-2afbe2208b,folder,,,,,f74eea4cab7903c37ba7c86536ae87abdd343539,2026-08-05T19:42:15+00:00,experiment folder
P-122p399838052_VX-0p958262341264_LS-8p77032416896e-05_ST-376p830559352_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03423790676e-06_H-79d0c72bd8,folder,,,,,63db7c7dd80a520a6f588e3b504a02ac55ef726b,2026-08-05T22:24:26+00:00,experiment folder
P-123p578555013_VX-0p413960648538_LS-5p40122226787e-05_ST-380p745973079_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16535729182e-05_H-f404b6f8f4,folder,,,,,69c3ad238a26dc288fad71408e621a4da4d6859f,2026-08-05T22:25:05+00:00,experiment folder
P-124p08408212_VX-0p537482635976_LS-5p36452858207e-05_ST-384p350705088_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p97539805031e-06_H-1d842653b1,folder,,,,,a2ecf4b2c5da6a0a1561b3682bbb1d442f2ed898,2026-08-05T19:43:02+00:00,experiment folder
P-124p939831153_VX-0p895565001264_LS-4p79284796095e-05_ST-395p904294171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p38667834965e-06_H-cf6d926251,folder,,,,,6f9b6356b64b92a62dcd031e60a825bc698317c7,2026-08-05T22:25:55+00:00,experiment folder
P-126p228008246_VX-0p201684842681_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p27081552964e-06_H-306f9d252b,folder,,,,,e50def5241abf673847817a46af1d5791e3d4e66,2026-08-05T22:26:35+00:00,experiment folder
P-126p384227376_VX-0p205870034079_LS-4p55514058242e-05_ST-348p956388187_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p34328450209e-05_H-1d842653b1,folder,,,,,39a2002f5547ab644cae8ad7ef7575ea2d564bea,2026-08-05T19:43:33+00:00,experiment folder
P-126p429096271_VX-0p381791494837_LS-8p54596605095e-05_ST-336p470624887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p26354847299e-05_H-bf3689621a,folder,,,,,fe8417f2f475dd82c196ec23a7941d0b9f635662,2026-08-05T22:27:01+00:00,experiment folder
P-126p512169142_VX-0p57236868357_LS-7p44940442576e-05_ST-386p738254947_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p42834477408e-06_H-d7a336064e,folder,,,,,3ece6f7790758680ce7a0d1d975f57f0e2946fa0,2026-08-05T18:13:56+00:00,experiment folder
P-128p682231034_VX-0p601925389683_LS-8p082715257e-05_ST-394p322355105_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p01448266795e-06_H-b41981edcb,folder,,,,,58922a43d44a206c089574650251d52489952743,2026-08-05T18:14:14+00:00,experiment folder
P-129p569646497_VX-0p287154347682_LS-6p5197985882e-05_ST-393p701994752_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p67997477383e-05_H-b41981edcb,folder,,,,,408831c09fcb2dbe25879a877b573d69a24efaa0,2026-08-05T18:14:29+00:00,experiment folder
P-129p716882801_VX-0p574107735504_LS-5p55330779174e-05_ST-369p509713723_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p40281414912e-06_H-0e4c2fc094,folder,,,,,97165eeac88da106b39920c9e80429133f630a85,2026-08-05T19:44:13+00:00,experiment folder
P-129p840936159_VX-0p750604494449_LS-8p84568803437e-05_ST-319p185657099_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p42698070514e-06_H-f575443233,folder,,,,,030586a66e56991cdfaf2a50db535c36a42bb59d,2026-08-05T22:27:49+00:00,experiment folder
P-131p049819122_VX-0p780196421599_LS-5p30845028915e-05_ST-389p742843455_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18321293134e-06_H-b41981edcb,folder,,,,,209a7cb86faa9ef8c6572f7b7bc8611dd437831f,2026-08-05T18:14:42+00:00,experiment folder
P-131p192514944_VX-0p432823544687_LS-6p72236683266e-05_ST-324p578264519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p11456982002e-05_H-dfd65b549a,folder,,,,,34c8db3bb674c41926d202cc945f3f69c5543686,2026-08-05T19:44:56+00:00,experiment folder
P-132p12166853_VX-0p788188085218_LS-6p42596953306e-05_ST-382p443068729_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1205195733e-06_H-b41981edcb,folder,,,,,6dac250388b93c1335d0e299c37332401e1bfdbc,2026-08-05T18:15:02+00:00,experiment folder
P-132p334528879_VX-0p441351904611_LS-8p05471929698e-05_ST-380p80221881_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p09303269174e-05_H-2934a8b202,folder,,,,,71dfe506d9562174f9d35ad1c810d9dc8ecbfb55,2026-08-05T19:45:39+00:00,experiment folder
P-132p644034819_VX-0p797235702485_LS-4p6520297442e-05_ST-303p62522115_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p0510594144e-06_H-0e4c2fc094,folder,,,,,e96029036d6d28b4317f07e384203b35e59250db,2026-08-05T19:46:23+00:00,experiment folder
P-133p003569327_VX-0p736244453131_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p53962249042e-06_H-306f9d252b,folder,,,,,ee1312ad1e1ebf0a020b708bbcac6bd7c1af98ae,2026-08-05T22:28:45+00:00,experiment folder
P-133p058435031_VX-0p81650327798_LS-4p78587303962e-05_ST-362p382821566_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p90826850683e-06_H-dd169576f0,folder,,,,,891f1ec804badac74d61f575d51324ba4520f1b1,2026-08-05T22:29:18+00:00,experiment folder
P-133p757797566_VX-0p645163458122_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p89815386795e-06_H-306f9d252b,folder,,,,,c1469211aff7dae81d546c06eefba5d6fa286c5f,2026-08-05T22:30:10+00:00,experiment folder
P-134p442185153_VX-0p806363522352_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p3187841709e-06_H-b0e5aed98c,folder,,,,,82830cc1f018881050f5f91722289e7f99b25b42,2026-08-05T22:30:47+00:00,experiment folder
P-134p93654729_VX-0p343298656719_LS-5p9412954069e-05_ST-389p435734624_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p40522559835e-05_H-b41981edcb,folder,,,,,c8b27eb4753dfd0302b36d1e8491c03496365bf6,2026-08-05T18:15:17+00:00,experiment folder
P-135p171981101_VX-0p652238458987_LS-5p89001447273e-05_ST-362p997098414_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p39625291417e-06_H-01d46950f6,folder,,,,,21e71b8e16f4c9a36891c863037c56759acf80b6,2026-08-05T22:31:33+00:00,experiment folder
P-135p208661893_VX-0p295797438033_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-6p32116012922e-06_H-fb250c7cf9,folder,,,,,f14a418bb90998c48a848880112a362047abbc79,2026-08-05T22:32:01+00:00,experiment folder
P-136p115095044_VX-0p8200930762_LS-6p39666133344e-05_ST-362p502989524_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p88240620853e-06_H-f575443233,folder,,,,,38931302ab7b18b4dbc8d195326fe04283f8cc06,2026-08-05T22:32:39+00:00,experiment folder
P-136p984349172_VX-0p357723834949_LS-5p17808569448e-05_ST-373p061688931_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p34856001521e-05_H-270d04032e,folder,,,,,668b4dd601b62d61f256555eaf6886e72926abc0,2026-08-05T22:33:31+00:00,experiment folder
P-137p056736091_VX-0p84145784316_LS-6p02926393206e-05_ST-342p992007776_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p73305085006e-06_H-ddeae69a6e,folder,,,,,0680c214fac2c15318ea8e26ad27b432cd7c3be1,2026-08-05T18:15:33+00:00,experiment folder
P-137p340072051_VX-0p708357837186_LS-8p48461574474e-05_ST-331p337392673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p81028761138e-06_H-701e6757d1,folder,,,,,3a78d4aa76d68e1c04349354042bb6f20cd50d68,2026-08-05T22:34:15+00:00,experiment folder
P-137p601432421_VX-0p461948695475_LS-6p48780591522e-05_ST-397p490087405_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04429791669e-05_H-ef2aaf59fd,folder,,,,,1a76bbf713aeebb5b87add4277a7d9abaa8f4129,2026-08-05T22:34:59+00:00,experiment folder
P-138p247900083_VX-0p876957934743_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p13212389961e-06_H-306f9d252b,folder,,,,,8fc8aeb915ab9760b61fded6b8276d5108aa13ff,2026-08-05T22:35:51+00:00,experiment folder
P-139p185905374_VX-0p93275027917_LS-8p26285474625e-05_ST-371p150203889_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17193155633e-06_H-b789300819,folder,,,,,aa6d7244005d55952c79ac64837df90f4a080c3b,2026-08-05T18:15:52+00:00,experiment folder
P-139p278080234_VX-0p813607985113_LS-8p25985701782e-05_ST-356p830860854_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p9292935803e-06_H-6014a1f9c3,folder,,,,,e2e38764a7e35a5de136aeed7d3ce060db062abe,2026-08-05T22:36:19+00:00,experiment folder
P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,folder,,,,,a60f77065cc51f7754d1cb1fe36521974b2ec57d,2026-08-05T22:36:54+00:00,experiment folder
P-140p236446589_VX-0p550532928497_LS-7p91865165046e-05_ST-370p758962256_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76263771576e-06_H-a88ac79600,folder,,,,,37e319353f90bfa0690eca8811be7dec0eb539f4,2026-08-05T19:47:05+00:00,experiment folder
P-140p314676599_VX-0p596196399995_LS-8p19973378232e-05_ST-342p525649343_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p09149569346e-06_H-95fb07b078,folder,,,,,426e12f0785eac8c48d995b93f8c8a75a7a40bd4,2026-08-05T18:16:10+00:00,experiment folder
P-140p320645521_VX-0p612281673664_LS-8p56006119926e-05_ST-348p910931315_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p87892372174e-06_H-dd169576f0,folder,,,,,7ab0f251ee726ea429ef2b23aa4f8c14f664befe,2026-08-05T22:37:33+00:00,experiment folder
P-140p539865228_VX-0p255658736827_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p31358918074e-06_H-fb250c7cf9,folder,,,,,1293fd7089bcfbe54981b7f7a3ff33a260eb0e5b,2026-08-05T22:38:20+00:00,experiment folder
P-140p573028588_VX-0p551169304036_LS-6p78791919712e-05_ST-377p8442615_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p16896078445e-05_H-bf889bf790,folder,,,,,ba8c93156e8b949db1867d973848603d964fa9fd,2026-08-05T22:38:42+00:00,experiment folder
P-140p974625597_VX-0p98622838083_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p89589248085e-06_H-b0e5aed98c,folder,,,,,73e3939848ccce31384dcab139cab9fbc7bc1969,2026-08-05T22:39:07+00:00,experiment folder
P-141p451666054_VX-0p378275685755_LS-6p85388508408e-05_ST-315p145948826_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p27529227616e-05_H-8bf1b39107,folder,,,,,51eadaef95a7cc8f34d63323860083bf9e4a637d,2026-08-05T18:16:23+00:00,experiment folder
P-143p707582907_VX-0p952433280409_LS-8p80948922839e-05_ST-329p530804101_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06504833697e-06_H-1605f46060,folder,,,,,c8f055790744f415cbd9fd8000f28fa40beded85,2026-08-05T19:47:53+00:00,experiment folder
P-143p879945116_VX-0p336279357485_LS-6p76007351295e-05_ST-398p207663754_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p91595257833e-05_H-bf889bf790,folder,,,,,46c40de5ce1be29ef0958453f93da95d3a8dc60d,2026-08-05T22:39:42+00:00,experiment folder
P-143p909481867_VX-0p917293492006_LS-5p50242100517e-05_ST-352p206869428_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p25908081225e-06_H-cf6d926251,folder,,,,,121e07ee3c284fa5e25e3e3a14383dff4b862271,2026-08-05T22:40:29+00:00,experiment folder
P-144p087720513_VX-0p415546267467_LS-5p02923295381e-05_ST-327p07537462_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16091058462e-05_H-0602c4a780,folder,,,,,6385e4073698d5f223b0c5cf0063b8451cffc32b,2026-08-05T19:48:35+00:00,experiment folder
P-144p684844876_VX-0p221020126644_LS-8p32765690701e-05_ST-337p418493583_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p18266122469e-05_H-73ae961aa0,folder,,,,,066a8630ca37b7dcc467d7d89db79f40a0e7ab23,2026-08-05T22:41:10+00:00,experiment folder
P-144p999955433_VX-0p569412101686_LS-7p52189895652e-05_ST-349p795043891_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p47210761544e-06_H-24e0a43587,folder,,,,,f01e4a521a89127f922b3c8e839db36b10aeb2e6,2026-08-05T22:41:59+00:00,experiment folder
P-145p199982561_VX-0p253198682602_LS-7p7513591008e-05_ST-398p693210886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p90527081478e-05_H-2d34966482,folder,,,,,d7ba61f02f0482e7c9e1e33265f74d66fc38f6aa,2026-08-05T18:16:35+00:00,experiment folder
P-145p249113956_VX-0p501139719932_LS-7p51242767898e-05_ST-325p186450026_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p62629863717e-06_H-30d8d23b36,folder,,,,,c9e7aba5c8fd2751a0137341a9f14c49f9ec51c9,2026-08-05T22:43:00+00:00,experiment folder
P-145p536707456_VX-0p311971481812_LS-7p55813970315e-05_ST-356p422554756_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p54633384276e-05_H-f404b6f8f4,folder,,,,,f8e187d3ceb394a807380322cf5904db131015cc,2026-08-05T22:43:25+00:00,experiment folder
