partition,experiment_name,labelled_frame_count,distinct_label_count,label_change_count,collapsed_label_sequence,collapsed_physical_sequence,first_physical_label,last_physical_label,has_conduction,has_keyhole,first_conduction_frame_index,first_conduction_timestep,first_keyhole_frame_index,first_keyhole_timestep,last_keyhole_frame_index,last_keyhole_timestep,keyhole_frame_count,relevant_physical_frame_count,keyhole_fraction_of_relevant_physical_frames,keyhole_segment_count,maximum_keyhole_segment_frames,keyhole_transient_by_sequence,keyhole_persistent_to_last_physical_frame,repeated_keyhole_episodes,time_conversion_validated,label_sequence_sha256
new-data,P-122p181848607_VX-0p882188233955_LS-4p98408399334e-05_ST-370p38962934_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p46835745177e-06_H-2afbe2208b,381,5,4,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped -> Solidifying Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,81.0,24660.0,,,,,0,208,0.0,0,0,False,False,False,False,4425adec9711417c5fdab3489bdf95831408cf1e2a9975c62501226e6b57994e
new-data,P-124p08408212_VX-0p537482635976_LS-5p36452858207e-05_ST-384p350705088_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p97539805031e-06_H-1d842653b1,234,3,2,Initial Emptiness -> Forming Phase -> Conduction,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,75.0,37526.0,,,,,0,197,0.0,0,0,False,False,False,False,ee72472348caf1611af2f14b7d841f343fbd19a6e5775d833c0c97e3712e5dd7
new-data,P-126p384227376_VX-0p205870034079_LS-4p55514058242e-05_ST-348p956388187_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p34328450209e-05_H-1d842653b1,91,3,2,Initial Emptiness -> Forming Phase -> Conduction,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,58.0,74803.0,,,,,0,55,0.0,0,0,False,False,False,False,44f2bbefadf9fd25f680a6e4741f6d1925b60539582d3cf78bea9a26e8d10fbb
new-data,P-129p716882801_VX-0p574107735504_LS-5p55330779174e-05_ST-369p509713723_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p40281414912e-06_H-0e4c2fc094,249,4,3,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,79.0,37443.0,,,,,0,205,0.0,0,0,False,False,False,False,ec6c612002db5bd92fabcd5c8df62e6933d8fcfe42002abfa2e4296bd65e9395
new-data,P-131p192514944_VX-0p432823544687_LS-6p72236683266e-05_ST-324p578264519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p11456982002e-05_H-dfd65b549a,186,3,2,Initial Emptiness -> Forming Phase -> Conduction,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,72.0,46609.0,,,,,0,154,0.0,0,0,False,False,False,False,d892696dcbe1f0104595c2cdaa7241aac4c0b69fd7fd38f631fd78c60355f4d8
new-data,P-132p334528879_VX-0p441351904611_LS-8p05471929698e-05_ST-380p80221881_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p09303269174e-05_H-2934a8b202,192,3,2,Initial Emptiness -> Forming Phase -> Conduction,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,66.0,40892.0,,,,,0,159,0.0,0,0,False,False,False,False,96c6d670bdab19770da397abda22f38bcb8aac5a37e248b7334816052183e129
new-data,P-132p644034819_VX-0p797235702485_LS-4p6520297442e-05_ST-303p62522115_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p0510594144e-06_H-0e4c2fc094,344,5,4,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped -> Solidifying Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,79.0,26621.0,,,,,0,219,0.0,0,0,False,False,False,False,bc05dbebf0ab1f2f28c053e4a2c233f495bcc8086a6080a45918371444cb6628
new-data,P-140p236446589_VX-0p550532928497_LS-7p91865165046e-05_ST-370p758962256_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76263771576e-06_H-a88ac79600,237,4,5,Initial Emptiness -> Forming Phase -> Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,81.0,40496.0,,,,,0,189,0.0,0,0,False,False,False,False,c103d61bf731fe734a6e75fb305337e9dc73d31de922b5c95c88dd6186f58a28
new-data,P-143p707582907_VX-0p952433280409_LS-8p80948922839e-05_ST-329p530804101_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06504833697e-06_H-1605f46060,402,5,4,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped -> Solidifying Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,76.0,22285.0,,,,,0,211,0.0,0,0,False,False,False,False,7ba693a9c8d9eb7d319d28ef1b88cd8982519f922330e6524a62ffc9ac6cd4e0
new-data,P-144p087720513_VX-0p415546267467_LS-5p02923295381e-05_ST-327p07537462_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16091058462e-05_H-0602c4a780,182,3,2,Initial Emptiness -> Forming Phase -> Conduction,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,74.0,47269.0,,,,,0,146,0.0,0,0,False,False,False,False,dd2f0c8cdc12fcdf237fe854b78e4c53b46ca2b5f1dd49f90d2fbf3574d74d3c
new-data,P-148p299467422_VX-0p674162518859_LS-5p7557139752e-05_ST-331p520012414_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p15572353559e-06_H-e73b90164d,289,4,3,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,80.0,33457.0,,,,,0,211,0.0,0,0,False,False,False,False,b816344908c3e6e8bd351b07d9526c1d4c9faa2266cb1b41f421afe309dfc140
new-data,P-150p071418192_VX-0p423845414489_LS-8p67749479825e-05_ST-322p128190627_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1381792602e-05_H-2afbe2208b,184,3,2,Initial Emptiness -> Forming Phase -> Conduction,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,83.0,53237.0,,,,,0,150,0.0,0,0,False,False,False,False,0a75a2d617f1a65b2c015380e0c2e42088159f2ae2781f5c6cfef29eff69a66d
new-data,P-155p252053768_VX-0p916931554055_LS-7p35634948929e-05_ST-366p816583574_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p26115671522e-06_H-1d842653b1,397,5,4,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped -> Solidifying Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,81.0,23726.0,,,,,0,206,0.0,0,0,False,False,False,False,2df1a8043b7bf268fe9f509aa46885fa0ccd49d43e072eb4bdda795a0aa4cedd
new-data,P-155p610380822_VX-0p863747905944_LS-4p82199969556e-05_ST-303p817651114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p58510251639e-06_H-44aa3a8888,368,5,4,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped -> Solidifying Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,80.0,25493.0,,,,,0,219,0.0,0,0,False,False,False,False,aa30b869e4b78c9a48151abcccf2807f00f529f05f8fb3504b20558fa7e2f50c
new-data,P-157p183722649_VX-0p714259673467_LS-7p38607203139e-05_ST-347p368293375_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p75401507634e-06_H-add9572a86,308,4,3,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,66.0,26000.0,,,,,0,210,0.0,0,0,False,False,False,False,2cd34c0e26117fa4f09c318c6cd78f15b21a3dfed0ebff4d937e251e6997b218
new-data,P-160p605564338_VX-0p585171267024_LS-4p89218084001e-05_ST-323p833105745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p24394647322e-06_H-0602c4a780,254,4,3,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,69.0,32195.0,,,,,0,212,0.0,0,0,False,False,False,False,097fea15104f0baa6a67367ac4658ead463e1e5ec4e12c69be8dabcc806d3cb3
new-data,P-162p142815649_VX-0p926926325143_LS-6p49234891537e-05_ST-377p454931887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p20442722594e-06_H-eed8ed7ef3,393,5,4,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped -> Solidifying Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,79.0,22612.0,,,,,0,218,0.0,0,0,False,False,False,False,3c4f8f51fc121173a3dca0ff074c55d97d99cb44c7848f210e6c8c15bc112c20
new-data,P-163p562272254_VX-0p729793018519_LS-5p10150522361e-05_ST-318p261957537_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p6102586358e-06_H-eed8ed7ef3,318,4,3,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,86.0,31632.0,,,,,0,214,0.0,0,0,False,False,False,False,4701f97b490aea14904d7f49edb309b4bf10049e3c8b3cae5db4d609d62e912c
new-data,P-164p187091551_VX-0p507792014735_LS-6p92164167976e-05_ST-301p020288893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p50018996564e-06_H-c15424829d,220,3,2,Initial Emptiness -> Forming Phase -> Conduction,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,79.0,42861.0,,,,,0,187,0.0,0,0,False,False,False,False,ee7cfdb5fc6493e9e858fd2436a6fa00a901daa2aec949e08e248c1c888346d3
new-data,P-164p607131174_VX-0p867199563125_LS-5p32762751968e-05_ST-314p058214573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56287250149e-06_H-0e4c2fc094,369,5,4,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped -> Solidifying Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,78.0,25086.0,,,,,0,219,0.0,0,0,False,False,False,False,4453e4ef7ffdbad3c6d6ac88417f5300bbe89cc77fa76fc590b208b3be9142e9
new-data,P-166p111836501_VX-0p454755470987_LS-7p13150844087e-05_ST-303p391516497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p06081639712e-05_H-0e4c2fc094,198,3,2,Initial Emptiness -> Forming Phase -> Conduction,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,83.0,49032.0,,,,,0,164,0.0,0,0,False,False,False,False,0f2c7b081ccb966125e0f0bf9ea9e4a694a97a5a3c6b45b5e026147251ac85b4
new-data,P-167p350234557_VX-0p509305540745_LS-7p79284260895e-05_ST-367p465417979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p47195782704e-06_H-0c5439e4b5,221,3,2,Initial Emptiness -> Forming Phase -> Conduction,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,85.0,44820.0,,,,,0,186,0.0,0,0,False,False,False,False,07382bda31a2635c681a65f6ad08f14d1f44d6d0f92d2e4fafc514d72b58ac41
new-data,P-168p279672268_VX-0p662944494492_LS-8p51138696034e-05_ST-361p222757169_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p27680920966e-06_H-1d842653b1,285,4,3,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,93.0,38832.0,,,,,0,201,0.0,0,0,False,False,False,False,96f6d2a479d468dd49f4ad92167e5166082a7e2f20f107e03a88dd86ca49bf9f
new-data,P-172p471893954_VX-0p300060565388_LS-5p45268436948e-05_ST-394p546009672_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60771562794e-05_H-0e4c2fc094,132,3,2,Initial Emptiness -> Forming Phase -> Conduction,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,67.0,59278.0,,,,,0,96,0.0,0,0,False,False,False,False,fd60e98357289200eb58525b17c3aef7b2c5abd7b762d94730e4f13eec8f7f02
new-data,P-173p043282634_VX-0p866796851528_LS-6p96390683614e-05_ST-349p021338305_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56545699781e-06_H-27614c4053,372,5,4,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped -> Solidifying Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,81.0,25710.0,,,,,0,219,0.0,0,0,False,False,False,False,f93346803fe3860e414335f0e9ea4ccfbb8d2b10984495eb7b2831d7b14bd9e8
new-data,P-173p906668607_VX-0p677544388934_LS-8p62016404031e-05_ST-334p396108383_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p12000672104e-06_H-89021150a8,294,4,3,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,89.0,35643.0,,,,,0,214,0.0,0,0,False,False,False,False,ee90cf76edbe84304757dfccd5c93fa338ddb3a8728de95463b01aefc7be3ec8
new-data,P-177p821134596_VX-0p63969291749_LS-8p76195222961e-05_ST-320p228793407_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5413068851e-06_H-0e4c2fc094,276,4,3,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,69.0,29864.0,,,,,0,202,0.0,0,0,False,False,False,False,58ac978618523ed9de2a8ffbb708dae2370770bcc7f970e7d1b34303cf60159d
new-data,P-185p872045369_VX-0p416268682161_LS-7p15564692144e-05_ST-371p982346013_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p15889587897e-05_H-bc28d74e69,179,3,2,Initial Emptiness -> Forming Phase -> Conduction,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,70.0,47187.0,,,,,0,149,0.0,0,0,False,False,False,False,b0fc37ee0ee7cadba6b7c8f63e2289bb900359d8cea7582aa455861c24b14f69
new-data,P-187p255870651_VX-0p828194463092_LS-4p64611349328e-05_ST-375p783913497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p82486459159e-06_H-bc28d74e69,358,5,4,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped -> Solidifying Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,83.0,26908.0,,,,,0,219,0.0,0,0,False,False,False,False,e0d644335e42f1051907e382ffb6d2a7e4c866e21de25e5ee72ae46cd0f2155b
new-data,P-198p376734591_VX-0p636800402216_LS-8p40585875992e-05_ST-361p411435367_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5755614887e-06_H-1605f46060,274,4,3,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,79.0,34588.0,,,,,0,204,0.0,0,0,False,False,False,False,0876a66b0a003bccc0f70e115608f1e1da70f7f70a8cf2a3f4b59aac06c5a567
new-data,P-199p601335125_VX-0p449852506485_LS-5p7030843283e-05_ST-364p706449651_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07237828699e-05_H-1d842653b1,194,3,2,Initial Emptiness -> Forming Phase -> Conduction,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,91.0,55472.0,,,,,0,162,0.0,0,0,False,False,False,False,74c385effc6dccbd16c47d90cd041ab2d07b45bf2d732462a881808e10b173e5
new-data,P-203p030488295_VX-0p654564663741_LS-6p39602473907e-05_ST-333p568221635_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p36996796534e-06_H-0e4c2fc094,280,4,3,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,90.0,38112.0,,,,,0,212,0.0,0,0,False,False,False,False,7694e178d7612da6a9fcc437102d978eb94eeeedead7258f8de96edc591c3500
new-data,P-203p317554156_VX-0p724937635215_LS-5p40301996917e-05_ST-325p306920736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p65453187788e-06_H-dfd65b549a,317,4,3,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,96.0,35142.0,,,,,0,214,0.0,0,0,False,False,False,False,3f56c11560b896bf77bb2785ac9ab7a027b8639091d2ee290fc4b1119bb03bb2
new-data,P-204p071587815_VX-0p957219619336_LS-8p8582220221e-05_ST-334p090301355_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03972182096e-06_H-676863bc48,416,5,4,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped -> Solidifying Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,87.0,24113.0,,,,,0,205,0.0,0,0,False,False,False,False,d29005a085fbe62547fbe9726a0753a549bc10ce5b0807d3ac90fdb9475352fe
new-data,P-204p165012598_VX-0p624752635414_LS-8p54709329997e-05_ST-334p626206985_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p72164906486e-06_H-4ecd858c02,271,4,3,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,107.0,45460.0,,,,,0,214,0.0,0,0,False,False,False,False,07d2b8edb85d70551d24ddee6389daa54c4c205ef45b162e902347524bad1c9f
new-data,P-207p432942583_VX-0p674802143379_LS-5p74396795379e-05_ST-382p34582068_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p14894084192e-06_H-676863bc48,290,4,3,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,79.0,31851.0,,,,,0,212,0.0,0,0,False,False,False,False,be9a05a42a87f4779e3f7f1c7feca39ba7941cf04e4c92642f8cca5990b257e1
new-data,P-208p096600196_VX-0p256636148953_LS-4p52492384214e-05_ST-395p602757306_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p87975101041e-05_H-1980b1708d,113,4,3,Initial Emptiness -> Forming Phase -> Keyhole -> Conduction,Forming Phase -> Keyhole -> Conduction,Forming Phase,Conduction,True,True,77.0,79665.0,63.0,65174.0,76.0,78630.0,14,77,0.18181818181818182,1,14,True,False,False,False,aa24805a71d0b0f4569cd066c0d68962d986c4fca8acad2f6a199d33e6ff5cec
new-data,P-209p47686991_VX-0p866693950214_LS-6p90699464413e-05_ST-369p570871734_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56611777644e-06_H-b021dd2b47,376,5,4,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped -> Solidifying Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,86.0,26631.0,,,,,0,214,0.0,0,0,False,False,False,False,ec163e94de686cb12b75776cc3af08fdae33930043cf93a25100ed63e76df69d
new-data,P-210p211145159_VX-0p921242046338_LS-8p23126060485e-05_ST-311p238003519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p23653975868e-06_H-0e4c2fc094,400,5,4,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped -> Solidifying Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,86.0,25342.0,,,,,0,219,0.0,0,0,False,False,False,False,2cf815bfc2a06ea5a263bdb6572870ab05835850279c2d24fa7c517f8819e1f1
new-data,P-210p302841339_VX-0p779412575788_LS-5p86430912284e-05_ST-304p177226769_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18943131388e-06_H-c15424829d,340,4,3,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,98.0,33365.0,,,,,0,211,0.0,0,0,False,False,False,False,8e8753c516039c2a2a01c554398dda2e54fa61a8f240d9f726a9342370474e0a
new-data,P-210p331349445_VX-0p877062157481_LS-5p88084341536e-05_ST-346p930868597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p50031780743e-06_H-0e4c2fc094,372,5,4,Initial Emptiness -> Forming Phase -> Conduction -> Scanning Stopped -> Solidifying Stopped,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,73.0,22385.0,,,,,0,211,0.0,0,0,False,False,False,False,6772a8eccfc2e9fbaf6315e742047f7f10a6df4f3b43f35cddc28b18417d92b9
new-data,P-211p964201781_VX-0p31026524833_LS-8p22948660567e-05_ST-308p041416816_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p5548375556e-05_H-22f5435fc5,137,3,2,Initial Emptiness -> Forming Phase -> Conduction,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,76.0,65033.0,,,,,0,103,0.0,0,0,False,False,False,False,327ca6ed1a9fef94026e6aa064a1f1451a86203666f5545ac2948688564a9acf
new-data,P-212p474685749_VX-0p445530901525_LS-8p01654967217e-05_ST-390p176194232_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p08278024858e-05_H-4e23685f04,193,3,2,Initial Emptiness -> Forming Phase -> Conduction,Forming Phase -> Conduction,Forming Phase,Conduction,True,False,100.0,60780.0,,,,,0,160,0.0,0,0,False,False,False,False,9eb49244e6ccbd832e5f3f89dbd325bafef1744c94216314b47fa6151e8223ca
