population,arm,budget,metric,mean,ci_lower,ci_upper,maximum_repeat
full_405,P1_M3_MARGIN_MONO,120,correct_structural_resolution,0.9939506172839507,0.9934567901234568,0.9944444444444445,0.9950617283950617
full_405,P2_MONO_BISECTION_M3,16,inferred_N,128.0,110.09875,146.6,211.0
full_405,P2_MONO_BISECTION_M3,16,wrong_inferred_N,1.0,0.6,1.4,2.0
full_405,P2_MONO_BISECTION_M3,16,wrong_inference_rate_among_inferred,0.007663775899446129,0.004142599464711188,0.011430517803704205,0.025974025974025976
full_405,P2_MONO_BISECTION_M3,16,wrong_inference_rate_population,0.002469135802469136,0.0014814814814814814,0.0034567901234567903,0.0049382716049382715
full_405,P2_MONO_BISECTION_M3,16,wrong_inferred_KH_as_C_N,0.9,0.5,1.3,2.0
full_405,P2_MONO_BISECTION_M3,16,wrong_inferred_C_as_KH_N,0.1,0.0,0.25,1.0
full_405,P2_MONO_BISECTION_M3,16,conflicted_N,0.0,0.0,0.0,0.0
full_405,P2_MONO_BISECTION_M3,16,structural_coverage,0.35555555555555557,0.31246604938271594,0.4025925925925926,0.5604938271604938
full_405,P2_MONO_BISECTION_M3,16,correct_structural_resolution,0.3530864197530864,0.3107407407407407,0.39876851851851847,0.5555555555555556
full_405,P2_MONO_BISECTION_M3,24,inferred_N,228.55,218.5,238.40124999999998,274.0
full_405,P2_MONO_BISECTION_M3,24,wrong_inferred_N,1.1,0.65,1.6,3.0
full_405,P2_MONO_BISECTION_M3,24,wrong_inference_rate_among_inferred,0.004688444256587423,0.0027497567405280923,0.0067537394777697915,0.012448132780082987
full_405,P2_MONO_BISECTION_M3,24,wrong_inference_rate_population,0.0027160493827160497,0.001604938271604938,0.003950617283950617,0.007407407407407408
full_405,P2_MONO_BISECTION_M3,24,wrong_inferred_KH_as_C_N,0.9,0.5,1.3,2.0
full_405,P2_MONO_BISECTION_M3,24,wrong_inferred_C_as_KH_N,0.2,0.05,0.4,1.0
full_405,P2_MONO_BISECTION_M3,24,conflicted_N,0.0,0.0,0.0,0.0
full_405,P2_MONO_BISECTION_M3,24,structural_coverage,0.6235802469135802,0.5996296296296297,0.6481481481481481,0.7358024691358025
full_405,P2_MONO_BISECTION_M3,24,correct_structural_resolution,0.6208641975308641,0.597283950617284,0.6455586419753087,0.7308641975308642
full_405,P2_MONO_BISECTION_M3,40,inferred_N,284.8,277.75,291.6,311.0
full_405,P2_MONO_BISECTION_M3,40,wrong_inferred_N,1.35,0.9,1.85,3.0
full_405,P2_MONO_BISECTION_M3,40,wrong_inference_rate_among_inferred,0.004713265547018897,0.003034766666703746,0.0064366830421268865,0.011152416356877323
full_405,P2_MONO_BISECTION_M3,40,wrong_inference_rate_population,0.003333333333333333,0.002222222222222222,0.004567901234567901,0.007407407407407408
full_405,P2_MONO_BISECTION_M3,40,wrong_inferred_KH_as_C_N,0.9,0.5,1.3,2.0
full_405,P2_MONO_BISECTION_M3,40,wrong_inferred_C_as_KH_N,0.45,0.25,0.65,1.0
full_405,P2_MONO_BISECTION_M3,40,conflicted_N,0.0,0.0,0.0,0.0
full_405,P2_MONO_BISECTION_M3,40,structural_coverage,0.8019753086419753,0.7849382716049382,0.8193858024691358,0.8666666666666667
full_405,P2_MONO_BISECTION_M3,40,correct_structural_resolution,0.798641975308642,0.781851851851852,0.8153086419753086,0.8617283950617284
full_405,P2_MONO_BISECTION_M3,60,inferred_N,309.8,307.45,312.15,320.0
full_405,P2_MONO_BISECTION_M3,60,wrong_inferred_N,1.95,1.5,2.4,3.0
full_405,P2_MONO_BISECTION_M3,60,wrong_inference_rate_among_inferred,0.006282077830007377,0.0049614972111089554,0.007696117214991461,0.009900990099009901
full_405,P2_MONO_BISECTION_M3,60,wrong_inference_rate_population,0.004814814814814814,0.0037037037037037034,0.005925925925925925,0.007407407407407408
full_405,P2_MONO_BISECTION_M3,60,wrong_inferred_KH_as_C_N,1.5,1.05,2.0,3.0
full_405,P2_MONO_BISECTION_M3,60,wrong_inferred_C_as_KH_N,0.45,0.25,0.7,1.0
full_405,P2_MONO_BISECTION_M3,60,conflicted_N,0.0,0.0,0.0,0.0
full_405,P2_MONO_BISECTION_M3,60,structural_coverage,0.9130864197530864,0.9070370370370371,0.918888888888889,0.9382716049382716
full_405,P2_MONO_BISECTION_M3,60,correct_structural_resolution,0.9082716049382716,0.9025925925925925,0.9139506172839507,0.9308641975308642
full_405,P2_MONO_BISECTION_M3,80,inferred_N,312.65,311.05,314.3,320.0
full_405,P2_MONO_BISECTION_M3,80,wrong_inferred_N,2.45,2.25,2.65,3.0
full_405,P2_MONO_BISECTION_M3,80,wrong_inference_rate_among_inferred,0.007831679350104554,0.007187079498834486,0.008485576585527262,0.009771986970684038
full_405,P2_MONO_BISECTION_M3,80,wrong_inference_rate_population,0.006049382716049382,0.005555555555555555,0.00654320987654321,0.007407407407407408
full_405,P2_MONO_BISECTION_M3,80,wrong_inferred_KH_as_C_N,1.5,1.05,1.95,3.0
full_405,P2_MONO_BISECTION_M3,80,wrong_inferred_C_as_KH_N,0.95,0.65,1.25,2.0
full_405,P2_MONO_BISECTION_M3,80,conflicted_N,0.0,0.0,0.0,0.0
full_405,P2_MONO_BISECTION_M3,80,structural_coverage,0.9695061728395062,0.9655555555555555,0.9735802469135801,0.9876543209876543
full_405,P2_MONO_BISECTION_M3,80,correct_structural_resolution,0.963456790123457,0.9596296296296296,0.9672839506172839,0.980246913580247
full_405,P2_MONO_BISECTION_M3,120,inferred_N,312.65,311.05,314.3,320.0
full_405,P2_MONO_BISECTION_M3,120,wrong_inferred_N,2.45,2.25,2.65,3.0
full_405,P2_MONO_BISECTION_M3,120,wrong_inference_rate_among_inferred,0.007831679350104554,0.007187919887803282,0.0084938108772326,0.009771986970684038
full_405,P2_MONO_BISECTION_M3,120,wrong_inference_rate_population,0.006049382716049382,0.005555555555555555,0.00654320987654321,0.007407407407407408
full_405,P2_MONO_BISECTION_M3,120,wrong_inferred_KH_as_C_N,1.5,1.05,1.95,3.0
full_405,P2_MONO_BISECTION_M3,120,wrong_inferred_C_as_KH_N,0.95,0.65,1.25,2.0
full_405,P2_MONO_BISECTION_M3,120,conflicted_N,0.0,0.0,0.0,0.0
full_405,P2_MONO_BISECTION_M3,120,structural_coverage,1.0,1.0,1.0,1.0
full_405,P2_MONO_BISECTION_M3,120,correct_structural_resolution,0.9939506172839507,0.9934567901234568,0.9944444444444445,0.9950617283950617
full_405,P3_MONO_EXPECTED_GAIN_M3,16,inferred_N,128.0,110.4,146.7,211.0
full_405,P3_MONO_EXPECTED_GAIN_M3,16,wrong_inferred_N,1.0,0.6,1.4,2.0
full_405,P3_MONO_EXPECTED_GAIN_M3,16,wrong_inference_rate_among_inferred,0.007663775899446129,0.004129199550675345,0.01144523007162801,0.025974025974025976
full_405,P3_MONO_EXPECTED_GAIN_M3,16,wrong_inference_rate_population,0.002469135802469136,0.0014814814814814814,0.0034567901234567903,0.0049382716049382715
full_405,P3_MONO_EXPECTED_GAIN_M3,16,wrong_inferred_KH_as_C_N,0.9,0.5,1.3,2.0
full_405,P3_MONO_EXPECTED_GAIN_M3,16,wrong_inferred_C_as_KH_N,0.1,0.0,0.25,1.0
full_405,P3_MONO_EXPECTED_GAIN_M3,16,conflicted_N,0.0,0.0,0.0,0.0
full_405,P3_MONO_EXPECTED_GAIN_M3,16,structural_coverage,0.35555555555555557,0.31246604938271594,0.4014814814814815,0.5604938271604938
full_405,P3_MONO_EXPECTED_GAIN_M3,16,correct_structural_resolution,0.3530864197530864,0.3092592592592593,0.3991358024691358,0.5555555555555556
full_405,P3_MONO_EXPECTED_GAIN_M3,24,inferred_N,234.8,225.4,243.65124999999998,260.0
full_405,P3_MONO_EXPECTED_GAIN_M3,24,wrong_inferred_N,1.5,0.9,2.05,3.0
full_405,P3_MONO_EXPECTED_GAIN_M3,24,wrong_inference_rate_among_inferred,0.006151163818608083,0.003898609626959434,0.0083546260459387,0.013452914798206279
full_405,P3_MONO_EXPECTED_GAIN_M3,24,wrong_inference_rate_population,0.003703703703703703,0.002345679012345679,0.005061728395061728,0.007407407407407408
full_405,P3_MONO_EXPECTED_GAIN_M3,24,wrong_inferred_KH_as_C_N,1.35,0.75,1.95,3.0
full_405,P3_MONO_EXPECTED_GAIN_M3,24,wrong_inferred_C_as_KH_N,0.15,0.0,0.3,1.0
full_405,P3_MONO_EXPECTED_GAIN_M3,24,conflicted_N,0.0,0.0,0.0,0.0
full_405,P3_MONO_EXPECTED_GAIN_M3,24,structural_coverage,0.6390123456790124,0.61654012345679,0.6609876543209876,0.7012345679012346
full_405,P3_MONO_EXPECTED_GAIN_M3,24,correct_structural_resolution,0.6353086419753086,0.6130864197530864,0.6561759259259259,0.6938271604938272
full_405,P3_MONO_EXPECTED_GAIN_M3,40,inferred_N,300.7,297.6,303.8,314.0
full_405,P3_MONO_EXPECTED_GAIN_M3,40,wrong_inferred_N,1.9,1.45,2.35,3.0
full_405,P3_MONO_EXPECTED_GAIN_M3,40,wrong_inference_rate_among_inferred,0.0062720369222847685,0.0047828296598489625,0.0077188343614015345,0.01020408163265306
full_405,P3_MONO_EXPECTED_GAIN_M3,40,wrong_inference_rate_population,0.004691358024691358,0.003580246913580246,0.005802469135802468,0.007407407407407408
full_405,P3_MONO_EXPECTED_GAIN_M3,40,wrong_inferred_KH_as_C_N,1.75,1.25,2.25,3.0
full_405,P3_MONO_EXPECTED_GAIN_M3,40,wrong_inferred_C_as_KH_N,0.15,0.0,0.3,1.0
full_405,P3_MONO_EXPECTED_GAIN_M3,40,conflicted_N,0.0,0.0,0.0,0.0
full_405,P3_MONO_EXPECTED_GAIN_M3,40,structural_coverage,0.8412345679012345,0.8337037037037037,0.8487654320987653,0.8740740740740741
full_405,P3_MONO_EXPECTED_GAIN_M3,40,correct_structural_resolution,0.8365432098765433,0.8297530864197531,0.8430895061728396,0.8666666666666667
full_405,P3_MONO_EXPECTED_GAIN_M3,60,inferred_N,314.65,313.8,315.55,319.0
full_405,P3_MONO_EXPECTED_GAIN_M3,60,wrong_inferred_N,2.2,1.85,2.55,3.0
full_405,P3_MONO_EXPECTED_GAIN_M3,60,wrong_inference_rate_among_inferred,0.006988455505614275,0.0058717079649679895,0.008098616874048647,0.009615384615384616
full_405,P3_MONO_EXPECTED_GAIN_M3,60,wrong_inference_rate_population,0.005432098765432098,0.004567901234567901,0.0062962962962962955,0.007407407407407408
full_405,P3_MONO_EXPECTED_GAIN_M3,60,wrong_inferred_KH_as_C_N,1.8,1.3,2.3,3.0
full_405,P3_MONO_EXPECTED_GAIN_M3,60,wrong_inferred_C_as_KH_N,0.4,0.15,0.7,2.0
full_405,P3_MONO_EXPECTED_GAIN_M3,60,conflicted_N,0.0,0.0,0.0,0.0
full_405,P3_MONO_EXPECTED_GAIN_M3,60,structural_coverage,0.9250617283950616,0.922962962962963,0.9272839506172839,0.9358024691358025
full_405,P3_MONO_EXPECTED_GAIN_M3,60,correct_structural_resolution,0.9196296296296296,0.9175308641975309,0.9217283950617284,0.928395061728395
full_405,P3_MONO_EXPECTED_GAIN_M3,80,inferred_N,318.65,317.8,319.5,323.0
full_405,P3_MONO_EXPECTED_GAIN_M3,80,wrong_inferred_N,2.45,2.25,2.65,3.0
full_405,P3_MONO_EXPECTED_GAIN_M3,80,wrong_inference_rate_among_inferred,0.007688910400424455,0.007050594109507182,0.008332658401680798,0.00949367088607595
full_405,P3_MONO_EXPECTED_GAIN_M3,80,wrong_inference_rate_population,0.006049382716049382,0.005555555555555555,0.00654320987654321,0.007407407407407408
full_405,P3_MONO_EXPECTED_GAIN_M3,80,wrong_inferred_KH_as_C_N,1.8,1.3,2.3,3.0
full_405,P3_MONO_EXPECTED_GAIN_M3,80,wrong_inferred_C_as_KH_N,0.65,0.4,0.95,2.0
full_405,P3_MONO_EXPECTED_GAIN_M3,80,conflicted_N,0.0,0.0,0.0,0.0
full_405,P3_MONO_EXPECTED_GAIN_M3,80,structural_coverage,0.984320987654321,0.9822222222222221,0.986543209876543,0.9950617283950617
full_405,P3_MONO_EXPECTED_GAIN_M3,80,correct_structural_resolution,0.9782716049382717,0.9761728395061727,0.9804938271604937,0.9876543209876543
full_405,P3_MONO_EXPECTED_GAIN_M3,120,inferred_N,318.65,317.85,319.55,323.0
full_405,P3_MONO_EXPECTED_GAIN_M3,120,wrong_inferred_N,2.45,2.25,2.65,3.0
full_405,P3_MONO_EXPECTED_GAIN_M3,120,wrong_inference_rate_among_inferred,0.007688910400424455,0.007051130424678163,0.008331067448987943,0.00949367088607595
full_405,P3_MONO_EXPECTED_GAIN_M3,120,wrong_inference_rate_population,0.006049382716049382,0.005555555555555555,0.00654320987654321,0.007407407407407408
full_405,P3_MONO_EXPECTED_GAIN_M3,120,wrong_inferred_KH_as_C_N,1.8,1.3,2.3,3.0
full_405,P3_MONO_EXPECTED_GAIN_M3,120,wrong_inferred_C_as_KH_N,0.65,0.35,0.95,2.0
full_405,P3_MONO_EXPECTED_GAIN_M3,120,conflicted_N,0.0,0.0,0.0,0.0
full_405,P3_MONO_EXPECTED_GAIN_M3,120,structural_coverage,1.0,1.0,1.0,1.0
full_405,P3_MONO_EXPECTED_GAIN_M3,120,correct_structural_resolution,0.9939506172839507,0.9934567901234568,0.9944444444444445,0.9950617283950617
main_364,P1_M3_MARGIN_MONO,16,inferred_N,135.2,121.75,148.2,198.0
main_364,P1_M3_MARGIN_MONO,16,wrong_inferred_N,0.9,0.5,1.3,2.0
main_364,P1_M3_MARGIN_MONO,16,wrong_inference_rate_among_inferred,0.006252148709599807,0.003090311165197409,0.009528881190526091,0.022727272727272728
main_364,P1_M3_MARGIN_MONO,16,wrong_inference_rate_population,0.002472527472527473,0.0013736263736263735,0.0035714285714285713,0.005494505494505495
main_364,P1_M3_MARGIN_MONO,16,wrong_inferred_KH_as_C_N,0.9,0.5,1.3,2.0
main_364,P1_M3_MARGIN_MONO,16,wrong_inferred_C_as_KH_N,0.0,0.0,0.0,0.0
main_364,P1_M3_MARGIN_MONO,16,conflicted_N,0.0,0.0,0.0,0.0
main_364,P1_M3_MARGIN_MONO,16,structural_coverage,0.41538461538461535,0.37788461538461543,0.45137362637362627,0.5879120879120879
main_364,P1_M3_MARGIN_MONO,16,correct_structural_resolution,0.4129120879120879,0.3759615384615385,0.44766483516483513,0.5824175824175825
main_364,P1_M3_MARGIN_MONO,24,inferred_N,206.15,197.95,215.05,249.0
main_364,P1_M3_MARGIN_MONO,24,wrong_inferred_N,1.1,0.65,1.55,3.0
main_364,P1_M3_MARGIN_MONO,24,wrong_inference_rate_among_inferred,0.005329095246881317,0.0031156606857353913,0.007587410382256724,0.014563106796116505
main_364,P1_M3_MARGIN_MONO,24,wrong_inference_rate_population,0.0030219780219780225,0.0017857142857142859,0.004258241758241758,0.008241758241758242
main_364,P1_M3_MARGIN_MONO,24,wrong_inferred_KH_as_C_N,1.1,0.65,1.55,3.0
main_364,P1_M3_MARGIN_MONO,24,wrong_inferred_C_as_KH_N,0.0,0.0,0.0,0.0
main_364,P1_M3_MARGIN_MONO,24,conflicted_N,0.0,0.0,0.0,0.0
main_364,P1_M3_MARGIN_MONO,24,structural_coverage,0.6322802197802198,0.6100274725274726,0.6571428571428571,0.75
main_364,P1_M3_MARGIN_MONO,24,correct_structural_resolution,0.6292582417582416,0.6063186813186814,0.6539835164835165,0.7472527472527473
main_364,P1_M3_MARGIN_MONO,40,inferred_N,272.15,270.6,273.70124999999996,280.0
main_364,P1_M3_MARGIN_MONO,40,wrong_inferred_N,2.05,1.65,2.45,3.0
main_364,P1_M3_MARGIN_MONO,40,wrong_inference_rate_among_inferred,0.007544360338820673,0.0059197884554230045,0.009143960739689429,0.011363636363636364
main_364,P1_M3_MARGIN_MONO,40,wrong_inference_rate_population,0.005631868131868133,0.0043956043956043965,0.006730769230769232,0.008241758241758242
main_364,P1_M3_MARGIN_MONO,40,wrong_inferred_KH_as_C_N,2.0,1.6,2.4,3.0
main_364,P1_M3_MARGIN_MONO,40,wrong_inferred_C_as_KH_N,0.05,0.0,0.15,1.0
main_364,P1_M3_MARGIN_MONO,40,conflicted_N,0.0,0.0,0.0,0.0
main_364,P1_M3_MARGIN_MONO,40,structural_coverage,0.8575549450549451,0.8531593406593407,0.8619505494505495,0.8791208791208791
main_364,P1_M3_MARGIN_MONO,40,correct_structural_resolution,0.851923076923077,0.8472527472527472,0.856456043956044,0.8708791208791209
main_364,P1_M3_MARGIN_MONO,60,inferred_N,284.35,283.65,285.1,289.0
main_364,P1_M3_MARGIN_MONO,60,wrong_inferred_N,2.55,2.35,2.75,3.0
main_364,P1_M3_MARGIN_MONO,60,wrong_inference_rate_among_inferred,0.008971150127082075,0.008241018198278558,0.009692570475405077,0.010676156583629894
main_364,P1_M3_MARGIN_MONO,60,wrong_inference_rate_population,0.007005494505494506,0.006456043956043956,0.007554945054945056,0.008241758241758242
main_364,P1_M3_MARGIN_MONO,60,wrong_inferred_KH_as_C_N,2.05,1.6,2.5,3.0
main_364,P1_M3_MARGIN_MONO,60,wrong_inferred_C_as_KH_N,0.5,0.3,0.7,1.0
main_364,P1_M3_MARGIN_MONO,60,conflicted_N,0.0,0.0,0.0,0.0
main_364,P1_M3_MARGIN_MONO,60,structural_coverage,0.9460164835164836,0.9440934065934068,0.948076923076923,0.9587912087912088
main_364,P1_M3_MARGIN_MONO,60,correct_structural_resolution,0.9390109890109889,0.9368131868131868,0.9412087912087912,0.9505494505494505
main_364,P1_M3_MARGIN_MONO,80,inferred_N,285.2,284.5,286.0,290.0
main_364,P1_M3_MARGIN_MONO,80,wrong_inferred_N,2.55,2.35,2.75,3.0
main_364,P1_M3_MARGIN_MONO,80,wrong_inference_rate_among_inferred,0.008944013982383075,0.008225730065305175,0.009662434983146851,0.010638297872340425
main_364,P1_M3_MARGIN_MONO,80,wrong_inference_rate_population,0.007005494505494506,0.006456043956043956,0.007554945054945056,0.008241758241758242
main_364,P1_M3_MARGIN_MONO,80,wrong_inferred_KH_as_C_N,2.05,1.6,2.45,3.0
main_364,P1_M3_MARGIN_MONO,80,wrong_inferred_C_as_KH_N,0.5,0.3,0.7,1.0
main_364,P1_M3_MARGIN_MONO,80,conflicted_N,0.0,0.0,0.0,0.0
main_364,P1_M3_MARGIN_MONO,80,structural_coverage,0.9995879120879121,0.9989010989010989,1.0,1.0
main_364,P1_M3_MARGIN_MONO,80,correct_structural_resolution,0.9925824175824178,0.9916208791208792,0.9934065934065934,0.9945054945054945
main_364,P1_M3_MARGIN_MONO,120,inferred_N,285.2,284.5,286.0,290.0
main_364,P1_M3_MARGIN_MONO,120,wrong_inferred_N,2.55,2.35,2.75,3.0
main_364,P1_M3_MARGIN_MONO,120,wrong_inference_rate_among_inferred,0.008944013982383075,0.008222447718630102,0.009666185717161898,0.010638297872340425
main_364,P1_M3_MARGIN_MONO,120,wrong_inference_rate_population,0.007005494505494506,0.006456043956043956,0.007554945054945056,0.008241758241758242
main_364,P1_M3_MARGIN_MONO,120,wrong_inferred_KH_as_C_N,2.05,1.65,2.45,3.0
main_364,P1_M3_MARGIN_MONO,120,wrong_inferred_C_as_KH_N,0.5,0.3,0.7,1.0
main_364,P1_M3_MARGIN_MONO,120,conflicted_N,0.0,0.0,0.0,0.0
main_364,P1_M3_MARGIN_MONO,120,structural_coverage,1.0,1.0,1.0,1.0
main_364,P1_M3_MARGIN_MONO,120,correct_structural_resolution,0.9929945054945055,0.9924450549450547,0.9935439560439562,0.9945054945054945
main_364,P2_MONO_BISECTION_M3,16,inferred_N,135.2,121.64875,148.8,198.0
main_364,P2_MONO_BISECTION_M3,16,wrong_inferred_N,0.9,0.5,1.3,2.0
main_364,P2_MONO_BISECTION_M3,16,wrong_inference_rate_among_inferred,0.006252148709599807,0.0030937407068593074,0.009599492611178007,0.022727272727272728
main_364,P2_MONO_BISECTION_M3,16,wrong_inference_rate_population,0.002472527472527473,0.0013736263736263737,0.0035714285714285713,0.005494505494505495
main_364,P2_MONO_BISECTION_M3,16,wrong_inferred_KH_as_C_N,0.9,0.5,1.3,2.0
main_364,P2_MONO_BISECTION_M3,16,wrong_inferred_C_as_KH_N,0.0,0.0,0.0,0.0
main_364,P2_MONO_BISECTION_M3,16,conflicted_N,0.0,0.0,0.0,0.0
main_364,P2_MONO_BISECTION_M3,16,structural_coverage,0.41538461538461535,0.37788461538461543,0.4515144230769231,0.5879120879120879
main_364,P2_MONO_BISECTION_M3,16,correct_structural_resolution,0.4129120879120879,0.37651098901098906,0.44862637362637364,0.5824175824175825
main_364,P2_MONO_BISECTION_M3,24,inferred_N,219.15,212.4,225.85,244.0
main_364,P2_MONO_BISECTION_M3,24,wrong_inferred_N,1.05,0.6,1.5,3.0
main_364,P2_MONO_BISECTION_M3,24,wrong_inference_rate_among_inferred,0.004724553719688886,0.0027535490442669123,0.0067535579730289876,0.013452914798206279
main_364,P2_MONO_BISECTION_M3,24,wrong_inference_rate_population,0.0028846153846153848,0.0016483516483516484,0.004120879120879121,0.008241758241758242
main_364,P2_MONO_BISECTION_M3,24,wrong_inferred_KH_as_C_N,0.9,0.5,1.3,2.0
main_364,P2_MONO_BISECTION_M3,24,wrong_inferred_C_as_KH_N,0.15,0.0,0.3,1.0
main_364,P2_MONO_BISECTION_M3,24,conflicted_N,0.0,0.0,0.0,0.0
main_364,P2_MONO_BISECTION_M3,24,structural_coverage,0.6679945054945056,0.649587912087912,0.6857142857142856,0.7362637362637363
main_364,P2_MONO_BISECTION_M3,24,correct_structural_resolution,0.6651098901098901,0.6469780219780219,0.682142857142857,0.7307692307692307
