population,repeat,comparison,budget,jaccard,shared,first_path_divergence
full_405,3,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7910447761194029,53,17
full_405,3,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.7021276595744681,66,17
full_405,4,P1_M3_MARGIN_MONO-P0,24,1.0,24,34
full_405,4,P1_M3_MARGIN_MONO-P0,40,0.8604651162790697,37,34
full_405,4,P1_M3_MARGIN_MONO-P0,60,0.7910447761194029,53,34
full_405,4,P1_M3_MARGIN_MONO-P0,80,0.6842105263157895,65,34
full_405,4,P2_MONO_BISECTION_M3-P0,24,0.6,18,17
full_405,4,P2_MONO_BISECTION_M3-P0,40,0.3793103448275862,22,17
full_405,4,P2_MONO_BISECTION_M3-P0,60,0.6438356164383562,47,17
full_405,4,P2_MONO_BISECTION_M3-P0,80,0.6842105263157895,65,17
full_405,4,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.6551724137931034,19,17
full_405,4,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.5094339622641509,27,17
full_405,4,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.6901408450704225,49,17
full_405,4,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6326530612244898,62,17
full_405,5,P1_M3_MARGIN_MONO-P0,24,1.0,24,51
full_405,5,P1_M3_MARGIN_MONO-P0,40,1.0,40,51
full_405,5,P1_M3_MARGIN_MONO-P0,60,0.7910447761194029,53,51
full_405,5,P1_M3_MARGIN_MONO-P0,80,0.6842105263157895,65,51
full_405,5,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
full_405,5,P2_MONO_BISECTION_M3-P0,40,0.3114754098360656,19,17
full_405,5,P2_MONO_BISECTION_M3-P0,60,0.5789473684210527,44,17
full_405,5,P2_MONO_BISECTION_M3-P0,80,0.7021276595744681,66,17
full_405,5,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.6551724137931034,19,17
full_405,5,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.5384615384615384,28,17
full_405,5,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7647058823529411,52,17
full_405,5,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6842105263157895,65,17
full_405,6,P1_M3_MARGIN_MONO-P0,24,0.7142857142857143,20,20
full_405,6,P1_M3_MARGIN_MONO-P0,40,0.7391304347826086,34,20
full_405,6,P1_M3_MARGIN_MONO-P0,60,0.875,56,20
full_405,6,P1_M3_MARGIN_MONO-P0,80,0.7204301075268817,67,20
full_405,6,P2_MONO_BISECTION_M3-P0,24,0.5483870967741935,17,17
full_405,6,P2_MONO_BISECTION_M3-P0,40,0.40350877192982454,23,17
full_405,6,P2_MONO_BISECTION_M3-P0,60,0.6438356164383562,47,17
full_405,6,P2_MONO_BISECTION_M3-P0,80,0.6326530612244898,62,17
full_405,6,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.6,18,17
full_405,6,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.5686274509803921,29,17
full_405,6,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7391304347826086,51,17
full_405,6,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6666666666666666,64,17
full_405,7,P1_M3_MARGIN_MONO-P0,24,1.0,24,46
full_405,7,P1_M3_MARGIN_MONO-P0,40,1.0,40,46
full_405,7,P1_M3_MARGIN_MONO-P0,60,0.8461538461538461,55,46
full_405,7,P1_M3_MARGIN_MONO-P0,80,0.7021276595744681,66,46
full_405,7,P2_MONO_BISECTION_M3-P0,24,0.5483870967741935,17,17
full_405,7,P2_MONO_BISECTION_M3-P0,40,0.3333333333333333,20,17
full_405,7,P2_MONO_BISECTION_M3-P0,60,0.5584415584415584,43,17
full_405,7,P2_MONO_BISECTION_M3-P0,80,0.7021276595744681,66,17
full_405,7,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.5,16,17
full_405,7,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.40350877192982454,23,17
full_405,7,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.6438356164383562,47,17
full_405,7,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6666666666666666,64,17
full_405,8,P1_M3_MARGIN_MONO-P0,24,1.0,24,50
full_405,8,P1_M3_MARGIN_MONO-P0,40,1.0,40,50
full_405,8,P1_M3_MARGIN_MONO-P0,60,0.8461538461538461,55,50
full_405,8,P1_M3_MARGIN_MONO-P0,80,0.7021276595744681,66,50
full_405,8,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
full_405,8,P2_MONO_BISECTION_M3-P0,40,0.3333333333333333,20,17
full_405,8,P2_MONO_BISECTION_M3-P0,60,0.5189873417721519,41,17
full_405,8,P2_MONO_BISECTION_M3-P0,80,0.6842105263157895,65,17
full_405,8,P3_MONO_EXPECTED_GAIN_M3-P0,24,1.0,24,26
full_405,8,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.8604651162790697,37,26
full_405,8,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.8181818181818182,54,26
full_405,8,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.7204301075268817,67,26
full_405,9,P1_M3_MARGIN_MONO-P0,24,1.0,24,48
full_405,9,P1_M3_MARGIN_MONO-P0,40,1.0,40,48
full_405,9,P1_M3_MARGIN_MONO-P0,60,0.8461538461538461,55,48
full_405,9,P1_M3_MARGIN_MONO-P0,80,0.7021276595744681,66,48
full_405,9,P2_MONO_BISECTION_M3-P0,24,0.5483870967741935,17,17
full_405,9,P2_MONO_BISECTION_M3-P0,40,0.42857142857142855,24,17
full_405,9,P2_MONO_BISECTION_M3-P0,60,0.6666666666666666,48,17
full_405,9,P2_MONO_BISECTION_M3-P0,80,0.6666666666666666,64,17
full_405,9,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.92,23,18
full_405,9,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.8604651162790697,37,18
full_405,9,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7910447761194029,53,18
full_405,9,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6842105263157895,65,18
full_405,10,P1_M3_MARGIN_MONO-P0,24,1.0,24,33
full_405,10,P1_M3_MARGIN_MONO-P0,40,0.8181818181818182,36,33
full_405,10,P1_M3_MARGIN_MONO-P0,60,0.8181818181818182,54,33
full_405,10,P1_M3_MARGIN_MONO-P0,80,0.6842105263157895,65,33
full_405,10,P2_MONO_BISECTION_M3-P0,24,0.5483870967741935,17,17
full_405,10,P2_MONO_BISECTION_M3-P0,40,0.3793103448275862,22,17
full_405,10,P2_MONO_BISECTION_M3-P0,60,0.6438356164383562,47,17
full_405,10,P2_MONO_BISECTION_M3-P0,80,0.6161616161616161,61,17
full_405,10,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.5483870967741935,17,17
full_405,10,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6,30,17
full_405,10,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7142857142857143,50,17
full_405,10,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6494845360824743,63,17
full_405,11,P1_M3_MARGIN_MONO-P0,24,1.0,24,44
full_405,11,P1_M3_MARGIN_MONO-P0,40,1.0,40,44
full_405,11,P1_M3_MARGIN_MONO-P0,60,0.7910447761194029,53,44
full_405,11,P1_M3_MARGIN_MONO-P0,80,0.7021276595744681,66,44
full_405,11,P2_MONO_BISECTION_M3-P0,24,0.5483870967741935,17,17
full_405,11,P2_MONO_BISECTION_M3-P0,40,0.3559322033898305,21,17
full_405,11,P2_MONO_BISECTION_M3-P0,60,0.5384615384615384,42,17
full_405,11,P2_MONO_BISECTION_M3-P0,80,0.7204301075268817,67,17
full_405,11,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.5,16,17
full_405,11,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6,30,17
full_405,11,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7142857142857143,50,17
full_405,11,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6666666666666666,64,17
full_405,12,P1_M3_MARGIN_MONO-P0,24,1.0,24,49
full_405,12,P1_M3_MARGIN_MONO-P0,40,1.0,40,49
full_405,12,P1_M3_MARGIN_MONO-P0,60,0.8461538461538461,55,49
full_405,12,P1_M3_MARGIN_MONO-P0,80,0.7204301075268817,67,49
full_405,12,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
full_405,12,P2_MONO_BISECTION_M3-P0,40,0.3793103448275862,22,17
full_405,12,P2_MONO_BISECTION_M3-P0,60,0.6,45,17
full_405,12,P2_MONO_BISECTION_M3-P0,80,0.6842105263157895,65,17
full_405,12,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.7777777777777778,21,22
full_405,12,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.7777777777777778,35,22
full_405,12,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7647058823529411,52,22
full_405,12,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6842105263157895,65,22
full_405,13,P1_M3_MARGIN_MONO-P0,24,1.0,24,46
full_405,13,P1_M3_MARGIN_MONO-P0,40,1.0,40,46
full_405,13,P1_M3_MARGIN_MONO-P0,60,0.875,56,46
full_405,13,P1_M3_MARGIN_MONO-P0,80,0.7204301075268817,67,46
full_405,13,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
full_405,13,P2_MONO_BISECTION_M3-P0,40,0.3333333333333333,20,17
full_405,13,P2_MONO_BISECTION_M3-P0,60,0.5,40,17
full_405,13,P2_MONO_BISECTION_M3-P0,80,0.6842105263157895,65,17
full_405,13,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.92,23,18
full_405,13,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.7777777777777778,35,18
full_405,13,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.8181818181818182,54,18
full_405,13,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.7021276595744681,66,18
full_405,14,P1_M3_MARGIN_MONO-P0,24,1.0,24,37
full_405,14,P1_M3_MARGIN_MONO-P0,40,0.9047619047619048,38,37
full_405,14,P1_M3_MARGIN_MONO-P0,60,0.8181818181818182,54,37
full_405,14,P1_M3_MARGIN_MONO-P0,80,0.6666666666666666,64,37
full_405,14,P2_MONO_BISECTION_M3-P0,24,0.5483870967741935,17,17
full_405,14,P2_MONO_BISECTION_M3-P0,40,0.40350877192982454,23,17
full_405,14,P2_MONO_BISECTION_M3-P0,60,0.6216216216216216,46,17
full_405,14,P2_MONO_BISECTION_M3-P0,80,0.6842105263157895,65,17
full_405,14,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.92,23,23
full_405,14,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6666666666666666,32,23
full_405,14,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7910447761194029,53,23
full_405,14,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6666666666666666,64,23
full_405,15,P1_M3_MARGIN_MONO-P0,24,1.0,24,51
full_405,15,P1_M3_MARGIN_MONO-P0,40,1.0,40,51
full_405,15,P1_M3_MARGIN_MONO-P0,60,0.9047619047619048,57,51
full_405,15,P1_M3_MARGIN_MONO-P0,80,0.7204301075268817,67,51
full_405,15,P2_MONO_BISECTION_M3-P0,24,0.5483870967741935,17,17
full_405,15,P2_MONO_BISECTION_M3-P0,40,0.3114754098360656,19,17
full_405,15,P2_MONO_BISECTION_M3-P0,60,0.5,40,17
full_405,15,P2_MONO_BISECTION_M3-P0,80,0.6326530612244898,62,17
full_405,15,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.6551724137931034,19,17
full_405,15,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.5686274509803921,29,17
full_405,15,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7910447761194029,53,17
full_405,15,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.7204301075268817,67,17
full_405,16,P1_M3_MARGIN_MONO-P0,24,1.0,24,49
full_405,16,P1_M3_MARGIN_MONO-P0,40,1.0,40,49
full_405,16,P1_M3_MARGIN_MONO-P0,60,0.8181818181818182,54,49
full_405,16,P1_M3_MARGIN_MONO-P0,80,0.7021276595744681,66,49
full_405,16,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
full_405,16,P2_MONO_BISECTION_M3-P0,40,0.3333333333333333,20,17
full_405,16,P2_MONO_BISECTION_M3-P0,60,0.6216216216216216,46,17
full_405,16,P2_MONO_BISECTION_M3-P0,80,0.6842105263157895,65,17
full_405,16,P3_MONO_EXPECTED_GAIN_M3-P0,24,1.0,24,18
full_405,16,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.7391304347826086,34,18
full_405,16,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7647058823529411,52,18
full_405,16,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.7021276595744681,66,18
full_405,17,P1_M3_MARGIN_MONO-P0,24,1.0,24,51
full_405,17,P1_M3_MARGIN_MONO-P0,40,1.0,40,51
full_405,17,P1_M3_MARGIN_MONO-P0,60,0.9047619047619048,57,51
full_405,17,P1_M3_MARGIN_MONO-P0,80,0.7204301075268817,67,51
full_405,17,P2_MONO_BISECTION_M3-P0,24,0.5483870967741935,17,17
full_405,17,P2_MONO_BISECTION_M3-P0,40,0.3114754098360656,19,17
full_405,17,P2_MONO_BISECTION_M3-P0,60,0.5,40,17
full_405,17,P2_MONO_BISECTION_M3-P0,80,0.6326530612244898,62,17
full_405,17,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.6551724137931034,19,17
full_405,17,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.5686274509803921,29,17
full_405,17,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7910447761194029,53,17
full_405,17,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.7204301075268817,67,17
full_405,18,P1_M3_MARGIN_MONO-P0,24,1.0,24,32
full_405,18,P1_M3_MARGIN_MONO-P0,40,0.8181818181818182,36,32
full_405,18,P1_M3_MARGIN_MONO-P0,60,0.8181818181818182,54,32
full_405,18,P1_M3_MARGIN_MONO-P0,80,0.6666666666666666,64,32
full_405,18,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
full_405,18,P2_MONO_BISECTION_M3-P0,40,0.3559322033898305,21,17
full_405,18,P2_MONO_BISECTION_M3-P0,60,0.5789473684210527,44,17
full_405,18,P2_MONO_BISECTION_M3-P0,80,0.6161616161616161,61,17
full_405,18,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.6551724137931034,19,17
full_405,18,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6326530612244898,31,17
full_405,18,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7910447761194029,53,17
full_405,18,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.7204301075268817,67,17
full_405,19,P1_M3_MARGIN_MONO-P0,24,1.0,24,35
full_405,19,P1_M3_MARGIN_MONO-P0,40,0.8181818181818182,36,35
full_405,19,P1_M3_MARGIN_MONO-P0,60,0.8461538461538461,55,35
full_405,19,P1_M3_MARGIN_MONO-P0,80,0.7021276595744681,66,35
full_405,19,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
full_405,19,P2_MONO_BISECTION_M3-P0,40,0.3333333333333333,20,17
full_405,19,P2_MONO_BISECTION_M3-P0,60,0.48148148148148145,39,17
full_405,19,P2_MONO_BISECTION_M3-P0,80,0.6326530612244898,62,17
full_405,19,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.8461538461538461,22,23
full_405,19,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6666666666666666,32,23
full_405,19,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7391304347826086,51,23
full_405,19,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.7021276595744681,66,23
full_405,20,P1_M3_MARGIN_MONO-P0,24,1.0,24,42
full_405,20,P1_M3_MARGIN_MONO-P0,40,1.0,40,42
full_405,20,P1_M3_MARGIN_MONO-P0,60,0.8461538461538461,55,42
full_405,20,P1_M3_MARGIN_MONO-P0,80,0.7204301075268817,67,42
full_405,20,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
full_405,20,P2_MONO_BISECTION_M3-P0,40,0.3793103448275862,22,17
full_405,20,P2_MONO_BISECTION_M3-P0,60,0.6901408450704225,49,17
full_405,20,P2_MONO_BISECTION_M3-P0,80,0.6842105263157895,65,17
full_405,20,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.5483870967741935,17,17
full_405,20,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6,30,17
full_405,20,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.8181818181818182,54,17
full_405,20,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.7582417582417582,69,17
main_364,1,P1_M3_MARGIN_MONO-P0,24,1.0,24,34
main_364,1,P1_M3_MARGIN_MONO-P0,40,0.9512195121951219,39,34
main_364,1,P1_M3_MARGIN_MONO-P0,60,0.7142857142857143,50,34
main_364,1,P1_M3_MARGIN_MONO-P0,80,0.6458333333333334,62,34
main_364,1,P2_MONO_BISECTION_M3-P0,24,0.5483870967741935,17,17
main_364,1,P2_MONO_BISECTION_M3-P0,40,0.3559322033898305,21,17
main_364,1,P2_MONO_BISECTION_M3-P0,60,0.5584415584415584,43,17
main_364,1,P2_MONO_BISECTION_M3-P0,80,0.6161616161616161,61,17
main_364,1,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.8461538461538461,22,23
main_364,1,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.8181818181818182,36,23
main_364,1,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.6438356164383562,47,23
main_364,1,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.625,60,23
main_364,2,P1_M3_MARGIN_MONO-P0,24,1.0,24,40
main_364,2,P1_M3_MARGIN_MONO-P0,40,0.9512195121951219,39,40
main_364,2,P1_M3_MARGIN_MONO-P0,60,0.7391304347826086,51,40
main_364,2,P1_M3_MARGIN_MONO-P0,80,0.6702127659574468,63,40
main_364,2,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
main_364,2,P2_MONO_BISECTION_M3-P0,40,0.42857142857142855,24,17
main_364,2,P2_MONO_BISECTION_M3-P0,60,0.6901408450704225,49,17
main_364,2,P2_MONO_BISECTION_M3-P0,80,0.6666666666666666,64,17
main_364,2,P3_MONO_EXPECTED_GAIN_M3-P0,24,1.0,24,18
main_364,2,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.9047619047619048,38,18
main_364,2,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7391304347826086,51,18
main_364,2,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6702127659574468,63,18
main_364,3,P1_M3_MARGIN_MONO-P0,24,0.7142857142857143,20,20
main_364,3,P1_M3_MARGIN_MONO-P0,40,0.6326530612244898,31,20
main_364,3,P1_M3_MARGIN_MONO-P0,60,0.7142857142857143,50,20
main_364,3,P1_M3_MARGIN_MONO-P0,80,0.6494845360824743,63,20
main_364,3,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
main_364,3,P2_MONO_BISECTION_M3-P0,40,0.42857142857142855,24,17
main_364,3,P2_MONO_BISECTION_M3-P0,60,0.6216216216216216,46,17
main_364,3,P2_MONO_BISECTION_M3-P0,80,0.6,60,17
main_364,3,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.6,18,18
main_364,3,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6326530612244898,31,18
main_364,3,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.6666666666666666,48,18
main_364,3,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6326530612244898,62,18
main_364,4,P1_M3_MARGIN_MONO-P0,24,1.0,24,46
main_364,4,P1_M3_MARGIN_MONO-P0,40,1.0,40,46
main_364,4,P1_M3_MARGIN_MONO-P0,60,0.7647058823529411,52,46
main_364,4,P1_M3_MARGIN_MONO-P0,80,0.6494845360824743,63,46
main_364,4,P2_MONO_BISECTION_M3-P0,24,0.6,18,17
main_364,4,P2_MONO_BISECTION_M3-P0,40,0.5094339622641509,27,17
main_364,4,P2_MONO_BISECTION_M3-P0,60,0.6666666666666666,48,17
main_364,4,P2_MONO_BISECTION_M3-P0,80,0.6,60,17
main_364,4,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.5483870967741935,17,17
main_364,4,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6,30,17
main_364,4,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.6901408450704225,49,17
main_364,4,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6326530612244898,62,17
main_364,5,P1_M3_MARGIN_MONO-P0,24,1.0,24,45
main_364,5,P1_M3_MARGIN_MONO-P0,40,1.0,40,45
main_364,5,P1_M3_MARGIN_MONO-P0,60,0.7910447761194029,53,45
main_364,5,P1_M3_MARGIN_MONO-P0,80,0.6631578947368421,63,45
main_364,5,P2_MONO_BISECTION_M3-P0,24,0.5483870967741935,17,17
main_364,5,P2_MONO_BISECTION_M3-P0,40,0.40350877192982454,23,17
main_364,5,P2_MONO_BISECTION_M3-P0,60,0.6901408450704225,49,17
main_364,5,P2_MONO_BISECTION_M3-P0,80,0.6161616161616161,61,17
main_364,5,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.6,18,17
main_364,5,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6326530612244898,31,17
main_364,5,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7391304347826086,51,17
main_364,5,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6421052631578947,61,17
main_364,6,P1_M3_MARGIN_MONO-P0,24,0.92,23,24
main_364,6,P1_M3_MARGIN_MONO-P0,40,0.8604651162790697,37,24
main_364,6,P1_M3_MARGIN_MONO-P0,60,0.7142857142857143,50,24
main_364,6,P1_M3_MARGIN_MONO-P0,80,0.6288659793814433,61,24
main_364,6,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
main_364,6,P2_MONO_BISECTION_M3-P0,40,0.3114754098360656,19,17
main_364,6,P2_MONO_BISECTION_M3-P0,60,0.5584415584415584,43,17
main_364,6,P2_MONO_BISECTION_M3-P0,80,0.6666666666666666,64,17
main_364,6,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.5,16,17
main_364,6,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6326530612244898,31,17
main_364,6,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.6666666666666666,48,17
main_364,6,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6494845360824743,63,17
main_364,7,P1_M3_MARGIN_MONO-P0,24,1.0,24,44
main_364,7,P1_M3_MARGIN_MONO-P0,40,1.0,40,44
main_364,7,P1_M3_MARGIN_MONO-P0,60,0.7647058823529411,52,44
main_364,7,P1_M3_MARGIN_MONO-P0,80,0.6494845360824743,63,44
main_364,7,P2_MONO_BISECTION_M3-P0,24,0.5483870967741935,17,17
main_364,7,P2_MONO_BISECTION_M3-P0,40,0.42857142857142855,24,17
main_364,7,P2_MONO_BISECTION_M3-P0,60,0.6438356164383562,47,17
main_364,7,P2_MONO_BISECTION_M3-P0,80,0.6326530612244898,62,17
main_364,7,P3_MONO_EXPECTED_GAIN_M3-P0,24,0.6,18,17
main_364,7,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.6,30,17
main_364,7,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7910447761194029,53,17
main_364,7,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6666666666666666,64,17
main_364,8,P1_M3_MARGIN_MONO-P0,24,1.0,24,42
main_364,8,P1_M3_MARGIN_MONO-P0,40,1.0,40,42
main_364,8,P1_M3_MARGIN_MONO-P0,60,0.7647058823529411,52,42
main_364,8,P1_M3_MARGIN_MONO-P0,80,0.6842105263157895,65,42
main_364,8,P2_MONO_BISECTION_M3-P0,24,0.5,16,17
main_364,8,P2_MONO_BISECTION_M3-P0,40,0.40350877192982454,23,17
main_364,8,P2_MONO_BISECTION_M3-P0,60,0.5789473684210527,44,17
main_364,8,P2_MONO_BISECTION_M3-P0,80,0.6842105263157895,65,17
main_364,8,P3_MONO_EXPECTED_GAIN_M3-P0,24,1.0,24,19
main_364,8,P3_MONO_EXPECTED_GAIN_M3-P0,40,0.8604651162790697,37,19
main_364,8,P3_MONO_EXPECTED_GAIN_M3-P0,60,0.7391304347826086,51,19
main_364,8,P3_MONO_EXPECTED_GAIN_M3-P0,80,0.6666666666666666,64,19
main_364,9,P1_M3_MARGIN_MONO-P0,24,1.0,24,30
main_364,9,P1_M3_MARGIN_MONO-P0,40,0.8604651162790697,37,30
main_364,9,P1_M3_MARGIN_MONO-P0,60,0.7391304347826086,51,30
main_364,9,P1_M3_MARGIN_MONO-P0,80,0.6458333333333334,62,30
main_364,9,P2_MONO_BISECTION_M3-P0,24,0.5483870967741935,17,17
main_364,9,P2_MONO_BISECTION_M3-P0,40,0.45454545454545453,25,17
main_364,9,P2_MONO_BISECTION_M3-P0,60,0.6438356164383562,47,17
