population,repeat,arm,subset,metric,AULC_16_120
main_364,7,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9375140387319758
main_364,7,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.8819630230880228
main_364,8,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9568164434782791
main_364,8,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9554723739801865
main_364,8,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9521861836080585
main_364,8,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9700233953224979
main_364,8,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9676160341512436
main_364,8,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9608204261016761
main_364,8,P1_M3_MARGIN_MONO,q20,accuracy,0.9491804191166113
main_364,8,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9443923385642137
main_364,8,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.9275363247863248
main_364,8,P1_M3_MARGIN_MONO,q30,accuracy,0.9650207637173563
main_364,8,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9593998062469675
main_364,8,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.9428690198690197
main_364,8,P2_MONO_BISECTION_M3,q20,accuracy,0.9399224296042383
main_364,8,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9366950861638362
main_364,8,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.9299130799755798
main_364,8,P2_MONO_BISECTION_M3,q30,accuracy,0.9539352458837407
main_364,8,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9516029921345779
main_364,8,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.9457350947663448
main_364,8,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9521195048470573
main_364,8,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9473417017010769
main_364,8,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.9303970543345543
main_364,8,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9670516635955102
main_364,8,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9615824989078134
main_364,8,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.9453796342546341
main_364,9,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9761138115749259
main_364,9,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9717664063367187
main_364,9,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.952258318070818
main_364,9,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9824122972660445
main_364,9,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9768471177377958
main_364,9,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9599498036685536
main_364,9,P1_M3_MARGIN_MONO,q20,accuracy,0.9405459758237614
main_364,9,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9255153466325343
main_364,9,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.8629673382173384
main_364,9,P1_M3_MARGIN_MONO,q30,accuracy,0.9583462659622987
main_364,9,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9420375720719861
main_364,9,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.8925025321900318
main_364,9,P2_MONO_BISECTION_M3,q20,accuracy,0.918817045346245
main_364,9,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.8961771084817962
main_364,9,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.7950835622710624
main_364,9,P2_MONO_BISECTION_M3,q30,accuracy,0.9412721621461109
main_364,9,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9138401474425054
main_364,9,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.8293537642912642
main_364,9,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9400316762799794
main_364,9,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9249818800990679
main_364,9,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.8625855845543348
main_364,9,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9568933317302454
main_364,9,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9408193536192159
main_364,9,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.8918498758186255
main_364,10,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9528062319232428
main_364,10,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9505144837801088
main_364,10,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.942596688034188
main_364,10,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9672813895236629
main_364,10,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9635338104776385
main_364,10,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.952613292957043
main_364,10,P1_M3_MARGIN_MONO,q20,accuracy,0.936878962772239
main_364,10,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9224177818709071
main_364,10,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.8617947573260074
main_364,10,P1_M3_MARGIN_MONO,q30,accuracy,0.9565370273878961
main_364,10,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.940438036324614
main_364,10,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.8915515768953266
main_364,10,P2_MONO_BISECTION_M3,q20,accuracy,0.9484846391589182
main_364,10,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9428974818584195
main_364,10,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.9235679372710622
main_364,10,P2_MONO_BISECTION_M3,q30,accuracy,0.9627645867159634
main_364,10,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9569737450599299
main_364,10,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.9400469044844044
main_364,10,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.952730896389621
main_364,10,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9467330456002332
main_364,10,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.923967548076923
main_364,10,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9675164320435954
main_364,10,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9606823629566134
main_364,10,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.9401663024475523
main_364,11,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9597625970136576
main_364,11,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9584899796384172
main_364,11,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9551905525030524
main_364,11,P0_M3_MARGIN_STANDARD,q30,accuracy,0.972404514784653
main_364,11,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9700168457167364
main_364,11,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9632009934509933
main_364,11,P1_M3_MARGIN_MONO,q20,accuracy,0.9361147547776506
main_364,11,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9194357265997893
main_364,11,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.8473366910866911
main_364,11,P1_M3_MARGIN_MONO,q30,accuracy,0.9560143958241891
main_364,11,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9371979976703007
main_364,11,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.8795550005550001
main_364,11,P2_MONO_BISECTION_M3,q20,accuracy,0.9480690176033433
main_364,11,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9407875683344434
main_364,11,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.9123737217643466
main_364,11,P2_MONO_BISECTION_M3,q30,accuracy,0.9640804035650182
main_364,11,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9556883031145262
main_364,11,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.930362162143412
main_364,11,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9547120692396783
main_364,11,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9499015741203242
main_364,11,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.9327005303724054
main_364,11,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9692498732115045
main_364,11,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.963752381479757
main_364,11,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.9474283182095681
main_364,12,P0_M3_MARGIN_STANDARD,q20,accuracy,0.984520987685015
main_364,12,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9835031912531912
main_364,12,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9809953830891331
main_364,12,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9891560551755167
main_364,12,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9881073656303788
main_364,12,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9851750124875125
main_364,12,P1_M3_MARGIN_MONO,q20,accuracy,0.947422143820546
main_364,12,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9343422766469645
main_364,12,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.8820241720085472
main_364,12,P1_M3_MARGIN_MONO,q30,accuracy,0.9642918246334614
main_364,12,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9509323446632554
main_364,12,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.9104291923354422
main_364,12,P2_MONO_BISECTION_M3,q20,accuracy,0.9314555209472845
main_364,12,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9179458744380619
main_364,12,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.8613872100122097
main_364,12,P2_MONO_BISECTION_M3,q30,accuracy,0.952123541926942
main_364,12,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9360996966167002
main_364,12,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.8874646117771116
main_364,12,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9406526002042828
main_364,12,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9268187411546788
main_364,12,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.8716810706654458
main_364,12,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9585975298169126
main_364,12,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9443232909506596
main_364,12,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.9010113913863911
main_364,13,P0_M3_MARGIN_STANDARD,q20,accuracy,0.962074654935939
main_364,13,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9643815264596516
main_364,13,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9809413347069598
main_364,13,P0_M3_MARGIN_STANDARD,q30,accuracy,0.971976190978644
main_364,13,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9751221767878302
main_364,13,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.985662857975358
main_364,13,P1_M3_MARGIN_MONO,q20,accuracy,0.9549440846789902
main_364,13,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9535929079600955
main_364,13,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.9555717719780219
main_364,13,P1_M3_MARGIN_MONO,q30,accuracy,0.9673228785897552
main_364,13,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9670416142567054
main_364,13,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.967187323093573
main_364,13,P2_MONO_BISECTION_M3,q20,accuracy,0.9514757424419471
main_364,13,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9519661683802307
main_364,13,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.9602879464285714
main_364,13,P2_MONO_BISECTION_M3,q30,accuracy,0.9641674643267678
main_364,13,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9644581820403547
main_364,13,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.9662781177156177
main_364,13,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9572514770886168
main_364,13,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9550668420121546
main_364,13,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.9522835012210012
main_364,13,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9696557617320705
main_364,13,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9682466665848135
main_364,13,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.9645424159174157
main_364,14,P0_M3_MARGIN_STANDARD,q20,accuracy,0.95963375376038
main_364,14,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9585739130661006
main_364,14,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9565353327228328
main_364,14,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9723098200105103
main_364,14,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9702419196349309
main_364,14,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.964446824009324
main_364,14,P1_M3_MARGIN_MONO,q20,accuracy,0.951726796876295
main_364,14,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9470618773587525
main_364,14,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.9308059180402929
main_364,14,P1_M3_MARGIN_MONO,q30,accuracy,0.9671326479763087
main_364,14,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9616993831292826
main_364,14,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.9457092248029747
main_364,14,P2_MONO_BISECTION_M3,q20,accuracy,0.9514071632906123
main_364,14,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9459865759240761
main_364,14,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.9264817803724053
main_364,14,P2_MONO_BISECTION_M3,q30,accuracy,0.9653235391717837
main_364,14,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9593607195579056
main_364,14,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.9417189789377289
main_364,14,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9538999688447867
main_364,14,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.948102258852259
main_364,14,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.9263806662087912
main_364,14,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9685023057546479
main_364,14,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9619251884953595
main_364,14,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.9422110112110111
main_364,15,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9778355202842973
main_364,15,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9760995592948718
main_364,15,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9698252442002442
main_364,15,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9836952676661629
main_364,15,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9815699975085403
main_364,15,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9752936473248973
main_364,15,P1_M3_MARGIN_MONO,q20,accuracy,0.9413569746500671
main_364,15,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9277172809829063
main_364,15,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.8721948450854703
main_364,15,P1_M3_MARGIN_MONO,q30,accuracy,0.9592247188380839
main_364,15,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9449244066661878
main_364,15,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.901474761349761
main_364,15,P2_MONO_BISECTION_M3,q20,accuracy,0.927605438902632
main_364,15,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9067648445304697
main_364,15,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.8155898389804641
main_364,15,P2_MONO_BISECTION_M3,q30,accuracy,0.9485695265951629
main_364,15,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9241703750054466
main_364,15,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.8495979506604503
main_364,15,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9372588903719771
main_364,15,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9205901563714066
main_364,15,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.8502324290293041
main_364,15,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.955918597585195
main_364,15,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9375606081854139
main_364,15,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.8814460955710952
main_364,16,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9558058712945239
main_364,16,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9580812243312243
main_364,16,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9732621527777778
main_364,16,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9672230154451765
main_364,16,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.969967569837073
main_364,16,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9791561944999445
main_364,16,P1_M3_MARGIN_MONO,q20,accuracy,0.949336551928464
main_364,16,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9482451792998668
main_364,16,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.9502344322344322
main_364,16,P1_M3_MARGIN_MONO,q30,accuracy,0.9630084938516862
main_364,16,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9626680204183385
main_364,16,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.9625104409479408
main_364,16,P2_MONO_BISECTION_M3,q20,accuracy,0.9386973071588101
main_364,16,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9431553992882117
main_364,16,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.9722892437423689
main_364,16,P2_MONO_BISECTION_M3,q30,accuracy,0.952216764159277
main_364,16,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9581198185965931
main_364,16,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.977951225857476
main_364,16,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9328247560673677
main_364,16,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9396344462828837
main_364,16,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.9799160752442002
main_364,16,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.949371696786242
main_364,16,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9573731472461676
main_364,16,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.9835945235320236
main_364,17,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9718646092312665
main_364,17,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9651657882048508
main_364,17,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9332418536324786
main_364,17,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9784571457849455
main_364,17,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9691016594406725
main_364,17,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.940553809038184
main_364,17,P1_M3_MARGIN_MONO,q20,accuracy,0.9357899094919032
main_364,17,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9175616596944723
main_364,17,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.8380335966117218
main_364,17,P1_M3_MARGIN_MONO,q30,accuracy,0.9542532576441006
main_364,17,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9331068660396292
main_364,17,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.8685642222360971
main_364,17,P2_MONO_BISECTION_M3,q20,accuracy,0.9253594236881143
main_364,17,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9042269128441005
main_364,17,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.8117500190781443
main_364,17,P2_MONO_BISECTION_M3,q30,accuracy,0.9471153712908467
main_364,17,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9224787893180854
main_364,17,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.8469734588328335
main_364,17,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9381483744385327
main_364,17,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9219409210581089
main_364,17,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.8533020260989013
main_364,17,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9558837273603112
main_364,17,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9381027676524708
main_364,17,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.8838011207542456
main_364,18,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9519480859096598
main_364,18,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9495646870490622
main_364,18,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.941380360958486
main_364,18,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9667568512853948
main_364,18,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9629181463607724
main_364,18,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9517164484820734
main_364,18,P1_M3_MARGIN_MONO,q20,accuracy,0.9506073260850201
main_364,18,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.945759621454934
main_364,18,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.9285619658119657
main_364,18,P1_M3_MARGIN_MONO,q30,accuracy,0.9662247113953458
main_364,18,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9605447177139413
main_364,18,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.94378970508658
main_364,18,P2_MONO_BISECTION_M3,q20,accuracy,0.9493784586689704
main_364,18,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9507936499264624
main_364,18,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.9636168536324786
main_364,18,P2_MONO_BISECTION_M3,q30,accuracy,0.9628916410355948
main_364,18,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9642863256338935
main_364,18,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.9697701135669885
main_364,18,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9549563693635741
main_364,18,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9497205841033967
main_364,18,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.9306740689865689
main_364,18,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9690710903381993
main_364,18,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9631034043688527
main_364,18,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.9453681023837273
main_364,19,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9746298308709579
main_364,19,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9712498681873681
main_364,19,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.9558403540903542
main_364,19,P0_M3_MARGIN_STANDARD,q30,accuracy,0.9813559162066957
main_364,19,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.9766024193959008
main_364,19,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.9621026907120657
main_364,19,P1_M3_MARGIN_MONO,q20,accuracy,0.9372154974785775
main_364,19,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9268031985375735
main_364,19,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.8853594131562879
main_364,19,P1_M3_MARGIN_MONO,q30,accuracy,0.9560606336717249
main_364,19,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9440977259409455
main_364,19,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.9080686310217558
main_364,19,P2_MONO_BISECTION_M3,q20,accuracy,0.9336721773583693
main_364,19,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9142592719780223
main_364,19,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.8300337683150184
main_364,19,P2_MONO_BISECTION_M3,q30,accuracy,0.9532313325857018
main_364,19,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.9310197087195109
main_364,19,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.8629628999472747
main_364,19,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9362249643385461
main_364,19,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9186862182955936
main_364,19,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.8435373931623933
main_364,19,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9556538511807603
main_364,19,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.936099819235566
main_364,19,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.8761920180513928
main_364,20,P0_M3_MARGIN_STANDARD,q20,accuracy,0.9576128569771106
main_364,20,P0_M3_MARGIN_STANDARD,q20,balanced_accuracy,0.9587213229478855
main_364,20,P0_M3_MARGIN_STANDARD,q20,keyhole_recall,0.967700702075702
main_364,20,P0_M3_MARGIN_STANDARD,q30,accuracy,0.968690979897534
main_364,20,P0_M3_MARGIN_STANDARD,q30,balanced_accuracy,0.969945812314414
main_364,20,P0_M3_MARGIN_STANDARD,q30,keyhole_recall,0.974613116050616
main_364,20,P1_M3_MARGIN_MONO,q20,accuracy,0.9504841208117865
main_364,20,P1_M3_MARGIN_MONO,q20,balanced_accuracy,0.9480193764568766
main_364,20,P1_M3_MARGIN_MONO,q20,keyhole_recall,0.9429374046092796
main_364,20,P1_M3_MARGIN_MONO,q30,accuracy,0.964039758426404
main_364,20,P1_M3_MARGIN_MONO,q30,balanced_accuracy,0.9619980520379099
main_364,20,P1_M3_MARGIN_MONO,q30,keyhole_recall,0.9566670378232877
main_364,20,P2_MONO_BISECTION_M3,q20,accuracy,0.9458696260493844
main_364,20,P2_MONO_BISECTION_M3,q20,balanced_accuracy,0.9420134882478634
main_364,20,P2_MONO_BISECTION_M3,q20,keyhole_recall,0.931066678113553
main_364,20,P2_MONO_BISECTION_M3,q30,accuracy,0.9596122297932332
main_364,20,P2_MONO_BISECTION_M3,q30,balanced_accuracy,0.956314400863167
main_364,20,P2_MONO_BISECTION_M3,q30,keyhole_recall,0.9471713425463424
main_364,20,P3_MONO_EXPECTED_GAIN_M3,q20,accuracy,0.9536051731898382
main_364,20,P3_MONO_EXPECTED_GAIN_M3,q20,balanced_accuracy,0.9499399194555446
main_364,20,P3_MONO_EXPECTED_GAIN_M3,q20,keyhole_recall,0.9380623282967033
main_364,20,P3_MONO_EXPECTED_GAIN_M3,q30,accuracy,0.9673897730380319
main_364,20,P3_MONO_EXPECTED_GAIN_M3,q30,balanced_accuracy,0.9635454313412987
main_364,20,P3_MONO_EXPECTED_GAIN_M3,q30,keyhole_recall,0.9523359036796536
