budget,accuracy,model,source
62,0.8394117647058823,physics_ridge_residual_gp,new_phase1_7
63,0.84,physics_ridge_residual_gp,new_phase1_7
64,0.8411764705882352,physics_ridge_residual_gp,new_phase1_7
65,0.8417647058823529,physics_ridge_residual_gp,new_phase1_7
66,0.8417647058823529,physics_ridge_residual_gp,new_phase1_7
67,0.8435294117647057,physics_ridge_residual_gp,new_phase1_7
68,0.8441176470588235,physics_ridge_residual_gp,new_phase1_7
69,0.8441176470588235,physics_ridge_residual_gp,new_phase1_7
70,0.8447058823529412,physics_ridge_residual_gp,new_phase1_7
71,0.8441176470588235,physics_ridge_residual_gp,new_phase1_7
72,0.8447058823529412,physics_ridge_residual_gp,new_phase1_7
73,0.8452941176470589,physics_ridge_residual_gp,new_phase1_7
74,0.8458823529411764,physics_ridge_residual_gp,new_phase1_7
75,0.8452941176470589,physics_ridge_residual_gp,new_phase1_7
76,0.8458823529411764,physics_ridge_residual_gp,new_phase1_7
77,0.8464705882352941,physics_ridge_residual_gp,new_phase1_7
78,0.8464705882352941,physics_ridge_residual_gp,new_phase1_7
79,0.8464705882352941,physics_ridge_residual_gp,new_phase1_7
80,0.8458823529411764,physics_ridge_residual_gp,new_phase1_7
16,0.7317647058823529,frozen_4d_margin,reused_frozen
16,0.7317647058823529,matched_random,reused_frozen
17,0.7458823529411763,frozen_4d_margin,reused_frozen
17,0.7379607843137255,matched_random,reused_frozen
18,0.7470588235294118,frozen_4d_margin,reused_frozen
18,0.7425882352941174,matched_random,reused_frozen
19,0.7511764705882352,frozen_4d_margin,reused_frozen
19,0.7461764705882353,matched_random,reused_frozen
20,0.7635294117647059,frozen_4d_margin,reused_frozen
20,0.7477843137254903,matched_random,reused_frozen
21,0.758235294117647,frozen_4d_margin,reused_frozen
21,0.7497843137254903,matched_random,reused_frozen
22,0.7688235294117647,frozen_4d_margin,reused_frozen
22,0.7513725490196079,matched_random,reused_frozen
23,0.7735294117647059,frozen_4d_margin,reused_frozen
23,0.7535686274509805,matched_random,reused_frozen
24,0.7823529411764706,frozen_4d_margin,reused_frozen
24,0.7548039215686275,matched_random,reused_frozen
25,0.7823529411764706,frozen_4d_margin,reused_frozen
25,0.7559607843137255,matched_random,reused_frozen
26,0.7835294117647058,frozen_4d_margin,reused_frozen
26,0.7574509803921569,matched_random,reused_frozen
27,0.7882352941176469,frozen_4d_margin,reused_frozen
27,0.7594901960784313,matched_random,reused_frozen
28,0.7888235294117646,frozen_4d_margin,reused_frozen
28,0.760313725490196,matched_random,reused_frozen
29,0.7923529411764706,frozen_4d_margin,reused_frozen
29,0.7619019607843136,matched_random,reused_frozen
30,0.7970588235294116,frozen_4d_margin,reused_frozen
30,0.7631176470588233,matched_random,reused_frozen
31,0.7941176470588238,frozen_4d_margin,reused_frozen
31,0.7634117647058823,matched_random,reused_frozen
32,0.7947058823529413,frozen_4d_margin,reused_frozen
32,0.7657450980392158,matched_random,reused_frozen
33,0.79,frozen_4d_margin,reused_frozen
33,0.7665098039215686,matched_random,reused_frozen
34,0.8005882352941177,frozen_4d_margin,reused_frozen
34,0.768156862745098,matched_random,reused_frozen
35,0.7982352941176472,frozen_4d_margin,reused_frozen
35,0.770313725490196,matched_random,reused_frozen
36,0.8011764705882353,frozen_4d_margin,reused_frozen
36,0.7701568627450981,matched_random,reused_frozen
37,0.8035294117647058,frozen_4d_margin,reused_frozen
37,0.7716078431372548,matched_random,reused_frozen
38,0.8170588235294117,frozen_4d_margin,reused_frozen
38,0.7721960784313725,matched_random,reused_frozen
39,0.8200000000000002,frozen_4d_margin,reused_frozen
39,0.7729803921568628,matched_random,reused_frozen
40,0.8170588235294117,frozen_4d_margin,reused_frozen
40,0.7745098039215687,matched_random,reused_frozen
41,0.82,frozen_4d_margin,reused_frozen
41,0.7756078431372551,matched_random,reused_frozen
42,0.82,frozen_4d_margin,reused_frozen
42,0.7769607843137255,matched_random,reused_frozen
43,0.8229411764705883,frozen_4d_margin,reused_frozen
43,0.7774117647058821,matched_random,reused_frozen
44,0.8194117647058823,frozen_4d_margin,reused_frozen
44,0.7781176470588234,matched_random,reused_frozen
45,0.8170588235294116,frozen_4d_margin,reused_frozen
45,0.7780392156862745,matched_random,reused_frozen
46,0.82,frozen_4d_margin,reused_frozen
46,0.7787254901960783,matched_random,reused_frozen
47,0.8217647058823527,frozen_4d_margin,reused_frozen
47,0.7791960784313724,matched_random,reused_frozen
48,0.821764705882353,frozen_4d_margin,reused_frozen
48,0.779705882352941,matched_random,reused_frozen
49,0.828235294117647,frozen_4d_margin,reused_frozen
49,0.7806274509803921,matched_random,reused_frozen
50,0.826470588235294,frozen_4d_margin,reused_frozen
50,0.7809999999999998,matched_random,reused_frozen
51,0.8276470588235293,frozen_4d_margin,reused_frozen
51,0.7815686274509802,matched_random,reused_frozen
52,0.8276470588235293,frozen_4d_margin,reused_frozen
52,0.7821960784313725,matched_random,reused_frozen
53,0.8311764705882351,frozen_4d_margin,reused_frozen
53,0.7821568627450981,matched_random,reused_frozen
54,0.8264705882352941,frozen_4d_margin,reused_frozen
54,0.7832352941176469,matched_random,reused_frozen
55,0.8258823529411764,frozen_4d_margin,reused_frozen
55,0.7837647058823529,matched_random,reused_frozen
56,0.83,frozen_4d_margin,reused_frozen
56,0.7844901960784313,matched_random,reused_frozen
57,0.8317647058823529,frozen_4d_margin,reused_frozen
57,0.7852156862745097,matched_random,reused_frozen
58,0.8305882352941175,frozen_4d_margin,reused_frozen
58,0.7860196078431372,matched_random,reused_frozen
59,0.8341176470588235,frozen_4d_margin,reused_frozen
59,0.7864117647058824,matched_random,reused_frozen
60,0.8329411764705881,frozen_4d_margin,reused_frozen
60,0.786843137254902,matched_random,reused_frozen
61,0.8352941176470587,frozen_4d_margin,reused_frozen
61,0.7870392156862746,matched_random,reused_frozen
62,0.8347058823529412,frozen_4d_margin,reused_frozen
62,0.7879607843137254,matched_random,reused_frozen
63,0.8376470588235293,frozen_4d_margin,reused_frozen
63,0.7884509803921569,matched_random,reused_frozen
64,0.8370588235294116,frozen_4d_margin,reused_frozen
64,0.7894313725490194,matched_random,reused_frozen
65,0.8388235294117646,frozen_4d_margin,reused_frozen
65,0.7900392156862747,matched_random,reused_frozen
66,0.8388235294117646,frozen_4d_margin,reused_frozen
66,0.7908235294117648,matched_random,reused_frozen
67,0.838235294117647,frozen_4d_margin,reused_frozen
67,0.791156862745098,matched_random,reused_frozen
68,0.84,frozen_4d_margin,reused_frozen
68,0.7913725490196079,matched_random,reused_frozen
69,0.836470588235294,frozen_4d_margin,reused_frozen
69,0.7917843137254902,matched_random,reused_frozen
70,0.838235294117647,frozen_4d_margin,reused_frozen
70,0.7921764705882353,matched_random,reused_frozen
71,0.8376470588235293,frozen_4d_margin,reused_frozen
71,0.7931764705882353,matched_random,reused_frozen
72,0.838235294117647,frozen_4d_margin,reused_frozen
72,0.7935490196078431,matched_random,reused_frozen
73,0.84,frozen_4d_margin,reused_frozen
73,0.7933137254901961,matched_random,reused_frozen
74,0.838235294117647,frozen_4d_margin,reused_frozen
74,0.793921568627451,matched_random,reused_frozen
75,0.834705882352941,frozen_4d_margin,reused_frozen
75,0.7941372549019607,matched_random,reused_frozen
76,0.8352941176470587,frozen_4d_margin,reused_frozen
76,0.7942156862745098,matched_random,reused_frozen
77,0.836470588235294,frozen_4d_margin,reused_frozen
77,0.7949019607843136,matched_random,reused_frozen
78,0.8358823529411764,frozen_4d_margin,reused_frozen
78,0.7959215686274511,matched_random,reused_frozen
79,0.8358823529411764,frozen_4d_margin,reused_frozen
79,0.7957647058823529,matched_random,reused_frozen
80,0.8329411764705881,frozen_4d_margin,reused_frozen
80,0.7958627450980393,matched_random,reused_frozen
16,0.7470588235294118,gpc5_margin,reused_phase1_5
17,0.756470588235294,gpc5_margin,reused_phase1_5
18,0.7629411764705882,gpc5_margin,reused_phase1_5
19,0.766470588235294,gpc5_margin,reused_phase1_5
20,0.7647058823529411,gpc5_margin,reused_phase1_5
21,0.7705882352941177,gpc5_margin,reused_phase1_5
22,0.7888235294117646,gpc5_margin,reused_phase1_5
23,0.7823529411764706,gpc5_margin,reused_phase1_5
24,0.7847058823529411,gpc5_margin,reused_phase1_5
25,0.7911764705882353,gpc5_margin,reused_phase1_5
26,0.79,gpc5_margin,reused_phase1_5
27,0.7976470588235294,gpc5_margin,reused_phase1_5
28,0.8017647058823529,gpc5_margin,reused_phase1_5
29,0.8035294117647058,gpc5_margin,reused_phase1_5
30,0.8029411764705883,gpc5_margin,reused_phase1_5
31,0.8011764705882353,gpc5_margin,reused_phase1_5
32,0.8094117647058823,gpc5_margin,reused_phase1_5
33,0.8152941176470588,gpc5_margin,reused_phase1_5
34,0.8182352941176471,gpc5_margin,reused_phase1_5
35,0.8058823529411765,gpc5_margin,reused_phase1_5
36,0.8135294117647058,gpc5_margin,reused_phase1_5
37,0.8129411764705883,gpc5_margin,reused_phase1_5
38,0.8141176470588235,gpc5_margin,reused_phase1_5
39,0.8170588235294117,gpc5_margin,reused_phase1_5
40,0.8170588235294117,gpc5_margin,reused_phase1_5
41,0.8152941176470588,gpc5_margin,reused_phase1_5
42,0.8205882352941177,gpc5_margin,reused_phase1_5
43,0.8205882352941177,gpc5_margin,reused_phase1_5
44,0.82,gpc5_margin,reused_phase1_5
45,0.8247058823529412,gpc5_margin,reused_phase1_5
46,0.82,gpc5_margin,reused_phase1_5
47,0.8264705882352941,gpc5_margin,reused_phase1_5
48,0.8241176470588235,gpc5_margin,reused_phase1_5
49,0.8241176470588235,gpc5_margin,reused_phase1_5
50,0.8235294117647058,gpc5_margin,reused_phase1_5
51,0.8282352941176471,gpc5_margin,reused_phase1_5
52,0.8288235294117646,gpc5_margin,reused_phase1_5
53,0.8282352941176471,gpc5_margin,reused_phase1_5
54,0.83,gpc5_margin,reused_phase1_5
55,0.8235294117647058,gpc5_margin,reused_phase1_5
56,0.8294117647058823,gpc5_margin,reused_phase1_5
57,0.8247058823529412,gpc5_margin,reused_phase1_5
58,0.8276470588235294,gpc5_margin,reused_phase1_5
59,0.8252941176470588,gpc5_margin,reused_phase1_5
60,0.8252941176470588,gpc5_margin,reused_phase1_5
61,0.8276470588235294,gpc5_margin,reused_phase1_5
62,0.83,gpc5_margin,reused_phase1_5
63,0.8305882352941176,gpc5_margin,reused_phase1_5
64,0.8311764705882352,gpc5_margin,reused_phase1_5
65,0.8311764705882352,gpc5_margin,reused_phase1_5
66,0.8335294117647059,gpc5_margin,reused_phase1_5
67,0.8347058823529412,gpc5_margin,reused_phase1_5
68,0.8364705882352941,gpc5_margin,reused_phase1_5
69,0.8364705882352941,gpc5_margin,reused_phase1_5
70,0.8358823529411764,gpc5_margin,reused_phase1_5
71,0.8358823529411764,gpc5_margin,reused_phase1_5
72,0.8323529411764706,gpc5_margin,reused_phase1_5
73,0.8317647058823529,gpc5_margin,reused_phase1_5
74,0.8317647058823529,gpc5_margin,reused_phase1_5
75,0.8329411764705883,gpc5_margin,reused_phase1_5
76,0.8329411764705883,gpc5_margin,reused_phase1_5
77,0.8311764705882352,gpc5_margin,reused_phase1_5
78,0.83,gpc5_margin,reused_phase1_5
79,0.8305882352941176,gpc5_margin,reused_phase1_5
80,0.8294117647058823,gpc5_margin,reused_phase1_5
16,0.786470588235294,h_model_h_acquisition,reused_phase1_5
17,0.8011764705882353,h_model_h_acquisition,reused_phase1_5
18,0.8058823529411764,h_model_h_acquisition,reused_phase1_5
19,0.8111764705882352,h_model_h_acquisition,reused_phase1_5
20,0.8111764705882352,h_model_h_acquisition,reused_phase1_5
21,0.8117647058823529,h_model_h_acquisition,reused_phase1_5
22,0.8188235294117646,h_model_h_acquisition,reused_phase1_5
23,0.8164705882352941,h_model_h_acquisition,reused_phase1_5
24,0.8211764705882352,h_model_h_acquisition,reused_phase1_5
25,0.8235294117647058,h_model_h_acquisition,reused_phase1_5
26,0.8258823529411764,h_model_h_acquisition,reused_phase1_5
27,0.8288235294117646,h_model_h_acquisition,reused_phase1_5
28,0.8276470588235294,h_model_h_acquisition,reused_phase1_5
29,0.8294117647058823,h_model_h_acquisition,reused_phase1_5
30,0.8323529411764706,h_model_h_acquisition,reused_phase1_5
31,0.8347058823529412,h_model_h_acquisition,reused_phase1_5
32,0.8329411764705883,h_model_h_acquisition,reused_phase1_5
33,0.8335294117647059,h_model_h_acquisition,reused_phase1_5
34,0.8341176470588235,h_model_h_acquisition,reused_phase1_5
35,0.8341176470588235,h_model_h_acquisition,reused_phase1_5
36,0.8358823529411764,h_model_h_acquisition,reused_phase1_5
37,0.838235294117647,h_model_h_acquisition,reused_phase1_5
38,0.8364705882352941,h_model_h_acquisition,reused_phase1_5
39,0.8358823529411764,h_model_h_acquisition,reused_phase1_5
40,0.8341176470588235,h_model_h_acquisition,reused_phase1_5
41,0.8341176470588235,h_model_h_acquisition,reused_phase1_5
42,0.8352941176470589,h_model_h_acquisition,reused_phase1_5
43,0.8364705882352941,h_model_h_acquisition,reused_phase1_5
44,0.8358823529411764,h_model_h_acquisition,reused_phase1_5
45,0.8376470588235294,h_model_h_acquisition,reused_phase1_5
46,0.8347058823529412,h_model_h_acquisition,reused_phase1_5
47,0.8352941176470589,h_model_h_acquisition,reused_phase1_5
48,0.8364705882352941,h_model_h_acquisition,reused_phase1_5
49,0.8394117647058823,h_model_h_acquisition,reused_phase1_5
50,0.838235294117647,h_model_h_acquisition,reused_phase1_5
51,0.8394117647058823,h_model_h_acquisition,reused_phase1_5
52,0.84,h_model_h_acquisition,reused_phase1_5
53,0.8376470588235294,h_model_h_acquisition,reused_phase1_5
54,0.8370588235294117,h_model_h_acquisition,reused_phase1_5
55,0.8364705882352941,h_model_h_acquisition,reused_phase1_5
56,0.8376470588235294,h_model_h_acquisition,reused_phase1_5
57,0.8370588235294117,h_model_h_acquisition,reused_phase1_5
58,0.8370588235294117,h_model_h_acquisition,reused_phase1_5
59,0.8364705882352941,h_model_h_acquisition,reused_phase1_5
60,0.8370588235294117,h_model_h_acquisition,reused_phase1_5
61,0.8370588235294117,h_model_h_acquisition,reused_phase1_5
62,0.8358823529411764,h_model_h_acquisition,reused_phase1_5
63,0.8370588235294117,h_model_h_acquisition,reused_phase1_5
64,0.8352941176470589,h_model_h_acquisition,reused_phase1_5
65,0.8364705882352941,h_model_h_acquisition,reused_phase1_5
66,0.8370588235294117,h_model_h_acquisition,reused_phase1_5
67,0.8364705882352941,h_model_h_acquisition,reused_phase1_5
68,0.8352941176470589,h_model_h_acquisition,reused_phase1_5
69,0.8347058823529412,h_model_h_acquisition,reused_phase1_5
70,0.8335294117647059,h_model_h_acquisition,reused_phase1_5
71,0.8335294117647059,h_model_h_acquisition,reused_phase1_5
72,0.8341176470588235,h_model_h_acquisition,reused_phase1_5
73,0.8329411764705883,h_model_h_acquisition,reused_phase1_5
74,0.8335294117647059,h_model_h_acquisition,reused_phase1_5
75,0.8341176470588235,h_model_h_acquisition,reused_phase1_5
76,0.8347058823529412,h_model_h_acquisition,reused_phase1_5
77,0.8347058823529412,h_model_h_acquisition,reused_phase1_5
78,0.8347058823529412,h_model_h_acquisition,reused_phase1_5
79,0.8347058823529412,h_model_h_acquisition,reused_phase1_5
80,0.8347058823529412,h_model_h_acquisition,reused_phase1_5
