run_id,method,formulation,budget,timing_group,held_out_positive_count,sensitivity,minimum_n3_for_interpretation
primary_common__r01_f04,max_depth_expected_feasibility,max_depth,80,inside_T0,1,1.0,False
primary_common__r01_f04,max_depth_expected_feasibility,max_depth,80,spans_multiple_T0_regions,8,0.875,True
primary_common__r01_f04,max_depth_random,max_depth,80,before_T0,5,0.8,True
primary_common__r01_f04,max_depth_random,max_depth,80,inside_T0,1,1.0,False
primary_common__r01_f04,max_depth_random,max_depth,80,spans_multiple_T0_regions,8,0.75,True
primary_common__r01_f04,max_depth_randomized_straddle,max_depth,80,before_T0,5,1.0,True
primary_common__r01_f04,max_depth_randomized_straddle,max_depth,80,inside_T0,1,1.0,False
primary_common__r01_f04,max_depth_randomized_straddle,max_depth,80,spans_multiple_T0_regions,8,1.0,True
primary_common__r01_f04,max_depth_straddle,max_depth,80,before_T0,5,1.0,True
primary_common__r01_f04,max_depth_straddle,max_depth,80,inside_T0,1,1.0,False
primary_common__r01_f04,max_depth_straddle,max_depth,80,spans_multiple_T0_regions,8,1.0,True
primary_common__r01_f05,binary_margin,binary,80,before_T0,2,1.0,False
primary_common__r01_f05,binary_margin,binary,80,spans_multiple_T0_regions,13,0.8461538461538461,True
primary_common__r01_f05,binary_random,binary,80,before_T0,2,0.5,False
primary_common__r01_f05,binary_random,binary,80,spans_multiple_T0_regions,13,0.8461538461538461,True
primary_common__r01_f05,binary_uncertainty_repulsion,binary,80,before_T0,2,1.0,False
primary_common__r01_f05,binary_uncertainty_repulsion,binary,80,spans_multiple_T0_regions,13,0.8461538461538461,True
primary_common__r01_f05,max_depth_boundary_proximity,max_depth,80,before_T0,2,1.0,False
primary_common__r01_f05,max_depth_boundary_proximity,max_depth,80,spans_multiple_T0_regions,13,1.0,True
primary_common__r01_f05,max_depth_expected_feasibility,max_depth,80,before_T0,2,1.0,False
primary_common__r01_f05,max_depth_expected_feasibility,max_depth,80,spans_multiple_T0_regions,13,1.0,True
primary_common__r01_f05,max_depth_random,max_depth,80,before_T0,2,0.5,False
primary_common__r01_f05,max_depth_random,max_depth,80,spans_multiple_T0_regions,13,0.9230769230769231,True
primary_common__r01_f05,max_depth_randomized_straddle,max_depth,80,before_T0,2,1.0,False
primary_common__r01_f05,max_depth_randomized_straddle,max_depth,80,spans_multiple_T0_regions,13,0.9230769230769231,True
primary_common__r01_f05,max_depth_straddle,max_depth,80,before_T0,2,1.0,False
primary_common__r01_f05,max_depth_straddle,max_depth,80,spans_multiple_T0_regions,13,1.0,True
primary_common__r02_f01,binary_margin,binary,80,before_T0,3,1.0,True
primary_common__r02_f01,binary_margin,binary,80,spans_multiple_T0_regions,12,1.0,True
primary_common__r02_f01,binary_random,binary,80,before_T0,3,0.6666666666666666,True
primary_common__r02_f01,binary_random,binary,80,spans_multiple_T0_regions,12,0.9166666666666666,True
primary_common__r02_f01,binary_uncertainty_repulsion,binary,80,before_T0,3,1.0,True
primary_common__r02_f01,binary_uncertainty_repulsion,binary,80,spans_multiple_T0_regions,12,1.0,True
primary_common__r02_f01,max_depth_boundary_proximity,max_depth,80,before_T0,3,0.6666666666666666,True
primary_common__r02_f01,max_depth_boundary_proximity,max_depth,80,spans_multiple_T0_regions,12,1.0,True
primary_common__r02_f01,max_depth_expected_feasibility,max_depth,80,before_T0,3,1.0,True
primary_common__r02_f01,max_depth_expected_feasibility,max_depth,80,spans_multiple_T0_regions,12,1.0,True
primary_common__r02_f01,max_depth_random,max_depth,80,before_T0,3,1.0,True
primary_common__r02_f01,max_depth_random,max_depth,80,spans_multiple_T0_regions,12,0.9166666666666666,True
primary_common__r02_f01,max_depth_randomized_straddle,max_depth,80,before_T0,3,1.0,True
primary_common__r02_f01,max_depth_randomized_straddle,max_depth,80,spans_multiple_T0_regions,12,1.0,True
primary_common__r02_f01,max_depth_straddle,max_depth,80,before_T0,3,1.0,True
primary_common__r02_f01,max_depth_straddle,max_depth,80,spans_multiple_T0_regions,12,1.0,True
primary_common__r02_f02,binary_margin,binary,80,before_T0,4,1.0,True
primary_common__r02_f02,binary_margin,binary,80,spans_multiple_T0_regions,10,0.9,True
primary_common__r02_f02,binary_random,binary,80,before_T0,4,1.0,True
primary_common__r02_f02,binary_random,binary,80,spans_multiple_T0_regions,10,0.8,True
primary_common__r02_f02,binary_uncertainty_repulsion,binary,80,before_T0,4,1.0,True
primary_common__r02_f02,binary_uncertainty_repulsion,binary,80,spans_multiple_T0_regions,10,0.9,True
primary_common__r02_f02,max_depth_boundary_proximity,max_depth,80,before_T0,4,1.0,True
primary_common__r02_f02,max_depth_boundary_proximity,max_depth,80,spans_multiple_T0_regions,10,1.0,True
primary_common__r02_f02,max_depth_expected_feasibility,max_depth,80,before_T0,4,1.0,True
primary_common__r02_f02,max_depth_expected_feasibility,max_depth,80,spans_multiple_T0_regions,10,0.9,True
primary_common__r02_f02,max_depth_random,max_depth,80,before_T0,4,0.75,True
primary_common__r02_f02,max_depth_random,max_depth,80,spans_multiple_T0_regions,10,0.9,True
primary_common__r02_f02,max_depth_randomized_straddle,max_depth,80,before_T0,4,1.0,True
primary_common__r02_f02,max_depth_randomized_straddle,max_depth,80,spans_multiple_T0_regions,10,1.0,True
primary_common__r02_f02,max_depth_straddle,max_depth,80,before_T0,4,1.0,True
primary_common__r02_f02,max_depth_straddle,max_depth,80,spans_multiple_T0_regions,10,1.0,True
primary_common__r02_f03,binary_margin,binary,80,before_T0,4,0.75,True
primary_common__r02_f03,binary_margin,binary,80,inside_T0,1,1.0,False
primary_common__r02_f03,binary_margin,binary,80,spans_multiple_T0_regions,9,0.8888888888888888,True
primary_common__r02_f03,binary_random,binary,80,before_T0,4,0.75,True
primary_common__r02_f03,binary_random,binary,80,inside_T0,1,0.0,False
primary_common__r02_f03,binary_random,binary,80,spans_multiple_T0_regions,9,0.7777777777777778,True
primary_common__r02_f03,binary_uncertainty_repulsion,binary,80,before_T0,4,0.75,True
primary_common__r02_f03,binary_uncertainty_repulsion,binary,80,inside_T0,1,1.0,False
primary_common__r02_f03,binary_uncertainty_repulsion,binary,80,spans_multiple_T0_regions,9,0.7777777777777778,True
primary_common__r02_f03,max_depth_boundary_proximity,max_depth,80,before_T0,4,1.0,True
primary_common__r02_f03,max_depth_boundary_proximity,max_depth,80,inside_T0,1,1.0,False
primary_common__r02_f03,max_depth_boundary_proximity,max_depth,80,spans_multiple_T0_regions,9,0.8888888888888888,True
primary_common__r02_f03,max_depth_expected_feasibility,max_depth,80,before_T0,4,1.0,True
primary_common__r02_f03,max_depth_expected_feasibility,max_depth,80,inside_T0,1,1.0,False
primary_common__r02_f03,max_depth_expected_feasibility,max_depth,80,spans_multiple_T0_regions,9,0.8888888888888888,True
primary_common__r02_f03,max_depth_random,max_depth,80,before_T0,4,1.0,True
primary_common__r02_f03,max_depth_random,max_depth,80,inside_T0,1,1.0,False
primary_common__r02_f03,max_depth_random,max_depth,80,spans_multiple_T0_regions,9,0.8888888888888888,True
primary_common__r02_f03,max_depth_randomized_straddle,max_depth,80,before_T0,4,1.0,True
primary_common__r02_f03,max_depth_randomized_straddle,max_depth,80,inside_T0,1,1.0,False
primary_common__r02_f03,max_depth_randomized_straddle,max_depth,80,spans_multiple_T0_regions,9,0.8888888888888888,True
primary_common__r02_f03,max_depth_straddle,max_depth,80,before_T0,4,1.0,True
primary_common__r02_f03,max_depth_straddle,max_depth,80,inside_T0,1,1.0,False
primary_common__r02_f03,max_depth_straddle,max_depth,80,spans_multiple_T0_regions,9,0.8888888888888888,True
primary_common__r02_f04,binary_margin,binary,80,before_T0,5,1.0,True
primary_common__r02_f04,binary_margin,binary,80,spans_multiple_T0_regions,10,0.9,True
primary_common__r02_f04,binary_random,binary,80,before_T0,5,1.0,True
primary_common__r02_f04,binary_random,binary,80,spans_multiple_T0_regions,10,0.7,True
primary_common__r02_f04,binary_uncertainty_repulsion,binary,80,before_T0,5,1.0,True
primary_common__r02_f04,binary_uncertainty_repulsion,binary,80,spans_multiple_T0_regions,10,0.9,True
primary_common__r02_f04,max_depth_boundary_proximity,max_depth,80,before_T0,5,1.0,True
primary_common__r02_f04,max_depth_boundary_proximity,max_depth,80,spans_multiple_T0_regions,10,1.0,True
primary_common__r02_f04,max_depth_expected_feasibility,max_depth,80,before_T0,5,1.0,True
primary_common__r02_f04,max_depth_expected_feasibility,max_depth,80,spans_multiple_T0_regions,10,1.0,True
primary_common__r02_f04,max_depth_random,max_depth,80,before_T0,5,1.0,True
primary_common__r02_f04,max_depth_random,max_depth,80,spans_multiple_T0_regions,10,1.0,True
primary_common__r02_f04,max_depth_randomized_straddle,max_depth,80,before_T0,5,1.0,True
primary_common__r02_f04,max_depth_randomized_straddle,max_depth,80,spans_multiple_T0_regions,10,1.0,True
primary_common__r02_f04,max_depth_straddle,max_depth,80,before_T0,5,1.0,True
primary_common__r02_f04,max_depth_straddle,max_depth,80,spans_multiple_T0_regions,10,1.0,True
primary_common__r02_f05,binary_margin,binary,80,before_T0,6,1.0,True
primary_common__r02_f05,binary_margin,binary,80,inside_T0,2,0.0,False
primary_common__r02_f05,binary_margin,binary,80,spans_multiple_T0_regions,7,1.0,True
primary_common__r02_f05,binary_random,binary,80,before_T0,6,1.0,True
primary_common__r02_f05,binary_random,binary,80,inside_T0,2,0.0,False
primary_common__r02_f05,binary_random,binary,80,spans_multiple_T0_regions,7,1.0,True
primary_common__r02_f05,binary_uncertainty_repulsion,binary,80,before_T0,6,1.0,True
primary_common__r02_f05,binary_uncertainty_repulsion,binary,80,inside_T0,2,0.0,False
primary_common__r02_f05,binary_uncertainty_repulsion,binary,80,spans_multiple_T0_regions,7,1.0,True
primary_common__r02_f05,max_depth_boundary_proximity,max_depth,80,before_T0,6,1.0,True
primary_common__r02_f05,max_depth_boundary_proximity,max_depth,80,inside_T0,2,1.0,False
primary_common__r02_f05,max_depth_boundary_proximity,max_depth,80,spans_multiple_T0_regions,7,1.0,True
primary_common__r02_f05,max_depth_expected_feasibility,max_depth,80,before_T0,6,0.8333333333333334,True
primary_common__r02_f05,max_depth_expected_feasibility,max_depth,80,inside_T0,2,1.0,False
primary_common__r02_f05,max_depth_expected_feasibility,max_depth,80,spans_multiple_T0_regions,7,1.0,True
primary_common__r02_f05,max_depth_random,max_depth,80,before_T0,6,1.0,True
primary_common__r02_f05,max_depth_random,max_depth,80,inside_T0,2,1.0,False
primary_common__r02_f05,max_depth_random,max_depth,80,spans_multiple_T0_regions,7,1.0,True
primary_common__r02_f05,max_depth_randomized_straddle,max_depth,80,before_T0,6,1.0,True
primary_common__r02_f05,max_depth_randomized_straddle,max_depth,80,inside_T0,2,1.0,False
primary_common__r02_f05,max_depth_randomized_straddle,max_depth,80,spans_multiple_T0_regions,7,1.0,True
primary_common__r02_f05,max_depth_straddle,max_depth,80,before_T0,6,1.0,True
primary_common__r02_f05,max_depth_straddle,max_depth,80,inside_T0,2,1.0,False
primary_common__r02_f05,max_depth_straddle,max_depth,80,spans_multiple_T0_regions,7,1.0,True
primary_common__r03_f01,binary_margin,binary,80,before_T0,5,0.6,True
primary_common__r03_f01,binary_margin,binary,80,inside_T0,2,0.0,False
primary_common__r03_f01,binary_margin,binary,80,spans_multiple_T0_regions,8,1.0,True
primary_common__r03_f01,binary_random,binary,80,before_T0,5,0.8,True
primary_common__r03_f01,binary_random,binary,80,inside_T0,2,1.0,False
primary_common__r03_f01,binary_random,binary,80,spans_multiple_T0_regions,8,1.0,True
primary_common__r03_f01,binary_uncertainty_repulsion,binary,80,before_T0,5,0.6,True
primary_common__r03_f01,binary_uncertainty_repulsion,binary,80,inside_T0,2,0.0,False
primary_common__r03_f01,binary_uncertainty_repulsion,binary,80,spans_multiple_T0_regions,8,1.0,True
primary_common__r03_f01,max_depth_boundary_proximity,max_depth,80,before_T0,5,0.8,True
primary_common__r03_f01,max_depth_boundary_proximity,max_depth,80,inside_T0,2,1.0,False
primary_common__r03_f01,max_depth_boundary_proximity,max_depth,80,spans_multiple_T0_regions,8,1.0,True
primary_common__r03_f01,max_depth_expected_feasibility,max_depth,80,before_T0,5,1.0,True
primary_common__r03_f01,max_depth_expected_feasibility,max_depth,80,inside_T0,2,1.0,False
primary_common__r03_f01,max_depth_expected_feasibility,max_depth,80,spans_multiple_T0_regions,8,1.0,True
primary_common__r03_f01,max_depth_random,max_depth,80,before_T0,5,1.0,True
primary_common__r03_f01,max_depth_random,max_depth,80,inside_T0,2,1.0,False
primary_common__r03_f01,max_depth_random,max_depth,80,spans_multiple_T0_regions,8,1.0,True
primary_common__r03_f01,max_depth_randomized_straddle,max_depth,80,before_T0,5,1.0,True
primary_common__r03_f01,max_depth_randomized_straddle,max_depth,80,inside_T0,2,1.0,False
primary_common__r03_f01,max_depth_randomized_straddle,max_depth,80,spans_multiple_T0_regions,8,1.0,True
primary_common__r03_f01,max_depth_straddle,max_depth,80,before_T0,5,1.0,True
primary_common__r03_f01,max_depth_straddle,max_depth,80,inside_T0,2,1.0,False
primary_common__r03_f01,max_depth_straddle,max_depth,80,spans_multiple_T0_regions,8,1.0,True
primary_common__r03_f02,binary_margin,binary,80,before_T0,3,1.0,True
primary_common__r03_f02,binary_margin,binary,80,spans_multiple_T0_regions,11,1.0,True
primary_common__r03_f02,binary_random,binary,80,before_T0,3,0.3333333333333333,True
primary_common__r03_f02,binary_random,binary,80,spans_multiple_T0_regions,11,1.0,True
primary_common__r03_f02,binary_uncertainty_repulsion,binary,80,before_T0,3,1.0,True
primary_common__r03_f02,binary_uncertainty_repulsion,binary,80,spans_multiple_T0_regions,11,1.0,True
primary_common__r03_f02,max_depth_boundary_proximity,max_depth,80,before_T0,3,1.0,True
primary_common__r03_f02,max_depth_boundary_proximity,max_depth,80,spans_multiple_T0_regions,11,1.0,True
primary_common__r03_f02,max_depth_expected_feasibility,max_depth,80,before_T0,3,1.0,True
primary_common__r03_f02,max_depth_expected_feasibility,max_depth,80,spans_multiple_T0_regions,11,1.0,True
primary_common__r03_f02,max_depth_random,max_depth,80,before_T0,3,1.0,True
primary_common__r03_f02,max_depth_random,max_depth,80,spans_multiple_T0_regions,11,1.0,True
primary_common__r03_f02,max_depth_randomized_straddle,max_depth,80,before_T0,3,1.0,True
primary_common__r03_f02,max_depth_randomized_straddle,max_depth,80,spans_multiple_T0_regions,11,1.0,True
primary_common__r03_f02,max_depth_straddle,max_depth,80,before_T0,3,1.0,True
primary_common__r03_f02,max_depth_straddle,max_depth,80,spans_multiple_T0_regions,11,1.0,True
primary_common__r03_f03,binary_margin,binary,80,before_T0,3,0.6666666666666666,True
primary_common__r03_f03,binary_margin,binary,80,inside_T0,1,1.0,False
primary_common__r03_f03,binary_margin,binary,80,spans_multiple_T0_regions,10,0.6,True
primary_common__r03_f03,binary_random,binary,80,before_T0,3,0.3333333333333333,True
primary_common__r03_f03,binary_random,binary,80,inside_T0,1,1.0,False
primary_common__r03_f03,binary_random,binary,80,spans_multiple_T0_regions,10,0.5,True
primary_common__r03_f03,binary_uncertainty_repulsion,binary,80,before_T0,3,0.6666666666666666,True
primary_common__r03_f03,binary_uncertainty_repulsion,binary,80,inside_T0,1,1.0,False
primary_common__r03_f03,binary_uncertainty_repulsion,binary,80,spans_multiple_T0_regions,10,0.6,True
primary_common__r03_f03,max_depth_boundary_proximity,max_depth,80,before_T0,3,1.0,True
primary_common__r03_f03,max_depth_boundary_proximity,max_depth,80,inside_T0,1,1.0,False
primary_common__r03_f03,max_depth_boundary_proximity,max_depth,80,spans_multiple_T0_regions,10,0.9,True
primary_common__r03_f03,max_depth_expected_feasibility,max_depth,80,before_T0,3,0.6666666666666666,True
primary_common__r03_f03,max_depth_expected_feasibility,max_depth,80,inside_T0,1,0.0,False
primary_common__r03_f03,max_depth_expected_feasibility,max_depth,80,spans_multiple_T0_regions,10,0.8,True
primary_common__r03_f03,max_depth_random,max_depth,80,before_T0,3,0.3333333333333333,True
primary_common__r03_f03,max_depth_random,max_depth,80,inside_T0,1,1.0,False
primary_common__r03_f03,max_depth_random,max_depth,80,spans_multiple_T0_regions,10,0.9,True
primary_common__r03_f03,max_depth_randomized_straddle,max_depth,80,before_T0,3,0.6666666666666666,True
primary_common__r03_f03,max_depth_randomized_straddle,max_depth,80,inside_T0,1,1.0,False
primary_common__r03_f03,max_depth_randomized_straddle,max_depth,80,spans_multiple_T0_regions,10,0.8,True
primary_common__r03_f03,max_depth_straddle,max_depth,80,before_T0,3,1.0,True
primary_common__r03_f03,max_depth_straddle,max_depth,80,inside_T0,1,1.0,False
primary_common__r03_f03,max_depth_straddle,max_depth,80,spans_multiple_T0_regions,10,0.8,True
primary_common__r03_f04,binary_margin,binary,80,before_T0,8,1.0,True
primary_common__r03_f04,binary_margin,binary,80,spans_multiple_T0_regions,7,1.0,True
primary_common__r03_f04,binary_random,binary,80,before_T0,8,0.875,True
primary_common__r03_f04,binary_random,binary,80,spans_multiple_T0_regions,7,0.8571428571428571,True
primary_common__r03_f04,binary_uncertainty_repulsion,binary,80,before_T0,8,1.0,True
primary_common__r03_f04,binary_uncertainty_repulsion,binary,80,spans_multiple_T0_regions,7,1.0,True
primary_common__r03_f04,max_depth_boundary_proximity,max_depth,80,before_T0,8,1.0,True
primary_common__r03_f04,max_depth_boundary_proximity,max_depth,80,spans_multiple_T0_regions,7,1.0,True
primary_common__r03_f04,max_depth_expected_feasibility,max_depth,80,before_T0,8,0.875,True
primary_common__r03_f04,max_depth_expected_feasibility,max_depth,80,spans_multiple_T0_regions,7,1.0,True
primary_common__r03_f04,max_depth_random,max_depth,80,before_T0,8,0.875,True
primary_common__r03_f04,max_depth_random,max_depth,80,spans_multiple_T0_regions,7,1.0,True
primary_common__r03_f04,max_depth_randomized_straddle,max_depth,80,before_T0,8,0.875,True
primary_common__r03_f04,max_depth_randomized_straddle,max_depth,80,spans_multiple_T0_regions,7,1.0,True
primary_common__r03_f04,max_depth_straddle,max_depth,80,before_T0,8,0.875,True
primary_common__r03_f04,max_depth_straddle,max_depth,80,spans_multiple_T0_regions,7,1.0,True
primary_common__r03_f05,binary_margin,binary,80,before_T0,3,1.0,True
primary_common__r03_f05,binary_margin,binary,80,spans_multiple_T0_regions,12,0.9166666666666666,True
primary_common__r03_f05,binary_random,binary,80,before_T0,3,0.6666666666666666,True
primary_common__r03_f05,binary_random,binary,80,spans_multiple_T0_regions,12,0.8333333333333334,True
primary_common__r03_f05,binary_uncertainty_repulsion,binary,80,before_T0,3,1.0,True
primary_common__r03_f05,binary_uncertainty_repulsion,binary,80,spans_multiple_T0_regions,12,0.9166666666666666,True
primary_common__r03_f05,max_depth_boundary_proximity,max_depth,80,before_T0,3,0.6666666666666666,True
primary_common__r03_f05,max_depth_boundary_proximity,max_depth,80,spans_multiple_T0_regions,12,1.0,True
primary_common__r03_f05,max_depth_expected_feasibility,max_depth,80,before_T0,3,0.6666666666666666,True
primary_common__r03_f05,max_depth_expected_feasibility,max_depth,80,spans_multiple_T0_regions,12,1.0,True
primary_common__r03_f05,max_depth_random,max_depth,80,before_T0,3,0.3333333333333333,True
primary_common__r03_f05,max_depth_random,max_depth,80,spans_multiple_T0_regions,12,0.9166666666666666,True
primary_common__r03_f05,max_depth_randomized_straddle,max_depth,80,before_T0,3,0.6666666666666666,True
primary_common__r03_f05,max_depth_randomized_straddle,max_depth,80,spans_multiple_T0_regions,12,1.0,True
primary_common__r03_f05,max_depth_straddle,max_depth,80,before_T0,3,0.6666666666666666,True
primary_common__r03_f05,max_depth_straddle,max_depth,80,spans_multiple_T0_regions,12,1.0,True
primary_common__r04_f01,binary_margin,binary,80,before_T0,6,0.6666666666666666,True
primary_common__r04_f01,binary_margin,binary,80,spans_multiple_T0_regions,9,1.0,True
primary_common__r04_f01,binary_random,binary,80,before_T0,6,0.8333333333333334,True
primary_common__r04_f01,binary_random,binary,80,spans_multiple_T0_regions,9,0.8888888888888888,True
primary_common__r04_f01,binary_uncertainty_repulsion,binary,80,before_T0,6,0.6666666666666666,True
primary_common__r04_f01,binary_uncertainty_repulsion,binary,80,spans_multiple_T0_regions,9,1.0,True
primary_common__r04_f01,max_depth_boundary_proximity,max_depth,80,before_T0,6,1.0,True
primary_common__r04_f01,max_depth_boundary_proximity,max_depth,80,spans_multiple_T0_regions,9,1.0,True
primary_common__r04_f01,max_depth_expected_feasibility,max_depth,80,before_T0,6,0.8333333333333334,True
primary_common__r04_f01,max_depth_expected_feasibility,max_depth,80,spans_multiple_T0_regions,9,1.0,True
primary_common__r04_f01,max_depth_random,max_depth,80,before_T0,6,1.0,True
primary_common__r04_f01,max_depth_random,max_depth,80,spans_multiple_T0_regions,9,1.0,True
primary_common__r04_f01,max_depth_randomized_straddle,max_depth,80,before_T0,6,1.0,True
primary_common__r04_f01,max_depth_randomized_straddle,max_depth,80,spans_multiple_T0_regions,9,1.0,True
primary_common__r04_f01,max_depth_straddle,max_depth,80,before_T0,6,1.0,True
primary_common__r04_f01,max_depth_straddle,max_depth,80,spans_multiple_T0_regions,9,1.0,True
primary_common__r04_f02,binary_margin,binary,80,before_T0,5,1.0,True
primary_common__r04_f02,binary_margin,binary,80,inside_T0,1,0.0,False
primary_common__r04_f02,binary_margin,binary,80,spans_multiple_T0_regions,9,0.8888888888888888,True
primary_common__r04_f02,binary_random,binary,80,before_T0,5,1.0,True
primary_common__r04_f02,binary_random,binary,80,inside_T0,1,0.0,False
primary_common__r04_f02,binary_random,binary,80,spans_multiple_T0_regions,9,0.8888888888888888,True
primary_common__r04_f02,binary_uncertainty_repulsion,binary,80,before_T0,5,1.0,True
primary_common__r04_f02,binary_uncertainty_repulsion,binary,80,inside_T0,1,0.0,False
