experiment_name,has_keyhole,value__G3,value__R3,value__max_depth,value__T0_depth,keyhole_persistence_group,keyhole_timing_group,consensus_hard_case,consensus_mean_residual_rank,mean_absolute_residual_across_models,review_candidate,error_type,diagnostic_review_outcome,loo_prediction__G3,loo_correct__G3,loo_signed_margin__G3,loo_prediction__R3,loo_correct__R3,loo_signed_margin__R3,loo_prediction__max_depth,loo_correct__max_depth,loo_signed_margin__max_depth,loo_prediction__T0_depth,loo_correct__T0_depth,loo_signed_margin__T0_depth,phase5_discordant_review_case
P-354p619445985_VX-0p364015239092_LS-5p30095356481e-05_ST-318p142674345_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p32525237544e-05_H-1553ff852f,True,300.7655,1.446188304803973,302.4097,255.6717,persistent Keyhole,spans_multiple_T0_regions,True,14.333333333333334,36.17905335348956,,,,1.0,True,199.80673749999997,1.0,True,0.8679729384813065,1.0,True,193.8087,1.0,True,173.2566325,False
P-358p08766286_VX-0p398145183006_LS-4p39068251559e-05_ST-301p093308231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21164861687e-05_H-3d091b92d3,True,300.8836,1.696733121341617,302.3899,300.04735,persistent Keyhole,spans_multiple_T0_regions,True,7.666666666666667,51.73558720795294,,,,1.0,True,199.9248375,1.0,True,1.1185177550189507,1.0,True,193.7889,1.0,True,217.6322825,False
P-360p567405001_VX-0p20359066256_LS-4p0817768449e-05_ST-337p353350673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p36951957538e-05_H-a3855470b8,True,301.2056,1.7012347278438473,305.7462,96.47332,transient Keyhole,spans_multiple_T0_regions,True,6.0,63.444358418117936,,,,1.0,True,200.2468375,1.0,True,1.1230193615211808,1.0,True,197.1452,1.0,True,14.058252500000009,False
P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,True,300.9048,1.368158650112668,302.6094,100.2409,transient Keyhole,spans_multiple_T0_regions,True,5.0,64.39075093619954,,,,1.0,True,199.94603750000002,1.0,True,0.7899432837900014,1.0,True,194.0084,1.0,True,17.825832500000004,False
P-383p924442814_VX-0p598551929363_LS-4p34843261877e-05_ST-301p171019532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p05965258211e-06_H-82800d7335,True,300.3194,1.8385170736587169,301.8799,182.7688,persistent Keyhole,spans_multiple_T0_regions,True,17.666666666666668,32.365010029129515,,,,1.0,True,199.36063749999997,1.0,True,1.2603017073360503,1.0,True,193.27890000000002,1.0,True,100.3537325,False
P-408p574656479_VX-0p243547442248_LS-8p65536608509e-05_ST-318p028622224_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p98077243534e-05_H-1553ff852f,True,214.5366,0.7107444242766685,215.5489,210.0328,persistent Keyhole,spans_multiple_T0_regions,True,1.0,120.7275970927406,,,,1.0,True,113.57783749999999,1.0,True,0.13252905795400205,1.0,True,106.9479,1.0,True,127.61773250000002,False
P-413p007329362_VX-0p214914258115_LS-4p25156575745e-05_ST-342p625619244_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p24467219873e-05_H-c87ffcf9e3,True,301.13219999999995,1.6246234582184318,303.3839,198.87655,transient Keyhole,spans_multiple_T0_regions,True,18.33333333333333,32.129143585057854,,,,1.0,True,200.17343749999995,1.0,True,1.0464080918957652,1.0,True,194.78289999999998,1.0,True,116.46148250000002,False
P-422p617573631_VX-0p52186874631_LS-4p33544604908e-05_ST-334p849986924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p24393468113e-06_H-eac21b41c2,True,301.09004999999996,1.8292258222353635,302.6554,234.8536,persistent Keyhole,spans_multiple_T0_regions,True,5.333333333333333,62.37380772247539,,,,1.0,True,200.13128749999996,1.0,True,1.2510104559126969,1.0,True,194.0544,1.0,True,152.4385325,False
P-435p358668153_VX-0p616312825798_LS-4p12302442682e-05_ST-330p720611029_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p82738960003e-06_H-4dbd940f3b,True,295.66395,1.9488587548110567,301.9033,244.2168,persistent Keyhole,spans_multiple_T0_regions,True,10.333333333333334,43.70091352147421,,,,1.0,True,194.7051875,1.0,True,1.3706433884883902,1.0,True,193.3023,1.0,True,161.8017325,False
P-438p134561959_VX-0p25154969533_LS-4p05773405909e-05_ST-340p985774893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91776046347e-05_H-dfeedce527,True,301.24170000000004,1.6695927532030297,305.76939999999996,300.0219,persistent Keyhole,spans_multiple_T0_regions,True,5.666666666666667,62.2568448086897,,,,1.0,True,200.28293750000003,1.0,True,1.0913773868803633,1.0,True,197.16839999999996,1.0,True,217.60683250000002,False
P-446p862811862_VX-0p39827443832_LS-4p33402817419e-05_ST-361p067570798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21125539047e-05_H-4b0ba6b8ba,True,300.9281,1.68063863640925,303.489,300.5299,persistent Keyhole,spans_multiple_T0_regions,True,17.0,31.543126053802723,,,,1.0,True,199.96933749999997,1.0,True,1.1024232700865837,1.0,True,194.88799999999998,1.0,True,218.1148325,False
P-364p483174853_VX-0p95103094401_LS-4p26115279421e-05_ST-393p929813999_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p07251697056e-06_H-1ef68d8f61,False,94.5531,0.6664614996456666,111.5838,74.45161,Keyhole-negative,no_Keyhole,False,106.0,3.348219768111913,R3;max_depth,false_positive,large physical response without manual cavity label,0.0,True,-6.405662500000005,1.0,False,0.08824613332300013,1.0,False,2.9827999999999975,0.0,True,-7.96345749999999,True
P-423p354289604_VX-0p98992750487_LS-4p35270321082e-05_ST-379p923005206_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p87320594618e-06_H-4d45e0bf17,True,105.9577,0.7132634747186499,111.1982,74.74561,transient Keyhole,before_T0,False,147.33333333333334,0.8236618012801102,max_depth,false_negative,brief morphology-defined Keyhole missed by scalar threshold,1.0,True,4.998937499999997,1.0,True,0.13504810839598347,0.0,False,-0.703000000000003,0.0,False,-7.669457499999993,True
P-441p843471056_VX-0p982124766198_LS-4p09875344609e-05_ST-327p495507906_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91192236368e-06_H-f55fc58583,False,94.08593,0.6922254374489708,105.0848,78.49817,Keyhole-negative,no_Keyhole,False,53.0,10.185371246313728,R3,false_positive,large physical response without manual cavity label,0.0,True,-6.872832500000001,1.0,False,0.11401007112630435,0.0,True,-3.5161999999999978,1.0,False,0.16288500000000283,True
P-102p928146519_VX-0p633805217924_LS-5p29394366699e-05_ST-318p223787128_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p61136145079e-06_H-6c9c68731f,False,42.87279,0.3434062066658582,43.09636,38.979609999999994,Keyhole-negative,no_Keyhole,False,109.66666666666669,3.276591046896909,,,,0.0,True,-58.085972500000004,0.0,True,-0.23480915965680826,0.0,True,-65.50464,0.0,True,-43.4354575,False
P-109p741517589_VX-0p915030812968_LS-7p99759662409e-05_ST-303p804431165_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p27208541466e-06_H-0e4c2fc094,False,27.061709999999998,0.23491887943580428,27.37239,26.90932,Keyhole-negative,no_Keyhole,False,41.333333333333336,15.160138720465625,,,,0.0,True,-73.8970525,0.0,True,-0.3432964868868622,0.0,True,-81.22861,0.0,True,-55.50574749999999,False
P-111p098510779_VX-0p492021331775_LS-4p80108469254e-05_ST-345p911753718_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p80469807196e-06_H-0602c4a780,False,54.67908,0.4051871163927301,54.88141,46.872595000000004,Keyhole-negative,no_Keyhole,False,145.33333333333334,1.035216079275931,,,,0.0,True,-46.27968250000001,0.0,True,-0.17302824992993637,0.0,True,-53.71959,0.0,True,-35.54247249999999,False
P-113p729503671_VX-0p646987288946_LS-8p28088886776e-05_ST-328p878079062_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p45628343159e-06_H-0e4c2fc094,False,34.874810000000004,0.22807661440110197,35.401709999999994,34.473155000000006,Keyhole-negative,no_Keyhole,False,85.0,4.774530589063194,,,,0.0,True,-66.08395250000001,0.0,True,-0.3501387519215645,0.0,True,-73.19929,0.0,True,-47.94191249999999,False
P-115p973342836_VX-0p629021136955_LS-5p81694798744e-05_ST-308p264473639_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p66925039494e-06_H-27614c4053,False,46.86994,0.3474605610893356,47.09942,42.71745,Keyhole-negative,no_Keyhole,False,146.33333333333334,1.1173256039155344,,,,0.0,True,-54.088822500000006,0.0,True,-0.23075480523333086,0.0,True,-61.50158,0.0,True,-39.69761749999999,False
P-117p204089079_VX-0p299188895548_LS-6p61946140465e-05_ST-399p004242061_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61239961603e-05_H-0e4c2fc094,False,54.809000000000005,0.2942614195170074,54.9824,54.719100000000005,Keyhole-negative,no_Keyhole,False,66.66666666666667,9.24350230195642,,,,0.0,True,-46.1497625,0.0,True,-0.28395394680565905,0.0,True,-53.6186,0.0,True,-27.695967499999988,False
P-118p239150472_VX-0p728951155133_LS-5p59862781201e-05_ST-395p421202378_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p61789280262e-06_H-44aa3a8888,False,46.76281,0.3674138030538265,46.944770000000005,42.71263,Keyhole-negative,no_Keyhole,False,137.33333333333334,1.760426333525989,,,,0.0,True,-54.195952500000004,0.0,True,-0.21080156326883998,0.0,True,-61.656229999999994,0.0,True,-39.702437499999995,False
P-119p523515535_VX-0p859779155666_LS-6p70931710444e-05_ST-392p874711106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p61088341259e-06_H-2934a8b202,False,38.774269999999994,0.30444545265434786,38.905030000000004,38.07826,Keyhole-negative,no_Keyhole,False,104.0,3.719437594185633,,,,0.0,True,-62.18449250000001,0.0,True,-0.2737699136683186,0.0,True,-69.69596999999999,0.0,True,-44.33680749999999,False
P-120p079917874_VX-0p610410046914_LS-8p29242579558e-05_ST-398p6729924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p90308191584e-06_H-a88ac79600,False,38.92551,0.24178589118795446,39.06833,38.589385,Keyhole-negative,no_Keyhole,False,60.66666666666666,8.799085829243012,,,,0.0,True,-62.0332525,0.0,True,-0.336429475134712,0.0,True,-69.53267,0.0,True,-43.82568249999999,False
P-120p906267006_VX-0p64748664338_LS-6p03748750968e-05_ST-359p518818343_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p45053299916e-06_H-c5f6eebf67,False,46.904770000000006,0.3383151796770374,47.091249999999995,43.112790000000004,Keyhole-negative,no_Keyhole,False,145.33333333333334,0.9821913090354736,,,,0.0,True,-54.0539925,0.0,True,-0.23990018664562907,0.0,True,-61.509750000000004,0.0,True,-39.30227749999999,False
P-122p181848607_VX-0p882188233955_LS-4p98408399334e-05_ST-370p38962934_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p46835745177e-06_H-2afbe2208b,False,42.9282,0.3874203598816666,43.1616,42.580775,Keyhole-negative,no_Keyhole,False,54.0,9.888110383120376,,,,0.0,True,-58.03056250000001,0.0,True,-0.19079500644099984,0.0,True,-65.4394,0.0,True,-39.83429249999999,False
P-124p08408212_VX-0p537482635976_LS-5p36452858207e-05_ST-384p350705088_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p97539805031e-06_H-1d842653b1,False,54.88154,0.3840636155704838,55.08516,46.98435,Keyhole-negative,no_Keyhole,False,74.33333333333333,6.044157476742612,,,,0.0,True,-46.077222500000005,0.0,True,-0.19415175075218266,0.0,True,-53.51584,0.0,True,-35.43071749999999,False
P-129p716882801_VX-0p574107735504_LS-5p55330779174e-05_ST-369p509713723_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p40281414912e-06_H-0e4c2fc094,False,54.82536,0.3839077370170473,55.39056,47.43797,Keyhole-negative,no_Keyhole,False,143.66666666666666,1.15366812384588,,,,0.0,True,-46.1334025,0.0,True,-0.19430762930561918,0.0,True,-53.21044,0.0,True,-34.97709749999999,False
P-131p192514944_VX-0p432823544687_LS-6p72236683266e-05_ST-324p578264519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p11456982002e-05_H-dfd65b549a,False,58.298370000000006,0.3326824124068773,58.50217,54.79085,Keyhole-negative,no_Keyhole,False,55.0,9.729900743212584,,,,0.0,True,-42.6603925,0.0,True,-0.24553295391578916,0.0,True,-50.09883,0.0,True,-27.624217499999993,False
P-132p334528879_VX-0p441351904611_LS-8p05471929698e-05_ST-380p80221881_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p09303269174e-05_H-2934a8b202,False,54.76712,0.2924889751641945,54.91077,50.87139500000001,Keyhole-negative,no_Keyhole,False,77.33333333333333,5.5940975987145976,,,,0.0,True,-46.19164250000001,0.0,True,-0.285726391158472,0.0,True,-53.69023,0.0,True,-31.543672499999985,False
P-132p644034819_VX-0p797235702485_LS-4p6520297442e-05_ST-303p62522115_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p0510594144e-06_H-0e4c2fc094,False,46.938615,0.4221861830091454,47.18788,46.68914,Keyhole-negative,no_Keyhole,False,90.33333333333331,4.42896447999838,,,,0.0,True,-54.02014750000001,0.0,True,-0.15602918331352106,0.0,True,-61.41312,0.0,True,-35.72592749999999,False
P-140p236446589_VX-0p550532928497_LS-7p91865165046e-05_ST-370p758962256_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76263771576e-06_H-a88ac79600,False,50.888189999999994,0.29101292596675854,51.045139999999996,46.6948,Keyhole-negative,no_Keyhole,False,139.33333333333334,1.5813078911715197,,,,0.0,True,-50.07057250000001,0.0,True,-0.2872024403559079,0.0,True,-57.55586,0.0,True,-35.72026749999999,False
P-143p707582907_VX-0p952433280409_LS-8p80948922839e-05_ST-329p530804101_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06504833697e-06_H-1605f46060,False,34.9027,0.2691378352333123,34.96528,34.780725,Keyhole-negative,no_Keyhole,False,146.66666666666666,0.8744263829760802,,,,0.0,True,-66.0560625,0.0,True,-0.30907753108935415,0.0,True,-73.63571999999999,0.0,True,-47.634342499999995,False
P-144p087720513_VX-0p415546267467_LS-5p02923295381e-05_ST-327p07537462_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16091058462e-05_H-0602c4a780,False,62.83395499999999,0.39520530268051457,63.060739999999996,62.416985,Keyhole-negative,no_Keyhole,False,81.0,5.065283946528031,,,,0.0,True,-38.12480750000002,0.0,True,-0.1830100636421519,0.0,True,-45.54026,0.0,True,-19.998082499999995,False
P-148p299467422_VX-0p674162518859_LS-5p7557139752e-05_ST-331p520012414_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p15572353559e-06_H-e73b90164d,False,54.961940000000006,0.39288799047309486,55.35622,51.780699999999996,Keyhole-negative,no_Keyhole,False,120.33333333333331,2.370864223374092,,,,0.0,True,-45.9968225,0.0,True,-0.1853273758495716,0.0,True,-53.24478,0.0,True,-30.634367499999996,False
P-150p071418192_VX-0p423845414489_LS-8p67749479825e-05_ST-322p128190627_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1381792602e-05_H-2afbe2208b,False,58.799794999999996,0.2926466377426032,58.95469,58.764745,Keyhole-negative,no_Keyhole,False,124.66666666666669,2.500033515784627,,,,0.0,True,-42.15896750000001,0.0,True,-0.28556872858006327,0.0,True,-49.64631,0.0,True,-23.650322499999994,False
P-155p252053768_VX-0p916931554055_LS-7p35634948929e-05_ST-366p816583574_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p26115671522e-06_H-1d842653b1,False,42.92189,0.30361964070126635,43.398149999999994,42.78011,Keyhole-negative,no_Keyhole,False,113.33333333333331,3.174001673892945,,,,0.0,True,-58.03687250000001,0.0,True,-0.2745957256214001,0.0,True,-65.20285000000001,0.0,True,-39.63495749999999,False
P-155p610380822_VX-0p863747905944_LS-4p82199969556e-05_ST-303p817651114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p58510251639e-06_H-44aa3a8888,False,50.89622,0.4280329412256277,51.09016,50.43674,Keyhole-negative,no_Keyhole,False,139.66666666666666,1.2826384540137308,,,,0.0,True,-50.062542500000006,0.0,True,-0.15018242509703877,0.0,True,-57.51084,0.0,True,-31.978327499999992,False
P-157p183722649_VX-0p714259673467_LS-7p38607203139e-05_ST-347p368293375_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p75401507634e-06_H-add9572a86,False,50.91924,0.3197799182715969,51.23838,50.11429,Keyhole-negative,no_Keyhole,False,134.33333333333334,1.627447416530169,,,,0.0,True,-50.039522500000004,0.0,True,-0.25843544805106955,0.0,True,-57.36262,0.0,True,-32.300777499999995,False
P-160p605564338_VX-0p585171267024_LS-4p89218084001e-05_ST-323p833105745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p24394647322e-06_H-0602c4a780,False,73.78234,0.5225746772885577,87.34396000000001,58.49999,Keyhole-negative,no_Keyhole,False,64.66666666666667,7.178658022163887,,,,0.0,True,-27.1764225,0.0,True,-0.05564068903410879,0.0,True,-21.25703999999999,0.0,True,-23.915077499999995,False
P-162p142815649_VX-0p926926325143_LS-6p49234891537e-05_ST-377p454931887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p20442722594e-06_H-eed8ed7ef3,False,46.96848,0.3480761918269847,47.2123,46.77227,Keyhole-negative,no_Keyhole,False,157.66666666666666,0.3771921354528326,,,,0.0,True,-53.990282500000006,0.0,True,-0.23013917449568178,0.0,True,-61.3887,0.0,True,-35.64279749999999,False
P-163p562272254_VX-0p729793018519_LS-5p10150522361e-05_ST-318p261957537_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p6102586358e-06_H-eed8ed7ef3,False,58.7476,0.44951892446271347,58.92024,54.797019999999996,Keyhole-negative,no_Keyhole,False,92.33333333333331,4.235831328167869,,,,0.0,True,-42.21116250000001,0.0,True,-0.128696441859953,0.0,True,-49.68076,0.0,True,-27.618047499999996,False
P-164p187091551_VX-0p507792014735_LS-6p92164167976e-05_ST-301p020288893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p50018996564e-06_H-c15424829d,False,66.52321,0.36706699684053534,66.76807,58.543,Keyhole-negative,no_Keyhole,False,73.66666666666667,6.025740385071134,,,,0.0,True,-34.4355525,0.0,True,-0.21114836948213112,0.0,True,-41.832930000000005,0.0,True,-23.872067499999993,False
P-164p607131174_VX-0p867199563125_LS-5p32762751968e-05_ST-314p058214573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56287250149e-06_H-0e4c2fc094,False,50.918299999999995,0.4061760070379339,51.07507,50.78344,Keyhole-negative,no_Keyhole,False,116.33333333333331,3.0408726053120128,,,,0.0,True,-50.04046250000001,0.0,True,-0.17203935928473257,0.0,True,-57.52593,0.0,True,-31.631627499999993,False
P-166p111836501_VX-0p454755470987_LS-7p13150844087e-05_ST-303p391516497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p06081639712e-05_H-0e4c2fc094,False,66.77135,0.3551075679309898,66.837,66.5654,Keyhole-negative,no_Keyhole,False,83.66666666666667,5.034273934569238,,,,0.0,True,-34.18741250000001,0.0,True,-0.22310779839167666,0.0,True,-41.763999999999996,0.0,True,-15.849667499999995,False
P-167p350234557_VX-0p509305540745_LS-7p79284260895e-05_ST-367p465417979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p47195782704e-06_H-0c5439e4b5,False,62.8944,0.33182388741155777,62.98711000000001,58.61101,Keyhole-negative,no_Keyhole,False,101.33333333333331,3.696807712442544,,,,0.0,True,-38.06436250000001,0.0,True,-0.24639147891110869,0.0,True,-45.61388999999999,0.0,True,-23.804057499999992,False
P-168p279672268_VX-0p662944494492_LS-8p51138696034e-05_ST-361p222757169_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p27680920966e-06_H-1d842653b1,False,54.4569,0.3040168393741906,54.55363,50.79968,Keyhole-negative,no_Keyhole,False,140.33333333333334,1.4060766431573724,,,,0.0,True,-46.50186250000001,0.0,True,-0.27419852694847585,0.0,True,-54.04737,0.0,True,-31.61538749999999,False
P-172p471893954_VX-0p300060565388_LS-5p45268436948e-05_ST-394p546009672_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60771562794e-05_H-0e4c2fc094,False,70.68087,0.36457908710176645,71.23713000000001,70.71863,Keyhole-negative,no_Keyhole,False,37.333333333333336,16.810025847685747,,,,0.0,True,-30.277892500000007,0.0,True,-0.2136362792209,0.0,True,-37.36386999999999,0.0,True,-11.696437499999988,False
P-173p043282634_VX-0p866796851528_LS-6p96390683614e-05_ST-349p021338305_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56545699781e-06_H-27614c4053,False,50.830600000000004,0.3454613632740394,51.38208,50.6536,Keyhole-negative,no_Keyhole,False,148.0,0.8503620188350638,,,,0.0,True,-50.1281625,0.0,True,-0.23275400304862703,0.0,True,-57.21892,0.0,True,-31.761467499999995,False
P-173p906668607_VX-0p677544388934_LS-8p62016404031e-05_ST-334p396108383_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p12000672104e-06_H-89021150a8,False,54.67042,0.30431565677613115,54.75972,50.79225,Keyhole-negative,no_Keyhole,False,150.33333333333334,0.7587582575157938,,,,0.0,True,-46.288342500000006,0.0,True,-0.2738997095465353,0.0,True,-53.84128,0.0,True,-31.62281749999999,False
