policy,run_id,nn_distance_B24,jaccard_vs_margin_B24,nn_distance_B40,jaccard_vs_margin_B40,nn_distance_B80,jaccard_vs_margin_B80,differs_from_margin_B16_39,differs_from_margin_B40_79,chosen_in_band_B16_39,separable_B16,separable_B20,separable_B24,separable_B28,separable_B32
margin,w85__r110_f05,1.530216116887038,1.0,1.017233484643294,1.0,0.7399723909538409,1.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0
margin,w85__r111_f01,1.4258110453407784,1.0,1.0082124716709853,1.0,0.7170961850158188,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r111_f02,1.4061720263812336,1.0,1.0429294601684167,1.0,0.756928202538649,1.0,0.0,0.0,0.75,1.0,1.0,0.0,0.0,0.0
margin,w85__r111_f03,1.3339682791626029,1.0,0.9273575376582912,1.0,0.739278190054294,1.0,0.0,0.0,0.8333333333333334,1.0,1.0,0.0,0.0,0.0
margin,w85__r111_f04,1.5415890265537666,1.0,1.0748848628872942,1.0,0.7276258363236703,1.0,0.0,0.0,0.8333333333333334,1.0,1.0,0.0,0.0,0.0
margin,w85__r111_f05,1.5496906952167204,1.0,1.0404063442908813,1.0,0.7122724217811637,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r112_f01,1.3541726902821718,1.0,0.9297548700750774,1.0,0.7151166138164259,1.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0
margin,w85__r112_f02,1.37256301337706,1.0,1.0139901974599212,1.0,0.7307060555498085,1.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0
margin,w85__r112_f03,1.392680657647521,1.0,1.0539544882737446,1.0,0.7637206899924391,1.0,0.0,0.0,0.7083333333333334,1.0,1.0,0.0,0.0,0.0
margin,w85__r112_f04,1.3926261874671617,1.0,0.9249381063868182,1.0,0.679173572118133,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r112_f05,1.5471130664646422,1.0,1.0082515705348267,1.0,0.7549116403829552,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0
margin,w85__r113_f01,1.3946313966289352,1.0,0.9451904801633766,1.0,0.7034857066335296,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r113_f02,1.5697085446924692,1.0,1.077017101806505,1.0,0.7431809147638428,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r113_f03,1.456513322447064,1.0,1.0006257504024205,1.0,0.7191990137808364,1.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
margin,w85__r113_f04,1.3141422163170968,1.0,0.9755182571457229,1.0,0.711325395570295,1.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0
margin,w85__r113_f05,1.492323495676018,1.0,1.0183551615452753,1.0,0.757678559263379,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0
margin,w85__r114_f01,1.62741143050805,1.0,1.0171087854058578,1.0,0.7121956501092519,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0
margin,w85__r114_f02,1.4869373749916726,1.0,1.13218034952056,1.0,0.7701834965607901,1.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0
margin,w85__r114_f03,1.5278861354169522,1.0,0.9646456800211016,1.0,0.7060234062192,1.0,0.0,0.0,0.7916666666666666,1.0,1.0,0.0,0.0,0.0
margin,w85__r114_f04,1.4858245654965216,1.0,1.0842386425115602,1.0,0.7429907436990366,1.0,0.0,0.0,0.8333333333333334,1.0,1.0,1.0,0.0,0.0
margin,w85__r114_f05,1.4904109261873135,1.0,0.9730847343211033,1.0,0.7420314397164647,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r115_f01,1.562511138871991,1.0,1.0939546272372647,1.0,0.759073409537573,1.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0
margin,w85__r115_f02,1.4572835751029374,1.0,1.0196351854313441,1.0,0.6820063462278212,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r115_f03,1.5085497496568425,1.0,1.0309669399348589,1.0,0.7354915919146021,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0
margin,w85__r115_f04,1.53450031240127,1.0,1.05566128958872,1.0,0.7454172984211327,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0
margin,w85__r115_f05,1.5347412510922283,1.0,1.0230863074150505,1.0,0.7399976248857197,1.0,0.0,0.0,0.75,1.0,1.0,1.0,0.0,0.0
margin,w85__r116_f01,1.4619933345689946,1.0,0.9798339958689297,1.0,0.6998479829927874,1.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0
margin,w85__r116_f02,1.542722605699914,1.0,1.058366397782858,1.0,0.7385506343874526,1.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0
margin,w85__r116_f03,1.423259396638146,1.0,1.0399892189578055,1.0,0.7249488194898055,1.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
margin,w85__r116_f04,1.3820122352062407,1.0,0.9717618950361484,1.0,0.7031821275680032,1.0,0.0,0.0,0.9166666666666666,1.0,1.0,0.0,0.0,0.0
margin,w85__r116_f05,1.507281213165272,1.0,1.0525431982981304,1.0,0.7478470413560097,1.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
margin,w85__r117_f01,1.6215444864117199,1.0,1.0787186458762903,1.0,0.7562661655348165,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0
margin,w85__r117_f02,1.4699779402181254,1.0,0.9488453367464448,1.0,0.7026836379882786,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r117_f03,1.4334925695891299,1.0,1.0319874687099229,1.0,0.7456169655542542,1.0,0.0,0.0,0.8333333333333334,1.0,1.0,1.0,0.0,0.0
margin,w85__r117_f04,1.4863314245588788,1.0,1.0468647974147403,1.0,0.6918888082157726,1.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0
margin,w85__r117_f05,1.476632946734821,1.0,1.0456485371647894,1.0,0.7343315390048352,1.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0
margin,w85__r118_f01,1.4436008428258917,1.0,0.974479546327436,1.0,0.6847119798042639,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r118_f02,1.4734662104545126,1.0,0.9686096932392765,1.0,0.7368900482189058,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
margin,w85__r118_f03,1.399830401058149,1.0,1.0390228430475676,1.0,0.7221396505189659,1.0,0.0,0.0,0.7916666666666666,1.0,1.0,1.0,0.0,0.0
margin,w85__r118_f04,1.4883813925203828,1.0,1.1173017685932294,1.0,0.7801484221418169,1.0,0.0,0.0,0.7916666666666666,1.0,1.0,0.0,0.0,0.0
margin,w85__r118_f05,1.3869790230283467,1.0,0.9610332089260177,1.0,0.7151556905851265,1.0,0.0,0.0,0.875,1.0,1.0,0.0,0.0,0.0
margin,w85__r119_f01,1.4201485069686883,1.0,0.9674782390230355,1.0,0.7142613037404049,1.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0
margin,w85__r119_f02,1.3912505854267232,1.0,1.0400677666316909,1.0,0.7302095910818078,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0
margin,w85__r119_f03,1.6487042827244107,1.0,1.1231960527145823,1.0,0.7610777297787401,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r119_f04,1.5196543725514449,1.0,1.0007702259620295,1.0,0.7151445964235149,1.0,0.0,0.0,0.9166666666666666,1.0,0.0,0.0,0.0,0.0
margin,w85__r119_f05,1.6237905472528282,1.0,1.1379322850411135,1.0,0.7324065343730327,1.0,0.0,0.0,0.875,1.0,0.0,0.0,0.0,0.0
margin,w85__r120_f01,1.5075950299298075,1.0,0.9853329363755107,1.0,0.7369889052538243,1.0,0.0,0.0,0.9166666666666666,1.0,1.0,0.0,0.0,0.0
margin,w85__r120_f02,1.5285890891634308,1.0,1.075522649696928,1.0,0.7631631465774527,1.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0
margin,w85__r120_f03,1.476652873941184,1.0,1.0240961300827465,1.0,0.7371792752568748,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0
margin,w85__r120_f04,1.3811708350359613,1.0,0.9898876850308815,1.0,0.7103285422253434,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r120_f05,1.5472080730346196,1.0,1.0716681537033232,1.0,0.7338349287524244,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r61_f01,1.4425613097262584,1.0,1.003459038141124,1.0,0.728400645522149,1.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0
margin,w85__r61_f02,1.538951376648086,1.0,1.0797303737750583,1.0,0.723165636020773,1.0,0.0,0.0,0.75,1.0,1.0,0.0,0.0,0.0
margin,w85__r61_f03,1.4891172096911063,1.0,0.9835102326156082,1.0,0.6869817445938631,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r61_f04,1.555148437458658,1.0,1.1995200510713069,1.0,0.7367721653794431,1.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0
margin,w85__r61_f05,1.4606812855367686,1.0,1.0143498022895843,1.0,0.7541685504009343,1.0,0.0,0.0,0.9166666666666666,1.0,0.0,0.0,0.0,0.0
margin,w85__r62_f01,1.4952478623904633,1.0,1.0626226331241853,1.0,0.7700673999086961,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0
margin,w85__r62_f02,1.435421312866805,1.0,0.9971747950491299,1.0,0.745941725766806,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0
margin,w85__r62_f03,1.4955736756118068,1.0,1.102335206970871,1.0,0.7202681619644686,1.0,0.0,0.0,0.5416666666666666,1.0,1.0,1.0,1.0,1.0
margin,w85__r62_f04,1.441026879653381,1.0,1.0552270430606163,1.0,0.7159540090938048,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r62_f05,1.5660010075761364,1.0,1.0272383712618054,1.0,0.7487803717703497,1.0,0.0,0.0,0.7083333333333334,1.0,1.0,1.0,0.0,0.0
margin,w85__r63_f01,1.4062776252046632,1.0,1.0539848787441883,1.0,0.7556245487551877,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r63_f02,1.5303027892687038,1.0,1.0989709281681113,1.0,0.7351114913606484,1.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0
margin,w85__r63_f03,1.5275250334679242,1.0,1.0223021931201768,1.0,0.7221402510790638,1.0,0.0,0.0,0.9583333333333334,1.0,1.0,0.0,0.0,0.0
margin,w85__r63_f04,1.3313319279290508,1.0,1.0036464800650189,1.0,0.7685369075322871,1.0,0.0,0.0,0.625,1.0,0.0,0.0,0.0,0.0
margin,w85__r63_f05,1.4114421448635952,1.0,1.0011483618926627,1.0,0.7022332782184625,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0
margin,w85__r64_f01,1.519835916361948,1.0,1.0304744456324524,1.0,0.73845907240868,1.0,0.0,0.0,0.875,1.0,0.0,0.0,0.0,0.0
margin,w85__r64_f02,1.451135376214447,1.0,0.9820165966123728,1.0,0.7292098853228964,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0
margin,w85__r64_f03,1.3387733721798434,1.0,1.0040995451406658,1.0,0.6998264941426113,1.0,0.0,0.0,0.9583333333333334,1.0,1.0,0.0,0.0,0.0
margin,w85__r64_f04,1.4416744860608233,1.0,0.9701853488966021,1.0,0.7212449273873525,1.0,0.0,0.0,0.75,1.0,1.0,0.0,0.0,0.0
margin,w85__r64_f05,1.5355536694086684,1.0,1.1132149240352962,1.0,0.7869434806574691,1.0,0.0,0.0,0.2916666666666667,1.0,1.0,1.0,1.0,1.0
margin,w85__r65_f01,1.4393955616946037,1.0,0.9689576517430252,1.0,0.7074652402224277,1.0,0.0,0.0,0.7083333333333334,1.0,1.0,0.0,0.0,0.0
margin,w85__r65_f02,1.508077941556545,1.0,1.064440158388241,1.0,0.7565440971256658,1.0,0.0,0.0,0.9583333333333334,1.0,1.0,0.0,0.0,0.0
margin,w85__r65_f03,1.5522780547285802,1.0,0.9725172100741564,1.0,0.7152420539534586,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r65_f04,1.5420315069364772,1.0,1.0253031225985654,1.0,0.7161137631284792,1.0,0.0,0.0,0.75,1.0,1.0,0.0,0.0,0.0
margin,w85__r65_f05,1.4447581885892233,1.0,0.9848198515517584,1.0,0.6752490391260808,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r66_f01,1.4621785979915547,1.0,1.0541578025156784,1.0,0.7471904809149708,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0
margin,w85__r66_f02,1.3453866417735547,1.0,0.9501976628642268,1.0,0.7049292047923978,1.0,0.0,0.0,0.2916666666666667,1.0,0.0,0.0,0.0,0.0
margin,w85__r66_f03,1.4004354911433303,1.0,0.9575495777012819,1.0,0.6653752579546083,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r66_f04,1.4608909097054326,1.0,1.0078463332263277,1.0,0.7542726709048505,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r66_f05,1.5164954621121491,1.0,0.9689822509852426,1.0,0.7205614018759179,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0
margin,w85__r67_f01,1.5006090265022725,1.0,1.0336726534576113,1.0,0.7010866005638062,1.0,0.0,0.0,0.9166666666666666,1.0,1.0,0.0,0.0,0.0
margin,w85__r67_f02,1.563746037165295,1.0,1.037932392858392,1.0,0.7728674372868196,1.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0
margin,w85__r67_f03,1.5237226869205183,1.0,1.0604222256400282,1.0,0.7467952209027503,1.0,0.0,0.0,0.8333333333333334,1.0,1.0,0.0,0.0,0.0
margin,w85__r67_f04,1.369383792689365,1.0,1.0030463456046728,1.0,0.7169628110008681,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r67_f05,1.5309952785987424,1.0,1.040990217596867,1.0,0.7481767211558149,1.0,0.0,0.0,0.7916666666666666,1.0,1.0,1.0,0.0,0.0
margin,w85__r68_f01,1.5388925249235335,1.0,1.001003813924568,1.0,0.7412547397646632,1.0,0.0,0.0,0.8333333333333334,1.0,1.0,0.0,0.0,0.0
margin,w85__r68_f02,1.4995094075961795,1.0,1.0498658268101166,1.0,0.7379881581057977,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0
margin,w85__r68_f03,1.52183796249678,1.0,1.115824363177775,1.0,0.7579420345921004,1.0,0.0,0.0,0.5833333333333334,1.0,1.0,1.0,1.0,0.0
margin,w85__r68_f04,1.4194304792611525,1.0,1.0510952242712739,1.0,0.7332459712805987,1.0,0.0,0.0,0.7916666666666666,1.0,1.0,0.0,0.0,0.0
margin,w85__r68_f05,1.475395748019758,1.0,1.0437293000321581,1.0,0.6997093441384978,1.0,0.0,0.0,0.75,1.0,1.0,1.0,0.0,0.0
margin,w85__r69_f01,1.429863022203225,1.0,1.051264616162533,1.0,0.7253307824135474,1.0,0.0,0.0,0.9166666666666666,1.0,1.0,0.0,0.0,0.0
margin,w85__r69_f02,1.4008844807857512,1.0,0.9562508462679655,1.0,0.7093691744173631,1.0,0.0,0.0,0.8333333333333334,1.0,1.0,0.0,0.0,0.0
margin,w85__r69_f03,1.4979775532596575,1.0,1.02328238221248,1.0,0.7122994727035797,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r69_f04,1.5259757890213403,1.0,1.0472463606155342,1.0,0.7386405774821679,1.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0
margin,w85__r69_f05,1.3810547360688539,1.0,0.998146477396984,1.0,0.700071317306183,1.0,0.0,0.0,0.5833333333333334,1.0,1.0,0.0,0.0,0.0
margin,w85__r70_f01,1.4263137996479536,1.0,1.0385421713053322,1.0,0.7476578147878822,1.0,0.0,0.0,0.75,1.0,1.0,0.0,0.0,0.0
margin,w85__r70_f02,1.5606490482384583,1.0,0.9844344001233795,1.0,0.7091624562819355,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
margin,w85__r70_f03,1.5535201439459587,1.0,1.0327581807204302,1.0,0.7121451791472986,1.0,0.0,0.0,0.875,1.0,0.0,0.0,0.0,0.0
margin,w85__r70_f04,1.432187057371501,1.0,1.0410437771540137,1.0,0.7641176725950819,1.0,0.0,0.0,0.5833333333333334,1.0,1.0,0.0,0.0,0.0
margin,w85__r70_f05,1.5720796127996397,1.0,1.0834337850055438,1.0,0.747970095044227,1.0,0.0,0.0,0.9166666666666666,1.0,1.0,0.0,0.0,0.0
margin,w85__r71_f01,1.4194681165441905,1.0,0.9887899279991192,1.0,0.7048698729639024,1.0,0.0,0.0,0.9166666666666666,1.0,1.0,0.0,0.0,0.0
margin,w85__r71_f02,1.3696269698866772,1.0,0.9412108795524411,1.0,0.6916454883334227,1.0,0.0,0.0,0.875,1.0,0.0,0.0,0.0,0.0
margin,w85__r71_f03,1.4648893628653263,1.0,0.9745638167076219,1.0,0.7236414685884042,1.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0
margin,w85__r71_f04,1.6519338525168061,1.0,1.0706727702012127,1.0,0.7578695482587857,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0
margin,w85__r71_f05,1.525808447841925,1.0,1.0615205843677864,1.0,0.7464865565016348,1.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0
