model,subset,role,feature_count,metric,mean,sd_across_repeats,repeat_blocks
4d_plus_static_width,full,secondary,7,accuracy,0.9565714285714284,0.004869952149867377,20
4d_plus_static_width,full,secondary,7,balanced_accuracy,0.9125892857142859,0.007696473274123088,20
4d_plus_static_width,full,secondary,7,keyhole_recall,0.8392857142857144,0.013807795242260846,20
4d_plus_static_width,full,secondary,7,conduction_recall,0.9858928571428575,0.004253481546117024,20
4d_plus_static_width,full,secondary,7,false_negative,11.25,0.9665456669582609,20
4d_plus_static_width,full,secondary,7,false_positive,3.95,1.190974832912761,20
4d_plus_static_width,full,secondary,7,brier_score,0.03298679833544781,0.001688932470619584,20
4d_plus_static_width,q20,secondary,7,roc_auc,0.8997679197750799,0.01396014872756121,20
4d_plus_static_width,q20,secondary,7,pr_auc,0.8058245253787071,0.014345310099865899,20
4d_plus_static_width,q20,secondary,7,accuracy,0.8261373998216104,0.020785314612125787,20
4d_plus_static_width,q20,secondary,7,balanced_accuracy,0.7999112127206369,0.0233911558871415,20
4d_plus_static_width,q20,secondary,7,keyhole_recall,0.6763507071349117,0.04164494932827342,20
4d_plus_static_width,q20,secondary,7,conduction_recall,0.9234717183063621,0.014815343821862845,20
4d_plus_static_width,q20,secondary,7,false_negative,9.75,1.3717065820970682,20
4d_plus_static_width,q20,secondary,7,false_positive,3.55,0.6863327411532597,20
4d_plus_static_width,q20,secondary,7,brier_score,0.12548557183105646,0.008325172485959521,20
4d_plus_static_width,q30,secondary,7,roc_auc,0.9325808797677938,0.007259972275819107,20
4d_plus_static_width,q30,secondary,7,pr_auc,0.836828332892004,0.016981590952326025,20
4d_plus_static_width,q30,secondary,7,accuracy,0.8672526252928339,0.013233984614037344,20
4d_plus_static_width,q30,secondary,7,balanced_accuracy,0.8281323672127565,0.015465652559146479,20
4d_plus_static_width,q30,secondary,7,keyhole_recall,0.7088577950420056,0.0253396422241892,20
4d_plus_static_width,q30,secondary,7,conduction_recall,0.9474069393835076,0.013323812669034565,20
4d_plus_static_width,q30,secondary,7,false_negative,10.9,0.9679060415469872,20
4d_plus_static_width,q30,secondary,7,false_positive,3.9,1.020835571068081,20
4d_plus_static_width,q30,secondary,7,brier_score,0.098188594262721,0.004323837522837117,20
4d_plus_width_dynamics,full,primary,12,roc_auc,0.9893392857142856,0.004762161375495779,20
4d_plus_width_dynamics,full,primary,12,pr_auc,0.9624527973821607,0.0070502793075621975,20
4d_plus_width_dynamics,full,primary,12,accuracy,0.9601428571428571,0.0028533809820984347,20
4d_plus_width_dynamics,full,primary,12,balanced_accuracy,0.9188392857142856,0.006668330776014756,20
4d_plus_width_dynamics,full,primary,12,keyhole_recall,0.8500000000000002,0.01351293289895594,20
4d_plus_width_dynamics,full,primary,12,conduction_recall,0.9876785714285716,0.0018229206626215666,20
4d_plus_width_dynamics,full,primary,12,false_negative,10.5,0.9459053029269173,20
4d_plus_width_dynamics,full,primary,12,false_positive,3.45,0.5104177855340405,20
4d_plus_width_dynamics,full,primary,12,brier_score,0.030355087859946717,0.0017877530252078011,20
4d_plus_width_dynamics,q20,primary,12,roc_auc,0.906471844599114,0.023218133996033914,20
4d_plus_width_dynamics,q20,primary,12,pr_auc,0.8176997504177368,0.01603006852214481,20
4d_plus_width_dynamics,q20,primary,12,accuracy,0.8385461148619043,0.01365760437859349,20
4d_plus_width_dynamics,q20,primary,12,balanced_accuracy,0.8143714106170805,0.016821321658032615,20
4d_plus_width_dynamics,q20,primary,12,keyhole_recall,0.7021008130727263,0.033748696825093356,20
4d_plus_width_dynamics,q20,primary,12,conduction_recall,0.9266420081614347,0.011137185574968437,20
4d_plus_width_dynamics,q20,primary,12,false_negative,8.95,0.9445132413883326,20
4d_plus_width_dynamics,q20,primary,12,false_positive,3.4,0.5026246899500346,20
4d_plus_width_dynamics,q20,primary,12,brier_score,0.11835738008305714,0.0071147416998349495,20
4d_plus_width_dynamics,q30,primary,12,roc_auc,0.9413328951906816,0.019051960603752877,20
4d_plus_width_dynamics,q30,primary,12,pr_auc,0.8567040290935569,0.01748795512201738,20
4d_plus_width_dynamics,q30,primary,12,accuracy,0.8838278740410954,0.008788735235137951,20
4d_plus_width_dynamics,q30,primary,12,balanced_accuracy,0.8497198023199285,0.011839806157986249,20
4d_plus_width_dynamics,q30,primary,12,keyhole_recall,0.7460687408055829,0.022339438001492722,20
4d_plus_width_dynamics,q30,primary,12,conduction_recall,0.9533708638342739,0.0071169235821749825,20
4d_plus_width_dynamics,q30,primary,12,false_negative,9.5,0.7608859102526822,20
4d_plus_width_dynamics,q30,primary,12,false_positive,3.45,0.5104177855340405,20
4d_plus_width_dynamics,q30,primary,12,brier_score,0.08783573964937874,0.005331699031834091,20
4d_plus_width_shape_only,full,secondary,7,roc_auc,0.992206632653061,0.0006552383403854919,20
4d_plus_width_shape_only,full,secondary,7,pr_auc,0.9663321460439771,0.002711105055412973,20
4d_plus_width_shape_only,full,secondary,7,accuracy,0.9615714285714285,0.004491309187416402,20
4d_plus_width_shape_only,full,secondary,7,balanced_accuracy,0.9245535714285715,0.008610402465172255,20
4d_plus_width_shape_only,full,secondary,7,keyhole_recall,0.862857142857143,0.016966511527901754,20
4d_plus_width_shape_only,full,secondary,7,conduction_recall,0.9862500000000001,0.0038907958259164683,20
4d_plus_width_shape_only,full,secondary,7,false_negative,9.6,1.187655806953123,20
4d_plus_width_shape_only,full,secondary,7,false_positive,3.85,1.0894228312566052,20
4d_plus_width_shape_only,full,secondary,7,brier_score,0.0293571996390121,0.0011464731079384376,20
4d_plus_width_shape_only,q20,secondary,7,roc_auc,0.9216657269955775,0.0074752907513420275,20
4d_plus_width_shape_only,q20,secondary,7,pr_auc,0.828243640669764,0.009702484268631345,20
4d_plus_width_shape_only,q20,secondary,7,accuracy,0.8503288851973062,0.01905729412328865,20
4d_plus_width_shape_only,q20,secondary,7,balanced_accuracy,0.8312011384285917,0.02067079514917832,20
4d_plus_width_shape_only,q20,secondary,7,keyhole_recall,0.7424240392764447,0.03955938817701753,20
4d_plus_width_shape_only,q20,secondary,7,conduction_recall,0.9199782375807386,0.02226151861936006,20
4d_plus_width_shape_only,q20,secondary,7,false_negative,7.75,1.2085223687584246,20
4d_plus_width_shape_only,q20,secondary,7,false_positive,3.7,0.9787209698591858,20
4d_plus_width_shape_only,q20,secondary,7,brier_score,0.11183034882433063,0.00585942021039887,20
4d_plus_width_shape_only,q30,secondary,7,roc_auc,0.9525580683492544,0.003703859462028337,20
4d_plus_width_shape_only,q30,secondary,7,pr_auc,0.8631586067777095,0.015172417407018846,20
4d_plus_width_shape_only,q30,secondary,7,accuracy,0.8892336432017359,0.013710600125664158,20
4d_plus_width_shape_only,q30,secondary,7,balanced_accuracy,0.8603785538769317,0.017029208216473336,20
4d_plus_width_shape_only,q30,secondary,7,keyhole_recall,0.7727217602217604,0.03094385531387481,20
4d_plus_width_shape_only,q30,secondary,7,conduction_recall,0.9480353475321032,0.014509141455306504,20
4d_plus_width_shape_only,q30,secondary,7,false_negative,8.5,1.1002392084403616,20
4d_plus_width_shape_only,q30,secondary,7,false_positive,3.85,1.0894228312566052,20
4d_plus_width_shape_only,q30,secondary,7,brier_score,0.08457484642431268,0.0032372908567286675,20
h_only,full,phase2_reproduction,1,roc_auc,0.9894005102040817,0.0009624910128306247,20
h_only,full,phase2_reproduction,1,pr_auc,0.9534599676197875,0.007421439985962795,20
h_only,full,phase2_reproduction,1,accuracy,0.9618571428571429,0.003502339252029287,20
h_only,full,phase2_reproduction,1,balanced_accuracy,0.9292857142857143,0.005129891760425776,20
h_only,full,phase2_reproduction,1,keyhole_recall,0.875,0.009123805337978635,20
h_only,full,phase2_reproduction,1,conduction_recall,0.9835714285714285,0.0033583024712973753,20
h_only,full,phase2_reproduction,1,false_negative,8.75,0.6386663736585051,20
h_only,full,phase2_reproduction,1,false_positive,4.6,0.9403246919632545,20
h_only,full,phase2_reproduction,1,brier_score,0.030483150088317618,0.0011431059276543558,20
h_only,q20,phase2_reproduction,1,roc_auc,0.9059722124656769,0.005724951843192222,20
h_only,q20,phase2_reproduction,1,pr_auc,0.8068738440677692,0.012210961621316047,20
h_only,q20,phase2_reproduction,1,accuracy,0.8404932549669393,0.012001856236518834,20
h_only,q20,phase2_reproduction,1,balanced_accuracy,0.8210206257647782,0.01339537507348094,20
h_only,q20,phase2_reproduction,1,keyhole_recall,0.7305362108692196,0.024752666940398956,20
h_only,q20,phase2_reproduction,1,conduction_recall,0.9115050406603368,0.012502341522014782,20
h_only,q20,phase2_reproduction,1,false_negative,8.1,0.7181848464596079,20
h_only,q20,phase2_reproduction,1,false_positive,4.1,0.5525062514530825,20
h_only,q20,phase2_reproduction,1,brier_score,0.12155078443587823,0.005191681304161625,20
h_only,q30,phase2_reproduction,1,roc_auc,0.9376700604159149,0.003172261137770497,20
h_only,q30,phase2_reproduction,1,pr_auc,0.8379134467313708,0.016886307880538513,20
h_only,q30,phase2_reproduction,1,accuracy,0.8811649591436674,0.010334994863331835,20
h_only,q30,phase2_reproduction,1,balanced_accuracy,0.8530396947332781,0.012698665481784924,20
h_only,q30,phase2_reproduction,1,keyhole_recall,0.7674867174867175,0.021283456468225027,20
h_only,q30,phase2_reproduction,1,conduction_recall,0.9385926719798385,0.01166145304936366,20
h_only,q30,phase2_reproduction,1,false_negative,8.7,0.7326950970650463,20
h_only,q30,phase2_reproduction,1,false_positive,4.55,0.8870412083230169,20
h_only,q30,phase2_reproduction,1,brier_score,0.09207419605533555,0.002916698992867961,20
h_plus_width_dynamics,full,phase2_reproduction,9,roc_auc,0.9899693877551021,0.003100155244102969,20
h_plus_width_dynamics,full,phase2_reproduction,9,pr_auc,0.9625650324177186,0.0062846369106658,20
h_plus_width_dynamics,full,phase2_reproduction,9,accuracy,0.9578571428571427,0.004623295981847579,20
h_plus_width_dynamics,full,phase2_reproduction,9,balanced_accuracy,0.910982142857143,0.01099682297153318,20
h_plus_width_dynamics,full,phase2_reproduction,9,keyhole_recall,0.832857142857143,0.021788949593369203,20
h_plus_width_dynamics,full,phase2_reproduction,9,conduction_recall,0.989107142857143,0.001407265938665017,20
h_plus_width_dynamics,full,phase2_reproduction,9,false_negative,11.7,1.5252264715358452,20
h_plus_width_dynamics,full,phase2_reproduction,9,false_positive,3.05,0.39403446282620613,20
h_plus_width_dynamics,full,phase2_reproduction,9,brier_score,0.031147830560927337,0.0017232838654159506,20
h_plus_width_dynamics,q20,phase2_reproduction,9,roc_auc,0.9075931899336472,0.018476142564130046,20
h_plus_width_dynamics,q20,phase2_reproduction,9,pr_auc,0.8270427706147334,0.018684866733904345,20
h_plus_width_dynamics,q20,phase2_reproduction,9,accuracy,0.8294192412613466,0.018593656674126175,20
h_plus_width_dynamics,q20,phase2_reproduction,9,balanced_accuracy,0.8008790116655524,0.022036645948464193,20
h_plus_width_dynamics,q20,phase2_reproduction,9,keyhole_recall,0.6675919838179988,0.042628315832176016,20
h_plus_width_dynamics,q20,phase2_reproduction,9,conduction_recall,0.9341660395131057,0.008885556786940365,20
h_plus_width_dynamics,q20,phase2_reproduction,9,false_negative,10.0,1.2977713690461004,20
h_plus_width_dynamics,q20,phase2_reproduction,9,false_positive,3.05,0.39403446282620613,20
h_plus_width_dynamics,q20,phase2_reproduction,9,brier_score,0.12041218173857496,0.007208479758049585,20
h_plus_width_dynamics,q30,phase2_reproduction,9,roc_auc,0.9422719016573561,0.01403239488785849,20
h_plus_width_dynamics,q30,phase2_reproduction,9,pr_auc,0.8627087472089098,0.019521842385263326,20
h_plus_width_dynamics,q30,phase2_reproduction,9,accuracy,0.8739815926516725,0.012489114543730842,20
h_plus_width_dynamics,q30,phase2_reproduction,9,balanced_accuracy,0.8323434081369374,0.018766724785595594,20
h_plus_width_dynamics,q30,phase2_reproduction,9,keyhole_recall,0.7058722690301639,0.0360561430313851,20
h_plus_width_dynamics,q30,phase2_reproduction,9,conduction_recall,0.9588145472437107,0.005150170966422774,20
h_plus_width_dynamics,q30,phase2_reproduction,9,false_negative,11.0,1.2565617248750864,20
h_plus_width_dynamics,q30,phase2_reproduction,9,false_positive,3.05,0.39403446282620613,20
h_plus_width_dynamics,q30,phase2_reproduction,9,brier_score,0.09020750300226438,0.0049463632180326055,20
h_plus_width_shape_only,full,phase2_reproduction,4,roc_auc,0.9922627551020409,0.0006005586718556631,20
h_plus_width_shape_only,full,phase2_reproduction,4,pr_auc,0.9660197250443401,0.0024624401688764326,20
h_plus_width_shape_only,full,phase2_reproduction,4,accuracy,0.9608571428571426,0.0036021237320934007,20
h_plus_width_shape_only,full,phase2_reproduction,4,balanced_accuracy,0.9225000000000001,0.006590483977279645,20
h_plus_width_shape_only,full,phase2_reproduction,4,keyhole_recall,0.8585714285714285,0.012174880374668432,20
h_plus_width_shape_only,full,phase2_reproduction,4,conduction_recall,0.9864285714285715,0.002485187049780233,20
h_plus_width_shape_only,full,phase2_reproduction,4,false_negative,9.9,0.8522416262267903,20
h_plus_width_shape_only,full,phase2_reproduction,4,false_positive,3.8,0.6958523739384593,20
h_plus_width_shape_only,full,phase2_reproduction,4,brier_score,0.029268179812972944,0.00082930322454582,20
h_plus_width_shape_only,q20,phase2_reproduction,4,roc_auc,0.9225416071288957,0.006689265805313438,20
h_plus_width_shape_only,q20,phase2_reproduction,4,pr_auc,0.8312006233393532,0.012877782035311137,20
h_plus_width_shape_only,q20,phase2_reproduction,4,accuracy,0.8417822812559654,0.01623679281911008,20
h_plus_width_shape_only,q20,phase2_reproduction,4,balanced_accuracy,0.8202669990019306,0.017961976980177582,20
h_plus_width_shape_only,q20,phase2_reproduction,4,keyhole_recall,0.7204903100005297,0.032448608802998546,20
h_plus_width_shape_only,q20,phase2_reproduction,4,conduction_recall,0.9200436880033319,0.01519971201484437,20
h_plus_width_shape_only,q20,phase2_reproduction,4,false_negative,8.4,0.9403246919632545,20
h_plus_width_shape_only,q20,phase2_reproduction,4,false_positive,3.7,0.6569466853317862,20
h_plus_width_shape_only,q20,phase2_reproduction,4,brier_score,0.11247926007801141,0.0048545973076291014,20
h_plus_width_shape_only,q30,phase2_reproduction,4,roc_auc,0.9520121518279415,0.003298697491342161,20
h_plus_width_shape_only,q30,phase2_reproduction,4,pr_auc,0.8639681535355539,0.013394471470454996,20
h_plus_width_shape_only,q30,phase2_reproduction,4,accuracy,0.8825046027178243,0.010818476440076875,20
h_plus_width_shape_only,q30,phase2_reproduction,4,balanced_accuracy,0.8501054690512154,0.013828039843069911,20
h_plus_width_shape_only,q30,phase2_reproduction,4,keyhole_recall,0.7514799212167634,0.022695503596806246,20
h_plus_width_shape_only,q30,phase2_reproduction,4,conduction_recall,0.9487310168856673,0.00901962332032129,20
h_plus_width_shape_only,q30,phase2_reproduction,4,false_negative,9.3,0.8013147091860316,20
h_plus_width_shape_only,q30,phase2_reproduction,4,false_positive,3.8,0.6958523739384593,20
h_plus_width_shape_only,q30,phase2_reproduction,4,brier_score,0.08515467138120081,0.002221805171166264,20
static_width,full,phase2_reproduction,3,roc_auc,0.6156989795918368,0.01495440050107842,20
static_width,full,phase2_reproduction,3,pr_auc,0.24527396734833587,0.011414909823072361,20
static_width,full,phase2_reproduction,3,accuracy,0.7908571428571429,0.0017588200321459766,20
static_width,full,phase2_reproduction,3,balanced_accuracy,0.49857142857142855,0.00439705008036493,20
static_width,full,phase2_reproduction,3,keyhole_recall,0.01142857142857143,0.008794100160729892,20
static_width,full,phase2_reproduction,3,conduction_recall,0.9857142857142861,3.4171943677557405e-16,20
static_width,full,phase2_reproduction,3,false_negative,69.2,0.6155870112510924,20
static_width,full,phase2_reproduction,3,false_positive,4.0,0.0,20
static_width,full,phase2_reproduction,3,brier_score,0.1609531300895241,0.002044276525442886,20
static_width,q20,phase2_reproduction,3,roc_auc,0.5404385432489811,0.025804690879793618,20
static_width,q20,phase2_reproduction,3,pr_auc,0.48374634820793283,0.036692381516725416,20
static_width,q20,phase2_reproduction,3,accuracy,0.6143464643464644,0.018866821099643827,20
static_width,q20,phase2_reproduction,3,balanced_accuracy,0.5098784198050745,0.011113984208980235,20
static_width,q20,phase2_reproduction,3,keyhole_recall,0.019756839610148843,0.022227968417960466,20
static_width,q20,phase2_reproduction,3,conduction_recall,1.0,0.0,20
static_width,q20,phase2_reproduction,3,false_negative,29.5,1.4327007988227578,20
static_width,q20,phase2_reproduction,3,false_positive,0.0,0.0,20
static_width,q20,phase2_reproduction,3,brier_score,0.2676777599754595,0.010080506270282922,20
static_width,q30,phase2_reproduction,3,roc_auc,0.5724024256009657,0.025324994597717917,20
static_width,q30,phase2_reproduction,3,pr_auc,0.4401761337396322,0.029049446320986848,20
static_width,q30,phase2_reproduction,3,accuracy,0.671292410048905,0.008071954018732888,20
static_width,q30,phase2_reproduction,3,balanced_accuracy,0.5106039744197639,0.008019065942085827,20
static_width,q30,phase2_reproduction,3,keyhole_recall,0.021207948839527792,0.016038131884171646,20
static_width,q30,phase2_reproduction,3,conduction_recall,1.0,0.0,20
static_width,q30,phase2_reproduction,3,false_negative,36.65,0.9333020044867296,20
static_width,q30,phase2_reproduction,3,false_positive,0.0,0.0,20
static_width,q30,phase2_reproduction,3,brier_score,0.23386379662442155,0.004641626634429923,20
width_dynamics,full,phase2_reproduction,8,roc_auc,0.6331785714285714,0.011110692798607387,20
width_dynamics,full,phase2_reproduction,8,pr_auc,0.30734456706052266,0.01890450253736509,20
width_dynamics,full,phase2_reproduction,8,accuracy,0.7982857142857143,0.0029894192216034067,20
width_dynamics,full,phase2_reproduction,8,balanced_accuracy,0.502142857142857,0.004692476323798457,20
width_dynamics,full,phase2_reproduction,8,keyhole_recall,0.008571428571428572,0.008546329165944553,20
width_dynamics,full,phase2_reproduction,8,conduction_recall,0.9957142857142858,0.0027420424855353993,20
width_dynamics,full,phase2_reproduction,8,false_negative,69.4,0.5982430416161189,20
width_dynamics,full,phase2_reproduction,8,false_positive,1.2,0.7677718959499145,20
width_dynamics,full,phase2_reproduction,8,brier_score,0.15521150114278026,0.0017163181706983611,20
width_dynamics,q20,phase2_reproduction,8,roc_auc,0.49719829479517497,0.028296317043777424,20
width_dynamics,q20,phase2_reproduction,8,pr_auc,0.44604223904634815,0.03663290754016098,20
width_dynamics,q20,phase2_reproduction,8,accuracy,0.609793158477369,0.020606755909159297,20
width_dynamics,q20,phase2_reproduction,8,balanced_accuracy,0.5053599075302755,0.010387717840239652,20
width_dynamics,q20,phase2_reproduction,8,keyhole_recall,0.015029364637957518,0.017077202486440776,20
width_dynamics,q20,phase2_reproduction,8,conduction_recall,0.9956904504225934,0.008853880031264033,20
width_dynamics,q20,phase2_reproduction,8,false_negative,29.65,1.5312533566021216,20
width_dynamics,q20,phase2_reproduction,8,false_positive,0.2,0.41039134083406165,20
width_dynamics,q20,phase2_reproduction,8,brier_score,0.2754881947732711,0.01026392957904296,20
width_dynamics,q30,phase2_reproduction,8,roc_auc,0.5220046169582038,0.023228170023367623,20
width_dynamics,q30,phase2_reproduction,8,pr_auc,0.4060905663436096,0.027079873057713037,20
width_dynamics,q30,phase2_reproduction,8,accuracy,0.6654199507762165,0.014292275826905754,20
width_dynamics,q30,phase2_reproduction,8,balanced_accuracy,0.503960574010592,0.008884133548819782,20
width_dynamics,q30,phase2_reproduction,8,keyhole_recall,0.012059275875065348,0.013684195537037112,20
width_dynamics,q30,phase2_reproduction,8,conduction_recall,0.9958618721461188,0.007897306446297787,20
width_dynamics,q30,phase2_reproduction,8,false_negative,37.0,1.1697953037312037,20
width_dynamics,q30,phase2_reproduction,8,false_positive,0.3,0.5712405705774793,20
width_dynamics,q30,phase2_reproduction,8,brier_score,0.24038807132672924,0.0061408662174547764,20
width_dynamics_only,full,primary,8,roc_auc,0.6331785714285714,0.011110692798607387,20
width_dynamics_only,full,primary,8,pr_auc,0.30734456706052266,0.01890450253736509,20
width_dynamics_only,full,primary,8,accuracy,0.7982857142857143,0.0029894192216034067,20
width_dynamics_only,full,primary,8,balanced_accuracy,0.502142857142857,0.004692476323798457,20
width_dynamics_only,full,primary,8,keyhole_recall,0.008571428571428572,0.008546329165944553,20
width_dynamics_only,full,primary,8,conduction_recall,0.9957142857142858,0.0027420424855353993,20
width_dynamics_only,full,primary,8,false_negative,69.4,0.5982430416161189,20
width_dynamics_only,full,primary,8,false_positive,1.2,0.7677718959499145,20
width_dynamics_only,full,primary,8,brier_score,0.15521150114278026,0.0017163181706983611,20
width_dynamics_only,q20,primary,8,roc_auc,0.49719829479517497,0.028296317043777424,20
width_dynamics_only,q20,primary,8,pr_auc,0.44604223904634815,0.03663290754016098,20
width_dynamics_only,q20,primary,8,accuracy,0.609793158477369,0.020606755909159297,20
width_dynamics_only,q20,primary,8,balanced_accuracy,0.5053599075302755,0.010387717840239652,20
width_dynamics_only,q20,primary,8,keyhole_recall,0.015029364637957518,0.017077202486440776,20
width_dynamics_only,q20,primary,8,conduction_recall,0.9956904504225934,0.008853880031264033,20
width_dynamics_only,q20,primary,8,false_negative,29.65,1.5312533566021216,20
width_dynamics_only,q20,primary,8,false_positive,0.2,0.41039134083406165,20
width_dynamics_only,q20,primary,8,brier_score,0.2754881947732711,0.01026392957904296,20
width_dynamics_only,q30,primary,8,roc_auc,0.5220046169582038,0.023228170023367623,20
width_dynamics_only,q30,primary,8,pr_auc,0.4060905663436096,0.027079873057713037,20
width_dynamics_only,q30,primary,8,accuracy,0.6654199507762165,0.014292275826905754,20
width_dynamics_only,q30,primary,8,balanced_accuracy,0.503960574010592,0.008884133548819782,20
width_dynamics_only,q30,primary,8,keyhole_recall,0.012059275875065348,0.013684195537037112,20
width_dynamics_only,q30,primary,8,conduction_recall,0.9958618721461188,0.007897306446297787,20
width_dynamics_only,q30,primary,8,false_negative,37.0,1.1697953037312037,20
width_dynamics_only,q30,primary,8,false_positive,0.3,0.5712405705774793,20
width_dynamics_only,q30,primary,8,brier_score,0.24038807132672924,0.0061408662174547764,20
