model,subset,metric,phase2_published_mean,phase2_1_reproduced_mean,abs_difference,status
h_plus_width_dynamics,full,balanced_accuracy,0.910982142857143,0.910982142857143,0.0,PASS
h_plus_width_dynamics,full,keyhole_recall,0.832857142857143,0.832857142857143,0.0,PASS
h_plus_width_dynamics,full,conduction_recall,0.989107142857143,0.989107142857143,0.0,PASS
h_plus_width_dynamics,full,false_negative,11.7,11.7,0.0,PASS
h_plus_width_dynamics,full,false_positive,3.05,3.05,0.0,PASS
h_plus_width_dynamics,full,brier_score,0.0311478305609273,0.031147830560927337,3.8163916471489756e-17,PASS
h_plus_width_dynamics,q20,roc_auc,0.9075931899336472,0.9075931899336472,0.0,PASS
h_plus_width_dynamics,q20,pr_auc,0.8270427706147334,0.8270427706147334,0.0,PASS
h_plus_width_dynamics,q20,accuracy,0.8294192412613466,0.8294192412613466,0.0,PASS
h_plus_width_dynamics,q20,balanced_accuracy,0.8008790116655524,0.8008790116655524,0.0,PASS
h_plus_width_dynamics,q20,keyhole_recall,0.6675919838179988,0.6675919838179988,0.0,PASS
h_plus_width_dynamics,q20,conduction_recall,0.9341660395131056,0.9341660395131057,1.1102230246251565e-16,PASS
h_plus_width_dynamics,q20,false_negative,10.0,10.0,0.0,PASS
h_plus_width_dynamics,q20,false_positive,3.05,3.05,0.0,PASS
h_plus_width_dynamics,q20,brier_score,0.1204121817385749,0.12041218173857496,5.551115123125783e-17,PASS
h_plus_width_dynamics,q30,roc_auc,0.942271901657356,0.9422719016573561,1.1102230246251565e-16,PASS
h_plus_width_dynamics,q30,pr_auc,0.8627087472089098,0.8627087472089098,0.0,PASS
h_plus_width_dynamics,q30,accuracy,0.8739815926516725,0.8739815926516725,0.0,PASS
h_plus_width_dynamics,q30,balanced_accuracy,0.8323434081369374,0.8323434081369374,0.0,PASS
h_plus_width_dynamics,q30,keyhole_recall,0.7058722690301639,0.7058722690301639,0.0,PASS
h_plus_width_dynamics,q30,conduction_recall,0.9588145472437108,0.9588145472437107,1.1102230246251565e-16,PASS
h_plus_width_dynamics,q30,false_negative,11.0,11.0,0.0,PASS
h_plus_width_dynamics,q30,false_positive,3.05,3.05,0.0,PASS
h_plus_width_dynamics,q30,brier_score,0.0902075030022643,0.09020750300226438,8.326672684688674e-17,PASS
h_plus_width_shape_only,full,roc_auc,0.9922627551020408,0.9922627551020409,1.1102230246251565e-16,PASS
h_plus_width_shape_only,full,pr_auc,0.96601972504434,0.9660197250443401,1.1102230246251565e-16,PASS
h_plus_width_shape_only,full,accuracy,0.9608571428571426,0.9608571428571426,0.0,PASS
h_plus_width_shape_only,full,balanced_accuracy,0.9225,0.9225000000000001,1.1102230246251565e-16,PASS
h_plus_width_shape_only,full,keyhole_recall,0.8585714285714285,0.8585714285714285,0.0,PASS
h_plus_width_shape_only,full,conduction_recall,0.9864285714285717,0.9864285714285715,1.1102230246251565e-16,PASS
h_plus_width_shape_only,full,false_negative,9.9,9.9,0.0,PASS
h_plus_width_shape_only,full,false_positive,3.8,3.8,0.0,PASS
h_plus_width_shape_only,full,brier_score,0.0292681798129729,0.029268179812972944,4.5102810375396984e-17,PASS
h_plus_width_shape_only,q20,roc_auc,0.9225416071288955,0.9225416071288957,1.1102230246251565e-16,PASS
h_plus_width_shape_only,q20,pr_auc,0.8312006233393532,0.8312006233393532,0.0,PASS
h_plus_width_shape_only,q20,accuracy,0.8417822812559654,0.8417822812559654,0.0,PASS
h_plus_width_shape_only,q20,balanced_accuracy,0.8202669990019306,0.8202669990019306,0.0,PASS
h_plus_width_shape_only,q20,keyhole_recall,0.7204903100005297,0.7204903100005297,0.0,PASS
h_plus_width_shape_only,q20,conduction_recall,0.920043688003332,0.9200436880033319,1.1102230246251565e-16,PASS
h_plus_width_shape_only,q20,false_negative,8.4,8.4,0.0,PASS
h_plus_width_shape_only,q20,false_positive,3.7,3.7,0.0,PASS
h_plus_width_shape_only,q20,brier_score,0.1124792600780113,0.11247926007801141,1.1102230246251565e-16,PASS
h_plus_width_shape_only,q30,roc_auc,0.9520121518279416,0.9520121518279415,1.1102230246251565e-16,PASS
h_plus_width_shape_only,q30,pr_auc,0.8639681535355539,0.8639681535355539,0.0,PASS
h_plus_width_shape_only,q30,accuracy,0.8825046027178243,0.8825046027178243,0.0,PASS
h_plus_width_shape_only,q30,balanced_accuracy,0.8501054690512154,0.8501054690512154,0.0,PASS
h_plus_width_shape_only,q30,keyhole_recall,0.7514799212167634,0.7514799212167634,0.0,PASS
h_plus_width_shape_only,q30,conduction_recall,0.9487310168856672,0.9487310168856673,1.1102230246251565e-16,PASS
h_plus_width_shape_only,q30,false_negative,9.3,9.3,0.0,PASS
h_plus_width_shape_only,q30,false_positive,3.8,3.8,0.0,PASS
h_plus_width_shape_only,q30,brier_score,0.0851546713812007,0.08515467138120081,1.1102230246251565e-16,PASS
static_width,full,roc_auc,0.6156989795918368,0.6156989795918368,0.0,PASS
static_width,full,pr_auc,0.2452739673483358,0.24527396734833587,8.326672684688674e-17,PASS
static_width,full,accuracy,0.7908571428571429,0.7908571428571429,0.0,PASS
static_width,full,balanced_accuracy,0.4985714285714285,0.49857142857142855,5.551115123125783e-17,PASS
static_width,full,keyhole_recall,0.0114285714285714,0.01142857142857143,2.949029909160572e-17,PASS
static_width,full,conduction_recall,0.985714285714286,0.9857142857142861,1.1102230246251565e-16,PASS
static_width,full,false_negative,69.2,69.2,0.0,PASS
static_width,full,false_positive,4.0,4.0,0.0,PASS
static_width,full,brier_score,0.1609531300895241,0.1609531300895241,0.0,PASS
static_width,q20,roc_auc,0.5404385432489811,0.5404385432489811,0.0,PASS
static_width,q20,pr_auc,0.4837463482079328,0.48374634820793283,5.551115123125783e-17,PASS
static_width,q20,accuracy,0.6143464643464644,0.6143464643464644,0.0,PASS
static_width,q20,balanced_accuracy,0.5098784198050745,0.5098784198050745,0.0,PASS
static_width,q20,keyhole_recall,0.0197568396101488,0.019756839610148843,4.163336342344337e-17,PASS
static_width,q20,conduction_recall,1.0,1.0,0.0,PASS
static_width,q20,false_negative,29.5,29.5,0.0,PASS
static_width,q20,false_positive,0.0,0.0,0.0,PASS
static_width,q20,brier_score,0.2676777599754595,0.2676777599754595,0.0,PASS
static_width,q30,roc_auc,0.5724024256009657,0.5724024256009657,0.0,PASS
static_width,q30,pr_auc,0.4401761337396322,0.4401761337396322,0.0,PASS
static_width,q30,accuracy,0.671292410048905,0.671292410048905,0.0,PASS
static_width,q30,balanced_accuracy,0.5106039744197639,0.5106039744197639,0.0,PASS
static_width,q30,keyhole_recall,0.0212079488395277,0.021207948839527792,9.020562075079397e-17,PASS
static_width,q30,conduction_recall,1.0,1.0,0.0,PASS
static_width,q30,false_negative,36.65,36.65,0.0,PASS
static_width,q30,false_positive,0.0,0.0,0.0,PASS
static_width,q30,brier_score,0.2338637966244215,0.23386379662442155,5.551115123125783e-17,PASS
width_dynamics,full,roc_auc,0.6331785714285714,0.6331785714285714,0.0,PASS
width_dynamics,full,pr_auc,0.3073445670605226,0.30734456706052266,5.551115123125783e-17,PASS
width_dynamics,full,accuracy,0.7982857142857143,0.7982857142857143,0.0,PASS
width_dynamics,full,balanced_accuracy,0.502142857142857,0.502142857142857,0.0,PASS
width_dynamics,full,keyhole_recall,0.0085714285714285,0.008571428571428572,7.112366251504909e-17,PASS
width_dynamics,full,conduction_recall,0.9957142857142858,0.9957142857142858,0.0,PASS
width_dynamics,full,false_negative,69.4,69.4,0.0,PASS
width_dynamics,full,false_positive,1.2,1.2,0.0,PASS
width_dynamics,full,brier_score,0.1552115011427803,0.15521150114278026,2.7755575615628914e-17,PASS
width_dynamics,q20,roc_auc,0.4971982947951749,0.49719829479517497,5.551115123125783e-17,PASS
width_dynamics,q20,pr_auc,0.4460422390463481,0.44604223904634815,5.551115123125783e-17,PASS
width_dynamics,q20,accuracy,0.609793158477369,0.609793158477369,0.0,PASS
width_dynamics,q20,balanced_accuracy,0.5053599075302755,0.5053599075302755,0.0,PASS
width_dynamics,q20,keyhole_recall,0.0150293646379575,0.015029364637957518,1.9081958235744878e-17,PASS
width_dynamics,q20,conduction_recall,0.9956904504225934,0.9956904504225934,0.0,PASS
width_dynamics,q20,false_negative,29.65,29.65,0.0,PASS
width_dynamics,q20,false_positive,0.2,0.2,0.0,PASS
width_dynamics,q20,brier_score,0.2754881947732711,0.2754881947732711,0.0,PASS
width_dynamics,q30,roc_auc,0.5220046169582038,0.5220046169582038,0.0,PASS
width_dynamics,q30,pr_auc,0.4060905663436096,0.4060905663436096,0.0,PASS
width_dynamics,q30,accuracy,0.6654199507762165,0.6654199507762165,0.0,PASS
width_dynamics,q30,balanced_accuracy,0.503960574010592,0.503960574010592,0.0,PASS
width_dynamics,q30,keyhole_recall,0.0120592758750653,0.012059275875065348,4.85722573273506e-17,PASS
width_dynamics,q30,conduction_recall,0.9958618721461188,0.9958618721461188,0.0,PASS
width_dynamics,q30,false_negative,37.0,37.0,0.0,PASS
width_dynamics,q30,false_positive,0.3,0.3,0.0,PASS
width_dynamics,q30,brier_score,0.2403880713267293,0.24038807132672924,5.551115123125783e-17,PASS
