subset,contrast,contrast_role,metric,lower_is_better,mean_difference,ci_low,ci_high,signflip_p,repeat_blocks,holm_p_metric_family
q20,4d_plus_width_dynamics - 4d_only,primary,keyhole_recall,False,0.010129426214312204,-0.001954836143995971,0.02505462418560305,0.1960901954902255,20,1.0
q20,4d_plus_width_dynamics - 4d_only,primary,conduction_recall,False,-0.0031953490616104694,-0.008636047079948245,0.002216429001449478,0.4009299535023249,20,
q20,4d_plus_width_dynamics - 4d_only,primary,false_negative,True,-0.3,-0.7,0.05,0.25173741312934356,20,
q20,4d_plus_width_dynamics - 4d_only,primary,false_positive,True,0.15,-0.1,0.4,0.4574771261436928,20,
q20,4d_plus_width_dynamics - 4d_only,primary,brier_score,True,-0.0021267183643041707,-0.0049851779185337225,0.000977437461862659,0.19129043547822608,20,1.0
q20,h_plus_width_dynamics - h_only,secondary,roc_auc,False,0.0016209774679705412,-0.006683600459507781,0.009429873808261003,0.7104644767761612,20,0.8977551122443878
q20,h_plus_width_dynamics - h_only,secondary,pr_auc,False,0.020168926546964273,0.01134555520954463,0.028850709957614008,0.00039998000099995,20,0.0017499125043747813
q20,h_plus_width_dynamics - h_only,secondary,accuracy,False,-0.011074013705592639,-0.018884607716844536,-0.003289260082023231,0.01629918504074796,20,0.048897555122243884
q20,h_plus_width_dynamics - h_only,secondary,balanced_accuracy,False,-0.020141614099225928,-0.028774709003989613,-0.01126306723311748,0.00034998250087495624,20,0.0017499125043747813
q20,h_plus_width_dynamics - h_only,secondary,keyhole_recall,False,-0.06294422705122094,-0.0780093419771969,-0.04869747098297052,4.999750012499375e-05,20,0.0002999850007499625
q20,h_plus_width_dynamics - h_only,secondary,conduction_recall,False,0.022660998852769072,0.01722312143731013,0.02805061484409314,9.99950002499875e-05,20,
q20,h_plus_width_dynamics - h_only,secondary,false_negative,True,1.9,1.45,2.35,4.999750012499375e-05,20,
q20,h_plus_width_dynamics - h_only,secondary,false_positive,True,-1.05,-1.3,-0.8,4.999750012499375e-05,20,
q20,h_plus_width_dynamics - h_only,secondary,brier_score,True,-0.0011386026973032814,-0.004001983694891634,0.0018913628519172216,0.4488775561221939,20,0.8977551122443878
q20,4d_plus_width_shape_only - 4d_only,secondary,roc_auc,False,0.01435520611261128,0.011528794221354749,0.017078929963481912,4.999750012499375e-05,20,0.0002999850007499625
q20,4d_plus_width_shape_only - 4d_only,secondary,pr_auc,False,0.01472865788918865,0.011400960017484413,0.018191994818844374,4.999750012499375e-05,20,0.0002999850007499625
q20,4d_plus_width_shape_only - 4d_only,secondary,accuracy,False,0.013749953223637434,0.004632697198486671,0.02271131828697617,0.008349582520873956,20,0.008349582520873956
q20,4d_plus_width_shape_only - 4d_only,secondary,balanced_accuracy,False,0.020296766387862052,0.009425000938233513,0.03126362087173578,0.0018999050047497626,20,0.003799810009499525
q20,4d_plus_width_shape_only - 4d_only,secondary,keyhole_recall,False,0.05045265241803062,0.03189859557908259,0.07057302260448112,0.000199990000499975,20,0.000599970001499925
q20,4d_plus_width_shape_only - 4d_only,secondary,conduction_recall,False,-0.009859119642306513,-0.015555555555555562,-0.0043730085311954,0.0073996300184990755,20,
q20,4d_plus_width_shape_only - 4d_only,secondary,false_negative,True,-1.5,-2.05,-0.95,0.000199990000499975,20,
q20,4d_plus_width_shape_only - 4d_only,secondary,false_positive,True,0.45,0.2,0.7012499999999817,0.007749612519374031,20,
q20,4d_plus_width_shape_only - 4d_only,secondary,brier_score,True,-0.008653749623030685,-0.009721025597184199,-0.007469305281233116,4.999750012499375e-05,20,0.0002999850007499625
q20,4d_plus_static_width - 4d_only,secondary,roc_auc,False,-0.00754260110788652,-0.01085486955753297,-0.004549729102301958,9.99950002499875e-05,20,0.00039998000099995
q20,4d_plus_static_width - 4d_only,secondary,pr_auc,False,-0.007690457401868312,-0.010818277330138258,-0.004917372976538234,4.999750012499375e-05,20,0.0002999850007499625
q20,4d_plus_static_width - 4d_only,secondary,accuracy,False,-0.010441532152058442,-0.018302536279509927,-0.002597621676569034,0.02889855507224639,20,0.08669566521673916
q20,4d_plus_static_width - 4d_only,secondary,balanced_accuracy,False,-0.010993159320092611,-0.02065987587479691,-0.0012260385025190772,0.048197590120493974,20,0.09639518024098795
q20,4d_plus_static_width - 4d_only,secondary,keyhole_recall,False,-0.015620679723502307,-0.035332913720271204,0.0031024261414799126,0.15329233538323084,20,0.15329233538323084
q20,4d_plus_static_width - 4d_only,secondary,conduction_recall,False,-0.006365638916682936,-0.010670239019520878,-0.0021286231884058036,0.032698365081745916,20,
q20,4d_plus_static_width - 4d_only,secondary,false_negative,True,0.5,-0.05,1.1,0.16134193290335483,20,
q20,4d_plus_static_width - 4d_only,secondary,false_positive,True,0.3,0.1,0.5,0.0336483175841208,20,
q20,4d_plus_static_width - 4d_only,secondary,brier_score,True,0.005001473383695157,0.003475363274867697,0.006589597958742476,4.999750012499375e-05,20,0.0002999850007499625
q20,width_dynamics_only - 4d_only,descriptive,roc_auc,False,-0.4101122260877913,-0.42248325843429857,-0.39808415994451946,4.999750012499375e-05,20,0.0002999850007499625
q20,width_dynamics_only - 4d_only,descriptive,pr_auc,False,-0.36747274373422717,-0.38146506639675637,-0.3533094073000229,4.999750012499375e-05,20,0.0002999850007499625
q20,width_dynamics_only - 4d_only,descriptive,accuracy,False,-0.22678577349629983,-0.23672636870005295,-0.2167175552043973,4.999750012499375e-05,20,0.0002999850007499625
q20,width_dynamics_only - 4d_only,descriptive,balanced_accuracy,False,-0.3055444645104542,-0.3146231648720571,-0.29617224720121216,4.999750012499375e-05,20,0.0002999850007499625
q20,width_dynamics_only - 4d_only,descriptive,keyhole_recall,False,-0.6769420222204566,-0.6968072713895068,-0.6578571519611739,4.999750012499375e-05,20,0.0002999850007499625
q20,width_dynamics_only - 4d_only,descriptive,conduction_recall,False,0.0658530931995482,0.059713525132672404,0.07286349110047405,4.999750012499375e-05,20,
q20,width_dynamics_only - 4d_only,descriptive,false_negative,True,20.4,19.6,21.25,4.999750012499375e-05,20,
q20,width_dynamics_only - 4d_only,descriptive,false_positive,True,-3.05,-3.35,-2.75,4.999750012499375e-05,20,
q20,width_dynamics_only - 4d_only,descriptive,brier_score,True,0.1550040963259098,0.15068701253284986,0.15939460537600522,4.999750012499375e-05,20,0.0002999850007499625
q20,4d_only - h_only,descriptive,roc_auc,False,0.0013383084172895632,-0.0022487291050802324,0.004973029703039837,0.48922553872306385,20,0.7942102894855257
q20,4d_only - h_only,descriptive,pr_auc,False,0.006641138712806261,0.0017420164481371748,0.011754151751040921,0.018899055047247638,20,0.09449527523623819
q20,4d_only - h_only,descriptive,accuracy,False,-0.003914322993270369,-0.010494575659049337,0.0026223475730054535,0.27913604319784013,20,0.7942102894855257
q20,4d_only - h_only,descriptive,balanced_accuracy,False,-0.010116253724048618,-0.018317666926060898,-0.002234372178390128,0.02389880505974701,20,0.09559522023898805
q20,4d_only - h_only,descriptive,keyhole_recall,False,-0.03856482401080566,-0.0520922068667567,-0.024038614333386298,0.000199990000499975,20,0.00119994000299985
q20,4d_only - h_only,descriptive,conduction_recall,False,0.018332316562708423,0.012875228338363926,0.02371769366280282,9.99950002499875e-05,20,
q20,4d_only - h_only,descriptive,false_negative,True,1.15,0.7487500000000005,1.55,0.00039998000099995,20,
q20,4d_only - h_only,descriptive,false_positive,True,-0.85,-1.1,-0.6,0.00014999250037498125,20,
q20,4d_only - h_only,descriptive,brier_score,True,-0.0010666859885169223,-0.0027760543905161303,0.0006542107990742983,0.2647367631618419,20,0.7942102894855257
q30,4d_plus_width_dynamics - 4d_only,primary,roc_auc,False,0.002180789456474391,-0.006393065082198557,0.009157900938797215,0.5953702314884256,20,0.5953702314884256
q30,4d_plus_width_dynamics - 4d_only,primary,pr_auc,False,0.010427727808180343,0.0047998866649889525,0.015971878834753584,0.0018999050047497626,20,0.009499525023748814
q30,4d_plus_width_dynamics - 4d_only,primary,accuracy,False,0.0031090508973211695,-0.0009213068700705128,0.007541254127888689,0.22428878556072196,20,0.4485775711214439
q30,4d_plus_width_dynamics - 4d_only,primary,balanced_accuracy,False,0.004891309207549277,-0.0001603304480580199,0.010516366860281314,0.11229438528073596,20,0.35138243087845605
q30,4d_plus_width_dynamics - 4d_only,primary,keyhole_recall,False,0.01052236446973288,0.0010924905168326054,0.02115734155207838,0.08784560771961401,20,0.35138243087845605
q30,4d_plus_width_dynamics - 4d_only,primary,conduction_recall,False,-0.0007397460546343049,-0.004128614916286144,0.002648401826484015,0.49497525123743813,20,
q30,4d_plus_width_dynamics - 4d_only,primary,false_negative,True,-0.4,-0.8,-0.05,0.09459527023648817,20,
q30,4d_plus_width_dynamics - 4d_only,primary,false_positive,True,0.05,-0.2,0.3,1.0,20,
q30,4d_plus_width_dynamics - 4d_only,primary,brier_score,True,-0.0046294913929275285,-0.0066521331734317405,-0.00262528132389297,0.0004999750012499375,20,0.002999850007499625
q30,h_plus_width_dynamics - h_only,secondary,roc_auc,False,0.004601841241441062,-0.001656406471463707,0.010346767145417544,0.15374231288435578,20,0.18359082045897704
q30,h_plus_width_dynamics - h_only,secondary,pr_auc,False,0.024795300477539008,0.01676433669681824,0.032503570957207836,9.99950002499875e-05,20,0.0004999750012499375
q30,h_plus_width_dynamics - h_only,secondary,accuracy,False,-0.007183366491994808,-0.013421444743070847,-0.0009368151319202209,0.03234838258087096,20,0.09704514774261287
q30,h_plus_width_dynamics - h_only,secondary,balanced_accuracy,False,-0.020696286596340673,-0.028035992229577776,-0.0133049785442089,0.000199990000499975,20,0.0007999600019999
q30,h_plus_width_dynamics - h_only,secondary,keyhole_recall,False,-0.061614448456553714,-0.07410491969702498,-0.04849157229091441,4.999750012499375e-05,20,0.0002999850007499625
q30,h_plus_width_dynamics - h_only,secondary,conduction_recall,False,0.020221875263872358,0.01483321467195383,0.026312705793392503,4.999750012499375e-05,20,
q30,h_plus_width_dynamics - h_only,secondary,false_negative,True,2.3,1.85,2.75,4.999750012499375e-05,20,
q30,h_plus_width_dynamics - h_only,secondary,false_positive,True,-1.5,-1.95,-1.1,4.999750012499375e-05,20,
q30,h_plus_width_dynamics - h_only,secondary,brier_score,True,-0.0018666930530711653,-0.003835628414577846,0.00019726208102524665,0.09179541022948852,20,0.18359082045897704
q30,4d_plus_width_shape_only - 4d_only,secondary,roc_auc,False,0.013405962615046979,0.01154374025701979,0.015203353001870486,4.999750012499375e-05,20,0.0002999850007499625
q30,4d_plus_width_shape_only - 4d_only,secondary,pr_auc,False,0.01688230549233269,0.014039996079220346,0.019707755756763354,4.999750012499375e-05,20,0.0002999850007499625
q30,4d_plus_width_shape_only - 4d_only,secondary,accuracy,False,0.008514820057961659,0.0026872564546790495,0.014342831697920208,0.011899405029748513,20,0.011899405029748513
q30,4d_plus_width_shape_only - 4d_only,secondary,balanced_accuracy,False,0.015550060764552481,0.007979770176629418,0.02265926282613376,0.0010499475026248687,20,0.0020998950052497373
q30,4d_plus_width_shape_only - 4d_only,secondary,keyhole_recall,False,0.037175383885910206,0.0239817942942943,0.05138904086272507,4.999750012499375e-05,20,0.0002999850007499625
q30,4d_plus_width_shape_only - 4d_only,secondary,conduction_recall,False,-0.00607526235680525,-0.010761635824721606,-0.002010195866378272,0.019549022548872558,20,
q30,4d_plus_width_shape_only - 4d_only,secondary,false_negative,True,-1.4,-1.95,-0.9,4.999750012499375e-05,20,
q30,4d_plus_width_shape_only - 4d_only,secondary,false_positive,True,0.45,0.15,0.8,0.0311984400779961,20,
q30,4d_plus_width_shape_only - 4d_only,secondary,brier_score,True,-0.007890384617993618,-0.008706396670631599,-0.0070222662034782075,4.999750012499375e-05,20,0.0002999850007499625
q30,4d_plus_static_width - 4d_only,secondary,roc_auc,False,-0.006571225966413402,-0.00846540212447068,-0.00475947122216497,4.999750012499375e-05,20,0.0002999850007499625
q30,4d_plus_static_width - 4d_only,secondary,pr_auc,False,-0.00944796839337283,-0.012212724428420498,-0.006853811664114826,4.999750012499375e-05,20,0.0002999850007499625
q30,4d_plus_static_width - 4d_only,secondary,accuracy,False,-0.01346619785094048,-0.01799857803777309,-0.008921095587024776,0.000199990000499975,20,0.00039998000099995
q30,4d_plus_static_width - 4d_only,secondary,balanced_accuracy,False,-0.01669612589962265,-0.02263768664052548,-0.010495814488577644,9.99950002499875e-05,20,0.0002999850007499625
q30,4d_plus_static_width - 4d_only,secondary,keyhole_recall,False,-0.026688581293844455,-0.03929031257978627,-0.014723939526571106,0.000199990000499975,20,0.00039998000099995
q30,4d_plus_static_width - 4d_only,secondary,conduction_recall,False,-0.00670367050540085,-0.012018991504121277,-0.002675675675675676,0.015249237538123094,20,
q30,4d_plus_static_width - 4d_only,secondary,false_negative,True,1.0,0.55,1.45,0.0008499575021248938,20,
q30,4d_plus_static_width - 4d_only,secondary,false_positive,True,0.5,0.15,0.9,0.015799210039498024,20,
q30,4d_plus_static_width - 4d_only,secondary,brier_score,True,0.005723363220414713,0.0047378058483162405,0.0067420707698321635,4.999750012499375e-05,20,0.0002999850007499625
q30,width_dynamics_only - 4d_only,descriptive,roc_auc,False,-0.4171474887760035,-0.42715379908532836,-0.40733915553878136,4.999750012499375e-05,20,0.0002999850007499625
q30,width_dynamics_only - 4d_only,descriptive,pr_auc,False,-0.44018573494176705,-0.4531774255956347,-0.42805719934056935,9.99950002499875e-05,20,0.0002999850007499625
q30,width_dynamics_only - 4d_only,descriptive,accuracy,False,-0.21529887236755788,-0.22344969814679866,-0.2081108547649938,4.999750012499375e-05,20,0.0002999850007499625
q30,width_dynamics_only - 4d_only,descriptive,balanced_accuracy,False,-0.3408679191017872,-0.3483108138861992,-0.3334708448854268,4.999750012499375e-05,20,0.0002999850007499625
q30,width_dynamics_only - 4d_only,descriptive,keyhole_recall,False,-0.7234871004607848,-0.736986324634351,-0.7090148486036645,4.999750012499375e-05,20,0.0002999850007499625
q30,width_dynamics_only - 4d_only,descriptive,conduction_recall,False,0.04175126225721036,0.036471807929053794,0.046908718126922905,4.999750012499375e-05,20,
q30,width_dynamics_only - 4d_only,descriptive,false_negative,True,27.1,26.45,27.75,4.999750012499375e-05,20,
q30,width_dynamics_only - 4d_only,descriptive,false_positive,True,-3.1,-3.5,-2.7,4.999750012499375e-05,20,
q30,width_dynamics_only - 4d_only,descriptive,brier_score,True,0.14792284028442293,0.145091215863816,0.15104509961111387,4.999750012499375e-05,20,0.0002999850007499625
q30,4d_only - h_only,descriptive,roc_auc,False,0.0014820453182925798,-0.0007045283650907938,0.0037492143311785397,0.21573921303934804,20,0.6472176391180441
q30,4d_only - h_only,descriptive,pr_auc,False,0.008362854554005877,0.003924646636050304,0.01290937582652581,0.0014999250037498126,20,0.007499625018749062
q30,4d_only - h_only,descriptive,accuracy,False,-0.00044613599989299366,-0.006672624023947383,0.00489893516303915,0.9014049297535123,20,1.0
q30,4d_only - h_only,descriptive,balanced_accuracy,False,-0.008211201620898823,-0.015616145444290725,-0.0014847911839936216,0.03419829008549573,20,0.1367931603419829
q30,4d_only - h_only,descriptive,keyhole_recall,False,-0.031940341150867475,-0.04528562722641672,-0.019702856956146438,0.0002999850007499625,20,0.001799910004499775
q30,4d_only - h_only,descriptive,conduction_recall,False,0.015517937909069829,0.010768218615154425,0.020797936044371662,9.99950002499875e-05,20,
q30,4d_only - h_only,descriptive,false_negative,True,1.2,0.7,1.7,0.00024998750062496874,20,
q30,4d_only - h_only,descriptive,false_positive,True,-1.15,-1.55,-0.8,4.999750012499375e-05,20,
q30,4d_only - h_only,descriptive,brier_score,True,0.00039103498697073345,-0.00093023622303391,0.00178903767274882,0.5977201139943003,20,1.0
