benchmark,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30,acquisition_selected_position,acquisition_selected_p_plus,acquisition_selected_uncertainty_score,acquisition_selected_entropy,acquisition_binary_entropy_margin_note,acquisition_gate_fraction,acquisition_min_shortlist_size,acquisition_shortlist_size,acquisition_beta,acquisition_selected_shortlist_position,acquisition_selected_normalized_uncertainty,acquisition_selected_raw_diversity,acquisition_selected_normalized_diversity,acquisition_selected_score,acquisition_repulsion_bandwidth,acquisition_selected_raw_distance_to_labelled,acquisition_selected_repulsion
ackley,random,0,15,26,27,1556,0.004429122923177431,True,True,True,1544,0.4063169043788548,0.8126338087577096,0.6754899626898938,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,16,27,28,1757,1.1750852179948854,False,False,False,1744,0.5351543424241214,0.9296913151517572,0.6906734845797196,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,17,28,29,2035,0.2748195468315533,False,True,True,2020,0.4604137915451929,0.9208275830903858,0.6900097622539412,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,18,29,30,1611,0.8004549418521325,False,False,False,1598,0.48760428825431035,0.9752085765086207,0.6928398417335724,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,19,30,31,773,3.35713917136594,False,False,False,766,0.300318138358989,0.600636276717978,0.6111336190734251,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,20,31,32,3319,1.621782091590049,False,False,False,3292,0.5011506076781655,0.9976987846436689,0.6931445327615503,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,21,32,33,1671,0.1446694250619096,True,True,True,1656,0.5716569825518434,0.8566860348963132,0.6828422883933221,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,22,33,34,3729,0.8932050627733279,False,False,False,3697,0.49893970964174095,0.9978794192834819,0.6931449321269725,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,23,34,35,152,0.13372955712723034,True,True,True,151,0.496544743362783,0.993089486725566,0.693123302773037,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,24,35,36,142,0.046059412865973925,True,True,True,141,0.41721874155840055,0.8344374831168011,0.6793783969543485,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,25,36,37,2721,1.8991392796348148,False,False,False,2696,0.3600888640604012,0.7201777281208024,0.6534693068512452,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,26,37,38,1048,1.2654201128912366,False,False,False,1035,0.457764319892334,0.915528639784668,0.6895752202148866,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,27,38,39,2034,0.3574421115796671,False,True,True,2013,0.4247719575566862,0.8495439151133723,0.6817855694564976,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,28,39,40,3244,0.767744585716553,False,False,False,3211,0.46839813973900135,0.9367962794780027,0.691148493477404,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,29,40,41,2658,1.8370214691571256,False,False,False,2631,0.43524013946057494,0.8704802789211499,0.6847358916433346,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,30,41,42,1944,0.5990529010169094,False,False,False,1923,0.4217246999707527,0.8434493999415054,0.6808425842638077,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,31,42,43,3599,0.658501214896619,False,False,False,3561,0.48609257653767557,0.9721851530753511,0.6927602978098961,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,32,43,44,3258,1.3927835560055701,False,False,False,3222,0.5035709709791627,0.9928580580416746,0.6931216766756605,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,33,44,45,2906,0.1871777282996785,False,True,True,2875,0.4996632349062238,0.9993264698124475,0.6931469537384713,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,34,45,46,1733,1.2848329859030319,False,False,False,1714,0.4113157102998457,0.8226314205996914,0.677333842775169,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,35,46,47,3549,0.8160688034798973,False,False,False,3508,0.4788220278087749,0.9576440556175498,0.6922498991442433,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,36,47,48,1539,1.4553687887608202,False,False,False,1523,0.3381967733467377,0.6763935466934754,0.6398321566768608,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,37,48,49,507,0.5726940495679091,False,False,True,502,0.47461002911230565,0.9492200582246113,0.6918573246450459,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,38,49,50,341,1.619056038246514,False,False,False,337,0.5676775010392987,0.8646449979214026,0.6839585137295199,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,39,50,51,2167,0.5076749277401884,False,False,True,2139,0.45776987085440624,0.9155397417088125,0.6895761601875658,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,40,51,52,466,0.1698038861173714,True,True,True,460,0.5471032629889692,0.9057934740220617,0.6887031587705564,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,41,52,53,1419,2.1326261691550723,False,False,False,1400,0.5645762659585642,0.8708474680828715,0.6847836499639114,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,42,53,54,1640,0.421369570291775,False,False,True,1617,0.4882384671672604,0.9764769343345208,0.6928704877302118,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,43,54,55,1233,1.2154514361003237,False,False,False,1214,0.3945358243552164,0.7890716487104328,0.6707338359834176,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,44,55,56,69,2.1879158875993543,False,False,False,69,0.5173418275777948,0.9653163448444104,0.6925455819424902,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,45,56,57,2371,0.27454924412884196,False,True,True,2336,0.3724168109324637,0.7448336218649274,0.6602294303836921,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,46,57,58,975,0.10433784760726539,True,True,True,959,0.4089951093864954,0.8179902187729908,0.6764907135851084,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,47,58,59,3222,1.2508803879837416,False,False,False,3174,0.3897746387267773,0.7795492774535546,0.6686471732516979,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,48,59,60,3738,0.18615260911233023,False,True,True,3680,0.4535319984035624,0.9070639968071248,0.6888223920121563,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,49,60,61,1664,0.07508082232052082,True,True,True,1637,0.4880841662363373,0.9761683324726746,0.6928631794848237,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,50,61,62,2380,1.640624308127487,False,False,False,2342,0.47531663762713094,0.9506332752542619,0.6919281483768258,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,51,62,63,3112,0.5830277395737848,False,False,False,3065,0.4188331576290807,0.8376663152581614,0.6799125792214775,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,52,63,64,2910,0.8783074851107511,False,False,False,2864,0.40921650848537183,0.8184330169707437,0.6765721138751771,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,53,64,65,3785,0.14176621769002473,True,True,True,3722,0.3889803253532875,0.777960650706575,0.668289787996825,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,54,65,66,3374,0.07347187885561901,True,True,True,3318,0.42430101890525407,0.8486020378105081,0.6816423203316486,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,55,66,67,489,0.33815459071650444,False,True,True,481,0.39610799375347483,0.7922159875069497,0.6714020020349445,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,56,67,68,2707,0.28070038697804556,False,True,True,2663,0.5180233589711918,0.9639532820576164,0.6924973568535863,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,57,68,69,502,0.1408089198215592,True,True,True,493,0.44233377738200375,0.8846675547640075,0.6864815707649559,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,58,69,70,2646,0.9449574612237086,False,False,False,2602,0.40940824072606574,0.8188164814521315,0.6766424429316589,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,59,70,71,973,2.2287268848348525,False,False,False,955,0.5573628173675758,0.8852743652648485,0.6865516819247164,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,60,71,72,116,0.9245139305113899,False,False,False,114,0.5181806586905751,0.9636386826188499,0.6924859621096324,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,61,72,73,1831,0.2092643640773435,False,True,True,1795,0.4300030229954075,0.860006045990815,0.6833157655902621,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,62,73,74,471,3.2566777937288585,False,False,False,462,0.2991566507394623,0.5983133014789246,0.6101480396986829,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,63,74,75,1272,1.3786031732210322,False,False,False,1245,0.4367378625087781,0.8734757250175562,0.6851214908288947,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,64,75,76,3898,1.2986715204561676,False,False,False,3824,0.5085553342726801,0.9828893314546399,0.6930007859269751,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,65,76,77,1305,0.3746978198172535,False,True,True,1277,0.5104367920602577,0.9791264158794846,0.6929293114801555,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,66,77,78,50,1.29122180298012,False,False,False,50,0.49211110642374933,0.9842222128474987,0.6930227061115153,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,67,78,79,3150,1.344986647847188,False,False,False,3087,0.4538473364750928,0.9076946729501856,0.6888809735585539,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,0,68,79,80,1124,0.5249390795790578,False,False,True,1097,0.36742624575742866,0.7348524915148573,0.6575716627701744,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,1,12,13,230,1.8287791824302566,False,False,False,230,0.5460262107486926,0.9079475785026148,0.6889043524749632,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,2,13,14,2392,1.902461955054397,False,False,False,2380,0.5324293272363505,0.935141345527299,0.691042380887772,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,3,14,15,3658,1.0654663656076373,False,False,False,3644,0.577459945933839,0.845080108132322,0.6810986265955599,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,4,15,16,2632,1.5358028137342359,False,False,False,2619,0.5068590948823761,0.9862818102352477,0.6930530832432624,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,5,16,17,1866,2.025779832300735,False,False,False,1858,0.4509215844170882,0.9018431688341764,0.6883220331178233,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,6,17,18,3699,1.1238436559384404,False,False,False,3682,0.5464497598680964,0.9071004802638072,0.6888257917801149,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,7,18,19,3454,1.01971483219058,False,False,False,3438,0.4373311241333937,0.8746622482667874,0.6852717083894501,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,8,19,20,236,1.141129840331093,False,False,False,235,0.5566190458178255,0.886761908364349,0.6867219749378546,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,9,20,21,1680,1.143658421798035,False,False,False,1674,0.5309386582108928,0.9381226835782144,0.6912315558974313,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,10,21,22,135,0.6990051613135204,False,False,False,135,0.5550579147498382,0.8898841705003235,0.6870721204874335,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,11,22,23,2503,0.36984672714869404,False,True,True,2486,0.4769011927823499,0.9538023855646998,0.6920796908713456,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,12,23,24,1094,2.513043048506045,False,False,False,1088,0.5260232685809356,0.9479534628381288,0.6917921473957154,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,13,24,25,682,0.6246795090081605,False,False,True,679,0.5741939159643152,0.8516121680713695,0.6820969432788158,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,14,25,26,1412,1.408208153714817,False,False,False,1403,0.48625801750707964,0.9725160350141593,0.6927694488314584,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,15,26,27,2771,1.17681345116927,False,False,False,2748,0.6290183693286622,0.7419632613426757,0.6594760548623304,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,16,27,28,2482,0.41634729982851937,False,True,True,2462,0.6449529128731797,0.7100941742536406,0.6505151217986588,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,17,28,29,11,1.6577131228134068,False,False,False,11,0.3791618412318769,0.7583236824637538,0.6636523161055585,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,18,29,30,3084,1.7554633425399295,False,False,False,3058,0.5387981970963267,0.9224036058073466,0.6901335518260967,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,19,30,31,3140,7.175332892281853,False,False,False,3113,0.37858688917941663,0.7571737783588333,0.6633681007633483,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,20,31,32,3057,2.132182753054563,False,False,False,3031,0.5240495312700233,0.9519009374599534,0.6919899742068945,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,21,32,33,1804,1.7429979329279632,False,False,False,1792,0.4240845369028534,0.8481690738057068,0.6815761666986435,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,22,33,34,3656,0.9154848240486011,False,False,False,3625,0.4336740615677428,0.8673481231354856,0.6843229338653471,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,23,34,35,2370,0.28256230122249093,False,True,True,2349,0.58929095730781,0.82141808538438,0.6771155747566213,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,24,35,36,2607,0.52337063725669,False,False,True,2582,0.4548249917799012,0.9096499835598024,0.6890600465613183,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,25,36,37,2134,0.08522216337575195,True,True,True,2115,0.5251891155073025,0.949621768985395,0.6918776601615126,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,26,37,38,1765,1.73787241961195,False,False,False,1753,0.5289971380716807,0.9420057238566386,0.69146456858763,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,27,38,39,3603,0.9031791031111442,False,False,False,3568,0.49928660831485594,0.9985732166297119,0.693146162704207,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,28,39,40,1470,1.9876399765469763,False,False,False,1459,0.42590985451886354,0.8518197090377271,0.6821279468817392,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,29,40,41,2233,0.2481436098988219,False,True,True,2211,0.5680003321388227,0.8639993357223545,0.6838703681218317,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,30,41,42,415,2.117413004551004,False,False,False,411,0.3742602787328906,0.7485205574657812,0.661184201939253,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,31,42,43,3523,1.1287694653817173,False,False,False,3485,0.372528542835596,0.745057085671192,0.660287712373509,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,32,43,44,2177,4.220466069183734,False,False,False,2154,0.25995095972979243,0.5199019194595849,0.5730056163007256,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,33,44,45,2935,0.14109388036828996,True,True,True,2900,0.5926241463008921,0.8147517073982158,0.6758892055442036,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,34,45,46,663,2.0667924019280584,False,False,False,658,0.4688082024958149,0.9376164049916298,0.6912000600089079,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,35,46,47,2003,1.3546438886466294,False,False,False,1981,0.44188692555252373,0.8837738511050475,0.6863776322781261,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,36,47,48,938,1.4797102274849188,False,False,False,929,0.45642624912628094,0.9128524982525619,0.6893450157620145,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,37,48,49,829,3.4707950635110407,False,False,False,821,0.5523167565935978,0.8953664868128044,0.6876630619788563,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,38,49,50,315,1.3233710831796657,False,False,False,311,0.4196775355936495,0.839355071187299,0.6801877038163416,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,39,50,51,9,1.2835508986800779,False,False,False,9,0.49558219939942205,0.9911643987988441,0.6931081461277542,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,40,51,52,242,1.6377293867680915,False,False,False,237,0.501865523318878,0.996268953362244,0.6931402201892898,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,41,52,53,1664,0.03272199545098253,True,True,True,1645,0.45226619762030396,0.9045323952406079,0.6885832012415609,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,42,53,54,3446,1.7484961188596255,False,False,False,3399,0.31377580750637435,0.6275516150127487,0.6220885091115651,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,43,54,55,1795,0.24151367185385375,False,True,True,1773,0.4439547491277409,0.8879094982554818,0.6868518186114964,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,44,55,56,201,2.079155127580851,False,False,False,198,0.5248700577048808,0.9502598845902384,0.6919096304250453,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,45,56,57,2881,1.7718150394943866,False,False,False,2836,0.44403310998217194,0.8880662199643439,0.6868694473214723,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,46,57,58,3019,1.034991610952563,False,False,False,2972,0.4726740339050153,0.9453480678100306,0.6916530193929786,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,47,58,59,419,0.453332497157815,False,False,True,410,0.45030920578574296,0.9006184115714859,0.6882006691137699,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,48,59,60,1421,2.657711636327482,False,False,False,1401,0.26168008111733343,0.5233601622346669,0.5748069039321263,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,49,60,61,1597,0.5033909964343692,False,False,True,1575,0.5126208712093892,0.9747582575812217,0.6928285739416139,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,50,61,62,1518,0.3853021263096217,False,True,True,1496,0.5004004007731512,0.9991991984536976,0.6931468599183528,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,51,62,63,3056,2.25063507322049,False,False,False,3004,0.46414206018393145,0.9282841203678629,0.6905733879692052,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,52,63,64,3188,0.13875737819662248,True,True,True,3132,0.4396720452715073,0.8793440905430145,0.685850491752442,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,53,64,65,2842,3.9207533751431303,False,False,False,2793,0.34197308322148956,0.6839461664429791,0.6423355463012903,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,54,65,66,2751,2.743826155115972,False,False,False,2703,0.3227823311254383,0.6455646622508766,0.6289489393792735,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,55,66,67,1751,0.5764562792128665,False,False,True,1725,0.44059452786166275,0.8811890557233255,0.6860724606281384,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,56,67,68,3797,0.11124972713675163,True,True,True,3730,0.47308473525905015,0.9461694705181003,0.6916976170608595,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,57,68,69,1144,0.3459853067727625,False,True,True,1126,0.411203209998547,0.822406419997094,0.6772934820238186,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,58,69,70,1896,0.674764799643464,False,False,False,1861,0.36562677300747737,0.7312535460149547,0.6565870849058669,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,59,70,71,257,1.1305963856853136,False,False,False,250,0.5091156507312711,0.9817686985374579,0.6929809811758205,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,60,71,72,2689,0.5633685967578668,False,False,True,2638,0.3899461698734399,0.7798923397468798,0.668724001888272,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,61,72,73,434,0.35190543476795,False,True,True,423,0.5096035832736945,0.980792833452611,0.6929627115933434,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,62,73,74,1253,0.2122278108867217,False,True,True,1231,0.3429020177358666,0.6858040354717332,0.6429416302350935,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,63,74,75,1976,0.10126321916932923,True,True,True,1937,0.35404519953124236,0.7080903990624847,0.649914875457587,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,64,75,76,717,0.5351202214830693,False,False,True,703,0.5117087073876263,0.9765825852247474,0.692872967837445,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,65,76,77,3780,1.4048174427597164,False,False,False,3705,0.25535070930465054,0.5107014186093011,0.5681375113483508,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,66,77,78,1355,1.0561658717758782,False,False,False,1331,0.42498750518061,0.84997501036122,0.6818508314664553,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,67,78,79,3800,0.006138497881103433,True,True,True,3722,0.5558804211519544,0.8882391576960913,0.68688887121026,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,1,68,79,80,2582,1.5942527042691115,False,False,False,2528,0.4936190710648738,0.9872381421297476,0.6930657458412333,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,1,12,13,3530,1.0420466077421047,False,False,False,3520,0.46106745134406424,0.9221349026881285,0.6901126231130887,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,2,13,14,2161,0.11060335193216808,True,True,True,2153,0.4855021537762454,0.9710043075524908,0.6927267465447992,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,3,14,15,1676,0.47128491979812637,False,False,True,1671,0.4561019361341465,0.912203872268293,0.6892881338971221,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,4,15,16,680,0.483174415537464,False,False,True,676,0.521645481952568,0.956709036094864,0.6922098338724663,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,5,16,17,1736,0.4877391833238036,False,False,True,1728,0.47357644233836993,0.9471528846767399,0.6917501210479007,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,6,17,18,326,2.333699406542296,False,False,False,324,0.4723669462980027,0.9447338925960054,0.6916192308773864,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,7,18,19,3976,1.9660604183278476,False,False,False,3958,0.48854527638756906,0.9770905527751381,0.6928847362140558,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,8,19,20,2522,0.2194236952752746,False,True,True,2509,0.4961711214686426,0.9923422429372852,0.6931178596517565,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,9,20,21,1892,0.5840564843410974,False,False,True,1882,0.4874275348802257,0.9748550697604514,0.6928310134796236,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,10,21,22,1651,0.9681801225890254,False,False,False,1644,0.46213365972391784,0.9242673194478357,0.6902767135281684,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,11,22,23,3736,0.09184119962710646,True,True,True,3717,0.4385284760615491,0.8770569521230982,0.6855705294166656,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,12,23,24,1561,0.5405883990704385,False,False,True,1554,0.5004360036108093,0.9991279927783814,0.6931468003615998,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,13,24,25,167,0.1233722137482971,True,True,True,166,0.4978003195014944,0.9956006390029888,0.6931375033401381,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,14,25,26,3187,0.554109703422542,False,False,True,3167,0.5036147375318816,0.9927705249362369,0.6931210476774532,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,15,26,27,252,0.5229564538045715,False,False,True,249,0.42931086319453016,0.8586217263890603,0.6831197106364013,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,16,27,28,882,3.593564814329783,False,False,False,874,0.3594965901128262,0.7189931802256524,0.6531280007222608,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,random,2,17,28,29,781,1.6585499632795013,False,False,False,773,0.6053296540437998,0.7893406919124004,0.6707914117521029,null,null,null,null,null,null,null,null,null,null,null,null,null
