response,response_label,target_unit,model,fold_index,heldout_simulation_id,training_size,population_size,optimized_kernel,optimized_signal_variance_normalized,optimized_length_scale,optimized_noise_variance_normalized,optimized_noise_std_target_unit,noise_std_fraction_training_target_std,noise_std_fraction_dataset_target_median,numerical_alpha_normalized,optimizer,n_restarts_optimizer,log_marginal_likelihood,runtime_seconds,warning_count,convergence_warning_count,warnings,failed_fold,constant_bound_hit,length_scale_bound_hit,noise_bound_hit,any_hyperparameter_bound_hit,fold_random_seed
total_height,T0 total vertical melt-pool height,um,matern32_no_nugget,6,sim_00007,11,12,"1.04**2 * Matern(length_scale=1.19, nu=1.5)",1.0833624287986698,1.1881656757810106,,,,,1e-06,fmin_l_bfgs_b,0.0,-15.036898454139806,0.040913900011219084,0,0,,False,False,False,False,False,2770475540.0
total_height,T0 total vertical melt-pool height,um,matern32_no_nugget,7,sim_00008,11,12,"1.02**2 * Matern(length_scale=0.887, nu=1.5)",1.0327182162793633,0.88742198354936,,,,,1e-06,fmin_l_bfgs_b,0.0,-15.5092964801643,0.04009979998227209,0,0,,False,False,False,False,False,3651351608.0
total_height,T0 total vertical melt-pool height,um,matern32_no_nugget,8,sim_00009,11,12,"1.02**2 * Matern(length_scale=1.03, nu=1.5)",1.0490531962067178,1.0313632410171465,,,,,1e-06,fmin_l_bfgs_b,0.0,-15.310582567161452,0.03357940004207194,0,0,,False,False,False,False,False,3702140397.0
total_height,T0 total vertical melt-pool height,um,matern32_no_nugget,9,sim_00010,11,12,"1.01**2 * Matern(length_scale=1, nu=1.5)",1.027336301094958,1.0008143094850368,,,,,1e-06,fmin_l_bfgs_b,0.0,-15.406724171293522,0.020936799934133887,0,0,,False,False,False,False,False,468721873.0
total_height,T0 total vertical melt-pool height,um,matern32_no_nugget,10,sim_00011,11,12,"1.02**2 * Matern(length_scale=0.889, nu=1.5)",1.0431707097230611,0.8888217282579147,,,,,1e-06,fmin_l_bfgs_b,0.0,-15.405483475033044,0.026935899979434907,0,0,,False,False,False,False,False,1712972889.0
total_height,T0 total vertical melt-pool height,um,matern32_no_nugget,11,sim_00012,11,12,"1.06**2 * Matern(length_scale=1.27, nu=1.5)",1.1262808271200415,1.2707461551212151,,,,,1e-06,fmin_l_bfgs_b,0.0,-15.082782445350102,0.01649479998741299,0,0,,False,False,False,False,False,4085133196.0
total_height,T0 total vertical melt-pool height,um,matern52_learned_nugget,0,sim_00001,11,12,"1.11**2 * Matern(length_scale=1.41, nu=2.5) + WhiteKernel(noise_level=1.49e-08)",1.2234909508201095,1.408643366820742,1.4922293818274187e-08,0.0013690841246817953,0.0001221568410621124,1.92607292260764e-05,1e-08,fmin_l_bfgs_b,0.0,-14.914894006814231,0.13578210002742708,0,0,,False,False,False,False,False,2575149806.0
total_height,T0 total vertical melt-pool height,um,matern52_learned_nugget,1,sim_00002,11,12,"1.15**2 * Matern(length_scale=2.28, nu=2.5) + WhiteKernel(noise_level=1.3e-07)",1.3325674986189715,2.2808662644298434,1.3004604212360762e-07,0.003283083680097772,0.0003606189708315518,4.618750933483412e-05,1e-08,fmin_l_bfgs_b,0.0,-12.771877174656298,0.21858369989786297,0,0,,False,False,False,False,False,2917747886.0
total_height,T0 total vertical melt-pool height,um,matern52_learned_nugget,2,sim_00003,11,12,"1.07**2 * Matern(length_scale=1.37, nu=2.5) + WhiteKernel(noise_level=1e-08)",1.1465461666328374,1.374085366775816,9.999999999999982e-09,0.0010949205831663406,9.999999999999991e-05,1.540370565711299e-05,1e-08,fmin_l_bfgs_b,0.0,-14.61369821623611,0.24691470002289861,0,0,,False,False,False,True,True,2223252066.0
total_height,T0 total vertical melt-pool height,um,matern52_learned_nugget,3,sim_00004,11,12,"1.07**2 * Matern(length_scale=1.34, nu=2.5) + WhiteKernel(noise_level=5.09e-08)",1.1416599377889927,1.3426398272560929,5.085662019224745e-08,0.0025405606537044103,0.0002255141241524518,3.57414493026843e-05,1e-08,fmin_l_bfgs_b,0.0,-14.825314048160998,0.19622000004164875,0,0,,False,False,False,False,False,3018391100.0
total_height,T0 total vertical melt-pool height,um,matern52_learned_nugget,4,sim_00005,11,12,"1.05**2 * Matern(length_scale=1.13, nu=2.5) + WhiteKernel(noise_level=1.14e-06)",1.0969064908800923,1.1343568369530774,1.1361506277227554e-06,0.011176459839258315,0.0010659036671870285,0.000157234141269518,1e-08,fmin_l_bfgs_b,0.0,-15.13016252182341,0.10726189997512847,0,0,,False,False,False,False,False,3901522157.0
total_height,T0 total vertical melt-pool height,um,matern52_learned_nugget,5,sim_00006,11,12,"1.04**2 * Matern(length_scale=0.996, nu=2.5) + WhiteKernel(noise_level=2.83e-08)",1.0854170992960326,0.9959528842275798,2.8289430796066572e-08,0.0016574013816229648,0.00016819462178103845,2.331687195466121e-05,1e-08,fmin_l_bfgs_b,0.0,-15.331424103492624,0.14105790003668517,0,0,,False,False,False,False,False,3538258284.0
total_height,T0 total vertical melt-pool height,um,matern52_learned_nugget,6,sim_00007,11,12,"1.05**2 * Matern(length_scale=1.21, nu=2.5) + WhiteKernel(noise_level=1.65e-08)",1.0969542355005593,1.2060399734598777,1.652927218919972e-08,0.0014488563613111111,0.0001285662171380947,2.0382991490152288e-05,1e-08,fmin_l_bfgs_b,0.0,-14.86316670051674,0.14481790002901107,0,0,,False,False,False,False,False,2922589021.0
total_height,T0 total vertical melt-pool height,um,matern52_learned_nugget,7,sim_00008,11,12,"1.03**2 * Matern(length_scale=1.01, nu=2.5) + WhiteKernel(noise_level=1.02e-07)",1.0632884035034136,1.0116994357797209,1.0176970188691771e-07,0.003517788796107375,0.00031901363902961535,4.948941869594551e-05,1e-08,fmin_l_bfgs_b,0.0,-15.440297151582634,0.11618460004683584,1,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__noise_level is close to the specified lower bound 1e-08. Decreasing the bound and calling fit again may find a better value.,False,False,False,False,False,2168113568.0
total_height,T0 total vertical melt-pool height,um,matern52_learned_nugget,8,sim_00009,11,12,"1.03**2 * Matern(length_scale=1.09, nu=2.5) + WhiteKernel(noise_level=6.27e-07)",1.066144467940339,1.0869672294790096,6.274483793756423e-07,0.008911427864990646,0.0007921163925684421,0.00012536892074852592,1e-08,fmin_l_bfgs_b,0.0,-15.197999757204144,0.12343480007257313,0,0,,False,False,False,False,False,2604898917.0
total_height,T0 total vertical melt-pool height,um,matern52_learned_nugget,9,sim_00010,11,12,"1.02**2 * Matern(length_scale=1.08, nu=2.5) + WhiteKernel(noise_level=2e-07)",1.0468786962511458,1.0810475672873456,2.004677965697394e-07,0.005031189833104043,0.0004477363024925938,7.07804460758963e-05,1e-08,fmin_l_bfgs_b,0.0,-15.331260421001542,0.09411439998075366,0,0,,False,False,False,False,False,1673008113.0
total_height,T0 total vertical melt-pool height,um,matern52_learned_nugget,10,sim_00011,11,12,"1.04**2 * Matern(length_scale=1, nu=2.5) + WhiteKernel(noise_level=1.47e-06)",1.0768349572227462,1.001616640725169,1.4720784490756057e-06,0.012498017807500442,0.0012132924004853924,0.00017582625677505084,1e-08,fmin_l_bfgs_b,0.0,-15.286991164474884,0.08248219999950379,0,0,,False,False,False,False,False,850488639.0
total_height,T0 total vertical melt-pool height,um,matern52_learned_nugget,11,sim_00012,11,12,"1.07**2 * Matern(length_scale=1.28, nu=2.5) + WhiteKernel(noise_level=1.19e-08)",1.146150865601416,1.2831969093954108,1.1880361690927194e-08,0.0011798936906502998,0.00010899707193740204,1.6599135496113724e-05,1e-08,fmin_l_bfgs_b,0.0,-14.913058712600867,0.08359809999819845,0,0,,False,False,False,False,False,3040193570.0
total_height,T0 total vertical melt-pool height,um,rbf_learned_nugget,0,sim_00001,11,12,1.09**2 * RBF(length_scale=1.26) + WhiteKernel(noise_level=3.87e-08),1.1869567463985693,1.256302578936051,3.8654322105675467e-08,0.0022034914605139006,0.00019660702455831904,3.099944817692925e-05,1e-08,fmin_l_bfgs_b,0.0,-14.637470177995432,0.1141399999614805,0,0,,False,False,False,False,False,685238027.0
total_height,T0 total vertical melt-pool height,um,rbf_learned_nugget,1,sim_00002,11,12,1.94**2 * RBF(length_scale=4.61) + WhiteKernel(noise_level=0.11),3.764641481496065,4.6146038155866425,0.10991546415092503,3.018302627327877,0.3315350119533758,0.042462481727212335,1e-08,fmin_l_bfgs_b,0.0,-12.456150073739114,0.21586850006133318,0,0,,False,False,False,False,False,2562807939.0
total_height,T0 total vertical melt-pool height,um,rbf_learned_nugget,2,sim_00003,11,12,1.04**2 * RBF(length_scale=1.18) + WhiteKernel(noise_level=3.47e-07),1.0729812468089275,1.1759539455365668,3.465724674579499e-07,0.006445841900814008,0.0005887040576197432,9.068224022722617e-05,1e-08,fmin_l_bfgs_b,0.0,-14.311583192118821,0.14471950009465218,0,0,,False,False,False,False,False,793085861.0
total_height,T0 total vertical melt-pool height,um,rbf_learned_nugget,3,sim_00004,11,12,1.05**2 * RBF(length_scale=1.23) + WhiteKernel(noise_level=2.37e-07),1.1081753182628873,1.2274865808127475,2.3677582916997062e-07,0.005481816623610466,0.00048659616641520166,7.712001311745946e-05,1e-08,fmin_l_bfgs_b,0.0,-14.478154244847897,0.12588210008107126,0,0,,False,False,False,False,False,3951273704.0
total_height,T0 total vertical melt-pool height,um,rbf_learned_nugget,4,sim_00005,11,12,1.05**2 * RBF(length_scale=1.14) + WhiteKernel(noise_level=1.91e-08),1.1003275652166828,1.1405414293025973,1.9145325221164334e-08,0.001450833849433612,0.00013836663333753675,2.041081144846502e-05,1e-08,fmin_l_bfgs_b,0.0,-14.731519839799656,0.08582300005946308,0,0,,False,False,False,False,False,3313369934.0
total_height,T0 total vertical melt-pool height,um,rbf_learned_nugget,5,sim_00006,11,12,1.05**2 * RBF(length_scale=1.02) + WhiteKernel(noise_level=7.73e-08),1.1122908332488466,1.0196523938955109,7.728936515176648e-08,0.002739526223358331,0.0002780096493860716,3.8540562880388594e-05,1e-08,fmin_l_bfgs_b,0.0,-15.11201894431303,0.11513699998613447,0,0,,False,False,False,False,False,1237616355.0
total_height,T0 total vertical melt-pool height,um,rbf_learned_nugget,6,sim_00007,11,12,1.03**2 * RBF(length_scale=1.11) + WhiteKernel(noise_level=2.59e-07),1.0661842950318172,1.1097281328698916,2.5941958390826496e-07,0.005739840780162459,0.0005093324885654409,8.074998246962747e-05,1e-08,fmin_l_bfgs_b,0.0,-14.547438248108762,0.12359609990380704,0,0,,False,False,False,False,False,2269253796.0
total_height,T0 total vertical melt-pool height,um,rbf_learned_nugget,7,sim_00008,11,12,1.07**2 * RBF(length_scale=1.17) + WhiteKernel(noise_level=2.54e-07),1.154063192180725,1.1711003095292716,2.541904422522389e-07,0.00555955612087699,0.0005041730280888089,7.821367813046211e-05,1e-08,fmin_l_bfgs_b,0.0,-15.231474486083483,0.1250323000131175,0,0,,False,False,False,False,False,1348143051.0
total_height,T0 total vertical melt-pool height,um,rbf_learned_nugget,8,sim_00009,11,12,1.03**2 * RBF(length_scale=1.05) + WhiteKernel(noise_level=2.34e-07),1.0587149658015835,1.0525863786356782,2.336775816621725e-07,0.0054383458098780715,0.0004834020910817127,7.650845130219742e-05,1e-08,fmin_l_bfgs_b,0.0,-14.989321263052448,0.10952070006169379,0,0,,False,False,False,False,False,702024576.0
total_height,T0 total vertical melt-pool height,um,rbf_learned_nugget,9,sim_00010,11,12,1.04**2 * RBF(length_scale=1.15) + WhiteKernel(noise_level=1.97e-07),1.0853564679094656,1.14584504724509,1.9669982146747345e-07,0.004983682637712613,0.00044350853595784767,7.01120991056637e-05,1e-08,fmin_l_bfgs_b,0.0,-15.135518317056652,0.10356499999761581,0,0,,False,False,False,False,False,3302674638.0
total_height,T0 total vertical melt-pool height,um,rbf_learned_nugget,10,sim_00011,11,12,1.04**2 * RBF(length_scale=1.03) + WhiteKernel(noise_level=1e-08),1.0902271255487337,1.0300574819928263,9.999999999999982e-09,0.0010300911637211646,9.999999999999991e-05,1.449166389773061e-05,1e-08,fmin_l_bfgs_b,0.0,-14.987599380471947,0.10886269994080067,0,0,,False,False,False,True,True,232664003.0
total_height,T0 total vertical melt-pool height,um,rbf_learned_nugget,11,sim_00012,11,12,1.06**2 * RBF(length_scale=1.17) + WhiteKernel(noise_level=3.33e-07),1.11946997251581,1.1707143680207224,3.3332100586112717e-07,0.006249703145741041,0.0005773395931868237,8.792289521394719e-05,1e-08,fmin_l_bfgs_b,0.0,-14.630258010881878,0.06659349997062236,0,0,,False,False,False,False,False,3750745530.0
