policy,run_id,repeat,fold,subset,metric,end_budget,aulc
coverage_then_margin_B40,w85__r100_f03,100,3,B1_q30,accuracy,80,0.7990625
coverage_then_margin_B40,w85__r100_f03,100,3,B1_q30,balanced_accuracy,40,0.8270285087719298
coverage_then_margin_B40,w85__r100_f03,100,3,B1_q30,balanced_accuracy,80,0.8584498355263157
coverage_then_margin_B40,w85__r100_f03,100,3,full81,accuracy,40,0.9305555555555555
coverage_then_margin_B40,w85__r100_f03,100,3,full81,accuracy,80,0.9379822530864197
coverage_then_margin_B40,w85__r100_f03,100,3,full81,balanced_accuracy,40,0.9456623134328357
coverage_then_margin_B40,w85__r100_f03,100,3,full81,balanced_accuracy,80,0.9578766324626866
coverage_then_margin_B40,w85__r100_f04,100,4,B1_q20,accuracy,40,0.8713235294117646
coverage_then_margin_B40,w85__r100_f04,100,4,B1_q20,accuracy,80,0.9076286764705883
coverage_then_margin_B40,w85__r100_f04,100,4,B1_q20,balanced_accuracy,40,0.8255997474747474
coverage_then_margin_B40,w85__r100_f04,100,4,B1_q20,balanced_accuracy,80,0.8720999053030305
coverage_then_margin_B40,w85__r100_f04,100,4,B1_q30,accuracy,40,0.8883333333333333
coverage_then_margin_B40,w85__r100_f04,100,4,B1_q30,accuracy,80,0.9275
coverage_then_margin_B40,w85__r100_f04,100,4,B1_q30,balanced_accuracy,40,0.8324142156862745
coverage_then_margin_B40,w85__r100_f04,100,4,B1_q30,balanced_accuracy,80,0.889303768382353
coverage_then_margin_B40,w85__r100_f04,100,4,full81,accuracy,40,0.9655349794238682
coverage_then_margin_B40,w85__r100_f04,100,4,full81,accuracy,80,0.9776234567901234
coverage_then_margin_B40,w85__r100_f04,100,4,full81,balanced_accuracy,40,0.906183368869936
coverage_then_margin_B40,w85__r100_f04,100,4,full81,balanced_accuracy,80,0.9374750133262261
coverage_then_margin_B40,w85__r100_f05,100,5,B1_q20,accuracy,40,0.8676470588235293
coverage_then_margin_B40,w85__r100_f05,100,5,B1_q20,accuracy,80,0.8772977941176472
coverage_then_margin_B40,w85__r100_f05,100,5,B1_q20,balanced_accuracy,40,0.8683449074074073
coverage_then_margin_B40,w85__r100_f05,100,5,B1_q20,balanced_accuracy,80,0.8773328993055557
coverage_then_margin_B40,w85__r100_f05,100,5,B1_q30,accuracy,40,0.9100000000000001
coverage_then_margin_B40,w85__r100_f05,100,5,B1_q30,accuracy,80,0.9165625
coverage_then_margin_B40,w85__r100_f05,100,5,B1_q30,balanced_accuracy,40,0.9103899572649573
coverage_then_margin_B40,w85__r100_f05,100,5,B1_q30,balanced_accuracy,80,0.916641626602564
coverage_then_margin_B40,w85__r100_f05,100,5,full81,accuracy,40,0.9714506172839507
coverage_then_margin_B40,w85__r100_f05,100,5,full81,accuracy,80,0.9739583333333333
coverage_then_margin_B40,w85__r100_f05,100,5,full81,balanced_accuracy,40,0.9577967171717172
coverage_then_margin_B40,w85__r100_f05,100,5,full81,balanced_accuracy,80,0.9588660037878788
coverage_then_margin_B40,w85__r101_f01,101,1,B1_q20,accuracy,40,0.8088235294117648
coverage_then_margin_B40,w85__r101_f01,101,1,B1_q20,accuracy,80,0.8037683823529411
coverage_then_margin_B40,w85__r101_f01,101,1,B1_q20,balanced_accuracy,40,0.7670454545454546
coverage_then_margin_B40,w85__r101_f01,101,1,B1_q20,balanced_accuracy,80,0.7610677083333335
coverage_then_margin_B40,w85__r101_f01,101,1,B1_q30,accuracy,40,0.8700000000000001
coverage_then_margin_B40,w85__r101_f01,101,1,B1_q30,accuracy,80,0.8665624999999999
coverage_then_margin_B40,w85__r101_f01,101,1,B1_q30,balanced_accuracy,40,0.8115079365079364
coverage_then_margin_B40,w85__r101_f01,101,1,B1_q30,balanced_accuracy,80,0.8067336309523809
coverage_then_margin_B40,w85__r101_f01,101,1,full81,accuracy,40,0.9598765432098766
coverage_then_margin_B40,w85__r101_f01,101,1,full81,accuracy,80,0.958815586419753
coverage_then_margin_B40,w85__r101_f01,101,1,full81,balanced_accuracy,40,0.9121801705756929
coverage_then_margin_B40,w85__r101_f01,101,1,full81,balanced_accuracy,80,0.9099938366204692
coverage_then_margin_B40,w85__r101_f02,101,2,B1_q20,accuracy,40,0.8909313725490197
coverage_then_margin_B40,w85__r101_f02,101,2,B1_q20,accuracy,80,0.9200367647058825
coverage_then_margin_B40,w85__r101_f02,101,2,B1_q20,balanced_accuracy,40,0.8841145833333334
coverage_then_margin_B40,w85__r101_f02,101,2,B1_q20,balanced_accuracy,80,0.9150390625
coverage_then_margin_B40,w85__r101_f02,101,2,B1_q30,accuracy,40,0.9258333333333334
coverage_then_margin_B40,w85__r101_f02,101,2,B1_q30,accuracy,80,0.9456249999999999
coverage_then_margin_B40,w85__r101_f02,101,2,B1_q30,balanced_accuracy,40,0.8841145833333334
coverage_then_margin_B40,w85__r101_f02,101,2,B1_q30,balanced_accuracy,80,0.9150390625
coverage_then_margin_B40,w85__r101_f02,101,2,full81,accuracy,40,0.9737654320987654
coverage_then_margin_B40,w85__r101_f02,101,2,full81,accuracy,80,0.9797453703703703
coverage_then_margin_B40,w85__r101_f02,101,2,full81,balanced_accuracy,40,0.9241071428571429
coverage_then_margin_B40,w85__r101_f02,101,2,full81,balanced_accuracy,80,0.94140625
coverage_then_margin_B40,w85__r101_f03,101,3,B1_q20,accuracy,40,0.8455882352941176
coverage_then_margin_B40,w85__r101_f03,101,3,B1_q20,accuracy,80,0.9053308823529412
coverage_then_margin_B40,w85__r101_f03,101,3,B1_q20,balanced_accuracy,40,0.8341224747474746
coverage_then_margin_B40,w85__r101_f03,101,3,B1_q20,balanced_accuracy,80,0.88571259469697
coverage_then_margin_B40,w85__r101_f03,101,3,B1_q30,accuracy,40,0.895
coverage_then_margin_B40,w85__r101_f03,101,3,B1_q30,accuracy,80,0.9356249999999999
coverage_then_margin_B40,w85__r101_f03,101,3,B1_q30,balanced_accuracy,40,0.8734292328042329
coverage_then_margin_B40,w85__r101_f03,101,3,B1_q30,balanced_accuracy,80,0.9078931051587303
coverage_then_margin_B40,w85__r101_f03,101,3,full81,accuracy,40,0.9675925925925926
coverage_then_margin_B40,w85__r101_f03,101,3,full81,accuracy,80,0.9801311728395061
coverage_then_margin_B40,w85__r101_f03,101,3,full81,balanced_accuracy,40,0.9484532828282829
coverage_then_margin_B40,w85__r101_f03,101,3,full81,balanced_accuracy,80,0.9598366477272728
coverage_then_margin_B40,w85__r101_f04,101,4,B1_q20,accuracy,40,0.7818627450980391
coverage_then_margin_B40,w85__r101_f04,101,4,B1_q20,accuracy,80,0.7982536764705881
coverage_then_margin_B40,w85__r101_f04,101,4,B1_q20,balanced_accuracy,40,0.7754629629629628
coverage_then_margin_B40,w85__r101_f04,101,4,B1_q20,balanced_accuracy,80,0.7928059895833335
coverage_then_margin_B40,w85__r101_f04,101,4,B1_q30,accuracy,40,0.8308333333333332
coverage_then_margin_B40,w85__r101_f04,101,4,B1_q30,accuracy,80,0.8378125000000001
coverage_then_margin_B40,w85__r101_f04,101,4,B1_q30,balanced_accuracy,40,0.8030237268518517
coverage_then_margin_B40,w85__r101_f04,101,4,B1_q30,balanced_accuracy,80,0.8149956597222222
coverage_then_margin_B40,w85__r101_f04,101,4,full81,accuracy,40,0.9477880658436213
coverage_then_margin_B40,w85__r101_f04,101,4,full81,accuracy,80,0.9499421296296297
coverage_then_margin_B40,w85__r101_f04,101,4,full81,balanced_accuracy,40,0.89927398989899
coverage_then_margin_B40,w85__r101_f04,101,4,full81,balanced_accuracy,80,0.9075047348484848
coverage_then_margin_B40,w85__r101_f05,101,5,B1_q20,accuracy,40,0.7818627450980391
coverage_then_margin_B40,w85__r101_f05,101,5,B1_q20,accuracy,80,0.806066176470588
coverage_then_margin_B40,w85__r101_f05,101,5,B1_q20,balanced_accuracy,40,0.7931547619047619
coverage_then_margin_B40,w85__r101_f05,101,5,B1_q20,balanced_accuracy,80,0.8130580357142856
coverage_then_margin_B40,w85__r101_f05,101,5,B1_q30,accuracy,40,0.8116666666666665
coverage_then_margin_B40,w85__r101_f05,101,5,B1_q30,accuracy,80,0.828125
coverage_then_margin_B40,w85__r101_f05,101,5,B1_q30,balanced_accuracy,40,0.826388888888889
coverage_then_margin_B40,w85__r101_f05,101,5,B1_q30,balanced_accuracy,80,0.8395833333333332
coverage_then_margin_B40,w85__r101_f05,101,5,full81,accuracy,40,0.941872427983539
coverage_then_margin_B40,w85__r101_f05,101,5,full81,accuracy,80,0.946952160493827
coverage_then_margin_B40,w85__r101_f05,101,5,full81,balanced_accuracy,40,0.9385732323232322
coverage_then_margin_B40,w85__r101_f05,101,5,full81,balanced_accuracy,80,0.9408854166666668
coverage_then_margin_B40,w85__r102_f01,102,1,B1_q20,accuracy,40,0.75
coverage_then_margin_B40,w85__r102_f01,102,1,B1_q20,accuracy,80,0.7555147058823529
coverage_then_margin_B40,w85__r102_f01,102,1,B1_q20,balanced_accuracy,40,0.7105429292929292
coverage_then_margin_B40,w85__r102_f01,102,1,B1_q20,balanced_accuracy,80,0.6802793560606061
coverage_then_margin_B40,w85__r102_f01,102,1,B1_q30,accuracy,40,0.8300000000000001
coverage_then_margin_B40,w85__r102_f01,102,1,B1_q30,accuracy,80,0.83375
coverage_then_margin_B40,w85__r102_f01,102,1,B1_q30,balanced_accuracy,40,0.8054108796296294
coverage_then_margin_B40,w85__r102_f01,102,1,B1_q30,balanced_accuracy,80,0.7861870659722222
coverage_then_margin_B40,w85__r102_f01,102,1,full81,accuracy,40,0.938014403292181
coverage_then_margin_B40,w85__r102_f01,102,1,full81,accuracy,80,0.945119598765432
coverage_then_margin_B40,w85__r102_f01,102,1,full81,balanced_accuracy,40,0.8964962121212121
coverage_then_margin_B40,w85__r102_f01,102,1,full81,balanced_accuracy,80,0.8773792613636365
coverage_then_margin_B40,w85__r102_f02,102,2,B1_q20,accuracy,40,0.8897058823529411
coverage_then_margin_B40,w85__r102_f02,102,2,B1_q20,accuracy,80,0.9163602941176472
coverage_then_margin_B40,w85__r102_f02,102,2,B1_q20,balanced_accuracy,40,0.9076704545454547
coverage_then_margin_B40,w85__r102_f02,102,2,B1_q20,balanced_accuracy,80,0.932705965909091
coverage_then_margin_B40,w85__r102_f02,102,2,B1_q30,accuracy,40,0.9249999999999999
coverage_then_margin_B40,w85__r102_f02,102,2,B1_q30,accuracy,80,0.943125
coverage_then_margin_B40,w85__r102_f02,102,2,B1_q30,balanced_accuracy,40,0.9397321428571429
coverage_then_margin_B40,w85__r102_f02,102,2,B1_q30,balanced_accuracy,80,0.9574342757936509
coverage_then_margin_B40,w85__r102_f02,102,2,full81,accuracy,40,0.9768518518518517
coverage_then_margin_B40,w85__r102_f02,102,2,full81,accuracy,80,0.9824459876543209
coverage_then_margin_B40,w85__r102_f02,102,2,full81,balanced_accuracy,40,0.9807102878464818
coverage_then_margin_B40,w85__r102_f02,102,2,full81,balanced_accuracy,80,0.9874025519722813
coverage_then_margin_B40,w85__r102_f03,102,3,B1_q20,accuracy,40,0.8492647058823529
coverage_then_margin_B40,w85__r102_f03,102,3,B1_q20,accuracy,80,0.8060661764705882
coverage_then_margin_B40,w85__r102_f03,102,3,B1_q20,balanced_accuracy,40,0.8576388888888888
coverage_then_margin_B40,w85__r102_f03,102,3,B1_q20,balanced_accuracy,80,0.8168402777777777
coverage_then_margin_B40,w85__r102_f03,102,3,B1_q30,accuracy,40,0.8975
coverage_then_margin_B40,w85__r102_f03,102,3,B1_q30,accuracy,80,0.868125
coverage_then_margin_B40,w85__r102_f03,102,3,B1_q30,balanced_accuracy,40,0.8576388888888888
coverage_then_margin_B40,w85__r102_f03,102,3,B1_q30,balanced_accuracy,80,0.8168402777777777
coverage_then_margin_B40,w85__r102_f03,102,3,full81,accuracy,40,0.9683641975308642
coverage_then_margin_B40,w85__r102_f03,102,3,full81,accuracy,80,0.9592978395061728
coverage_then_margin_B40,w85__r102_f03,102,3,full81,balanced_accuracy,40,0.9084821428571429
coverage_then_margin_B40,w85__r102_f03,102,3,full81,balanced_accuracy,80,0.8822544642857144
coverage_then_margin_B40,w85__r102_f04,102,4,B1_q20,accuracy,40,0.886029411764706
coverage_then_margin_B40,w85__r102_f04,102,4,B1_q20,accuracy,80,0.8952205882352943
coverage_then_margin_B40,w85__r102_f04,102,4,B1_q20,balanced_accuracy,40,0.8953598484848485
coverage_then_margin_B40,w85__r102_f04,102,4,B1_q20,balanced_accuracy,80,0.9122277462121213
coverage_then_margin_B40,w85__r102_f04,102,4,B1_q30,accuracy,40,0.9125000000000001
coverage_then_margin_B40,w85__r102_f04,102,4,B1_q30,accuracy,80,0.925
coverage_then_margin_B40,w85__r102_f04,102,4,B1_q30,balanced_accuracy,40,0.920138888888889
coverage_then_margin_B40,w85__r102_f04,102,4,B1_q30,balanced_accuracy,80,0.9400731646825398
coverage_then_margin_B40,w85__r102_f04,102,4,full81,accuracy,40,0.9729938271604938
coverage_then_margin_B40,w85__r102_f04,102,4,full81,accuracy,80,0.9768518518518519
coverage_then_margin_B40,w85__r102_f04,102,4,full81,balanced_accuracy,40,0.9721590909090909
coverage_then_margin_B40,w85__r102_f04,102,4,full81,balanced_accuracy,80,0.9811671401515151
coverage_then_margin_B40,w85__r102_f05,102,5,B1_q20,accuracy,40,0.767156862745098
coverage_then_margin_B40,w85__r102_f05,102,5,B1_q20,accuracy,80,0.8028492647058822
coverage_then_margin_B40,w85__r102_f05,102,5,B1_q20,balanced_accuracy,40,0.759548611111111
coverage_then_margin_B40,w85__r102_f05,102,5,B1_q20,balanced_accuracy,80,0.7974717881944445
coverage_then_margin_B40,w85__r102_f05,102,5,B1_q30,accuracy,40,0.8416666666666668
coverage_then_margin_B40,w85__r102_f05,102,5,B1_q30,accuracy,80,0.8659375
coverage_then_margin_B40,w85__r102_f05,102,5,B1_q30,balanced_accuracy,40,0.8043981481481483
coverage_then_margin_B40,w85__r102_f05,102,5,B1_q30,balanced_accuracy,80,0.838107638888889
coverage_then_margin_B40,w85__r102_f05,102,5,full81,accuracy,40,0.9506172839506174
coverage_then_margin_B40,w85__r102_f05,102,5,full81,accuracy,80,0.9551504629629629
coverage_then_margin_B40,w85__r102_f05,102,5,full81,balanced_accuracy,40,0.8924242424242426
coverage_then_margin_B40,w85__r102_f05,102,5,full81,balanced_accuracy,80,0.9046638257575758
coverage_then_margin_B40,w85__r103_f01,103,1,B1_q20,accuracy,40,0.7046568627450981
coverage_then_margin_B40,w85__r103_f01,103,1,B1_q20,accuracy,80,0.7054227941176472
coverage_then_margin_B40,w85__r103_f01,103,1,B1_q20,balanced_accuracy,40,0.662797619047619
coverage_then_margin_B40,w85__r103_f01,103,1,B1_q20,balanced_accuracy,80,0.6637276785714286
coverage_then_margin_B40,w85__r103_f01,103,1,B1_q30,accuracy,40,0.7933333333333333
coverage_then_margin_B40,w85__r103_f01,103,1,B1_q30,accuracy,80,0.7968749999999999
coverage_then_margin_B40,w85__r103_f01,103,1,B1_q30,balanced_accuracy,40,0.7115502450980392
coverage_then_margin_B40,w85__r103_f01,103,1,B1_q30,balanced_accuracy,80,0.7167394301470589
coverage_then_margin_B40,w85__r103_f01,103,1,full81,accuracy,40,0.9362139917695472
coverage_then_margin_B40,w85__r103_f01,103,1,full81,accuracy,80,0.937307098765432
coverage_then_margin_B40,w85__r103_f01,103,1,full81,balanced_accuracy,40,0.8449049395877752
coverage_then_margin_B40,w85__r103_f01,103,1,full81,balanced_accuracy,80,0.847772854477612
coverage_then_margin_B40,w85__r103_f02,103,2,B1_q20,accuracy,40,0.7769607843137255
coverage_then_margin_B40,w85__r103_f02,103,2,B1_q20,accuracy,80,0.8644301470588236
coverage_then_margin_B40,w85__r103_f02,103,2,B1_q20,balanced_accuracy,40,0.7300595238095239
coverage_then_margin_B40,w85__r103_f02,103,2,B1_q20,balanced_accuracy,80,0.8357142857142859
coverage_then_margin_B40,w85__r103_f02,103,2,B1_q30,accuracy,40,0.8483333333333333
coverage_then_margin_B40,w85__r103_f02,103,2,B1_q30,accuracy,80,0.9078125
coverage_then_margin_B40,w85__r103_f02,103,2,B1_q30,balanced_accuracy,40,0.7643995098039215
coverage_then_margin_B40,w85__r103_f02,103,2,B1_q30,balanced_accuracy,80,0.8564740349264706
coverage_then_margin_B40,w85__r103_f02,103,2,full81,accuracy,40,0.9531893004115225
coverage_then_margin_B40,w85__r103_f02,103,2,full81,accuracy,80,0.9715470679012346
coverage_then_margin_B40,w85__r103_f02,103,2,full81,balanced_accuracy,40,0.8746843434343434
coverage_then_margin_B40,w85__r103_f02,103,2,full81,balanced_accuracy,80,0.9235795454545456
coverage_then_margin_B40,w85__r103_f03,103,3,B1_q20,accuracy,40,0.8921568627450981
coverage_then_margin_B40,w85__r103_f03,103,3,B1_q20,accuracy,80,0.8892463235294118
coverage_then_margin_B40,w85__r103_f03,103,3,B1_q20,balanced_accuracy,40,0.7744391025641025
coverage_then_margin_B40,w85__r103_f03,103,3,B1_q20,balanced_accuracy,80,0.7687049278846154
coverage_then_margin_B40,w85__r103_f03,103,3,B1_q30,accuracy,40,0.9225
coverage_then_margin_B40,w85__r103_f03,103,3,B1_q30,accuracy,80,0.923125
coverage_then_margin_B40,w85__r103_f03,103,3,B1_q30,balanced_accuracy,40,0.8093750000000001
coverage_then_margin_B40,w85__r103_f03,103,3,B1_q30,balanced_accuracy,80,0.811328125
coverage_then_margin_B40,w85__r103_f03,103,3,full81,accuracy,40,0.9747942386831276
coverage_then_margin_B40,w85__r103_f03,103,3,full81,accuracy,80,0.9757908950617283
coverage_then_margin_B40,w85__r103_f03,103,3,full81,balanced_accuracy,40,0.9330176767676767
coverage_then_margin_B40,w85__r103_f03,103,3,full81,balanced_accuracy,80,0.9358428030303032
coverage_then_margin_B40,w85__r103_f04,103,4,B1_q20,accuracy,40,0.8063725490196078
coverage_then_margin_B40,w85__r103_f04,103,4,B1_q20,accuracy,80,0.8184742647058822
coverage_then_margin_B40,w85__r103_f04,103,4,B1_q20,balanced_accuracy,40,0.8171296296296297
coverage_then_margin_B40,w85__r103_f04,103,4,B1_q20,balanced_accuracy,80,0.8243815104166669
coverage_then_margin_B40,w85__r103_f04,103,4,B1_q30,accuracy,40,0.8683333333333333
coverage_then_margin_B40,w85__r103_f04,103,4,B1_q30,accuracy,80,0.8765624999999999
coverage_then_margin_B40,w85__r103_f04,103,4,B1_q30,balanced_accuracy,40,0.8902777777777778
coverage_then_margin_B40,w85__r103_f04,103,4,B1_q30,balanced_accuracy,80,0.8871093749999999
coverage_then_margin_B40,w85__r103_f04,103,4,full81,accuracy,40,0.9585905349794238
coverage_then_margin_B40,w85__r103_f04,103,4,full81,accuracy,80,0.960841049382716
coverage_then_margin_B40,w85__r103_f04,103,4,full81,balanced_accuracy,40,0.9745896464646465
coverage_then_margin_B40,w85__r103_f04,103,4,full81,balanced_accuracy,80,0.9588660037878787
coverage_then_margin_B40,w85__r103_f05,103,5,B1_q20,accuracy,40,0.8063725490196078
coverage_then_margin_B40,w85__r103_f05,103,5,B1_q20,accuracy,80,0.8423713235294119
coverage_then_margin_B40,w85__r103_f05,103,5,B1_q20,balanced_accuracy,40,0.7979166666666666
coverage_then_margin_B40,w85__r103_f05,103,5,B1_q20,balanced_accuracy,80,0.8350446428571427
coverage_then_margin_B40,w85__r103_f05,103,5,B1_q30,accuracy,40,0.8683333333333333
coverage_then_margin_B40,w85__r103_f05,103,5,B1_q30,accuracy,80,0.8928125
coverage_then_margin_B40,w85__r103_f05,103,5,B1_q30,balanced_accuracy,40,0.8546006944444443
coverage_then_margin_B40,w85__r103_f05,103,5,B1_q30,balanced_accuracy,80,0.8811306423611112
coverage_then_margin_B40,w85__r103_f05,103,5,full81,accuracy,40,0.9593621399176954
coverage_then_margin_B40,w85__r103_f05,103,5,full81,accuracy,80,0.9669174382716049
coverage_then_margin_B40,w85__r103_f05,103,5,full81,balanced_accuracy,40,0.9259950248756219
coverage_then_margin_B40,w85__r103_f05,103,5,full81,balanced_accuracy,80,0.9391699426972282
coverage_then_margin_B40,w85__r104_f01,104,1,B1_q20,accuracy,40,0.7916666666666666
coverage_then_margin_B40,w85__r104_f01,104,1,B1_q20,accuracy,80,0.7982536764705881
coverage_then_margin_B40,w85__r104_f01,104,1,B1_q20,balanced_accuracy,40,0.7854456018518517
coverage_then_margin_B40,w85__r104_f01,104,1,B1_q20,balanced_accuracy,80,0.7925347222222223
coverage_then_margin_B40,w85__r104_f01,104,1,B1_q30,accuracy,40,0.8191666666666668
coverage_then_margin_B40,w85__r104_f01,104,1,B1_q30,accuracy,80,0.8384375
coverage_then_margin_B40,w85__r104_f01,104,1,B1_q30,balanced_accuracy,40,0.7902777777777779
coverage_then_margin_B40,w85__r104_f01,104,1,B1_q30,balanced_accuracy,80,0.8145833333333334
coverage_then_margin_B40,w85__r104_f01,104,1,full81,accuracy,40,0.9439300411522634
coverage_then_margin_B40,w85__r104_f01,104,1,full81,accuracy,80,0.9500385802469136
coverage_then_margin_B40,w85__r104_f01,104,1,full81,balanced_accuracy,40,0.8738320707070707
coverage_then_margin_B40,w85__r104_f01,104,1,full81,balanced_accuracy,80,0.8906605113636363
coverage_then_margin_B40,w85__r104_f02,104,2,B1_q20,accuracy,40,0.909313725490196
coverage_then_margin_B40,w85__r104_f02,104,2,B1_q20,accuracy,80,0.9232536764705883
coverage_then_margin_B40,w85__r104_f02,104,2,B1_q20,balanced_accuracy,40,0.8543402777777779
coverage_then_margin_B40,w85__r104_f02,104,2,B1_q20,balanced_accuracy,80,0.8754557291666668
coverage_then_margin_B40,w85__r104_f02,104,2,B1_q30,accuracy,40,0.9383333333333334
coverage_then_margin_B40,w85__r104_f02,104,2,B1_q30,accuracy,80,0.9471874999999998
coverage_then_margin_B40,w85__r104_f02,104,2,B1_q30,balanced_accuracy,40,0.87984283625731
coverage_then_margin_B40,w85__r104_f02,104,2,B1_q30,balanced_accuracy,80,0.8966557017543861
coverage_then_margin_B40,w85__r104_f02,104,2,full81,accuracy,40,0.9809670781893004
coverage_then_margin_B40,w85__r104_f02,104,2,full81,accuracy,80,0.9836998456790123
coverage_then_margin_B40,w85__r104_f02,104,2,full81,balanced_accuracy,40,0.9523674242424242
coverage_then_margin_B40,w85__r104_f02,104,2,full81,balanced_accuracy,80,0.9590080492424243
coverage_then_margin_B40,w85__r104_f03,104,3,B1_q20,accuracy,40,0.8284313725490197
coverage_then_margin_B40,w85__r104_f03,104,3,B1_q20,accuracy,80,0.8414522058823528
coverage_then_margin_B40,w85__r104_f03,104,3,B1_q20,balanced_accuracy,40,0.7147435897435898
coverage_then_margin_B40,w85__r104_f03,104,3,B1_q20,balanced_accuracy,80,0.7232572115384616
coverage_then_margin_B40,w85__r104_f03,104,3,B1_q30,accuracy,40,0.8533333333333334
coverage_then_margin_B40,w85__r104_f03,104,3,B1_q30,accuracy,80,0.8699999999999999
coverage_then_margin_B40,w85__r104_f03,104,3,B1_q30,balanced_accuracy,40,0.7894736842105262
coverage_then_margin_B40,w85__r104_f03,104,3,B1_q30,balanced_accuracy,80,0.800438596491228
coverage_then_margin_B40,w85__r104_f03,104,3,full81,accuracy,40,0.9547325102880658
coverage_then_margin_B40,w85__r104_f03,104,3,full81,accuracy,80,0.9598765432098764
coverage_then_margin_B40,w85__r104_f03,104,3,full81,balanced_accuracy,40,0.916133617626155
coverage_then_margin_B40,w85__r104_f03,104,3,full81,balanced_accuracy,80,0.9192430703624734
coverage_then_margin_B40,w85__r104_f04,104,4,B1_q20,accuracy,40,0.8198529411764706
coverage_then_margin_B40,w85__r104_f04,104,4,B1_q20,accuracy,80,0.7844669117647058
coverage_then_margin_B40,w85__r104_f04,104,4,B1_q20,balanced_accuracy,40,0.8339646464646465
coverage_then_margin_B40,w85__r104_f04,104,4,B1_q20,balanced_accuracy,80,0.7754498106060606
coverage_then_margin_B40,w85__r104_f04,104,4,B1_q30,accuracy,40,0.8633333333333333
coverage_then_margin_B40,w85__r104_f04,104,4,B1_q30,accuracy,80,0.8481249999999999
coverage_then_margin_B40,w85__r104_f04,104,4,B1_q30,balanced_accuracy,40,0.8760127314814815
coverage_then_margin_B40,w85__r104_f04,104,4,B1_q30,balanced_accuracy,80,0.8441297743055557
coverage_then_margin_B40,w85__r104_f04,104,4,full81,accuracy,40,0.9555041152263376
coverage_then_margin_B40,w85__r104_f04,104,4,full81,accuracy,80,0.9520640432098764
coverage_then_margin_B40,w85__r104_f04,104,4,full81,balanced_accuracy,40,0.9544507575757576
coverage_then_margin_B40,w85__r104_f04,104,4,full81,balanced_accuracy,80,0.9307410037878787
coverage_then_margin_B40,w85__r104_f05,104,5,B1_q20,accuracy,40,0.886029411764706
coverage_then_margin_B40,w85__r104_f05,104,5,B1_q20,accuracy,80,0.8988970588235295
coverage_then_margin_B40,w85__r104_f05,104,5,B1_q20,balanced_accuracy,40,0.892361111111111
coverage_then_margin_B40,w85__r104_f05,104,5,B1_q20,balanced_accuracy,80,0.904513888888889
