repeat,fold,run_id,arm,budget,subset,accuracy,balanced_accuracy,keyhole_recall,specificity,false_negative,false_positive,true_negative,true_positive,row_count,continuations_averaged_within_fold
1,1,w85__r01_f01,binary_random,160,B1_q30,0.8986666666666667,0.8537990196078431,0.7291666666666666,0.9784313725490196,2.1666666666666665,0.36666666666666664,16.633333333333333,5.833333333333333,25.0,30
1,1,w85__r01_f01,binary_random,160,full81,0.9596707818930041,0.9005555555555556,0.8066666666666666,0.9944444444444444,2.9,0.36666666666666664,65.63333333333334,12.1,81.0,30
1,1,w85__r01_f01,binary_random,320,B1_q20,0.8549019607843137,0.8338095238095239,0.7142857142857143,0.9533333333333334,2.0,0.4666666666666667,9.533333333333333,5.0,17.0,30
1,1,w85__r01_f01,binary_random,320,B1_q30,0.9013333333333333,0.8612745098039216,0.75,0.9725490196078431,2.0,0.4666666666666667,16.533333333333335,6.0,25.0,30
1,1,w85__r01_f01,binary_random,320,full81,0.9695473251028806,0.9297979797979798,0.8666666666666667,0.992929292929293,2.0,0.4666666666666667,65.53333333333333,13.0,81.0,30
1,2,w85__r01_f02,binary_margin,40,B1_q20,0.7647058823529411,0.775,0.8,0.75,1.0,3.0,9.0,4.0,17.0,1
1,2,w85__r01_f02,binary_margin,40,B1_q30,0.84,0.8377192982456141,0.8333333333333334,0.8421052631578947,1.0,3.0,16.0,5.0,25.0,1
1,2,w85__r01_f02,binary_margin,40,full81,0.9506172839506173,0.9418976545842217,0.9285714285714286,0.9552238805970149,1.0,3.0,64.0,13.0,81.0,1
1,2,w85__r01_f02,binary_margin,80,B1_q20,0.7647058823529411,0.775,0.8,0.75,1.0,3.0,9.0,4.0,17.0,1
1,2,w85__r01_f02,binary_margin,80,B1_q30,0.84,0.8377192982456141,0.8333333333333334,0.8421052631578947,1.0,3.0,16.0,5.0,25.0,1
1,2,w85__r01_f02,binary_margin,80,full81,0.9506172839506173,0.9418976545842217,0.9285714285714286,0.9552238805970149,1.0,3.0,64.0,13.0,81.0,1
1,2,w85__r01_f02,binary_margin,160,B1_q20,0.7647058823529411,0.775,0.8,0.75,1.0,3.0,9.0,4.0,17.0,1
1,2,w85__r01_f02,binary_margin,160,B1_q30,0.84,0.8377192982456141,0.8333333333333334,0.8421052631578947,1.0,3.0,16.0,5.0,25.0,1
1,2,w85__r01_f02,binary_margin,160,full81,0.9506172839506173,0.9418976545842217,0.9285714285714286,0.9552238805970149,1.0,3.0,64.0,13.0,81.0,1
1,2,w85__r01_f02,binary_margin,320,B1_q20,0.7647058823529411,0.775,0.8,0.75,1.0,3.0,9.0,4.0,17.0,1
1,2,w85__r01_f02,binary_margin,320,B1_q30,0.84,0.8377192982456141,0.8333333333333334,0.8421052631578947,1.0,3.0,16.0,5.0,25.0,1
1,2,w85__r01_f02,binary_margin,320,full81,0.9506172839506173,0.9418976545842217,0.9285714285714286,0.9552238805970149,1.0,3.0,64.0,13.0,81.0,1
1,2,w85__r01_f02,binary_random,40,B1_q20,0.7686274509803922,0.7427777777777779,0.6799999999999999,0.8055555555555556,1.6,2.3333333333333335,9.666666666666666,3.4,17.0,30
1,2,w85__r01_f02,binary_random,40,B1_q30,0.8253333333333334,0.7938596491228069,0.7333333333333333,0.8543859649122807,1.6,2.7666666666666666,16.233333333333334,4.4,25.0,30
1,2,w85__r01_f02,binary_random,40,full81,0.9423868312757201,0.9199715707178394,0.8857142857142857,0.954228855721393,1.6,3.066666666666667,63.93333333333333,12.4,81.0,30
1,2,w85__r01_f02,binary_random,80,B1_q20,0.7647058823529412,0.7555555555555556,0.7333333333333333,0.7777777777777778,1.3333333333333333,2.6666666666666665,9.333333333333334,3.6666666666666665,17.0,30
1,2,w85__r01_f02,binary_random,80,B1_q30,0.8320000000000001,0.8134502923976609,0.7777777777777778,0.8491228070175438,1.3333333333333333,2.8666666666666667,16.133333333333333,4.666666666666667,25.0,30
1,2,w85__r01_f02,binary_random,80,full81,0.9481481481481481,0.9309879175550818,0.9047619047619048,0.9572139303482586,1.3333333333333333,2.8666666666666667,64.13333333333334,12.666666666666666,81.0,30
1,2,w85__r01_f02,binary_random,160,B1_q20,0.7705882352941177,0.7519444444444444,0.7066666666666667,0.7972222222222223,1.4666666666666666,2.433333333333333,9.566666666666666,3.533333333333333,17.0,30
1,2,w85__r01_f02,binary_random,160,B1_q30,0.84,0.8111111111111111,0.7555555555555556,0.8666666666666667,1.4666666666666666,2.533333333333333,16.466666666666665,4.533333333333333,25.0,30
1,2,w85__r01_f02,binary_random,160,full81,0.9506172839506173,0.9287135749822316,0.8952380952380953,0.9621890547263682,1.4666666666666666,2.533333333333333,64.46666666666667,12.533333333333333,81.0,30
1,2,w85__r01_f02,binary_random,320,B1_q20,0.764705882352941,0.775,0.8,0.75,1.0,3.0,9.0,4.0,17.0,30
1,2,w85__r01_f02,binary_random,320,B1_q30,0.84,0.8377192982456141,0.8333333333333334,0.8421052631578948,1.0,3.0,16.0,5.0,25.0,30
1,2,w85__r01_f02,binary_random,320,full81,0.9506172839506173,0.9418976545842217,0.9285714285714286,0.9552238805970149,1.0,3.0,64.0,13.0,81.0,30
1,3,w85__r01_f03,binary_margin,40,B1_q20,0.8235294117647058,0.7857142857142857,0.5714285714285714,1.0,3.0,0.0,10.0,4.0,17.0,1
1,3,w85__r01_f03,binary_margin,40,B1_q30,0.88,0.7857142857142857,0.5714285714285714,1.0,3.0,0.0,18.0,4.0,25.0,1
1,3,w85__r01_f03,binary_margin,40,full81,0.9629629629629629,0.8928571428571428,0.7857142857142857,1.0,3.0,0.0,67.0,11.0,81.0,1
1,3,w85__r01_f03,binary_margin,80,B1_q20,0.9411764705882353,0.9285714285714286,0.8571428571428571,1.0,1.0,0.0,10.0,6.0,17.0,1
1,3,w85__r01_f03,binary_margin,80,B1_q30,0.96,0.9285714285714286,0.8571428571428571,1.0,1.0,0.0,18.0,6.0,25.0,1
1,3,w85__r01_f03,binary_margin,80,full81,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,1.0,0.0,67.0,13.0,81.0,1
1,3,w85__r01_f03,binary_margin,160,B1_q20,0.9411764705882353,0.9285714285714286,0.8571428571428571,1.0,1.0,0.0,10.0,6.0,17.0,1
1,3,w85__r01_f03,binary_margin,160,B1_q30,0.96,0.9285714285714286,0.8571428571428571,1.0,1.0,0.0,18.0,6.0,25.0,1
1,3,w85__r01_f03,binary_margin,160,full81,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,1.0,0.0,67.0,13.0,81.0,1
1,3,w85__r01_f03,binary_margin,320,B1_q20,0.9411764705882353,0.9285714285714286,0.8571428571428571,1.0,1.0,0.0,10.0,6.0,17.0,1
1,3,w85__r01_f03,binary_margin,320,B1_q30,0.96,0.9285714285714286,0.8571428571428571,1.0,1.0,0.0,18.0,6.0,25.0,1
1,3,w85__r01_f03,binary_margin,320,full81,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,1.0,0.0,67.0,13.0,81.0,1
1,3,w85__r01_f03,binary_random,40,B1_q20,0.8470588235294118,0.8292857142857143,0.7285714285714285,0.93,1.9,0.7,9.3,5.1,17.0,30
1,3,w85__r01_f03,binary_random,40,B1_q30,0.896,0.8448412698412698,0.7285714285714285,0.961111111111111,1.9,0.7,17.3,5.1,25.0,30
1,3,w85__r01_f03,binary_random,40,full81,0.9674897119341563,0.9266702203269367,0.8642857142857142,0.9890547263681592,1.9,0.7333333333333333,66.26666666666667,12.1,81.0,30
1,3,w85__r01_f03,binary_random,80,B1_q20,0.8745098039215686,0.8633333333333333,0.8,0.9266666666666666,1.4,0.7333333333333333,9.266666666666667,5.6,17.0,30
1,3,w85__r01_f03,binary_random,80,B1_q30,0.9146666666666667,0.8796296296296297,0.8,0.9592592592592593,1.4,0.7333333333333333,17.266666666666666,5.6,25.0,30
1,3,w85__r01_f03,binary_random,80,full81,0.9736625514403292,0.9445273631840796,0.9,0.9890547263681592,1.4,0.7333333333333333,66.26666666666667,12.6,81.0,30
1,3,w85__r01_f03,binary_random,160,B1_q20,0.9098039215686274,0.904047619047619,0.8714285714285714,0.9366666666666668,0.9,0.6333333333333333,9.366666666666667,6.1,17.0,30
1,3,w85__r01_f03,binary_random,160,B1_q30,0.9386666666666666,0.9181216931216931,0.8714285714285714,0.9648148148148148,0.9,0.6333333333333333,17.366666666666667,6.1,25.0,30
1,3,w85__r01_f03,binary_random,160,full81,0.9810699588477366,0.9631307746979388,0.9357142857142856,0.990547263681592,0.9,0.6333333333333333,66.36666666666666,13.1,81.0,30
1,3,w85__r01_f03,binary_random,320,B1_q20,0.9392156862745098,0.9269047619047619,0.8571428571428571,0.9966666666666666,1.0,0.03333333333333333,9.966666666666667,6.0,17.0,30
1,3,w85__r01_f03,binary_random,320,B1_q30,0.9586666666666666,0.9276455026455026,0.8571428571428571,0.9981481481481481,1.0,0.03333333333333333,17.966666666666665,6.0,25.0,30
1,3,w85__r01_f03,binary_random,320,full81,0.9872427983539094,0.9640369580668088,0.9285714285714286,0.9995024875621891,1.0,0.03333333333333333,66.96666666666667,13.0,81.0,30
1,4,w85__r01_f04,binary_margin,40,B1_q20,0.8823529411764706,0.8333333333333333,0.6666666666666666,1.0,2.0,0.0,11.0,4.0,17.0,1
1,4,w85__r01_f04,binary_margin,40,B1_q30,0.92,0.875,0.75,1.0,2.0,0.0,17.0,6.0,25.0,1
1,4,w85__r01_f04,binary_margin,40,full81,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2.0,0.0,66.0,13.0,81.0,1
1,4,w85__r01_f04,binary_margin,80,B1_q20,0.8823529411764706,0.8333333333333333,0.6666666666666666,1.0,2.0,0.0,11.0,4.0,17.0,1
1,4,w85__r01_f04,binary_margin,80,B1_q30,0.88,0.8125,0.625,1.0,3.0,0.0,17.0,5.0,25.0,1
1,4,w85__r01_f04,binary_margin,80,full81,0.9629629629629629,0.9,0.8,1.0,3.0,0.0,66.0,12.0,81.0,1
1,4,w85__r01_f04,binary_margin,160,B1_q20,0.7647058823529411,0.6666666666666666,0.3333333333333333,1.0,4.0,0.0,11.0,2.0,17.0,1
1,4,w85__r01_f04,binary_margin,160,B1_q30,0.8,0.6875,0.375,1.0,5.0,0.0,17.0,3.0,25.0,1
1,4,w85__r01_f04,binary_margin,160,full81,0.9382716049382716,0.8333333333333333,0.6666666666666666,1.0,5.0,0.0,66.0,10.0,81.0,1
1,4,w85__r01_f04,binary_margin,320,B1_q20,0.7647058823529411,0.6666666666666666,0.3333333333333333,1.0,4.0,0.0,11.0,2.0,17.0,1
1,4,w85__r01_f04,binary_margin,320,B1_q30,0.8,0.6875,0.375,1.0,5.0,0.0,17.0,3.0,25.0,1
1,4,w85__r01_f04,binary_margin,320,full81,0.9382716049382716,0.8333333333333333,0.6666666666666666,1.0,5.0,0.0,66.0,10.0,81.0,1
1,4,w85__r01_f04,binary_random,40,B1_q20,0.8294117647058824,0.8050505050505051,0.7222222222222222,0.8878787878787879,1.6666666666666667,1.2333333333333334,9.766666666666667,4.333333333333333,17.0,30
1,4,w85__r01_f04,binary_random,40,B1_q30,0.8826666666666667,0.8585784313725491,0.7916666666666666,0.9254901960784314,1.6666666666666667,1.2666666666666666,15.733333333333333,6.333333333333333,25.0,30
1,4,w85__r01_f04,binary_random,40,full81,0.9633744855967078,0.9345959595959596,0.888888888888889,0.9803030303030303,1.6666666666666667,1.3,64.7,13.333333333333334,81.0,30
1,4,w85__r01_f04,binary_random,80,B1_q20,0.8509803921568627,0.8191919191919191,0.711111111111111,0.9272727272727272,1.7333333333333334,0.8,10.2,4.266666666666667,17.0,30
1,4,w85__r01_f04,binary_random,80,B1_q30,0.8906666666666666,0.8600490196078431,0.775,0.9450980392156862,1.8,0.9333333333333333,16.066666666666666,6.2,25.0,30
1,4,w85__r01_f04,binary_random,80,full81,0.9658436213991769,0.9326767676767677,0.8800000000000001,0.9853535353535354,1.8,0.9666666666666667,65.03333333333333,13.2,81.0,30
1,4,w85__r01_f04,binary_random,160,B1_q20,0.8176470588235294,0.7669191919191919,0.5944444444444444,0.9393939393939394,2.433333333333333,0.6666666666666666,10.333333333333334,3.566666666666667,17.0,30
1,4,w85__r01_f04,binary_random,160,B1_q30,0.8653333333333334,0.8116421568627451,0.6625,0.9607843137254902,2.7,0.6666666666666666,16.333333333333332,5.3,25.0,30
1,4,w85__r01_f04,binary_random,160,full81,0.9584362139917695,0.904949494949495,0.8200000000000001,0.9898989898989898,2.7,0.6666666666666666,65.33333333333333,12.3,81.0,30
1,4,w85__r01_f04,binary_random,320,B1_q20,0.7745098039215687,0.6805555555555555,0.36111111111111105,1.0,3.8333333333333335,0.0,11.0,2.1666666666666665,17.0,30
1,4,w85__r01_f04,binary_random,320,B1_q30,0.8066666666666666,0.6979166666666666,0.3958333333333333,1.0,4.833333333333333,0.0,17.0,3.1666666666666665,25.0,30
1,4,w85__r01_f04,binary_random,320,full81,0.9403292181069959,0.8388888888888888,0.6777777777777777,1.0,4.833333333333333,0.0,66.0,10.166666666666666,81.0,30
1,5,w85__r01_f05,binary_margin,40,B1_q20,0.8235294117647058,0.8071428571428572,0.7142857142857143,0.9,2.0,1.0,9.0,5.0,17.0,1
1,5,w85__r01_f05,binary_margin,40,B1_q30,0.84,0.827922077922078,0.7272727272727273,0.9285714285714286,3.0,1.0,13.0,8.0,25.0,1
1,5,w85__r01_f05,binary_margin,40,full81,0.9506172839506173,0.8924242424242425,0.8,0.9848484848484849,3.0,1.0,65.0,12.0,81.0,1
1,5,w85__r01_f05,binary_margin,80,B1_q20,0.8235294117647058,0.8071428571428572,0.7142857142857143,0.9,2.0,1.0,9.0,5.0,17.0,1
1,5,w85__r01_f05,binary_margin,80,B1_q30,0.8,0.7824675324675325,0.6363636363636364,0.9285714285714286,4.0,1.0,13.0,7.0,25.0,1
1,5,w85__r01_f05,binary_margin,80,full81,0.9382716049382716,0.8590909090909091,0.7333333333333333,0.9848484848484849,4.0,1.0,65.0,11.0,81.0,1
1,5,w85__r01_f05,binary_margin,160,B1_q20,0.8235294117647058,0.8071428571428572,0.7142857142857143,0.9,2.0,1.0,9.0,5.0,17.0,1
1,5,w85__r01_f05,binary_margin,160,B1_q30,0.8,0.7824675324675325,0.6363636363636364,0.9285714285714286,4.0,1.0,13.0,7.0,25.0,1
1,5,w85__r01_f05,binary_margin,160,full81,0.9382716049382716,0.8590909090909091,0.7333333333333333,0.9848484848484849,4.0,1.0,65.0,11.0,81.0,1
1,5,w85__r01_f05,binary_margin,320,B1_q20,0.8235294117647058,0.8071428571428572,0.7142857142857143,0.9,2.0,1.0,9.0,5.0,17.0,1
1,5,w85__r01_f05,binary_margin,320,B1_q30,0.8,0.7824675324675325,0.6363636363636364,0.9285714285714286,4.0,1.0,13.0,7.0,25.0,1
1,5,w85__r01_f05,binary_margin,320,full81,0.9382716049382716,0.8590909090909091,0.7333333333333333,0.9848484848484849,4.0,1.0,65.0,11.0,81.0,1
1,5,w85__r01_f05,binary_random,40,B1_q20,0.6901960784313725,0.6395238095238096,0.35238095238095235,0.9266666666666666,4.533333333333333,0.7333333333333333,9.266666666666667,2.466666666666667,17.0,30
1,5,w85__r01_f05,binary_random,40,B1_q30,0.7,0.6662337662337663,0.38484848484848483,0.9476190476190477,6.766666666666667,0.7333333333333333,13.266666666666667,4.233333333333333,25.0,30
1,5,w85__r01_f05,binary_random,40,full81,0.9074074074074073,0.7688888888888888,0.5488888888888889,0.9888888888888889,6.766666666666667,0.7333333333333333,65.26666666666667,8.233333333333333,81.0,30
1,5,w85__r01_f05,binary_random,80,B1_q20,0.7666666666666667,0.7409523809523809,0.5952380952380952,0.8866666666666667,2.8333333333333335,1.1333333333333333,8.866666666666667,4.166666666666667,17.0,30
1,5,w85__r01_f05,binary_random,80,B1_q30,0.768,0.7474025974025974,0.5757575757575758,0.9190476190476191,4.666666666666667,1.1333333333333333,12.866666666666667,6.333333333333333,25.0,30
1,5,w85__r01_f05,binary_random,80,full81,0.928395061728395,0.8358585858585859,0.6888888888888888,0.9828282828282828,4.666666666666667,1.1333333333333333,64.86666666666666,10.333333333333334,81.0,30
1,5,w85__r01_f05,binary_random,160,B1_q20,0.7647058823529412,0.7528571428571429,0.6857142857142856,0.8200000000000001,2.2,1.8,8.2,4.8,17.0,30
1,5,w85__r01_f05,binary_random,160,B1_q30,0.768,0.7538961038961038,0.6363636363636364,0.8714285714285714,4.0,1.8,12.2,7.0,25.0,30
1,5,w85__r01_f05,binary_random,160,full81,0.928395061728395,0.853030303030303,0.7333333333333333,0.9727272727272728,4.0,1.8,64.2,11.0,81.0,30
1,5,w85__r01_f05,binary_random,320,B1_q20,0.8235294117647058,0.8071428571428572,0.7142857142857143,0.9,2.0,1.0,9.0,5.0,17.0,30
1,5,w85__r01_f05,binary_random,320,B1_q30,0.8013333333333335,0.783982683982684,0.6393939393939393,0.9285714285714286,3.966666666666667,1.0,13.0,7.033333333333333,25.0,30
1,5,w85__r01_f05,binary_random,320,full81,0.9386831275720164,0.8602020202020203,0.7355555555555555,0.9848484848484849,3.966666666666667,1.0,65.0,11.033333333333333,81.0,30
2,1,w85__r02_f01,binary_margin,40,B1_q20,0.8823529411764706,0.8785714285714286,0.8571428571428571,0.9,1.0,1.0,9.0,6.0,17.0,1
2,1,w85__r02_f01,binary_margin,40,B1_q30,0.92,0.9007936507936507,0.8571428571428571,0.9444444444444444,1.0,1.0,17.0,6.0,25.0,1
2,1,w85__r02_f01,binary_margin,40,full81,0.9753086419753086,0.9590909090909091,0.9333333333333333,0.9848484848484849,1.0,1.0,65.0,14.0,81.0,1
2,1,w85__r02_f01,binary_margin,80,B1_q20,0.8823529411764706,0.9,1.0,0.8,0.0,2.0,8.0,7.0,17.0,1
2,1,w85__r02_f01,binary_margin,80,B1_q30,0.92,0.9444444444444444,1.0,0.8888888888888888,0.0,2.0,16.0,7.0,25.0,1
2,1,w85__r02_f01,binary_margin,80,full81,0.9753086419753086,0.9848484848484849,1.0,0.9696969696969697,0.0,2.0,64.0,15.0,81.0,1
2,1,w85__r02_f01,binary_margin,160,B1_q20,0.8823529411764706,0.9,1.0,0.8,0.0,2.0,8.0,7.0,17.0,1
2,1,w85__r02_f01,binary_margin,160,B1_q30,0.92,0.9444444444444444,1.0,0.8888888888888888,0.0,2.0,16.0,7.0,25.0,1
2,1,w85__r02_f01,binary_margin,160,full81,0.9753086419753086,0.9848484848484849,1.0,0.9696969696969697,0.0,2.0,64.0,15.0,81.0,1
2,1,w85__r02_f01,binary_margin,320,B1_q20,0.8823529411764706,0.9,1.0,0.8,0.0,2.0,8.0,7.0,17.0,1
2,1,w85__r02_f01,binary_margin,320,B1_q30,0.92,0.9444444444444444,1.0,0.8888888888888888,0.0,2.0,16.0,7.0,25.0,1
2,1,w85__r02_f01,binary_margin,320,full81,0.9753086419753086,0.9848484848484849,1.0,0.9696969696969697,0.0,2.0,64.0,15.0,81.0,1
2,1,w85__r02_f01,binary_random,40,B1_q20,0.8392156862745098,0.8519047619047619,0.9238095238095239,0.7799999999999999,0.5333333333333333,2.2,7.8,6.466666666666667,17.0,30
2,1,w85__r02_f01,binary_random,40,B1_q30,0.8906666666666666,0.9007936507936507,0.9238095238095239,0.8777777777777778,0.5333333333333333,2.2,15.8,6.466666666666667,25.0,30
2,1,w85__r02_f01,binary_random,40,full81,0.9625514403292181,0.9632828282828283,0.9644444444444444,0.9621212121212122,0.5333333333333333,2.5,63.5,14.466666666666667,81.0,30
2,1,w85__r02_f01,binary_random,80,B1_q20,0.8392156862745098,0.8447619047619047,0.8761904761904762,0.8133333333333334,0.8666666666666667,1.8666666666666667,8.133333333333333,6.133333333333334,17.0,30
2,1,w85__r02_f01,binary_random,80,B1_q30,0.8906666666666666,0.8862433862433863,0.8761904761904762,0.8962962962962963,0.8666666666666667,1.8666666666666667,16.133333333333333,6.133333333333334,25.0,30
2,1,w85__r02_f01,binary_random,80,full81,0.9641975308641975,0.9557070707070707,0.9422222222222222,0.9691919191919193,0.8666666666666667,2.033333333333333,63.96666666666667,14.133333333333333,81.0,30
2,1,w85__r02_f01,binary_random,160,B1_q20,0.8470588235294118,0.855,0.9,0.81,0.7,1.9,8.1,6.3,17.0,30
2,1,w85__r02_f01,binary_random,160,B1_q30,0.896,0.8972222222222223,0.9,0.8944444444444444,0.7,1.9,16.1,6.3,25.0,30
2,1,w85__r02_f01,binary_random,160,full81,0.9679012345679011,0.9622727272727273,0.9533333333333334,0.9712121212121212,0.7,1.9,64.1,14.3,81.0,30
2,1,w85__r02_f01,binary_random,320,B1_q20,0.8725490196078431,0.8909523809523809,0.9952380952380953,0.7866666666666667,0.03333333333333333,2.1333333333333333,7.866666666666666,6.966666666666667,17.0,30
2,1,w85__r02_f01,binary_random,320,B1_q30,0.9133333333333334,0.9383597883597884,0.9952380952380953,0.8814814814814814,0.03333333333333333,2.1333333333333333,15.866666666666667,6.966666666666667,25.0,30
2,1,w85__r02_f01,binary_random,320,full81,0.9732510288065844,0.9827272727272727,0.9977777777777778,0.9676767676767677,0.03333333333333333,2.1333333333333333,63.86666666666667,14.966666666666667,81.0,30
2,2,w85__r02_f02,binary_margin,40,B1_q20,0.9411764705882353,0.9,0.8,1.0,1.0,0.0,12.0,4.0,17.0,1
2,2,w85__r02_f02,binary_margin,40,B1_q30,0.96,0.9,0.8,1.0,1.0,0.0,20.0,4.0,25.0,1
2,2,w85__r02_f02,binary_margin,40,full81,0.9876543209876543,0.9666666666666667,0.9333333333333333,1.0,1.0,0.0,66.0,14.0,81.0,1
2,2,w85__r02_f02,binary_margin,80,B1_q20,0.9411764705882353,0.9,0.8,1.0,1.0,0.0,12.0,4.0,17.0,1
2,2,w85__r02_f02,binary_margin,80,B1_q30,0.96,0.9,0.8,1.0,1.0,0.0,20.0,4.0,25.0,1
2,2,w85__r02_f02,binary_margin,80,full81,0.9876543209876543,0.9666666666666667,0.9333333333333333,1.0,1.0,0.0,66.0,14.0,81.0,1
2,2,w85__r02_f02,binary_margin,160,B1_q20,0.9411764705882353,0.9,0.8,1.0,1.0,0.0,12.0,4.0,17.0,1
2,2,w85__r02_f02,binary_margin,160,B1_q30,0.96,0.9,0.8,1.0,1.0,0.0,20.0,4.0,25.0,1
2,2,w85__r02_f02,binary_margin,160,full81,0.9876543209876543,0.9666666666666667,0.9333333333333333,1.0,1.0,0.0,66.0,14.0,81.0,1
2,2,w85__r02_f02,binary_margin,320,B1_q20,0.9411764705882353,0.9,0.8,1.0,1.0,0.0,12.0,4.0,17.0,1
2,2,w85__r02_f02,binary_margin,320,B1_q30,0.96,0.9,0.8,1.0,1.0,0.0,20.0,4.0,25.0,1
2,2,w85__r02_f02,binary_margin,320,full81,0.9876543209876543,0.9666666666666667,0.9333333333333333,1.0,1.0,0.0,66.0,14.0,81.0,1
2,2,w85__r02_f02,binary_random,40,B1_q20,0.8705882352941177,0.8538888888888889,0.8133333333333334,0.8944444444444444,0.9333333333333333,1.2666666666666666,10.733333333333333,4.066666666666666,17.0,30
2,2,w85__r02_f02,binary_random,40,B1_q30,0.912,0.875,0.8133333333333334,0.9366666666666666,0.9333333333333333,1.2666666666666666,18.733333333333334,4.066666666666666,25.0,30
2,2,w85__r02_f02,binary_random,40,full81,0.9728395061728394,0.9592929292929294,0.9377777777777777,0.9808080808080809,0.9333333333333333,1.2666666666666666,64.73333333333333,14.066666666666666,81.0,30
2,2,w85__r02_f02,binary_random,80,B1_q20,0.884313725490196,0.8597222222222223,0.8,0.9194444444444444,1.0,0.9666666666666667,11.033333333333333,4.0,17.0,30
2,2,w85__r02_f02,binary_random,80,B1_q30,0.9213333333333333,0.8758333333333334,0.8,0.9516666666666667,1.0,0.9666666666666667,19.033333333333335,4.0,25.0,30
2,2,w85__r02_f02,binary_random,80,full81,0.9757201646090535,0.9593434343434344,0.9333333333333333,0.9853535353535354,1.0,0.9666666666666667,65.03333333333333,14.0,81.0,30
2,2,w85__r02_f02,binary_random,160,B1_q20,0.9,0.8611111111111112,0.7666666666666667,0.9555555555555556,1.1666666666666667,0.5333333333333333,11.466666666666667,3.8333333333333335,17.0,30
2,2,w85__r02_f02,binary_random,160,B1_q30,0.932,0.87,0.7666666666666667,0.9733333333333333,1.1666666666666667,0.5333333333333333,19.466666666666665,3.8333333333333335,25.0,30
