run_id,repeat,fold,model,budget,subset,roc_auc,pr_auc,accuracy,balanced_accuracy,keyhole_recall,conduction_recall,brier_score,false_negative,false_positive,true_negative,true_positive,row_count
w85__r02_f02,2,2,G0,80,B1_q20,0.9666666666666667,0.9428571428571428,0.9411764705882353,0.9,0.8,1.0,0.0501867183726197,1,0,12,4,17
w85__r02_f03,2,3,G0,16,full81,0.9786780383795308,0.9333673469387754,0.9382716049382716,0.8214285714285714,0.6428571428571429,1.0,0.07632005612193374,5,0,67,9,81
w85__r02_f03,2,3,G0,16,B1_q30,0.9545454545454546,0.9504495504495505,0.8,0.7727272727272727,0.5454545454545454,1.0,0.1646905108647706,5,0,14,6,25
w85__r02_f03,2,3,G0,16,B1_q20,0.9285714285714286,0.9540404040404039,0.7058823529411765,0.75,0.5,1.0,0.21343015881700853,5,0,7,5,17
w85__r02_f03,2,3,G0,40,full81,0.997867803837953,0.9901360544217687,0.9753086419753086,0.9568230277185501,0.9285714285714286,0.9850746268656716,0.02915863334032418,1,1,66,13,81
w85__r02_f03,2,3,G0,40,B1_q30,0.987012987012987,0.9841597796143252,0.92,0.9188311688311688,0.9090909090909091,0.9285714285714286,0.07970345297062248,1,1,13,10,25
w85__r02_f03,2,3,G0,40,B1_q20,0.9714285714285715,0.9809090909090908,0.8823529411764706,0.8785714285714286,0.9,0.8571428571428571,0.0971946206931866,1,1,6,9,17
w85__r02_f03,2,3,G0,80,full81,0.9957356076759062,0.981547619047619,0.9753086419753086,0.9285714285714286,0.8571428571428571,1.0,0.02136799539753842,2,0,67,12,81
w85__r02_f03,2,3,G0,80,B1_q30,0.9740259740259741,0.9708624708624708,0.92,0.9090909090909092,0.8181818181818182,1.0,0.06655766854236934,2,0,14,9,25
w85__r02_f03,2,3,G0,80,B1_q20,0.9428571428571428,0.9651515151515151,0.8823529411764706,0.9,0.8,1.0,0.0932990552319854,2,0,7,8,17
w85__r02_f04,2,4,G0,16,full81,0.9777777777777777,0.9032248307248307,0.9382716049382716,0.8848484848484849,0.8,0.9696969696969697,0.06727050314834648,3,2,64,12,81
w85__r02_f04,2,4,G0,16,B1_q30,0.8676470588235293,0.7256764069264069,0.8,0.7536764705882353,0.625,0.8823529411764706,0.15073463499461107,3,2,15,5,25
w85__r02_f04,2,4,G0,16,B1_q20,0.7833333333333333,0.5476190476190477,0.7058823529411765,0.6166666666666667,0.4,0.8333333333333334,0.18138567350908621,3,2,10,2,17
w85__r02_f04,2,4,G0,40,full81,0.992929292929293,0.9716303579461475,0.9506172839506173,0.943939393939394,0.9333333333333333,0.9545454545454546,0.04144575807513184,1,3,63,14,81
w85__r02_f04,2,4,G0,40,B1_q30,0.9485294117647058,0.9040178571428572,0.84,0.8492647058823529,0.875,0.8235294117647058,0.10387440446565492,1,3,14,7,25
w85__r02_f04,2,4,G0,40,B1_q20,0.9000000000000001,0.8211111111111111,0.7647058823529411,0.775,0.8,0.75,0.14327981426060118,1,3,9,4,17
w85__r02_f04,2,4,G0,80,full81,0.990909090909091,0.959049284049284,0.9506172839506173,0.943939393939394,0.9333333333333333,0.9545454545454546,0.03288638370607427,1,3,63,14,81
w85__r02_f04,2,4,G0,80,B1_q30,0.9338235294117647,0.843190836940837,0.84,0.8492647058823529,0.875,0.8235294117647058,0.09787722614908898,1,3,14,7,25
w85__r02_f04,2,4,G0,80,B1_q20,0.8666666666666667,0.6416666666666666,0.7647058823529411,0.775,0.8,0.75,0.14227184399451986,1,3,9,4,17
w85__r02_f05,2,5,G0,16,full81,0.9584221748400853,0.8857073956064639,0.8888888888888888,0.6785714285714286,0.35714285714285715,1.0,0.0753128172598118,9,0,67,5,81
w85__r02_f05,2,5,G0,16,B1_q30,0.8676470588235294,0.79375,0.68,0.5,0.0,1.0,0.17048594661152003,8,0,17,0,25
w85__r02_f05,2,5,G0,16,B1_q20,0.8333333333333334,0.7551948051948052,0.7058823529411765,0.5,0.0,1.0,0.16411443421458444,5,0,12,0,17
w85__r02_f05,2,5,G0,40,full81,0.9840085287846482,0.9453983516483516,0.9506172839506173,0.8571428571428572,0.7142857142857143,1.0,0.05406583336379112,4,0,67,10,81
w85__r02_f05,2,5,G0,40,B1_q30,0.9191176470588235,0.8702380952380953,0.84,0.75,0.5,1.0,0.1353082473701784,4,0,17,4,25
w85__r02_f05,2,5,G0,40,B1_q20,0.8833333333333333,0.8333333333333333,0.7647058823529411,0.6,0.2,1.0,0.15150763891033675,4,0,12,1,17
w85__r02_f05,2,5,G0,80,full81,0.990405117270789,0.9689239332096474,0.9259259259259259,0.7857142857142857,0.5714285714285714,1.0,0.040612410988340515,6,0,67,8,81
w85__r02_f05,2,5,G0,80,B1_q30,0.9485294117647058,0.9308035714285714,0.76,0.625,0.25,1.0,0.12334902457187588,6,0,17,2,25
w85__r02_f05,2,5,G0,80,B1_q20,0.9166666666666666,0.8999999999999999,0.7647058823529411,0.6,0.2,1.0,0.13877624832967717,4,0,12,1,17
w85__r03_f01,3,1,G0,16,full81,0.9797979797979798,0.9343650793650793,0.9012345679012346,0.7333333333333334,0.4666666666666667,1.0,0.08371154059258426,8,0,66,7,81
w85__r03_f01,3,1,G0,16,B1_q30,0.8859649122807017,0.7777777777777777,0.76,0.5,0.0,1.0,0.14375407321506475,6,0,19,0,25
w85__r03_f01,3,1,G0,16,B1_q20,0.7999999999999999,0.7088888888888889,0.7058823529411765,0.5,0.0,1.0,0.1765981176710744,5,0,12,0,17
w85__r03_f01,3,1,G0,40,full81,0.9878787878787878,0.9542063492063491,0.9382716049382716,0.8590909090909091,0.7333333333333333,0.9848484848484849,0.04837699316871928,4,1,65,11,81
w85__r03_f01,3,1,G0,40,B1_q30,0.9298245614035088,0.8301587301587301,0.84,0.7236842105263157,0.5,0.9473684210526315,0.10085655814981127,3,1,18,3,25
w85__r03_f01,3,1,G0,40,B1_q20,0.8666666666666667,0.7644444444444445,0.7647058823529411,0.6583333333333333,0.4,0.9166666666666666,0.13984443360678375,3,1,11,2,17
w85__r03_f01,3,1,G0,80,full81,0.9929292929292929,0.9765079365079364,0.9629629629629629,0.9,0.8,1.0,0.0295388021145749,3,0,66,12,81
w85__r03_f01,3,1,G0,80,B1_q30,0.9473684210526316,0.8964646464646464,0.88,0.75,0.5,1.0,0.08185221904391426,3,0,19,3,25
w85__r03_f01,3,1,G0,80,B1_q20,0.8999999999999999,0.8600000000000001,0.8235294117647058,0.7,0.4,1.0,0.11917751514821581,3,0,12,2,17
w85__r03_f02,3,2,G0,16,full81,0.9888888888888888,0.9575515334338862,0.9506172839506173,0.8666666666666667,0.7333333333333333,1.0,0.05427265474747171,4,0,66,11,81
w85__r03_f02,3,2,G0,16,B1_q30,0.9682539682539683,0.9367346938775509,0.84,0.7142857142857143,0.42857142857142855,1.0,0.10735503703128867,4,0,18,3,25
w85__r03_f02,3,2,G0,16,B1_q20,0.9696969696969696,0.9583333333333334,0.8235294117647058,0.75,0.5,1.0,0.12209373041963506,3,0,11,3,17
w85__r03_f02,3,2,G0,40,full81,0.9858585858585859,0.9565656565656565,0.9629629629629629,0.9257575757575758,0.8666666666666667,0.9848484848484849,0.04045374252448631,2,1,65,13,81
w85__r03_f02,3,2,G0,40,B1_q30,0.9206349206349207,0.8755411255411256,0.88,0.8293650793650793,0.7142857142857143,0.9444444444444444,0.10265441104925983,2,1,17,5,25
w85__r03_f02,3,2,G0,40,B1_q20,0.8484848484848484,0.8409090909090908,0.8235294117647058,0.7878787878787878,0.6666666666666666,0.9090909090909091,0.13976463666438707,2,1,10,4,17
w85__r03_f02,3,2,G0,80,full81,0.997979797979798,0.9913888888888889,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,0.019292542503075733,2,0,66,13,81
w85__r03_f02,3,2,G0,80,B1_q30,0.9841269841269841,0.9617346938775511,0.92,0.8571428571428572,0.7142857142857143,1.0,0.06006164476246766,2,0,18,5,25
w85__r03_f02,3,2,G0,80,B1_q20,0.9696969696969697,0.9484126984126984,0.8823529411764706,0.8333333333333333,0.6666666666666666,1.0,0.08685490011079162,2,0,11,4,17
w85__r03_f03,3,3,G0,16,full81,0.9402985074626865,0.7875965752117826,0.8888888888888888,0.6785714285714286,0.35714285714285715,1.0,0.08823722691845014,9,0,67,5,81
w85__r03_f03,3,3,G0,16,B1_q30,0.8263888888888888,0.6720117845117846,0.64,0.5,0.0,1.0,0.22165163549094002,9,0,16,0,25
w85__r03_f03,3,3,G0,16,B1_q20,0.7666666666666666,0.6051948051948053,0.7058823529411765,0.5,0.0,1.0,0.1877287479023522,5,0,12,0,17
w85__r03_f03,3,3,G0,40,full81,0.9818763326226013,0.9368476761333905,0.9506172839506173,0.8853944562899787,0.7857142857142857,0.9850746268656716,0.05294845812392208,3,1,66,11,81
w85__r03_f03,3,3,G0,40,B1_q30,0.9375,0.8829636412969746,0.84,0.8020833333333333,0.6666666666666666,0.9375,0.11489474081911104,3,1,15,6,25
w85__r03_f03,3,3,G0,40,B1_q20,0.9,0.7683333333333333,0.8235294117647058,0.7583333333333333,0.6,0.9166666666666666,0.12810268294351876,2,1,11,3,17
w85__r03_f03,3,3,G0,80,full81,0.9957356076759062,0.9786891679748823,0.9629629629629629,0.9211087420042643,0.8571428571428571,0.9850746268656716,0.023857715666732077,2,1,66,12,81
w85__r03_f03,3,3,G0,80,B1_q30,0.9722222222222222,0.9467813051146385,0.88,0.8576388888888888,0.7777777777777778,0.9375,0.07520966243212591,2,1,15,7,25
w85__r03_f03,3,3,G0,80,B1_q20,0.95,0.8766666666666667,0.8823529411764706,0.8583333333333334,0.8,0.9166666666666666,0.08238431899197986,1,1,11,4,17
w85__r03_f04,3,4,G0,16,full81,0.9829424307036247,0.9312659562659562,0.9135802469135802,0.9195095948827292,0.9285714285714286,0.9104477611940298,0.08884890425824171,1,6,61,13,81
w85__r03_f04,3,4,G0,16,B1_q30,0.8888888888888888,0.8381512006512006,0.72,0.7569444444444444,0.8888888888888888,0.625,0.19653730058054641,1,6,10,8,25
w85__r03_f04,3,4,G0,16,B1_q20,0.8714285714285714,0.848051948051948,0.7647058823529411,0.7785714285714285,0.8571428571428571,0.7,0.18925434764566545,1,3,7,6,17
w85__r03_f04,3,4,G0,40,full81,0.9882729211087421,0.9493798684975155,0.9506172839506173,0.9136460554371002,0.8571428571428571,0.9701492537313433,0.04481324264561823,2,2,65,12,81
w85__r03_f04,3,4,G0,40,B1_q30,0.9236111111111112,0.8804945054945055,0.84,0.8263888888888888,0.7777777777777778,0.875,0.12492113734604873,2,2,14,7,25
w85__r03_f04,3,4,G0,40,B1_q20,0.8999999999999999,0.8857142857142857,0.7647058823529411,0.7571428571428571,0.7142857142857143,0.8,0.14453508177648955,2,2,8,5,17
w85__r03_f04,3,4,G0,80,full81,0.9893390191897655,0.951953205524634,0.9629629629629629,0.949360341151386,0.9285714285714286,0.9701492537313433,0.03489761236159991,1,2,65,13,81
w85__r03_f04,3,4,G0,80,B1_q30,0.9305555555555556,0.8845068511735179,0.88,0.8819444444444444,0.8888888888888888,0.875,0.10904880321032481,1,2,14,8,25
w85__r03_f04,3,4,G0,80,B1_q20,0.9142857142857143,0.8976190476190475,0.8235294117647058,0.8285714285714285,0.8571428571428571,0.8,0.13927390006965748,1,2,8,6,17
w85__r03_f05,3,5,G0,16,full81,0.9646464646464646,0.8681921781921782,0.8765432098765432,0.6666666666666666,0.3333333333333333,1.0,0.09022223200676706,10,0,66,5,81
w85__r03_f05,3,5,G0,16,B1_q30,0.7933333333333333,0.718111333111333,0.64,0.55,0.1,1.0,0.2225721890642202,9,0,15,1,25
w85__r03_f05,3,5,G0,16,B1_q20,0.7916666666666667,0.7901785714285714,0.5882352941176471,0.5625,0.125,1.0,0.24393565596021957,7,0,9,1,17
w85__r03_f05,3,5,G0,40,full81,0.997979797979798,0.992156862745098,0.9629629629629629,0.9,0.8,1.0,0.03409917456618327,3,0,66,12,81
w85__r03_f05,3,5,G0,40,B1_q30,0.9866666666666667,0.9833333333333333,0.88,0.85,0.7,1.0,0.09960814398265123,3,0,15,7,25
w85__r03_f05,3,5,G0,40,B1_q20,0.9722222222222222,0.975,0.8235294117647058,0.8125,0.625,1.0,0.12839740428842927,3,0,9,5,17
w85__r03_f05,3,5,G0,80,full81,0.998989898989899,0.9958333333333333,0.9876543209876543,0.9666666666666667,0.9333333333333333,1.0,0.021538274878387956,1,0,66,14,81
w85__r03_f05,3,5,G0,80,B1_q30,0.9933333333333334,0.9909090909090909,0.96,0.95,0.9,1.0,0.06871895779951,1,0,15,9,25
w85__r03_f05,3,5,G0,80,B1_q20,0.986111111111111,0.9861111111111112,0.9411764705882353,0.9375,0.875,1.0,0.08405157944146568,1,0,9,7,17
w85__r04_f01,4,1,G0,16,full81,0.9637526652452026,0.8191857279042154,0.9382716049382716,0.8779317697228145,0.7857142857142857,0.9701492537313433,0.08240644756727884,3,2,65,11,81
w85__r04_f01,4,1,G0,16,B1_q30,0.8116883116883118,0.7060226323384218,0.8,0.7922077922077921,0.7272727272727273,0.8571428571428571,0.18299243566502135,3,2,12,8,25
w85__r04_f01,4,1,G0,16,B1_q20,0.7083333333333334,0.6249209124209125,0.7058823529411765,0.7013888888888888,0.625,0.7777777777777778,0.22300177591593404,3,2,7,5,17
w85__r04_f01,4,1,G0,40,full81,0.9797441364605544,0.8866204075790542,0.9135802469135802,0.8065031982942431,0.6428571428571429,0.9701492537313433,0.05225779073362541,5,2,65,9,81
w85__r04_f01,4,1,G0,40,B1_q30,0.8766233766233765,0.7924357208448117,0.72,0.7012987012987013,0.5454545454545454,0.8571428571428571,0.15987775587020814,5,2,12,6,25
w85__r04_f01,4,1,G0,40,B1_q20,0.7916666666666667,0.675333694083694,0.5882352941176471,0.5763888888888888,0.375,0.7777777777777778,0.22094657170789678,5,2,7,3,17
w85__r04_f01,4,1,G0,80,full81,0.9840085287846482,0.9083935905364477,0.9135802469135802,0.8065031982942431,0.6428571428571429,0.9701492537313433,0.04880965070997635,5,2,65,9,81
w85__r04_f01,4,1,G0,80,B1_q30,0.9025974025974026,0.837161828070919,0.72,0.7012987012987013,0.5454545454545454,0.8571428571428571,0.15708490280205203,5,2,12,6,25
w85__r04_f01,4,1,G0,80,B1_q20,0.8055555555555556,0.6844246031746032,0.5882352941176471,0.5763888888888888,0.375,0.7777777777777778,0.21900106317663026,5,2,7,3,17
w85__r04_f02,4,2,G0,16,full81,0.9676767676767677,0.9188540888540888,0.9382716049382716,0.8590909090909091,0.7333333333333333,0.9848484848484849,0.0675046833710595,4,1,65,11,81
w85__r04_f02,4,2,G0,16,B1_q30,0.8888888888888888,0.8487956001113897,0.8,0.7465277777777778,0.5555555555555556,0.9375,0.14211673530810837,4,1,15,5,25
w85__r04_f02,4,2,G0,16,B1_q20,0.8472222222222222,0.8675925925925927,0.7058823529411765,0.7152777777777778,0.5555555555555556,0.875,0.18509147494891645,4,1,7,5,17
w85__r04_f02,4,2,G0,40,full81,0.994949494949495,0.9815204678362573,0.9753086419753086,0.9590909090909091,0.9333333333333333,0.9848484848484849,0.03199765748444171,1,1,65,14,81
w85__r04_f02,4,2,G0,40,B1_q30,0.9652777777777778,0.9534662867996202,0.92,0.9131944444444444,0.8888888888888888,0.9375,0.08582324905392547,1,1,15,8,25
w85__r04_f02,4,2,G0,40,B1_q20,0.9305555555555556,0.9534662867996202,0.8823529411764706,0.8819444444444444,0.8888888888888888,0.875,0.11438217264051968,1,1,7,8,17
w85__r04_f02,4,2,G0,80,full81,0.9959595959595959,0.9829505135387488,0.9506172839506173,0.8924242424242425,0.8,0.9848484848484849,0.025696933472546566,3,1,65,12,81
w85__r04_f02,4,2,G0,80,B1_q30,0.9722222222222222,0.9535634118967453,0.84,0.8020833333333333,0.6666666666666666,0.9375,0.08082464817517407,3,1,15,6,25
w85__r04_f02,4,2,G0,80,B1_q20,0.9444444444444444,0.9535634118967453,0.7647058823529411,0.7708333333333333,0.6666666666666666,0.875,0.1132229598549438,3,1,7,6,17
w85__r04_f03,4,3,G0,16,full81,0.9737373737373738,0.9239130434782609,0.9382716049382716,0.8848484848484849,0.8,0.9696969696969697,0.09344135197692435,3,2,64,12,81
w85__r04_f03,4,3,G0,16,B1_q30,0.8,0.6227272727272728,0.8,0.65,0.4,0.9,0.17175498615910553,3,2,18,2,25
w85__r04_f03,4,3,G0,16,B1_q20,0.7692307692307692,0.6833333333333333,0.7647058823529411,0.6730769230769231,0.5,0.8461538461538461,0.18636615245706953,2,2,11,2,17
w85__r04_f03,4,3,G0,40,full81,0.5151515151515151,0.189873417721519,0.8148148148148148,0.5,0.0,1.0,0.24999999685195448,15,0,66,0,81
w85__r04_f03,4,3,G0,40,B1_q30,0.55,0.21739130434782608,0.8,0.5,0.0,1.0,0.24999999700009268,5,0,20,0,25
