benchmark,method,seed,budget,global_error,latent_uncertainty_region_fraction,mean_true_boundary_distance_test,near_boundary_error_q10,near_boundary_test_size_q10,near_boundary_error_q20,near_boundary_test_size_q20,near_boundary_error_q30,near_boundary_test_size_q30
branin,random,2,11,0.2525,0.8155,38.38582212377317,0.4675,400,0.36125,800,0.30666666666666664,1200
branin,random,2,12,0.17475,0.80525,38.38582212377317,0.45,400,0.33125,800,0.26916666666666667,1200
branin,random,2,13,0.1425,0.81,38.38582212377317,0.4375,400,0.30375,800,0.2375,1200
branin,random,2,14,0.14125,0.816,38.38582212377317,0.4,400,0.2875,800,0.2275,1200
branin,random,2,15,0.139,0.77975,38.38582212377317,0.4,400,0.28125,800,0.22333333333333333,1200
branin,random,2,16,0.13875,0.7495,38.38582212377317,0.3975,400,0.28,800,0.2225,1200
branin,random,2,17,0.13825,0.71775,38.38582212377317,0.3975,400,0.2775,800,0.22083333333333333,1200
branin,random,2,18,0.1625,0.767,38.38582212377317,0.3925,400,0.2875,800,0.23166666666666666,1200
branin,random,2,19,0.1675,0.74225,38.38582212377317,0.39,400,0.29125,800,0.23333333333333334,1200
branin,random,2,20,0.1695,0.7305,38.38582212377317,0.3925,400,0.295,800,0.23583333333333334,1200
branin,random,2,21,0.1665,0.697,38.38582212377317,0.3725,400,0.275,800,0.21833333333333332,1200
branin,random,2,22,0.19925,0.76225,38.38582212377317,0.3925,400,0.3,800,0.25083333333333335,1200
branin,random,2,23,0.20575,0.746,38.38582212377317,0.4,400,0.31,800,0.25833333333333336,1200
branin,random,2,24,0.21025,0.72875,38.38582212377317,0.4025,400,0.31,800,0.25916666666666666,1200
branin,random,2,25,0.151,0.748,38.38582212377317,0.4,400,0.31,800,0.25916666666666666,1200
branin,random,2,26,0.11725,0.7485,38.38582212377317,0.3925,400,0.29625,800,0.24416666666666667,1200
branin,random,2,27,0.11675,0.72875,38.38582212377317,0.39,400,0.2925,800,0.24166666666666667,1200
branin,random,2,28,0.12025,0.71325,38.38582212377317,0.395,400,0.29875,800,0.2475,1200
branin,random,2,29,0.118,0.6835,38.38582212377317,0.395,400,0.29875,800,0.2475,1200
branin,random,2,30,0.1185,0.66825,38.38582212377317,0.395,400,0.29875,800,0.2475,1200
branin,random,2,31,0.11875,0.6765,38.38582212377317,0.38,400,0.28625,800,0.23833333333333334,1200
branin,random,2,32,0.11875,0.6515,38.38582212377317,0.38,400,0.28625,800,0.23833333333333334,1200
branin,random,2,33,0.11925,0.6325,38.38582212377317,0.38,400,0.28875,800,0.23916666666666667,1200
branin,random,2,34,0.1275,0.61325,38.38582212377317,0.3925,400,0.30375,800,0.25916666666666666,1200
branin,random,2,35,0.1275,0.58675,38.38582212377317,0.385,400,0.29875,800,0.25416666666666665,1200
branin,random,2,36,0.12775,0.56475,38.38582212377317,0.385,400,0.29875,800,0.25416666666666665,1200
branin,random,2,37,0.1305,0.543,38.38582212377317,0.4025,400,0.3125,800,0.2633333333333333,1200
branin,random,2,38,0.12925,0.54675,38.38582212377317,0.395,400,0.315,800,0.2683333333333333,1200
branin,random,2,39,0.12375,0.52925,38.38582212377317,0.395,400,0.315,800,0.2683333333333333,1200
branin,random,2,40,0.137,0.57375,38.38582212377317,0.3875,400,0.31875,800,0.27666666666666667,1200
branin,random,2,41,0.1265,0.579,38.38582212377317,0.39,400,0.31,800,0.265,1200
branin,random,2,42,0.12825,0.5565,38.38582212377317,0.3975,400,0.31375,800,0.26916666666666667,1200
branin,random,2,43,0.1295,0.523,38.38582212377317,0.3975,400,0.31375,800,0.2683333333333333,1200
branin,random,2,44,0.129,0.5085,38.38582212377317,0.3975,400,0.31375,800,0.2675,1200
branin,random,2,45,0.119,0.534,38.38582212377317,0.3925,400,0.305,800,0.25916666666666666,1200
branin,random,2,46,0.09625,0.5835,38.38582212377317,0.3875,400,0.3075,800,0.25333333333333335,1200
branin,random,2,47,0.09125,0.65675,38.38582212377317,0.38,400,0.2975,800,0.24333333333333335,1200
branin,random,2,48,0.09125,0.6375,38.38582212377317,0.38,400,0.2975,800,0.24333333333333335,1200
branin,random,2,49,0.09075,0.63025,38.38582212377317,0.38,400,0.295,800,0.24166666666666667,1200
branin,random,2,50,0.1,0.62075,38.38582212377317,0.38,400,0.29625,800,0.24833333333333332,1200
branin,random,3,6,0.4175,0.9765,39.540792131416296,0.575,400,0.63875,800,0.6566666666666666,1200
branin,random,3,7,0.24625,0.972,39.540792131416296,0.53,400,0.52375,800,0.5008333333333334,1200
branin,random,3,8,0.23275,0.96625,39.540792131416296,0.5175,400,0.50625,800,0.485,1200
branin,random,3,9,0.22475,0.95625,39.540792131416296,0.515,400,0.49625,800,0.48083333333333333,1200
branin,random,3,10,0.2215,0.95075,39.540792131416296,0.52,400,0.50625,800,0.48333333333333334,1200
branin,random,3,11,0.2215,0.94575,39.540792131416296,0.52,400,0.50625,800,0.48333333333333334,1200
branin,random,3,12,0.21925,0.7645,39.540792131416296,0.515,400,0.5025,800,0.4866666666666667,1200
branin,random,3,13,0.196,0.92875,39.540792131416296,0.5275,400,0.50125,800,0.4716666666666667,1200
branin,random,3,14,0.21325,0.92325,39.540792131416296,0.525,400,0.50125,800,0.4725,1200
branin,random,3,15,0.213,0.9085,39.540792131416296,0.525,400,0.50125,800,0.4725,1200
branin,random,3,16,0.21175,0.87675,39.540792131416296,0.52,400,0.4975,800,0.4716666666666667,1200
branin,random,3,17,0.21075,0.8385,39.540792131416296,0.5225,400,0.4975,800,0.4716666666666667,1200
branin,random,3,18,0.16275,0.83225,39.540792131416296,0.49,400,0.40625,800,0.3416666666666667,1200
branin,random,3,19,0.16475,0.832,39.540792131416296,0.485,400,0.41,800,0.3491666666666667,1200
branin,random,3,20,0.16625,0.7875,39.540792131416296,0.4875,400,0.41625,800,0.3541666666666667,1200
branin,random,3,21,0.167,0.7565,39.540792131416296,0.485,400,0.42125,800,0.35833333333333334,1200
branin,random,3,22,0.13975,0.79425,39.540792131416296,0.49,400,0.41125,800,0.3433333333333333,1200
branin,random,3,23,0.1445,0.77325,39.540792131416296,0.5,400,0.41875,800,0.3425,1200
branin,random,3,24,0.14375,0.751,39.540792131416296,0.4975,400,0.41375,800,0.33916666666666667,1200
branin,random,3,25,0.14275,0.7255,39.540792131416296,0.4975,400,0.4125,800,0.3375,1200
branin,random,3,26,0.14225,0.7055,39.540792131416296,0.4975,400,0.41125,800,0.33666666666666667,1200
branin,random,3,27,0.122,0.6855,39.540792131416296,0.4825,400,0.37375,800,0.295,1200
branin,random,3,28,0.12575,0.66225,39.540792131416296,0.47,400,0.36875,800,0.2941666666666667,1200
branin,random,3,29,0.119,0.6415,39.540792131416296,0.4675,400,0.36625,800,0.2925,1200
branin,random,3,30,0.118,0.613,39.540792131416296,0.465,400,0.36375,800,0.29,1200
branin,random,3,31,0.112,0.65675,39.540792131416296,0.485,400,0.37,800,0.2875,1200
branin,random,3,32,0.12125,0.74225,39.540792131416296,0.495,400,0.38875,800,0.30583333333333335,1200
branin,random,3,33,0.12,0.721,39.540792131416296,0.49,400,0.385,800,0.3025,1200
branin,random,3,34,0.12025,0.701,39.540792131416296,0.485,400,0.38375,800,0.3025,1200
branin,random,3,35,0.109,0.681,39.540792131416296,0.49,400,0.38125,800,0.29833333333333334,1200
branin,random,3,36,0.10825,0.65925,39.540792131416296,0.485,400,0.37875,800,0.2966666666666667,1200
branin,random,3,37,0.1055,0.63875,39.540792131416296,0.46,400,0.36625,800,0.2875,1200
branin,random,3,38,0.107,0.6375,39.540792131416296,0.465,400,0.37,800,0.29,1200
branin,random,3,39,0.107,0.62275,39.540792131416296,0.4575,400,0.365,800,0.2875,1200
branin,random,3,40,0.1055,0.59275,39.540792131416296,0.4575,400,0.36375,800,0.2841666666666667,1200
branin,random,3,41,0.1035,0.583,39.540792131416296,0.4475,400,0.35375,800,0.2775,1200
branin,random,3,42,0.10075,0.576,39.540792131416296,0.4125,400,0.3325,800,0.26416666666666666,1200
branin,random,3,43,0.10025,0.561,39.540792131416296,0.4125,400,0.3325,800,0.2625,1200
branin,random,3,44,0.08825,0.54975,39.540792131416296,0.4,400,0.31375,800,0.24583333333333332,1200
branin,random,3,45,0.086,0.53625,39.540792131416296,0.3975,400,0.31375,800,0.24666666666666667,1200
branin,random,3,46,0.0835,0.538,39.540792131416296,0.375,400,0.30125,800,0.23833333333333334,1200
branin,random,3,47,0.08075,0.52575,39.540792131416296,0.3675,400,0.2925,800,0.23166666666666666,1200
branin,random,3,48,0.0805,0.50675,39.540792131416296,0.3675,400,0.2925,800,0.23083333333333333,1200
branin,random,3,49,0.08025,0.48625,39.540792131416296,0.3675,400,0.2925,800,0.23,1200
branin,random,3,50,0.079,0.471,39.540792131416296,0.3575,400,0.28625,800,0.22583333333333333,1200
branin,random,4,6,0.3315,0.48,38.72809299129944,0.4375,400,0.395,800,0.35,1200
branin,random,4,7,0.2975,0.78925,38.72809299129944,0.465,400,0.40875,800,0.355,1200
branin,random,4,8,0.29725,0.70175,38.72809299129944,0.4625,400,0.40875,800,0.35583333333333333,1200
branin,random,4,9,0.29725,0.96,38.72809299129944,0.4675,400,0.405,800,0.35333333333333333,1200
branin,random,4,10,0.29325,0.95025,38.72809299129944,0.47,400,0.40625,800,0.35333333333333333,1200
branin,random,4,11,0.2935,0.926,38.72809299129944,0.47,400,0.40375,800,0.3516666666666667,1200
branin,random,4,12,0.175,0.92125,38.72809299129944,0.455,400,0.37875,800,0.325,1200
branin,random,4,13,0.18725,0.89575,38.72809299129944,0.4625,400,0.38125,800,0.33,1200
branin,random,4,14,0.189,0.874,38.72809299129944,0.4625,400,0.38125,800,0.33,1200
branin,random,4,15,0.18725,0.893,38.72809299129944,0.4475,400,0.385,800,0.32083333333333336,1200
branin,random,4,16,0.189,0.8535,38.72809299129944,0.45,400,0.37625,800,0.31583333333333335,1200
branin,random,4,17,0.15275,0.85625,38.72809299129944,0.425,400,0.3575,800,0.2975,1200
branin,random,4,18,0.15275,0.84175,38.72809299129944,0.425,400,0.3575,800,0.2975,1200
branin,random,4,19,0.196,0.89925,38.72809299129944,0.445,400,0.4025,800,0.3675,1200
branin,random,4,20,0.1935,0.88675,38.72809299129944,0.445,400,0.4025,800,0.3675,1200
branin,random,4,21,0.193,0.8815,38.72809299129944,0.4525,400,0.41125,800,0.37416666666666665,1200
branin,random,4,22,0.1915,0.87325,38.72809299129944,0.43,400,0.3825,800,0.3575,1200
branin,random,4,23,0.19,0.8585,38.72809299129944,0.4275,400,0.37875,800,0.3541666666666667,1200
branin,random,4,24,0.18975,0.84125,38.72809299129944,0.425,400,0.37625,800,0.3516666666666667,1200
branin,random,4,25,0.19375,0.82425,38.72809299129944,0.4175,400,0.3725,800,0.35083333333333333,1200
branin,random,4,26,0.18,0.819,38.72809299129944,0.4175,400,0.3725,800,0.3441666666666667,1200
branin,random,4,27,0.17925,0.8145,38.72809299129944,0.4575,400,0.38625,800,0.35833333333333334,1200
branin,random,4,28,0.17575,0.79425,38.72809299129944,0.4625,400,0.38625,800,0.35583333333333333,1200
branin,random,4,29,0.17975,0.79825,38.72809299129944,0.465,400,0.39125,800,0.3625,1200
branin,random,4,30,0.17725,0.76875,38.72809299129944,0.46,400,0.38875,800,0.3616666666666667,1200
branin,random,4,31,0.179,0.75325,38.72809299129944,0.46,400,0.38875,800,0.36083333333333334,1200
branin,random,4,32,0.17925,0.736,38.72809299129944,0.4625,400,0.39,800,0.3616666666666667,1200
branin,random,4,33,0.18,0.7045,38.72809299129944,0.465,400,0.38875,800,0.36083333333333334,1200
branin,random,4,34,0.16875,0.683,38.72809299129944,0.465,400,0.3875,800,0.3591666666666667,1200
branin,random,4,35,0.1755,0.658,38.72809299129944,0.47,400,0.39125,800,0.3641666666666667,1200
branin,random,4,36,0.162,0.633,38.72809299129944,0.465,400,0.39,800,0.36083333333333334,1200
branin,random,4,37,0.162,0.615,38.72809299129944,0.465,400,0.39,800,0.3625,1200
branin,random,4,38,0.1715,0.59525,38.72809299129944,0.47,400,0.3925,800,0.36583333333333334,1200
branin,random,4,39,0.176,0.57125,38.72809299129944,0.4775,400,0.4125,800,0.38916666666666666,1200
branin,random,4,40,0.16325,0.56075,38.72809299129944,0.4775,400,0.4125,800,0.36083333333333334,1200
branin,random,4,41,0.16075,0.54625,38.72809299129944,0.4725,400,0.41,800,0.35833333333333334,1200
branin,random,4,42,0.16075,0.53575,38.72809299129944,0.475,400,0.41125,800,0.3591666666666667,1200
branin,random,4,43,0.161,0.5205,38.72809299129944,0.4775,400,0.41,800,0.36,1200
branin,random,4,44,0.157,0.50325,38.72809299129944,0.475,400,0.40375,800,0.355,1200
branin,random,4,45,0.16275,0.52375,38.72809299129944,0.4775,400,0.4125,800,0.3625,1200
branin,random,4,46,0.16125,0.5125,38.72809299129944,0.4775,400,0.4125,800,0.3625,1200
branin,random,4,47,0.16,0.50125,38.72809299129944,0.4775,400,0.4125,800,0.36,1200
branin,random,4,48,0.16,0.48475,38.72809299129944,0.4775,400,0.41125,800,0.35833333333333334,1200
branin,random,4,49,0.15875,0.46175,38.72809299129944,0.4775,400,0.41,800,0.3575,1200
branin,random,4,50,0.1595,0.4695,38.72809299129944,0.465,400,0.415,800,0.3575,1200
branin,smallest_abs_mu,0,6,0.251,0.971,37.89289019425876,0.4875,400,0.41375,800,0.3625,1200
branin,smallest_abs_mu,0,7,0.23025,0.969,37.89289019425876,0.4875,400,0.41375,800,0.3625,1200
branin,smallest_abs_mu,0,8,0.24575,0.967,37.89289019425876,0.4875,400,0.42625,800,0.38666666666666666,1200
branin,smallest_abs_mu,0,9,0.223,0.96275,37.89289019425876,0.485,400,0.4225,800,0.36583333333333334,1200
branin,smallest_abs_mu,0,10,0.19975,0.957,37.89289019425876,0.475,400,0.40625,800,0.3466666666666667,1200
branin,smallest_abs_mu,0,11,0.19975,0.9535,37.89289019425876,0.475,400,0.40625,800,0.3466666666666667,1200
branin,smallest_abs_mu,0,12,0.1435,0.949,37.89289019425876,0.4625,400,0.3875,800,0.325,1200
branin,smallest_abs_mu,0,13,0.1425,0.94075,37.89289019425876,0.445,400,0.3825,800,0.31666666666666665,1200
branin,smallest_abs_mu,0,14,0.157,0.934,37.89289019425876,0.465,400,0.40125,800,0.3358333333333333,1200
branin,smallest_abs_mu,0,15,0.16,0.9295,37.89289019425876,0.45,400,0.37375,800,0.325,1200
branin,smallest_abs_mu,0,16,0.14975,0.9235,37.89289019425876,0.4525,400,0.3675,800,0.31083333333333335,1200
branin,smallest_abs_mu,0,17,0.14325,0.91525,37.89289019425876,0.4575,400,0.37,800,0.3075,1200
branin,smallest_abs_mu,0,18,0.151,0.91025,37.89289019425876,0.46,400,0.37875,800,0.31833333333333336,1200
branin,smallest_abs_mu,0,19,0.14375,0.906,37.89289019425876,0.46,400,0.37875,800,0.31833333333333336,1200
branin,smallest_abs_mu,0,20,0.14375,0.90175,37.89289019425876,0.46,400,0.37875,800,0.31833333333333336,1200
branin,smallest_abs_mu,0,21,0.1395,0.8975,37.89289019425876,0.46,400,0.3725,800,0.31166666666666665,1200
branin,smallest_abs_mu,0,22,0.12375,0.8935,37.89289019425876,0.45,400,0.36,800,0.2916666666666667,1200
branin,smallest_abs_mu,0,23,0.1215,0.8875,37.89289019425876,0.4325,400,0.34875,800,0.28583333333333333,1200
branin,smallest_abs_mu,0,24,0.10775,0.87575,37.89289019425876,0.415,400,0.33,800,0.25666666666666665,1200
branin,smallest_abs_mu,0,25,0.1005,0.7905,37.89289019425876,0.39,400,0.305,800,0.24083333333333334,1200
branin,smallest_abs_mu,0,26,0.1,0.8525,37.89289019425876,0.425,400,0.325,800,0.25416666666666665,1200
branin,smallest_abs_mu,0,27,0.086,0.69325,37.89289019425876,0.345,400,0.2775,800,0.2175,1200
branin,smallest_abs_mu,0,28,0.10475,0.85375,37.89289019425876,0.4075,400,0.33125,800,0.26666666666666666,1200
branin,smallest_abs_mu,0,29,0.0935,0.84625,37.89289019425876,0.4025,400,0.325,800,0.25166666666666665,1200
branin,smallest_abs_mu,0,30,0.08975,0.838,37.89289019425876,0.415,400,0.33625,800,0.25666666666666665,1200
branin,smallest_abs_mu,0,31,0.10375,0.8595,37.89289019425876,0.41,400,0.335,800,0.25666666666666665,1200
branin,smallest_abs_mu,0,32,0.09775,0.8565,37.89289019425876,0.4075,400,0.33375,800,0.255,1200
branin,smallest_abs_mu,0,33,0.08975,0.84,37.89289019425876,0.4025,400,0.33125,800,0.25333333333333335,1200
branin,smallest_abs_mu,0,34,0.09375,0.83425,37.89289019425876,0.415,400,0.35,800,0.26666666666666666,1200
branin,smallest_abs_mu,0,35,0.10525,0.83175,37.89289019425876,0.41,400,0.3675,800,0.285,1200
branin,smallest_abs_mu,0,36,0.09525,0.82425,37.89289019425876,0.4075,400,0.33375,800,0.25416666666666665,1200
branin,smallest_abs_mu,0,37,0.08825,0.81775,37.89289019425876,0.405,400,0.3225,800,0.2425,1200
branin,smallest_abs_mu,0,38,0.0955,0.8195,37.89289019425876,0.4025,400,0.32875,800,0.245,1200
branin,smallest_abs_mu,0,39,0.08875,0.8115,37.89289019425876,0.4025,400,0.32875,800,0.245,1200
branin,smallest_abs_mu,0,40,0.082,0.80325,37.89289019425876,0.4025,400,0.32625,800,0.24166666666666667,1200
branin,smallest_abs_mu,0,41,0.087,0.79625,37.89289019425876,0.4225,400,0.33625,800,0.255,1200
branin,smallest_abs_mu,0,42,0.07525,0.783,37.89289019425876,0.405,400,0.3,800,0.22666666666666666,1200
branin,smallest_abs_mu,0,43,0.068,0.77075,37.89289019425876,0.3625,400,0.2675,800,0.2025,1200
branin,smallest_abs_mu,0,44,0.0665,0.76225,37.89289019425876,0.365,400,0.26625,800,0.20083333333333334,1200
branin,smallest_abs_mu,0,45,0.06325,0.743,37.89289019425876,0.3775,400,0.26,800,0.18916666666666668,1200
branin,smallest_abs_mu,0,46,0.06125,0.7405,37.89289019425876,0.3775,400,0.25125,800,0.1825,1200
branin,smallest_abs_mu,0,47,0.05875,0.7295,37.89289019425876,0.3675,400,0.23875,800,0.17416666666666666,1200
