simulation_id,analysis_domain,window_type,window_value,window_distance_um,candidate_id,value,unit,event_position_s,available,typical_window_observation_count,minimum_required_observations,minimum_span_fraction,any_keyhole,record_type,availability_count,availability_fraction,median_value,roc_auc_any_keyhole,pr_auc_any_keyhole,prevalence,positive_count,negative_count,median_window_observation_count
sim_00004,common_interior,physical_um,100.0,99.99999999999999,R3,0.237392872908971,dimensionless,0.3599740633865217,True,17168.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,common_interior,normalized_track_fraction,1.0,12.12,G3,46.910180000000004,um,0.3553265988299801,True,2081.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,common_interior,normalized_track_fraction,1.0,12.12,G4,46.99282,um,0.44875437159159837,True,2081.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,common_interior,normalized_track_fraction,1.0,12.12,R3,0.24184203222389403,dimensionless,0.33872106320759177,True,2081.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,common_interior,normalized_track_fraction,2.5,30.3,G3,46.876175,um,0.37117736143743435,True,5202.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,common_interior,normalized_track_fraction,2.5,30.3,G4,46.92112,um,0.44960494679145735,True,5202.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,common_interior,normalized_track_fraction,2.5,30.3,R3,0.24063612360853665,dimensionless,0.3513325475181342,True,5202.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,common_interior,normalized_track_fraction,5.0,60.6,G3,46.835025,um,0.46536916985617555,True,10404.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,common_interior,normalized_track_fraction,5.0,60.6,G4,46.883114,um,0.4620290610828646,True,10404.0,5,0.8,False,simulation,,,,,,,,,
sim_00004,common_interior,normalized_track_fraction,5.0,60.6,R3,0.23972481506307033,dimensionless,0.35865241666962805,True,10404.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,physical_um,20.0,20.0,G3,62.7956,um,0.189608383589507,True,4553.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,physical_um,20.0,20.0,G4,66.037666,um,0.2082557219520747,True,4553.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,physical_um,20.0,20.0,R3,0.3850318259061887,dimensionless,0.09383941135993203,True,4553.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,physical_um,50.0,49.99999999999999,G3,62.788959999999996,um,0.2082557219520747,True,11381.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,physical_um,50.0,49.99999999999999,G4,62.84507000000001,um,0.20825212898905182,True,11381.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,physical_um,50.0,49.99999999999999,R3,0.38221912949112613,dimensionless,0.16965967402004092,True,11381.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,physical_um,100.0,99.99999999999999,G3,62.69575999999999,um,0.2082557219520747,True,22751.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,physical_um,100.0,99.99999999999999,G4,62.80417,um,0.20825212898905182,True,22751.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,physical_um,100.0,99.99999999999999,R3,0.38086526725012015,dimensionless,0.16744113911882752,True,22751.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,normalized_track_fraction,1.0,12.12,G3,62.83596,um,0.2078604960195545,True,2759.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,normalized_track_fraction,1.0,12.12,G4,66.089124,um,0.2082557219520747,True,2759.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,normalized_track_fraction,1.0,12.12,R3,0.3865182318151112,dimensionless,0.09383941135993203,True,2759.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,normalized_track_fraction,2.5,30.3,G3,62.79092,um,0.1912142783735027,True,6897.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,normalized_track_fraction,2.5,30.3,G4,62.972374,um,0.2082557219520747,True,6897.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,normalized_track_fraction,2.5,30.3,R3,0.3838506792527287,dimensionless,0.16797403541784225,True,6897.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,normalized_track_fraction,5.0,60.6,G3,62.770270000000004,um,0.2082557219520747,True,13792.0,5,0.8,False,simulation,,,,,,,,,
sim_00005,adaptive_active_interior,normalized_track_fraction,5.0,60.6,G4,62.8386,um,0.2082557219520747,True,13792.0,5,0.8,False,simulation,,,,,,,,,
