population,candidate_id,unit,label_group,n,mean,std,minimum,q25,median,q75,maximum
old-data-remote-clean,T0_width,um,Keyhole-positive,2,171.284165,27.660680848201295,151.72511,161.5046375,171.284165,181.0636925,190.84322
old-data-remote-clean,T0_total_height,um,Keyhole-negative,61,79.45228262295082,16.949229877787115,46.484825,68.34182,79.172505,91.88422500000001,115.66905000000001
old-data-remote-clean,T0_total_height,um,Keyhole-positive,2,112.05618000000001,4.875006281534415,108.60903,110.332605,112.05618000000001,113.77975500000001,115.50333
old-data-remote-clean,T0_kinetic_energy,nJ,Keyhole-negative,61,1.7193080950819672,0.7577319818233872,0.4903037,1.116478,1.6777149999999998,2.3520275,3.0354870000000003
old-data-remote-clean,T0_kinetic_energy,nJ,Keyhole-positive,2,2.9087122499999998,0.10231941189786554,2.8363614999999998,2.8725368749999998,2.9087122499999998,2.9448876250000002,2.9810630000000002
old-data-remote-clean,R0,dimensionless,Keyhole-negative,61,0.31654631908550024,0.06857433850392745,0.15443078907757823,0.27133355051053143,0.32009140284493365,0.3617988674653872,0.49287019996077125
old-data-remote-clean,R0,dimensionless,Keyhole-positive,2,0.5195899390945404,0.03553356932218683,0.4944639112670599,0.5070269251808002,0.5195899390945404,0.5321529530082808,0.5447159669220211
all-old,T0_depth,um,Keyhole-negative,231,52.834471558441564,15.519982992716574,15.102659999999998,42.747945,54.55737,62.73057,86.77511
all-old,T0_depth,um,Keyhole-positive,10,89.81045,17.43283661531546,70.55308500000001,78.7914875,84.40564499999999,92.40881625,122.20049999999999
all-old,max_depth,um,Keyhole-negative,231,54.84275874458874,16.003675647952814,19.03058,43.12314,55.071600000000004,66.96038999999999,90.58417
all-old,max_depth,um,Keyhole-positive,10,162.52072,34.10286341675399,123.75569999999999,142.3716,158.053,178.07117499999998,239.2377
all-old,G3,um,Keyhole-negative,230,54.23416569565218,15.829093646733616,18.56064,42.895195,54.8548475,62.949217499999996,90.208
all-old,G3,um,Keyhole-positive,10,134.14183050000003,49.96373008466511,78.00963999999999,89.625045,131.96705,154.3135625,234.53459999999998
all-old,R3,dimensionless,Keyhole-negative,230,0.3489719089685299,0.07056411098515324,0.19342570466233827,0.3014664151528671,0.34264631706123017,0.4011052757097826,0.5341994037398861
all-old,R3,dimensionless,Keyhole-positive,10,0.7876002008928564,0.31632220947657397,0.4322778508524462,0.491426099410872,0.737851347604787,1.0490872889031122,1.2452791061685071
all-old,T0_width,um,Keyhole-negative,231,158.83360532467532,37.89181448691951,86.30895,129.54187,157.77781,183.0926225,256.76705
all-old,T0_width,um,Keyhole-positive,10,175.5197185,23.27185853256055,146.943905,157.81195499999998,174.44465000000002,186.6161275,226.0442
all-old,T0_total_height,um,Keyhole-negative,231,78.3315974891775,17.035722465647055,41.27405,67.59534,79.172505,88.61462499999999,119.21504999999999
all-old,T0_total_height,um,Keyhole-positive,10,112.33864600000001,16.74360026548399,92.87828,102.3940725,106.814825,115.4830175,142.51178
all-old,T0_kinetic_energy,nJ,Keyhole-negative,231,1.616271151948052,0.7604789868810518,0.3389589,0.9805548499999999,1.496812,2.30413725,3.261276
all-old,T0_kinetic_energy,nJ,Keyhole-positive,10,2.3798643499999996,0.741733318804978,1.473584,1.6937600000000002,2.40616,2.9448876250000002,3.5028799999999998
all-old,R0,dimensionless,Keyhole-negative,231,0.333845853841102,0.0716622633632908,0.15443078907757823,0.2853161745313646,0.3324510769711516,0.3856975499634407,0.49674772985658455
all-old,R0,dimensionless,Keyhole-positive,10,0.5178919464402337,0.111081233645207,0.34781878942259964,0.46339935220000206,0.4873000448816005,0.5355861165807932,0.7128192836125143
all-combined,T0_depth,um,Keyhole-negative,332,56.1933214307229,16.135128279011145,15.102659999999998,46.47689,56.886422499999995,68.57487375,94.62022
all-combined,T0_depth,um,Keyhole-positive,73,158.78362130136983,80.83667044946587,70.55308500000001,85.48333000000001,138.5759,219.75115,300.5299
all-combined,max_depth,um,Keyhole-negative,332,59.235848825301204,17.986595658585983,19.03058,47.066787500000004,58.954765,71.106255,111.5838
all-combined,max_depth,um,Keyhole-positive,73,243.1096315068493,75.13786723472776,111.1982,160.271,301.7815,302.819,311.9999
all-combined,G3,um,Keyhole-negative,331,58.106659078549846,16.973089290418123,18.56064,46.84301000000001,58.7476,70.700375,98.565725
all-combined,G3,um,Keyhole-positive,73,222.3361452739726,79.28798261876442,78.00963999999999,149.85005,244.96974999999998,300.6067,301.24170000000004
all-combined,R3,dimensionless,Keyhole-negative,331,0.3624480793422292,0.07601360881169421,0.19342570466233827,0.30990945680946186,0.35706071977577525,0.41319000355176133,0.6922254374489708
all-combined,R3,dimensionless,Keyhole-positive,73,1.301418595224915,0.45815654662077154,0.4322778508524462,0.9115055330086425,1.361297496436766,1.696733121341617,1.9527174981261233
all-combined,T0_width,um,Keyhole-negative,332,162.98705069277108,37.64976043225751,86.30895,134.61147375000002,159.81003750000002,185.85064375000002,281.37294999999995
all-combined,T0_width,um,Keyhole-positive,73,170.50301664383565,36.650786022987596,118.71622,142.62931,158.71854000000002,190.909525,300.26985
all-combined,T0_total_height,um,Keyhole-negative,332,82.12536225903614,17.56613138835253,41.27405,69.46821125,82.525095,94.1543325,125.35813
all-combined,T0_total_height,um,Keyhole-positive,73,179.29882835616436,81.11407536580393,91.04755,105.02062,161.145625,241.92361,322.61455
all-combined,T0_kinetic_energy,nJ,Keyhole-negative,332,1.9004584703313254,1.0035463559034834,0.3389589,1.1167794999999998,1.7259045,2.531455,5.377543999999999
all-combined,T0_kinetic_energy,nJ,Keyhole-positive,73,4.52632005479452,1.6029235973949432,1.473584,3.511389,4.4737124999999995,5.245838,8.876052
all-combined,R0,dimensionless,Keyhole-negative,332,0.3459907144672071,0.07404932808131665,0.15443078907757823,0.29843757581101654,0.3411232730423644,0.39643658629744033,0.6207435669104809
all-combined,R0,dimensionless,Keyhole-positive,73,0.9382137811769738,0.4406319871881459,0.34781878942259964,0.5560982450814963,0.8704696221423168,1.2401700938303102,1.8836352384529487
