benchmark,surrogate_variant,acquisition_rule,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30,acquisition_selected_position,acquisition_selected_p_plus,acquisition_selected_uncertainty_score,acquisition_selected_entropy,acquisition_binary_entropy_margin_note,acquisition_gate_fraction,acquisition_min_shortlist_size,acquisition_shortlist_size,acquisition_beta,acquisition_selected_shortlist_position,acquisition_selected_normalized_uncertainty,acquisition_selected_raw_diversity,acquisition_selected_normalized_diversity,acquisition_selected_score,acquisition_repulsion_bandwidth,acquisition_selected_raw_distance_to_labelled,acquisition_selected_repulsion
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,28,33,34,437,6.013467678332617,False,True,True,424,0.5000155282460961,0.9999689435078079,0.6931471800776925,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,29,34,35,325,8.853002045333369,False,True,True,313,0.5000017270370412,0.9999965459259177,0.69314718055398,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,30,35,36,641,3.0976880715271022,True,True,True,621,0.4998584016204848,0.9997168032409696,0.6931471404597427,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,31,36,37,726,21.25492684587276,False,False,False,702,0.4997273268039829,0.9994546536079658,0.6931470318585943,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,32,37,38,650,7.296964247915,False,True,True,629,0.5001257971569215,0.999748405686157,0.6931471489100955,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,33,38,39,852,8.89192256072387,False,False,True,824,0.5000280915761092,0.9999438168477817,0.693147178981672,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,34,39,40,1499,2.4274873629952793,True,True,True,1460,0.5001068574426087,0.9997862851147825,0.693147157722919,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,35,40,41,1440,18.214506459056768,False,False,False,1403,0.5002393030023662,0.9995213939952676,0.693147066028087,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,36,41,42,105,4.521249870605679,True,True,True,103,0.49993659218904385,0.9998731843780877,0.6931471725188443,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,37,42,43,869,5.333055630431744,False,True,True,839,0.5000169476094621,0.9999661047810757,0.6931471799855025,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,38,43,44,587,0.9134568849180162,True,True,True,568,0.5005721749049481,0.9988556501901038,0.6931465257915588,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,39,44,45,1137,0.7282865789382811,True,True,True,1104,0.5000313387518607,0.9999373224962786,0.6931471785957106,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,40,45,46,468,15.363536665244169,False,False,False,450,0.4999482637175773,0.9998965274351546,0.6931471752066595,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,41,46,47,656,6.1629762992062,False,True,True,631,0.5001939714812509,0.9996120570374982,0.6931471053100724,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,42,47,48,107,31.770644989433173,False,False,False,104,0.49966247173277745,0.9993249434655549,0.6931469527092656,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,43,48,49,166,22.43973826663101,False,False,False,159,0.4999022650242268,0.9998045300484536,0.6931471614556941,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_margin,classifier_margin,0,44,49,50,767,5.461973821824074,False,True,True,734,0.5005306637850232,0.9989386724299536,0.6931466173517341,null,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,1,6,7,112,42.53067101742215,False,False,False,111,0.4999855629120487,0.9999711258240974,0.6931471801430863,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,2,7,8,1273,2.6369432861079787,True,True,True,1267,0.49997664214505766,0.9999532842901153,0.6931471794687665,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,3,8,9,1287,6.36917895674511,False,True,True,1280,0.5000170784395287,0.9999658431209426,0.6931471799765991,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,4,9,10,128,21.942237739534043,False,False,False,126,0.49996881678718624,0.9999376335743725,0.6931471786151597,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,5,10,11,693,14.147492929578352,False,False,False,687,0.49993345452759497,0.9998669090551899,0.6931471717033455,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,6,11,12,1291,60.92701797584573,False,False,False,1281,0.5000317411689289,0.9999365176621422,0.6931471785449417,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,7,12,13,620,6.904057140657358,False,True,True,614,0.5000991659193668,0.9998016681612665,0.693147160892186,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,8,13,14,1483,23.19072227326956,False,False,False,1471,0.5000865054691188,0.9998269890617624,0.6931471655935528,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,9,14,15,102,23.423195956997702,False,False,False,101,0.5000683145531789,0.9998633708936422,0.693147171226189,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,10,15,16,461,11.356848191625026,False,False,True,455,0.5000134514849547,0.9999730970300906,0.6931471801980604,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,11,16,17,147,5.157820926294377,False,True,True,143,0.4999888800003463,0.9999777600006926,0.6931471803126366,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,12,17,18,472,3.7293833837982433,True,True,True,464,0.5000418751291111,0.9999162497417777,0.6931471770528924,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,13,18,19,1410,7.123562351985058,False,True,True,1394,0.5000883337650145,0.999823332469971,0.6931471649542371,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,14,19,20,724,1.720078979983736,True,True,True,711,0.4998574376128744,0.9997148752257488,0.6931471399118764,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,15,20,21,1202,16.034910072499663,False,False,False,1188,0.49991257637475794,0.9998251527495159,0.6931471652741648,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,16,21,22,345,33.826378491076426,False,False,False,338,0.5001733705831368,0.9996532588337264,0.6931471204452259,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,17,22,23,1239,4.482517653336224,True,True,True,1223,0.4997508297385538,0.9995016594771076,0.6931470563883018,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,18,23,24,732,25.516100503438455,False,False,False,717,0.4998733625323569,0.9997467250647138,0.6931471484858485,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,19,24,25,253,6.566629687078667,False,True,True,246,0.4996269098284336,0.9992538196568672,0.6931469021673673,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,20,25,26,1094,10.238297523111939,False,False,True,1077,0.5000307862192176,0.9999384275615648,0.6931471786643626,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,21,26,27,457,2.6840330676168342,True,True,True,448,0.5000915638783058,0.9998168722433884,0.6931471637920577,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,22,27,28,809,16.305182980560417,False,False,False,791,0.5002524284286949,0.9994951431426102,0.6931470531197167,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,23,28,29,273,0.8214646349381098,True,True,True,265,0.4996100285695092,0.9992200571390184,0.6931468764044812,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,24,29,30,318,8.28155138545969,False,True,True,309,0.5001740652539949,0.9996518694920102,0.6931471199625188,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,25,30,31,186,12.223487718592203,False,False,True,181,0.5001491324459696,0.9997017351080608,0.6931471360789717,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,26,31,32,257,17.13466500759828,False,False,False,248,0.4997475159750047,0.9994950319500094,0.6931470530635742,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,27,32,33,1436,17.82649502075742,False,False,False,1406,0.5001373967370056,0.9997252065259887,0.6931471428042181,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,28,33,34,437,6.013467678332617,False,True,True,424,0.5000155282460961,0.9999689435078079,0.6931471800776925,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,29,34,35,325,8.853002045333369,False,True,True,313,0.5000017270370412,0.9999965459259177,0.69314718055398,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,30,35,36,641,3.0976880715271022,True,True,True,621,0.4998584016204848,0.9997168032409696,0.6931471404597427,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,31,36,37,726,21.25492684587276,False,False,False,702,0.4997273268039829,0.9994546536079658,0.6931470318585943,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,32,37,38,650,7.296964247915,False,True,True,629,0.5001257971569215,0.999748405686157,0.6931471489100955,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
branin,fixed_iso_gpc,classifier_entropy,classifier_entropy,0,33,38,39,852,8.89192256072387,False,False,True,824,0.5000280915761092,0.9999438168477817,0.693147178981672,Binary entropy is monotone-equivalent to classifier margin.,null,null,null,null,null,null,null,null,null,null,null,null
